nPsoRun,n_iter,S,fgbest,optDes
160,825,300,-59.000971982191565,[-1.0; 1.0; -0.7319410095529721; 0.7321595058594617; 0.0010113479035185077; 0.9999999999922248; -1.0; 0.0008384643994299876]
161,1396,300,-59.000963656495365,[0.9999999999961351; 0.7321320420417828; -0.9999999999998793; 0.001158653453872611; -0.9999999999950944; -0.7319680603483871; 0.9999999999957184; 0.00022930585688047214]
162,409,300,-58.99996370806456,[1.0; 0.0050385426641979215; -0.7314444890479737; 0.005014831767103378; 0.9999998273223509; 0.7326311194870827; -0.9999994134101264; -0.9999999999939454]
163,554,300,-59.000854151697474,[-0.7322846904163305; 0.7318126227893305; -0.002014616886641; -1.0; -1.0; -0.0019810737557878766; 1.0; 0.9999999997458254]
164,641,300,-59.00086377592708,[0.0019534115246195335; 1.0; -0.7318237136984961; -1.0; 0.0018564319219189292; 1.0; 0.7322738396016296; -1.0]
165,208,300,-59.00097202319066,[-1.0; -1.0; 1.0; 1.0; 0.7320924560746771; -2.1859260007764392e-5; 0.0007373673879253399; -0.7320083349557237]
166,698,300,-59.0006188336246,[0.7324207239107885; -0.7316702558055125; 0.003174134726615219; 0.0031778694065958367; -1.0; -1.0; 0.9999999999715695; 0.9999999998894409]
167,439,300,-59.00099536054793,[0.00042347720569618617; 1.0; 1.0; -0.7320635030388588; 0.7320376229695241; -0.0006419657649256677; -0.9999999993716262; -0.9999999543507246]
168,1156,300,-59.00099314052942,[1.0; -0.7321354295518688; -1.0; -1.0; 0.9999999996501835; 0.7319656289377244; -0.0007265137132150026; -0.0007107029188403671]
169,443,300,-59.00096155148154,[0.0006829995289528126; 0.7320182862851902; 1.0; 1.0; -1.0; -0.9999999982314528; -0.7320815511516703; -0.0012184480112124704]
170,196,300,-58.99739686506864,[-0.9999946719300921; 0.9999981365937461; -0.7326065455223447; -0.003160956430356082; -0.999999732769593; 1.0; -0.006920883719670913; 0.7314064592781254]
171,524,300,-59.00095472955707,[-1.0; -0.7319088402128222; -0.9999999999990129; 1.0; 1.0; 0.7321911972476811; 0.001219993212110454; 0.0011697190492708034]
172,356,300,-59.00087152044753,[0.0017048049232189463; -1.0; 1.0; 0.9999999793853047; 0.7321489777058209; -8.808433338652953e-6; -0.7319496441139218; -0.9999994350553769]
173,185,300,-59.000608154600485,[1.0; 0.000532939912910506; 0.7320429965897411; -1.0; -0.0005813254864807064; -0.7320611439166452; -0.999993664812255; 1.0]
174,377,300,-59.00080806195347,[1.0; 0.7323185424918401; 0.0022883845452029805; -0.7317775545926639; -0.9999999979265163; 1.0; -1.0; 0.0022907327362020422]
175,73,300,-58.97468684968321,[-0.7327677904331654; -1.0; 0.008971433998988513; -1.0; 1.0; -0.021486171173251592; 1.0; 0.730965206373143]
176,227,300,-58.998126206197306,[-1.0; 0.003729255780353031; 0.7326184633952982; 0.9999905999252579; -0.7314799502522298; 0.005351410548411034; 1.0; -0.9999984883911018]
177,756,300,-59.00098022868326,[-0.7321528230084741; -0.9999999986968565; 0.9999999957413289; -0.0008618960206647185; 1.0; -0.9999999913893891; -0.00087122159099438; 0.7319480558034772]
178,436,300,-59.00046201780157,[0.9999999996776229; 0.7316053123166859; -0.7324814099801294; -0.003739207969693539; -0.9999999944292394; 1.0; -1.0; -0.0036760087546981175]
179,1164,300,-58.99845691036332,[-0.008084737807650304; 0.7310611991963332; -0.008084688455058477; -0.7329715951026826; -0.9999999993525811; 0.9999999895252251; 0.999999996131266; -0.9999999999839725]
180,334,300,-59.00086189296093,[0.7319472899460407; 0.9999998745320896; 0.9999999995958252; -0.0016714523712539771; -0.7321516600093044; -0.9999996446835052; -4.834843396797806e-5; -0.9999995582626822]
181,1564,300,-59.00095760154063,[-0.7319087741635024; -1.0; 0.0011985769249768976; 0.9999999999999956; 0.9999999999065317; 0.7321913273681401; -1.0; 0.0011929788083254289]
182,2219,300,-59.00010365096391,[0.9999999999088806; 0.004823766765813473; 0.9999999999999993; -0.7314687655439048; -0.999999999583497; 0.004821688750862419; 0.7326083474111099; -0.9999999979854698]
183,339,300,-59.000855752847556,[-0.9999997502920503; 0.999999999987741; -0.7318777507318279; -0.9999999966848526; 0.7322198661020748; 0.0009583327620225282; 0.0019415182247715602; 0.9999999997122648]
184,433,300,-59.00085487847938,[-0.7322650171299686; 0.9999999974929268; -0.0019767209249013616; -0.9999999527747184; -0.001684787550137363; 0.731832388254146; -0.9999999969543684; 1.0]
185,467,300,-59.00090667172596,[-0.0005832161111405515; 1.0; -1.0; -0.9999999999764038; 0.7319152433238121; -0.0016849110661398034; 0.9999999999964971; -0.7321832124854548]
186,885,300,-59.0008368287771,[0.9999999998845874; -0.9999999998758782; -0.7322997132977485; 0.7317971383356701; -0.9999999999079431; -0.002126907312376814; 0.9999999997547496; -0.002126932755521699]
187,472,300,-59.00052456315438,[-0.9999999957638436; -0.9999999999999524; 0.7323934509726342; 1.0; 0.0034941743927348677; 0.0024110699946915497; -0.7316951264862493; 0.9999999321202522]
188,436,300,-59.00039845547197,[0.9999999999999992; 1.0; -0.003898969709714574; -0.7325035770712743; -0.999999632343739; -0.0038929032632415723; -1.0; 0.7315822625946192]
189,798,300,-58.99945376669813,[-1.0; -0.006315641644222355; 0.7312836290090556; 1.0; -0.006315535786267271; -0.9999999988996064; 1.0; -0.732775985089445]
190,759,300,-58.997457871161565,[-0.7308762863458843; -1.0; 0.9999999989257804; 0.7331295824004643; 0.009535578915908323; 1.0; -1.0; 0.009535658002143593]
191,714,300,-59.0010134496977,[0.7320419299680233; -1.0; -0.7320596755410064; 1.0; -5.6127152939072254e-5; 0.9999999999809027; -1.0; -9.407338382522538e-5]
192,269,300,-59.00097357159187,[-0.999999998060603; -0.00032797222328134035; 1.0; -0.0010015073019258721; -0.7321288534911814; -0.999999990513408; 0.7319716821826366; 1.0]
193,839,300,-59.001011494360704,[1.0; -0.9999999979512445; 0.00024385035858031458; -1.3608869485695824e-5; 1.0; -0.7320371749645722; -0.9999999999497945; 0.732064373057002]
194,502,300,-59.000844622638546,[-0.732182944268592; -1.0; -0.0020560499331554807; -0.9999999634073178; 1.0; -0.00022323415054521317; 0.7319135835298111; 0.9999999999657058]
195,876,300,-59.00019999758445,[0.9999990222650684; 0.9999999245957397; -0.9999996183327186; 0.7315789837256836; -0.9999999999989605; -0.7325069364111437; -0.0037790287947884207; -0.004110500534246585]
196,536,300,-59.00091487708028,[-0.0009507853070542489; -1.0; -1.0; 0.7318983184571567; 1.0; -0.732200482591623; -0.0016067457888047228; 1.0]
197,541,300,-59.00097441892081,[1.0; -0.7320662214084296; -1.0; -1.0; 0.7320340112089517; 1.0; -0.001066324333352603; 0.000793652795012918]
198,470,300,-59.000841223027805,[0.9999995697186217; 1.0; -0.0007636650868267041; -0.0019770040870969105; -0.7322102622298376; 0.7318872976477006; -1.0; -1.0]
199,728,300,-58.99811870320108,[0.008603264872886186; -0.7309953705142139; 1.0; -0.9999999924085229; 0.0086032111418575; 0.7330283121628843; -1.0; 0.9999999989593719]
200,485,300,-59.000998639765065,[-0.7320667426679851; 0.7320343541046312; 1.0; 1.0; 0.0003833464666991719; -1.0; -0.9999999999999998; -0.0006574918711314046]
201,109,300,-58.998301714927535,[-1.0; 0.0037165283324682957; 1.0; 0.0060061238984930355; 0.7326041985483168; -1.0; -0.7314816301823579; 1.0]
202,669,300,-59.00097713976094,[0.0010371581887803436; 0.9999999998948038; -0.0008971398275379736; -0.9999999999764565; -0.999999999899142; 0.732058420533047; 0.9999999999999998; -0.7320418763660202]
203,1075,300,-59.00051699124153,[-1.0; 0.9999999999999901; -1.0; 0.9999999999999861; 0.003564055221957507; -0.7316230378637006; 0.7324652011876516; 0.003564055176462251]
204,683,300,-59.000981121520546,[-0.7320178682715505; 0.7320827165299171; 0.0009370605613920403; -0.9999999854849069; -0.00038780820689302383; -0.9999999998176821; 0.9999999995323036; 0.9999999999252243]
205,628,300,-59.000501919873386,[-0.9999999812803708; 0.9999999832740001; -0.0036093598476504823; -0.003605721786149779; 1.0; 0.7316177326944678; -0.7324701850743363; -0.9999999950991691]
206,1096,300,-59.00090780323971,[0.7320998355619404; -0.000560677356432424; 1.0; -0.9999999084923668; 1.0; -0.7319986674940168; 0.0014192704642939946; -1.0]
207,371,300,-58.99983024323159,[0.7314873472844812; 1.0; -0.7325909536179875; -0.004724207184604692; -1.0; 1.0; -1.0; -0.004689226375068025]
208,108,300,-58.95677542262872,[0.7314678608029728; -1.0; -0.9992808549297504; -0.7329999153684815; 1.0; -0.009222794323983468; 1.0; 0.007961140038660618]
209,1506,300,-59.00060617402988,[0.0032283385200417665; -0.9999999999999998; -0.9999999999999998; 1.0; 0.0032283385199274013; 0.7324267375191947; -0.7316639027626531; 1.0]
210,718,300,-59.00085437322567,[0.9999997272428798; -0.7322720488622468; -0.0019072762574516768; -0.0018727978955840215; 1.0; -1.0; 0.731825935019779; -0.9999999990978007]
211,334,300,-59.0007440525995,[0.9999999999999638; -1.0; -0.9999999999999974; 0.9999999999046424; 0.0024305107942027317; -0.7317521267221937; 0.7323422059202616; 0.0025645351063475095]
212,588,300,-59.00100793431933,[-0.00033777055031599686; 0.7320078454139473; 1.0; -1.0; -0.732093609291333; -0.0003881435613916488; -1.0; 1.0]
213,326,300,-59.000873552200034,[0.7322578199867444; -1.0; 1.0; 0.9999999907226337; 0.001844355973614915; 0.0016921509203210966; -1.0; -0.7318400048592023]
214,873,300,-59.00059541671775,[-0.003035179130578193; 0.9999999999500158; -0.7324154932678119; -0.9999999986769964; 0.9999999879766366; 0.7316750565231667; -0.999999916814384; -0.0032299402691749967]
215,904,300,-59.0006009724852,[-0.9999999999983286; 0.003240202280400539; 0.7324284782352785; -1.0; 0.9999999906511092; -0.7316620406305554; 1.0; 0.0032468153527066453]
216,1045,300,-59.00096150661351,[0.7321766042608814; -0.9999999999989623; 0.9999999999817365; -0.7319235774702213; -0.9999999999999921; 0.9999999999950271; 0.0011595982985039325; 0.0009820255997056552]
217,1250,300,-59.00040471221858,[-1.0; -0.0039463121696963165; 0.7315763632055343; -0.003946312159316326; -0.7325088527386964; 0.9999999999999906; -0.9999999999999993; 0.999999999999985]
218,362,300,-59.000896832346214,[0.7322005186344144; -0.7318980270616213; -0.9999999999998896; -0.9999999154398965; 0.001692680473540933; 1.0; 0.0008697475577561953; 0.9999999958780229]
219,235,300,-58.99979202858994,[-0.9999999466189993; 1.0; 0.003197914809598981; -0.7315475436605073; 0.7325307634144227; 0.9999998729985491; 0.005041943568639952; -1.0]
220,493,300,-59.00094385198025,[0.0013142573075204044; 1.0; 1.0; -1.0; -1.0; 0.0013025690052627414; -0.7318952784528888; 0.7322044758093835]
221,617,300,-59.000959469110235,[-0.999999981446612; 1.0; 0.0002496832197405707; 0.9999999892993774; -0.0011632019258080368; -0.7321040776290206; 0.7319960106565965; -0.9999999615219013]
222,209,300,-59.00065062723829,[0.7322287792267315; -1.0; 0.999999982232614; -0.7318632117833325; 1.0; 0.00011901368770480592; 0.0029865295149842652; -1.0]
223,581,300,-59.000936970235756,[-0.732210829584105; -1.0; -0.0013812111651142782; -0.001345130885399484; 0.9999999999628697; -0.9999999973620192; 1.0; 0.7318887895109139]
224,279,300,-59.00058825091451,[1.0; -0.9999999999999925; -0.003275726855158063; -0.9999999957684996; 0.7316652600627425; -0.003155540972117689; -0.7324251348635019; 1.0]
225,184,300,-58.99950861348433,[-1.0; 0.7325228664287196; 1.0; 0.005391898457647948; 1.0; -1.0; 0.0029580004399551063; -0.7315475458643554]
226,583,300,-59.00100733222082,[-0.7320082880961131; 0.000408452690596135; 0.7320931476258871; -0.9999999999980289; 1.0; -1.0; 1.0; 0.00030980497658905176]
227,1030,300,-59.000641616987416,[-0.003084765513292548; 0.9999999999750515; 0.9999999999026031; -0.9999999999999836; -0.9999999999969039; -0.0030846982768610396; -0.7324102478608658; 0.7316813469209646]
228,421,300,-59.00085047043625,[-0.7318752900251674; 0.0015598964029607373; 0.9999999999278357; -0.9999999615986708; 1.0; 0.0013812223456597438; 0.7322249410387484; -1.0]
229,501,300,-59.00097448726219,[0.7320229716900716; -0.9999999439348582; -0.000282591658482934; -0.9999999707865794; -0.7320789701634987; 0.9999999999990731; 0.999999461239423; -0.00019858388834499384]
230,220,300,-59.00069960099793,[0.0004505089299954146; -0.7320240301383413; 0.9999999955479217; -1.0; -0.9999980852032653; -1.0257869480112211e-6; 0.9999981834673268; 0.7320768627570581]
231,1378,300,-59.000101999203224,[0.004765197942818678; -0.7314751563489326; 0.7326026478476226; 0.9999996518635866; -1.0; -0.9999999999999174; 0.9999999999999992; 0.004772083880865607]
232,542,300,-59.000985349743715,[1.0; -0.9999999998536814; 1.0; 0.0007559321667639963; -0.0009029682816461345; -0.7320590096100108; 0.7320416181792182; -0.9999999985131981]
233,532,300,-59.001002125602206,[-1.0; -0.7321026319010742; 1.0; -0.999999984482398; -0.0003585995722889726; 1.0; -0.0005207623346441105; 0.7319987059154545]
234,195,300,-59.00075589508343,[0.0007047581660221756; 0.9999999999988204; -1.0; -1.0; 5.9422531415467134e-5; 0.7321015703940393; 0.9999996156599742; -0.7320023339042826]
235,722,300,-59.00098309450054,[0.9999999999625232; -1.0; 0.7321340938192136; -0.7319666461234908; 0.0005217681246951312; 1.0; 0.0008955252267818777; -1.0]
236,294,300,-59.000954730759155,[-0.0012878139963297974; 0.0009511713968485539; -1.0; 1.0; 0.7320298853451538; -1.0; -0.7320696598665873; 1.0]
237,281,300,-58.99993549202103,[-0.7318188450206172; 0.0054765019796979165; -1.0; 1.0; -1.0; 1.0; 0.7322475565508542; -0.0018467464534505538]
238,199,300,-59.00081204729897,[0.7320871029774092; 1.0; -1.0; -0.7320108198052868; 0.0019662854866509955; -1.0; 0.9999995453091495; -0.0013429897701814665]
239,432,300,-59.000367854578165,[-0.0032111280452073072; -0.9999999999930623; 0.9999999278268552; -0.0037674750488562794; -0.7324542192984096; 0.7316297003853982; 0.999999999586971; -1.0]
240,640,300,-59.00098447648614,[-0.0009240468250179081; 1.0; -0.7320587607716622; -0.9999999965927036; -1.0; 0.0007806408385002896; 0.732041811236464; 1.0]
241,667,300,-59.00092605768865,[-0.9999999968568926; -1.0; 0.0014973634815786188; -0.7318809360366859; 0.9999999999999757; 0.001358274506377752; 0.7322183054751489; 0.9999999999903776]
242,334,300,-59.0008776373512,[0.001843498817752544; 1.0; -0.9999999999986164; 0.7321269660497499; -0.0005263450869029887; -1.0; -0.731970845687439; 0.9999998160371631]
243,310,300,-59.00061771288456,[-0.9999994248425321; 1.0; 0.9999997740849352; 0.0024374999203921103; 0.0015627623051766794; 0.7322820866648379; -0.7318126309076197; -1.0]
244,1032,300,-59.00100899440802,[0.00024809169839260545; -0.9999999978354224; -0.00013613466476108317; 0.9999999999854048; -0.7320441551356202; 0.9999999941718607; 0.7320574300242175; -0.9999999998726323]
245,348,300,-58.99825804278446,[-0.7330025897061061; -1.0; 1.0; -1.0; 0.7310247885957919; 1.0; -0.008390310708159964; -0.008349210396633076]
246,863,300,-59.000942383247455,[-1.0; 0.9999999999983905; 0.9999999999991359; 0.00044222455070008353; 0.7321567016132626; -0.7319428340873647; -0.9999999864547332; 0.001368228362741423]
247,546,300,-59.00067737916034,[0.9999999964320881; -1.0; -1.0; 0.7320444889626293; 0.003164225411592963; 1.0; -0.0031662284232504972; -0.7320447104662031]
248,1145,300,-59.000971403278356,[-0.9999999991771027; -0.7321316837351493; 0.9999999999606017; 0.7319686743877147; -0.0003190561240358895; 0.9999999999393238; -0.0010606619680586685; -0.9999999999999959]
249,229,300,-59.000958126871616,[7.992051313350825e-5; 1.0; -0.7319757030620384; -1.0; -0.9999999930147383; 0.7321243957584337; 1.0; 0.0011774029613852127]
250,632,300,-58.99949272590061,[-1.0; -0.00623635779717155; -0.006235603327071148; -0.7327671004291145; 0.7312935590104415; 0.999999999987928; -1.0; 1.0]
251,376,300,-59.000442885918424,[-0.9999999995611765; 0.7315921687854341; -0.00381519565951477; -0.003818607604354162; 1.0; -0.732494101221368; -1.0; 1.0]
252,501,300,-59.00096745004822,[-1.0; 0.0010869564802398614; -1.0; 0.0010874962497142496; 1.0; 0.7321786353330234; 0.999999999999998; -0.7319217359065944]
253,698,300,-59.000996379355016,[0.7321238733651009; 0.9999999999999397; 1.0; -0.7319772637025752; -1.0; 0.0005713693441464469; 0.0006695496897464647; -1.0]
254,2230,300,-58.99885763317848,[0.007422885579746381; -0.9999999978965747; 0.9999999998198118; 0.7328988794564321; -0.731144685322913; 0.007424385645087477; 1.0; -1.0]
255,788,300,-59.000827471311936,[0.002182531994392709; -0.7317904421114432; 0.9999999999957936; -0.9999999999170474; 0.9999999999982876; 0.0021825198731101445; -0.9999999999996556; 0.7323061572220652]
256,384,300,-59.00092713721742,[-0.7321120902391729; -1.0; 1.0; 0.7319866993144625; 1.0; -0.0015463922354673875; -1.0; 0.00048512865896756973]
257,536,300,-59.00092566327162,[0.9999999217369318; 0.732054362402027; -0.00043681463065985224; -0.9999996318176978; 0.0005154263692240823; -0.7320459401037408; -0.9999996439203521; 0.9999999992182063]
258,921,300,-59.00039417871921,[-0.9999999999864834; 0.003980206208184659; 0.7325127203437132; -0.7315722119880977; -1.0; 0.999999999999981; 0.0039802888366490775; 1.0]
259,414,300,-58.99859888545332,[-0.00783561387033127; 1.0; 1.0; 0.7310915746660348; -1.0; -1.0; -0.007853158228822179; -0.7329450989513616]
260,465,300,-59.0009104031786,[1.0; 0.7321921891004347; -1.0; 0.0007701087320618369; 0.00164853813236887; -0.7319064323124149; 0.9999999987049681; -1.0]
261,1084,300,-59.00093863611685,[-0.9999999998849188; 0.9999999967619004; -0.7321833177431253; -0.0013955973716201359; 0.73191618524331; 1.0; -0.000865555458602962; -0.9999999995291179]
262,504,300,-59.000980678971466,[-1.0; -0.9999999340372318; -0.7319782285851943; 0.0007387608365988686; 0.999999972828279; 1.0; 0.0004872698251616471; 0.7321228343387912]
263,597,300,-59.000593258619254,[-1.0; -0.003198538061359564; -0.7324238489559861; 0.9999999996933991; 0.9999998561847047; -0.0032042545825377157; 0.7316672244173472; -0.999999965363285]
264,490,300,-59.000587251731375,[-1.0; 0.9999999999996122; -0.7324347467242477; -1.0; -0.0032967935048563656; -0.0032991921181753474; 0.7316554186313765; 1.0]
265,233,300,-59.0002154548188,[-0.7319628840957636; 0.9999999988294127; 0.000806018009084742; 0.000599024762859144; -1.0; 0.7321517340212721; 1.0; -1.0]
266,573,300,-59.00098949141569,[0.732141914016871; 0.000788209348534219; 0.9999999999608182; -0.7319590448659047; 0.000759603643831566; -1.0; 0.999999999999999; -1.0]
267,219,300,-58.99970524869216,[0.99999083969216; -0.0013954086937456476; 1.0; -0.9999976554277108; -0.0033960045405223745; -0.9999970356749506; -0.7323257113763533; 0.7317732658902153]
268,912,300,-59.00035094342166,[-1.0; -1.0; 0.9999999337914; 0.7315655250898283; -0.003956682721647841; -0.004108714721960448; 0.999999999957117; -0.7325182982920857]
269,1302,300,-59.000933500966084,[-0.7320256349990854; -0.0011231777296319455; 0.7320731540566936; 0.9999999999750865; 0.0015253982717718685; 1.0; -0.9999999995009814; -0.9999999999234918]
270,652,300,-58.99992078274115,[-0.73157992998673; 0.0023351630326905086; 0.005366479936309154; 0.7324898515227305; 1.0; -1.0; 1.0; -1.0]
271,297,300,-59.00091446017765,[0.7320295868629064; 1.0; -1.0; 0.001145287639286524; 1.0; -1.0; -0.7320688800598738; -0.0014798048728786434]
272,845,300,-59.000956942365754,[-0.0012056105991841422; 0.7319076040755492; -1.0; 0.9999999999998628; -0.7321924804800466; 1.0; -0.0012056104749303236; -1.0]
273,422,300,-59.00079807415801,[0.7319553459993943; -0.9999993044018493; -0.0022115403908782513; 1.0; -0.7321409766835403; 1.0; -0.9999999820364802; 0.0006520589756298757]
274,963,300,-58.9996876381452,[1.0; -0.732720746946852; 0.9999999974582896; -0.9999999997897768; -1.0; -0.005822744713727292; -0.00582015324313127; 0.7313451675824406]
275,768,300,-58.999251325502385,[-0.9999999996735373; 0.0067129719213494185; 1.0; -0.9999999992661701; 1.0; 0.7328202126877285; 0.006713033216453614; -0.7312339490225416]
276,296,300,-59.00059696524162,[0.9999996758323844; -1.0; -0.999999596509613; 0.7317667802701859; 1.0; -0.0021549212819824276; -0.7323259694824267; -0.0025663573847462726]
277,533,300,-59.000429764840455,[-0.9999999999359211; 1.0; -0.7324475698055004; 0.9999999993995847; -0.0034160903699663346; -1.0; 0.7316415034852121; -0.0034336966828483473]
278,1211,300,-59.00019696385339,[-0.9999999999999988; -1.0; 0.7325797506294774; 0.004570054524990052; 0.9999999999999983; 0.999999999995774; -0.7314998716683425; 0.004570054609253599]
279,865,300,-59.00093507129665,[1.0; -0.9999999992566914; 0.7321408911914393; 0.9999999903686846; -0.7319584280072852; 0.0014331512217036922; -1.0; 0.0001103514703106547]
280,210,300,-59.000651850614815,[-1.0; 0.7319555970108518; 0.9999999968569756; -0.7321446256440118; 0.0004397825899342306; -1.0; -0.0020583697702978377; 0.9999995949975994]
281,544,300,-59.00090364609617,[-0.7320185358997781; -0.999999929343189; 0.9999999597702025; -0.0009325161978310818; 0.7320810316243768; 0.0014721732637907846; 0.999999999999989; -0.9999999972516738]
282,378,300,-59.00098425059924,[0.7319859802264391; -0.0008250504072837176; -1.0; 1.0; 0.9999999999803784; -0.000265075518340156; -0.9999999538472526; -0.7321148651279686]
283,620,300,-59.00080077179458,[-0.001170064086059027; 0.9999999992122659; -0.732256463922831; 0.731839016866706; -0.9999999958338995; 1.0; -0.999999999576234; -0.002363176562922707]
284,281,300,-59.00077003093558,[-0.7320741669334868; -1.0; -0.0007860071505732314; 0.999999826306098; 0.7320305418468255; 0.0004407989911986534; -0.9999999001816674; 1.0]
285,423,300,-59.00092334681162,[-0.0015218585582668165; 1.0; -1.0; 0.7318727625236606; -0.0014714181947767507; -1.0; -0.7322264067227183; 1.0]
286,903,300,-59.000916771913566,[0.0016785202593583657; 0.7320717634853517; -0.9999999999990034; 1.0; -0.7320264243795372; 1.0; -0.0012946799958260073; -0.999999999989376]
287,667,300,-59.00003738614818,[1.0; -1.0; 0.004838077026502797; -0.7314593004494143; 0.7326163446692167; 1.0; 0.0049585809934599955; -1.0]
288,208,300,-59.0006665668539,[-1.0; -0.7320445419298904; -1.0; 0.7320455314514484; 0.9999999417748645; 0.0029284809879958867; -0.00292659842650953; 0.9999996835741789]
289,2029,300,-58.998796304278116,[-0.7329106255161355; 1.0; -0.007530056150894961; 1.0; 0.7311312823140099; -0.9999999999999999; -0.9999999999999999; -0.007530056150863168]
290,75,300,-58.88604520156947,[0.006407640397538342; -1.0; 0.04616319259699153; -1.0; 1.0; 1.0; 0.7350294829597844; -0.7272859450613949]
291,926,300,-59.001001982722165,[1.0; -0.9999999999999817; 0.000578114169333029; 1.0; -0.7320364134675846; -0.0003378390708350385; -1.0; 0.7320648025680634]
292,203,300,-59.00076108537122,[-0.002025616806530046; 0.732017313351858; 1.0; -1.0; -1.0; -0.7320812901045948; 1.0; 0.0014930801918707221]
293,1334,300,-59.000671700138234,[0.002957488475464458; -0.7316967852184556; 0.9999999999999996; 0.9999999999999996; 0.002957488473376359; -1.0; -1.0; 0.7323956193354302]
294,359,300,-59.00096445232411,[-0.0011115688625106465; 0.9999999901688806; -1.0; -0.001110626832254808; 0.9999999924086965; -0.7321814166991745; -1.0; 0.7319189063200484]
295,315,300,-59.00071480866759,[0.9999999842382531; -1.0; 0.0010244102899133896; 0.0014550142410886984; 0.7321990778681019; -0.7319026284139468; -0.9999991564077753; 0.9999971908550642]
296,60,300,-58.770676973983115,[0.06654240942855569; -0.030625912373399528; 0.7312185568669106; -0.7262416210658238; 1.0; 1.0; -1.0; -1.0]
297,831,300,-59.00080226401915,[0.0023249146540434895; -1.0; 1.0; -0.9999999999900825; -0.7317733780860908; 0.7323225441915822; 0.002323295209911809; 0.9999999999933293]
298,183,300,-59.00084633372182,[0.9999997041763485; -1.0; -0.0018264589425272533; 0.0007460748289635692; -1.0; 0.9999996900851473; 0.7319856482571201; -0.732112661274651]
299,918,300,-59.00048827478356,[0.9999999999981812; 0.0036655854545672583; 0.7324768102502267; -0.999999999958885; -0.7316106559915794; 0.9999999999858126; -1.0; 0.003665581373776415]
300,351,300,-59.00059762566063,[1.0; 0.00028673973861950453; 0.732077806244246; 0.9999997979480812; -0.732028378330903; -1.0; -0.999992951759141; 0.0002469332053514013]
301,423,300,-59.000984610947064,[-0.99999997068702; 0.7321148549019151; 0.9999998415455567; -0.9999999728235925; -0.7319864862825367; 0.9999998832983337; 0.0005411412983400721; 0.0005442014971156152]
302,494,300,-59.00099917736056,[-0.9999999996259467; -1.0; -0.7321169819601678; 1.0; 1.0; -0.000510520526781601; 0.7319842320392274; -0.0006130790862741655]
303,462,300,-59.00027894525105,[-0.9999999912896174; -0.7325502487013441; -1.0; -0.004326968979248981; 1.0; 0.9999999778910024; 0.7315316774208157; -0.004294073140164406]
304,384,300,-59.000888028746196,[0.7320615513939408; -0.7320369661190094; 0.0017061736095304383; 0.9999999998844984; -0.001492779010404791; -1.0; -1.0; 1.0]
305,1640,300,-58.99952000936597,[1.0; -0.9999999999999283; 1.0; 0.006180241649077708; 0.006180241293875928; 0.7327608824151765; -1.0; -0.7313005123767153]
306,246,300,-59.00027678819613,[-0.9999978208276198; 0.7317219507982833; -0.0035671372917588685; 1.0; 1.0; -0.001827742391074767; -0.7323654871603134; -0.9999979994010791]
307,574,300,-58.99987030353074,[-0.004234409959843532; 0.9999993392079999; -1.0; -0.732533128112755; 1.0; -0.0039427288037723295; 0.7315545286626605; -0.9999928827565695]
308,879,300,-59.0009728186547,[0.7320561599876845; 0.9999999993502846; -0.9999999998536255; -0.9999999999993053; -0.0009949079401988044; -0.7320439692513607; 0.0010980843817561658; 1.0]
309,368,300,-59.000962162869605,[0.7319609171178757; -1.0; -0.000747536049161734; -0.7321403520147017; 0.9999995294482357; 1.0; -0.9999999999999996; -0.0007787669030478402]
310,211,300,-59.00015168865687,[-0.003966094670592186; 0.9999999996017876; -0.9999960490742262; -0.9999999926376572; -0.003811008000408037; -0.7325071062204749; 0.999999999904195; 0.7315800766447937]
311,316,300,-59.000885732798096,[-0.0008748580400260428; 0.9999987182692527; -0.999999997208814; 0.7319545148263563; 0.9999988367099619; -0.73214641058742; -0.9999999999596915; -0.0007699200826419167]
312,475,300,-59.00094951911,[1.0; 0.7321445857063168; 0.00030369872458228803; -0.73195514859348; -1.0; -1.0; 1.0; 0.001299972169437611]
313,469,300,-59.00090280129758,[-0.9999999975947171; -0.7318506195029353; -0.9999999987859278; 0.0016801740486142528; 0.0016834294932322248; 0.7322480123509183; 1.0; 1.0]
314,306,300,-59.00097202060865,[-0.9999999985231882; -0.7320417050879883; 0.7320593981167314; -1.0; -0.0006579297417136777; 0.9999999994245337; 0.000808463241959916; 0.9999998456719428]
315,37,300,-58.64268703027754,[0.7411897848678487; 1.0; 0.06296433679098537; 1.0; -0.7189851308310643; 0.07466474823680805; -1.0; -1.0]
316,712,300,-59.00100613444541,[0.9999999878335984; -1.0; 1.0; -0.0004486199797233097; 0.7320426036793757; -1.0; 0.0003115363311717158; -0.7320587755920372]
317,505,300,-59.000989313124265,[-1.0; 1.0; -0.0003683269161776158; 0.731982090486053; -0.9999999947572942; -0.0007890294045913281; 0.9999999993906489; -0.7321188323512507]
318,438,300,-59.00098846284624,[-1.0; 0.7319736034467934; 1.0; -0.7321273174637909; 0.9999999999994427; -0.0008041339052014853; -1.0; -0.0004971075413065575]
319,1442,300,-58.99925038976728,[-0.731233711704697; -0.9999999999999996; 0.006714887642236369; 0.006714895259534327; 0.732820423310885; -1.0; 0.9999999999487829; 0.9999999999797181]
