nPsoRun,n_iter,S,fgbest,optDes
320,348,300,-58.998421736511226,[1.0; 0.007254817328857416; -0.999997239585648; 1.0; -0.9999999938497445; 0.7329113458809249; -0.7311257077894415; 0.007904392011379815]
321,982,300,-59.000997221527896,[-0.9999999999995067; 0.9999999999990705; -0.00040108578066661314; 0.9999999999982548; -1.0; -0.7321124242395574; 0.7319887404852473; -0.0006456307052759655]
322,1304,300,-59.00017273996186,[-0.0046373279516811515; 1.0; -0.9999999999999999; -1.0; -0.004637327951625212; 0.7314915972128561; 1.0; -0.7325873728373236]
323,361,300,-59.000921770339104,[-0.0002800937326827954; 0.0009502898364058362; -0.9999997419450427; -0.9999999545824594; 1.0; -0.7320108670173741; 0.7320905262932762; 0.999999708453913]
324,1382,300,-59.00062920266898,[-0.7316751440876413; 0.003135817004220711; 1.0; -1.0; 0.0031358155336812226; -0.9999999999995927; 0.732416116238851; 0.9999999999984189]
325,545,300,-59.00093512631281,[1.0; 1.0; -0.7319366775380992; -0.9999999848526084; -1.0; 0.0005822736794704981; 0.0013307898596222722; 0.7321626952577227]
326,510,300,-59.000997917623586,[1.0; -0.7321242114828362; 0.7319769849719437; -0.9999999995683629; -0.0006313091132213786; -0.0006147494622727092; 0.9999999999999394; -0.9999999975575841]
327,573,300,-59.00091400540845,[-0.7321951415374972; 0.9999999992677288; 0.7319036103068786; -0.0008510899254099566; 0.9999999999999978; -1.0; -0.001616472923010008; -1.0]
328,1251,300,-59.000954684805066,[-0.0013219787251994512; -0.9999999943535169; 0.0012895352795166794; 0.9999999991524421; 0.7320478074233198; -0.999999999910734; 0.9999999999965694; -0.7320516499793666]
329,438,300,-59.000753600976836,[-0.7323472493827163; -0.9999999439557234; -0.0025300721876701446; -1.0; 0.9999999998427849; 0.9999999481373525; 0.7317476195469981; -0.0025449039948111387]
330,360,300,-59.00076729390597,[-1.0; 0.7318933054514848; -1.0; 1.0; -0.002173130534991181; -0.7322041158246029; 1.0; -0.0004819251233668456]
331,1489,300,-59.000787032019026,[-1.0; 0.732332236227843; 0.002407871762419735; -0.9999999999999989; 0.0024078717635425046; 0.9999999999999798; 1.0; -0.7317632735909179]
332,756,300,-59.000991519614765,[0.9999999811700908; 0.9999999751345113; -0.0007139972120630639; -1.0; -0.9999999874602032; -0.7321347306879918; 0.7319663657479546; -0.0007112574508954574]
333,430,300,-59.000945402683804,[0.7321651129986566; -0.73193584489222; -1.0; 0.0009963421425026055; 1.0; 0.9999999669211351; -0.9999996709867329; 0.0009475416119670687]
334,765,300,-59.00028752035551,[-1.0; 0.9999999745973941; 0.004304880457732801; 0.9999999999999993; 0.7325495070332688; 0.004301747983579905; -1.0; -0.7315326073278388]
335,1472,300,-58.99983331654928,[0.7326840181457311; 0.9999999999999999; -1.0; 0.0054939878163604286; 0.005493987816303199; -0.7313858127424968; -1.0; 1.0]
336,436,300,-59.00087660512878,[-1.0; -0.999999166471361; -0.0012295677840098906; 0.7320682585592437; 0.0015579437153267139; 1.0; -0.73203098014611; 0.9999999117295805]
337,908,300,-59.00092809766303,[1.0; -1.0; 0.0014777996995152761; 0.7322093376233829; -0.7318899435201179; 0.0012253571033173604; 1.0; -1.0]
338,438,300,-59.00092025797282,[-0.0015987452442678858; 0.00025821765225967654; 0.7319701542403819; 1.0; -0.9999999999962349; 0.9999999996696126; -0.7321285064365944; -0.9999999999921197]
339,318,300,-59.00098514667658,[1.0; -1.0; -1.0; 1.0; -0.0004673324146237781; -0.0005624098546950379; -0.7321113383446001; 0.7319902286384539]
340,416,300,-59.000832901459695,[-0.7321259852012106; 0.7319765762972262; -0.0001509740057502925; -1.0; 0.9999999803323897; -0.9999999999549909; 1.0; -0.0011206945585605461]
341,211,300,-59.00043497236256,[0.9999991042580081; 1.0; 0.7319216429155933; -1.0; -0.001310235381793866; -0.9999966266220242; -0.7321815799593403; -0.0009163876856116563]
342,460,300,-59.00096162655219,[-0.7319205487513682; 0.9999999999941974; 0.0010858097726088181; 0.7321797488962057; 0.9999999630348805; 0.0011076089317736335; -1.0; -1.0]
343,337,300,-59.000632847881754,[1.0; -0.0020296637940204073; 1.0; -1.0; -0.7319701303747258; -0.9999999894566028; 0.0032848247556093164; 0.7321183981462425]
344,160,300,-58.99959325998789,[0.7320364106165295; -1.0; 0.0043750577717905515; -0.9999980730845848; 1.0; -0.7320359885056237; -0.004439062117061463; 0.9999958979314378]
345,280,300,-59.00092552783592,[0.7318829557312094; -0.732216302839844; -1.0; -1.0; 1.0; -0.0013344356465005436; -0.0014874925482960507; 1.0]
346,444,300,-59.0008935237777,[0.9999999999216543; -0.999999999999644; -0.731845066858206; 1.0; 0.7322533067239626; -1.0; 0.001703515368327712; 0.001751933511785161]
347,718,300,-59.0006087210336,[0.003217974145364207; 1.0; 0.7324254459734085; 0.0032162114144633318; -0.9999999999999999; -0.7316652653800186; -0.9999999999988243; 1.0]
348,515,300,-59.00096571741631,[-1.0; 0.9999999874360231; 0.0010373369266447536; -1.0; 1.0; -0.7319409478699449; 0.7321593838525153; 0.0008116060409480456]
349,494,300,-59.000939207579705,[0.999999999995269; -0.0014247682888229823; -0.9999999972520224; -0.7321180376028098; -0.9999999999902086; 0.9999999942072174; 0.7319812312515883; 0.00026680331332048325]
350,1211,300,-59.0009861506985,[0.0008407064185014635; -0.7319512597438083; 0.0008381575492040515; 0.9999999999995162; 0.9999999999993239; 0.7321496109273348; -0.9999999999999669; -0.9999999999998471]
351,603,300,-58.99985618727014,[0.9999999943428313; -1.0; -1.0; -0.005439239273023689; 1.0; -0.7326778820003857; 0.7313925764480885; -0.0054396499329035595]
352,293,300,-59.000985866145285,[1.0; 1.0; -1.0; 0.0005253640123693775; 0.7320287412778482; -0.7320719238916956; -0.0008908895643772825; -1.0]
353,489,300,-59.00086359257144,[-0.0018516050353316463; -0.9999999999940496; -1.0; 0.999999999853044; -0.001959514954164641; 0.7318236364412434; 1.0; -0.7322739207574319]
354,544,300,-59.00089732698275,[-0.0016374894986067707; -0.9999999999849637; -0.0007569194486115795; -0.9999999958630806; 0.9999999999994698; -0.7321906771998326; 0.9999999985031297; 0.7319076723444842]
355,760,300,-59.000872038535114,[-0.0012819952673057962; 1.0; 0.7320812621790133; -1.0; 0.9999997310020968; 0.0018233766887137746; -0.9999999367943885; -0.7320166133269402]
356,361,300,-59.0004895115551,[0.0033330441380287935; 0.9999985097789983; 0.003270908627392094; 0.9999998441495598; 0.7324369748760934; -1.0; -0.9999999999997546; -0.731653918954565]
357,1299,300,-59.00037670722962,[-0.7325190744907727; -0.004036019069855264; 0.9999999999999988; -0.004036019077443383; 0.9999999999999998; -0.9999999999999992; 0.7315653874177914; -0.9999999999999991]
358,217,300,-58.989256761059536,[-0.7303227653673209; -1.0; 0.733516107984347; -1.0; 1.0; 0.015087195727823924; 1.0; 0.011388397160472696]
359,346,300,-59.00096107951873,[-1.0; 1.0; -0.7319158234668754; 0.0011532706831177573; 0.0011197149596974558; 0.9999999999476425; -1.0; 0.732184395528811]
360,365,300,-59.00074734062821,[-0.999997525029418; 1.0; 0.0018002858294339562; 0.7320768651400696; -0.7320226506287809; 1.0; -0.001302010719211572; -1.0]
361,834,300,-59.000883470460295,[-0.9999999999376451; 1.0; -0.0018238872723590805; 0.7318335660902773; 1.0; -0.0018239918792824876; -0.7322645486030928; -0.9999999984677043]
362,274,300,-59.00078791971495,[1.0; -0.9999999899578298; 1.0; -0.00018631139231173766; -0.7321004996510587; 0.7319947682246811; -0.000712483417277101; -1.0]
363,243,300,-59.00075473432022,[0.9999976551298478; -0.0009769517413974712; 0.9999993590954736; -1.0; 0.731929699437538; -0.0011392522561127906; -1.0; -0.7321731324784803]
364,961,300,-59.000998816887154,[-0.0005558646180344408; 0.7319817324362298; 0.999999999422316; -0.7321194831956457; -0.0006101114124697426; 1.0; -0.9999999989840768; -0.999999999974822]
365,949,300,-59.000921767562396,[-0.9999999998540787; 0.9999999999898698; 0.0015332862284472832; 0.001533832312597535; -0.999999999945638; -0.731868384837006; 0.7322307528925325; 1.0]
366,265,300,-59.00054734453612,[-1.0; -1.0; 0.0018467532795633191; 0.0019661219975558477; 0.7322810780395965; 1.0; 0.9999945048336997; -0.7318199197004822]
367,472,300,-59.0008250932459,[0.0017086858138649318; 0.7320386369095926; -0.9999995431303201; 0.9999999998039472; -0.9999999958020861; -0.0018679583554550966; 0.9999998811599402; -0.732059722018381]
368,676,300,-59.00094896957529,[-0.9999999994286887; 0.9999999996617368; 1.0; -0.7321649633091584; -0.999999996749428; 0.7319349544316363; -0.0007969211715109385; -0.0011509653027156374]
369,1078,300,-59.000878100314196,[0.0018621217377875084; -1.0; -1.0; 0.999999999999911; 0.001862596836430775; -0.7318289500909642; 0.7322690117294532; 1.0]
370,482,300,-59.00097513143997,[-0.73206589194115; -1.0; 0.9999999999658543; -1.0; 0.0007925491546874811; 1.0; -0.0010594510264681323; 0.7320343589947877]
371,188,300,-59.0003891796859,[0.003866229143903299; -1.0; -0.9999994538920296; 0.9999998013542619; 1.0; 0.7324770825600118; 0.0034858522713594785; -0.7316091413818516]
372,1224,300,-59.00002226611184,[1.0; 0.005035118252222054; -1.0; -0.9999999999999997; 0.005035118252231548; -0.731442572422549; 0.7326323460550863; 0.9999999999999998]
373,365,300,-59.000959553056376,[-1.0; -0.7320277971636315; 0.0001952866548657076; 0.00018948455234957414; 1.0; -0.9999997815570983; 1.0; 0.7320739456190329]
374,689,300,-59.000775632976506,[-0.999999999963284; 0.9999999998844001; -0.7317561123680987; 0.7323390917230254; 0.0024670727069584708; 0.002467298691502484; -1.0; 0.9999999999696457]
375,589,300,-59.00085602451646,[-0.0010973057094219555; -1.0; 0.7318643706177305; 1.0; -0.002020500334264045; 1.0; -0.9999999999999999; -0.7322328080893898]
376,309,300,-59.000968076209084,[-0.7319412209185704; -1.0; -1.0; 0.9999999999999998; 0.7321592764056928; 0.0008000367494609175; 1.0; 0.00104668982711542]
377,1342,300,-58.99870609435592,[1.0; -1.0; -1.0; -0.7311121491703194; 1.0; 0.007681707724216285; 0.7329273295605019; 0.007681707724068037]
378,1055,300,-59.00099016783465,[0.0008094674043843226; -0.9999999999968416; -0.7320161342287197; 0.7320847140837262; 1.0; -0.0002289881442456275; 0.9999999999972801; -0.9999999999996474]
379,1150,300,-59.00099589932695,[1.0; -0.9999999999999998; 0.0007288735602498927; 1.0; -0.9999999999732222; -0.7320486220685226; 0.7320523369240438; -0.000697429986912554]
380,741,300,-59.00096559571883,[0.9999999568925219; -0.7320276936357948; -1.0; -1.0; -0.0007655364924074595; 0.9999999961763265; 0.7320723735779432; 0.001142884925443255]
381,68,300,-58.846414187227175,[-0.7268711617600001; 0.7328332197258829; 0.010090754902853799; -1.0; 1.0; -1.0; 1.0; 0.037815419689969994]
382,165,300,-58.99998699678286,[-0.001331200201271077; -1.0; 1.0; -0.003717751349082424; 1.0; -0.7323542934332843; 0.7317408885706176; -0.9999999070951348]
383,330,300,-58.99979233791304,[-0.00013093365755217635; -0.004144043566127139; 0.731801444556721; -0.732286843668971; 0.9999898624829214; -1.0; 0.9999988808777275; -1.0]
384,670,300,-59.00071773782949,[-1.0; 0.7323707618140232; 1.0; 0.002732353582438651; -0.999999999094626; 0.002751403884448102; 1.0; -0.7317228776340079]
385,632,300,-59.00061032270383,[0.003211321432974089; -1.0; -0.9999999999955914; 0.7324248078803334; 0.0032117308732780713; 0.9999999999999769; 0.9999999999999994; -0.7316659455553951]
386,1266,300,-59.00083442859085,[-0.0021414907738431274; -0.7323014021898486; -1.0; 0.7317953837575928; -0.0021414907734407605; -1.0; 1.0; 1.0]
387,475,300,-59.00089815944308,[0.0009475141195972012; 0.001733911570860978; -0.7318907540909282; 0.7322075684013313; 0.9999999997281714; -0.9999999986494039; 0.9999999939315417; -0.9999999999955066]
388,1059,300,-59.000980967332495,[0.00010679506451617143; 0.7321118848543264; 0.0009356241214723397; 0.9999999999961421; -0.9999999999853006; -0.9999999999983916; -0.731988728293976; 0.999999999970523]
389,549,300,-59.000932750453174,[-0.7322090756888203; -1.0; -0.001295386881364553; 0.9999999922620776; -0.001400717258188682; 0.9999999818841798; 0.73189053150056; -1.0]
390,739,300,-59.000917379699835,[1.0; 0.0014291822695022183; -1.0; 0.9999999987766461; 0.7320344753917641; -0.001676542799887197; -0.9999999999999998; -0.7320637074177774]
391,455,300,-59.000681181749236,[-0.999999772028363; 0.7323769331400461; 0.9999998696086811; 0.0028227604030618154; 1.0; -0.9999999997828191; 0.002769019183572001; -0.7317164852637794]
392,1816,300,-58.99855091936555,[0.9999999993544543; -0.007934706344276926; 0.7310802104061325; -0.9999999999847089; 0.9999999895469459; -0.9999999998076808; -0.007934344417077386; -0.7329551136872149]
393,1002,300,-59.00037344719664,[0.004046321121352936; 0.7325202479108123; 0.004046321119185972; -0.731564126359649; 1.0; 0.9999999999369554; -1.0; -1.0]
394,406,300,-59.000382755597116,[0.9999999969445662; -0.7320398964987288; 1.0; -0.9999988264206843; -0.9999952705522387; -0.0030083200174148375; 0.0031871594650557675; 0.7320517064169061]
395,298,300,-58.99244529690132,[-1.0; 1.0; 0.014677293335685525; -0.7301956470428053; 0.9999998528909758; -1.0; 0.7336758661973295; 0.014778543842704566]
396,207,300,-59.000400854655105,[-0.7324747706045188; -0.0036066194498194414; -0.9999999754207816; 0.9999999498067618; 0.9999999998433691; -0.9999999580149764; -0.003708655427463746; 0.7316126124491206]
397,329,300,-59.000994281427616,[0.0003584178480777555; -0.9999997724089228; 1.0; 0.0003682724237329736; -0.9999999590796442; 1.0; -0.7320081146219605; 0.7320935107222081]
398,1389,300,-58.99991969042877,[-0.9999999999971166; 0.9999999997935018; -0.7314111787624007; 0.005289138741871079; -0.9999999999991558; 0.005289138911971304; 1.0; 0.7326609782548902]
399,955,300,-59.00086086506345,[0.9999999999992027; -0.0019773098755511346; 0.7318151352351326; -0.9999999999896668; -0.7322823627614965; -0.0019773423087531467; 0.9999999999804203; -1.0]
400,1422,300,-59.0009880357409,[0.9999999999995648; 0.0008113342673178492; 0.9999999999989402; -0.9999999999999908; -0.7319547892526708; 0.7321461320799677; 0.0008082102238709462; -0.9999999999995238]
401,309,300,-59.00097083924888,[1.0; 0.0002700207773197276; -1.0; 1.0; -1.0; -0.7320115309954972; 0.7320905673423094; 0.0003966376788024162]
402,779,300,-59.00096568668277,[0.0008741802587467715; -0.9999999966349465; -0.9999999992676288; 0.999999999999996; -0.7319327853304138; 0.0011125572565098146; 1.0; 0.7321675041486382]
403,1433,300,-58.9997717955094,[-1.0; 0.005629164355692051; 0.9999999991382527; 0.0056115135080245125; -0.7313700452723121; 0.9999999969204066; -1.0; 0.7326981330467859]
404,242,300,-59.000778109206074,[-0.0023274174135407893; -1.0; 0.7319132777898677; 1.0; 5.749981683853303e-5; -1.0; 1.0; -0.732182771950578]
405,486,300,-59.00099333998832,[-0.7320735676474814; 1.0; 0.00036467930981227216; 0.732027370409169; 1.0; -0.9999999999840586; -0.0007556172885046816; -1.0]
406,384,300,-59.0001819757337,[1.0; -0.7315003457755498; 1.0; 0.004580526416154318; -1.0; 0.004549592278251336; -1.0; 0.732579367032318]
407,529,300,-59.00099613872928,[0.9999999999940309; 1.0; -0.0006705152963296119; -0.9999999999987114; -0.732129721102294; -0.0006693273752740249; -0.9999999997854998; 0.731971421666099]
408,774,300,-59.00083600888224,[-1.0; 1.0; 0.0021317232702057843; -0.7317967046572713; 0.7323001230677931; 1.0; 0.0021292500624994523; -1.0]
409,951,300,-59.00073270481062,[-0.0026775288545100823; 1.0; 0.7317306851981008; -0.7323633883798161; -0.9999999877065868; 1.0; -1.0; -0.002677510569908901]
410,1078,300,-59.00094281698882,[1.0; 0.9999999999658653; -0.7318907098516225; -0.9999999999943356; 0.001347045157308319; 0.7322089944712129; -1.0; 0.0013469450604749775]
411,354,300,-59.00094683564943,[-1.0; -0.0011858004830830086; 0.7319134149196195; -0.7321868091662077; -0.0011315120498659975; 1.0; 0.9999998031424048; -1.0]
412,682,300,-59.00100498777755,[-0.0004530789915411677; -1.0; 0.7319960704542147; -0.0004715940161864504; 1.0; -0.732105311812054; -1.0; 1.0]
413,554,300,-59.00100251224389,[0.00036740668513768576; -0.7319970045396309; 0.7321042939856375; -0.999999999836822; 0.9999999999736893; 0.999999999997114; 0.0005407040643603448; -0.9999999997934564]
414,326,300,-59.00078424212542,[0.7318625159899583; -0.0007742008254236725; -1.0; 0.9999999839048832; -0.9999997757095954; 1.0; -0.732233121488818; -0.0023611729365602954]
415,377,300,-59.00086480005507,[0.9999999998308842; -0.001791406118416395; -0.7322028262031255; -1.0; -0.9999999980233254; 0.7318945043553494; -0.0008188171067857959; 0.999999987047891]
416,502,300,-59.00089672027608,[0.9999999955209513; -0.0016418891357387394; -1.0; 0.9999999975026194; -1.0; -0.7322481987291954; -0.0017261074704546958; 0.7318502774212559]
417,871,300,-58.99989461942543,[0.7314037182979236; -1.0; -0.00534942538862438; -0.9999999999999984; -0.7326677632367553; 0.9999999999999373; -0.0053494254734556485; 1.0]
418,779,300,-59.00100889579277,[0.7320283592204923; -1.0; -0.0003627323583901262; 0.9999999999879261; 1.0; -1.5999358576682348e-5; -1.0; -0.7320731047851553]
419,1569,300,-58.99558813368625,[1.0; -1.0; -0.7305859830573698; 0.7333695312478141; -1.0; 1.0; 0.011779296013482278; 0.01177929678542635]
420,696,300,-58.996408016795456,[1.0; -1.0; -1.0; -0.7332710770709012; 1.0; -0.010852705276596706; 0.7307065173141973; -0.010852704621786717]
421,476,300,-59.00082956901416,[0.0019676907380169442; -0.999999999998142; 0.732289165029903; -0.7318077443377935; 0.9999999999977126; 1.0; -1.0; 0.0021096021015539887]
422,1137,300,-59.000825002503134,[-1.0; -1.0; -0.731788693646009; 0.9999999999999812; 0.002197042096828744; 0.7323078385093267; 0.9999999999999387; 0.002197042107623746]
423,1055,300,-59.00090093089751,[-0.9999999997429712; -0.9999999979516306; 0.9999999997985628; 0.7322265430336173; -0.7318719391311984; 0.9999999998980597; 0.0017075917816506657; 0.001293833736438403]
424,604,300,-59.00051947220294,[-1.0; 1.0; -0.9999999552552815; -0.003559692236798428; 1.0; -0.002643253644362495; -0.7324105180263049; 0.7316774941556029]
425,414,300,-59.0005909210948,[-0.003239535400567554; -0.0032537585745931897; -0.7324287997467562; 1.0; -1.0; 0.9999999999972425; 0.7316615243261544; -0.9999999629240277]
426,890,300,-59.00100207756286,[1.0; -0.7319871620192462; -0.9999999999918918; 0.0005477038386439504; 0.7321141362010181; -0.9999999999998449; 0.0005270185514774984; 1.0]
427,1054,300,-59.000730281946836,[1.0; -1.0; 0.9999999999999918; -0.9999999999999998; -0.7323650852460437; 0.7317288966018322; -0.0026923728480740977; -0.002692372844576087]
428,1081,300,-59.00076859620408,[-1.0; 0.7318172118483904; 0.9999999953555284; -0.0022869680058844382; -0.0016150601361924033; 0.9999999989358311; -0.9999999362666839; -0.7322795036099015]
429,774,300,-59.00100402115565,[-0.00029824322283555015; 0.0002250906692596238; 1.0; 0.7320465288349842; -0.9999999779126905; -0.9999999715028235; -0.7320550599574438; 0.9999999495784769]
430,456,300,-59.00097194960918,[0.7319625704984688; -0.9999999999696955; -0.0008119950620578264; -0.9999999991883992; 0.9999998700240892; -0.0006827657754174264; -0.7321385582061387; 0.9999999996587738]
431,1320,300,-59.000882048452624,[-0.9999999999947317; -0.0018353217921123655; 0.999999999999988; -0.9999999999974477; 1.0; -0.0018353149898614892; 0.7318321980939525; -0.7322658700014875]
432,354,300,-59.00097390933636,[1.5248493924733593e-5; -0.000791428566119148; -0.9999999137838381; 0.9999998668104499; -0.7320963462619888; 0.7320046749316725; 1.0; -0.9999998720384045]
433,174,300,-58.99950193132503,[0.7327525255304667; -1.0; 1.0; 0.006164023808231758; -0.9999998289875552; 1.0; 0.0060556259636191465; -0.731309435341092]
434,914,300,-59.000802929659045,[-0.0023218971513807975; 0.7317738260408317; 1.0; -0.9999999999574267; 0.9999999999989593; -0.7323221112326774; -0.9999999997999748; -0.002318828447749259]
435,619,300,-59.00095655827095,[-0.9999999999999986; -0.9999998948293023; 0.0006826278057151735; 1.0; 0.0008949299721671577; 0.7321439414495781; -0.7319570801463265; 0.9999996515848185]
436,396,300,-59.00086884321522,[0.0015761374035036888; -0.7320206913122786; -0.9999996293998694; 0.9999996368696874; 0.7320781050451656; -0.0010882595694415287; -0.9999998677747284; 0.9999998225248121]
437,813,300,-59.00090177535886,[0.7318495400653439; -0.001690542628628727; -0.0016910332361918504; 0.9999999998176904; 1.0; -0.999999997136213; -0.9999999999999766; -0.7322490656391349]
438,1329,300,-59.0004289325906,[1.0; 0.7324998141627465; -1.0; -0.7315860539150865; -1.0; 0.0038670507022378338; 1.0; 0.0038670507022630944]
439,1392,300,-58.99961061711374,[-0.9999999999999991; 0.7313242258735543; -1.0; -0.005989863644728538; -0.7327396086282201; 1.0; 0.9999999999999792; -0.005989863643561216]
440,165,300,-59.000405187191255,[-1.0; 0.0025099777027929367; 0.7321130293831523; 1.0; 1.0; -0.7319808963351856; -0.0014795099589177904; -1.0]
441,261,300,-59.00088862647156,[0.731852598140494; -0.0016705789179296579; -1.0; 1.0; -0.9999999999955428; -0.7322456843612453; -0.001657286455380195; 1.0]
442,306,300,-59.000859706416755,[0.999999999948857; -0.9999999907046907; -0.9999981512830427; 1.0; 0.7320460631554323; -0.732054915955188; 0.001141731863890252; -0.0011858567218789415]
443,1059,300,-59.00098677717968,[-0.9999999999999754; 0.0008011450556431895; 0.9999999998902963; -0.7319586538084324; 0.7321422603261805; 1.0; -1.0; 0.0007532067432605349]
444,230,300,-59.00061544092483,[1.0; 0.7321053080179822; -1.0; 0.0029439404504503002; -0.0019663648871991427; -1.0; -0.7319868296849643; 0.9999983973371254]
445,58,300,-58.73889798486327,[0.0255428771930728; -1.0; 0.9988190846714533; -0.7250991478007641; 0.7400493927969676; 1.0; -1.0; 0.0338869958569511]
446,157,300,-59.00073873033446,[-1.0; 1.0; -1.0; 0.7321545813002971; 0.00013021230065909408; 0.001676062188640054; -0.7319468627096007; 1.0]
447,614,300,-58.99900384041346,[0.007168994740947592; 1.0; -0.7311767383138431; 0.7328707578719209; 0.007168988797075707; -0.9999999999999999; 1.0; -1.0]
448,704,300,-59.00098569682802,[-0.9999999999998822; -1.0; -0.7319905949690305; 0.7321101686742483; 0.0008677498789910825; 0.9999999999079343; 1.0; 0.00014433259614213568]
449,363,300,-59.00074493317727,[-0.7317952791846747; -1.0; 1.0; 0.00263169229715309; 1.0; 0.0016299427814835624; 0.7322987411498351; -1.0]
450,584,300,-59.000424367502916,[-0.9999999497529081; 0.9999999943433092; -0.9999999999637078; -0.7315859275213263; 1.0; 0.7324999381381095; 0.0038653935513659416; 0.003871587599079168]
451,582,300,-59.00097532311943,[-0.0007468395738862898; 0.9999999977269781; 0.7320677875314213; -0.732032507740323; 0.001045564488528801; -0.9999999913078008; -0.9999999994825269; 1.0]
452,1290,300,-58.99922455837546,[0.7312275735837974; 0.9999999999999936; -0.999999999999896; -0.7328258658942581; -0.006763902256537763; 1.0; -0.0067638945897060794; -0.9999999999585703]
453,527,300,-59.00097580341156,[1.0; 0.99999982477921; -0.0007439666802753018; -0.7320441451690483; -1.0; -0.9999999997409379; 0.7320567267396298; 0.0008464988865156132]
454,351,300,-59.0010018555931,[0.0004941768472241998; -0.7320262279078018; -7.940074198388454e-5; -0.9999999552089801; 0.9999999998849038; 0.999999999736401; 0.7320751319480449; -0.9999999913730307]
455,1339,300,-59.00101153107029,[0.9999999999994674; -0.9999999999999992; -0.9999999999991531; -0.00010061103285481589; -0.7320418354925098; 0.9999999999984737; 0.7320597046351941; 0.00025185730571326864]
456,295,300,-59.000983587647006,[1.0; 0.0008761728724120332; 0.9999999999997526; 0.732153473143017; -1.0; 0.0008685482484810254; -1.0; -0.7319473363555508]
457,782,300,-59.00098358466503,[0.7320772550855132; 1.0; 0.9999999999911429; -1.0; -0.00046889364615077775; -0.7320233393384961; -0.9999999998345307; 0.0009252457687707211]
458,199,300,-58.99918394182807,[0.0042990030927792435; 0.7326730146965635; -1.0; 0.9999999125710824; -0.7313840476843624; -1.0; 0.9999981357815023; 0.006572423415875178]
459,389,300,-59.000894431877306,[-0.7321127269044493; 1.0; -0.0016057955904049625; -0.9999999784757795; 0.7319862327466526; -0.9999997489156504; 0.0005414304928322731; 0.9999999995139184]
460,1354,300,-58.99908932621638,[1.0; -0.007014868506863837; 0.9999999999559113; 0.7311960992965287; -0.7328536988139435; -0.007014875722193814; -0.9999999999952108; -1.0]
461,237,300,-58.996881695077484,[-0.7331708172705075; 0.9999998956356786; -0.009749910356560566; 0.999999993110396; -1.0; 0.730820607708172; -0.01015648364455296; -1.0]
462,371,300,-59.00093913492413,[-0.7321487964225811; 0.9999999775915606; -0.0014009617806834942; -1.0; 1.0; -1.0; 0.7319506229730449; -0.0002767863015282062]
463,529,300,-59.000992465121314,[0.9999999944296876; 0.0007149379111532324; -0.7320297965622244; -0.9999999963703055; 0.7320711942187071; 0.9999999778055044; -0.9999999960831298; -0.00036502932973082875]
464,444,300,-58.999779745424576,[0.9999999999854712; 0.005599668603372164; 0.005592980988254634; -0.7313730832075389; -1.0; 0.7326955614242608; -0.9999999613258909; 0.9999999162733835]
465,1171,300,-59.000381027328295,[-0.7325175130836977; 1.0; -0.004022311233817691; 0.7315670651437769; -0.004022311233718963; 0.9999999999999999; -1.0; -0.9999999999999998]
466,598,300,-59.00093454670832,[-1.0; 0.0013300110586077871; 0.9999998310462688; 0.001326499090978335; 0.732207017096284; -1.0; -0.7318928279733464; 0.9999999830280928]
467,92,300,-58.911390269445036,[0.7307496783452729; 0.03376698848490024; -1.0; -0.7325552899751493; -0.03362490874386931; 1.0; 1.0; -0.9991683413920177]
468,1024,300,-59.00088239820955,[-0.7318325164401936; 0.9999999998083758; 0.0018327768321727922; 0.7322655616299225; -1.0; -1.0; 0.9999999999280276; 0.0018325505887988641]
469,616,300,-58.99850349627889,[0.7329635660854247; -0.9999999994798983; 0.9999999965028837; -0.9999999993863652; 0.9999999999712368; 0.00801144851854018; 0.00801137478648032; -0.7310704664932157]
470,920,300,-59.00028737567339,[-0.732550202061254; -0.004309631235752382; 0.7315318548067078; -0.9999999999388007; 0.9999999999894539; -0.004309681142959576; -0.9999999999662601; 0.9999999999995436]
471,1587,300,-59.00084652751963,[-0.0020679646530230226; -0.7322928795732756; 0.9999999999998566; -0.0020679877872814287; 0.9999999999990339; 0.7318042321432013; -1.0; -0.9999999999905422]
472,662,300,-59.000979441807445,[0.9999999998555726; 0.7319426997630056; 0.9999999996842852; -0.9999999992349008; -0.0008857316928454487; -0.9999999999931619; -0.7321579868385935; -0.0009364781944155885]
473,253,300,-58.99764317794607,[-1.0; 0.7323280430055905; -0.0010588738472286814; -1.0; -0.7316796358611909; 0.006632795336309109; 1.0; 1.0]
474,846,300,-59.000616466564686,[-0.9999999999977883; -0.7324218934612281; 0.99999999975901; 0.7316690306544082; 0.9999999970065412; -0.0031865931855617844; -0.9999999999706949; -0.0031857286737747765]
475,1132,300,-59.00094952839053,[-0.9999999999840883; 0.9999999999812295; 0.0012799623423355457; -0.9999999999969993; 1.0; 0.732201274557565; 0.0012818180706824175; -0.7318986101294787]
476,889,300,-58.999817669891776,[1.0; 0.7326880953788157; 0.0055302791162503; 0.0055302792790023585; -0.7313813142188573; -0.9999999999986708; -0.999999999999029; 1.0]
477,649,300,-59.000992592758216,[0.0007907915191941343; 1.0; -0.7320456571101461; -1.0; -1.0; -0.0007101096792118678; 0.7320551891814897; 1.0]
478,821,300,-59.00099484318747,[0.9999999999998952; -0.0007416030364136337; 1.0; -0.7320578697413196; -0.9999999975598959; -1.0; 0.0006164108285089459; 0.7320430736248102]
