nPsoRun,n_iter,S,fgbest,optDes
16,473,300,0.332900174688427,[-1.0; -1.0; 0.0009243616205921296; 0.999999988549858; -0.22839775349171892; -0.0006208314453951175; 0.9999999411374096; 0.22824512578741138]
17,220,300,0.33290030564528644,[-0.9999999977529768; 0.22778345927167584; -0.00014331670550329608; 1.0; -0.22725875423553238; -1.0; 1.0; -0.0008776152170525235]
18,165,300,0.3329071394448371,[-0.022822406340536658; -0.21546874994405585; 0.2206108241092136; 1.0; -1.0; 0.013276587701397743; 1.0; -1.0]
19,280,300,0.332900567953631,[1.0; 0.23127140440576938; -0.003220638637895781; 1.0; -1.0; -0.23047746641054423; 0.0015949482194910014; -0.9999999998835302]
20,359,300,0.3329004040322453,[-0.0004204354777983823; 0.22816678232130236; 0.0009449022538241368; -0.22841966483668824; 1.0; -1.0; 0.9999987148973025; -1.0]
21,164,300,0.33290206415019497,[1.0; 0.9999999794344832; -1.0; -0.011161433010226636; -0.22835104671305256; 0.2271180023046323; 0.013531858701779993; -1.0]
22,122,300,0.33291245664495595,[-1.0; 1.0; -0.013847450259421086; 1.0; -1.0; -0.23572427911189067; 0.2240755895370238; 0.036738891225151796]
23,253,300,0.3329003190702231,[-0.0013130242232146175; 0.23093424034326196; 0.0010458147167440191; -0.9999999965012363; 1.0; -0.23080002180237866; 1.0; -1.0]
24,283,300,0.33290019269511273,[1.0; 0.0017933553677851085; 0.22862527965277132; -0.9999999478278703; -0.22923981465525367; -0.000573671119444535; -0.9999999993523871; 1.0]
25,232,300,0.33290020311939456,[0.22834152794372958; 1.0; 0.0005326067964160629; 1.0; -1.0; -0.22924519743416474; 0.0012659032577403756; -1.0]
26,98,300,0.33292727851012865,[-0.04312744528507265; -1.0; -0.003762942827255461; 1.0; -1.0; -0.20368749266009817; 0.22938321448949966; 1.0]
27,241,300,0.3329003295643867,[-0.22861504269629154; 0.23010822821737906; -1.0; -1.0; -0.0038190309258951905; 1.0; 0.0008388670196052966; 1.0]
28,158,300,0.33290050716683994,[-0.2282511420124932; -0.006205724190797431; 1.0; -1.0; 1.0; -1.0; 0.22998141715826698; 0.0027709457777110617]
29,218,300,0.33290039762278906,[0.2288554607449385; -0.22731033130455786; -1.0; -1.0; -0.0022932672648485024; -0.0007490473225379574; 1.0; 0.9999992188967728]
30,110,300,0.3329110861389327,[1.0; 1.0; 0.2307852272022025; -0.22593662528304617; -1.0; -0.0295935038422927; 0.019444049020767018; -1.0]
31,370,300,0.33290017524945065,[-0.22875678420336013; -0.00011424244679177488; -1.0; -1.0; 1.0; 0.22818486450485745; 0.9999999999789908; 0.0012491653890901644]
32,427,300,0.3329003564296221,[-0.0030240315061950407; 0.9999999859536922; -1.0; 0.9999999857383126; 0.0016519113721084554; -0.22642451891027746; 0.2271231806110833; -1.0]
33,286,300,0.33290026556192975,[0.999999938197124; -0.002838166734845969; 0.002398659559721425; -1.0; 0.2287697152570829; -0.2285498310932784; 0.999999998260976; -0.9999998201649388]
34,282,300,0.332900431777152,[0.0034941846093787306; -0.00024161594800648758; -1.0; 0.2258330619621672; 1.0; 1.0; -0.22748932374315078; -0.9999999994062366]
35,239,300,0.3329002058139334,[-0.000687585809568324; -1.0; 0.2297895211074163; 1.0; 1.0; 0.001286158962912353; -1.0; -0.2300891224782915]
36,283,300,0.33290021306687845,[-0.22855876971899874; 1.0; -0.0016171993071826172; -0.9999999944560792; 0.2281104451435245; -1.0; 0.002504292400254197; 1.0]
37,266,300,0.3329003872994993,[0.003455924605337164; -0.22923019448780838; -0.0015435427864698673; 0.2282589645310663; -0.9999999982851623; 1.0; -0.9999991955033644; 0.9999999997859729]
38,111,300,0.3329013052482056,[0.22553332577376622; 1.0; -1.0; 1.0; -0.2285042979492778; 0.0005171615179035277; -1.0; 0.005430986617057897]
39,136,300,0.3329019249398204,[-0.0010139776549383463; 0.2224306964687924; 1.0; -1.0; -0.0023217070009109134; 1.0; -1.0; -0.22068591652340344]
40,365,300,0.33290082337386173,[0.2249811401112899; 0.0011405823269055246; -0.0009741653481893985; -0.9999993481014267; -0.9999995292718722; 0.9999999999919895; -0.22506621715931086; 0.9999999999499989]
41,101,300,0.332937166676501,[0.061062070668104464; -1.0; -0.06300575822139359; 0.2055446589118215; -1.0; 1.0; 1.0; -0.20429825464180693]
42,67,300,0.3329280512467349,[-1.0; 1.0; 1.0; -0.2012029621700254; 0.03363543287785309; 0.2139791428502148; -1.0; -0.05543885041754879]
43,362,300,0.3329002652298766,[-0.9999999998666664; -0.22805824384717888; -0.0008659986924370751; -0.9999999873674276; 0.0007699870347836099; 0.9999997480551278; 1.0; 0.22811276964509347]
44,409,300,0.33290148139962406,[0.22289076479657013; -0.22646402147567518; -0.0024666404553554105; 0.9999998369312669; -1.0; 0.009410834301368201; -1.0; 0.9999999995676274]
45,178,300,0.33290054081618026,[-1.0; 0.2309660261567216; -0.9999997392156492; -0.0024665410157066396; 1.0; 0.0033084312765289193; -0.23138147659420866; 1.0]
46,460,300,0.33290021407921094,[-0.9999999994033134; 0.0005186110204445587; 0.9999999092271931; -0.0006520254811505363; -0.9999999997690732; -0.22764133613020707; 0.9999999768751864; 0.22770958403356067]
47,226,300,0.33290101270744177,[0.22905513928741314; -0.2245915039275895; -1.0; 0.9999999981868218; -1.0; 1.0; -0.005842023902130552; -0.0029277831801458824]
48,87,300,0.33290225653893213,[-0.00972477238608114; -1.0; 0.2239624039613526; 0.006106780971177296; 1.0; 1.0; -0.2220490581531559; -1.0]
49,250,300,0.3329001690849741,[0.2288410562200602; -1.0; 0.0010261834976162175; 1.0; -1.0; 1.0; -0.22939997419358277; 8.563984804366137e-5]
50,327,300,0.3329003813804768,[-1.0; 0.9999994567798749; 1.0; -0.22721787070032148; -0.9999999998434249; -0.0010144910346928766; 0.001822546889676324; 0.22681311078076316]
51,343,300,0.33290035333618107,[0.0016811254761093725; -1.0; -1.0; -0.0039819580769465; 1.0; -0.22905176249195697; 0.23020821536509128; 0.9999997904941716]
52,100,300,0.33290265655064294,[-0.0021112427454114064; 0.2318954727987435; 0.9999997668113879; -1.0; -1.0; 1.0; -0.01239110563934332; -0.22454641556784327]
53,84,300,0.3329280976831553,[-0.25299158824478; 1.0; 0.0213896168125942; 1.0; 0.0017636762679993992; -1.0; 0.2430002484442096; -1.0]
54,407,300,0.33290036193378214,[0.22711002908550515; 0.0025494277719315837; -0.2266573940079384; -0.0034389314807294147; -1.0; 1.0; 1.0; -1.0]
55,615,300,0.33290017506094893,[-1.0; -0.22874836079370378; 0.0016299463401583528; 0.22858010530272607; 1.0; -0.9999999970294676; 1.0; -0.0012956173966285345]
56,126,300,0.3329045785929934,[-1.0; 1.0; 0.015579552157397352; -0.009242390675294799; 1.0; 0.2177258511459401; -0.22107550888681013; -1.0]
57,301,300,0.3329007682248542,[1.0; 1.0; -0.9999993758693573; -0.0052348595490357185; -0.2271714743252526; -1.0; 0.2265408492782882; 0.006469935545939108]
58,178,300,0.33290038659274673,[0.0016953609021403324; -0.00326837267150736; -1.0; 0.9999999777814047; 1.0; -1.0; -0.2305248937985057; 0.23130800854147798]
59,68,300,0.3329096371216484,[-0.21315079330117287; -0.008120975069234386; -1.0; 1.0; 0.22842223606898723; -0.02086295954429763; 1.0; -1.0]
60,153,300,0.33290110976132037,[0.004494281665472112; 0.22850489142383587; 0.9999954856703756; -0.002600087954834134; -0.22941211324279645; -1.0; -1.0; 1.0]
61,154,300,0.3329030346782472,[-0.2291573100787968; 1.0; -1.0; 1.0; -1.0; 0.012231671838442395; 0.22828139882671925; -0.010745786277912693]
62,82,300,0.3329160659197449,[-0.01127642193951782; -0.0007758954319725536; 1.0; -1.0; -1.0; -0.20528937033677874; 1.0; 0.21228048352161036]
63,171,300,0.33290133245089104,[-1.0; -1.0; 1.0; 1.0; 0.004042072157363297; -0.004091219866461599; 0.23270780461577162; -0.23272304825884543]
64,254,300,0.33290016526497157,[0.0007602209967595048; -0.2288598926085491; -0.9999999730924893; -0.9999999629758184; 0.9999999898537508; -0.0007555029260656079; 1.0; 0.22885720863099546]
65,289,300,0.3329001839222615,[0.0011983159986854084; 0.22820713843510118; 0.9999999999155901; -0.22852964096543105; -0.0005604726174006832; -1.0; 0.9999999805793418; -0.9999999495928911]
66,92,300,0.3329199501774634,[1.0; -0.04732283671082858; 0.012636891246426371; 1.0; -0.21959488824083606; -1.0; 0.23735049241862372; -1.0]
67,62,300,0.33291268551638553,[0.012756266010053167; 0.22416963982284854; -1.0; 1.0; 1.0; -1.0; -0.22909445939144818; -0.0014563747932716392]
68,59,300,0.33292777902539317,[-0.2186090376938054; 0.012185886096300716; 1.0; -1.0; -0.04840651590979187; -1.0; 0.23672544720885422; 1.0]
69,115,300,0.33290744415937834,[0.24034696004857145; -0.0024091716171697614; -0.23846596566955308; -1.0; 1.0; -1.0; -0.0020751955590068987; 1.0]
70,196,300,0.3329003495464317,[-0.0048464230029218874; 0.2285507229960299; -1.0; -1.0; 1.0; 0.0031756487146619916; 1.0; -0.2277059710981589]
71,149,300,0.33290660292635965,[0.21841361885640923; -1.0; 1.0; -0.006884188654401639; -0.228112008390891; -1.0; 0.02554369049105399; 1.0]
72,163,300,0.33290168327962016,[1.0; 0.008946435349824573; 0.22560903703253815; 0.0005638308979900378; 1.0; -1.0; -1.0; -0.2304588847387494]
73,135,300,0.3329002331911688,[0.0008749117765231761; 0.00085018643224486; 1.0; 1.0; -1.0; 0.22954616702996125; -1.0; -0.2304081382825221]
74,237,300,0.3329003023187478,[-0.22763362698049647; 0.0018498480454832878; -1.0; -0.0041745128715040825; 0.9999999999872106; -1.0; 0.22880740097322405; 1.0]
75,61,300,0.33292812599969646,[-1.0; 1.0; -0.019017320086549397; -0.2408281786372049; 0.24828280028091648; 1.0; -1.0; 0.005441501950641855]
76,33,300,0.3329826500736827,[-0.11817943843932933; 1.0; 0.042104207000867686; 0.22305759475543877; -1.0; -0.17437124221133066; -1.0; 1.0]
77,125,300,0.3329017212445759,[-0.22376045666435468; -0.0014497006643931498; 0.0008945438268931627; 1.0; -0.9999973217522771; 0.2240455635572694; 1.0; -1.0]
78,100,300,0.3329085576544927,[1.0; -1.0; 0.24206928412917134; -1.0; 1.0; -0.0074869944427749715; -0.01651606026986919; -0.23045136932133425]
79,420,300,0.3329008334278319,[0.22665465629234652; -0.22518084081072282; -0.9999999299194106; -0.007392896284624562; 0.004511807438293; 1.0; -0.9999999367974562; 1.0]
80,71,300,0.3329104679859243,[0.035577102983407556; 1.0; 0.21876941052773544; -0.2309323571277802; -1.0; 1.0; -1.0; -0.012146341932428324]
81,372,300,0.3329007858583746,[-1.0; -0.2249287891325209; -0.9999999912593085; 0.22622452193066933; 1.0; -0.005141389111790935; 0.002596031701550349; 1.0]
82,123,300,0.3329025967765459,[-1.0; 0.2274994198863664; 1.0; -0.014975240747790611; 0.003884795907609452; -1.0; 1.0; -0.2217782977869564]
83,219,300,0.3329005892013858,[-1.0; 0.0029435278345413644; 1.0; -0.2273290935438045; 0.0013540119762802671; -0.9999999972416139; 0.22513941337009508; 1.0]
84,330,300,0.33290027740098327,[-0.0018475023160169181; 1.0; 1.0; -1.0; -0.9999999999999972; 0.22723284529152787; -0.2274964806356323; 0.0023646634969689585]
85,318,300,0.3329001849861951,[-1.0; -0.2290923319516067; 1.0; 0.0017430376455843633; 1.0; -1.0; -0.0005747921710699138; 0.22850498860995835]
86,388,300,0.3329001500151821,[1.0; 1.0; 0.0001220489350547767; -0.00025594498794680946; 0.2288321739747966; -1.0; -1.0; -0.22876477152472574]
87,103,300,0.3329114923759725,[-1.0; 1.0; -0.006679825167815762; 0.21806199587428393; -0.23087355721414904; -1.0; 1.0; 0.03169393679335458]
88,100,300,0.3329148873658587,[-0.9999590180544238; 1.0; -0.23766864652783518; -0.004159089272502969; 0.008011211490024234; 1.0; -1.0; 0.23500798026558345]
89,187,300,0.33290082966864915,[1.0; -1.0; -0.22441578802352286; 0.22589804235418662; -1.0; 1.0; 0.0015390539887211942; -0.004440581297922446]
90,204,300,0.3329003062471976,[1.0; 0.2298649243866643; -0.999999996796154; -0.9999996666902287; -0.22888402261298404; 1.0; 4.765552892817271e-5; -0.0020152825259389245]
91,71,300,0.33295105361083155,[-0.04575265326063841; 0.05675433119967027; 1.0; 0.23900239015744487; -0.24503244260165338; 1.0; -1.0; -1.0]
92,60,300,0.3329098193501866,[-1.0; 1.0; -0.23701029479947838; 0.24014749412206354; 1.0; -0.024437772285847363; 0.01782129888677404; -1.0]
93,249,300,0.3329003456024462,[0.22657520346438456; 0.000783805187094378; 1.0; 0.0005914827888523113; -1.0; -1.0; -0.2272696587883648; 0.9999999926391169]
94,260,300,0.3329001843920926,[0.9999999937401608; -1.0; 1.0; -0.22954672321858272; 0.22946218689526995; -0.0011691117761539077; 0.0013382179447312213; -1.0]
95,214,300,0.33290064120277374,[-1.0; -0.0009334487406844963; 1.0; 1.0; 0.001448498737266378; -1.0; 0.2320617573697139; -0.23232390703669095]
96,210,300,0.33290093475353566,[-0.005564074651790412; -0.999999940532524; 0.008493569111432567; -0.9999994856223311; 1.0; 0.22973899076469653; -0.2312080967395343; 1.0]
97,299,300,0.3329003021940651,[1.0; -0.004179938154600255; 0.001314172059980052; -1.0; -0.22800028620675358; 0.2294435301492777; 1.0; -1.0]
98,110,300,0.3329040064827925,[0.23045280320261452; 1.0; 0.017593770337753348; -1.0; -0.23288153266134784; 1.0; -0.01255874383387532; -1.0]
99,94,300,0.33290414128572354,[-1.0; 0.017085368604908835; -0.00636680264106119; 1.0; -1.0; 1.0; 0.22340276155019298; -0.2287759808008835]
100,279,300,0.33290024925979145,[0.22823133644827492; 1.0; -0.22811507538019687; 1.0; -0.9999999628031059; -0.0027556013409177674; 0.0025267080719673382; -1.0]
101,118,300,0.3329081101108441,[1.0; -0.012311617053914314; -1.0; 0.023684526592180496; 0.21368642006446228; 1.0; -0.2198064096104258; -1.0]
102,189,300,0.3329004340728984,[-1.0; 0.22601660511822363; 0.0029605145835289544; 1.0; -1.0; 0.00032985675822304274; 1.0; -0.22769422772845505]
103,344,300,0.3329009522905909,[0.22905852048431968; 0.9999999999996191; -1.0; 0.005193068609359963; -0.22667314463510974; -1.0; 1.0; -0.009907366010943483]
104,163,300,0.33290142546034307,[1.0; -0.2251201866317548; -0.010689227146137598; 0.008927446149162289; -1.0; 0.22602795937480732; 1.0; -1.0]
105,91,300,0.33292418155341386,[-0.2259303956674989; 0.039547735337987916; 0.20198395204082567; -1.0; 1.0; -1.0; 1.0; 0.00382928032429917]
106,374,300,0.33290017499164776,[0.9999999939621264; -1.0; 1.0; 0.2292822555862741; -1.0; -0.22931748428411403; -0.0002806633764351719; 0.0003484641349584726]
107,444,300,0.33290027359485985,[0.9999996294212421; -1.0; 0.22911693852384277; -0.0005422944396557411; 0.9999997057703053; -0.999999999990323; 0.001800399955864024; -0.2297441372213082]
108,90,300,0.33292386684912617,[0.016736496774643568; -0.1992833845873644; 1.0; -1.0; 0.21508663311467732; -0.044428084634716064; -1.0; 1.0]
109,271,300,0.3329002673494216,[0.0012183033487487675; 1.0; -0.999999708474643; -0.22772044344176048; -1.0; -0.0015902196562477297; 1.0; 0.22790686619068887]
110,307,300,0.3329035579614288,[-0.006261831034174669; -0.22898441922498713; 0.22291778949765248; -1.0; 0.9999999482156758; 0.018177853356138248; -1.0; 0.9999999923075285]
111,77,300,0.3329080245332535,[0.019919556330043952; 1.0; -0.2265974792975124; -1.0; -1.0; 1.0; -0.02625318671241933; 0.2296402325404136]
112,326,300,0.33290020749681615,[-1.0; -0.2280935225596154; 0.2279307362622779; 0.001640145454247205; 1.0; 1.0; -0.0013202071835128457; -0.9999999565060922]
113,73,300,0.3329379226135097,[1.0; 1.0; -1.0; -1.0; 0.05124084685166064; -0.056757571496516; -0.20502984829565507; 0.20897513473974763]
114,83,300,0.33291276301253686,[-1.0; -1.0; 0.015763533431391735; 1.0; 0.20672416215333256; 0.011944593044426879; -0.22185001386608977; 1.0]
115,64,300,0.3329307128719659,[1.0; 0.2226644481261644; 1.0; -1.0; -0.04745612640673427; -1.0; -0.20163761672684447; 0.008705293360579838]
116,179,300,0.3329004916039304,[0.0007269000603931773; 0.22542808740599882; 0.9999999997488402; -1.0; -1.0; 1.0; 0.0007846437094265065; -0.22620394223715434]
117,229,300,0.3329006164373961,[-1.0; 0.006498533386124078; 0.9999999995815817; -0.0028148010383910165; -1.0; -0.2277492097981151; 0.22587507608798285; 1.0]
118,60,300,0.3329109184964415,[-0.029231347264815938; 1.0; 0.22255389316631322; -1.0; -1.0; -0.22321100386128656; 1.0; 0.030782606853293426]
119,161,300,0.3329051057052931,[-0.0005020178454607227; 0.01229685186182227; 1.0; -1.0; 0.2163034964616001; 0.9999993566937407; -1.0; -0.22260056145644733]
120,430,300,0.3329001903053752,[0.22822206497260764; 1.0; 0.0002403165720381132; -0.0006256442841628203; -0.2280268254620021; 0.9999999999233048; -0.9999999500093603; -0.9999999986942959]
121,47,300,0.3329187458655781,[1.0; -1.0; -0.03025715937671576; 0.23743382868449614; -1.0; -0.009048029293456467; -0.2176979790559554; 1.0]
122,104,300,0.3329062603728389,[0.22022733985407486; 1.0; -0.21611312796598314; -1.0; -0.01423788977165616; 0.006740063535786756; -1.0; 1.0]
123,348,300,0.33290018185581527,[-0.22877011462498784; -0.0009515863042442547; 0.22866095058658015; 0.999999999487016; -0.9999999976628468; 0.0011714785082199523; 1.0; -1.0]
124,109,300,0.332904783364121,[-0.22210466343932023; -0.02137143298151922; 0.9999966729305394; 0.012677586961577919; -1.0; -1.0; 0.22662280438678067; 1.0]
125,354,300,0.33290042929867103,[1.0; 0.0017279033683805353; -0.22604128467117432; 1.0; -1.0; -1.0; 0.22713230091059522; -0.0038681818435574392]
126,356,300,0.3329003426092708,[-0.002620980319613919; 0.000150174944694368; -0.2263246703714856; 1.0; 1.0; 0.22758048971927353; -0.9999999981733327; -1.0]
127,446,300,0.33290016281398427,[-1.0; 0.22915379388333584; 1.0; -0.0010331182255396043; -0.22864048955168542; -1.0; 0.9999999965352956; 1.2955408266242472e-5]
128,377,300,0.33290015606057677,[1.0; 0.9999999901228719; 0.0006792832010198335; -0.0003471615432182724; 0.2285399565671687; -0.2287072029814133; -1.0; -1.0]
129,218,300,0.3329007404035507,[1.0; -1.0; 0.0012771978337788783; -0.0019188792372099397; -0.22504683880094659; 0.9999999969459169; -1.0; 0.22538811722848412]
130,303,300,0.3329006852026132,[-1.0; 0.006704033701011559; -0.006710578485024122; -0.22699522704998157; 1.0; 1.0; 0.22699768937352202; -1.0]
131,235,300,0.33290219472968424,[-0.005756747756125466; 0.0011085767601237931; -0.22094317129640317; 0.22334213590354357; 1.0; -1.0; 1.0; -0.9999995881690104]
132,369,300,0.3329002693788179,[0.22868885708011014; 1.0; -0.9999999170804763; 0.9999998114277855; -0.9999999085450353; -0.22887631171724931; 2.1579894404315236e-6; 0.000361877634021398]
133,219,300,0.33290099674587303,[0.22751833361070603; 1.0; 0.00351871063253791; -1.0; 1.0; -0.00882820329215402; -0.22480690644566295; -1.0]
134,219,300,0.3329003720834889,[-1.0; -0.0017113688682835189; 0.9999999805384827; -1.0; 0.00012308253216955956; -0.22619519742076924; 0.22700693606640923; 1.0]
135,116,300,0.3329199430729611,[-1.0; -0.21373897171156492; 0.23589155465576436; 1.0; -1.0; 1.0; -0.040477943032412235; -0.002309785823910628]
136,280,300,0.3329001629613977,[-1.0; -0.0008909712381129635; 1.0; -1.0; 0.22921856333743454; -0.22871117680523306; -0.00011760983088822899; 1.0]
137,171,300,0.3329066758113172,[-0.00042445046114863343; 1.0; -1.0; 1.0; 0.21888282620683003; -0.006638629232929057; -0.2152413409838672; -1.0]
138,535,300,0.3329002201725021,[-0.22965770400722105; 1.0; 1.0; -0.9999999787647342; 0.2289963551403474; 0.002219631227429824; -1.0; -0.0009053800965389031]
139,136,300,0.3329114400967439,[-0.23929592970060742; -0.020048416679463728; 1.0; -1.0; 1.0; 0.02999454639797227; -1.0; 0.23440126863739857]
140,351,300,0.3329002036374169,[-1.0; -0.22788748429594916; 1.0; -0.0003456847918537798; 0.2280512107355394; -0.9999999141742044; 1.7939950158131393e-5; 1.0]
141,228,300,0.3329006151431414,[-0.00425128315410987; -1.0; 0.9999999863957286; 0.006777512658946843; -1.0; 1.0; 0.22640649145475247; -0.22768917067290054]
142,119,300,0.33290684158159284,[-1.0; 1.0; 0.028182151339650265; -1.0; 1.0; -0.22778029422517282; -0.024130941531741845; 0.22569682863482768]
143,281,300,0.33290084956717897,[0.2240518059260321; 0.0015837182706614893; 1.0; -1.0; -0.22602781121161716; 0.002244933488267141; 1.0; -1.0]
144,298,300,0.3329004503503612,[0.9999993705071751; 1.0; 0.22978839107228907; -1.0; 0.0028887421650013265; -1.0; -0.004486945395142636; -0.22897823126042788]
145,333,300,0.33290024033081855,[0.0026574636204026707; -0.22847603143918757; -1.0; 0.9999999981495158; 1.0; -0.9999999993927161; -0.0024586325340792857; 0.22837750005394522]
146,361,300,0.3329001604209907,[-1.0; 1.0; -8.189491735930866e-5; 0.00041282078554790103; -0.22923266665586783; 1.0; 0.22906684862835164; -1.0]
147,345,300,0.33290037430021263,[0.22670995781122838; -1.0; -0.9999999999553609; 1.0; 0.0023671004853578334; 1.0; -0.002671373800707225; -0.22655588498644375]
148,241,300,0.33290023817118863,[0.2297697906142122; -0.2299578122725249; 1.0; -1.0; -0.00044428557320443617; 1.0; 0.0008124526940892604; -1.0]
149,50,300,0.3329452166561493,[1.0; -1.0; 0.1907955760912935; 1.0; -1.0; -0.19421257171440753; 0.05912525166605248; -0.053853929235304285]
150,66,300,0.3329324293950956,[0.011508409644305254; 0.2015297977542529; 1.0; -1.0; -0.19277832583102644; 1.0; -1.0; -0.026442751197364802]
151,307,300,0.3329001999844724,[0.22809809104337028; 1.0; -0.9999999770066126; 0.00028313898303042247; 1.0; -0.22758697884141568; -0.0012936390095941862; -0.9999999937704616]
152,647,300,0.33290027956922985,[0.23012748931814977; -0.999999999998247; 0.0016574665123298212; -0.22921765878449152; -0.9999999490957843; -0.003474357276607025; 0.9999999998621785; 0.9999999997614883]
153,208,300,0.33290022411651826,[1.0; 1.0; -0.000845306484502393; -1.0; 0.22801766108468874; -1.0; 0.002782820636106976; -0.22899495970336317]
154,158,300,0.33290188875210663,[1.0; 0.2312897215504341; -1.0; -0.013703119963039318; -0.22761899531112467; 1.0; -1.0; 0.006432662225381719]
155,153,300,0.33290056817667946,[0.0003663798934716337; 1.0; -0.0028148530072277704; -1.0; -1.0; 1.0; 0.22823626536204641; -0.22697229896561763]
156,412,300,0.3329002219333275,[1.0; -1.0; 0.22742403231694977; 0.0005928651992562886; 0.9999999816315126; -0.22835978079193567; 0.0012562846405317703; -0.9999999517103775]
157,60,300,0.3329290480806517,[1.0; -0.0021534981548700276; 1.0; -0.23540366605964066; 0.21254213951038003; 0.046769405265998994; -1.0; -1.0]
158,412,300,0.33290033918494055,[0.9999999994191675; -1.0; -1.0; -0.22751005574594307; -0.0037076546709497882; 0.22784868622319568; 0.0030448328824992407; 1.0]
159,102,300,0.3329035186086808,[1.0; 1.0; -1.0; 0.228215849526004; 0.0008854719323807657; -0.2360041672025016; -1.0; 0.01484969665026574]
160,130,300,0.33290183553548564,[0.22334807312303873; 1.0; 1.0; -0.22930749039572104; 0.004562199635135419; -1.0; -1.0; 0.007078167418657123]
161,199,300,0.33290111045250603,[-1.0; -0.22493096774219906; 0.001720503556067305; -1.0; 0.22344105178556148; 1.0; 0.0011973267861955681; 1.0]
162,78,300,0.3329493987371226,[0.19124818973684754; -1.0; -1.0; 1.0; 1.0; 0.0062856182018259715; 0.06623903146402459; -0.23193598285086706]
163,547,300,0.332900220058317,[1.0; 0.2274333493083774; -0.9999999970870295; 0.99999999995859; -0.2277457155360444; -0.0004717299601807451; 0.0010866797288305284; -0.9999999430254267]
164,201,300,0.3329004499973539,[0.9999999999997643; -1.0; -0.0002609054289354931; 0.2298625820807797; 0.00043391344247605424; 0.9999999005490804; -0.22996062540710333; -0.9999986727774105]
165,386,300,0.3329001656112505,[1.0; -0.0013047125374817566; 0.22897137741456072; 0.0009533029316893254; -1.0; 1.0; -0.22879474986122542; -1.0]
166,276,300,0.3329002568794274,[-0.9999999999997211; -0.22694362218689096; -2.760282064051371e-5; 0.22740796433393762; -0.0008850116056826112; 1.0; 1.0; -1.0]
167,140,300,0.33290069273108186,[-1.0; -1.0; 0.9999990462674111; 1.0; -0.2267591585310798; 0.2291708198216906; -0.0008052618839682092; -0.003925348571350736]
168,253,300,0.33290053776951795,[1.0; -1.0; -0.005025266143319829; 0.999999952443957; -1.0; -0.22633436220041497; 0.22791635008185948; 0.0018992242205072688]
169,346,300,0.3329002060363233,[-0.999999991803315; 0.0003014166077356667; -0.22773710530400823; 0.9999999999940161; 0.9999999881920776; 0.22845914064545453; -0.9999999628038664; -0.0017310536416357976]
170,87,300,0.3329100394447956,[-1.0; -0.21129382323837526; 1.0; -0.019332069655289247; 0.21972450606437935; -1.0; 0.004049678624095842; 1.0]
171,190,300,0.332900471575105,[-1.0; 1.0; 0.22916881216441543; 1.0; -0.9999999998988773; 0.00010616305923468491; -0.23091470774670658; 0.003405422498493663]
