nPsoRun,n_iter,S,fgbest,optDes
28,10000,300,-22.60871240090735,[0.6632816562394438 -0.9999999999551846 -0.999999999989827; -0.9210448083591879 -0.22829552275149403 0.5443321301199339; 0.675085577743461 0.48534904482827823 -0.654034358338544; -0.999999999994985 -0.01627552415872137 -0.9999999999963851; 0.999999999997717 0.06674152131372087 0.9999999999995705; 0.523025079187068 -0.9999999999989604 0.9999999999993432; 0.9999999856706843 -0.9999988877623609 -0.4249681865623777; 0.9999999999987207 0.9999999999254704 -1.0; -0.8750772765234018 0.999999999999968 -0.7490179749914001; -0.8584810501820984 -0.9999999999581788 -0.3879354521243528; -0.1583592132712458 0.8487813022720397 0.9959489513268017; 0.999999999998628 0.9999999999840149 0.7118553073921273; -0.9999999999996533 0.999999999977309 0.6362261227458464; -0.9999999999999984 -0.999999999999999 0.9999999999911449]
29,2587,300,-23.539941195709506,[0.9999998230838995 0.9998051099349353 -0.9999997478037905; -0.9999999920056283 1.0 0.9999999906319217; -0.9999909316571968 0.9657272714323594 -0.9999999759508277; 0.9999999961722539 -0.9999999999958721 -0.10929070511492764; 0.7622708544425717 -0.9994011876696774 0.999999757494613; 0.17225009205106673 0.9999999900041698 -0.9999963684409833; 0.9212855406054267 -0.24916505767849934 0.33897367182406923; 0.21403125742142645 0.9999995922012649 0.9983234923060735; -0.964297386421866 0.5637238596743478 0.21856387647873568; -0.9999988472477485 -0.999999962956781 0.9999999916258536; 0.9999998019823716 0.9999716094860799 0.8952135078668555; -0.9999980649845448 -0.9999999998644415 -0.03361900324102246; -0.9999999898843503 -0.6715868175483226 -0.9999999991457318; 0.7344548368985043 -0.703094537430642 -0.9999995374855255]
30,10000,300,-24.841778468717564,[-0.2038400108052855 0.9978439624150349 0.9999999996507213; -0.999989596177838 -0.11060178933069134 -0.9999103829064186; -0.9999999999999998 0.9999999999999886 -0.9997636531241434; -0.9980542223403117 -0.9999999999897038 -0.9999999999938904; -0.9999660583555682 -0.9998242577408303 0.1488285096297204; 0.9748786071379268 0.0496651824239027 0.9999818110937189; -0.9961088460661306 -0.9998573994958767 0.9999999999995233; -0.9999999998725632 0.9999833358275534 0.999986847246683; 0.9998533823628526 -0.999999999999998 0.9999999999999956; 0.9987032063244013 -0.9999996833929459 -0.999999999884633; 0.15373084787514185 0.9999998449572259 -0.9999691014438753; 1.0 -0.9981434992842154 -0.14284435669890366; 0.9999999999999993 0.9999999999999437 0.9171498218311147; 0.9999999999974856 0.9985850668122954 -0.9971996981811624]
31,7883,300,-22.313960353490465,[-0.9789782183211289 -0.9992393730687469 -0.5229902120285773; -0.9999786947607413 0.21781851882407283 0.9999999999999988; -0.8002320905842463 -0.9277476690875744 -0.999999999999996; 0.9999999999999997 0.5648018483648791 0.999868773060983; -0.9913390603092886 0.13867071464346625 -0.07999839524972696; 0.9999999830197055 -0.9490345472657473 0.9999999999999994; 0.9950554186304934 -0.9999999999999998 -0.5120263543971322; 0.3891967908789604 0.9999999499338984 0.7630980401359435; 1.0 0.9999999999999999 -0.9979631979961745; 0.9999999882324373 0.12873784728737372 -0.9999999999999961; -0.9989997105291174 -0.9999999999999978 0.999999999999988; -0.28395503075920064 0.8515241779067834 -0.9994634249803742; -0.9999999999999994 0.9999999999999999 0.9990571037444171; -0.9999999999999976 0.9999999999999982 -0.9999999999999993]
32,4471,300,-23.82677122345018,[-0.31453270536100614 0.9674764737926277 0.9999999993818306; -0.9889522991928562 -0.9999999999884099 0.9999999998943431; -0.9834560399185089 0.19356476613858828 -0.9999999999030914; 0.38170107681453963 -0.9929795043991846 0.9999999972653606; -0.16972231473810087 -0.9999778213977869 -0.7074761908390194; -0.8678662369139938 0.9999999999123855 -0.6594663323478418; 0.9999999999916902 0.9864015414026555 0.999999999995891; 0.9999999999893957 0.9999661841095335 -0.9999999998710427; 0.979818490382243 0.9999935115655164 0.06135225033849448; 0.9900549220733438 -0.3825377709985052 -0.9106644014702955; -0.9995486068713346 -0.12461029547679202 0.4054075319699623; -0.9999999999971189 -0.9999999996372053 -0.9999999999785112; -0.9999999999862921 0.9999999998256301 1.0; 0.9999999999869286 -0.9999999999975672 0.1672129461936763]
33,5937,300,-24.890519920865973,[1.0 -0.9999494129378932 0.9971704496870011; -0.9971673505689616 0.9999999999999967 1.0; 0.15616403607711896 -0.9999997617520074 0.9999997548449268; -0.9999999999999784 0.9991171790226531 -0.19428707119724709; 0.9279283088358967 0.9999999999999998 -0.9999999999999928; -0.999999999999995 -0.9999999999999999 0.9984341360844078; 0.999990694229084 0.04304113385728371 -0.9697831340169678; -0.9931401020450847 -0.08453986959142946 0.9956890321022726; -1.0 -0.9997411795576615 -0.9698047066162019; 0.999993680047928 0.9999799064389132 0.2266347045179715; 0.9999999999999998 -1.0 -0.9991102555486209; -0.15607909452444962 -0.9991507152948975 -0.9999999999999978; 0.9999986986076772 0.9988642757310613 0.9999999999999959; -0.9928034013583685 0.9999484807634198 -0.9999999999999998]
34,10000,300,-24.91262220001563,[-0.8413751260340931 -0.672584554484237 0.4821251108765244; 0.9999999999816217 0.9999999999999999 -0.9957993136428548; -0.06735241951401705 0.9975454046898529 -0.9999999274126586; 0.9852342498038712 -0.7104333737500218 0.9999999999995572; -0.9999999999786225 0.9999999376397901 -0.11150044301017291; -0.8196845944733732 -0.9999999999999957 -0.9999999999996577; 0.9995255152320207 -0.9999999999999569 0.4539589613275167; 0.9965176042802131 -0.999994917410071 -0.999999999999995; 0.24478458106881984 0.9993974886562069 0.9999999999172573; -0.9999999999999957 -0.9494624727498011 0.9999999999986945; 0.9993620998002134 -0.1307621133365838 -0.6373414977586944; 0.9999999999999223 0.9999999999974507 0.9999048312380847; -1.0 0.9999999999856476 0.9999999999998009; -0.9304960663719511 -0.2192010996010667 -0.9872735783337345]
35,5583,300,-24.605675579989896,[-0.999999999999999 0.9999999999999996 0.9999999999999982; -0.9992851022173508 0.43761176546830577 0.44581257424508913; 0.6910797778991273 -0.9999999999999998 -0.9999999999999999; -0.9999999999999999 -0.9999999999999997 -0.7338818707722828; 0.27305354264844406 0.9999999999999998 0.9958546583578501; 0.4067396128533922 0.9999999999999929 -0.999608902479795; 0.8195298393621068 -0.9940046351649429 -0.038247909083873294; 0.9999999999999967 0.7815678595450928 0.9494448033012423; 0.9999999999999982 -0.9999999547043918 0.9999999999999997; 0.9999999999999996 0.22144311132238637 -0.9999999999999973; -0.26851892125783516 -0.873759344081555 0.9999999999999999; -0.9999999999999994 -0.9999999999999994 0.9443000294692249; -0.8316090393844637 -0.23577222444149717 -0.9999377473753494; -0.9999999999999986 0.9999999999999999 -0.999999999999993]
36,9041,300,-22.888997081925258,[0.9999999999999999 1.0 0.9511068298000138; 0.9999999999999996 -0.9999999999999954 0.9999962066181283; -0.40470732187969793 -0.9999999999999977 0.9999584781499196; 0.9999999999999993 0.9999999999999997 -0.9999161739601776; -0.6171559422410946 -0.9640702598932216 -0.9999999999999993; 0.23005662029446272 0.9999025181115867 0.9508618957119005; -0.8967961397905194 0.9957885065328047 -0.28994919994977436; -0.9781742674854338 -0.9999999999999988 -0.443208748974771; 0.6925155327820676 -0.11816011044586704 0.8544786385376465; -0.9999877931866968 -0.33081707687336004 0.9999979647575155; -0.9854093939439652 0.9999972782686611 -0.9999999999999993; -0.9999999999999953 0.9999999999999954 0.9999999999999993; 0.9681482085863216 -0.9999999999999967 -0.6166686361609387; 0.9999991509264261 0.20057920454998232 -0.9999999999999996]
37,7061,300,-24.26971546645804,[-0.19772849876841178 0.926509005612743 -0.8014820663317642; -0.027611003806928797 -0.9999512139359589 -0.9999999999997339; 0.20191811221309597 0.999999999999999 0.9999999999999972; -0.9999999999999827 -0.9999999999973861 -0.9999999999999999; -0.9999999999999579 0.9949115392862261 -0.9999999999997643; -0.9999999999988995 0.9999999999999891 0.9999999999999947; -0.92733179147714 -0.9989488688613621 0.9999999999999912; 0.9999999999994204 0.9997306166574698 -0.999999999998854; 0.9999999999998611 -0.9620202903058701 -0.42192290612267463; -0.9987829443795259 -0.99999999998188 0.01616244298812433; -0.995336221846259 0.339041174409028 0.8450332186478964; 0.9999575147482892 0.9309240939049875 -0.448836947874788; 0.9995858476234387 -1.0 0.9999999999999094; 0.9993549601813585 0.23910798399448002 0.9653234402434165]
38,6459,300,-24.63162028180756,[0.9999999999999367 0.47133913823093293 0.9999999999997622; 0.9999984922047884 0.9999999999997548 -0.9999999999999996; -0.17086328620242858 -0.9872133248814566 0.769449911661558; 0.9984605363791125 0.6795781440094566 -0.5851805248960856; -0.1025626618010065 0.9999999999999907 0.9999999999986772; -0.999999999999988 0.7220446618264664 0.9853760576515791; -0.999999999998924 -0.9999983008787522 0.9999999999999326; -0.9999999999992867 0.9999999999988101 -0.8575089911557175; -0.9999999999999932 -0.8662420631012522 -0.41597869943230953; 0.2597867886109303 -0.7963343507455376 -0.999999999999114; -0.979132614285286 0.3302967193616234 -0.9894586511937935; 0.9999999999994114 -0.9999999999993694 -0.8722373456920113; 0.9999999999999287 -0.999873785664246 0.8714353800021063; -0.9999999999999395 -0.9999999999997852 -0.9999999020919375]
39,4028,300,-24.555242096615824,[-0.9999999999889535 0.37201686934802347 0.9999999999934311; -0.9846796653534715 -0.9999999999098969 1.0; -0.6386087250557879 -0.8124485054480067 0.21171505324744505; 0.9999999999041133 0.9996695695879162 -0.9413103625034863; 0.9745797261990574 -0.21696530427269403 -0.9984385739273801; 0.9999999999075068 0.9999951869646685 0.9999447006917518; 0.9999999999980858 -0.999999998734671 1.0; 0.9999999999393397 -0.9999999999791691 0.18347293971661785; -0.497365757815005 1.0 -0.9999999993310189; -0.999999999264937 -0.9999999928427991 -0.9999999941725783; 0.799322103345362 0.07269127675757231 0.8483286802827924; -0.3543347529080445 -0.999999997213833 -1.0; -0.9999886729350148 0.8313150752423187 -0.2833950894771406; -0.4195543454128922 0.9999999943635585 0.9999999755875016]
40,10000,300,-25.247924130880474,[0.9999999999954101 0.9999999999980241 -1.0; -0.3229579351342045 0.9946949149970638 -0.8720830416523411; -0.9704733473941378 -0.07993260848245005 0.8447629142632053; -0.5367493216964603 -0.9154363486454482 -0.9999999999986349; 1.0 -0.0543298365080217 0.9999999999937558; 0.16678913998390993 0.9999999999790171 0.9966172128092554; 0.9961326718129434 0.8522204421439243 -0.10833916172910862; -0.9364623139116827 -0.9999999999831067 0.9999999999999933; 0.7387903047990252 -0.8623321422567547 -0.28066732555342244; 0.9999999999999982 -0.9962832285705867 -0.9999999999844628; -0.999999999996634 0.9999999999941189 0.999999999988685; -0.999999999999947 -1.0 -0.34149380324160833; -1.0 0.9999999999999003 -0.9860091919923007; 0.9961723770377124 -0.9999999999965704 0.9999999999686967]
41,10000,300,-23.763652892339607,[0.9999987926134044 0.9999999636482677 0.9999999999999984; 0.9999999999999943 -0.9861866446300827 0.9999973558968982; -0.9999999999999907 -0.9999999999999526 -0.999987845384452; 0.9999999999997845 -0.999999999999999 -0.9999999999999989; -0.8535326036406067 0.9999999999999228 -0.9999999999995726; -1.0 -1.0 0.9999999999989372; 0.378682409093352 -0.9119630762629477 0.9999999999993705; 0.21173095031673422 -0.9999999999999651 -0.9999999668678775; 0.9999999999999928 0.999999999999945 0.016396863785791166; -1.0 0.9999999999998789 0.19878209079303077; -0.9067882802140524 0.05293357188051686 -0.9999999999998344; 0.9999999999998092 0.7822005318997045 -0.9999999999999529; -0.9999999999808149 -0.5478862137243871 0.5396035401474838; -0.9047482183467201 0.9999999388639935 1.0]
42,10000,300,-24.356369963148328,[-0.7091618307053711 0.9999913200180118 -0.1611474826587772; 0.37854205284217063 0.9999996598162142 -1.0; 0.12354317294904481 -0.9955053558904293 -0.9962670932076471; 0.9999999999825662 -0.9999999999995977 -0.9679411108583876; -0.9999999999995663 0.9999999996421258 -0.9999999999999707; 0.9999999999719166 -0.9999999999974027 0.9999999999996483; -0.9998889830610904 0.07803317807825735 0.999391565467611; 0.9999999999998735 0.22211333222542928 0.9999999986568223; -0.9999999999980677 -0.9853782050050689 -0.9999999999999991; 0.9999999999325924 0.9999999999943301 -0.9999999999974575; 0.9999999999260304 0.9999999999999962 0.9517850776888259; -0.4658658654858468 -0.9999999999996474 0.9999999999999799; -0.9264179567133208 -0.8659948398239106 -0.006197115480500282; -0.9983742779550353 0.9999999999874746 1.0]
43,7851,300,-24.45280074507981,[0.9999999995205232 -1.0 0.9999999999999968; 0.3038532587126036 0.9994152301620727 -0.999999984708072; 0.999999999999515 -0.9999999999999987 -0.9999999999999981; 0.9995084560696057 -0.4278637666063305 0.58602279804596; 0.9999999999999969 0.9999999999999736 0.999999999999999; -0.9999999999999925 0.9999999999999873 -0.9996489651685534; -0.999999999999991 1.0 0.5923260260983145; 0.9999999999999988 0.23314872751486512 -0.9827072179403936; -0.9999999999999991 -0.9083833645479109 -1.0; 0.13402162587265026 -0.9845656929646323 -0.9514830910803002; -0.9999999999999859 -0.998510099617771 0.2055398565622578; 0.2903475874935602 0.9999999999999974 0.9999999019159594; -0.7504268030895809 -0.06322735720184487 0.9999999998147149; -0.9999999999999996 -1.0 0.9999999999999984]
44,10000,300,-23.20860926445115,[0.9999999999986613 1.0 -0.9999999999308852; -0.9999999999889064 0.9999999999999882 -0.9303190407182947; 0.9999999999796564 -0.06521088463560883 0.9999999999999857; 0.9248390072095733 0.9999999999999818 0.9999999998927814; 0.9999999999913075 -0.4449842633263433 -0.44898818719488853; -0.9999999999669413 -0.732284301601302 -0.9999999992593687; -0.9999999999855232 0.9999999999849644 0.8885569910358561; 0.9986954854697924 -0.9999999999999999 0.9868493545526013; -0.999999999981891 -0.13342696314130797 0.9999999985545348; 0.9641194985695947 0.9999999999886259 -0.10053341210470813; -0.028156201167297175 0.9287044189953649 -0.9999999991364813; -0.9822028901989067 -0.9999999991550085 0.9991141473765532; -0.3364315452830142 -0.9999999998909052 -0.9499914544233704; 0.9999999999999988 -0.9999914544873469 -0.9999999999606423]
45,10000,300,-24.242474451096367,[-0.9999999999999719 -0.21267940808091892 -0.999996893537038; 0.8563058106473975 1.0 -0.9997342347272531; 1.0 0.9999958138301956 0.9999999999999937; -0.9999999999999282 -1.0 0.9999999999999981; 0.9999999999764966 -1.0 1.0; 0.9999999999999971 -0.999999999999749 -0.955996294562667; -0.999999526854244 0.7888482980581746 0.11102530870904934; 0.41588582175134076 0.9999999999669767 0.9999564139327298; 0.993382666432936 0.1608812137598395 -0.8896105367654192; -0.99920673931709 -0.9998648900816409 0.15138799327636576; -0.37816991242344117 -1.0 -1.0; -0.9998923770336756 1.0 -0.9999999999999705; -0.999999999811703 0.9738499109074064 0.9999999999998964; 0.1782710288268272 -0.7925080438332088 0.9986621386123686]
46,8134,300,-24.77660586136052,[0.2104060349610103 -0.9984417382199727 -0.9999999999988585; 0.9999999999999999 0.9999999999999971 0.9999999999999994; 0.8880255618508489 0.9840267222577577 -0.19111295703506317; -0.9999999999999994 0.9920378600936778 -0.9999965029425193; 0.9999114449051911 -0.17426378353794517 0.9999944271481309; -0.9999120464353949 -0.9999946574438359 0.36225226419952733; 1.0 0.992018679649559 -0.999999999999996; -0.9999999999999978 -0.9747755670429222 -0.9999999999999999; -0.9999999999999998 0.3264016086637728 0.7848719302675046; 0.999999997016007 -0.9999999999999991 0.8675781356591477; -0.9981633595738864 -0.9999999999999971 0.9999999999999974; 0.9999999999999996 -0.9999999939286071 -0.9999996007880607; -0.2570414193784867 0.9999601641200254 -0.9999549711961657; -0.8989635880396992 0.9999999999999992 1.0]
47,2866,300,-24.13308987662174,[0.9632520049611354 0.45342862807968065 -0.9311348574103533; 0.9999999995821341 -0.9999999964414975 -0.9999985840276563; -0.9999999202394024 -0.40835199243185405 0.9999999994575366; 0.999999999219794 0.9999999999728211 0.9999999998693235; -0.9999999998221687 0.9999999729979447 0.9999998456870397; -0.9157830389839009 -0.9723128069608601 -0.032920718557652336; -0.031786823451922144 -0.9999999999999984 -0.9997841442213073; 0.9999999399058689 0.9999999693642746 -0.9999998946625483; 0.038334865017222275 -0.992912409578617 0.9500691583553051; -0.9999999817237747 -0.9999999979611208 -0.9999999994212678; -0.9443691523648107 0.9998763186250071 -0.9999999999866763; 1.0 -0.9999999885372965 0.9999998890301391; -0.9912191476375154 0.9417541501202935 -0.2304743921519921; 0.9918744155878866 0.15521410209034228 0.9649633930949879]
48,5136,300,-23.97134057092082,[0.8670677830622449 -0.13631784968926658 -0.9999957735763282; -0.2761616804129648 0.9999999803941263 -0.9999999924252325; 0.924644481502662 -0.9999999999999996 0.9999999998362333; 0.9762714233572746 -0.16875884766184573 0.8639053732941551; -0.999999995995629 -0.9999999999935987 0.999999997224113; -0.9738357207561188 0.9999682971604212 0.28366734235884383; 0.9999999999999095 0.9999999996398911 0.9663916624534791; -0.8321205086829357 -0.7800986370109972 0.33887846691438395; 0.08610371795267453 0.9999998231545724 0.985664602424558; -0.999999991012574 0.9999999954678293 0.999999983530173; 0.999999999999989 0.9999999999865352 -0.9999999559254876; 0.9999999985791469 -0.9999999991926588 -0.032646404260451276; -0.6877179463414613 -0.9999999379537682 -0.9999999926139767; -0.9999920816101868 -0.3444952887667221 -0.9999999840616688]
49,7102,300,-24.465790110841624,[0.9999999971702414 -0.9999999999999989 -0.8682624997096632; -0.9999999999999529 -0.9999999999999926 -0.9965608350785112; -0.999999999999978 -0.9999999999998573 0.9904243456891041; 0.9999999999999002 0.9999999999999984 -0.9999999999999973; -0.9380639803108493 -0.2809431268292866 -0.9996493522555729; -0.9999999999999857 0.5771767703344346 0.9999999999999742; 0.9999999999999968 0.8415901895290959 0.9999999999999999; 0.9722938457573846 0.6212542715641072 -0.4263253472424395; 0.050072236602162104 0.9999999999994557 0.9982703435863978; -0.9996223135337203 0.7613051640591226 -0.27470201481972195; -0.9908123244063203 0.9999999999999974 -0.999999999999999; 0.9999999999999949 -0.9999131894416295 0.9994131172184695; 0.9379322559799302 -0.446452973341743 -0.9999999999993305; 0.09305318408163504 -0.9529278589313771 0.9868762689429527]
50,4192,300,-23.93226711862113,[-0.999999999002399 -0.983672052980945 0.25541177214937255; -0.11683868155260513 0.9999999990080466 0.9999999999999833; -0.8749960063968755 -0.903654136309676 0.9999999999359954; -0.17628880384288745 0.9999999996684603 -0.9999999999266362; -0.9999999999676545 0.926197910230312 0.9650263636992915; 0.9999999999820425 0.9999999999963713 -0.9963633576484358; -0.9999999981576366 -0.9999999999998227 -0.9999999997550351; 0.9999443633311449 -0.9999999971013215 0.018751485858243988; 0.999999734609557 -0.9999576467055855 0.9999999988702046; -0.9999999999725101 0.9493774425278639 -0.9861277421851634; -0.195710831020263 -0.5427855531453155 -0.9998851463444905; 0.9999706931470669 0.3638651609373723 -0.6798148980185281; 0.9999999998705871 -0.9999999999991339 -0.999999998065112; 0.9999999999458095 0.7824958085881797 0.9999999790967177]
51,3835,300,-24.935538188070815,[0.9999999988889687 -0.9998747785064583 0.9999999959717227; -0.9999999989191486 -1.0 0.9999999999917217; -0.987400242584389 -0.9999999982952902 -0.9999999906591044; -0.4416371721972674 -0.9999999999013504 0.6078993101012459; 0.9999999999908677 0.9999999942651597 0.20375290480209277; -0.9999999927446726 0.9999999704276852 -0.9990268335180505; -0.9999640047311543 1.0 0.9987627753271368; 0.938794109289864 0.642447597069774 0.9999999960759914; -0.999999999987939 0.23359105852761936 0.9999999999869347; 0.9999999513875418 -0.9999999213633697 0.0631705012270041; -0.9999999344989678 -0.31292027720616844 -0.8950308523077216; 0.9999999969161489 -0.999167325826912 -0.9999999948766487; 0.9999999995894556 0.651114144645866 -0.9999999999192033; -0.24611599993130465 0.8427420362591203 -0.9999999998093164]
52,10000,300,-23.627461011603437,[-0.936167954638751 -0.9998500496000544 -0.6979588531486576; -0.9999999999999998 -0.9983579132389979 0.9999999999999996; 0.999452508710256 -0.999064529437932 0.4056199756274574; -0.9999999999999989 0.9728841087333825 0.9999999996239116; 0.945834282766977 -1.0 -0.9999999999999974; 0.9977748734616212 -0.06774368917538331 -0.9946842659090905; -0.9999999999999994 1.0 -0.3675527918595501; 0.947011437913918 0.9999999999999992 -0.9999999999999993; 0.17466632440435673 0.9958459238344687 -0.33571101415870164; 0.9999999999999964 0.999999995117562 0.2902873452255837; 0.6986808517808369 -0.9860167302363111 0.9999999999999997; 0.49381625724775113 0.9999999999999987 0.9999999999999969; -0.9999999999999977 -0.14414569506410077 -0.999999999999999; -0.6444779443422353 -0.3169868691643115 0.7631085963116794]
53,6503,300,-23.794689603653975,[0.9999999999999998 0.9956503595566387 0.8823415343297434; -1.0 0.8273765468532885 -0.9999957756346991; -0.9999956109416375 -0.9999999999999981 1.0; 0.9999999999999996 0.9999999999999994 -0.9999999999999996; 0.9999999999999996 -0.9999999999999998 0.23736706651620967; -0.9999999999999997 -0.9740724285503627 -0.1518343608436011; 0.999997216139943 -0.7075645013267704 0.9999999999999999; 0.13919196044109608 0.9999973161073772 0.9995418680147403; 0.9994503163178587 -0.22249193087923458 -0.6421076941039007; 0.9982732067789303 -0.9999999999999999 -1.0; -0.2954125867427558 0.9905364794186813 -0.9858896826325977; -0.914861390072275 0.16175305989021316 0.9871340491792197; -0.8613035449618985 -0.9999999999999994 -0.9999999999999999; -0.9999999999999989 0.9999999999999999 0.999999999999999]
54,9310,300,-23.79292684707118,[0.9999999999999984 0.9999999999999989 0.9193857715415313; -0.9999999999999982 -0.9999999999999998 -0.9999999999999913; -0.999999993032035 -0.9999879952364181 0.9999999999999988; -0.9999999999999958 0.8786495729823208 -0.004492749711499762; -0.5881946643038981 -0.46046055194842905 -1.0; 0.7850011095649311 0.9999999999999847 -0.8422280576372597; -0.9999999999999539 -1.0 0.22560781097885096; 0.9999999999999896 -0.9999999999999715 0.9581230247784566; -0.3349436696428861 0.9999999871535824 0.8795269457858859; -0.8113681643821048 0.9999999999999991 -0.9999999999999957; 0.9571099165476963 -0.08522525291812777 0.9999999595454706; 0.7397520260455811 -1.0 -0.6286240312449755; -0.9999999999999716 0.9999999999999989 1.0; 0.9999999999999967 -0.16550487039158987 -0.999999999999999]
