nPsoRun,n_iter,S,fgbest,optDes
127,946,300,0.5896705439601294,[0.9999515166444976 -0.7792040229273329 -0.8207448434015374; -0.9999766751944618 -0.9998884628918341 0.9999918496347682; 0.9999979250584469 0.9999631700687742 0.9999498923217747; -0.9999254922321719 -0.2456351589495005 -0.9999839366561513; -0.9999524725809157 0.9997937351735728 0.9999572352654018; -0.13533384157323597 -0.9999898562751258 -0.9999998632261048; -0.005085004407551394 0.9996043799213992 -0.1134080637841186; 0.9998446161704126 0.14794293338949488 0.42089419487051255; 0.942417919428643 -0.9999982351551687 0.9999998501749257; -0.999999673419669 -0.9997512460060015 -0.10330487565443888; -0.9999000226355947 0.999926199305781 -0.9850753067578298; -0.23485724573994657 -0.018870377713648436 0.9449603079821706; 0.9992034020350171 0.9999879549977853 -0.9999902164872028; -0.0721560803212883 -0.020647858746647443 -0.09310698844961567]
128,3681,300,0.5804124214763279,[0.11370066695299072 0.17586475666087836 0.1115051057466874; -0.7322018146022036 0.9999984124766819 0.9875248123075948; 0.999999920319675 -0.6711389983896171 -0.32596184306589393; -0.9999984258071828 0.9999998566084222 -0.3507508909538601; -0.9999937888117391 -0.13727748446771187 -1.0; -0.9999999996775791 -0.23389849723887032 0.9999934729451188; 0.9999998986576651 0.9999988680997715 0.8780268253729996; 0.10582646296723476 0.17570417884681439 0.11648987813106966; -0.043419129359686004 0.7690770684233502 -0.9331597811558949; 0.24569914111654112 -0.9999997537372471 -0.9999876747030472; 0.9999897686952063 0.9999999703493064 -1.0; -0.9999795816654163 -0.999999704918077 -0.09237406089956432; -0.15993705383116563 -0.999998420756747 0.9484156379377392; 0.9999978430761653 -0.4128141209254926 0.999999949403832]
129,4156,300,0.602768673173845,[0.9999999999837209 0.9736062916453355 -0.23071223757764545; 0.999999999999291 -1.0 0.882527671137051; 0.327764616340718 0.9999999999964708 -0.9999999999979781; 0.7923044437895838 0.999999998706542 0.9999999992523222; 0.8383353350815959 -0.9248260713538595 -0.9999999999981364; -0.9999999999349538 0.827090346980222 -0.9999991866541798; 0.9999999998949914 -0.12141885282530392 -0.41534301097255555; -0.9999999996622115 -0.8184312098626381 0.9835086939996533; -0.10675832577969448 -0.15602759023742452 0.9999999999914251; -0.12215922476842501 -0.012489940216178325 -0.26004594675610687; -0.9999999994401446 0.9999999999981749 0.9598094602243553; -0.9999999999974286 -0.9861725297650021 -0.8666202699034476; 0.10011105320697063 -0.9999999999838352 0.1292463096884926; -0.4375106042762981 0.6340694363340181 0.13654534331724447]
130,1033,300,0.5975271975521895,[-0.8617998392442434 -0.030210297145089708 -1.0; 0.9998664786908598 -1.0 0.9996147921594871; 0.998415384389105 0.9997738818350822 0.9998587901623894; 0.9998132244390326 0.9805116787320693 -0.4501871171972639; 0.6993004760229736 -0.9999816652374794 -0.9999743902057029; 1.0 -0.38322085377125303 -0.4175627090289183; 0.1062869048387418 0.9138220820073518 -0.9993661470625431; -1.0 -1.0 -0.542493778161343; 0.21451817334160786 -0.09552093663465955 0.6917954364625409; -0.15759263323953668 0.13407047489631513 0.04799932210246254; -0.9999952575959401 -0.9999434598934474 0.9998397027256568; 0.15726628657374714 -0.9999546342983112 0.15883945009882613; -0.9999978012314525 0.999864636927471 -0.5361795160649124; -0.8617066097050398 0.788179767103121 0.998602033842045]
131,6607,300,0.5749843892484033,[-0.06875818375617039 0.8640514002975361 -0.999999999971385; -0.9999999999999328 0.07229289191521326 0.7656823689702772; 0.09877446111286259 0.047155488734917844 0.06478749975932527; -0.5480129437485222 -0.9999999999842087 -0.42469744784348634; 0.9231053991339313 -0.5591752009864707 -0.9999999999712822; -0.999999999999999 -0.3677215245925245 -0.9999999999962516; 0.9999999999408327 0.9850193632730484 0.9960883333078773; -1.0 0.9999999999514622 -0.31803730161481053; 0.9999999999773306 -0.9999999997888479 -0.12771918964625598; -0.6613465049824964 -0.9999999999106698 0.9999999995477358; -0.3772717083280979 1.0 0.9999999999224614; 0.9999999999964573 0.9149871899629444 -0.5931597188201055; 0.7570234301417599 -0.4587663144214656 0.9999999999806645; 0.0963952536008757 0.04755791274711007 0.06320765392662957]
132,2433,300,0.6000109296319539,[0.9999998272380001 -0.3661946706200938 -0.417770780319773; 0.9999862427984749 0.9999990962076017 0.6152093868874141; 0.9477757262216857 0.8837544419368123 -0.9999984440798355; -0.9999992509452633 0.9998988101340578 0.9999990108026611; -0.03414335719638212 -0.012844135414040727 -0.09813176772969374; -0.2157719507853337 -0.00919257792038296 0.9999972784439455; 0.6897244789165183 -1.0 0.6511589445456288; -0.999997511709997 0.3727130126126673 0.1495290895991072; -0.999894782912044 -0.9999976944411875 0.936032779117484; -1.0 0.9999880313257687 -0.9999761408074285; -0.999985869802281 -0.7932077030516819 -0.8279596805285638; 0.4093351812240332 -0.9999778907574514 -0.9999997809543447; 0.9244636005292293 0.0007453683464174572 1.0; -0.010636105279595479 0.9570421189260688 -0.23240727185896104]
133,2244,300,0.5803341440654968,[0.792456402674019 -0.9721633535727716 0.14883678732287003; -0.5418010306045009 -0.4217512024967473 -0.9999981002669158; 0.9505156827269461 0.9999839553402504 -0.9995259078996864; -0.9999999864184601 -0.2213586860115626 0.9999892662705038; -0.23432483441958718 0.9999999570361707 0.9999999726347185; 0.1927969025137056 0.19623186753758223 -0.18487055161419547; -0.999999168178385 -0.9999999965446326 -0.31318122326176145; 0.9999999397310065 1.0 0.6462739552203295; -0.8077113333923759 1.0 -0.9999999933157374; 0.9999997277243982 -0.9020918922239187 -1.0; 0.20381712086184528 0.18486661211219105 -0.18729176867074057; -1.0 0.8751538735375151 0.2973547018856408; 1.0 -0.32685345137304433 0.9999999530390665; -0.1716309673601641 -1.0 0.9999977831451173]
134,3557,300,0.5412061032646656,[-0.9999999975552817 0.9999999999999781 -0.9999999948422812; -0.001855689133122538 -0.005860086949346085 -0.9468110685510548; -0.01180771048238268 0.012003739096294765 0.9861850764603759; 0.9999999262120804 0.9999999966866849 0.9999999999970667; -0.9999999971143373 0.8968829985038994 0.9999999999693617; -0.9378012573449016 -0.0008647354196536952 0.004416739567624716; -0.9999997620922654 -0.9999999994690503 0.9999999996562037; -1.0 -0.8999605557173667 -0.9999999999980279; 0.9999999999998961 -0.9999999997262573 -0.9999999998743697; 0.9999999999980991 0.8774913205296293 -0.9999999999167607; 0.9999999995397211 -0.8189443580529444 0.9999999954751063; 0.014932897620018938 -0.9763060189352104 0.011311392333094101; 0.006950950321617251 0.9999999964599413 0.005389355174813328; 0.9999807613741355 0.00951077057653479 -0.005877116726583287]
135,1878,300,0.6023742360492039,[0.821136080376136 0.12031966735199283 0.18945013348729248; 0.9999981878387709 0.9997675786215341 -0.9827121757207337; -0.12914459975400575 0.9808126622544506 0.487815503120832; -0.891786302895637 -0.8460308315112379 0.9999991764090046; 0.7344339970085656 -0.9599643322864391 1.0; -0.9999721041746391 -0.031662274035094355 -0.9999993994497224; -0.6867740619259456 0.9999600398547646 -0.8308816037667248; -0.999995454816957 -1.0 -0.18805822385897894; -0.9999998671982719 0.8794499429985212 1.0; 0.28204850157176403 0.03346534074856006 -0.896978727513009; 0.9999921491268503 0.9757131380633097 0.9999991808498073; -0.21365913500702544 -1.0 -1.0; 1.0 -1.0 -0.5365246161809839; -0.07164647522114312 -0.13013033894331563 0.17005859228031595]
136,2779,300,0.6057221720899634,[1.0 0.7422162598982682 0.9999999884849193; 1.0 -0.9540514280665958 -0.999999999919623; -0.9408017808396648 -0.9999995018063227 -1.0; 0.7752846137256834 0.999999650358276 -0.9999994816896278; 1.0 0.13600334034901893 -0.009452715665487688; 0.080460518977792 -0.04078286826088049 -0.9999994306297771; -0.7201995053319626 -0.02399706004811874 0.185588644708291; -1.0 -0.9999999923441945 0.9999989467300473; -0.03270701417484257 0.8658137444333541 0.21909616591791242; 0.28304745053544755 -0.4931259651329379 0.9999934899995164; -0.9142592188201384 1.0 1.0; -0.9999999814607327 1.0 -1.0; 0.36691908126905415 -0.9999953601102395 0.1686279403971558; -0.9998612962057369 0.0555616901125663 -0.9994835743872404]
137,3517,300,0.5880309873879024,[1.0 0.1122206203947753 -0.9999999997419687; 0.9999999999567083 0.9999999999898541 -0.19162569808066482; 0.8623244206510867 -0.9999999999973846 -0.9999999994311977; -0.9999999999991558 0.8799378089696146 -0.7386490833930461; -0.9999999977319145 0.9999999844360399 0.9999999881016213; -0.9999999997418442 -0.38433642552906516 0.050160142510111326; -0.9999999970087086 -0.9999999895048963 -0.9999999996378223; 0.14306053752467604 0.999999997689585 -0.999999999903421; 0.9999999999753221 0.7696583633696962 0.9999999956573595; 0.11375529143314597 0.07854967828137971 -0.06371783635322563; 0.9999999968215637 -0.9999999999956757 0.9999999997579446; 0.1507464184560329 -0.9232967728111519 -0.002264137425336775; -0.9999999996081284 -0.999999999838178 0.9999999999656913; -0.18907830459376992 0.1176149037435247 0.999999996600203]
138,2793,300,0.5409551677892018,[0.999999886989597 -0.9999997933273866 0.8327016871332146; 0.0005572765452011299 -0.9988318327053699 -0.012368421078052845; -0.999999999648618 -0.9999999999537387 -0.8398424419364794; 0.9999999965504388 1.0 0.999999996221364; -0.9552647641190849 0.0069315638199068455 0.008617512089206608; 0.009246744383741168 -0.007568565015931494 0.9999999688536988; -0.00021322064560096258 -0.005593637495033814 -0.9913253258212177; 0.9999999999911227 -0.9999240343159955 -1.0; -0.0049818794743989 0.9457165837372377 0.0005298029201848088; -0.9999998875792578 0.999999948239966 -0.9999999624110952; -0.9999998274062853 -0.999999991369952 0.9999999983104384; -0.9999999979538429 0.999999950760346 0.8959063748184394; 0.9851869078453676 0.002483172444362595 -0.01575070413497455; 0.9999998451580734 0.9999999999692533 -0.8582255930853874]
139,4189,300,0.5997589615920845,[-0.9999999999976097 -0.24671244320086513 -0.9999999995713409; -0.9999999885741288 0.9999999981826314 -0.8475392989439051; -0.24622796732299415 -0.9999999985624065 -0.99999999956979; -0.16707825643782784 0.999932587514303 0.41224749870263194; -0.10182951591717264 -0.13563248164591757 0.06690241481878108; 0.2008414296435834 0.1737389572183451 -0.7786593953347568; 0.9999999945966245 0.9999985117128333 -0.9569943717338427; -0.9999999735280697 -0.9999999605749683 -0.15269176817717725; 0.9999999999818511 0.9999998468791552 0.9999999895915455; -0.9641326073303483 -0.979900317177548 0.9999999997773691; 0.9999999995998948 -0.14455582156967378 0.37324024825728574; -0.9999999995849469 0.6509278900207718 0.999999990593594; 0.6559588650923841 -0.9999595964260785 0.9999999978129591; 0.9999999997344292 -0.9999999780761233 -0.8670250966686637]
140,3196,300,0.5804466496062781,[-0.9594887434357263 0.9845608536631053 0.9492456301656576; -0.9999999999949413 -0.28494078859691174 -0.9999999999653026; -0.8136917929052709 -0.9999999998431419 -0.13505712609620424; 0.161940955491922 -1.0 -0.9999999989536954; 0.9999999999821585 -0.9999999999225464 0.2988568646362951; 0.9464202284286054 0.8078198180744905 -0.1971823601180518; 0.4283026528607112 -0.5413189819988857 0.9999999998221589; -0.9999999999225003 -0.6964005688998613 0.9999999999224619; -0.16669826338979193 0.1828594449012669 0.14580211238788507; 0.32654291999774704 0.999999999989235 -0.99999999999478; 0.8748950192257964 0.9999999999994426 0.9999999999157061; 0.9999999999391901 -0.19359931972323446 -0.999887909503329; -0.1677960459462812 0.1769054115359813 0.15042502557992335; -0.9999910917025923 0.9999999999191345 -0.669409640858258]
141,5319,300,0.6102616037844858,[-0.9999999999999961 -0.9999999999999566 0.5354137691492957; -0.7210470361460657 -0.9654527045990929 -0.999999999915883; 0.9949975316235524 -1.0 0.432729089170265; 0.9999999999972978 0.9999999990970724 0.9931485923127578; 0.2931871255306642 0.9999999999998963 -0.925773791449338; 0.6068504240132352 0.006733678010673686 0.9071637698726084; -0.08527049594987691 0.9996640459787297 0.17439763969697078; -0.3812219271645506 -0.5050180195909784 0.9999999999772844; -0.9576076005204227 0.05058095597312465 -0.0722406697614599; 0.005411135744406805 -0.03508353045278621 -0.15755286478125496; -0.9999999999999949 0.9999528098936777 -0.9999999999898143; -1.0 0.999999999996342 1.0; 0.850546836681472 -0.999999999999987 -0.9415593655595441; 0.9999999998773512 0.36400716162628377 -0.9196847849286856]
142,7334,300,0.5739821889902349,[-0.842551480525173 0.9999999992010339 0.9999999945366431; -0.47131130005144584 -0.9999999997024057 -0.2834209554856334; -0.9999999956045054 -0.9999997456330133 0.9999999999955475; 0.8018664265463157 0.7213208669261643 -0.9999999999777225; -0.9999999995357752 0.9999998863279376 -0.9939237283292146; 0.9999999999952004 0.49845087727553433 0.17988059896002132; 0.05897446953793491 -0.019545767531439336 0.055936318797957144; -0.9999999913979251 0.010763229842363586 0.23220304330782607; 0.9999999956461506 -0.9999886064341174 -0.8961261229998632; -0.026076191974781643 0.9999999992922614 -0.1585533820834216; 0.9999999982359319 0.9999999991034267 0.9999999994387484; 0.9584750465060947 -0.9999999967095472 0.9535120788819063; 0.014025837671472568 -0.12930167748534163 0.9999999996558072; -0.5414373761150784 -0.42602525080151493 -1.0]
143,3808,300,0.5920958439679364,[-0.9999999584464281 -0.9999911354215247 -0.48209144173885315; 0.9999997703461444 0.18544978895710845 0.07812353939739622; 0.08244625320500402 0.9999999945136303 -0.9263056945254778; 0.9999996732734651 -0.9999990538383331 0.9999966348009152; 0.17573454540369304 -0.12569307560116882 1.0; 0.9999994198231116 0.9999998972328842 0.9999908960950461; 0.9999999974415271 0.6237232086150459 -0.9970804546218024; -0.695234620453134 1.0 0.8507823571878764; 0.22948917523787685 -0.9999997866408686 0.1257438486049417; -0.9999999158384024 0.7129393968646461 -0.5297249687235435; -0.9999999786589924 -0.823870017585527 0.9999999929310245; -0.01210800063095111 0.05363670081026263 0.007868772454280531; -0.5436665094948196 -0.23831614627099704 -1.0; 0.999987965708765 -1.0 -0.9999873223817022]
144,4515,300,0.5749848660334871,[0.4373177369367102 0.9999999999999888 0.9999999999995285; 0.6912416667653937 -0.18771513257879374 -0.9999999999995591; 0.3331661042998139 -0.9999999999997305 0.9999999999997221; 0.28802210341561385 0.999999992002028 -0.9999999999995925; -0.1873988395486041 0.05864709732010583 0.08443013473211848; 0.9999999999975587 -0.9999999999998627 -0.4356583781067977; -0.999999999999993 0.9735437989558318 -0.7528881158106138; -0.9999999999999691 -0.6317909483213254 -0.9999999999963869; -0.3700956607201911 -0.9999999999995212 -0.44816604166636936; 0.999999999998614 -0.010156529100108771 0.7339179799562977; 0.9999999999937252 0.9999999999994421 -0.1387534066494726; -0.18940300361563858 0.05803472539964286 0.08640016437848475; -0.9999999999998117 -0.995365578160332 0.9923078398452398; -0.9999446069696774 0.7640485637341465 0.9328786632887069]
145,2894,300,0.5773198175479284,[0.08321354170110352 0.04607728743289571 0.09092637838271486; -0.5031096353386547 0.9999997950317807 1.0; 0.9999998685417137 0.9999999048743753 -0.523074155847433; 0.9999999873152063 -1.0 -0.33514457507819934; -0.6638900849950706 -0.9999786028295181 0.1238326279252912; 0.9998680562916581 0.7100597440343438 0.9999982900211463; -0.9999999084887391 -0.15727947172621384 -0.9999999966413984; 0.5866658743975091 -0.8889840610938543 0.999999977117182; -0.9999972970678714 0.6290533143791074 0.1591248671474221; -0.041505352877539925 -1.0 -0.9999987776304623; 0.08346450444058541 0.04938199830409043 0.09609896006258943; -0.3375978639295282 0.9999999923304478 -0.9999990824211472; -0.9999999993578332 -0.6991458066961763 0.9999998596210713; 0.817294252589353 -0.00474459092619616 -0.9999988727217026]
146,2571,300,0.5360743597560437,[0.9999999999356499 0.9999999999999889 1.0; 0.9999999999604686 -0.9999999994130911 0.9999999999963805; 0.0038920218621411274 0.9869693033049443 0.0011687318353339562; 0.9885558670134449 -0.003448088772539584 0.00150264287605018; -0.9999999998425564 0.999999999530691 0.9999999998395939; -0.9999999999988638 -0.9999999999547113 -1.0; 0.00569456340020009 4.245470321895596e-5 -0.9873336263342032; 0.0064126706088245234 -0.987982860064347 -0.0010515353178198854; 0.99999999962323 -1.0 -0.9999999999959067; -0.9999999999280245 -1.0 0.9999999999960522; -0.9863690306487334 -0.0018992290958885537 0.0010925797247843306; -0.9999999999990925 0.9999999999969685 -0.9999999999510203; 0.9999999999300392 0.99999999999997 -0.9999999999973526; 0.004046500843593065 -0.0037442105452438045 0.9876258092687815]
147,1161,300,0.5877394581306502,[-0.0618277243008941 0.9763761332631501 -0.13900872522376845; 0.9999998695219555 -0.9633276573814923 -0.99999925697688; -0.08589376261802678 -0.03842164810036319 -0.05988034802110042; 0.999989310084198 -0.9999975197683553 0.9999860726847574; -0.9999977081828272 0.9999924120797851 0.9999844673680011; -0.9999994916180003 -0.15532748083703282 -0.9999958252074306; -0.853268743803665 -0.8067741051640991 0.999999937819851; 0.9999994462758552 0.9999996504284293 0.9999968860605993; -0.9999994699481873 -0.9999990126683752 -0.23988324417877963; -0.9980540698276168 0.9999974497479932 -0.9999865205674286; -0.12462315699516029 -0.9999955275900108 -0.9999970689484263; 0.2858304142498294 0.2434604838819517 0.9999858305920094; 0.9999999722334041 0.9999902295715392 -0.999999810592178; 0.9999870351176793 -0.13173612616607588 -0.03923288065386091]
148,3850,300,0.5749158599666289,[-0.6515417786998912 -1.0 -0.9999999999478562; 0.999999999995527 -0.8814570259182091 0.3052931654029019; -0.31913843317050417 0.9999999999516755 -0.9999739433028542; -0.9999999999997627 0.9999999999978237 0.573896910910498; 0.5287488745960689 0.9999999997668524 0.5221277711281399; 0.12630019292032477 -0.9999999998972761 1.0; 0.999999999468294 0.32288970373011516 0.9999999998197497; -0.6945923759923696 0.15124707382002908 0.999999999996937; -0.9999999999617549 0.0802824827523152 -0.7569602443538705; 0.9999999999422912 0.9178806816095129 -0.9999999999999433; 0.04822740575465982 -0.05107234920715691 -0.11703133241331334; 0.876250482448367 -0.7152772693344199 -0.999999999935115; -0.9999999999720612 -0.9999999995203515 0.3446922803982571; 0.05012110045005083 -0.0515461084075032 -0.11736843978454922]
149,1797,300,0.536101786166196,[-0.9999998646941386 -0.9999999946715392 0.9999999953414603; 1.0 -0.999999518946669 -0.9999995413350903; -0.00535152664976151 -0.00970448150720751 0.9879240896791485; 0.9999999945705577 0.9999999973574865 -1.0; -0.002493996961297104 -0.0032397991026003846 -0.9859366986082585; -0.004816908241060377 -0.9879785517683491 0.005452021018511837; 1.0 1.0 0.9999999998542382; -0.9878074691744615 -0.0011513672603240877 0.005046890205906415; 0.9860316129156043 -0.005444123491641444 0.0022787117495345413; -0.9999987095936415 0.9999995463028557 -0.9999996317182542; -0.9999996874720599 1.0 0.9999998885873208; -0.003934918986114465 0.9858491594924641 0.004449724908759878; 0.9999999997261461 -0.9999999985804291 0.9999999999768918; -0.9999999916676349 -1.0 -1.0]
150,2563,300,0.536157645179008,[0.005815885151910043 0.9945657889031011 -0.01719140907368866; -0.9999997842913586 0.9999999829814836 1.0; 0.9999998011346435 -0.9999986114533224 0.9999999440719622; 0.011712040211773491 0.010134209847567844 -0.9945860523610565; -0.9999908143108531 -0.9999962519577483 0.9999990689445908; -0.9999999995715114 -0.9999941996979259 -0.9999999312243313; 0.999999999537742 0.9999999849825701 -0.9999999845666686; -0.9881992139181938 0.005385920398122638 -0.00742780821413269; 0.9999999826321911 0.9999994034518064 0.9959620320133603; 0.0067573615796883155 0.009322079981314098 0.9882189105055511; 1.0 -0.9999983006166351 -0.9999999985272188; -0.999957262274239 0.999999975708772 -0.999998192330669; 0.9945205106797347 0.00506735693165586 -0.006832055566455638; 0.00785462522731239 -0.9882333490004644 -0.007927826132367378]
151,3737,300,0.5809838517145927,[-0.10784977307962622 -0.9999996645218853 0.9999998667793314; -0.9999999262350248 0.0015737619927201475 -0.7851781315315045; -0.3786806136931969 0.48724162356955675 0.9999999989012496; 0.08320347950189183 0.03354725286041534 -0.0855453742210141; -0.578248396500222 0.9999746505186856 -0.9999999838563566; 0.9999999999998922 -0.725955718509818 -0.9999974960047995; 0.08301929065196179 0.034013017120963704 -0.0779363235815321; 0.9999998860196951 -0.30379524690718823 0.9999997677992638; -0.999999991531572 0.9999999598911665 0.43887820364924685; -0.9999992366890071 -0.8750302803256903 0.47863013052137215; -0.47728532848862654 -0.9999999312027132 -0.9999988676775966; 0.9897817100235924 0.8815908236913066 -0.7408013056676714; 0.863353735369555 0.9999997784755071 0.7597555702116271; 0.7354472896983871 -1.0 0.025227050403180882]
152,1450,300,0.5980432692057894,[0.9999997083787084 -0.9999154915413344 -0.604454916811448; -0.9999880751901655 0.3263275468560685 -0.875236795776715; 0.6234468536838096 -0.037880417258278246 0.02376660716335101; -0.33667012623786213 0.28055412444996 0.999992030677722; -0.9999995563199414 0.9999909358166381 0.6467819745914326; -0.9998451477780318 -0.991661525155227 -0.4681955715517933; -0.15966405144234685 -0.9992966616277602 -0.9999788163295974; 0.9999999988805002 0.5922364223258246 -0.999993712577724; 0.9716228997653633 -0.9989773627073171 0.9997742292471299; -0.238965352024874 0.9999281973577024 -0.9994513973528041; -0.07202228328837391 -0.2222433890762566 0.052445143877932; 0.33165920431996476 0.9999783225155697 0.2613931894351152; -0.9556920913805176 -0.9999990884598616 0.9999835869579401; 0.9999906916345925 0.9999825946187628 0.9992689428367506]
153,1927,300,0.5978245157873169,[0.9999999830909287 -0.999997849171982 -1.0; -0.8652771964613012 -0.9999991679619092 0.9844741158630219; 0.08392654732422265 0.9999999913585397 0.3066082406053238; -0.9080394452930853 0.5779647317327773 0.9999964290745792; -0.46966712418882356 1.0 -0.9999806002831261; 0.07363419544666817 -0.057414515936235706 0.27312622576173895; 0.9999997506761857 0.9994169193437558 -0.8577320592806325; -0.9999979486919793 -0.5460476379887453 -0.906672071609783; 0.9840332581060617 -0.9999965049897942 0.999944346680055; -0.9999999299437633 0.8037145753038474 -0.23805629522132737; 0.11422550367637221 -0.005345114506292505 -0.9998688121156214; -0.15320984917716052 -0.9999998950868425 -0.5197531086701754; 0.9999592197716426 0.9999999698819502 0.9999998812640666; 0.9726001615452889 -0.08270420915957671 0.1679418457536228]
154,8999,300,0.5763493201799412,[0.9668734308664174 -0.09406996967551487 0.6924133343753515; -0.6506717883473662 0.9999999999960861 -0.997993455082159; -0.06752931311665289 0.14107224862128565 0.03125150983987028; 0.628690864739742 0.2180997404228922 -0.9999999997043697; 0.9999999999916267 -0.9999999999970315 -0.33269324056026445; -0.9999999999995931 -0.3275538242065796 -0.9999999999994227; 0.673733654840443 0.9999999999764443 0.9999999999793963; 0.9999999999990297 0.999999999995921 -0.46919825730427284; 0.2919452852869848 -0.9999999999634327 0.9999999999714012; -0.7315202263177032 -1.0 0.08558025777176927; -0.07021998983501287 0.13288975495625321 0.036451718339418085; -0.8666933934647395 0.9999999999977622 0.6681437161231599; 0.04465236302649976 -0.9999999999555886 -0.999999999999998; -0.9999999998198759 -0.3901964339669763 1.0]
155,2897,300,0.5884420891927491,[0.9999764732208519 -0.9999973414398109 0.9999998724661184; -0.9999999951213129 0.9999948539850317 0.16747057722351363; -0.24339258618973317 0.9999999980295958 0.9999999849261205; 0.01993565650749308 0.10617842373486151 -0.9954054805863544; -0.9999945575555189 0.8993770575149816 -0.999997607067799; 0.9999995236097561 0.8951793927469217 0.7903034966957655; -0.8675250934977246 -0.9999998336347162 0.9999999872394537; 0.9999953920407664 -0.3341938630948295 -0.17578309464196681; -0.9999996598734411 -0.9999998398946753 -0.9999870970660228; -0.1720527766339696 -0.9691400619245435 -0.016616137597697384; -0.9999999645667643 0.07889826797495947 0.9999990393369307; -0.038015748100092096 0.07360275108627061 0.09014066453048246; 0.9999994620688122 0.9999995897680082 -0.9999994939823635; 0.999995396193987 -0.9999999272518151 -0.9999986629162724]
156,4920,300,0.5874720979063601,[0.9991904769630525 -0.12173353266592984 0.08905588634633103; -0.9544771300394872 -0.9999999999484411 -0.9999999999791354; -1.0 -1.0 0.12515542208911717; 0.9999999999290825 -0.9988404315677967 0.9992848953132205; -0.9999999999900652 0.999999999775743 -0.9999999999989649; -0.1291482906880027 -0.058032010398557016 -0.989676707382577; -0.13475285406742749 -0.9999999989835864 0.9999999999986967; 0.2677770157588908 0.999999999904412 -0.2656806281440053; 1.0 -0.9999999993741147 -0.9999999999998607; 0.9999999999718006 0.9999999999072451 0.999999999981568; -0.9999999999988247 -0.2524039281066731 0.9999999997689683; -0.8334396342356726 0.999999999964011 0.8455147032761023; 0.9999999999215208 0.9999999999344596 -0.999999999938772; -0.040597257962390276 -0.06737485189537998 0.06905795370536628]
157,2222,300,0.5468052744363381,[0.019195251175648877 -0.84283028739197 -0.02125505376256738; 0.031422180461860176 -0.020094937228270045 -0.9786007947515534; 0.9996754001608935 -0.99999997767318 -0.9037232247315431; 0.9999999417601847 -0.9999878731544934 0.9999998684762571; 0.029542792354879433 0.9999924545235607 0.059638357148743104; 0.9999999908184102 0.9951826856466119 -0.9999923699554719; -0.9999994194339609 -0.9851891620679215 -0.9999796914776782; 0.9493528588784917 0.9999999472183783 0.8816702322401415; -0.9999885861317345 -0.005992993136395786 -0.028589906066269155; 0.9871779720855381 0.006410807623753697 -0.0012242688820629161; -0.9234143388052632 -1.0 0.865239341068131; -1.0 0.9026895442922444 0.9999956256618738; 0.024270102691558555 -0.01090094038292875 0.9992601544939986; -0.811662447234073 0.9999884250050257 -0.8259171050296374]
158,8510,300,0.5830672346608149,[-1.0 -0.9999999808712342 0.2614049737095259; -0.999999999967551 -0.9999998992735398 -0.9999999988913347; 0.21444871183197595 -0.9999999990913446 0.013199985363493384; -0.7684579207666173 0.9485633853379164 0.9999999999498137; 0.6065980296242126 0.9999999999806585 0.5453505286062182; -0.6110552956974586 1.0 -0.9867991439443983; -0.4094953008859523 -0.5371000086160643 0.9999999989268182; 0.9999999976053036 0.9999999854512838 -0.9999999973171871; 0.01997547963590593 -0.011132138556556967 -0.02568540133411004; -0.11544560112509548 -0.21683283404002995 -1.0; -0.9999999995394363 0.3830944102997331 -0.050608680483187986; 0.9999999998717386 -0.9999999959553161 -0.9729413220314407; 0.9999999665934785 0.19028319782259542 0.4140107213841915; 0.9999991646044859 -0.9999980549046069 0.9999999999951025]
159,5897,300,0.5761879280190219,[-1.0 0.6891655414605037 -0.7890924839095862; -0.0707499218897303 -0.048535818220882446 -0.9999999999898374; 1.0 -0.999974672863088 -1.0; -1.0 -0.41186754415058335 0.5421454854029223; 0.23615799657128428 0.010492123791864209 0.014418170357336604; 0.9994283602630816 0.9731192111776913 0.9999999995064281; 0.170391890321916 0.9999999999996327 -0.5485955661919708; -0.9999999992355307 -0.9999999999999422 -1.0; -0.781997718057079 0.9999999997645361 0.8639793764523956; 0.9999999990743301 -0.9999999997592429 1.0; 0.11995987183706773 -0.9999999995612929 -0.0025876783046953696; -0.17539347401475158 -0.44688164243746914 0.9999999999986131; 0.9999999987770718 0.01895457974383911 0.09658165829102314; 1.0 0.9999999999482635 -0.99999999999556]
160,1908,300,0.6016364980046962,[-0.9999996318154701 -0.07181769010478338 0.9999980075846758; -0.7772762624590049 -0.07720978501480676 -0.18662394550208117; -0.9999997688777607 -0.9999997874519464 1.0; 0.9999934307739957 -0.9999984908781604 0.9941820946136097; -0.7855977224450722 -1.0 -0.9999998551184108; 0.9999939995777005 -0.9999990273133353 -1.0; 0.2820417490115958 0.9999975522443806 -0.33676325226195536; 0.027084196425609837 -0.7514395694301521 -0.0003809900392928352; -0.6887509883479708 0.9999998060945826 0.820034107253135; 0.3502069651950303 0.3547377770149274 -1.0; -0.9999997282451507 0.8667831696520345 -0.9999946506559256; 0.9999999944176927 0.9999997985504727 0.9999999987936494; 0.12927754742300226 -0.009082159703975193 1.0; 0.9999998019292778 0.05599936733076739 -0.03802957358733052]
