nPsoRun,n_iter,S,fgbest,optDes
84,1757,300,0.8348559151621037,[0.9999998514926486 0.1309151908613286; -0.012728601909690197 -0.8000227217799605; 0.007776980098030326 0.1550413324534209; 0.49702097218701086 0.9999999793718581; -0.9970395706646022 -0.024487185564459092; 0.9999999297377393 -0.9999977488587369; -0.7482912579885396 0.9999974501485669; -0.9999999109342923 -0.9999999938654912]
85,1473,300,0.8333071645116237,[-0.999999999999021 0.7008273376282507; -0.09868532119969041 -0.9999999999883052; -0.019375774081565385 0.9999999999961092; 0.7945910201827939 0.004640882039403515; -0.14728983057022316 -0.00776716724444622; 0.9999999999993124 0.9999999999967172; 1.0 -1.0; -0.9999999999994685 -0.5715512557975804]
86,1554,300,0.8352469136235754,[0.9999854602362672 0.038436812364333356; -0.47941040856522693 -0.9999998382550487; -0.9999964999410798 1.0; 0.013879807566142944 0.7985429322584019; 0.006964450736411847 -0.1656381372136386; 0.7791772048974095 -1.0; 0.9999997562723628 0.9999943517770068; -0.9995059669035171 -0.14972284788988213]
87,1353,300,0.8610352194243251,[0.0061096083340585125 0.9989866382114512; -0.592741907877049 -0.00874602364065009; 1.0 -0.9871996027873838; -0.9999982179355897 -0.9998248944650892; 0.5633005638855088 0.011689897444963957; -0.9999994530031977 0.9961674531683223; 0.024115626661661223 -0.9999992527201182; 0.999999999080511 0.9999999994965443]
88,1147,300,0.8345485982606586,[0.16985027532697958 -0.009413622805301166; -0.9999999375130936 -0.9999999840127682; -0.025369138518821943 1.0; 0.9999999535616655 -0.49685128969303666; 0.9999998995225133 0.7603873681158673; 0.1354078883280641 -0.9999995048558735; -0.7976314897178278 0.011455101960454522; -0.9999999847794154 0.9999993419445088]
89,810,300,0.834835107807024,[0.999999044367424 -0.034635378955511824; -0.9999994482022204 0.13818918249272366; 0.7608393862050394 0.999999288574632; 1.0 -0.9999999525975833; -0.48345034653060626 0.999999949502231; 0.001980111305130268 0.16487060254890853; 0.01254319121138454 -0.7980173356920219; -0.9999999986792318 -0.9999998183832415]
90,990,300,0.8365799957450516,[-1.0 -0.4556918573964554; 0.05438305270639571 0.9999977103120753; -0.15024140868814218 -0.011963935341239683; 1.0 0.9999960477523323; -0.1700185174028988 -0.9999999779643888; 1.0 -1.0; 0.8003155620786139 0.008228310299406683; -0.9999946187765898 0.8090803120883283]
91,588,300,0.8610503892750301,[0.9992168802703737 -0.9999999960135232; -0.999821400804755 0.9999999979481474; 0.9999361311566919 0.01456661063215696; 0.0017052159946480824 0.5634226247625979; -0.0014395829134623147 -0.5918218179300099; -0.9999993183685045 -0.9999998367853509; -0.9999307059619127 0.014620742338290306; 0.9911281625731024 0.9999999578891852]
92,919,300,0.8356230361652667,[-0.7953937858430502 -0.9999980196629974; 0.9999109035417649 -0.15658446804334894; -1.0 0.9999994320135478; -0.010565853275791091 0.7994400857638638; 0.99999502569958 0.9999987853419693; -0.9999980804884467 0.03945224905722321; 0.01930630094287247 -0.16197544677992598; 0.4756140080619517 -0.9999982513113823]
93,1208,300,0.8585217245087252,[-0.9999999998726175 0.9158998974216765; 0.03618822290619864 0.9999999999956614; -0.9999999999902714 -0.9999999991722174; -0.6210947423277622 -0.009059974627461477; 0.024073870807343457 -0.9999880388702186; 0.9999999997707176 0.8951140861891161; 0.5545308839210237 -0.002649954104603588; 0.9999999999727858 -0.9870770465581566]
94,408,300,0.8598339552520927,[-0.02155334043359674 0.5621414681651025; -0.9642701567517059 0.9999999669435896; 0.9252897208258337 0.999994082667983; -0.9066576753694243 -0.9999981176689619; 0.9999933573342233 0.04305863440533891; 0.018316418538569714 -0.597048116875452; -0.9999944374354566 -0.011916561957281416; 0.9999999863134197 -0.9999970942759797]
95,2481,300,0.8343759871628263,[-0.9999999232798225 -0.9999999979418852; 0.9999999900231603 -0.7562307322734321; -0.022411149506835315 -0.9999970476061796; -0.7971501864402321 -0.012260138916104656; 0.17077792659156704 0.002285823895398891; -0.9999997260381346 0.9999999996276703; 0.9999999301139606 0.502816611564213; 0.13351587620347843 0.9999999384765222]
96,1173,300,0.8524035801881272,[-0.07926356710278396 -0.08814032275910592; 0.8969833324762776 0.07825671182430272; -0.9999999996753759 0.9214407218114352; -0.9999999999836793 -0.3407714583565414; 0.07779562059916117 0.907086895389175; -0.2883240851056689 -1.0; 0.9999999999038762 1.0; 0.9999999999177486 -0.9999999999266788]
97,640,300,0.8638470671411107,[0.04400532245161771 -0.9536723207434912; 0.9999999957625664 0.9998079877193783; 0.9999998036431951 -0.9830687684100343; -0.9999999999999418 -0.9980897099981817; -1.0 0.999992548392413; 0.5760799135807453 0.005601291616424684; 0.013765488443391089 0.9967165706751556; -0.6305430240362082 -0.03722514038938336]
98,2861,300,0.8367438068196061,[-0.8109123311119155 -0.9999999838895887; 0.9999999842217284 0.9999999998064418; 0.013436174713221683 -0.14326083179846943; 0.433446806454102 -0.9999999969936502; 0.9999956289676604 -0.17117698591554478; -0.008068833069897025 0.8010954385282589; -0.9999999771129686 0.06744088746378712; -0.9999999998251013 0.9999999989172353]
99,883,300,0.8385850670490899,[1.0 0.9999999687081623; 0.8396049768474296 -0.008720983107188435; 0.9999977217355633 -0.9999999705285305; -0.9999977887452518 0.9999987802303059; -0.8383311277205283 0.03259091945912417; -0.9999992254036739 -0.9999960683616386; 0.020405939354352812 0.8321454863554434; -0.021038392285690512 -0.8455556619263047]
100,2135,300,0.8344765032537539,[-0.025721650632857692 0.9999999844113919; -1.0 0.999999960009932; 0.999999999890645 0.7544993841634365; -0.9999999997696771 -0.9999999826642674; -0.7972874378787035 0.011962092229107924; 0.13402162508816828 -1.0; 0.9999997200255469 -0.4987083048282339; 0.16214559965675132 0.002566065622419759]
101,1151,300,0.8349306606017372,[0.99999985116422 0.14186749747805763; -0.0181204622674577 0.17092876288146663; -0.7649252859817814 0.999999018841029; -0.9999991826669055 -0.9999997762759795; -0.9999999863986204 -0.034573313019020946; 0.9999997370657008 -0.999998953419848; 0.4863959696633826 0.9999997796977822; -0.01570992635318972 -0.7976925544677311]
102,2410,300,0.8338055397354335,[-0.7966866129107291 -0.00973905328726011; -0.9999999998448855 -0.9999999999972118; 0.15667592084061022 0.005754780600475816; 1.0 -0.7239958654353292; 0.11371429010735078 0.9999999999510372; 1.0 0.5535248549401321; -0.9999999999932108 0.9999999824452004; 0.008662422780691615 -0.9978237383724973]
103,1245,300,0.8368522600914144,[0.44143248988814654 -0.9999933336219717; 0.9999995668708473 0.9999999810870898; 0.006679541626340286 -0.15258784365850867; -0.9999889865035219 0.9999996931304912; -0.011483571923758588 0.8011694532644198; -0.8263583035680264 -0.9999994106162344; 0.9999786828887098 -0.17975439928381634; -0.9997855027147686 0.06350386921889951]
104,2242,300,0.8334926121446533,[-0.09600143076074316 0.9999999999874337; -0.15531061289519998 0.005157243262689779; -0.9999999999994135 0.6105768036162463; 0.9999999999958527 0.9999999999989159; -0.9999999999928423 -0.7002411356019208; 0.792896125023762 -0.0037968394515099434; -0.04119862482734268 -0.9999999999886896; 1.0 -0.9999999999784757]
105,1186,300,0.8333283794438967,[1.0 -0.6950382559081391; 0.09437343450451766 0.9999978728407215; -0.9999999999037408 1.0; -0.9999999986164032 -1.0; 0.999999999803734 0.6027634200924167; -0.7932959307035214 -0.004964950421150694; 0.15176269279222895 -0.0010797306929337224; 0.036427649011218526 -0.9999999999755911]
106,762,300,0.8371766496952627,[0.9999999353529554 -0.4393835345583583; 0.18170492393114743 -0.999976018005328; 0.14218750145169082 -0.01691457112689936; -0.06510082383675427 0.9999141259293486; -1.0 0.9999632800983774; -0.8016003227596178 0.00737638559621964; 0.9999954011535616 0.8291601588264778; -1.0 -0.9999995373999783]
107,1518,300,0.8384241737542737,[-0.023146781361679837 0.8401780185162105; 0.8393028472480958 0.021150854980327483; -0.9999999999990646 -1.0; 0.022936587805013713 -0.8380619042605634; 0.9999999999981456 -0.9999999999985695; -0.9999999999971503 0.9999999999999152; -0.8390231461433099 -0.024926801610035527; 1.0 0.9999999999999637]
108,675,300,0.8337940532304353,[-0.9999916703888133 0.7388572086238681; -1.0 -0.5415884530050433; 0.7953884907779014 0.010318301283159729; 0.00013063433357406298 0.9999489821984232; -0.12246556532982318 -0.999873390026103; -0.16386424107344472 0.0012804044682245982; 0.9999996459969813 0.9999961525353225; 0.9999978120345883 -0.9999867887844925]
109,1144,300,0.834885340680403,[-0.7640093895910498 0.9999999563018174; 0.4822124425115268 0.9999999844764705; -0.999999978231888 -0.999999999744727; -0.013507240765713512 -0.7981160410064749; 0.999999963511386 0.13933048621520505; -0.0011749159649687086 0.17218481387618037; -0.9999994091114649 -0.034969845685188496; 0.999999998657021 -0.9999999601921606]
110,1146,300,0.8340446310386401,[0.12302791159703973 0.9999995732595144; 0.9999998459447663 -0.7369477847538785; -0.9999999995793143 0.999999971541567; 0.9999999882020271 0.5142992204204412; -0.015552403536453797 -0.9999674022158553; 0.15919271657115613 0.0008601415204780419; -0.9999999815835894 -0.9999999993743636; -0.7966309910743445 -0.010013283380328059]
111,1258,300,0.8345004319567686,[-0.9999999999744426 0.9999999996116498; 0.9999999866382683 -0.7576205602311116; -0.025767782697937967 -0.999999904106798; 0.13583832987894942 0.9999999660555592; 0.1717878751765578 -0.009226804591449856; -0.9999999989853543 -0.9999999782054262; -0.7971411891222879 -0.014117233674917375; 0.9999999992120828 0.49919182407107526]
112,2316,300,0.8351350967418708,[-0.9999997869341999 0.9999999933302031; -0.7986617222838687 -0.010375452258072682; 0.14137370190808446 1.0; -0.9999999999777907 -0.999999405014539; 0.15513570889679265 0.005798572566082971; 0.9999993650354381 -0.7655432150889012; -0.04024141150165517 -0.999998418122662; 0.9999998033133156 0.4741003681407877]
113,951,300,0.833269625165685,[-0.08497594517248283 -0.9999993236036459; 1.0 -1.0; 0.7936501725591799 0.0007525980196859798; -0.041315232552218986 1.0; -0.9999999824413778 -0.6071335174755349; -0.14562850222457663 -0.014635827718514051; -1.0 0.6818505246272204; 0.9999997583177422 0.9999999094946608]
114,2389,300,0.8382622069546022,[0.835098419224992 -0.01026754418086126; 0.007386542147629975 0.8454431913630314; 0.007821256265155277 -0.8336130693857838; -0.9999999999999674 -0.9999999999999478; 0.9999999998560632 1.0; 0.9999999999998005 -0.9999999999999696; -0.8436094815180993 -0.010836404377355054; -0.9999999999980064 0.9999999999999922]
115,2033,300,0.8340974494317805,[0.5159493982217151 0.9999999999997741; -0.749129382897356 1.0; -0.9999999999982526 -0.9999999999984194; -0.011388004511322871 -0.7964903926101387; 0.9999999999992126 -1.0; 0.9999999990905644 0.12909886265411535; -0.9999999998349334 -0.014773299074024979; 0.00162362681294962 0.16755565602596786]
116,1170,300,0.834636099304377,[0.1335666368796037 -0.9999540373390736; -0.7979993447986166 0.00903469617376762; -0.024531621386105772 0.9999700780642781; -0.9999955627053879 -1.0; 0.9999975899631232 -0.4969891914239701; -1.0 1.0; 0.16402902567758876 -0.019276108454665607; 0.9999986625900423 0.7583586228662551]
117,1902,300,0.8577814598096801,[0.6079799573480118 0.013810200021946223; -0.9999999999921981 -0.876215418456164; -0.5812451330467993 0.008781481615318703; -0.01601890717466014 -0.9999999999991768; -1.0 0.999999999993034; 1.0 0.9971647432969963; -0.007228642460517401 0.9994778536971756; 1.0 -0.8931523735128444]
118,1252,300,0.8607033629283869,[-0.6221230690453375 0.008943472721972897; 0.9999999678292008 -0.9954924848318942; -0.9999997813272616 0.9981245367242617; 0.06194111103578487 0.999995168358971; 0.9999999466360857 0.94054955228602; 0.5362687673574905 -0.02059569231957234; -0.9999986088755813 -0.9710040229726149; 0.020724805905440714 -0.9987107319035011]
119,1515,300,0.8335196000054623,[0.9999999999994583 -0.9999999999970743; -0.6584808041169076 0.9999999999979425; -0.9999999999986915 -0.9999999999999877; -0.9999999999892456 0.07154068190200494; 0.9999999999793499 0.06894084867455588; 0.6592571806880777 0.9999999999996567; 0.0019608129648016706 -0.7922591722826416; 0.009385906088629072 0.15291859251008993]
120,907,300,0.8367547291882551,[0.15950016711259038 -0.0055092489104583645; -1.0 1.0; -0.9999988487050291 -0.9999998419899484; -0.800787826736165 -0.01272221119988173; 0.9999998537512347 0.4397529888704388; 0.17113194460353273 0.9999852397163268; 0.9999940428047562 -0.8099898493459831; -0.06409748314921279 -0.99989121033009]
121,1872,300,0.860255467528276,[0.9999999999996267 -0.8079540274873475; 0.13660890850944282 -1.0; -0.6993714217338365 0.00538887042039242; -0.999999999999997 -0.9713576175526022; 0.047747110054010146 0.9999999999999835; 0.9999999999999922 0.9457224767780336; 0.4484398768147584 0.046377790999331606; -0.9999999999964876 0.9518229101636968]
122,1838,300,0.8342400498139696,[-0.13266105182042157 0.005647257085636477; -0.0831595120354093 0.9999996109604544; 0.8014558352758709 -0.01118747675737362; 0.9999999911429251 0.9999996810397976; -0.9999999985990807 -0.667366895597827; -1.0 0.57812837909687; -0.027029912525716262 -0.9912877296608702; 0.9999999656689451 -0.9999999916934148]
123,1353,300,0.8382778128448667,[-0.8387369978147139 -0.003107253336169331; 0.8396054782888278 -0.020276055244167694; -0.009700320935282737 -0.8330252686399204; 0.00748769020944271 0.8461684124663501; 0.9999999999996867 0.9999999999995324; -1.0 0.9999999999998977; -0.9999999999995755 -0.999999999999999; 1.0 -0.9999999999999964]
124,657,300,0.8538132453765016,[0.33402938719357567 -0.9999994632507546; -0.33353572454490726 0.9999927437799243; -0.9999999342530641 0.36181201151407116; 0.9999976923261329 -0.36237393893847086; 0.39619617992296735 0.31992770437104207; 0.9999984741501139 1.0; -0.39824589856877995 -0.31782342414477993; -0.9999866482535734 -1.0]
125,1746,300,0.8342538077474367,[-0.021299050764852348 0.9999999606102887; -0.7971492963312861 0.010776463867402351; -0.9999999786215835 0.9999999922446131; 0.9999999999932998 -0.5041153447462859; -0.9999999944643507 -0.9999999841731494; 0.1277093028775657 -0.9998339953041342; 0.1640870685369414 -0.0027807926550310717; 0.9999997721409272 0.7454367070441865]
126,2023,300,0.8361878705192637,[-0.9999999745871012 -1.0; 0.16571710975911222 0.9999963484318479; 0.9999971712138019 -0.8041484718624331; -0.05594065712709499 -1.0; -0.9999999967840234 0.9999986281989122; -0.800196337703243 -0.010347221969014565; 0.15017659652772522 0.008473662591839994; 0.999999986367779 0.45186143618889063]
127,1044,300,0.835093354885627,[-0.7651838910490577 -1.0; -0.9995588102852231 0.03361210970932025; -0.009009744231116203 0.7992270717996057; -0.9999986953098249 0.9999991131214728; 0.011244753518627972 -0.1503742334801929; 0.999102301789329 -0.14058461952156082; 0.9999934649435803 0.9999991111501941; 0.4842397256202562 -0.9999999725276935]
128,1429,300,0.8338520956540186,[-0.9999999917357176 -1.0; 0.0068177255143669025 -0.7926690662000695; 0.9999999989213817 -0.9999999999939791; -0.6026224427529477 0.9999999990311401; 0.9999999976045721 0.034915587914845704; -0.0004377248023001591 0.1649116617850714; 0.7233478073243096 0.9999999999107865; -0.9999999996791363 0.10970136329416048]
129,5263,300,0.8341076934946503,[-0.5169533869623084 -0.9999999827383333; -0.9999999987824714 -0.12993175184510536; 0.011557703449652101 0.7964455959467114; 0.7508279089228074 -0.9999999901914277; 1.0 0.9999999921968267; -0.9999999929153273 0.9999999986815745; -0.001687748462856952 -0.16865254350900932; 0.9999995396347017 0.014242247127042123]
130,1018,300,0.8383150968189912,[0.9999999755904688 -1.0; -1.0 -1.0; 0.847902684275748 0.0037741277953577696; 0.9999999966397836 1.0; -0.017071365202106305 0.8384195813711527; -0.9999999988878586 1.0; -0.012036523822011438 -0.8399366233756899; -0.8316113421511273 -0.001311007992884467]
131,833,300,0.8602326544762234,[-0.06138610903832855 -0.9999999950503835; 0.9999965816250541 0.9999956207653661; 1.0 -0.9632524814707593; -0.9999988768522393 0.988164546262491; -0.999999563230827 -0.9377024456281966; -0.536055932396127 0.024753169942656233; -0.02476971132824986 0.9999871274481547; 0.6251254048072136 -0.011156991590445753]
132,2227,300,0.8332476174329718,[0.9999999999578933 -0.9999999999695233; -0.9999999999276751 0.06510881696859731; 0.003389513858172024 -0.7950498521522572; 0.9999999983778896 0.034570524490138525; 0.007882151887649702 0.1283462972391701; -0.5959096061524548 0.9999999999440068; 0.6413897622836956 1.0; -0.9999999999966652 -0.9999999999979257]
133,2392,300,0.8332856088061014,[1.0 0.6997999642973005; 0.14757642508685656 -0.00292160252004474; 0.09858371327250953 -0.9999999999913697; 0.9999999999999339 -0.5725566291334473; -1.0 0.999999999999219; 0.019491568439058034 0.9999999999250151; -0.7944962087547955 0.005475092301232815; -0.9999999999995599 -1.0]
134,1689,300,0.8337107229058415,[-0.00993896121856239 -0.7950533717667755; -0.0008911737429374474 0.1633784475647534; -0.7363543405261411 0.9999999999998807; -0.9999999999995027 0.00289055785298635; 0.9999999999973859 -0.9999999999928295; -0.9999999999872461 -0.9999999999982037; 0.999999999986466 0.12069298783580218; 0.5467587819684342 0.9999999999901876]
135,1582,300,0.8384667594483225,[-0.8332856403160785 0.014702553069949892; -0.9999999999999959 -0.9999999999997986; -0.9999999999997811 0.9999999999998026; -0.028527043721261507 -0.8368415049459355; 0.8443574569740457 -0.022345105816327867; 0.008371723315151063 0.8418301271569244; 0.9999999999916347 0.9999999999998902; 0.9999999999999898 -1.0]
136,1183,300,0.8597551455345073,[0.03917713451664526 -0.9999998020562979; 0.99999846717468 0.9996685242204649; 0.5707239468611832 0.02763676185247352; -0.6179480551741515 0.0029072855735535804; 0.9999999314375532 -0.9382478656319618; 0.009417486778623523 0.9816691699284852; -0.9999755984784934 -0.9562306223666676; -0.9999999996550331 0.9999508794169943]
137,3040,300,0.8333978275770872,[0.07388858755964219 0.9999999966017754; -0.9999999998515139 -1.0; -0.9999999991116292 0.9999999537951488; -0.7962776730650705 -0.0030687284646981165; 1.0 0.5877135890485383; 0.9999999987419248 -0.6574833400461413; 0.13147940576480888 0.007800018661287594; 0.031229079498529887 -0.9981695560368739]
138,471,300,0.8352860746055013,[-0.999992899413471 -0.9995644008959091; 0.7607246785369006 0.9990037881501278; -0.47833620765636625 0.999999938249961; 0.9999969394571078 -1.0; -0.9998206146798715 0.14030218489480065; 0.01909038731199473 0.17360217125901753; 0.9999811212017199 -0.03898253870163801; 0.01495306527705154 -0.7982213296116851]
139,1618,300,0.8591543132124864,[0.04676861170250469 -0.5955768915133643; 0.9999999999887633 -0.9999999999996384; 0.9826333136952426 0.016713460281400947; 0.9999999999806244 0.999999999999178; -0.01147550034011229 0.601795866675345; -0.9999999999964964 -0.026857732353661016; -0.923293954342457 1.0; -0.9181193570391037 -0.9999999999999205]
140,1263,300,0.8381829333212855,[-0.0033703628379549277 0.8338361745421038; 0.840181070676839 0.012291576980753935; 0.9999999999941697 -0.9999999992558382; -0.999999999999894 0.9999999999996338; -0.00010239811606601225 -0.8457693300515673; 0.9999999999998885 0.9999999997673428; -0.8383002125686829 0.008998325047401268; -0.9999999999999857 -0.9999999999978585]
141,861,300,0.8595758891396129,[0.9975883900602485 -1.0; 0.9999774368435873 0.05269218126664418; 0.9479771634832136 0.999999779737137; 0.024679506472640413 0.4811787526110094; -1.0 0.11393364031008474; -0.9152021513384735 -0.9999995641611763; 0.013923019097328126 -0.6914299054983744; -0.8235711104389134 1.0]
142,2105,300,0.8333578747716982,[0.999999998296419 -0.9999999972775014; -0.9999999815196827 0.015335660145292817; -0.00523541239716746 -0.7951608090356251; 0.002305744970212787 0.14501239844424757; 0.9994864911751727 0.09815349404914764; -0.9999999806806008 -0.99999999408287; -0.6978717944960462 1.0; 0.5649281853099164 0.9999999933662522]
143,1911,300,0.8381128542523512,[0.9999999999999979 -0.9999999999173631; 0.011787405719553654 0.8389190002510147; -1.0 1.0; -0.9999999999984461 -0.9999999999999695; -0.010704879930818771 -0.8402067864012193; 0.8392050067501948 -0.010118786244488288; -0.8397648049727603 0.012375812391155738; 0.999999999999953 0.9999999999999667]
144,1562,300,0.8341154261398752,[0.003132440412115242 -0.17019424195949573; 0.012455678138221215 0.7962971128439245; -0.9999982549391888 -0.13086559591686836; 1.0 0.9999999973700439; -0.9999999958489802 1.0; -0.5183370765168875 -1.0; 1.0 0.013963036164433416; 0.751760046607095 -0.9999999981835754]
145,1268,300,0.8597251439436606,[0.01451047798863849 0.5673909468071765; 0.9787752600710331 -0.999999759868485; 0.9998103306441968 0.9999999821341403; -0.010744189830503712 -0.592362539331338; -0.9735902366110175 -0.9999700961527115; -0.9999995492365451 0.02758134786287809; -0.942154640575135 0.9999894093418304; 0.9999272400207787 -0.0034216790454220203]
146,1701,300,0.8335650375008647,[-0.9999999999998971 0.7122727553173234; -0.14816069526105155 -0.00781709769323069; 0.9999999999987121 -0.9999999999949967; -0.001160429970325077 0.9999999999960946; 0.9999999999999968 1.0; -0.10696692128307475 -0.9999999999788366; 0.7957388823021013 0.006247187227182029; -0.9999999999855583 -0.5406067653560167]
147,1006,300,0.8358347823429879,[0.7771586329473563 -0.9999821432129684; -0.017486466926263128 -0.14222191437669135; 0.9999983920158081 0.9999888588103456; 0.005268620924048499 0.8008204653048259; -0.9971427186154082 -0.14926098162661186; -0.471111208436202 -0.9999964870066507; 1.0 0.04174862793726521; -0.9999548521709798 0.9999906264020758]
148,1763,300,0.8331036989062903,[0.9999999999897894 0.06020141927091109; 0.9999999999993315 -0.9999999999999233; 0.0005681762115098416 -0.7945385880219833; -0.9999999999864437 0.0472789807858809; -0.6376608996871516 0.9999999999962957; 0.007600274527431045 0.1317694193578327; 0.6146022805911292 0.9999999999911131; -0.9999999999986924 -0.9999999999998941]
149,843,300,0.8628069486367758,[0.02166668480689326 0.6185912688667419; -0.9944761378108675 -0.9999999244884077; 0.02658479370523266 -0.592087430331171; 0.9518360358940716 -0.010715901386893116; -0.9999573307605367 0.9999999711721128; -0.9981366600659379 -0.019209915416306702; 0.9999948686556408 0.9999999262868724; 0.9999999846032678 -1.0]
150,2126,300,0.8530614308872331,[-0.9999999999950004 -0.3384037884434686; 0.9999999999959688 0.339284783102791; 0.358852809814722 0.9999999999994523; -0.35812892939655655 -1.0; 0.32963872424898644 -0.38840044546087155; -0.9999999954446558 0.999999999971913; 0.9999999999955845 -0.9999999999751918; -0.33354453322501126 0.38436149346219195]
151,1226,300,0.8341334969256532,[0.0007470341755826264 1.0; -0.9999997527316327 -0.9999999179059793; -0.7954641195252778 0.009878097764374727; 0.9999993805751519 -0.5419719467774644; -0.9999999916898149 1.0; 0.17267823870959356 -0.012693151167264043; 0.13087120632611088 -0.9999974538190081; 0.9999999913694878 0.7577527009744377]
152,405,300,0.8355137225506827,[0.48182399614204735 1.0; -0.9998600260124068 -0.03721797903493428; -0.7882758070113427 1.0; 0.9999711891167115 0.15423527610133453; -0.0037482511078978406 0.17188632949156538; -1.0 -0.9999944530103217; -0.014003124935317047 -0.7987914529164557; 1.0 -1.0]
153,2195,300,0.8334001088413097,[-0.9999999999997811 1.0; 0.004899064156203791 -0.15402527183184841; 0.00609564252584269 0.7931907396412057; 0.6998905003248426 -0.9999999999994779; 0.999999999999621 -0.03521606390621903; 0.999999999999956 0.9999999999999318; -0.6018430654699468 -0.9999999999999977; -0.9999999999999597 -0.09754760728941791]
154,1526,300,0.8364589443424153,[-0.9999998948137988 -0.9999999999850393; -0.8139138290030632 0.9999975374462923; 0.9999937657945098 0.17304846507044708; 0.9999999961555531 -0.9999999755475584; 0.4509403229146638 0.9999999994758608; -0.011032955377107823 -0.8002573817032614; -0.9999999999933303 -0.058321252771320276; 0.0009903061187856144 0.14539312670939736]
155,1684,300,0.8349986359476698,[-0.03349727989494656 0.9999998491287425; 0.14697008013174376 -0.9999996562979566; -0.9999993333018166 -1.0; 0.9999999565156404 0.7762457868607626; 1.0 -0.48738949290025596; -0.7978691819043535 0.01529339177258037; -0.9999998150197204 0.999999989582727; 0.17366426818742212 0.008850191424047194]
156,4385,300,0.834291169350628,[0.9999999998138951 -0.9999998788685763; 0.023825439780407263 -0.999999999944108; -0.1603844125815132 0.0004193368008575132; -0.9999999770572545 0.49995979825690795; -0.12472614789274263 0.9999664932788458; 0.99999999917165 0.999999998666633; -0.9999997249182819 -0.7390039348338379; 0.7972174649941475 -0.01055726221258427]
157,1133,300,0.8338635804360551,[-0.9999999016061869 0.1256073894641988; 0.9999999879188319 -1.0; -0.0012182582252061207 0.16838170285968793; -1.0 -0.9999999832367069; 0.7458725774601199 0.9999999990033546; 0.9999994349267856 0.002183890407959104; -0.5457646873924941 0.9999999927741062; 0.010542911859894217 -0.795065551489038]
158,3000,300,0.8351813197186468,[-1.0 1.0; 0.9999999993913333 0.9999999981876004; 0.7850806400937879 -0.9999998495116733; 0.004920044341387638 -0.16483794511261063; -0.9999411337355214 -0.15238707437735824; 0.999980153863136 0.03343718585367513; 0.01407495132216941 0.7980594131087378; -0.48877774109511474 -0.9999999983060012]
159,291,300,0.8370653618602809,[0.43154372099389454 -1.0; 0.99996388102005 0.9998046994887869; -0.999991194091363 0.9999809742806599; -0.00841858222320262 0.8014049434243371; -0.9998567859985741 0.06933767390497732; 0.006161931464779805 -0.14502512088111588; 0.9996352098226134 -0.17532882711588296; -0.8146319242679675 -0.9993351762869317]
160,1907,300,0.8617016179595935,[-0.04338851275128348 0.9999999999997041; 0.13300226406732238 -0.999999999999989; -0.6467042282894454 -0.03063249461406054; -0.99999999999999 -0.9346245477200718; 0.9999999999999193 -0.7737592149685775; 0.99999999999983 0.9999999999999086; -0.9999999999998493 0.9270760886397744; 0.530318882609725 0.11113537601341392]
161,1164,300,0.8382645914799884,[-0.9999999999985262 -0.9999999999983317; 0.013270328832034797 0.8448115812439921; 0.8357506044598422 -0.016755608316370456; -1.0 0.9999999999976068; 0.9999999999815726 -0.9999999999988275; 0.9999999999981859 0.9999999999864654; -0.000399530465833172 -0.8337806699868076; -0.8432169770906505 -0.003212185623611993]
162,1978,300,0.8616889631522399,[-0.9999999999999896 0.8459953829741276; -0.999999999978427 -0.9999872462676361; 0.9999999999983373 0.9999999991744645; 0.5514359549844386 0.08049485513464964; 0.9999999999986198 -0.8186037134895356; -0.5929785605375274 -0.060320470778157394; 0.10222015769266193 -0.9999999999986194; -0.07179635275411403 0.9999999999389062]
163,935,300,0.8354116801431928,[0.003244308681083096 -0.16743123099458743; 0.7740462578061668 -0.9999972821379094; -0.4716270942447456 -0.9999878962461142; -0.9999634500247828 -0.14675676377582897; -0.9999938656330501 0.9999999303310614; 0.014667385118147589 0.7995129419741299; 0.999044283437743 0.041820628122476736; 0.9999963617114207 1.0]
164,1065,300,0.8337066185075037,[0.9999948642081232 -0.006286372934198538; 0.7366477847743373 -1.0; -0.9999983087158197 -0.12009842200748329; -0.002879298848387885 -0.16359214307003261; 0.999999994294539 1.0; -0.552098283912544 -0.9999999958735002; -0.9999999934505623 0.999999984828731; 0.00916534321030748 0.7948658273494733]
165,1756,300,0.8382117734384564,[-0.9999999999998799 -0.9999999999999589; 0.9999999999999598 0.9999999999946035; 0.009056567055651062 0.8371490167394431; 0.842167956605064 -0.009641145711525976; 1.0 -0.9999999999999607; -0.01790579047057903 -0.8412173537611162; -0.8370125863680856 0.017285096501317338; -0.9999999999999147 0.9999999999999978]
166,1195,300,0.8352536813109511,[0.999998531952761 0.9999996487192466; -0.17042176704542927 0.004950526749318991; 0.7985688407462936 0.014290596450095169; -0.14729301193925104 -0.9999922075124549; 0.9999846809214752 -0.9999999981599372; 0.041024934290936454 0.999999987520852; -0.9999996506156384 -0.47381166768744526; -0.999999954881865 0.7757292753876415]
167,1454,300,0.8380847575812302,[-0.8390575514906803 0.0013419744793291373; -0.9999999983627872 0.9999999990898764; 0.9999999993340422 -0.9999999999056408; -0.9999999520225518 -0.9999999961651868; 0.9999999991676621 0.9999999997566694; 0.00363581454127536 -0.8428725505073394; 0.8397353021135009 0.009988807828962932; -0.0050075991818139855 0.8365152855916892]
