nPsoRun,n_iter,S,fgbest,optDes
85,2825,300,-20.634952764106,[0.9999999999999999 1.0; -0.519304636988726 0.999999999864509; 0.9982157085341379 0.52019801899704; -0.9981403301358458 -0.5202829773385587; -0.9999999999999908 -0.999999999999998; 0.5193381274496619 -0.9998894363719092; -0.9999999999999986 0.9999999999999986; 0.9999999999999997 -0.9999999999999999]
86,2183,300,-20.638111874439993,[0.9999999999999984 -0.9999999999999992; 1.0 1.0; 0.9999999489970842 -0.5196691329216976; -0.9999999999999982 0.9999999999999999; -0.5207012377323615 -0.9995964505807899; -0.9972083042546553 0.5217931771721296; -0.9999999999999991 -1.0; 0.5204592307976359 0.9981437044687675]
87,2017,300,-20.604490355174082,[0.9999999999999997 0.9999999999999999; -0.5294762860544883 0.9984727474244316; 0.5473790588936357 -0.9755482908074025; -0.999162943168256 -0.5361943824731403; 0.9999999999999999 -0.9999999999999993; -0.9999999999999996 -0.9999999999999999; -0.9999999999999998 0.9999999999999999; 0.9816063855707977 0.5370955522077747]
88,955,300,-20.639355735746133,[-0.5207658378970481 0.9981055101664119; -0.9986552615206395 -0.519865038770208; -0.9999999998613521 0.9999999919728656; 0.9999848402194156 0.5198118978597527; 0.9999999997188278 -0.999999999091181; -0.9999999933435776 -1.0; 0.9999999988196917 0.9999999975502973; 0.5192226508417832 -0.999937846029902]
89,1736,300,-20.62512068065682,[0.9999999999999993 -0.9999999999999073; -0.5407694002012238 0.9885257083431843; 0.5499786590160265 -0.9788441697795961; 0.9999999999999923 0.9999999999999799; -0.9936579957419293 -0.5425400720678922; -0.9999999999995952 0.9999999999998828; 0.9804893749510539 0.5456582383545903; -0.999999999999977 -0.9999999999999547]
90,183,300,-20.239727793883198,[-0.9999757842214528 1.0; -0.9981080466957991 -0.511901464157841; -0.5068686141115705 0.999083960450277; 0.9968676458754999 0.5198194288583385; 0.5047536035470336 -0.9998604644436813; 0.9979311527360392 0.99983340517921; -0.9977919135603669 -0.9927700209787654; 0.9996293057361799 -0.9999251795522243]
91,2012,300,-20.640569110566737,[0.9998873572467355 0.5198008095893316; 0.5197545769634356 -0.999299821841059; 1.0 0.9999999999999999; -0.5205902504750686 0.9986656313474185; -0.9986338480517469 -0.5202670284914525; -0.9999999999999997 0.9999999999999982; -1.0 -0.999999999999999; 0.9999999999999992 -0.9999999999999997]
92,2047,300,-20.637284057271863,[0.9958505496183503 -0.5236954928860116; -0.9998011668363911 0.5219540991433937; 0.9999999999999993 -1.0; -0.9999999999999961 -0.9999999999999949; -0.5220269607716375 -0.99777424141008; 0.5241791085869232 0.9965718786786101; -0.9999999999999957 1.0; 0.999999999999999 0.9999999999999992]
93,1901,300,-20.64067287432066,[0.9999999999999993 0.9999999999999993; -0.9999999999999991 0.9999999999999997; -0.5196505519815242 -0.9990385598058935; 0.5189349456533437 0.9999993085908055; 0.9999999999999991 -1.0; 0.9998199793788345 -0.5193075353057137; -0.9999999999999998 -0.9999999999999996; -0.9993741929603329 0.5191932524261744]
94,2214,300,-20.640723978674632,[-0.9989548241265567 -0.519781608416055; 0.9999999999999913 -0.9999999999999998; -0.9999999999999994 0.9999999999999967; -0.5198383555366212 0.9992535423164636; 0.9999999999999998 0.9999999999999976; 0.99999997706276 0.5192632165884958; -0.9999999999999993 -0.9999999999999986; 0.5193302398942519 -0.9994462439919299]
95,2732,300,-20.641907476268752,[0.9999999999999991 0.9999999999999993; -0.5186153550212659 -0.999932442849165; -0.9999999999999865 -0.9999999999999998; -0.999941273786873 0.5185912029196384; 0.9999999999999984 -0.9999999999999999; 0.9999999998270701 -0.5185750873108722; 0.5185670905260151 0.9999776362616314; -0.9999999999999994 1.0]
96,2001,300,-19.0393210994576,[-0.4406267724645408 -0.9999999999999997; 0.9999999999999994 0.9999999999999996; 0.7722705942929832 -0.6765103939645055; -1.0 -0.5388772657752007; -0.9999999999999999 0.9826459309845702; 1.0 -0.9999999999999999; 0.9997858596782138 0.5875969710941813; -0.36306031006508094 0.999999899359147]
97,2203,300,-20.638364295152325,[-0.9999999999999998 -0.9999999999999983; -0.9964046050384732 0.5235904525882141; 0.9999999999999999 -1.0; -0.5216814913581194 -0.9997288512835836; 0.9987002138915004 -0.5212319833261038; 0.9999999999999998 0.999999999999999; -0.9999999999999984 0.9999999999999998; 0.5224061916115321 0.9968770442961763]
98,2745,300,-17.38517057097487,[0.9999999999589307 0.13317866385431013; 0.9999999959946264 0.9999999968329518; 0.1331735177053047 -1.0; 0.9999999999999929 -0.9999999656891058; -1.0 0.9999999980387321; -0.9999999999779702 -0.9999999908200208; -0.9999998976996518 -0.13317312842591533; -0.13317232075644242 0.9999997794208366]
99,1225,300,-20.634663352480175,[-0.9999999777975073 1.0; 0.5221477642418122 0.9991178912450028; 1.0 -0.9999999883294588; 0.9999999967875568 1.0; -0.9999999938004791 -0.9999999774665178; -0.9955911554080789 0.5237248547869625; 0.9987601994797649 -0.5238882187474614; -0.5261672791991338 -0.9939934299412883]
100,2411,300,-20.64187654594608,[0.9999999999993926 -0.9999999999925573; -0.9999999407105737 -0.518564790797233; 0.9999519829603046 0.5185667858063584; -0.9999999999999987 0.9999999999999086; 0.5185984440044508 -0.9999339775561654; -0.9999999999995308 -0.9999999999999438; -0.5185424405359789 1.0; 0.9999999999978983 0.9999999999998673]
101,2181,300,-20.60403729563742,[-0.9999999999999986 0.9999999999999964; -0.9999999999999997 -0.9999999999999998; 0.9964733532731852 0.5317232294404781; 0.5401042035364698 -0.9796355870243123; 0.9999999999999966 0.9999999999999994; -0.97398389662289 -0.5499894784471067; 0.9999999999999984 -0.9999999999999998; -0.5379815162553979 0.9994771500595596]
102,2281,300,-20.63664440248722,[0.9999999999999981 1.0; 0.5211465815997737 -0.9973331527722781; 0.9999229036932246 0.5198691572153663; -0.521055578847926 0.999988640665417; -0.9999999999999999 -0.9999999999999996; 0.999999999999999 -0.9999999999999984; -0.9962308537907464 -0.5229485224921229; -1.0 0.999999999999998]
103,1939,300,-20.639839181751476,[1.0 -0.9999999999999996; -0.9999999999999989 0.9999999999999979; -0.9989533833052034 0.5195361095611373; 0.9999999999999997 0.9999999999999998; -0.9999999999999999 -1.0; 0.9999987621240085 -0.5195189250366065; 0.5190223549806551 0.9999980338279736; -0.5202746045195383 -0.9984922082731548]
104,2667,300,-19.10620526520008,[-0.999999999999612 0.553432818878833; 0.9999080523196852 -0.5541759587550811; 1.0 -0.9999999999999999; -0.45961327985419786 -0.9652232301275953; -0.9999999999999971 -0.9999189867761811; 0.6354563530720239 0.791135301333583; -0.698962331797327 0.999999999999998; 0.9999999999999989 1.0]
105,4588,300,-20.641144404995643,[0.9999999999999958 0.9999999999999999; -0.9999999999999996 -1.0; -0.5189362518981122 0.9999746526746845; 0.5189252623831232 -0.9995929415798032; -0.9994039546418846 -0.5192159797976708; 1.0 -0.9999999999999988; -0.9999999999999853 0.9999999999999996; 0.999999345913263 0.5187313644234757]
106,2687,300,-20.63650373328495,[0.9999999996319756 0.9999999981527247; 0.9985233341216998 0.519936881973744; -0.9999999999614206 -0.999999999480154; 0.5191583094155044 -0.999999515491851; -0.998606142751403 -0.5198452727208899; -0.9999999998652658 0.9999999994740936; -0.5191925243046338 0.9998828789780508; 0.9999999934523234 -0.9999999996269047]
107,1721,300,-17.200158952040628,[-0.9999999999999583 -0.06466646280084737; 0.9999999999950405 0.06466646280057343; -0.9999999999990483 -0.9999999999999717; -0.9999999999999216 0.9999999999999962; 1.0 -0.9999999999999657; -0.06466646279417591 0.9999999999999933; 1.0 0.9999999999962872; 0.06466646280244544 -0.9999999999996875]
108,2407,300,-17.258433235621677,[0.9999999999951584 0.9999999999983492; 0.9999999999999956 -0.9999999999997177; 0.09188199551868735 0.9999999999999524; -1.0 -0.9999999995688613; -0.9999999994870493 0.9999999999999994; -0.09188215945239261 -1.0; 0.9999999996625746 -0.09188249009280428; -0.9999999998357066 0.09188293196072304]
109,1861,300,-20.64195172733633,[1.0 -0.9999999999999993; 0.5185547697964611 -0.9999754844644151; 0.9999792790386057 0.5185457661807878; -0.5185373629029288 0.9999926332090029; -0.9999999999999999 1.0; 0.9999999999999989 0.9999999999999992; -0.9999991879759265 -0.5185410021386236; -0.9999999999999997 -1.0]
110,3045,300,-20.641963807398817,[0.5185339058613182 0.9999896305794934; -0.999999999999901 0.9999999999999951; 0.9999999999999979 -0.9999999999999999; 0.9999966095305413 -0.5185301411772046; 0.9999999999999997 0.9999999999999997; -0.5185330187069713 -0.9999977366765861; -0.9999868830226297 0.5185387924349948; -0.9999999999999992 -0.9999999999999997]
111,2497,300,-20.63976067856466,[0.5217376815813957 0.9977518265026135; -0.9999922724518369 0.5203908640304598; 0.999999999999998 0.9999999999999941; 0.9999999999999997 -0.9999999999999999; 0.9979757771547118 -0.5210059894954386; -0.9999999999999991 -0.9999999999999999; -0.9999999999999993 0.9999999999999997; -0.5202034274357139 -0.9991173330385841]
112,1830,300,-20.63987318862569,[-0.9988546748769362 0.5197031068545156; 0.999979767293484 -0.519624427906164; -0.5204267953347148 -0.998426800913288; 0.5191694916321524 0.9998893694565408; -0.9999999999999993 -0.9999999999999999; 0.9999999999999996 -0.9999999999999992; -0.9999999999999946 0.9999999999999997; 0.9999999999999999 1.0]
113,771,300,-20.630051217177765,[-0.9911738402063232 -0.529105353382148; 0.9999999325529324 0.5237110861793208; 0.9999995798118145 0.9999999502930191; 0.5251147690117733 -0.9945026879115862; -0.9999987173511559 -0.9999993994029944; -0.9999996785882216 0.9999996244217245; -0.5274950204960369 0.9961027183410431; 0.9999999835397393 -0.9999979866467]
114,4320,300,-20.641851795075095,[-0.5185424468862327 -0.9999996628987929; 0.9999999999999841 -0.9999999999998633; -0.9999999999993225 0.9999999999999721; 0.9999661618073313 -0.5185566586331051; -0.9999593569381181 0.5185644142515479; 1.0 0.9999999999999881; 0.5185455967553565 0.999989550994026; -0.999999999999694 -0.9999999999999117]
115,2306,300,-20.641066581854485,[0.9994470563081879 0.5197743644438375; 1.0 -0.9999999999999997; 0.5194661468222734 -0.9996985098472637; -0.5199289649910909 0.9989993565853569; -0.9999999999999997 -0.9999999999999991; 0.9999999999999991 1.0; -0.9992714833083992 -0.5196071133404548; -0.9999999999999997 0.9999999999999988]
116,1436,300,-17.231154316206826,[-0.08029095016735621 0.9999999999999999; -0.9999999999999996 -0.9999999999999997; 1.0 -0.9999999999999997; 0.9999999999999997 0.08029095016735553; 0.9999999999999996 0.9999999999999997; 0.08029095016735566 -0.9999999999999997; -0.9999999999999992 -0.08029095016735738; -0.9999999999999984 0.9999999999999999]
117,59,300,-16.53270307219186,[0.7421832970004719 -1.0; 1.0 -0.48499124433619445; -1.0 -0.9960580680963717; 1.0 1.0; 0.6086922103126613 0.8201797476125563; -0.48557192274026517 -0.9898287363189305; -0.9892198563413417 0.5300501831622149; -1.0 1.0]
118,3925,300,-18.559326471995906,[0.999999999999999 -0.9999999999999998; -0.5816469555335549 -1.0; -0.9999999999999997 0.9999999999999998; -0.5716181975127741 0.7688251485874045; -1.0 -0.498997626157327; 0.8208883604026656 0.9999999999999962; 0.9999999999999237 0.5142529677425279; 0.6890875494285539 -0.6780763707385046]
119,2472,300,-18.925569351667395,[-0.9999984548164536 -0.4281655619501106; -1.0 1.0; -0.5135020602201091 -0.9999999999999928; 0.9999999999999999 0.9999999999999997; 0.9999812302890059 -1.0; -0.6196425283171362 0.8103513641832959; 0.9999873661604731 -0.3544655589991008; 0.5736144502366202 0.9999795870468746]
120,2745,300,-20.64096162955757,[-0.5195530121691073 -0.9998420698695707; -0.9999999999999999 1.0; -0.9990257270673989 0.5201001980533511; 0.9994116968186451 -0.5195413835293388; 0.519910722409446 0.9989495617213936; 0.9999999999999993 -0.999999999999999; -0.9999999999999999 -0.9999999999999992; 0.9999999999999997 0.9999999999999992]
121,1753,300,-20.641673981485553,[0.9997553107747144 -0.5189191468353318; -0.5188942748402021 -0.9998916753401841; -0.9999999999999987 0.9999999999999999; -0.9997360100291887 0.5190253922052661; 0.9999999999999979 0.9999999999999895; 0.9999999999999996 -0.9999999999999996; -1.0 -0.9999999999999989; 0.519028354019435 0.9996427825984939]
122,137,300,-20.465639162300658,[0.5158820786156004 -0.9985902686885174; 1.0 0.9999710571748026; -1.0 -1.0; 0.99999988685482 0.5122886667989818; -0.9999999975713754 -0.5130396392310929; 0.9987743875010248 -0.9989212958176522; -0.9999480445657942 0.9987465429009128; -0.5179484452994871 1.0]
123,873,300,-20.64135509664072,[-0.9999999999999079 0.9999999941004889; -0.9996794087814911 0.5188413659117269; 0.9999993551386904 -0.5188263841008042; -0.9999999373835686 -0.9999999655304483; 0.5186867277898806 0.9999841970844465; 0.9999999984442546 -0.9999999805390181; 0.9999999996132727 0.9999999580745706; -0.5190572183214145 -0.9995482718304791]
124,591,300,-17.32042917198932,[-0.9999999218677305 -0.12046823779114575; 0.9999263915122365 0.12089060755643956; -0.12066144882346197 1.0; 0.9999284059133826 0.9999999906515438; -0.999997025159047 -0.9999955091863799; 0.9998159147996676 -0.9999059498301165; 0.12164681227528296 -0.99991421736007; -1.0 0.9999992897853719]
125,2706,300,-18.966347804328905,[-0.9999999999999993 0.9999999999999998; 0.9735219932554302 -1.0; 0.9999999999999994 0.9999999999999991; 0.9999999944883319 -0.36520703121566545; -0.6120310316232899 0.8363267632250809; 0.6191836072764415 0.9601287798347984; -0.9999940437227154 -0.43787145979200787; -0.5254459565413727 -0.9999999999999997]
126,2293,300,-20.63981413287219,[0.9999999999999998 0.9999999999999977; 0.9999999999999983 -0.9999999999999998; 0.5197843032545567 0.9988916955906022; -0.9999999999999997 0.9999999999999997; -0.9999999999999976 -0.9999999999999997; 0.9999253566453418 -0.5193694328955062; -0.9983304131613411 0.5205396643007308; -0.519993831954197 -0.9995958920980665]
127,357,300,-17.180112414529564,[0.9999825704596209 -0.9999966533080762; -0.05374534367965194 -1.0; 1.0 1.0; -1.0 -0.999917265473178; -0.9999940285521072 0.05383311512845097; 1.0 -0.05377517097014446; -0.9999997047079954 0.9999999915603519; 0.053932887542614036 0.9999999741860486]
128,1883,300,-20.640842151027893,[-0.9979232149389792 -0.5219149162688294; 0.9999999999999989 -0.9999999999999988; 0.9999999999999979 0.9999999999999997; -0.9999999999999986 -0.9999999999999989; 0.5216018548108525 -0.9984930857974672; -0.5223011260350893 0.9977193313688788; 0.9986286139372174 0.5218122744196122; -0.999999999999997 0.9999999999999921]
129,1029,300,-20.64034437028913,[0.5194659282122907 0.9998204490965096; -0.9999999983021204 -0.9999999986379264; 0.9988025067879761 -0.5199299766247476; 0.9999999996503216 -0.9999999999975508; -0.9999921664832017 0.5190207893060749; 0.9999999995690865 0.9999999999058808; -0.5193598794018452 -0.999205987142702; -0.9999999967949128 0.999999999738938]
130,2588,300,-20.64168392783511,[1.0 0.999999999999988; 1.0 -0.9999999999999963; 0.5188587598337238 0.9998833941787317; -0.9997451574334881 0.5189068894662346; 0.9998095532914519 -0.5189561844157767; -0.9999999999999992 -1.0; -0.9999999999999992 1.0; -0.519010981734576 -0.9996590121391705]
131,1854,300,-20.641977836907454,[-1.0 0.9999999999999997; 0.518521010377375 0.9999999999981668; 0.9999999999999994 0.9999999999999997; -0.5185210103755505 -0.9999999999915288; -0.9999999999999961 0.5185210103721478; 0.999999999999996 -0.9999999999999992; -0.9999999999999983 -0.9999999999999997; 0.9999999999853842 -0.5185210103830179]
132,2412,300,-20.638930275736904,[1.0 0.9999999999999998; 0.9999999999999991 -0.9999999999999996; 0.9977912689627001 0.5211101195827035; -1.0 0.9999999999999998; 0.5202491371668246 -0.9996779462557719; -0.5200540109907146 0.9985350247410018; -0.9999994590349572 -0.5194284098231275; -1.0 -1.0]
133,1822,300,-20.641602167267695,[-1.0 1.0; -0.9999942964730559 0.5187026048662023; -0.5186119925955718 -0.9999999921899283; 0.9998162081230278 -0.518701354806168; 1.0 0.9999999999999994; 0.5188326360743923 0.9997322832130938; -0.9999999999999918 -0.9999999999999405; 0.9999999999999952 -0.9999999999999928]
134,3941,300,-17.478803537788977,[-0.9999999999999603 0.9999999991215845; -0.9999999999930745 -0.1568998374281164; 0.9999999999866406 0.1568996767936211; -0.9999999978063433 -0.9999999990237923; 0.15689927486463426 -0.9999999981162608; 0.9999999999808882 -0.9999999999881712; 0.9999997218841193 0.9999999958249158; -0.1568998392695106 0.99999999999998]
135,1884,300,-20.641960358821084,[-0.5185252549580561 0.9999998874045322; -0.9999999999999999 0.9999999999999964; -0.999999963419088 -0.5185293512162154; 0.9999913022781962 0.5185295286842131; 0.9999999999999986 -0.9999999999999993; -0.9999999999999959 -0.9999999999999998; 0.5185356430603876 -0.9999874865254327; 0.9999999999999992 0.999999999999999]
136,1886,300,-20.633264695705293,[-0.530268320255098 0.991906297804453; 0.9999999999999976 -0.9999999999999999; 0.5250639866646909 -0.9963595213504597; -1.0 0.9999999999999991; -0.9922720308866979 -0.5280889724145932; -1.0 -0.9999999999999986; 0.9999999999999994 0.9999999999999997; 0.9998245950954928 0.5256468699952905]
137,10000,300,-18.875529642902464,[-0.9999999999559641 0.9395529153737564; 0.9499745580371929 0.6180484867766203; -0.4420924803890246 0.9823785701586244; 0.9999999913980824 -0.999999999907235; 0.9999999969112016 0.9999999999303968; -0.5701510125146075 -0.9999999997110655; -0.9768439547726467 -0.5703874475440098; 0.7380186650378546 -0.7250505756839442]
138,1962,300,-17.195010980834898,[0.9999999999999999 -0.061690992909333726; -1.0 1.0; -1.0 -0.9999999999999999; -1.0 0.0616909929093335; 0.06169099290933368 0.9999999999999998; -0.061690992909333456 -0.9999999999999999; 1.0 1.0; 1.0 -1.0]
139,3710,300,-20.62622235713887,[-0.9999999999999999 0.9999999999999966; -0.9960510806376677 -0.5221255611007181; -0.5200629819393517 0.9999998000008891; -0.9999999999999993 -1.0; 0.9960577620809881 0.5221181440390624; 0.5200657756309696 -0.9999902061471139; 1.0 0.9999999999999999; 0.9999999999999993 -0.9999999999999992]
140,1524,300,-20.633038396985437,[-0.9999999999998688 0.9999999999999406; -0.9999999907938816 -0.5233346442270638; 0.9999999999999916 1.0; 0.99486658409865 0.5239481517372925; -0.9999999999992564 -0.9999999999999739; 0.9999999999998188 -0.9999999999997364; -0.5216368972425528 0.9991953714302433; 0.5268441311401173 -0.9932603436964805]
141,2647,300,-20.634923076370136,[-0.9999999999999966 0.9999999999999996; 0.9999999999999954 -1.0; 0.5277576235408253 -0.9933115144698116; 0.9942791624452828 0.5255301945279397; -0.9999999999999978 -0.9999999999999999; -0.5233622385496878 0.9977650841350594; -0.9995116735074322 -0.5243197809381428; 0.9999999999999987 0.9999999999999988]
142,2394,300,-20.63941713315794,[0.997911585037867 0.5212005333930407; 0.5200591975928597 -0.9999999823626553; -0.5203328720451948 0.9983551735185769; -0.999630086386838 -0.5196044700473795; -0.9999999999999997 0.9999999999999999; -0.9999999999999988 -1.0; 0.9999999999999996 0.9999999999999997; 0.9999999999999997 -1.0]
143,2058,300,-20.63881299242774,[-0.9999999999999994 1.0; 0.9999999999999999 0.9999999999999999; 0.9971812250664385 0.5227737189273259; -0.9986361218056927 -0.5209016803862911; -0.9999999999999998 -0.999999999999999; 0.5210279943017732 -0.9999445717456338; -0.522041583547736 0.9971487748464425; 0.9999999999999998 -0.999999999999997]
144,208,300,-19.619181636718913,[0.9998842556414518 -0.9999340022903467; 0.9999996354554813 0.4582420646422881; -0.999957212098177 -0.46026225491872363; 0.9990918133327698 0.9999972416890835; 0.49321699490288673 -0.9920929408888628; -0.9917906745085298 -0.9999933584289393; -0.4787720966030585 0.9998492704240378; -0.9836222755648573 0.9999881225344226]
145,1489,300,-20.569335954016502,[0.9998361241866063 0.5250591298850463; 0.5344536724735165 -0.9823771682498684; 0.9999997258868356 1.0; -0.9999999998929774 0.9999998871478577; -0.9999997664975361 -0.5250318900665226; 0.999999823939517 -0.9999999422886658; -0.9999998738200317 -0.9999999963462461; -0.5343093637428655 0.9825299809251462]
146,3644,300,-20.64181426777745,[-1.0 -0.9999999999999932; 0.9998723791459967 0.5187241941270568; -0.999929359530971 -0.5186368655518248; 0.999999999999999 0.9999999999999991; -0.9999999999999996 0.999999999999963; 0.9999999999999976 -0.9999999999999992; -0.5186965846482217 0.9998559996461768; 0.5186369212886432 -0.9999991767582151]
147,2057,300,-20.641971716987157,[0.999997594034014 -0.5185263706701594; 0.999999999999999 -0.9999999999999997; 0.9999999999999999 0.9999999999999999; -0.9999970594146435 0.518524820401426; -0.9999999999999956 0.9999999999999999; -0.5185270075484008 -0.9999950404334963; 0.5185240475752844 0.9999998755066902; -0.9999999999999992 -0.9999999999999997]
148,1634,300,-20.641973631833455,[0.9999999999999999 -0.9999999999999951; -0.9999999999999997 0.9999999999999972; 0.5185247184742994 -0.9999988735561663; -0.5185244245680509 0.9999973111720035; 0.9999999999999993 0.9999999999999999; -1.0 -0.9999999999999999; -0.9999993370814151 -0.5185235473393464; 0.9999962505026893 0.5185259053689802]
149,2002,300,-20.632764137999192,[-0.999999999999998 -0.9999999999999997; -0.999861105883876 0.5232903766789049; -0.5213807454273175 -0.999511231211419; -0.9999999999999992 0.9999999999999958; 0.526624881119719 0.993287914628346; 0.9999999999999996 -0.9999999999999999; 0.9999999999999989 0.9999999999999988; 0.9950680162252941 -0.523610423607091]
150,1847,300,-20.63489804176814,[0.5256428382225276 -0.9961948716567828; 1.0 -0.9999999999999998; -0.9999999999999966 -0.9999999999999992; -0.5301302915611678 0.9921748530573135; -1.0 1.0; 0.9999999999999999 0.9999999999999999; 0.9989788034789515 0.5261964442882157; -0.9927157018928056 -0.5281020726453153]
151,816,300,-20.639762183469255,[-0.5191458437833234 0.9999183011683183; -0.9999999968300691 1.0; -0.9999979646572611 -0.5196301983979151; 0.5204641121537938 -0.9983762959916777; -0.9999999872097246 -1.0; 0.9999999989626333 0.9999999989235738; 0.9999999992113243 -0.999999996446884; 0.9988308753540671 0.5197023215050144]
152,683,300,-20.64127438290662,[0.519118500215398 -0.9994909306422897; 0.9999999923724047 -0.9999999879046171; 0.999668324131378 0.5188765871247052; -0.99990645232395 -0.5189362203355425; -0.9999999258476714 0.9999999979669085; -0.5187379721883673 0.9999997795607776; 0.999999603713897 0.9999997605858123; -0.9999997670748828 -0.9999999933653574]
153,2507,300,-20.641079606676808,[-1.0 1.0; -0.5221179866541142 -0.9978308795608807; -0.9999999999999998 -1.0; 0.9999999999999999 0.9999999999999994; 0.5218190559517089 0.9986338751115008; -0.9982577515134278 0.5217940444009319; 0.9999999999999999 -0.9999999999999999; 0.9978600779444212 -0.5223193458214996]
154,1998,300,-20.63371116857693,[-0.9999999999999996 0.9999999999999988; -0.5206875865047881 0.9998137094555526; -0.999991470377626 -0.5224623869482586; 0.9958249104915852 0.5226586512241818; 1.0 0.9999999999999997; -0.9999999999999994 -0.9999999999999999; 0.5253943799022491 -0.9941766194358662; 0.9999999999999983 -1.0]
155,3223,300,-20.63986451704309,[0.5214082375620155 -0.9990019339495789; -0.999015680829127 -0.520917546611946; 0.9999999999999994 -0.9999999999999989; 0.9975237315562647 0.5221408892112361; -0.9999999999999982 -0.9999999999999987; 0.9999999999999982 0.9999999999999999; -0.5214168528984923 0.9979802269250819; -0.9999999999999998 0.9999999999999991]
156,1894,300,-20.641969367220234,[-0.9999999999999994 0.9999999999999992; 0.9999999999999977 -1.0; 0.9999999999999984 0.9999999999999893; -0.5185234069212586 -0.9999999953050884; 0.5185282282294376 0.9999938309018876; -0.9999999999999659 -0.9999999999999992; 0.9999958946600793 -0.5185252506124809; -0.9999993068428539 0.5185256713068553]
157,2134,300,-20.639343896384716,[0.9999999999999994 -0.9999999999999999; -0.5202127359636447 -0.999717697299511; 1.0 0.9999999999999991; -0.999999999999999 0.9999999999999991; -0.9979278768307638 0.5210878523726368; 0.9997961801657407 -0.5195756235938687; 0.5201803841127403 0.9985152878957538; -1.0 -0.9999999999999992]
158,2046,300,-20.641861501975637,[-1.0 0.9999999999999973; 0.9999999999999971 -1.0; 0.5185721138023323 -0.9999821941132881; -0.518646101329569 0.9999032579422491; 1.0 1.0; -0.9999236993915223 -0.5186057769909022; 0.9999993992214475 0.5185929364670396; -0.9999999999999902 -1.0]
159,2179,300,-20.55234004410489,[-0.9999999999999623 -0.9999999999846371; 0.9999999999153634 -0.9999999999917841; 0.999999999998392 0.9999999993541039; 0.54042655092703 0.9771648542757154; -0.9999999999621939 0.9999999999331513; -0.5400381553889745 -0.9775664256055325; -0.9987084598602154 0.5287702189638267; 0.9982268421064033 -0.528860948683931]
160,2184,300,-20.639265311804856,[0.5200256212566695 -0.999336270401686; 0.9999999999999999 -1.0; -0.9979691875320214 -0.5208803120674721; -1.0 -1.0; -0.9999999999999962 0.9999999999999983; 0.9999999999999999 0.9999999999999993; -0.5217866294024714 0.997578406761779; 0.9999997635482454 0.5204058847463173]
161,3782,300,-20.62462428460777,[0.9999999014943003 0.9999995546528879; 0.9999999695074067 -0.9999994216397993; -0.9943352595994907 -0.530136315444663; -0.9999988379830138 -0.9999981859121754; -0.5318237386885862 0.9912157673593894; 0.5318582418703722 -0.990669033560339; -0.999999999936073 0.99999637214863; 0.995058251673301 0.5295616913267926]
162,2223,300,-20.62980984721366,[-1.0 -1.0; 1.0 -1.0; 0.9999999999999996 1.0; 0.5298592122204877 0.995359635016992; -0.9999999999999937 0.999999999999994; -0.9984243192721787 0.5263277693030962; 0.9894901893452126 -0.5320962939429437; -0.5280480780594418 -0.9926825876880194]
163,2749,300,-20.641866942679595,[0.9999999999999999 1.0; 0.5185885981235852 0.9999372592260624; 0.9999919090680577 -0.5185607706314311; 0.9999999999999996 -0.9999999999999999; -0.9999999999999997 -0.9999999999999998; -0.9999999999999997 0.9999999999999998; -0.9999137555878806 0.5186273195186626; -0.5185858474481956 -0.9999947134299311]
164,3423,300,-19.001714476616275,[-0.9999999999999987 -1.0; 0.44083819899051024 0.9999649702346168; 0.9999999999999996 -0.9998946920742342; 0.9999999999999989 0.5236957655142295; -0.796105813375466 0.6383443317516042; 0.3608799661015758 -0.9999996583686068; -1.0 0.9999999999999999; -0.9986294578724239 -0.5771307006775029]
165,1981,300,-20.641906225339838,[-0.9999999999999977 0.9999999999999986; 0.9999999999999999 -0.999999999999999; -0.518771686630311 -0.9998514970886492; -0.9998870161626228 0.5187529317421834; -1.0 -1.0; 0.9999999999999932 1.0; 0.9998370798330373 -0.51879662423017; 0.5187681338370619 0.9998913669309991]
166,845,300,-18.973169446350507,[-0.9962957674579611 -0.9999998888799392; 0.9999993139032138 0.9999997253961387; 0.9902341073185529 -0.44390259131971616; -0.5922816724979566 0.9883616562982247; 0.632710063823176 0.8090772672496125; -0.9984640556324095 -0.3646886682044745; 0.5269972367656389 -0.9999800709183876; -0.9999949306983322 0.9999999868441226]
167,973,300,-20.53050186168937,[0.9999988574784198 0.9999998399322585; 0.9999999300567771 -0.9999992082464052; 0.9657333073593245 0.5535895659101964; -0.9741556473611609 -0.5459184182643182; -0.9999996462187816 0.9999997253311461; -0.9999998161337159 -0.9999999970999206; 0.5354050430674875 -0.9998993256525307; -0.536915896417653 0.990202132646506]
168,5084,300,-20.6365107827554,[-0.9983634368829136 -0.5202001530662056; 0.9999999999999994 0.9999999999999996; -0.5193271827122471 0.9999861129561994; 0.5194170224501524 -0.9996913477048476; -0.9999999999999999 0.9999999999999996; 0.9985635596772112 0.5199741495930436; 1.0 -0.999999999999999; -0.9999999999999997 -0.9999999999999998]
169,2043,300,-20.63968921546945,[-0.9999999999999994 1.0; 0.9999999999999994 -0.9999999999999999; -0.9964142649033857 -0.5240348443355719; -0.5240621165226695 0.9970436944497743; 0.9982987766268375 0.5230774511296322; -0.9999999999999993 -1.0; 0.5232286326652614 -0.9972754202338691; 0.999999999999999 1.0]
