nPsoRun,n_iter,S,fgbest,optDes
227,165,300,-59.999999999960075,[-1.0; 1.0; 1.0; -1.0; -3.640013199308069e-7; -5.441818648613982e-7]
228,282,300,-60.00000000000002,[-1.0; -1.8574825242175444e-8; -1.0; 1.0; 1.0; 1.746167266083482e-8]
229,158,300,-60.00000000000002,[1.0; 2.1294180673372796e-8; -1.0; 1.0; -1.8867694476466855e-8; -1.0]
230,196,300,-60.00000000000002,[-1.8504277706375537e-8; -1.0; 1.0; 2.3856054182471473e-8; 1.0; -1.0]
231,206,300,-60.000000000000014,[-1.0; -1.0; 1.0; -4.490668400954616e-9; 1.0; 1.7932072019086913e-8]
232,209,300,-60.00000000000002,[-1.0; 1.0; -1.0; 2.5489008494192717e-8; -2.0126416020130484e-8; 1.0]
233,225,300,-60.00000000000002,[1.0; -2.2324172082995353e-8; 1.7003546669340535e-8; 1.0; -1.0; -1.0]
234,205,300,-60.00000000000002,[1.0; 1.0; 1.7607904980624602e-8; -1.0; -2.3740374023522535e-8; -1.0]
235,174,300,-59.99999999999974,[-1.0; 4.6456521177392714e-8; 1.0; 2.352963797889322e-8; 1.0; -1.0]
236,198,300,-60.00000000000002,[1.0; -1.0; -1.0; 2.3063473299262568e-8; 1.0; -2.0465172679978817e-8]
237,199,300,-60.00000000000002,[-8.82845580857571e-9; -1.0; -1.0; 2.1474559682873228e-8; 1.0; 1.0]
238,180,300,-60.00000000000002,[-1.0; 1.0; -1.9659166422091907e-8; 2.2709707703228053e-8; 1.0; -1.0]
239,184,300,-60.00000000000002,[1.772627448343181e-8; -1.0; 1.0; -1.0; 1.0; -1.7539253842118906e-8]
240,134,300,-59.999999999932506,[-1.0; 1.0; 1.0; -1.0; -7.072899535269871e-7; 3.001749038567163e-7]
241,215,300,-60.00000000000002,[-2.271410484600594e-8; 1.0; -1.0; 1.0; 2.2821251019345922e-8; -1.0]
242,203,300,-60.00000000000002,[1.975822802846799e-8; -8.983358044127654e-9; -1.0; 1.0; 1.0; -1.0]
243,194,300,-60.00000000000002,[2.163909536050886e-8; 1.0; 1.0; -2.3404263299988855e-8; -1.0; -1.0]
244,160,300,-60.00000000000002,[1.0; 1.3551919570859935e-8; 1.0; -1.0; -1.0; -1.673937334293241e-8]
245,162,300,-60.00000000000002,[-1.0; -1.0; 1.0; 1.0; 1.966837947240445e-8; -1.4949852415512506e-8]
246,216,300,-60.00000000000002,[-1.9142021264666347e-8; -1.0; 1.0; 2.1936207855561274e-8; 1.0; -1.0]
247,186,300,-60.00000000000002,[-1.8478445109552907e-8; -1.0; 1.0; -1.0; 1.2014100625311619e-8; 1.0]
248,229,300,-59.99999999999978,[-1.744778519184289e-8; 1.0; -1.0; -1.0; 3.518879974489391e-8; 1.0]
249,159,300,-60.00000000000002,[-1.0; 1.0; -1.0; -1.547741492100319e-8; 1.0; 1.8749392958505683e-8]
250,168,300,-60.00000000000002,[-1.0; -1.0; 1.0; 1.0; -1.6259472940969627e-8; -1.9821067893846216e-8]
251,197,300,-60.00000000000002,[2.205818853570289e-8; -1.1025414048749872e-8; -1.0; -1.0; 1.0; 1.0]
252,210,300,-60.00000000000002,[1.0; -1.0; -1.783168851341714e-8; 2.088084167155125e-8; -1.0; 1.0]
253,189,300,-60.000000000000014,[-1.0; 1.0; -8.717236292454545e-9; -1.0; 1.0; 2.0750856443322654e-8]
254,217,300,-60.00000000000002,[1.0; -1.0; 1.862674943891049e-8; 1.0; -1.0; -1.583369458376745e-8]
255,185,300,-60.00000000000002,[-1.984388111502564e-8; 1.2997518253479857e-8; 1.0; -1.0; 1.0; -1.0]
256,140,300,-60.0,[-1.0; 1.859876358292763e-8; 1.0; -4.79152026421013e-9; 1.0; -1.0]
257,185,300,-60.00000000000002,[-1.0; 2.297431693596753e-8; 1.0; -1.0; 1.0; -1.4800086825267161e-8]
258,197,300,-60.00000000000002,[9.502036782775029e-9; -2.3090266402397384e-8; 1.0; -1.0; -1.0; 1.0]
259,189,300,-60.00000000000002,[2.348599601646267e-8; -1.0; -2.189273848517259e-8; -1.0; 1.0; 1.0]
260,229,300,-60.00000000000002,[-1.0; 2.1073436917775133e-8; -1.0; 1.0; -1.6214606013399433e-8; 1.0]
261,285,300,-60.00000000000002,[-1.9650709836839572e-8; -1.0; 1.0; 2.5628497985347167e-8; 1.0; -1.0]
262,66,300,-59.99999788373149,[1.0; -3.2219112946407866e-5; -0.00012520408435031375; -1.0; -1.0; 1.0]
263,193,300,-60.00000000000002,[1.0; 1.0; -1.0; -1.493215200664276e-8; 1.930438463695802e-8; -1.0]
264,215,300,-60.00000000000002,[1.0; -2.2840977469399608e-8; 1.3554097514270106e-8; -1.0; 1.0; -1.0]
265,221,300,-60.00000000000002,[-1.0; -2.046454991513369e-8; 1.7374184978163865e-8; 1.0; -1.0; 1.0]
266,198,300,-60.00000000000002,[2.2499052843032012e-8; -1.0; -1.1120504932597719e-8; -1.0; 1.0; 1.0]
267,170,300,-60.0,[1.6522589739760314e-10; 9.774251378353156e-9; 1.0; -1.0; 1.0; -1.0]
268,190,300,-60.00000000000002,[-1.0; 1.0; 1.0; -1.0; 1.601214849489674e-8; -1.9485133833212207e-8]
269,187,300,-60.00000000000002,[1.0; -1.1743107396885002e-8; 1.0; 2.158359136893869e-8; -1.0; -1.0]
270,140,300,-59.999999999997016,[-1.0; -1.0; 1.0; 1.4799288550605128e-7; 1.4972659355045006e-7; 1.0]
271,173,300,-60.00000000000002,[-2.0728923181916365e-8; -1.0; 1.0; 1.749818380619007e-8; -1.0; 1.0]
272,175,300,-60.00000000000002,[1.0; -2.188193202470412e-8; 1.8428588770576372e-8; -1.0; -1.0; 1.0]
273,216,300,-60.00000000000002,[-1.0; 1.0; 1.8475325480890812e-8; -1.0; -2.5087148034365912e-8; 1.0]
274,185,300,-60.00000000000002,[1.0; -1.0; -2.239164053385077e-8; -1.0; 1.7620405260653023e-8; 1.0]
275,163,300,-60.00000000000002,[1.0; 1.0; -1.84115621043184e-8; -1.0; 1.8214020238886426e-8; -1.0]
276,188,300,-60.00000000000002,[-1.0; 2.051941116476073e-8; -2.3035709604415347e-8; 1.0; 1.0; -1.0]
277,194,300,-60.00000000000002,[-1.0; 1.8835542691145537e-8; -1.449104771649716e-8; 1.0; -1.0; 1.0]
278,203,300,-60.00000000000002,[-1.0; 1.0; 1.0; -2.1399662118501576e-9; 2.0114568006509507e-8; -1.0]
279,207,300,-60.00000000000002,[1.0; -1.0; -1.9699022246911825e-8; 1.0; -1.0; -1.639261856533552e-8]
280,200,300,-60.00000000000002,[-1.0; -1.0; 1.0; 2.499515663273353e-8; 1.0; -1.630166942286043e-8]
281,255,300,-60.00000000000002,[-1.0; 1.0; 9.31596555348881e-9; -1.0; -1.599906063008324e-8; 1.0]
282,161,300,-60.00000000000002,[1.0; -2.1180944414200876e-8; 1.0; 1.5928497406831048e-8; -1.0; -1.0]
283,186,300,-60.000000000000014,[1.7329306817958992e-8; 1.0; 1.0; -1.0; -1.0; 2.019874290731033e-8]
284,164,300,-60.00000000000002,[-1.0; -1.0; -1.7678664703618266e-8; 1.0; 2.2739279152684785e-8; 1.0]
285,230,300,-60.00000000000002,[1.0; -2.3146386161547922e-8; -1.0; 2.0053854575102703e-8; 1.0; -1.0]
286,195,300,-60.00000000000002,[-1.9608318477525063e-8; 1.0; 1.0; -1.0; 1.8406522879946815e-8; -1.0]
287,100,300,-59.99999999908717,[-1.4817013371227425e-6; -1.0; -1.0; 1.0; 1.0; -2.6003688006740638e-6]
288,239,300,-60.00000000000002,[1.0; 2.0738960754658127e-8; -1.0; 1.0; -2.424953204518867e-8; -1.0]
289,193,300,-60.00000000000002,[1.0; -1.884378253177656e-8; -1.0; 1.0; -1.0; 1.712630879806528e-8]
290,69,300,-59.999999808284365,[-3.7684424976724886e-5; -3.4507645200163614e-5; -1.0; -1.0; 1.0; 1.0]
291,172,300,-60.00000000000002,[1.0; -1.0; -1.0; -2.4591892858606324e-8; 1.6585364996151006e-8; 1.0]
292,79,300,-59.99999998537905,[-1.0; -1.0; 1.0; 3.180391705598655e-6; 1.0; 1.0406898434548405e-5]
293,181,300,-60.00000000000002,[2.0308644868906517e-8; -1.3365986362792289e-8; 1.0; -1.0; 1.0; -1.0]
294,195,300,-60.00000000000002,[-1.0; 1.0; -1.98840565522935e-8; 1.0; 1.0776807012600008e-8; -1.0]
295,171,300,-60.00000000000002,[-1.0; -1.9841274192691327e-8; 1.0; 1.0; 6.271270525079612e-9; -1.0]
296,201,300,-60.00000000000002,[2.1018497295385627e-8; 1.0; -2.2363698042080813e-8; 1.0; -1.0; -1.0]
297,40,300,-59.99994660610597,[1.0; -1.0; -0.0006288961892441606; 1.0; -1.0; 0.0005975838062090436]
298,205,300,-60.00000000000002,[-1.0; 1.0; -2.3154622232318443e-8; -1.0; 1.528177726731955e-8; 1.0]
299,175,300,-60.00000000000002,[2.094101061140176e-8; 1.0; -1.0; 1.0; -1.0; -1.8278515108237776e-8]
300,170,300,-60.00000000000002,[1.2490506557215195e-9; 1.0; -1.0; -1.0; 1.700439016367683e-8; 1.0]
301,213,300,-60.00000000000002,[1.0; 1.0; -1.0; 1.5331075531161994e-8; 1.5454838477915884e-8; -1.0]
302,196,300,-60.00000000000002,[-1.0; 1.2498455075791403e-8; -2.1280587622607033e-8; 1.0; 1.0; -1.0]
303,209,300,-60.00000000000002,[-2.0771495330211636e-8; -1.0; 1.0; 2.4591210063280762e-8; 1.0; -1.0]
304,200,300,-60.00000000000002,[1.0; 2.022942489009798e-8; -1.0; 1.0; -1.0; -1.804997161146102e-8]
305,212,300,-60.0,[-1.0; 1.0; 2.493557946577676e-8; 1.0; -2.5111046193237994e-8; -1.0]
306,189,300,-60.00000000000002,[-1.4450950458250574e-8; -2.155027909999074e-8; 1.0; -1.0; 1.0; -1.0]
307,178,300,-60.00000000000002,[1.0; -1.9338663344134306e-8; 1.0096311263035907e-8; 1.0; -1.0; -1.0]
308,165,300,-60.00000000000002,[1.0; -1.0; 1.939904637131581e-8; 1.0; -1.0; -1.5937089123903044e-8]
309,202,300,-60.000000000000014,[1.0; 1.0; -1.0; -1.0; -1.512708723478634e-8; 2.064609498484782e-8]
310,206,300,-60.00000000000002,[1.0; -1.0; -1.0; -2.527419019803656e-8; 1.0; 1.9977308540643223e-8]
311,127,300,-59.999999999997016,[-1.4907823401862812e-7; 1.0; -1.0; -1.3534716984270377e-7; -1.0; 1.0]
312,185,300,-60.00000000000002,[-1.0; -2.124914962820885e-8; -1.0; 1.0; 1.8142413294547165e-8; 1.0]
313,208,300,-60.00000000000002,[-1.5552705783319317e-8; 1.0; 1.0; -1.0; -1.0; 1.737655330768128e-8]
314,212,300,-60.00000000000002,[1.1102060947507527e-8; 1.0; -1.0; -1.5650532344826936e-8; 1.0; -1.0]
315,244,300,-60.00000000000002,[-1.9805803243620525e-8; -1.0; -1.0; 2.31113649342713e-8; 1.0; 1.0]
316,177,300,-60.00000000000002,[1.0; 2.1086790036382052e-8; -1.0537338526540951e-8; -1.0; 1.0; -1.0]
317,218,300,-60.00000000000002,[-1.0; -1.8607013182500624e-8; 1.0; 1.0; 1.5774776365927953e-8; -1.0]
318,117,300,-59.999999999545814,[-1.0; 1.0; 1.1909387965920265e-6; 1.0; 1.8343832636927922e-6; -1.0]
319,194,300,-60.000000000000014,[1.0; 2.0220577750254186e-8; 1.0; -1.0; -2.4044676268635527e-8; -1.0]
320,257,300,-60.00000000000002,[-1.0; 1.0; -1.0; -1.6288976815797287e-8; 1.2439188294238351e-8; 1.0]
321,202,300,-60.00000000000002,[-2.0315755871415988e-8; -1.0; -1.0; 1.154445753100168e-8; 1.0; 1.0]
322,196,300,-60.00000000000002,[-1.8343403651807904e-8; 1.0; -1.0; 2.230037184029537e-8; -1.0; 1.0]
323,99,300,-59.999999210431,[-4.4936770694411696e-5; -7.647652832684949e-5; -1.0; 1.0; -1.0; 1.0]
324,242,300,-60.00000000000002,[1.2471426434548746e-9; 1.0; 7.928653899421088e-9; 1.0; -1.0; -1.0]
325,177,300,-60.00000000000002,[2.111960072611066e-8; -1.0; -1.0; 1.0; -1.9842741107428707e-8; 1.0]
326,178,300,-60.00000000000002,[1.0; 1.9458826478174252e-8; -1.0; -1.728017120004363e-8; -1.0; 1.0]
327,263,300,-60.00000000000002,[1.0; -1.0; 1.985171139377583e-8; 1.0; -1.4096491619842306e-8; -1.0]
328,211,300,-60.00000000000002,[1.0; 1.0; -2.0255718000759126e-8; -1.0; 1.9381602564548353e-8; -1.0]
329,195,300,-60.00000000000002,[-1.0; 1.0; 1.998649649230072e-8; 1.0; -1.0; -1.6386283950905024e-8]
330,183,300,-60.0,[-1.180307896842664e-8; 1.0; -1.0; 1.0; -1.0; -1.666773083938395e-8]
331,206,300,-60.00000000000002,[1.0; -1.0; -2.351995884533046e-8; -1.0; 1.0; 1.832530686266498e-8]
332,228,300,-60.0,[1.0; -1.0; -1.0; 1.8508923079205094e-8; 1.0; 4.637467432007316e-9]
333,218,300,-60.000000000000014,[-3.4570176695065655e-10; 1.0; 1.0; -2.7951199662146927e-9; -1.0; -1.0]
334,224,300,-60.00000000000002,[-1.8280540262175778e-8; -1.0; 1.0; -1.0; 2.228001852877604e-8; 1.0]
335,182,300,-60.00000000000002,[-1.0; -1.2262768536171268e-8; 1.0; -1.0; 1.0; 1.960862299897576e-8]
336,282,300,-60.00000000000002,[-1.0; 1.0; 1.8505500868449417e-8; -1.0; 1.0; -1.387529781257107e-8]
337,198,300,-60.00000000000002,[-1.0; 1.0; -1.0; 1.0; 1.5230024106390864e-8; -1.6146799819109697e-8]
338,195,300,-60.00000000000002,[1.0; 1.0100213613720181e-8; -1.0; -1.0; 1.0; -1.60282086167883e-8]
339,266,300,-60.00000000000002,[-1.776465672632566e-8; 1.9103720950527695e-8; -1.0; 1.0; 1.0; -1.0]
340,186,300,-60.00000000000002,[-1.0; -1.0; 1.0; 1.0; 1.5186133804784102e-8; -1.72051398013825e-8]
341,236,300,-60.00000000000002,[-1.0; 1.0; -2.495172874516904e-8; 1.0; -1.0; 1.673086336252684e-8]
342,220,300,-60.00000000000002,[-1.873441633955852e-8; 1.0; -1.684579157993287e-8; 1.0; -1.0; -1.0]
343,230,300,-60.00000000000002,[-2.3323276786368168e-8; 1.0; -1.0; -1.0; 1.9941873191499204e-8; 1.0]
344,56,300,-59.99998439627988,[-1.0; 0.0003399751760223453; 1.0; 0.00027743119012446117; -1.0; 1.0]
345,182,300,-60.00000000000002,[-1.0; 1.0; -1.0; 1.898238200707135e-8; -2.4835875371502035e-8; 1.0]
346,186,300,-60.00000000000002,[1.0; 1.0; -1.0; -1.7437901940874826e-8; 1.6794181608915978e-8; -1.0]
347,224,300,-60.00000000000002,[1.0; -1.0; -1.8780152631564424e-8; 1.9325433771760248e-8; -1.0; 1.0]
348,167,300,-60.00000000000002,[1.0; 1.0; 1.74819341456453e-8; -2.4510625871579955e-8; -1.0; -1.0]
349,164,300,-60.000000000000014,[1.0; 2.1897705813986186e-8; -1.0; -1.0; 1.0; 1.666081799541912e-8]
350,208,300,-60.00000000000002,[1.0; -1.0; -2.2373761174742658e-8; 1.0; 1.6406098334088343e-8; -1.0]
351,82,300,-59.999999723744715,[1.0; 3.809146967274522e-5; -1.0; -1.0; 1.0; 4.5236436800298804e-5]
352,219,300,-60.00000000000002,[-1.0; 1.2155112001968622e-8; -1.9845409877856408e-8; -1.0; 1.0; 1.0]
353,198,300,-60.00000000000002,[1.0; 1.0; -1.0; -1.5577782977759293e-8; -1.0; 1.744814701199923e-8]
354,207,300,-60.00000000000002,[2.0391948791682102e-8; 1.0; -1.0; -1.927653742642296e-8; 1.0; -1.0]
355,192,300,-60.00000000000002,[-1.0; 1.0; -1.0; 1.0; -1.748775413112164e-8; 4.58846060002541e-9]
356,228,300,-60.00000000000002,[-1.0; -6.7406855067206775e-9; 1.0; -1.0; 1.0; 1.742114338919023e-8]
357,192,300,-60.00000000000002,[2.18573316144219e-8; -1.1383224646714882e-8; 1.0; -1.0; 1.0; -1.0]
358,247,300,-60.00000000000002,[-1.0; 1.0; 1.7180616248872855e-8; 1.0; -1.0; -1.9868640111942073e-8]
359,207,300,-60.00000000000002,[1.0; -1.0; 1.0; 1.5605566170053307e-8; -1.0; 1.724290888154857e-8]
360,221,300,-60.00000000000002,[-1.0; 1.0; -1.0; 1.0; 1.616777764988173e-8; 2.0742219490672778e-8]
361,193,300,-60.00000000000002,[-1.0; 1.0; -2.2260683760429094e-8; 1.5901526181357748e-8; 1.0; -1.0]
362,188,300,-60.00000000000002,[-1.0; -1.0; 1.0; -2.1774769393558616e-8; 2.1148406029269606e-8; 1.0]
363,208,300,-60.00000000000002,[-1.0; -1.3129207044732195e-8; 1.973498408974615e-8; -1.0; 1.0; 1.0]
364,197,300,-60.00000000000002,[1.0; -1.0; 1.0; -2.4073176874634095e-8; 1.6337695991643073e-8; -1.0]
365,212,300,-60.00000000000002,[-1.0; -3.3225877121787136e-9; 1.0; 1.924682626010239e-8; -1.0; 1.0]
366,185,300,-60.000000000000014,[1.0; -2.2562242802705283e-8; -1.0; 1.4739026136009793e-8; -1.0; 1.0]
367,179,300,-60.00000000000002,[-2.1344620050591116e-8; 1.0; 1.7028145424841784e-8; 1.0; -1.0; -1.0]
368,211,300,-60.00000000000002,[-1.9186567138789183e-8; 1.0; -1.0; -1.0; 1.9607576707571173e-8; 1.0]
369,191,300,-60.00000000000002,[1.832682279234595e-8; -1.0; -1.4905526223855987e-8; 1.0; -1.0; 1.0]
370,274,300,-60.00000000000002,[1.0; -1.0; 1.6840641654903322e-8; -2.465600357377074e-8; 1.0; -1.0]
371,181,300,-60.00000000000002,[-1.0; 1.0; 1.0; -1.8055786097472274e-8; 1.5621361941489076e-8; -1.0]
372,189,300,-60.0,[4.256056217999546e-9; -1.0; 1.0; -1.0; -1.508122366325691e-9; 1.0]
373,222,300,-60.00000000000002,[1.0; -1.0; -1.0; 1.7868274717824582e-8; -1.9371345548799756e-8; 1.0]
374,305,300,-60.00000000000002,[2.074063585146777e-8; -1.0; 1.0; 1.0; -1.0; -1.687479636467024e-8]
375,176,300,-60.00000000000002,[1.0; 1.8395561732508425e-8; 1.0; -1.0; -1.9853937037329103e-8; -1.0]
376,208,300,-60.00000000000002,[2.317685500998352e-8; 1.0; -1.0; 1.0; -1.8327441870641017e-8; -1.0]
377,205,300,-60.00000000000002,[-1.0; -1.0; -2.3618237633908876e-8; 1.0; 1.0; 1.536866430438439e-8]
378,130,300,-59.99999999997602,[4.2198271230359303e-7; 1.0; -2.954597066636267e-7; -1.0; -1.0; 1.0]
379,200,300,-60.00000000000002,[1.0; 1.0; -1.0; -1.0; 1.855737929873331e-8; -1.5591535427140854e-8]
380,211,300,-60.00000000000002,[-1.0; -2.3125067506456936e-8; 1.0; -1.0; 1.0; 6.815460155343645e-9]
381,258,300,-60.00000000000002,[-1.0; 2.2886099529878e-8; -1.0; 1.0; -1.8727556511345437e-8; 1.0]
382,190,300,-60.00000000000002,[-2.9274801139913824e-10; 1.0; 1.0; -1.0; 2.5406845357587695e-8; -1.0]
383,183,300,-59.99999999999974,[-4.306240644925681e-8; -1.0; -1.0; 1.0; 1.2294532866058937e-8; 1.0]
384,197,300,-60.00000000000002,[1.0; 1.0; -2.3282723403671804e-8; 2.0861680416128717e-8; -1.0; -1.0]
385,237,300,-60.00000000000002,[-1.0; 1.0; -1.0; 1.0; 1.5398499711051344e-8; -1.7528158544133142e-8]
386,203,300,-60.00000000000002,[1.0; -2.2814091294948857e-8; -1.0; -1.0; 1.0; 2.089595782060087e-8]
387,179,300,-60.00000000000002,[-2.141597327346817e-8; 1.0; -1.6356803927321313e-8; 1.0; -1.0; -1.0]
388,201,300,-60.00000000000002,[-1.0; 1.0; 1.0; -1.0; -1.531013823465551e-8; 1.6539522672684888e-8]
389,239,300,-60.000000000000014,[1.0; -1.0; -1.0; 2.0218491866815783e-8; 2.3630015932939352e-8; 1.0]
390,202,300,-60.00000000000002,[1.9556407298992553e-8; -1.9938478504805345e-8; 1.0; -1.0; -1.0; 1.0]
391,267,300,-60.000000000000014,[2.203534816935607e-8; 1.0; -1.0; -1.0; -1.774902140457108e-8; 1.0]
392,207,300,-60.00000000000002,[-1.5198707727818114e-8; -1.0; 2.008644446228042e-8; -1.0; 1.0; 1.0]
393,215,300,-60.00000000000002,[1.0; 1.0; -1.0; -2.0703029379458554e-8; 1.6632579538166084e-8; -1.0]
394,178,300,-60.00000000000002,[-1.0; 1.0; 1.835516365382008e-8; -1.0; -1.8534325521400183e-8; 1.0]
395,192,300,-60.00000000000002,[9.750879258876566e-9; 1.0; -1.0; -2.1363629351934562e-8; 1.0; -1.0]
396,179,300,-60.00000000000002,[-2.265482299746462e-8; 1.0; 1.0; 2.0646588306311384e-8; -1.0; -1.0]
397,208,300,-60.00000000000002,[1.6894042778261527e-8; -2.3036812298045502e-8; 1.0; -1.0; 1.0; -1.0]
398,184,300,-60.00000000000002,[-2.295299968146972e-8; 1.0; 1.0; -1.0; -1.0; 1.0070039659478898e-8]
399,168,300,-60.00000000000002,[1.0; 1.9331624800454926e-8; -1.0; -1.8610768305107868e-8; -1.0; 1.0]
400,198,300,-60.00000000000002,[1.0; -1.0; 2.4062283705212025e-8; -1.0; -2.4670147283337827e-8; 1.0]
401,226,300,-60.00000000000002,[2.2982805573457874e-8; 1.0; -1.1942050737474524e-8; -1.0; 1.0; -1.0]
402,164,300,-60.00000000000002,[1.962431887412111e-8; -1.0; 1.0; -1.7722884126950144e-8; 1.0; -1.0]
403,189,300,-60.00000000000002,[-1.0; 1.3884319308667024e-8; -1.0; 1.0; 1.0; -1.8206318603605396e-8]
404,145,300,-59.999999999937415,[-1.0; -6.786448629844022e-7; 1.0; -1.0; 6.813300586449666e-7; 1.0]
405,153,300,-60.0,[-1.0; 1.0; -1.0; 5.946955332806725e-10; -6.928074581400438e-9; 1.0]
406,189,300,-60.000000000000014,[1.0; -2.9546710586206224e-10; -1.0; 1.0; 1.54782645273412e-8; -1.0]
407,181,300,-60.00000000000002,[-1.0; -1.0; 1.0; 2.321770020964004e-8; -1.6954028677627684e-8; 1.0]
408,208,300,-60.00000000000002,[1.8214278331622593e-8; 1.0; -2.1775011239076944e-8; -1.0; 1.0; -1.0]
409,208,300,-60.00000000000002,[-1.0; 1.877721774510582e-8; 1.0; -1.0; 1.0; -1.7492772959441085e-8]
410,186,300,-60.00000000000002,[-1.0; 1.0; 1.0; -1.0; 1.9966938256255627e-8; -1.7852908636349544e-8]
411,60,300,-59.99999955008246,[-1.0; 1.0; -1.0; 5.772974074100701e-5; -2.1940770518940125e-6; 1.0]
412,226,300,-59.999999999999275,[1.0; -4.7421820187819823e-8; 1.0; -1.0; -1.0; 7.313027314495393e-8]
413,174,300,-60.00000000000002,[2.007710368190242e-8; -1.0; 1.0; -2.3349373721696856e-8; -1.0; 1.0]
414,246,300,-60.00000000000002,[1.0; -2.1145115056173692e-8; 1.8048953210870023e-8; 1.0; -1.0; -1.0]
415,199,300,-60.00000000000002,[-1.0; -1.0; 1.0; -1.899112282466818e-8; 1.0; -1.491472274512578e-8]
416,181,300,-60.00000000000002,[2.0011522032535185e-8; 1.0; -1.0; -1.7770405893715785e-8; 1.0; -1.0]
417,197,300,-60.00000000000002,[1.0; 1.0; -2.4995418904384867e-8; -1.0; 1.6165161380647065e-8; -1.0]
418,192,300,-60.00000000000002,[-1.0; 1.0; 2.4514830831620293e-8; -2.440340216151471e-8; -1.0; 1.0]
419,173,300,-60.00000000000002,[-1.0; -1.0; 2.3888021222317778e-8; 1.0; 1.0; -1.2973485472181546e-8]
420,135,300,-59.99999999999352,[2.1994276924859928e-7; 1.0; 1.0445526288939514e-7; -1.0; -1.0; 1.0]
421,209,300,-59.99999999999974,[-1.0; -1.0; 1.0; -4.5457162131170874e-8; 4.1835779915656695e-8; 1.0]
422,178,300,-60.00000000000002,[8.1436338690701e-9; 1.0; -1.0; -5.724123268909563e-9; -1.0; 1.0]
423,206,300,-60.00000000000002,[1.0; 1.939394549226294e-8; -1.0; -1.5547696814050292e-8; -1.0; 1.0]
424,198,300,-59.9999999999991,[-1.0; -8.262816064805787e-8; -5.1927639661704575e-8; 1.0; 1.0; -1.0]
425,218,300,-60.000000000000014,[1.9480605998455655e-8; -1.0; 1.0; -1.0; 1.0; -5.875123297736706e-9]
426,228,300,-60.00000000000002,[1.0; 2.2723050122191283e-8; 1.0; -1.0; -1.661690762616444e-8; -1.0]
427,183,300,-60.00000000000002,[-7.39199359324777e-9; -1.0; 2.312402832137527e-8; 1.0; -1.0; 1.0]
428,209,300,-59.999999999999275,[1.0; -1.0; 1.0; 7.731322104937766e-8; -1.1019311581849422e-8; -1.0]
429,186,300,-60.00000000000002,[-1.0; 1.0; -2.439240713581211e-8; 2.4912050216613166e-8; -1.0; 1.0]
430,220,300,-60.00000000000002,[-2.3367524613714038e-8; 1.0; -1.0; 1.5671498278092595e-8; -1.0; 1.0]
431,264,300,-60.00000000000002,[-1.0; 1.0; -2.0692877957750585e-8; 2.483124183774909e-8; 1.0; -1.0]
432,88,300,-59.99999995215407,[1.0; -1.0; -1.0; -5.481696734715343e-6; 1.0; 1.882590399468234e-5]
433,204,300,-60.00000000000002,[1.974627926662611e-8; 1.0; -2.0488408034151855e-8; -1.0; 1.0; -1.0]
434,194,300,-60.00000000000002,[5.190515802039823e-10; 1.0; 1.0; -1.0; -1.0; -1.770197741578671e-8]
435,198,300,-60.00000000000002,[-1.7046841466921717e-8; 1.0; -1.890836315278264e-8; -1.0; 1.0; -1.0]
436,179,300,-60.00000000000002,[-1.988931912857282e-8; -1.0; 1.0; 1.0; -1.0; 1.2631581340604014e-8]
437,242,300,-60.00000000000002,[1.0; 2.1705644532788477e-8; -1.0; -1.7181520394194235e-8; 1.0; -1.0]
438,184,300,-60.00000000000002,[1.9227057039794553e-8; -1.0; -1.0896238968288434e-8; -1.0; 1.0; 1.0]
439,223,300,-60.00000000000002,[-1.0; -1.0; 1.9453824045305774e-8; 1.0; -1.822237677378982e-8; 1.0]
440,205,300,-60.00000000000002,[-2.1016934065866868e-8; -1.0; 1.2130058702030031e-8; 1.0; 1.0; -1.0]
441,208,300,-60.00000000000002,[-1.0; -2.1967247345291217e-8; 1.0; 1.0; 1.6625481649055185e-8; -1.0]
442,185,300,-60.00000000000002,[-1.0; -1.0; 2.0422246178591757e-8; 1.0; 1.0; -1.3076970692572786e-8]
443,181,300,-60.00000000000002,[1.0; -2.1827281127859168e-8; 1.3873717865471799e-8; -1.0; 1.0; -1.0]
444,197,300,-60.00000000000002,[1.3145886545721776e-8; -1.0; -2.0098733564863794e-8; 1.0; 1.0; -1.0]
445,183,300,-60.00000000000002,[-1.0; 2.1444192779582025e-8; -1.0; 1.0; -2.3404954460011516e-8; 1.0]
446,208,300,-60.00000000000002,[1.0; 1.9946790962353812e-8; -1.0; 1.583217465888549e-8; 1.0; -1.0]
447,230,300,-60.00000000000002,[1.8681521731642513e-8; -1.0; 1.0; 1.0; -2.2777531733880886e-8; -1.0]
448,208,300,-59.99999999999989,[-1.0; -2.98340027021146e-8; -1.0; 1.0; 1.0; -3.2319935010516586e-8]
449,178,300,-60.00000000000002,[-1.0; 1.0; -2.441373564205125e-8; 2.0060718318821335e-8; 1.0; -1.0]
450,171,300,-60.00000000000002,[1.0; -1.0; 1.0; -1.0; -1.8100659459821753e-8; -7.057964804729133e-9]
451,191,300,-60.00000000000002,[-1.0; -2.3091731448862673e-8; 1.0; 2.119497950492726e-8; 1.0; -1.0]
452,222,300,-60.00000000000002,[-1.0; 1.0; 2.210147614412995e-8; -1.0; 1.0; -1.8023804721973747e-8]
