nPsoRun,n_iter,S,fgbest,optDes
453,212,300,-60.00000000000002,[1.0; -1.8265219021266965e-8; -1.0; 1.0; -1.0; 1.941633026564851e-8]
454,204,300,-60.00000000000002,[-2.2767325025499952e-8; -1.0; 1.0; 2.3784009987957795e-8; 1.0; -1.0]
455,226,300,-60.00000000000002,[2.0031859445804397e-8; 1.0; 1.0; -1.0; -1.9036185780335517e-8; -1.0]
456,223,300,-60.00000000000002,[1.0; -1.0; -2.526429868207721e-8; 1.0; -1.0; 2.0960758207131575e-8]
457,209,300,-60.00000000000002,[1.0; -1.0; -1.8745929683530328e-8; 1.0; -1.0; 1.836803340216678e-8]
458,181,300,-60.00000000000002,[1.0; 1.831108459811513e-8; -2.1719041403174402e-8; -1.0; -1.0; 1.0]
459,170,300,-60.00000000000002,[1.0; 1.0; -1.0; -1.364632577612417e-8; 2.5795321704060728e-8; -1.0]
460,153,300,-60.000000000000014,[1.0; -1.0; -3.672757454808102e-9; 1.0; 2.4753178890976514e-8; -1.0]
461,205,300,-60.00000000000002,[-1.0; -1.9473606461456852e-8; -1.0; 1.0; 1.0; 1.9726206960121173e-8]
462,222,300,-60.00000000000002,[1.268846478401039e-8; -2.2872286308781387e-8; 1.0; 1.0; -1.0; -1.0]
463,170,300,-60.00000000000002,[-2.0725737825203527e-8; 1.8117467693704555e-8; 1.0; -1.0; -1.0; 1.0]
464,216,300,-60.00000000000002,[-1.0; -2.170972671787945e-8; -1.0; 1.0; 2.5729102575510578e-8; 1.0]
465,215,300,-60.00000000000002,[1.9863372289917573e-8; -1.0; 1.0; -1.6475352449075733e-8; -1.0; 1.0]
466,201,300,-60.00000000000002,[1.0; -1.0; 1.9114119009372254e-8; 1.0; -1.6855278460114058e-8; -1.0]
467,224,300,-60.00000000000002,[-1.0; -1.0; 1.0; -2.4919132160087356e-8; 1.844027886534538e-8; 1.0]
468,223,300,-60.00000000000002,[1.0; -1.0; 2.3240787005019786e-8; -1.0; 1.0; -1.4998006378494146e-8]
469,208,300,-60.00000000000002,[1.0; 2.285006422108672e-8; -1.0; -2.2944924898880678e-8; -1.0; 1.0]
470,209,300,-60.000000000000014,[-1.5558454657118544e-9; 1.0; -1.0; -1.0; 1.0; -1.500819096907774e-8]
471,190,300,-60.00000000000002,[2.096797480986489e-8; 1.0; -1.0; -2.4280969196559777e-8; -1.0; 1.0]
472,231,300,-60.00000000000002,[-1.7738740518778713e-8; -1.0; 1.828955399953814e-8; -1.0; 1.0; 1.0]
473,159,300,-60.0,[1.4429945992912512e-8; 1.0; 1.0; -1.0; -1.0; 2.103787839179849e-8]
474,246,300,-60.00000000000002,[1.8437447670267337e-8; -1.0; 1.0; 1.0; -1.8491156947594224e-8; -1.0]
475,211,300,-60.0,[-1.0; 1.0; 1.0; -1.1154840344153588e-8; -1.0; -5.744651103290387e-9]
476,188,300,-60.00000000000002,[-1.825740934553744e-8; 1.0; -1.0; -1.0; 1.6660027581111298e-8; 1.0]
477,228,300,-60.00000000000002,[-1.0; -1.0; 2.453361561919301e-8; 1.0; -2.4934689578689245e-8; 1.0]
478,210,300,-60.00000000000002,[-1.0; 1.0; -1.9017681080907333e-8; -1.0; 1.8703111517682434e-8; 1.0]
479,239,300,-60.00000000000002,[1.0; 2.0380716034407386e-8; -1.3210012305927184e-8; -1.0; -1.0; 1.0]
480,247,300,-60.00000000000002,[1.0; 7.882828205443408e-9; -1.0; -2.3156967856106642e-8; 1.0; -1.0]
481,222,300,-60.00000000000002,[-1.9159152886161014e-8; 1.737256727129626e-8; 1.0; -1.0; -1.0; 1.0]
482,197,300,-60.00000000000002,[2.3175744772204435e-8; 1.0; -1.3925671646165548e-8; -1.0; 1.0; -1.0]
483,192,300,-59.9999999999969,[1.5141851011416687e-7; -1.0; -1.0; 1.0; 1.0; -5.859598501144501e-9]
484,193,300,-60.00000000000002,[1.0; -2.1249586928557343e-8; 1.0; 2.2590042939562773e-8; -1.0; -1.0]
485,206,300,-60.00000000000002,[-1.0; 1.0; 1.0; -1.0; 2.066331884387571e-8; -1.819416098475179e-8]
486,194,300,-60.00000000000002,[1.0; 2.079394148324326e-8; 1.0; -1.0; -1.0; -1.6337032599743273e-8]
487,229,300,-60.00000000000002,[-1.0; 1.0; -1.0; 2.3139106364467743e-8; 1.0; -1.991684266245621e-8]
488,213,300,-60.00000000000002,[-2.1251849213959482e-8; 1.0; 9.000405562708499e-9; -1.0; -1.0; 1.0]
489,242,300,-60.00000000000002,[-1.0; -2.1863970655832875e-8; 1.6711301965057105e-8; 1.0; -1.0; 1.0]
490,68,300,-59.99999434038,[-1.0; 0.00018904629834644304; 1.0; -0.0002047513424592597; 1.0; -1.0]
491,261,300,-60.00000000000002,[1.0; -1.0; 2.5428165371797698e-8; 1.0; -1.0; -1.9453368207743668e-8]
492,67,300,-59.999987292123166,[1.0; -0.00016112926039031834; 1.0; 0.0003068100824821923; -1.0; -1.0]
493,198,300,-60.00000000000002,[2.0977229829655e-8; -1.0; 1.0; -1.0; 1.0; -1.8764667057122608e-8]
494,189,300,-60.00000000000002,[-1.0; -1.0; 1.0; 1.0; -1.726919755952836e-8; 1.760865783388759e-8]
495,225,300,-60.000000000000014,[1.0; 4.410013003236097e-9; -1.0; -1.0; -2.4243242062508456e-8; 1.0]
496,157,300,-60.00000000000002,[1.0; -1.7010232675972883e-8; 2.2994754640862987e-8; -1.0; -1.0; 1.0]
497,205,300,-60.00000000000002,[-1.0; 1.0; -1.0; 1.9944008880486645e-8; -1.7221211615275892e-8; 1.0]
498,196,300,-60.00000000000002,[-2.008427817310393e-8; -1.0; 1.6815294398000102e-8; -1.0; 1.0; 1.0]
499,194,300,-60.00000000000002,[-1.0; -1.8548153810673232e-8; -1.0; 2.01576940041401e-8; 1.0; 1.0]
500,166,300,-60.0,[-1.0; 1.0; -2.7790195722003134e-10; 1.0; 2.4824774328282058e-8; -1.0]
