nPsoRun,n_iter,S,fgbest,optDes
134,3494,300,-39.419454852292525,[0.9999963869103262 0.9999999999999992; 0.0167157089516393 0.7891807757780258; -0.5978157300328255 -0.9999999999999999; -0.9999999999999989 -0.9514238639190652; 0.9999159940115799 0.9999999999999993; 0.7931592007925146 -0.9999999999999998; -0.7820503555870576 0.9999999999999996; -0.8500544598505183 -0.291405099550032; -0.9999999999999997 0.7715570448979917; 0.4666979489005301 0.04947399941697527; 0.9999999999999996 -0.7742068847380095]
135,4762,300,-42.51081670019776,[-0.9999999999999998 -0.8547243422984979; 1.0 -0.7708707202022278; -1.0 0.9957755105507844; -0.9999999999999999 0.27631021885720475; 0.06490710378650491 -0.6441495265578012; -0.8252192755126415 -0.9999999999999999; 0.8352217971953974 -0.9999999999999998; -0.6795529239814146 0.9999999999999996; 0.8183562783802187 0.9999999999999999; 0.9999999999999996 0.7843834162088061; -0.521659564060266 0.041000147068208995]
136,2719,300,-40.2322443890934,[-0.823707391020233 -0.9999999999999993; 0.9999999999999998 0.8407763577021425; 0.5223914934602557 -0.9999999999999999; -0.9999999999999996 -0.9966963582407954; 0.9999999999999819 -0.9998515726398508; -0.9999999999999992 0.9988008897288213; 0.9999999999999999 -0.41769855786481647; -0.028606621220464715 -0.3725908662154136; 0.7345332908813065 0.9999999999999996; -0.7636183593222141 0.9999999999999934; -0.7244907192173415 0.035675725939856975]
137,5244,300,-38.78110843699028,[0.7474870892272457 -0.9999999999999982; -0.7302741805894867 -0.999999999999999; 1.0 1.0; 0.9999999999999999 -0.9999999999999456; -0.4677041581950112 0.9946090935178717; 0.7619949830197925 0.9999999999999997; -1.0 0.3974544364432697; -0.9999769160957872 1.0; -0.9999999999999997 -0.9115837699940534; -0.036830921991991304 -0.06399382554615968; 0.7907297554303003 0.013858157523453806]
138,4661,300,-41.221409321808515,[-0.9999999999999992 0.7693298434175899; 0.9999999999999999 0.9999644288244575; -0.8185243301615108 -0.9999999999999996; 0.386438821609107 0.009160008619916383; 0.6577627308089908 0.9999999999999993; -1.0 -0.755986460727321; 0.9999999999999992 -0.8299573412857881; -0.002550994520817516 -0.7205327585646322; 0.9999998816824729 -0.9999999999999992; 0.9975167752781595 0.2651560085612567; -0.7947100709033746 0.9999999999999992]
139,3165,300,-40.56403377365825,[-1.0 -0.7729670028222652; -0.926376403702204 0.9999999999999981; -0.0732398586084112 0.8129374347236926; 0.8897348601809707 0.013197889701698867; 0.7420525766875322 -0.9999999999999992; -0.7854298896435757 -1.0; 0.3113074074012005 -0.007789872852384742; 1.0 0.9957836059893533; 0.9999999999999992 -0.8397698975143356; 0.7964730481746948 0.9999999999999999; -1.0 0.7206010783827833]
140,4961,300,-41.3890534557167,[0.6852089947699822 0.07643183196123281; 0.07555073268209428 -0.508814506295598; -1.0 0.8105330015897373; -1.0 -0.5566102351318255; -0.761117174760685 0.9999999999999996; -0.422431711158532 -1.0; 0.7647658431460062 1.0; 0.8496759032525001 -0.9999999999999998; 0.9999999999999994 -0.8179934816832584; -0.9999999999999997 -0.999918957037138; 0.9999999999999997 0.9906452982675465]
141,6924,300,-39.1457068123637,[0.9999999999999994 0.9999734889209971; 0.9999780928671093 -0.9999999999999994; -0.7523791199537515 0.9999999999999987; 0.1891476258933163 -0.9720929304951098; 0.04711653221204856 0.3397672097352162; 0.9999999999999977 -0.6163389853586402; -0.7361634262565802 -0.9999999999999996; -0.9999999999999992 -1.0; 0.7533976554551803 0.9999999999999979; -0.9999999999999997 0.8233231966513062; -0.7944398481743702 -0.08286669857115454]
142,2676,300,-42.209554431866614,[0.6210681219393668 1.0; 1.0 -0.8491245701779663; 0.5069043967347887 0.07351837741251925; -0.8169899959168773 0.9999999999999999; -0.9999999999999999 0.7787853596390049; 0.9999999999999999 0.39394265569865217; -0.8265850891985953 -1.0; 0.8243980537639086 -0.9999999999999997; -1.0 -0.7786661049335808; -0.02537403902774277 -0.6288834671414886; 0.987157144620652 0.9999999999999994]
143,2597,300,-40.88103713415202,[0.9999999999999997 0.7840208913788023; 0.9999999985554469 -0.9934855029197535; 0.4425028781651332 -0.9999999999999998; 0.9999999999999998 -0.4731253425161848; -0.6104531017627776 -0.01936559438225689; -0.9999999999999998 -0.7671971997526399; -0.812868112564777 0.9999999999999997; -0.9999999999999993 0.8195799882874804; 0.9999999999616175 0.9999999999999984; 0.09975428493955575 0.6797875587988147; -0.7841254891838233 -1.0]
144,2341,300,-41.80214998470535,[-0.7927247831906102 -0.9999999999839252; 0.7645839090927973 -0.9999999999471834; -0.846598727241786 0.9999999996105766; 0.9999999999962362 -0.9980937718885023; -0.0818424095513779 0.4288903087684234; -0.999999999999444 -0.8110406479505652; 0.8845144667110525 0.9999999999320173; 0.9999999999827791 0.7135281106467267; 0.628737865001257 -0.12045906361944388; 0.2783784243605316 0.9999999997631464; -1.0 0.7506880451159648]
145,9556,300,-40.02108083931697,[0.489058552833766 -1.0; 0.999999999999999 0.8183837431860996; -0.9999999999999997 0.9999993739147629; -0.008248233792945044 -0.329717105758281; -0.8191580240002275 -1.0; 0.9999999999999999 -0.4489041070272325; -0.7382974288561065 0.08598065416067104; 0.7372439472593934 0.9999999999999999; -1.0 -0.9999999842881395; -0.750533260391694 0.9999999999999993; 0.9999999859956236 -1.0]
146,3637,300,-39.99052612759148,[0.9999999999999999 0.04523661655541322; -0.6603297936628094 0.0401302239245047; -0.9999999999999997 0.9631601862023758; 0.9999999999999827 0.9280532504603864; 0.7160778881387534 -0.9999999999999999; -0.9999641832864732 -0.9999999999968948; 0.617766324373494 0.9999999999999998; -0.7865487659745332 1.0; -0.9999908324547336 -0.9991752013276289; -0.034302272338952465 -0.6497202970044385; 0.9999999999999997 -0.7926874492993622]
147,7847,300,-41.90924282539266,[-0.032141426657099535 -0.8454513641254926; 0.8579042261334324 -0.999999999999997; -0.7432681576598851 0.07259939281847486; -0.7463457696308303 1.0; -0.9999999999999993 0.8867531882478794; -0.9999999999999998 -0.7913076690846486; 0.9999999999999992 -0.7672990012740616; 1.0 0.8083408184214601; 0.18556603333462518 -0.17721528116469945; -0.821544507400868 -1.0; 0.8030046698006595 0.9999999999999999]
148,10000,300,-41.01154088921122,[-0.9999999999999936 0.829803758804066; -0.6954296299773663 -0.12482548103477237; 0.9162406733628421 -0.9999999999893486; 0.7707505839097328 0.9999999999999997; 0.9999999999999999 -0.6092470370965425; 0.2214890944833168 -0.9999999999999647; -0.7865436178025988 -0.9999999999999962; -0.9999999999999944 -0.9999999999999988; 0.058252253231839995 0.37485889122789173; -0.7994683262514096 0.9999999999999983; 1.0 0.7979050185954758]
149,6910,300,-40.640199104202864,[0.9999999999999959 -0.9999999999999998; -0.08934138836662901 -0.6244972985610092; 0.7426873094769185 0.9999999999999983; 0.5545559899564025 -1.0; -0.7855874501347696 0.9999999999999998; -0.9949707011318413 -0.9999999999999992; 0.9999999999999999 -0.5771857345920522; 1.0 0.9999801103346059; -0.9999999999999992 0.7877264991429742; -0.9999999999999998 -0.7460933124473765; 0.6321615810275698 0.1374556790592982]
150,3829,300,-41.54157261173301,[0.13533849220894445 -0.5863046002919469; 0.9977935155828325 -0.9999999999999444; 0.9999999999999996 0.7057758901243618; -0.9999999999999996 0.6956771543979583; 0.897857143059482 0.9998233962214669; -0.802918144220322 -1.0; 0.9999999999999996 -0.7993018386475079; -0.589826799338247 0.01894532092632969; -0.8013527288730289 0.9999999999999999; -0.11469468269941535 0.9999999999999989; -0.9999999999999994 -0.8529219820287143]
151,4428,300,-36.92016552631112,[-0.6749977769089529 -0.9999999999999996; -0.9999999999999996 0.996684206407035; -0.996348650346068 0.004539027972215627; 0.7252468085475813 -1.0; -0.737151143612949 0.9999999999999992; 0.9999999999999993 0.6169367113443779; 0.7307836376079913 -0.988152433492828; -0.37681125598342785 -0.021685603085774087; -1.0 -0.9975553201569721; 0.1549021310338082 0.8707786864230543; 0.9998953592004127 0.999999999999999]
152,4536,300,-39.42511797507619,[0.698944851124927 -1.0; 0.826285151885933 1.0; -0.9999999999999964 0.6929032187205183; -0.9990691928667209 1.0; 0.731811113205676 -0.1721703340515572; 0.9999999999999996 0.7557226452575961; -0.999999999999998 -0.7777408554353391; 1.0 -0.9966909732916613; -0.998998792548189 -0.9999999999999997; -0.06048296712662849 0.46231106216383705; -0.06570699768042831 0.9997615571311794]
153,2844,300,-41.00195615321907,[1.0 -0.6832030354446551; 0.7710108829300374 0.9999999999999999; 0.19057735556484284 -0.9877679366440617; -0.7474354830955967 0.9999999999999996; -0.8211492939933495 -0.9999999999999992; -0.9999999999999997 0.8186137808281637; 0.9999999999999997 0.7900783015643139; -0.7371624173320126 -0.005893552502907444; 0.9977853825611166 -0.9999999999999999; 0.036382234638451236 -0.3363925533167082; -0.9999999999999992 -0.9947635732981238]
154,2624,300,-40.635477907650554,[-0.9999999999999862 0.23154115021718757; -0.5998124199588771 0.9999999999999999; 0.9999999999999927 0.7595965809692659; 0.7987163993866133 1.0; 0.999999999999964 -0.7693263066918472; -0.9999999999999997 0.8733253692423731; 0.04167615320353333 -0.737482796186343; -0.9963461761996253 -0.9999999999999998; -0.07833234660914785 -0.02326936529299714; 0.9995564440067354 -0.9999999999999999; -1.0 -0.8162169393294191]
155,2931,300,-39.38840085249412,[-0.9999999999999997 0.620813926933723; 0.11872648278577558 0.14817573860994834; 0.9999999999999992 0.9999949901517601; -0.9972045955655116 0.9999999999999998; 0.7124824526217308 -1.0; -0.9999999999999999 -0.7668567848371405; 0.9999999999999966 -0.9983142346792306; -0.14584053128021376 0.9999999999999792; -0.7448568436726198 -0.9999999999999999; 0.8219339755702022 -0.08729358863393422; 0.800591787876709 1.0]
156,4459,300,-41.81710677813053,[0.9999999999999999 -0.9980516482583535; 0.8284076002124499 -0.9999999999999999; -0.999996810685657 0.808057721023157; -0.9999999999999994 -0.710281449551677; -0.06712522580191703 -0.19378972825552876; -0.871557003696182 -0.9999999999999992; 0.6999140712894036 0.023718346660451417; -0.7839985392608808 0.9999999999999997; -0.07605369671439448 -0.9818388136040166; 0.7719301117662019 1.0; 0.9999999999999999 0.830669537529817]
157,1349,300,-39.0276391345134,[1.0 0.3377775580062259; -0.9936225905171954 -0.9999999999980776; -0.9999999994906745 -0.7173756083767264; -0.058362076345457876 -0.8116458376891504; 0.9840169173071097 -0.9999999995992651; -0.9999907298507004 0.9999999993720843; 0.9999999998791288 0.9999999934317733; 0.23431658803359567 -0.02970798445987543; 0.5457697325028479 0.9999999999999658; -0.9999999994006666 0.7357485301329145; 0.9999999999160273 -0.7836839025693986]
158,2646,300,-42.51475980169992,[-0.00278837299047611 -0.5078497248547106; -0.7854173929796615 0.999999999999625; 0.6433248070111867 0.07113479300469044; -0.9999999999998431 0.8178272296626449; 0.8573042828582895 -0.9999999999999953; -0.9999999999996022 -0.7037114160933903; 0.770294549688208 0.9999999999991814; -0.9726776485250366 -0.9999999999372835; 0.9999999999999767 0.8378019815249926; 1.0 -0.8205231214975532; -0.18550002770056875 -0.9999999999998541]
159,4307,300,-42.39687874223765,[0.8596412739775751 -0.9999999999999988; 0.7960914470261883 0.9999999999999991; -0.8445646945774418 -0.9999999999999999; -0.9999999999999998 -0.7698368059949011; -0.032296682005200895 -0.9823161845338977; -0.6171076192181612 0.04384975935453771; -0.9999999999999999 0.8345781105455536; 0.9999999999999999 0.8171767953848322; -0.7744669064334624 0.9999999999999997; 0.9999999999999998 -0.7457997317997959; 0.17063962172780267 -0.32912958923848923]
160,4884,300,-38.81767318671551,[-0.7771040469530843 0.9999999999999997; 0.9983953037369857 0.9999999999999999; 0.999999999999997 -0.9999891509213988; -0.7139293010115335 -0.9999999999999963; -0.8380687267815835 -0.04218852106191037; 0.25289380360340896 0.9999999999998999; 0.7337543566123697 -0.9999999999999993; -0.9999999999999997 0.9999999999999993; -0.9999999999999997 -0.9973964578730282; -0.10815194146197414 0.178048626523942; 0.9999999999999997 0.5733743802047447]
161,1497,300,-39.950714460061384,[0.9999999992508264 0.9999998788924771; -0.02140106358594327 0.5611962870557466; -0.7361362529254615 0.9999999998118625; -0.5805107177170196 -0.9999999993818421; 0.9999999998238748 -0.9983688081713075; -0.999636976271875 -0.99999987089195; 0.699330017025489 -0.08563726897309451; 0.8168810504583816 0.9999999995731002; -0.9999999999622198 -0.19080053424120272; -0.9999999999382244 0.7873062560203817; 0.7782780511919944 -0.9999999999088731]
162,9785,300,-39.1372064267,[0.9999999999991795 0.9999999999994613; -1.0 -0.9988280199437988; -0.9999999999964202 0.4992122234807256; 0.8043225152367701 -0.01426540230747566; 0.7800362893339846 0.9999999999999888; -0.002542854883077284 0.22851865654798426; 0.9999999999982757 -1.0; -0.7345651513695107 -1.0; -0.4081678094130903 0.9999997037569907; -1.0 1.0; 0.7295219424903444 -1.0]
163,4407,300,-42.48395754371848,[-0.8199706750062851 1.0; 0.3574446477991783 0.17467278306676143; 0.9999999999999997 0.8644802411556989; 0.7638844523887126 -1.0; -0.8341086201573162 -1.0; -1.0 -0.772505879440822; -0.9999999999999998 0.7956849512420089; 0.9999999999999999 -0.02988797179781249; 0.7425185133848345 0.9999999999999999; 0.9999999999999999 -0.849037058211199; -0.12480878513064853 -0.5966090065363913]
164,3040,300,-40.160849092906425,[0.4668677144592433 -0.9999999999999999; -0.5879453229816237 -0.007832273275723386; 0.04879094063910486 0.7483149694799319; -0.7867418467277367 -0.9999999999999999; -0.9999999999999998 -0.7594022433710551; 0.9999999999999996 -0.3920986222037636; -0.8124022634850973 1.0; 1.0 0.7744610962146287; 0.9985453448180186 -0.999999999483094; -0.9999999999999999 0.9998988172387476; 0.9997608880554716 0.9999999999999997]
165,5263,300,-40.02757666372689,[-0.9903760393818133 -0.9999999999945796; 0.7523393400154149 -0.10341475163605354; -0.7589844202973126 0.9999999999999998; 0.7684695758442036 -0.9999999999999999; -0.35400185366535736 -0.992850196678451; -0.9999999999999999 -0.499886302896062; -0.002384210278001121 0.5425612897051258; 0.9999999999999999 -0.9999999999999908; -0.9999999999999997 0.7895106633978172; 0.9955372598167898 0.9999999999999992; 0.9999999999999957 0.8131256659405911]
166,369,300,-40.08336146622855,[-0.04533214311952287 0.5986824558996946; -0.9999924770746068 0.7844122466580571; -1.0 -0.985716717740116; -0.99999999999984 -0.17111971469683165; 0.8216707741071861 1.0; 0.6811047230354861 -0.043779502907416765; -0.5970120811627863 -0.9999624119589611; 0.7842145082677969 -0.9999999999926644; -0.7370646043823741 0.99994685125835; 0.9999998214135105 0.9604772777763934; 0.9999993992433548 -0.9999999963644142]
167,2415,300,-38.755965112145475,[-0.020019831311316193 -0.8209968507951116; 0.9999999999907432 -0.7457871579334309; -0.9999999999491733 -0.7398304097211952; 0.9999999999452774 0.9781416491602527; -0.9999996071577365 0.9999999999842137; -0.23127885842646237 0.05368348443579541; -0.9999985529349157 -0.9999999999714929; 0.48905174884609165 0.9999999999964366; 0.9999999989686218 -1.0; -0.9791646535530661 0.7542146816200695; 0.993422142773101 0.3570723282757898]
168,4299,300,-42.81965383109152,[0.9999999999999981 -0.7802049001814345; 0.7753858148477645 0.9999999999999998; -1.0 0.8217938936120491; -0.9999999999999977 -0.7570182437763586; 0.8568581420706469 -0.9999999999999992; 0.606137244295296 0.07497908550203679; 0.08256744350021175 -0.9999999999999954; -0.9040321110515273 -0.999999999999988; -0.10662076289232003 -0.4700298562923879; 1.0 0.8437864841172905; -0.7982214147447838 1.0]
169,3150,300,-39.92410182292019,[0.9999999999999996 -0.7400083587188518; -1.0 -0.9999999988953383; 0.9999999999999997 0.746894479858046; -0.999915860693569 0.03830239230823387; -1.0 -0.9977931092638784; -0.6656150732636317 0.9999999999999999; -0.20143392862167073 -0.07572666845620973; -0.9999999999999999 0.8271230070874912; 0.9981923682495224 -1.0; 0.06459203930732164 -0.7906602657106396; 0.7809679181712842 0.9999999999999997]
170,9365,300,-39.99838105359281,[-0.312703206496173 0.1280843430158558; -0.9999999999999937 1.0; 0.7844104002018547 -0.9999999999999994; 1.0 0.7468366596431961; -0.9999999999999998 0.9999999999939942; -0.6408100356703845 -1.0; -0.9999999999999839 -0.15652862363433248; 0.06981195442954856 0.771230313625185; -0.9999999999999986 -0.8503243697514409; 0.9780111790848416 0.9999999999999986; 0.9999999999999999 -0.742804412969154]
171,4875,300,-36.01811530431158,[-0.08740929109019482 -0.0283312254817426; 0.5851523478753723 -0.9999999999999974; -0.7959354722790432 -0.9999999999999981; 0.6910586637610593 0.17588737778294283; -1.0 -0.9890767277673861; 0.999999890221927 -0.9999999999999507; 0.9999999999999993 0.9999999999951258; -0.9999977780615065 0.9999999999998792; 0.6629333756550123 0.9999999999999996; -0.9999790136511768 0.9999996918627837; 0.9999999999999986 -0.19470262448441622]
172,4662,300,-39.922508543062,[-0.9999999992430836 0.04971302776194216; 0.9999999999999998 0.7451504588984021; -0.6698475761026248 1.0; -0.3040880519223861 -0.11259973515574852; -0.9481305292013147 -0.9999999999999976; -1.0 -0.9999999950977536; -0.9999999999999987 0.8365898957487435; 0.9999999999999999 -0.7386419568407651; 0.9908200589255177 -0.9999999999999998; 0.7829869774857953 0.9999999999999991; 0.08058114788829196 -0.7754029207308651]
173,10000,300,-41.29935676900623,[0.8263757599094801 0.9999999999999944; 0.9999999999960455 0.7634447308453; -0.7701199983605534 -1.0; -1.0 0.5874724331979904; 0.9999999995702898 -0.8098238536220463; -0.38244529525361953 0.9999999999999837; -0.9999999414088616 0.9999999998628261; -0.2653315864050525 -0.22662932156165383; 0.7905707112362875 -1.0; 0.12854203690022842 0.38179509829214; -1.0 -0.8266426606528692]
174,4896,300,-39.14693715811772,[0.9512157479969905 -1.0; -0.542204837318882 1.0; -0.2531133196698733 0.07570567681430325; -0.9999999999999996 -0.9999999999999989; 0.9999999941933382 0.9999999999999996; 0.01354674124183486 -0.7881769751729475; -0.9999999967852149 0.3800557449364537; -0.9999999999999998 -0.7801484907505547; -1.0 0.9999987559628085; 0.9999999999999999 -0.7273025458356565; 1.0 0.7402386969125336]
175,6119,300,-37.319594586178646,[0.9935732025775927 -0.7810139048065141; -0.7447445072637593 0.9594187985294722; 0.08122185549940339 -0.3214436137032035; 0.6200811639833572 0.9999999999999997; 0.9377849867889705 0.17214591813921334; -0.24214360798389584 -0.9083402075695083; 0.9999999999999999 1.0; -0.9999999999999988 0.9997910520607685; -1.0 -0.639890271316467; 0.9999666057196688 -0.9999999999999994; -0.9871436976795853 -0.9999999999999994]
176,3212,300,-41.27588974884299,[-0.9999999999968386 0.769229735804601; -0.999999999999752 -0.7608728019151102; 0.3591903250812895 -0.013419388368293284; -0.8261423485041326 -0.9999999999999947; 0.999999999999439 0.85163871096866; -0.7961277301542905 0.9999999999992876; 0.9999999999997711 -0.9999583084642154; 0.006543914976001278 -0.726937995713966; 0.7234632915868259 0.9999999999991542; 0.9999999999993827 -0.996753492638664; 0.9966308367000352 0.006918137775256493]
177,5249,300,-41.33231844638796,[-0.8267826603521518 0.9999999999999981; -0.6423483099772457 -0.9999999999999956; 0.9999999999999895 -0.7605479655441378; -0.5801134458425273 0.005915273459309693; -0.9999999583721092 -0.35250143873396506; -0.9999999999999963 -0.9999986939965474; -0.9999999999999983 0.9999060882625807; 0.02801748071426269 0.6982671875619803; 0.8209499274564165 1.0; 0.8020346691652901 -0.999999999999998; 0.9999999999999917 0.7569735665396218]
178,4428,300,-40.303538976489115,[0.8357498962811063 -0.9999999999999994; -0.9869729374555591 1.0; 0.9844690248323111 0.9999999999999993; 0.06010719597565332 0.7195981490032621; -0.9999999999999994 -0.9999827362636046; 0.999999999999999 -0.7375479723150788; -1.0 -0.5073732346642408; -0.39139123750823984 0.04379062055632524; -0.9999999999999994 0.8277299378111574; -0.4422794087754375 -0.9999999999999997; 1.0 0.7615044011822204]
179,2747,300,-40.884619186485565,[0.9999999999999993 -0.9999999999999983; -0.7617041566242162 0.9999999999999998; -0.04877555054233781 0.6296271478084513; -0.9999999999999996 0.782197994158727; 0.8282999788525244 0.9999999999999994; 0.9999999999999997 0.8052094785236622; -0.5490796109693084 -0.9999999999999988; -0.9999963227632017 -0.9826240867676059; 0.7862620595504439 -0.9999999999999999; 0.6523382008685462 -0.11598519790211159; -0.9999987002668127 -0.342190348176187]
180,4955,300,-41.061798685011766,[1.0 -0.7644314650669473; 0.8052884171490331 0.99999999999415; 0.015466155168656967 -0.6994802705113943; -0.9999999999999998 0.42585625975992214; -0.9998687173583567 0.9999999999999992; -0.5866561176850525 0.9999999999999997; -0.5404675319171509 -0.035967409248445964; -0.9999999999906724 -0.999999999999919; 0.9999999999999998 0.7530011191751756; 0.8123849357329864 -0.9999999999999999; -0.9924452875844584 -0.9999999999999013]
181,7018,300,-40.36946295002219,[1.0 -0.9730823017383594; -0.06704761099184103 -0.7018467890574511; -0.9750117161095111 0.9999999999999998; -0.39254277445995284 1.0; 0.9999999999999996 0.7581771882573459; -1.0 0.47889762353656934; 0.7825510573989032 0.9999999999999998; -0.9999999999999997 -0.7807083237556154; -0.9999999999801924 -0.9999999999999998; 0.8080631824492807 -1.0; 0.6529418368269749 -0.012084398929646816]
182,7753,300,-39.74488415027432,[-0.9999999984965957 0.9999999999999949; 0.9999999999999998 0.7943624352811736; 0.99999999999998 -0.5561432314275728; -0.7581947064447259 -1.0; -0.014494565964216083 0.4703695867764664; 0.2591233218091365 -0.9876503384178978; -0.9999999999999989 -0.9999999999999999; 0.9744659770766994 -1.0; -1.0 0.8137302048239564; -0.754255569850254 -0.1948773673005698; 0.7565872282207127 0.9999999999999997]
183,8989,300,-38.1268854837041,[0.9963120645820518 0.9999999999937278; 0.9999999999997813 -0.9999999999999957; 0.9999999999987707 0.7321409556530506; -1.0 0.9999999436979872; 0.0041108061729638315 -0.8830264078606646; -0.9999999999557254 -0.7452460373805012; -0.5788518159232163 0.9999999999998949; -0.9999999999999027 -0.9999999999993435; 0.004107466239039874 -0.07444888365258456; 0.9167470171249048 -0.7856991524464115; -0.9710650012720363 0.2196254949712063]
184,6180,300,-40.69072108330498,[-0.758096184875676 -1.0; 0.8447379131892503 1.0; -0.9999999999999997 -0.8105477639934263; 0.7123629011890174 -0.05992019073490936; 0.8094535401036212 -0.9309873479656842; 0.023046022188665277 0.49928837573251705; -0.2798145992440564 1.0; -0.9714284706691937 1.0; -1.0 0.6286353433932002; 0.9999999999999992 -0.9996360194248961; 0.9999999999999999 0.8082056560385373]
185,4402,300,-41.57134660095807,[-0.9999999999999999 0.9993850330525302; 0.9864865004131895 0.9999999999999996; 0.7677450889136757 -1.0; 0.9999999999999996 0.6073851667098562; 0.3758987538146658 0.9999999999999994; -0.6843143655874887 -0.0281079199016751; 0.9999999999999942 -0.8220923893745894; -0.9999999999999997 -0.8194590713790352; -0.037008149895754065 0.44495297372952936; -0.7733680722391387 -1.0; -0.8425032727102475 0.9999999999999997]
186,9752,300,-38.5138766715503,[-0.9999999999999996 -0.9999999999958802; 0.7227187306821291 0.9999999999999998; 0.24405970099721172 -0.9999999999999999; 0.9999999999999999 0.7512770418321352; -0.10018679512856354 -0.3504186751274398; -0.9999999999999994 0.9954418749670266; -0.8483417333179998 0.07717590270697906; -0.9860416751529507 -0.999999999999998; -0.6899037771041925 0.9999999999999992; 0.9999432387567462 -0.9999999999999997; 0.9999999999999974 -0.5976730232336006]
187,3463,300,-39.951155271878726,[-0.9652259517592112 -0.9999999999999998; -0.999999999999998 0.999999999999998; -0.7377031842360579 0.15902586735286692; 0.2737496423429546 0.9999999999664094; 0.757763218760874 -0.9999999999999997; -0.7672193969467086 0.9999999999999999; -1.0 -0.8157257682481096; 0.966157681984889 0.9999999999999997; 0.9999999999999966 0.5480826856422721; 0.9999999999999999 -0.7922474088456424; 0.01088686788989286 -0.4906323413177253]
188,2742,300,-41.610222243570924,[-0.9999999999999987 0.9928840939760514; -0.8387371778302246 0.9999999999999997; 0.9999966703497568 0.9999999999999994; -0.773354992690495 -1.0; 0.9999999999999996 -0.82371534973538; 0.9999999999999999 0.5943960488377467; -0.9999999999999999 -0.8175839877519104; 0.4116516137437842 1.0; 0.0338680694423295 0.44772790276210866; -0.6787612860554171 -0.019308881565090353; 0.7691022603647732 -0.9999999999999999]
189,5891,300,-38.198124609265946,[-0.9172052960975301 0.15527361849891935; 0.732497326167446 0.9999999999999998; -0.9999999999999971 -0.9951058680891444; 0.9999999999999993 -0.6536338208669957; 0.9999455867639518 -1.0; -0.9999999999999847 -0.9999999999970621; -0.12242405548709949 -0.16658312651567878; 0.09056852918668847 -0.9489664653408331; -0.6416876159257127 0.9999999999999988; 0.9999999999999997 0.735857848706993; -1.0 0.9987733832973017]
190,5503,300,-38.405801301485305,[0.05236786081027435 -0.2999567613442841; 0.9995746478705105 -0.9999999999999958; 0.9999999999999999 0.9999891265552541; -0.17859357571344903 -0.9999630356529765; -0.9999999955573092 -0.9999999999999994; -0.9999999999999996 -0.6209745892530166; -0.7246138883047469 0.9999999999999997; -0.9999999999999998 0.7465219668550677; 0.8664453614977274 0.09608246813850038; 0.6735906053815136 0.9999999999999992; 0.9999999999957795 -0.9999999999999986]
191,3124,300,-41.316128675366215,[-0.8009604215055194 0.9999999999999998; -0.8231316161787235 -0.9999999999999999; 0.9999169428387671 0.29093467459318884; -1.0 0.7615458994676144; 0.66493564071927 0.9999999999999998; 0.8262492518251386 -0.9999999999999998; 0.9999999999999994 -0.9995592382844106; -0.015382583923182125 -0.7023666366505995; -1.0 -0.7571110077437712; 0.5668180905220669 -0.02800955833467845; 0.9999999999999993 0.9777653983348445]
192,4763,300,-38.99624266420606,[-0.9999999999999922 0.9999999999999983; -0.5306989712761717 -0.9999999999999946; 0.9965849621814746 -0.7390012811922076; 0.9999999999999771 0.9999999999999994; -0.15819213533737655 -0.016469875204850475; 0.9999999999999913 0.7136205379842848; -0.9992380662293874 -0.35357783015778615; 0.9999999999987824 -0.9999999999999968; -1.0 0.7748267934301276; 0.07197136950516056 0.8203036719440108; -0.9999999999999983 -0.9999999999999839]
193,2895,300,-40.90030400326048,[0.8090040304556416 -0.9999999999999998; -0.999999999999421 0.5176467463394185; 0.9999999999999997 0.7660200562728146; -1.0 -0.7870187668344273; -0.06971673768381728 -0.6703270296218051; 0.6268885054743921 0.06530941218298739; -0.3911332999349967 0.9999999999999998; 0.7805242874261895 1.0; 1.0 -0.8220338767163098; -0.9999999999999997 -0.9999999999999992; -0.9999385334204487 0.9999212822850161]
194,10000,300,-41.60527225452593,[-0.7713200961990088 -0.9999999999984998; 0.7518293164109503 -0.9999999999932118; 0.989959370631368 0.9999999999251591; -0.9999999998241145 0.7309392539788816; -0.9174073944228138 0.999999999999922; 0.9999999999653656 -0.8323717809625539; -0.9999999999177362 -0.8039435533368707; 0.6870410396431015 -0.09508147526481633; 0.01606106460305948 0.530013255080324; 0.9999999987229715 0.8056688801036423; -0.03755730310905697 0.9999999996291159]
195,2252,300,-40.18328730554182,[0.6041384611784133 -0.021350873300383783; 0.9999999999999999 -0.9999666451306838; -0.08253579229291311 -0.7351406591075977; 0.7870067133322319 1.0; -0.9999999999999997 -0.7736643898934498; 1.0 0.7582028801408005; 0.8106819435321807 -0.9999999999999996; -0.9999724639437076 -0.9999999999999996; -0.44800739292877007 0.9999999999999999; -1.0 0.4135699413255265; -0.9884451009249107 0.9999998226559002]
196,3353,300,-39.445354751072415,[0.8219530428155917 0.9999999999736389; -0.49751173679231026 -0.05569561029181599; 1.0 0.7099348691749169; -0.3943717895434623 0.9999999999999996; -0.9849713511444951 0.9999999999999998; 0.9999999999999998 -0.7522713471865535; 0.04311291406181218 -0.7361870660097602; 0.9973459542117804 -0.9999999999999998; -0.9999999999999999 0.5422906570048963; -0.9904615963516636 -0.9999999999999963; -0.9999532662803081 -0.9999999999999624]
