nPsoRun,n_iter,S,fgbest,optDes
228,2379,300,0.4220780541206876,[-1.0 0.999999999797085 1.0; -0.005570127258420746 -0.999999999954986 0.007554625098103829; 0.9999999998700845 1.0 -0.9999999999936041; -0.9999999999982085 -0.0010097791185402637 0.008879742404524155; 0.011342075332573642 -0.009280246138729851 -0.9999999999310202; 0.003241359422317414 -0.0039122815149472134 0.08211910553212814; 0.006993925086145051 -0.00021568297745901743 0.9999999999793275; 0.9999999999999599 -0.9999999999891449 0.9999999999258444; 0.9999999999892133 -0.9999999999305108 -0.9999999999749407; -1.0 0.999999999987735 -0.9999999999435836; -0.005271044877840973 0.9999999999913189 0.011122658063142676; -0.999999999995445 -0.9999999973092318 -0.9999999999990241; 0.9999999999999539 0.9999999996135643 0.9999999998928422; 0.9999999999757196 -0.0011668163654804547 0.0024781209000790602; -0.009436226160177832 0.016992453170286064 -0.8701517221834991; -0.9999999999909797 -0.99999999999596 0.999999999999299]
229,2100,300,0.42218942770542955,[0.9999999898448194 1.0 0.9999999879629929; -0.014135121367613544 -0.9999999992928371 -0.009795245566758223; -0.9999999999127402 0.9999999959580481 -1.0; 1.0 -0.033455347816966956 -0.018627054569294466; 0.8759856449750629 0.06114161477955742 0.032833204954184736; -0.010552159500356139 0.9999999996252843 -0.02454710117412628; -0.9999999983313181 -0.9999999672587436 0.9999999867722614; 1.0 0.9999999926431284 -0.999999994426651; 1.0 -1.0 -1.0; -0.9999999990909741 0.011798695708540608 0.026190903120598623; -0.0635484891532798 -0.010079615371349136 -0.004289743879509326; 0.999999992423213 -0.9999999935805801 1.0; -0.9999999893763108 1.0 1.0; -0.015423541800636324 -0.018149175663646936 -0.9999999959801513; 0.006692899358104159 -0.008262775678856478 1.0; -0.9999999807895199 -0.9999999978518606 -1.0]
230,2540,300,0.4221519925354261,[-0.9999993308768084 0.9999999957576438 1.0; -0.999999946344421 -0.9999992183427313 -1.0; 0.9999999457945852 0.002494703410704159 0.019866097444960942; 0.006467104928205246 0.9999999565466401 0.00010614297453257977; -0.8698817110166093 0.053786721386469526 -0.03141292688505198; -0.005863478886523123 -0.0021494984942429314 0.9999999988083339; 0.9999999438675966 0.999995509225952 -0.99999999988728; -0.9999995672580161 -0.047159157484263595 0.012907372049184854; 0.07752458093697957 -0.0146567013393252 0.00936898399192013; 1.0 -0.999999788914771 0.9999999733169987; 0.9999999593399393 -0.9999999957202473 -0.9999999083887947; 0.02720092118840055 0.004675019073774965 -0.9999999996551048; -0.9999999593834006 -0.9999999610732662 0.9999999857487321; -1.0 0.9999999808191901 -0.9999999620363133; 0.0073755265154970395 -1.0 -0.011479621961292838; 0.9999999967730885 0.9999997822146012 0.9999999785272714]
231,3506,300,0.4220792440778646,[1.0 0.0061588248764993265 -0.001162950734720403; -0.9999999958750763 0.9999999999621878 0.9999999993001362; 1.0 -1.0 0.9999999994802331; 0.006448232478184571 -0.0064618207903157174 -0.9999999979772156; -0.9999999991043228 1.0 -0.9999999994639013; -0.9999999989036615 -0.9999999999680277 0.9999999999981928; 0.9999999408340604 0.9999999994625504 -1.0; -0.9999999998672737 -0.999999999526438 -0.9999999980555286; -0.8745694991133846 0.0371702082077755 0.005182191546853246; 0.003247076430639528 0.9999999997486632 -0.004325115897582183; 0.06827511262179044 -0.006379767667835424 -0.0010632719538790705; -0.9999999982505223 -0.03056509133484142 -0.002129881054828358; 0.009187969363612334 0.001775307127515571 0.9999999990397596; 0.011454438418781316 -0.9999999999158103 0.004241211469616131; 0.9999999968584774 0.9999999999842208 0.9999999999990355; 0.9999999999188441 -0.9999999961927639 -1.0]
232,4113,300,0.4612990060661497,[0.9999999954776456 -0.9999999999999692 1.0; 0.8893755392922241 0.9999999901152239 -0.032170641059123796; 0.999999974286271 -0.934902164789314 -0.2062184717346112; -0.9999999996451011 0.9999999834728314 0.13249161591790737; -0.4758931982916511 -0.9999999962633778 0.5475684283429663; -0.10363993589557809 0.9999999963112938 -0.999997285720187; 0.09886392004003926 -0.062334782988282655 0.1016459278030664; -0.9997425587617994 -0.03414662497953576 -0.1460241784523782; -0.9999999944877274 -1.0 -0.9999628047092567; -0.9999999715929413 -0.38097035526581086 0.9999999990150334; 0.9999999958386752 0.564753740722835 0.9999999926940469; 0.9999999770734449 0.3367325475689322 -0.9999999997925852; 0.23405930442377756 -0.999992490394959 -0.9999999947766421; 0.09273431285663747 -0.0651313957336379 0.10852813607528863; -0.28668896192131565 0.9454188839306453 0.9999999864939302; -0.5199588967513211 0.05941469294268232 -0.99999999759298]
233,3768,300,0.422075212831528,[0.01389069268229718 -0.0703651760140005 -0.0001300158080211525; 0.056840283223601455 0.9999999999988054 -0.011211586055650397; -0.9999999998633746 -0.999999999986284 0.9999999999806516; -0.009424659177329679 -0.9999999999775808 0.0033597381579089764; 0.005262804471143137 0.002027919915768175 0.9999999999809189; 0.9999999999999976 -0.01807323418412025 0.0009048767100830204; 0.9999999999993798 -0.9999999999965594 -0.999999999999753; -0.9999999999865169 -0.9999999999560529 -0.9999999999674021; 0.0010796271905336525 -0.01299499893705902 -0.9999999999985166; -0.9999999999334251 0.9999999999386806 -0.9999999999998769; -0.07147158898833068 0.8678577706661468 -0.0029870957708048695; 0.9999999999998987 0.9999999999999971 -0.9999999999996887; 0.9999999999931419 -0.9999999999998943 0.999999999918193; -0.9999999999810302 0.9999999999820183 0.9999999999990516; -0.9999999999862629 -0.006849524548340112 0.003246743137536805; 0.9999999999776291 0.9999999997965673 0.9999999999998049]
234,2380,300,0.4207992147901338,[0.05315106987861828 -0.07433245828457151 -0.05118231027198582; -0.9999999814981119 0.9999999898002164 0.15074952199666697; 0.047520213073885494 -0.07347829017193334 -0.050299861572193696; 0.0473372691039898 -0.07393797643225511 -0.048839112892631445; 0.999999824801912 0.9999999921899329 0.1117799674097595; -0.11771273295585932 0.9999999927042095 0.9999999960167076; -0.5994322420360506 -0.9999999997686598 -0.9999999962559899; -0.2362829979955884 -0.9993906539747822 0.9999999994267521; -0.9999999985972683 -0.9999999867283205 0.20981004535135048; -0.9999999966623047 0.1965260615682812 0.9999997853335311; 0.9999999980909773 0.30566906726551346 0.9999999808258093; -0.9999999916752108 0.3308135615855871 -0.9999999996652124; 0.999999973251365 -0.9999999951432974 -0.9999999672084365; 0.9999999998071083 0.3832606022571398 -0.9999999956619153; -0.07077066476515148 0.9999999967054967 -0.9999738646434229; 0.9999999925325457 -0.9999999984556233 0.5601836024515296]
235,2005,300,0.4210620321745799,[0.9999893801067872 -0.21028667261094783 -0.9999989463178893; 0.9999884860655318 0.9999939325935981 -0.5633512559331912; 0.9999971526779922 -0.999999193021093 -0.16540673846851697; -0.11286859597871049 -0.9999963784124277 -0.9999960986438072; 0.9999771191639595 0.9999876629050685 0.9996289727436534; -0.9999998424797413 -0.9999991994756109 -0.05504959006924608; 0.060187348053846436 0.06664019572852904 0.03816757610516146; -0.1387811618596535 -0.9999938690422023 0.9999975325996249; 0.05718203337174731 0.061085027089209334 0.043342347607943976; -0.9999930016524982 -0.2861856825182377 -0.9999992797775419; 0.057224709657782216 0.07031038069967993 0.03488226305098678; -0.9999975198880844 0.9997444098606206 -0.1555158273946519; -0.48646036289667627 0.9999870224781285 1.0; -0.9999976876412685 -0.22355505779189283 0.9999998224994343; -0.35126046272995404 0.9999999685288968 -1.0; 1.0 -0.48508730641887016 0.9999695180864688]
236,2026,300,0.4264404115273806,[-0.9999999990652763 -0.9999999997897228 0.9999999995348318; 0.9999999993916939 0.9999999992435945 0.999999979522115; 0.9999999999936002 -0.05657199599066945 -0.17896706363728007; -0.9999999958483327 1.0 -0.9999999966980677; 0.02542729389286424 -0.0021567663011113312 0.019632244395227184; -0.08522037043600353 -0.9999999999492792 -0.056150618180834694; -0.020201967478477384 0.057178398801464074 -0.9999999996028259; 0.9999985268950211 0.010483136226686828 1.0; 0.9999999996927966 -0.9999999998608363 0.999999999829476; -0.9999999999615783 -0.03166777468378461 -0.054289654376745496; -0.9999999998781666 0.9999999987668315 0.9999999999989808; 0.9999999996287562 0.9999999889316503 -0.999999999966672; -0.1926317572102912 0.037789861940570296 0.9999999999797748; 0.9999999991558243 -1.0 -0.9999999997808718; -0.9999999999590481 -0.9999999999446983 -0.999999999285206; -0.03729303067312106 0.9999999999470415 -0.04996068841229095]
237,1025,300,0.42674184457803377,[0.9999318426043523 -0.9999933569895328 0.9998188597803102; 1.0 0.9999542499125642 -0.9995930482137204; -0.1609135763702466 -0.05020859814033342 -0.9999972350397235; -0.999832458104846 0.9998190999258287 1.0; -0.037401948441980956 -0.05040304432760067 0.9999949906658651; -0.9999756064731641 0.9999982075739837 -0.9998980279668735; 0.9998919490142112 0.016942465629411027 0.19938830609861402; -0.04994806054563407 1.0 0.07685946646995724; 0.9998180136625319 0.012842614885709668 -0.9867869470634953; -0.999919541300773 -1.0 1.0; -0.9999829486954257 0.08740723111882993 -0.004703729851029146; -0.11205121947421383 -1.0 0.08123340104434502; 1.0 1.0 0.9999887669940247; 1.0 -0.9999654267709095 -0.9991991218374058; 0.03776062405328886 -0.006393540578769932 -0.03594364544143585; -0.9999992587915322 -0.9998289202653531 -1.0]
238,2384,300,0.45077462330341356,[0.1928619377141934 0.9999999700307614 -0.24989877795154988; -0.9999999515980753 0.17905729655724723 -0.008687817157432297; -0.999999989605626 -0.9999999910679459 -1.0; -0.9999928376587189 0.9999998850919499 0.9999999700454355; 0.999999987518199 0.9999999555152314 -0.9533889963680051; -0.9999999928284058 0.9999999999988305 -0.9999999998381137; 0.07421042173117064 -0.017722102159043226 0.09615538088168882; 0.9999999828085537 -0.685127573734415 -0.9999999807712022; -0.2019910387945176 0.16049381322531994 -0.9999999780276666; -0.9999999354410339 -0.9091808296712169 0.9999999430905666; -0.07047121553232735 -0.014705350972331038 0.30855795059339214; 0.9999999851575992 -0.9999998043857747 0.1984011654887898; -0.1932777227129664 -0.9999996653125722 -0.38821394001547654; 0.5458736269304035 0.9999999966331263 0.9999999578975429; 0.9999999987581372 0.16253793744308703 0.7578024042976956; 0.4143748425291134 -0.9999955058420131 0.9999999745095812]
239,3639,300,0.42208507509314575,[0.9999999999374559 1.0 1.0; -0.0009214433992950004 -0.8739559114725465 0.03147556484337178; 0.9999999999948725 -0.999999999998823 0.9999999997239337; 0.0061497201197853926 0.02031940804732095 -1.0; 0.9999999996659097 0.005824822776599708 0.006604149664125162; -0.00038351320760964566 -0.9999999992834663 -0.04093608274359703; -0.00023458666789317434 0.06874266553538884 -0.007224449463654847; -0.9999999999587235 1.0 0.9999999994135975; -0.009524236633496894 0.9999999966491614 -0.000613368874483764; -0.9999999997986726 -0.005336827972704974 0.006187816334580905; -0.9999999985181962 -0.9999999999987149 -0.9999999999890288; 0.9999999999194518 1.0 -0.9999999999888417; -0.9999999984448397 -0.9999999923337053 0.9999999962768392; -0.9999999998084964 0.9999999999982911 -0.999999999989304; 0.0057627570803627124 0.009792798026727752 0.9999999999588334; 0.9999999943119855 -0.9999999999696909 -0.9999999998367811]
240,3387,300,0.4220985595375543,[0.9999999999960528 0.008164865723133909 0.009336520222064175; -0.9999999999735021 -0.9999999999900542 0.9999999999955398; -0.9999999999581977 0.9999999999918157 -0.9999999999834679; -0.02865632549840667 0.03175451791078978 1.0; -0.9999999999998547 -0.008110823239239819 -0.012826321025457261; -0.0010554111255335007 0.06771160018166753 0.012713287739743397; 0.9999999999993013 0.9999999999999918 0.9999999999657356; 0.9999999999956165 0.9999999999716955 -0.999999999991025; 0.9999999999998676 -0.9999999999954027 -0.9999999999897374; -0.007722751520811111 0.010633108864808399 -0.9999999999945438; -0.9999999999704329 1.0 0.9999999999517959; -0.9999999999995532 -1.0 -0.999999999994753; 0.009969698972087097 0.9999999999935762 -0.00981024249561247; 0.02411130397296845 -0.8589034002723321 -0.10395983476643542; 0.019587540636178073 -0.9999999999960514 0.09003740721618549; 0.9999999999875939 -0.99999999995909 0.9999999999504519]
241,2657,300,0.426768851827385,[0.03494504095660694 -0.02117478350215996 -1.0; 1.0 -1.0 -0.9999738296155066; 0.07482189340512015 -0.9999987477959901 0.06431541068500693; 0.03578804844721886 -0.06196619811799498 1.0; 0.9999994286363789 0.9997071055283246 1.0; 0.1777685810997322 0.9999996027370792 0.0780133858475188; -0.9999984557209034 1.0 0.9999999891224353; -0.9999922813450026 0.9999985703093697 -0.9999999814207255; -0.9999993607228829 -0.2003362524054049 -0.05994230587864559; 0.9999956176934114 -0.9999911191745772 0.999990581681255; -1.0 0.9999484138783805 -0.008944964920244125; 0.9999946658939505 -0.028547394193718368 -0.0845855256319892; -0.009311654026982495 0.026458271592108902 0.002970738172777486; -0.9999499709584102 -0.9999974915342993 0.9999887581372296; 0.9999999474640803 0.9999918426850427 -0.9999956039685972; -0.999999987149834 -0.9999902077746273 -1.0]
242,2458,300,0.42306450544154706,[-0.999999998847876 0.9848351666347873 -0.9999999973077716; 1.0 -0.006140596580307113 -0.0006573262046468874; -1.0 -0.999999997884416 -0.999999999346772; -0.0054143594487494956 1.0 -0.01483738859142531; 0.9999999996437432 -0.9999999893837095 0.999999993038497; 0.9999999998553913 1.0 -0.9999999988958506; -0.0012964612069686294 -0.9999999917318707 0.0003624805954458304; -0.9999999993720259 -0.9999999998292273 0.9999999998868504; 0.9999999976002332 0.9999999896929649 0.9999999916121227; 0.029118005845296217 -0.019488891957693807 0.02890756112283269; -0.0013779720470923137 -0.00598344495044661 0.9999999996668478; 0.001624885932839633 -0.008635713088769153 -0.9999999993235885; -0.9999999981807198 0.9999999999319182 0.9999999981072557; 0.9999999981822303 -0.999999996982401 -0.9999999975338054; -0.009808553872723598 1.0 -0.0009841072718395193; -0.9999999996097021 -0.009219623709128918 0.0023279748380093377]
243,2490,300,0.42630927741290003,[-0.9999999999794243 1.0 -0.9999999999967666; 0.9999999999916717 0.9999999999907772 0.9999999999732401; 0.9999999999999268 -0.9999999999680227 0.9999999999907432; -0.004708776517352568 -0.008546281236913486 0.034569716060839105; -0.0216751586945026 0.9999999999999997 -0.01609908810364809; -0.9999999999944011 0.040330036258258276 -0.10389454331891385; 0.00934468435371822 0.02914846809930468 -0.9999999999999987; -0.9999999999984468 1.0 0.9999999999984891; 0.9999999978587872 0.999999999981425 -0.9999999999992859; 0.016313935583734333 -0.9999999999968281 -0.17128143363864326; 0.008407845940980985 -0.9357156874690407 0.9572511335904784; 0.9999999999988938 0.08242317756909724 -0.08237475611286728; 0.9999999999994159 -0.9999999999942083 -0.9999999999976007; -0.9999999999952633 -0.9999999999807074 1.0; -0.0038264823565210384 0.21610503993658972 0.9999999999776054; -0.999999999999955 -0.9999999999994329 -0.9999999999999385]
244,2815,300,0.4582399074068738,[-0.9999937668783939 0.6459978760574795 -0.9628662979382245; 1.0 -0.8938334587201412 -0.9999990624465326; 0.9999954791964377 0.9999998788737068 -0.9771168009612665; -0.5008112092299817 0.9999999816767967 -0.21479354437598885; 0.999997621544861 0.9999994892447939 0.9995531317559834; -0.8752588330027273 -0.9456198856600289 -0.9999999997254017; -0.6225788818918687 0.9999956501191868 0.9999997394591684; -0.21633409839604686 -0.9999998486127446 0.9999452966411096; 0.9999990752831218 -0.9999982311492276 0.9999831657116967; 0.30811489958693744 0.47128248791375815 -0.9999942253100288; 0.3051435848999088 -0.9998187039421935 -0.3619687106555199; 0.9999970886837753 0.2023313034310047 0.16563218200941254; -0.9999994147508381 -0.9999907708436889 0.3320019455165085; 0.19320466626805663 0.03211715127257938 0.5570892697196429; -0.9999939614722917 0.028339898211364827 0.9938802059328974; -0.026168591172723063 -0.06711690372765462 0.00722871968816319]
245,2938,300,0.4489347881308232,[0.9999999968238079 0.9999983636727244 0.36130616080775596; 0.014631238165656032 -0.11560079499752228 0.06297145136521304; -0.999999842370573 -0.07842712687452999 -0.5208608393975868; -1.0 0.4057410935395954 1.0; 0.999999990792559 0.9091121397651244 -0.9999999999251233; 0.159935072721221 0.11188652753748142 -0.9999999386672463; -0.3702695380831958 1.0 -0.2584511939834157; -0.9999996957013906 -0.9999999961322031 0.7527107728944102; 0.9999999920276251 -0.9611724954413793 -0.02409805079765186; 0.4779792531585476 -0.9999999823151099 0.9999999880865653; -0.9999998752718608 0.9999995320944641 -0.9999999080889372; -0.22239778809364455 0.9999999999991157 1.0; -0.9225931690268265 -1.0 -0.9999999033008998; 0.9999999714666127 0.013019848966819353 0.9999999983575234; 0.01410957585916117 -0.11677588645429518 0.05516503411451206; 0.6797475118582361 -0.9999999963430604 -1.0]
246,1554,300,0.45139148506397386,[-0.9999913069613838 -0.40095270502603414 0.28265728384189276; -0.4052696501846526 0.4098141491887485 0.9999965973217216; -0.3829510550800655 -0.9999999999692163 -0.5032994879339999; -0.011507570146543538 0.12824279378518563 -0.036942198851746696; -0.999996901227822 0.9973612395794246 -0.9999811728663961; 0.0014579574530495464 0.08346758521080343 -0.03675084209953281; 0.999992994777087 -0.2339919641034847 0.6120002271601589; 0.2280842862257117 0.8918848511313122 -0.9999979476222028; 0.9688911581038498 0.9999999177069346 0.9999981248461974; 0.9999900973295942 1.0 -0.2055153686295962; -0.9973094083218357 1.0 0.6124622230369478; 0.9999962215871575 0.012813139665390818 -0.9999965784007891; -0.9999932183594477 -1.0 0.9999949651237381; 0.4289251734308061 -0.9999978552020455 0.9999661595181918; -1.0 -0.67285132380795 -0.9999999834282426; 0.9999620458300024 -1.0 -0.7006661897334738]
247,2841,300,0.4545099175647712,[0.9999999558162137 0.1436395414915397 0.9999999908429055; -0.9554254017148905 -0.5407008049543537 0.9999999994085339; -0.09679469400326915 0.03211957738603226 -0.004038025978799799; -0.9999999992922035 -0.9141692495902634 -1.0; -0.9999999994970655 -0.9998092278902025 0.0637220821717645; -0.000987596631771523 -0.9999999996549845 0.45706065635187915; 0.9999999936219479 -0.9999999998700922 0.9999999999740474; 0.19212264146230398 0.9999999954998984 0.9999999953364185; -0.9999999990579452 0.999999999849052 -0.4631914754891834; 0.999999999532513 -0.3336437480724258 -0.5103045885264174; 0.9864334450431091 0.9999918374667871 -0.9999999937012454; -0.0912134044612374 0.026446868063044787 0.011021338164993061; -0.44338639950417674 0.6054630693274087 -0.9999999990301291; 0.5983106452687941 -0.9999999999729441 -0.9999999996782138; 0.9999999921839795 0.9999999983384525 0.08776844008890432; -0.9999999966496048 0.9488922148249036 0.9999999969084021]
248,3364,300,0.45115994793291386,[-0.9999999999680446 0.9999999999606155 -0.9999999999341856; 0.05154984995616328 0.03863183391835269 0.003324724828078382; -0.2049743814221331 0.9999999996171032 0.9999999999758882; 0.3422657127608552 0.5046524169347844 -0.999999999931988; 0.9999999999506215 -0.9999999997838701 -0.9999999999893041; -0.9999999999045066 0.1271438419114097 0.9999999999762393; 0.9999999998580932 0.9999999998813807 -0.64563755299124; 0.9999999995574776 -0.45806370045837125 0.9999999999678315; 0.999999999998287 0.9999999868434605 0.921721731464003; -1.0 -0.33929551277639375 -0.4915655280428275; -0.5431267551092333 -0.9999999999994729 -1.0; 0.14436740353369742 -0.9999999999612701 0.6633404282957887; 0.999999999936642 -0.7797517679052193 0.000958610614730134; -0.999999999694704 -0.9999999999947818 0.8636403674836218; -0.9999974298083186 0.9999999998419797 0.06252970968948762; 0.06878669105322222 0.05708932642698295 -0.015264297414231028]
249,1236,300,0.4266194981851588,[-0.9999810676051136 0.9999941328250799 0.9999985051799644; 0.9999888231486478 -0.9998484021239948 -0.9999819246804681; 0.9999494424916529 -0.9999999900902471 1.0; 0.06933519306319356 0.9999988987208278 -0.17922923682739283; -0.999999453475409 -0.024924977510455207 -0.04435738863637878; -0.05619029950110017 -0.00803658675792542 -0.9999997811806475; -0.999999200025531 -0.9999980060855019 0.9996084946303265; 0.9999750405227772 0.9998938403984219 -0.9999972911137719; 0.019448141453932467 -0.9999999801384667 -0.06727250890834272; -0.9999749300241931 -0.9999965003194756 -0.9999999306433092; -0.0066949050393661095 0.029724807960312488 0.02116512113815502; -0.048564907113008954 -0.1862542507398908 0.9999966861825821; 0.9999994170944422 -0.10927890012317983 -0.03799055243379445; 0.999995632892877 1.0 0.9999999998460046; -0.9999385314525902 0.9999991954762907 -0.999999956171494; -0.021727160408843715 0.9994678226425558 0.999980248281764]
250,2771,300,0.42663633322050465,[0.06954270417094496 0.01392834623439292 1.0; 0.9999999999411523 0.9999998095171527 0.9999999920033361; -0.002548910727877914 -0.021141880254297148 -0.02310279699542276; 0.9999908158379966 0.999999918684095 -0.9999819969390022; -0.023163277555454827 1.0 0.03429962545502026; -0.9999996545086679 1.0 -0.9999997987232808; 0.9999988554467621 -0.9999999879544736 0.9999999999975647; -1.0 -0.9999935014967121 -0.9999999970697855; 0.9999892118065993 0.03641838703362581 0.06930410836633455; -0.07313256963117185 -0.9999998944625174 0.17390364827994495; -0.9999998733359367 -1.0 0.9999999889356691; 0.03683295155426729 0.1974716103254595 -0.9999948693125826; 1.0 -1.0 -0.9999993226888897; -0.998373609520664 0.9999997451689076 1.0; -0.9999999667565893 0.11255844641680746 0.08471612420695901; 0.00853143642765928 -0.9949719343298679 -0.9999963541061967]
251,2029,300,0.42652046476656763,[0.9999999867618825 -0.9999999831477422 0.9999987036121174; 0.02971438058989759 0.9999999917701183 -0.007495246782779219; 0.9999999833520966 0.047071270216963494 0.02404610866100986; 0.9999999846371611 1.0 0.9999986724125474; 0.05173421933936716 0.07547093563302229 -0.9999992494986857; 0.16467164660900402 -0.9999997464291337 -0.0632045386847924; -0.999999912022043 0.20615690063335254 0.04373045338699364; 0.9999994393760965 0.9999999297090842 -0.9999999987995195; -0.9999999996538111 -0.9999999873516636 -1.0; -0.022830367612195267 -0.03147939318294779 0.002469561166509555; -0.9999994353736987 1.0 0.9999996856294113; 0.09835309250968886 -0.002429400967407654 0.9999997931731388; -0.9999999919202519 -0.9999990466811247 0.9999999811489808; 0.9999998819089334 -0.9999959865098703 -0.999999943538908; -0.9999999412249433 -0.9962483874423775 -0.0033976922798242357; -0.9999999849833602 0.9999998774563458 -0.9999999556198763]
252,2810,300,0.42204175142165257,[-0.8407360014637385 -0.0046783043332720865 0.15985355459344222; 0.023937696039657685 0.012094689642680572 1.0; 0.9999999999998853 -0.9999999999999978 1.0; 1.0 -0.011687200367529236 0.014514944105637043; -0.9999999999988393 -1.0 -0.999999999999328; -0.9999999999998253 0.9999999999999952 -0.9999999999999665; 0.024888628268772615 0.007628350299289349 -0.9999999999997966; 0.005060319649164096 0.9999999999999557 -0.013656798749083154; 0.9999999999997584 0.9999999999997805 0.9999999999997734; -0.999999999999979 -0.005699329614604748 -0.09294966865159336; -0.9999999999999564 0.9999999999999862 1.0; -0.9999999999998449 -0.9999999999998553 0.9999999999999474; -0.0019968698767638218 -0.9999999999999027 -0.009130269259251596; 0.9999999999999905 0.9999999999988431 -0.9999999999998538; 0.07393600908897204 -0.0005398746844064261 -0.01657110875700141; 0.9999999999991942 -1.0 -0.9999999999993221]
253,2514,300,0.42634607654966467,[-0.0010155354784091714 0.9999999999948461 0.2067464019805564; 0.9999999999999324 0.9999999999999678 -0.9999999999926398; -0.9999999999999505 0.9999999999982694 -0.9999999999995146; -0.999999999988935 -0.07296379739768692 0.09745308266716685; 0.9999999954789583 -0.9999999999955543 0.9999999999989211; 0.9999999999995353 -0.03391858623720367 0.022559405112279086; 0.018946940901870435 -0.06465584401999805 0.9999999999957956; -0.9999999999983111 0.9999999999886445 0.9999999999993031; -0.03400597573517194 -0.18486510208141016 -0.999999999999; 0.9999999999960056 -0.9999999999999779 -0.9999999999555652; 0.9999999999994515 0.9999999999792474 0.9999999999994155; 0.030459310036305986 -0.9999999999972582 0.018658934997884236; -0.9999999999947328 -0.9999999999931729 -0.9999999999999398; 0.01528895102822897 0.998863629275912 -0.9899983840970084; -0.011798534024484294 0.004860808511215636 -0.02025949341970182; -0.9999999999854133 -0.9999999999910586 0.9999999999999521]
254,2440,300,0.42206962638658285,[-0.9999999999999628 0.9999999999959766 0.9999999999974922; -0.999999999994067 1.0 -0.9999999999985185; -0.14303262741835282 0.9999999999983955 -0.030660403574912044; 0.9999999999980241 0.9999999999984173 -0.9999999999997483; 0.9999999999987577 -0.99999999998689 -0.9999999999995353; -0.9999999999992701 -0.030983114378283324 0.028630826293275596; -0.02640273205147999 -0.0648216463510328 0.0005708558642974053; -0.9999999999892928 -0.9999999999973667 -0.9999999999987982; 0.9999999999999739 -0.99999999999998 1.0; 0.999999999999738 -0.03188093805869412 0.02453308501395002; 0.012161002558132614 -0.012906495451472533 -0.9999999999995247; 0.9999999999986903 0.9999999999990239 0.9999999999999943; 0.18791151522626995 0.8258310205666239 -0.02596188626086559; 0.016275973651547312 0.00835513352954551 0.9999999999969936; -0.007385524370996694 -0.9999999999996112 -0.01600413779931262; -0.9999999999926595 -0.9999999999992738 0.9999999999934028]
255,2986,300,0.44483987947920317,[0.9632760478473058 0.07935447997768437 -0.9978611794875103; 0.2269571915637999 -0.699057301266202 0.9999999999193316; 1.0 -0.9999999987904257 0.5217307424369946; 1.0 -0.9999999998903001 -0.9999999999977107; 0.9999999999012578 0.9999999973765673 -0.18267035228398062; 0.999999998467837 0.7120168992278421 0.9999999995238122; 0.04670446370689752 -0.004693167921013212 -0.07946425811359903; 0.04081742295863603 -0.0005581276799673443 -0.07909861783440167; -0.17438974191512616 -0.9939677044097665 -0.2854349918806105; -1.0 -0.9999999991327904 -1.0; -0.9999999806889053 1.0 0.2620467577231949; -0.3211834059611833 0.9999999676485141 0.9999999965445422; -1.0 0.5319933104405491 -0.999999999987214; 0.26139959140238 0.9999999560474274 -0.9999999282905537; -1.0 -0.1438244669630108 0.5670943042381006; -1.0 -1.0 0.9999999999529616]
256,2865,300,0.4208283595648181,[0.9999994732040376 1.0 0.9999999085774782; 0.9999998293350943 -0.9999999468730052 -0.9999999104050898; -0.9999999674126768 0.9999986577700437 -1.0; -0.9999999979796742 1.0 0.9999999181822167; -0.005017276807371987 -0.9999999998806477 -0.025568299074429594; 0.08398008176161723 -0.02867953271073 0.9999999855724377; -0.9999999611797356 -0.9999999959332712 1.0; -0.9999993333344578 -0.9999999268298733 -0.9999959640898128; -0.00838938054619009 -0.07417067830861811 -0.9999991312191377; 0.014035433960886752 0.009948419980196029 0.02524199812048739; -0.9999999732611625 0.01695769389899026 0.09558646328772614; 0.999999665171042 -0.9999998395900771 0.9999966219195942; -0.06735634719066587 0.99999956601965 -0.07044363892323588; 1.0 1.0 -1.0; 0.999999530619377 0.08049144091298316 0.0005417913488855; -0.003607906933378551 -0.012142566746664184 -0.014121650607092553]
257,2389,300,0.4263117951991776,[0.9999999999995476 -0.9999999999989994 -0.9999999999999949; 0.9999999999997 0.9999999999999857 -0.9999999999982431; 0.9999999999971475 0.999999999999385 0.9999999999994508; -0.03437375059650563 0.008640282140567224 0.9999999999996391; -0.05143362492747726 0.0701788285745355 -0.9999999999999584; 0.9957340993893898 -0.9993080326458471 0.0038872310823106055; 0.9999999999999682 0.2006887361298328 0.00847167422948706; -0.9999999999979148 0.9999999999995267 -0.999999999999402; -0.2047135141559643 -0.9999999999999547 -0.02984817613802796; 0.0029722930908688593 -0.0013793993194588328 0.008258379255988083; -1.0 -0.9999999999999847 0.9999999999995631; 0.9999999999993354 -0.9999999999998637 0.9999999999989988; -0.9999999999995905 0.06380573347355384 0.023593819279548348; -0.05022669481306379 0.9999999999999959 0.011064737670480973; -0.9999999999994338 -0.9999999999995381 -0.9999999999984445; -0.999999999999161 0.9999999999960933 0.9999999999987473]
