nPsoRun,n_iter,S,fgbest,optDes
93,5511,300,0.4566203978605512,[-1.0 0.9999999998016326 -0.35858014202834537; 0.9999999999995144 -0.6237315223097183 -1.0; -1.0 -0.9999999994687709 -0.3952637119430841; -1.0 -0.2606995846670961 -0.999999999546709; -0.9999999999967669 -0.22367713695830993 0.9999999999430688; -0.7518705952359115 0.9999999998685094 0.9986216946550389; 0.9999999992807477 0.9999999993341903 0.9999999999989042; 0.999999999906798 0.9999999997887379 -0.7221326901217482; 0.9999999990867507 0.05100899004809901 -0.08911994204503317; -0.029860156196537247 0.16545383153766546 0.08336367549817168; -0.02062061638212267 0.17343453653718038 0.0862078340035044; -0.2290464433848782 -0.999999999949785 0.9981075400145732; 0.5890207011875981 -0.029104124196800002 0.9999999999918804; 0.25528221350382924 -0.999999999999812 -0.6186858771257607; -0.18370593274164854 0.7714148956633495 -0.9999999999435768; 0.9999999999306376 -0.9999999995826946 0.849874755775683]
94,3183,300,0.4263158072147078,[0.1926148516579614 -0.9999999999995369 -0.0017796132653980108; -0.999999999994432 1.0 -0.9999999999993852; 0.9999999999953147 0.9999999999995821 -0.9999999999989988; 0.9999999999999973 -0.99999999999493 0.9999999999998102; -0.9999999999999462 0.9999999999989224 0.9999999999999107; 0.0032456650472650326 0.08423967328303232 0.9999999999996179; -0.027043919885255376 -0.020133450631409013 -0.0007308267145650819; -0.9999999999989694 -0.9999999999999879 0.9999999999992171; 0.06530052797640036 0.9999999999999997 -0.04964188089679735; -0.9999999999974641 -0.9999999999994379 -0.9999999999984736; 0.0756026525563406 0.02486328484537323 -0.9999999999999376; 0.9999999999999972 0.021369487857638935 0.058060441037829376; 0.9999999999982467 0.9999999999991827 0.9999999999999322; -0.9449161390685377 -0.9251867312888429 -0.006998299120147346; 0.9999999999999756 -1.0 -0.9999999999988002; -0.9999999999984908 0.20708890649965625 -0.011420856061653897]
95,3042,300,0.4459845308331835,[-0.9999999995117732 -0.7412962394727354 0.41741682425111604; 0.021244292462325304 0.999999950674282 -0.9999999978357432; -0.7168268701616328 -0.010689662263712787 -0.9999957258662736; -0.9999999999522748 0.999999987128658 -0.36304521148200897; 0.9999999062243939 0.9999999947805501 -0.06618890346122301; -0.27984287593552176 -0.7794097088402028 1.0; 0.9999998199369666 -0.9999999789147656 0.9999999889446295; 0.9999999923635619 -0.999999999731408 -0.9999999633044045; -1.0 0.9917420140317426 0.9999999992558832; 0.38863716620176386 1.0 0.9999999665385045; 1.0 0.24362294702830006 -1.0; 0.9999889139940487 0.03987003905018954 0.6798094506591555; -0.9999999988360355 -0.9999999960548208 -0.9999999832032967; -0.0229671893189112 0.05545530732050143 0.009892463108691582; -0.020990902743191063 0.05543356645700241 0.016468681362705333; 0.16628048456903277 -0.9986605841253969 -0.18450615496754827]
96,5595,300,0.4455261865327421,[0.49347056838140835 0.9999999990809512 -0.9999999859655234; 0.9999999971653603 -0.9999999887517387 0.2010483518598589; 0.9999999992314904 0.6447753155677362 -0.3082381190813292; 0.24329511710688284 -1.0 0.9999999922477493; -0.9999999997723227 -0.9999999997714941 -0.19303164210335513; -0.08112183599910087 0.04470228810661989 0.02486343328236021; -0.8212643821177846 -0.04067137221923363 -0.9349808177194517; 0.9999989432222642 0.9999999995230219 0.9999999994486248; 0.765472392358887 -0.03485228103769972 0.9999999999936668; -0.999999993513564 0.9999999969831816 -0.9999999999997673; -0.24539115508649004 -0.999999981691644 -0.99999999885223; -0.07691939220083212 0.038958706649255846 0.032990507172846115; -0.2346126214365878 0.999998706725835 0.28166179358705806; 0.9999999989140078 -0.6534433219509673 -0.9999999995176514; -0.9999999994214501 -0.6034320428947761 1.0; -0.9999999981795904 0.9999999868042901 1.0]
97,2865,300,0.44546550569373355,[-0.1568358907508338 -0.9999967491429055 0.12916365727139306; 0.9999999999170758 0.999999857257426 0.34282014480093076; 0.5332814620380788 -0.8087716185073757 -0.9999999958793631; -0.42973502853456086 0.9999999999999452 -0.9999997743765057; 0.002908230174808622 0.03902072539090357 -0.053943924895636104; 0.6313380709200904 -0.007076468368181869 0.9999789142721084; 0.018962989219835358 0.03546596597667119 -0.05799762956186523; -0.013423350193596278 0.99999987098011 0.9999982695873268; 0.999999868600235 0.9849549383187857 -0.9999995086092412; 0.9999999987420645 -0.7550084153106743 -0.22667056356108709; -0.9999999997524507 -0.9999997391321246 -0.9999999947571048; 0.9999998931350799 -0.999999771255184 0.9999987082420165; -0.9999998597112794 -0.9999995348934952 0.9999993102720388; -0.9994900860195246 0.014955281087542162 -0.7405987962825432; -0.9999996189569067 0.9999997807109046 0.003155432844557061; -0.9999998308933509 0.27058693307832543 0.9999918161243534]
98,1914,300,0.4529060284969754,[-0.9999951845782447 0.6221710562921925 0.9999996243948474; -0.9999946635913128 0.10042941493719813 -0.9999998275250492; 0.9999998451705502 0.9999995533785553 -0.6325646670767516; 0.9999997748740833 -0.9999959382357109 0.17862901829289216; 0.9999988552891428 0.9999992688178444 0.9999989472414611; 0.15345759885995122 -0.9999997717029037 0.999999515526782; -0.3775046391056101 0.9999978359825452 0.4615492175482399; -0.999997604916557 0.999999991975955 -0.9999896831296688; -1.0 -0.703463120514467 -0.11641199781475392; -0.38590152720042764 -0.9999997594359512 -0.999999969481115; 0.9999999940655746 -0.9999985393648723 -1.0; -0.9999999296589747 -0.8816594618804227 0.9999995840998459; 0.034737230146528277 0.022379815444970443 0.04061151851395047; 0.0456510100840477 0.018310277536376554 0.03583817704092296; 0.5119301560333688 0.39649355862849917 -0.9673545895868821; 1.0 -0.0851711589124575 0.999967120780055]
99,4019,300,0.4266536042544598,[-0.9999998236217063 -0.9999999347219551 0.030433695190967492; 0.057781087233483276 0.055636279604827706 -0.9999994316015737; -0.9999999605505853 0.9999999999781995 1.0; -0.9999999941728434 -1.0 -1.0; -0.016449709993462604 -0.02691158680114139 -0.005895949065667093; 0.016019482344613083 0.06160882372648484 0.9999999507171928; 0.9999999718893412 0.9999998583379288 -0.9999999566800822; 0.17590552895032885 -0.9999999924040476 -0.049325071105977204; -0.9999990710022976 0.9999998844615885 -1.0; 0.9999997447633543 -1.0 1.0; 0.9999999997007881 0.006854630092333712 0.08502142602817565; 0.9999997718126621 -0.9999914854316859 -0.9999999110164804; -0.9999999999144568 0.19559771896264572 0.033579137054369004; 0.9999999657092367 0.999999999990038 0.9999998611714668; -0.9999877437230158 -0.9999996769606628 0.9999999968329004; 0.07818421582762534 0.9999998262142619 -0.06828877790209024]
100,3955,300,0.4203030387178546,[-0.9999999993035207 -0.002611676160487187 0.037359454495524136; 0.005663952241983502 -0.03930647747069031 -1.0; -0.004073197309081649 0.02509785538180367 0.01914767031195469; 0.004472646181415116 1.0 -0.08825833935842173; -0.9999999745215832 -0.9999998536599786 -0.9999993975682928; 1.0 -0.027386056319403978 0.033220755992552094; 0.007484995090890267 -0.027112835919561287 -0.023226672909550126; 0.99999985981816 -1.0 -0.9999983153105; 0.9999998704671048 -0.9999999999926925 0.999998975430227; -0.9999999820893473 -0.9999999464329907 0.9999994947848809; -1.0 0.9999999986396952 -0.9999998162940038; 0.9999999212709947 0.9999999996888614 0.9999998653980539; 0.010431521204605464 0.06470088869401819 0.9999999999797621; 0.9999999999862345 0.9999994406945747 -0.9999999928892958; -0.02040536263630249 -0.99999989443985 0.01599257140226108; -1.0 0.9999999924172087 0.9999999900659948]
101,3866,300,0.4486527613708726,[0.9999999993522499 0.9560863010789471 -1.0; -0.5385741725818526 0.999999991697081 -0.07294483637310219; 0.9999999938714644 0.9999999999986217 0.21973940533474381; -0.9999999981302228 0.9999997147087288 -0.9999999826490453; 0.10784099335086297 -0.07736211083631853 -0.0882163029631507; -0.9999999551452533 -0.9999999961176395 0.44698781051270736; 0.1144276044353252 -0.08018628423025212 -0.08327532362777298; 0.957332372836267 -0.9999999999946544 -0.9999999716680412; 0.9999999971066156 -0.9643045514605217 0.3988549371641686; 0.001138041795769661 -0.9999998268781632 0.99999999887636; 0.021617383932153695 -0.11150484297349599 -0.9999999999940247; -0.9999999507870295 -0.9999999999628836 -0.9999999994182344; 0.09285802737690317 0.9999999999970585 0.9999999974917071; -0.9999999868616157 0.2969073172542624 0.9999999142311606; -0.999999995620369 0.04687067202292025 -0.05018649772017674; 0.999999999999935 0.05989411620857035 0.9999999994181193]
102,1202,300,0.422012257534207,[0.019616931894214987 0.1489736446332658 -0.9999997932550428; 1.0 1.0 0.9999999864069801; -0.0062972865523703405 0.015080949983978666 0.9999998426117332; -0.999997459541744 1.0 1.0; 0.999999814509282 -0.9999997817404921 -0.9999946607478146; 0.99999974865141 0.9999969502401339 -1.0; -0.9999970260302347 -0.9999997773516234 -0.9999942390780607; -0.9999948236064503 -1.0 1.0; -0.9999997192592607 1.0 -0.9999964916094286; 0.016489714096252394 -0.2641769182226997 -0.7868163026569341; -0.0028831534836124633 0.037403570767826876 0.07234427190726533; 1.0 0.001720862643960897 0.03113199541274656; -1.0 -0.01897237737917426 -0.002879504659386913; 0.0015820542309773204 -1.0 0.0490680105561119; -0.017857275892833823 0.9999992096865443 0.010247929832077852; 0.9999974718803731 -0.9999998050754252 0.999994127588142]
103,3628,300,0.4455872572789303,[0.3190879563903495 1.0 -0.9999979284666777; -0.8760952213051744 -0.6175039226586604 0.9999996844126129; 0.9999998874149544 0.9999989341890226 0.03544767838136443; -0.9999995469836899 0.16265354188310813 -0.13593157241876141; 0.020513740062875478 -0.6381938363079172 -0.9999998691296911; -0.9999999455209644 -0.9999989584499984 -0.9999999472178355; 0.9999999168454724 -0.006823993903344928 -0.9999999877151615; 0.021751058389721977 -0.015311551200488908 0.11752612498170405; 0.999999856999659 -1.0 -0.33311719851246013; 0.033674212449867964 -0.016494040583278247 0.09952406927692178; -0.9999999999089488 0.9999996534227793 0.9999985039232538; -0.9999998931444238 0.9999999183990782 -0.9999998402171199; 0.9999982840816295 0.445309611651808 0.9999998164567859; -0.7379912640038021 -0.9999999280476373 0.21736407716788123; 0.9608670737827905 -0.9999999170410708 0.9999998737873911; 0.0028742282838618237 0.9999998069099321 0.7312089345012739]
104,3030,300,0.42647918726215495,[-0.013509870702885077 -0.18409111098122818 -0.9999999998958827; -0.03633976660568824 -0.9999999999607061 0.04860743051989634; 0.9999999998413311 -0.9999999999950954 -0.999999999967245; 0.003873815928046906 0.9924992847615028 -1.0; 0.04728053487426508 0.9999999998439402 0.18494049551479186; -0.9999999999997775 -0.026547047881272073 0.06005678953262745; 0.999999999809475 -0.9999999999702339 0.9999999999946761; -0.9999999999421608 0.9999999999634285 0.9999999999176646; -0.9999999996295634 -0.9999999997264872 0.9999999999984973; -0.012942799767436236 -0.0062128580591059605 0.9999999999964735; 0.999999999986337 0.9999999987805235 0.999999999784269; -0.9999999999720159 -0.9999999997737191 -0.999999999947782; 0.0030095923248820585 0.02737521175199366 -0.03464262493027422; 0.9999999999986812 -0.1345928007014784 0.05231046248009099; -0.9999999999946477 0.9999999998439381 -0.9999999999975341; 0.9999999999998412 0.9999999990660006 -0.9999999999468516]
105,2604,300,0.4264970909259929,[0.9999999999709596 0.06669322628706108 -0.05300709918041881; -0.9999999936400775 -0.9999999999779061 0.9999999999384054; -0.02281203061634336 -0.023357195373823154 0.00018967607288131638; -0.9999999991598343 0.9999999999213751 0.999999999577672; 0.09482407482782101 0.012953697667815454 0.9999999999661634; 0.9999999999350835 0.9999999999911878 -0.999999999716346; -0.9999999995407494 -0.9999999999892757 -0.9999999999705376; 0.9999999998595807 0.9999999999989948 0.9999999982376393; -0.9999999999266492 0.17136578551685902 0.0066376642666431595; -0.9999999999974029 0.9999999981239445 -0.9999999999962547; 0.2140058223459324 -0.9999999999986771 -0.019547497165541824; 0.014244640157937995 0.09793165055695852 -0.9999999999600893; 0.9999999998649334 -0.9999999998242113 0.9999999990781747; 0.01417038570352236 0.9999999999964656 0.06033322616686349; -0.9788167425377345 -0.9999999769308315 -0.017315342657822183; 0.9999999992804416 -0.999999999988485 -0.9999999998200424]
106,1822,300,0.45286024282005427,[-0.9999997950390741 -0.9999994191427451 0.9999999797724338; 0.4195199641905881 -0.4761750215913025 0.9999992330971388; -0.9999999597351956 -0.19826028876079096 -0.9999983798349842; -0.038815652910909604 -0.03506346437178764 0.013815194122063713; 0.9999983414673961 0.15879675143724575 -0.6441546595526662; -0.13293772170507429 -0.9999999999159441 -0.9999999547877697; 0.9999973263303388 -0.9999999971324917 0.5637044628708542; -0.03551188614767424 -0.03045626926997301 0.004760113844812155; -0.5071097890590314 0.9999999956586457 0.4182251508541549; -0.9999988249967044 0.9999948755436593 -0.9999978865904366; 0.999997957943433 0.999992116577007 0.11380504047869701; -0.9999997736569034 0.5785825213793709 0.9999991981084382; -0.9999996931211139 -0.9999962151483087 -0.09876510689641754; 0.9999999887315338 -0.9999999993852197 -0.9398541693231373; 0.9999991434540467 0.9999503588016945 0.9999999991495345; 0.4277482690169262 0.9999999005720335 -0.9999999971235402]
107,1834,300,0.4462712826523129,[-0.29314697821294483 0.999998014011019 0.9997332363319126; -0.0404914506213317 -0.019858321137087576 -0.015081297879916543; -0.9999999312747282 0.027085546295754284 0.9999755843913768; 0.999999706679967 0.9998939930554407 0.9999891910225498; -0.9999768587899552 0.9999928420539653 0.015951925384744485; 0.7546024241364016 -0.5020058244523299 -0.9999873391803306; 0.9999788881192374 0.9999898441243742 -0.9999217165120234; 0.7708247524966737 -0.9999995286348634 -0.22278331456225153; -0.026947251047140037 -0.028452893239569326 -0.019013655769360507; -0.9998031018733804 -0.9999219339093245 0.3940290448354035; 0.02895961918763758 -0.6411904221028285 0.9998302216269334; -0.07018406230532677 0.9999813916165113 -0.7771952879090942; -0.97458880002554 -0.9999999406156117 -0.982365496955344; -0.9998421772437724 0.3623015107828126 -1.0; 0.9999902580064431 -0.9999476328080227 0.9999997485202683; 0.9777152282856257 0.21314644346264403 0.11450928535057311]
108,3792,300,0.4264989231652519,[-0.001384492223877811 0.9952655837816354 -0.9998613607254306; 0.9999999999992862 0.9999999999868702 -0.9999999999953058; -0.9999999999998057 0.9999999999990181 -0.9999999999960103; 0.002751756743494574 -0.21348240950311237 -0.9999999999990705; 0.04394734496439394 -0.9999999999994555 0.04831442554437129; 0.00409017752115655 0.018171669134312358 -0.008510695293523027; -0.9999999999994189 1.0 1.0; 0.9999999999994809 -0.03861418228272328 0.1115745968531895; 0.9999999999956419 1.0 0.9999999999999973; -0.9999999999976261 -1.0 1.0; 0.9999999999967454 -0.9999999999984104 0.9999999999999889; 0.026528086090235426 0.9999999999999709 0.18036040721596525; 0.9999999999998266 -0.999999999998371 -0.9999999999999406; -0.08521687602853793 -0.041578828600692154 0.999999999999935; -0.9999999999975242 -0.04766840021082383 0.013068097229151344; -0.9999999999992769 -0.9999999999996707 -0.9999999999999643]
109,5553,300,0.46030882405523443,[-0.9338290967386228 0.999999999919837 -0.3300589065800342; 0.9999997973448019 0.9999999987238474 -0.9993682359403322; 0.9999999999545727 0.021168008498060508 0.6238857170096869; 0.0877367233403438 0.09843978221063837 -0.12642174580609344; 0.05694846855738359 0.10767776097074906 -0.08390824422411529; -0.9999999998551867 -0.16248999843091128 0.04614765448733791; 0.9999999838363178 -0.9999999825180417 0.9999999929536456; 0.9999999994322726 -0.6676877924553883 -0.999999999468317; 0.0029398273817632333 0.08953558364912137 0.9999999893223145; -0.8925712981508052 0.999999999726299 0.9999999996066414; 0.10632312680517766 -0.9999999982667329 0.16122721093740525; 0.8331370189855588 0.9999999993221069 0.6002953650590572; -0.579240496529781 0.6537824037350316 -0.9999999958550837; -0.9999999994130874 -0.9999992763625716 -0.9999999981322849; -0.9999999883272918 -0.9999999988786468 0.9999999998356355; 0.18467723904240863 -0.999999999990355 -0.9999999664950292]
110,2834,300,0.42675346586491686,[1.0 -0.9999999921541943 0.9999960877839544; -0.21135594663313167 0.9999999984099361 0.07542654797062277; 0.9999966356186943 -0.9999344312098734 -1.0; -0.9999999572539174 0.9951734149634646 0.9999980717437449; 0.009083066592777165 0.027712695236965294 -0.010987000217798805; -0.9999426778637888 -0.999999886894484 0.9999998905345135; -1.0 -1.0 -0.9996649277019388; -0.05425572662282489 -1.0 0.022942431544437925; 0.9999980004995316 0.9999484158172306 0.999985083144763; -0.9999997885746991 0.9999537582614609 -0.9999862017853245; 0.9999999992479517 -0.1780746702975792 -0.04914196154082707; 0.9999999784767797 0.9999999488519076 -0.9999999773322095; -1.0 -0.02688858869984456 -0.0785518245194877; -0.04761177021512104 -0.12151135384297501 0.9999967815952202; 0.9840303071241693 0.9971383167100226 -0.010712084889273768; -0.02642106925723154 -0.027481331369678404 -0.9999999974948547]
111,3178,300,0.4264867475554718,[-0.9999999996611728 0.9999999997632456 0.9999999999721736; 0.9876326867107946 -0.0015004491076720436 0.9999998731533181; -1.0 0.021311512518399665 -0.060248244555677684; -0.20066807622667188 0.018404624783680146 0.9999999999699333; 0.036506760216062105 -0.0009460408795296714 0.031162742362337417; -0.9999999971027341 0.999999999987838 -0.9999999997238609; 0.9999999999479535 -0.9999999999364575 -0.9999999999713076; -0.06944350316947283 -0.999999999943921 -0.007582091204689993; -0.0004513645981296439 -0.07226044541946795 -0.9999999999916009; -0.9999999999838305 -0.9999999986196948 -0.9999999992006211; 0.9999999975645345 0.9999999999995891 0.9999999994031158; -1.0 -0.9999999993763906 0.9999999999973133; -0.07006687961706654 0.9999999999899999 -0.105854431000803; 1.0 -0.9999999987587451 0.9999999999997234; 0.9999999997293284 0.024096470080676554 -0.17211672609601572; 0.9999999999713771 0.9999999996868072 -0.9999999999460791]
112,834,300,0.4204740140095852,[-0.03161955919092309 -0.030686791197064398 0.9999998075546204; -0.9999663449658927 -0.9999338994090241 -0.9999867803615102; 0.9999752421642626 0.9999969291542427 0.9999862081891144; -0.9998080996644775 0.9999975612603349 0.9999902896568866; -0.9998902930626631 0.9999930380961071 -0.999976498942267; -0.9999962598338583 0.06106847336862047 0.002167853977781769; 0.01944441285384957 0.004125046713073259 -0.03614728148154616; -0.9999998914008348 -0.9999974775361654 0.9999955656396139; 0.017797860183827677 1.0 -0.045200935351365774; 0.999991135520093 0.01471656167007385 0.0821087821136728; 0.0462268119160659 -0.04249604211130151 -1.0; 0.9999977782232589 -1.0 -0.9999648687082723; -0.03060601164953633 -0.999981563825648 -0.03506381185882543; 0.9999624181033417 0.9999936183318177 -0.9999904832109496; -0.006546439768990855 0.00789607447600842 0.04494776195847648; 0.9999981118477995 -0.9998864758798252 0.9999864161984503]
113,558,300,0.46457067972994776,[-0.9983844557599667 0.3493047339833057 0.9999972479130415; 0.9493775524933263 -0.2444730492109122 -0.18224169218185535; 0.998700296779586 -0.9997407933611282 -0.9992400076039648; -0.999999924739179 0.14251019193111597 -0.8636253133458307; -0.2245567983176892 0.9992362830268985 -0.9386467260349317; -0.09237070743868152 -0.006119096272754049 0.07081417836144165; 0.9725502780845879 0.9998332884311466 0.23369558195364998; 0.04356839540098734 0.9997836709411729 0.9993253612985386; 0.999692748140173 -0.9996397165390719 0.9999301718302913; 0.18418695198401513 -0.3839877575147361 -0.9338348063799695; -0.06190427449429706 -0.7383194784516371 0.12894252213516452; -0.911232756689942 -0.9993679107822696 0.8799886162393697; 0.999034325421785 0.998676262863555 -0.9995729310715904; -0.9999977368176537 0.9910021119151698 0.05000492194807754; 0.9344829870185317 0.13753582555612345 0.999944297678502; -0.9999307185817345 -0.99958791099485 -0.9998855126904166]
114,3391,300,0.42657202993818283,[0.9999999998903073 -0.9999999969752262 -0.99999999813159; 0.12340665236397107 0.10042997925114275 0.9999999998153007; 0.9999999997044993 0.032941215998506045 -0.0037804979201305927; -0.9999999980166724 -0.9999999981442725 0.9999999999454936; 0.9999999999400351 -0.999999999941802 0.9999999993883477; -0.999999998065966 0.9999999997810802 0.99999999940343; 0.9999999989002609 1.0 0.9999999999402649; 0.9999999999993783 0.9999999984975703 -0.9999999997481807; -0.035039947400864156 -0.03520026039308425 0.013593183602036856; -0.9999999969690415 -0.9985083619498436 -0.008048215930236781; 0.003462877835885054 0.9999999999566039 -0.06544056302689652; 0.05920595603829572 0.026804954707974695 -0.9999999999626027; -0.9999999992560307 0.9999999972081057 -0.9999999999705822; -0.999999999819119 -0.999999999948184 -1.0; 0.1734497570767582 -0.9999999999265102 0.007044489364620043; -0.999999999738824 0.18763760503511526 0.04734185953106826]
115,2263,300,0.4543106793109957,[0.016382757534016253 0.01718628746959813 -0.08365302363758932; 0.9999999999781367 0.9999991475004817 -0.8927280521490187; -0.9110262448066911 0.12447456292947681 -0.9999994512931694; 0.999999998999014 -0.22778298808543493 -0.5674882337398625; -0.9999720769355002 -0.9999999773726086 -0.9638736439323654; 0.9999999955186483 -0.9999997693575613 0.9999999590103053; -0.7472361897110522 -0.2529322368468945 0.1333744247256537; 0.6137532556060157 -0.9999994337669895 -0.9999999761922419; -1.0 1.0 -0.23995392545349806; 0.25081567311343894 0.9999993664023135 0.40432413671009576; -0.1307640927467999 0.9999991054943367 -0.9999989264399047; 0.40055262517216683 -0.9999991160369781 0.23420446537863235; 0.9999988838909387 0.511355766374767 1.0; -0.25368617472537697 -0.15066063226282697 0.9999999982559424; -0.9999997889160233 -0.9999996882808069 1.0; -0.9999994820399583 0.9999991961595331 0.999999987924594]
116,2754,300,0.4265704973099566,[0.9999999986792005 0.9999999917704049 0.9999999954965411; -0.0015775841582317143 0.028258735412669187 -0.022064981278117284; 0.04519415509206129 -0.17374523598532515 -0.9999999998877481; -0.036278797871673304 -0.9999999981554208 0.05747684566341563; 0.9999999985643311 -0.9999999993848921 0.9999999996733352; 0.9999999995192926 -0.9999999993997948 -0.99999999529961; 0.014642429062177938 0.9999999997382923 -0.9957710615845082; -0.9999999998357638 -0.10553044113331603 0.041883156237611; -0.9999999999278961 0.999999991983566 -0.9999999990507799; 0.9999999993252803 -0.048973237854840194 0.03195507026988959; -0.9999999989725448 -0.9999999984847282 0.9999999980949859; 0.06580184913035714 -0.01842160710648443 0.9999999997179113; -0.9999999999560872 -0.9999999999918913 -0.9999999996485791; -0.9999999993627885 0.9999998028775282 0.9999999982269108; -0.06200738221719644 0.9999999999678788 0.20190164889268106; 0.9999999998857358 0.9999999998119511 -0.9999999996276996]
117,4139,300,0.4471134532481486,[-0.939051229968051 -0.9999998308507296 -0.29320908121371686; -0.090324138555788 0.016812728370549923 -0.04682619995930945; 0.9999997046146051 0.999996821420511 1.0; 0.39957452414568145 0.18316152995826937 1.0; -0.05469794999489763 -0.9999998976590303 -0.9999998166330288; 0.9999985370425694 -0.5653158553547033 -0.9999999949162497; 0.338112715135926 -0.9999997597366496 0.9999997687888083; 1.0 -0.8968863850001135 0.30591594370585345; -0.31143113416724205 1.0 0.12876027663624479; -0.9999917913097438 0.999995971439057 -1.0; -0.07512469038462576 0.019778376631717772 -0.04606419571663922; -0.9999999361989417 0.999999995940124 0.9999975882938513; 0.490007650258192 0.9999991315313613 -0.9999999456530998; -0.9999956863787732 -0.18985051839527428 -1.0; 0.9999999851435222 0.7777775023882373 -0.12347563258080502; -0.9999970533747232 -0.503340823552463 0.9999844411429345]
118,2935,300,0.4264097707265217,[0.007436034847800203 0.9994159579782855 -0.990431155165179; -0.9999999999999025 -0.10069069262919274 -0.0005465567738704078; 0.016944269773248023 -0.17513061945630937 -0.9999999999999952; 0.9999999999987114 -1.0 -0.9999999999998347; -0.9999999999998589 0.9999999999999419 -0.999999999999999; 0.9999999999998249 -0.04310849315014891 0.052614071737095286; -0.9999999999998628 1.0 0.9999999999999993; -0.0013308035956240574 0.022318142469354763 -0.008056143576298632; -0.9999999999999412 -1.0 -0.9999999999999992; -0.032966097490860775 -0.029241383584246394 0.9999999999998116; 1.0 0.9999999999989896 1.0; -0.9999999999994473 -0.9999999999999493 0.9999999999998038; 0.033084183422332596 -0.9999999999999761 0.06646427758079144; 1.0 0.9999999999999302 -0.9999999999999997; 0.9999999999997229 -0.9999999999999559 0.9999999999998784; -0.00830179380001832 0.9999999999995646 0.21781809267088093]
119,3063,300,0.4220642273541256,[-0.00418908021346524 0.0634317255125477 -0.8693359862009927; -1.0 -0.9999999999703006 -0.9999999994569524; 0.9999999996787985 -0.9999999999465398 -1.0; -0.9999999999843194 0.9999999993837927 0.999999997243558; 0.999999999989797 0.010400552890535457 0.009789979007749689; 0.003729426442033938 0.9999999999748829 0.003399290608163314; -0.9999999999692647 -0.9999999999909405 0.9999999999997519; -0.0038230972965137503 -0.06678977884788752 -0.9999999999989887; 1.0 -0.9999999991285722 0.9999999998405058; 0.009257030503820748 -1.0 0.01576569714456794; -1.0 0.999999999958771 -0.9999999981660767; -0.007354613468066323 -0.00028104837109226466 0.9999999999922143; -0.0004961801106071645 -0.010878137744580588 0.06668656722918521; 0.9999999998624575 0.9999999989557116 0.9999999979571723; 0.9999999999999786 0.9999999999997411 -0.9999999993343738; -0.9999999999992568 0.004821418060410973 0.005689202566299882]
120,3516,300,0.4263501759761168,[0.03266690758480213 -0.08612394932087714 0.999999999991472; 0.07438237661082436 -0.999999999999786 0.01321860015225226; 0.999999999997164 1.0 0.9999999999982266; 0.9999999999999584 -0.9999999999975907 -0.9999999999995446; -0.022821237206339485 0.023449000101315023 -0.011805925729085598; 0.9999999999871887 -0.999999999991662 0.9999999999801232; 0.9999999999999966 -0.002954734878751117 -0.0217214866204555; -0.9999999999725888 -0.9999999999826735 0.9999999999993299; -0.9999999999577168 0.9999999999998983 -0.9999999999990535; -0.9999999999961823 -0.9999999999861953 -1.0; 0.18236095302954627 1.0 0.035771741938496235; 0.9999999999850347 0.9999999999978261 -0.9999999999982562; 0.05743552902911029 -0.0534824005326046 -0.9999999999999021; -0.9992564743107695 0.9836916452055403 0.015803250628461742; -0.9999999999995548 -0.20076656827511538 -0.02876624814341012; -0.9999999999977384 0.999999999833739 0.999999999999109]
121,3361,300,0.42225339434648196,[-0.9999988807388892 -0.9772562609264253 -0.9999999561510997; -0.9999999473731507 0.9999998205947648 0.44473282584220275; 0.5044398461596447 -0.9999961417492356 -0.9999999987116666; 0.1495387291042769 -0.9999999901739897 0.9999984294079399; -0.07076536523496052 -0.022998366625944296 -0.0657705099328821; -0.9999996768319975 0.6164273975091499 -0.9999999670413107; 0.3430061729528081 0.9999999994800544 1.0; 0.999999990478833 -0.9999996808887488 0.1345741333536721; 0.9999996948005533 0.9999999911709719 0.09833559385599053; -0.9999960570876255 -0.9999998683574258 0.42957183214832906; -0.9999980655793954 0.09637594679444055 0.9999986732953141; -0.06663845288317478 -0.02598968663069399 -0.05955248262221053; 0.9999999982539995 0.1442064945824531 -0.9999745737489754; -0.06949331855328435 -0.022693169938128158 -0.06262991665565695; 0.19126978839064837 0.9999991438747778 -0.9999999621237965; 0.9999994729821715 -0.04351470275578385 0.9999999809810396]
122,2753,300,0.4220742986738253,[0.9999999999915147 0.9999999999458496 -0.9999999999733956; -0.9999999998896227 -0.9999999999997363 0.9999999999986278; -0.9999999999994368 0.9999999999969935 -0.9999999998895639; 0.004325697977922025 0.0013777653102359261 0.9999999999589336; -0.9999999999978807 0.013674557424709272 0.003100874276044447; -0.9999999999714324 0.9999999999839659 0.9999999999975292; 0.016004467517055348 -0.9999999999805435 -0.0009922590530893852; 0.00465745152203878 -0.00466912580662652 -0.9999999999981642; 0.005007741198638312 0.9999999999999616 -0.007018439938813312; 0.9999999999303607 0.9999999999994416 0.9999999999818514; 0.9999999999985689 -0.9999999999987769 0.9999999999843244; -0.9999999999267223 -0.999999999998156 -0.999999999996746; 0.07771272694908431 0.0063532889457390525 -4.5880574087917275e-5; 0.9999999999891166 0.005419266737609863 0.003656208140418738; -0.8715305863813909 -0.02415992466723306 0.003685053698074041; 0.9999999999540663 -0.9999999999122504 -1.0]
