nPsoRun,n_iter,S,fgbest,optDes
451,9789,300,-30.216263696370618,[0.2402864669340082 -0.9999999999999958 -0.9739832932316078; 0.9999999999999993 -0.9999999999999953 -0.8158084753146073; 0.9403684671767757 -0.9999999999999987 0.9999999999999736; 1.0 1.0 0.9999999999999971; 0.9999999999991528 1.0 -0.972411884596326; -0.889364051387829 0.9999999999999997 -0.9999999999999963; 0.9998105498227221 0.26778397853521924 -0.9780646611454877; -0.9999999999999984 1.0 0.49994952063821313; -0.9724737762429173 0.2184593344494036 -0.9999999999999833; -0.9999999995715535 -0.9996748227044415 0.9999999999999994; 0.5183243649428094 -0.31943344051631317 -0.04980698874213528; -0.9999999999999799 0.813630512253319 1.0; 0.25076794985656364 0.989942457745768 0.8002500178553117; 0.9999999999999993 -0.2845622970107186 0.9999999987708884; -0.9709545807676984 -0.8598114159033933 0.4662874386744008; -0.9999999999999993 -0.9999999999999998 -0.9999999999999984]
452,8308,300,-32.5029163887517,[-0.9818516390666634 0.391699497205967 -0.7835419578679237; -0.9887838520816601 -0.9998862641745436 0.9999999999999998; -0.9999999999999958 -0.9999999999999918 -0.9999999999999759; 0.30263071604286107 0.9999999999999999 -0.9999999999999984; 0.9998052852703274 -0.9999999999999996 0.47092301038886786; 0.9854268426977832 0.9999368346202301 -0.08583028014367104; -0.9999999999999981 -0.9981968125362586 0.5251398471928668; -0.9999999999999994 0.9999999287489598 0.9961923181289571; 0.9998295231676166 0.18758149172760594 -0.9623264007943256; -0.9999813574992086 1.0 -0.9999999999996659; -0.34972401539390624 0.9999502948143405 0.9999898906570196; -0.014321433164585543 -0.9999470591767743 -0.9177471945664615; 0.42959373470644835 0.004402233094078276 -0.1313172118023746; 0.9900494535903631 -0.4311692725370328 0.9999999999999999; 0.9999999999999994 -0.9982444713902255 -0.9999999999999837; 1.0 1.0 0.9999985306517808]
453,7012,300,-32.814116906630176,[-0.9999999999999994 -0.9999999999999997 -0.9994166459046274; 0.997205079417684 -1.0 0.9999181909655183; -0.9903502349565025 -0.9984090412403943 0.12302608859158043; 0.26121571874118715 0.9093791474577974 0.8346985675147076; -0.9791496971344065 -0.09268845469359253 0.9999999886896135; 0.009728807932121242 -0.9999999999999994 0.999999954252357; 0.9999931363163811 -0.13949444256295748 0.8480150666233981; -0.8873718345898544 0.029430477874542643 -0.9999971760405794; 0.3622394290425267 -0.9975808669547584 -0.9997596005121804; 0.9999999999999988 -0.9999999956285072 -0.9867912466203868; 0.9981632354969412 0.9999978299737727 -0.527146564498376; -0.9999971190599948 0.9588499521020112 -0.02088596795263423; -0.9999999999999931 0.9999999999999993 -0.9999999999999996; -0.9999999999999994 1.0 1.0; 0.9999996224516065 0.9721347360683363 -0.9999999999999994; 0.9999999999999998 0.9999999999999888 0.9999999999999982]
454,10000,300,-33.10096388911755,[0.99999999999987 -0.999999999999868 0.9999999962998425; 0.7243107527825143 -0.9806001262239399 0.2045220235370567; -0.9821881320366741 0.9999999999816942 -0.9999999999903169; 0.9999999997574435 0.9999999943869119 -0.3976482732914435; 0.9999999999915565 0.11167221562093074 -0.9996113420849273; -0.9999999999976077 -0.9999999999999326 0.6026403020479209; -0.9822574524434113 0.9999999999992232 0.9999999999999878; 0.9781684416293328 -0.9999999950519872 -0.9999999977040922; -0.1475585063354701 0.9377743459442583 -0.8007610499659782; 0.9981164568139937 0.9999999962619007 0.9999999981221104; -0.999999941492974 -0.30796591379431815 -0.9910220905812523; 0.9999999980185548 0.3370546648061841 0.9999997627016882; -0.9999999999952244 0.9999998194552707 0.4226928132060668; -0.5306522608204304 -0.999999999992054 -0.9999999997032925; -0.21667952178659508 -0.01809181115928955 0.5711706225252997; -0.5724819266495014 -0.999999998455483 0.9999999999643686]
455,8263,300,-32.5085267150866,[-0.9999648197502938 -0.7730360436569285 -0.0797806514388896; -0.9999352672331637 0.42321469540919904 -0.9998356586428728; 0.9999999999999998 0.5748165696880349 0.9999999999999968; 0.5089189693495025 0.999999839312919 0.9241693609618943; -0.9999999999999546 -1.0 -0.9999999999999981; -0.9999999999999997 -0.9999999999999998 0.9999999999999938; -0.9999999999999987 0.9999999999999941 -0.8441330419992773; -0.9993261790236972 0.35846976730289276 0.9995306461499469; 0.9957396639030233 -0.8448439895377633 -0.17224467601320445; 0.9999999999999999 -0.9999999999999946 -0.9999999999997449; 0.6355983232818625 0.9607862960386538 -0.7679280145859212; 0.10484488121273512 -0.9151994316421166 0.9950745668933051; -0.9999999999999785 0.999999999999999 1.0; 0.9999999999999966 0.9316598416527437 -0.9999999999999979; -0.26177476078463063 -0.9232603767016577 -0.9994695526831042; 1.0 -0.9999993489184119 0.9999999999999996]
456,10000,300,-31.93126919064519,[1.0 0.9999999998745084 0.999999999140958; -0.23202204273211102 0.8560744615414999 0.9779308897282061; 0.9999999999998457 -1.0 0.9999999999254463; 0.9842633980718483 0.9999999999581505 -0.3933679361437364; -0.8457431029795904 0.17758965997246737 -0.999999999986155; -0.9999999999998839 1.0 0.9999999999763727; -1.0 -0.9999503236523805 -0.18525290583163057; -0.25602704597948805 -1.0 0.9999999985020728; 0.9999999828110882 0.5474936087401036 -1.0; -0.9999769559404127 -0.7692503386245277 0.9999959448359113; -0.9965985173269437 -0.999999999995811 -0.9999999999803135; 1.0 -0.9999999994573517 -1.0; 0.6696490751380035 -0.8383552523435531 -0.6516837510032151; 1.0 -0.14248683032571366 0.971337462080241; -0.9490993420595608 0.9999999999999943 -0.999999999996874; -1.0 0.9999999997985775 -0.23084999943735007]
457,8671,300,-31.896877451125,[-0.8790142857348149 -0.7887848612953194 1.0; 0.2139794026384878 -0.9999986322895376 -0.9999997109156756; -0.999999999999999 0.8242503371575727 0.9863317181648626; 0.12381689900499084 0.9999999999999978 -0.9999999999999931; -0.9999999999999732 1.0 -0.09774638064066968; 0.9999999999999973 -0.9999999999999966 -0.9999999999999936; 0.9946415727264832 0.2625726203614733 -0.31742590604126397; -0.1645076860631243 -0.05332333040942061 -0.032263013931647225; -0.999999999999997 -0.9999999999999958 0.44111033025154267; 0.05776128376463547 0.9999999999999988 0.9999951188133377; 0.9489331274157428 -0.5702699394097581 0.9999999999999997; -0.9999999999999999 -0.9999991988465134 -0.999999999999987; 0.9999999999999999 -1.0 0.4446555536435146; 0.9999999999999996 0.9999999999999994 0.9999999999999963; -1.0 0.40930575825954113 -0.9999999999977515; 1.0 0.999999999999998 -0.7455423449699086]
458,9313,300,-32.41764190544332,[0.9999999999999984 0.9999999999999983 -0.9999999999999806; -0.9999999999999967 0.999999998874919 -1.0; 0.23698900990243554 0.9643592741582252 0.9616159903881774; 0.9999999993516856 -0.3445681551863711 -1.0; -0.0587026721081475 0.9708820999110487 -0.9863165484084654; 0.9999999999999991 -1.0 0.44834120021209095; -0.9998693354088278 0.9929792701306962 0.08080597692866105; -0.9999999999999899 0.9999999999999997 0.9999999999999978; 0.9999999999999942 0.9653565214177375 1.0; -0.9999999999999972 -0.46845557659013437 -0.9218476866899872; 0.9999710166056917 -0.9999999999999958 -0.9999999999999952; -0.7063573773364642 -0.9377375882707133 0.6927043124352955; 0.9999924977064697 -0.4169687682023357 0.9999999999999667; -0.9999999999999728 -0.9960175237048354 0.9999999999999923; 0.8862263081767697 0.8340508489715442 -0.09131581661393783; -0.9341333570707402 -0.9999999999999993 -0.9999999999999998]
459,6924,300,-31.29440857496915,[-1.0 0.2930402298712236 0.9999921396111382; -0.7090628375464654 1.0 1.0; -0.32100853419206177 -0.6829335903214033 -0.9696310765320627; 0.9999999999757372 0.9999999999969382 0.9999999999997905; -1.0 -1.0 -0.9999848854589772; -0.9999999999848649 -0.9999693281686115 0.4226574256166647; -0.3387133544704767 -0.999999999999803 0.9999999999971666; -0.9999999999417388 0.9999999999152199 -0.6263907281334256; -0.9999999995964851 0.4296817922556479 -0.9999999999948042; 0.9996746198968955 -1.0 0.9999999999997353; 0.9694594125726091 0.999999931597824 -1.0; 0.9293080356149549 -0.9997913802316972 -0.22047410696833653; 0.9999999999970166 0.9999977774319753 -0.5650012530958975; 0.11730298414931636 0.9970449043922341 0.07783611474779147; 0.9962817405734586 0.11391160505625349 0.9591076813111418; 0.9999999999995561 -0.9999999999917256 -1.0]
460,9530,300,-33.42640618083853,[0.9999999999999479 0.5538493027193298 -0.5308505605718566; 0.9999999999999968 -0.9999999999999982 -0.999999999999976; -0.9999999999999993 -0.9999999999999997 1.0; -0.9960099249490935 -0.9997605473844593 0.05162488455782695; 0.34782059475225896 -0.9596778268871001 -0.9999924152056024; 0.9999962337141062 0.9999999999999982 -1.0; 1.0 1.0 1.0; -0.9956807575912086 1.0 0.06345525804332507; 0.9999964442894036 -0.5223184099231564 0.9999997623044619; -0.9999999999999977 -0.9999999999999979 -1.0; -0.7512663942323606 0.05086577328701454 0.9973729419224348; -1.0 1.0 0.999934728737484; -0.08971774709573017 1.0 -0.9999948045402731; -0.9990969114414164 0.25847671269279504 -0.9036678113082991; 0.842947602032486 -0.9999999999999967 0.9999999735809358; 0.32467391201815693 0.9999901885551024 0.8521973920187429]
461,9428,300,-31.4401167865446,[0.30714331436337744 0.9588000365746904 0.8885275867269004; 0.396363523142103 -0.9999999974447322 0.9999999964179526; -0.9999999999999172 -0.999999999668623 -0.9999999999579915; 0.9999999999993523 -0.9999999978850574 -1.0; -0.9996139105336439 0.3241606068173102 -0.9999999727330043; -0.9999999999810525 0.9999999971659131 0.9647281320676657; -0.9589414617821066 0.08089155708946687 1.0; -0.04877950067248304 -0.31200448140382375 -0.05660677927198; 0.454567861366669 -0.9999971834801917 -1.0; -0.9999999999941618 -0.9999999999969176 0.9999999999534253; 1.0 -0.9999999997614589 0.9815368886954056; 0.9999999999999803 0.9999952918121106 -0.47263775864136776; -0.9999999982244647 0.9999999999994225 -0.6459329222174682; 0.9999999997392174 0.9999998582579345 0.9999999999999812; -0.9752461768255893 -0.8338373700667381 -0.04813296527015883; 0.3931222736347157 0.9999999999999342 -0.9999999999999459]
462,10000,300,-31.28385617337051,[-0.9999999999999937 0.9999999999999881 -0.999999999999567; 0.7128388957721231 0.9527588901925331 0.13442183972822705; 1.0 0.9999999999985619 -0.9999999999998339; -1.0 -0.9999999999999925 -0.9999999999999977; -0.5122372424365097 0.9999999999986966 0.9999849683848431; -0.20188289411197652 -0.9767847049862404 -0.9354545494614479; -0.20727259482409516 -0.9999412566304647 0.9989609286961445; -0.9963977300030674 -1.0 0.5934857899267321; -0.9947449980659665 0.421982377011554 -0.5632805998968713; 0.9433256639947207 -0.08330893964739268 0.9999998232913009; 0.9999999999999616 -0.9999999999999887 -0.986103969569464; 0.9693249473559693 0.10760220648466237 -0.9377351602222797; -0.3282804198736514 0.9999999999996462 -0.999999999999998; 0.9999999999999901 -0.9999999999999942 0.20887370150103496; -0.9999999999998898 0.3584105246295652 0.9999999999987872; 0.9999999999982175 0.9999218941859693 0.9999999999994273]
463,707,300,-31.31268758923705,[0.9648980566881092 -0.8667016078157552 -0.197860363722788; -0.9999862285812545 0.9999706675597841 -0.9998433097868904; -0.9997616937632984 0.9999944545894579 0.9791222389121014; 0.9999822669943683 0.8648414424820486 0.9999992428735658; 0.3747670454383211 -0.6990560031987556 0.9999992634397522; 0.9999365834033206 0.3235198492608527 -0.9991948468217002; -0.9966585935082908 -0.9999158021737473 -0.9999424554796559; 0.9995964457687384 -0.9996197005479915 -0.9999981066951531; -0.1465666617047547 0.9999634892904711 0.9999982430777066; -0.9990703809542889 -0.4842204181252576 0.9428472772863773; -0.9996926357618066 -0.9997335082957652 0.9999994119421521; 0.20638022606995823 0.9999991630814269 -0.9891571204015362; 0.999714752647839 0.9995793142683558 0.2487822286184089; -0.9997266179485133 -0.9999878230953464 -0.45353683239693643; -0.9995718657150041 0.4306561359978804 -0.6371399000910889; 0.9999990643115619 -0.9999738413334579 0.9998949129317366]
464,9521,300,-32.08300325832263,[0.9999999999999984 0.999999999999999 0.9999999999999999; -0.7957306869979496 -0.9999972988703515 0.6104954346371748; -0.9999999991336598 -0.9999999999999989 -0.9999999999999993; -0.999999999999998 -0.925873834899651 0.9999999999999933; 0.1057340556549913 0.9509435626534565 0.9628891317177622; 0.9999999999999947 -0.9999999999999999 0.9999999999999983; 0.9870011624815542 -0.49324427856714925 -0.9968248979606346; -0.9999117338315254 0.9999999999999997 -0.9999999999999993; 0.6850746424859264 -1.0 -0.9990419622336293; 0.5917946681410439 0.9999980353483076 -0.9999999999999999; 0.020234179225268097 0.38675965896200015 -0.3092358700731321; 0.9991308023365498 0.9899891957777391 -0.43197166921897234; -0.9993589579035601 -0.24958921605217027 -0.9991286749302365; -0.9901404170219326 0.9859794678952525 0.06847484599485117; -0.999999999999996 0.9999333614911813 0.9999999999999994; 0.8722095829347524 -0.53786284554286 0.8786784374291946]
465,8151,300,-32.774262007250606,[-0.9999818821955657 -0.9999999999999987 0.31220005455336663; -0.9999999999999973 0.5910780870382446 0.2513618298488706; 0.5383323893060542 -0.6868939574100833 0.9999999999999973; 0.9998212734855714 0.8550660070542577 0.1258478145039576; -0.19192837152943237 0.9999999999999901 -0.9999999999999901; -0.9996824362088704 -0.3896651532420698 -0.9999999999999885; 0.9999999999999319 -0.9999999999999979 -0.5446522312615676; -0.9999999999999997 0.9999999999999966 0.9999999815844388; -0.9999999999999998 0.9999999999999999 -0.9999999999999917; -0.9999999999999991 -0.9401280936902668 1.0; -0.9999999999999964 -0.9999999999999983 -0.9999989602376148; 0.9992181526991348 -0.5370540839027689 -0.9999999999999989; 0.9999999999999968 0.979192318199097 -0.9999999999999951; -0.24281303223706072 0.9825590370855167 0.9999999999999998; 0.9999999999999969 0.9999999999999967 0.9999999999999913; 0.9999999999999994 -0.9999999999999998 0.9999999999999968]
466,9258,300,-32.94148729547773,[-1.0 -0.9999999999999971 -0.9999999999999998; -0.9999999999999991 0.9999999999999994 -0.9999999999999863; -0.9938996983571767 0.21050400618872123 -0.9928933580529901; -0.9938593419604335 -0.8915997197691995 0.30165325635036344; -0.9999999999999993 0.4196976301677286 0.9999999999999982; 0.23599399407004473 -0.9511292204896942 -0.980463499795875; 0.9999999998091953 -0.9999999999999981 0.5106933172397092; 0.2809676778396192 0.9999999999999916 -0.9999999999999966; -0.9999999999999984 -0.9999999999999992 0.9999999999999988; 0.9906246358952219 0.32197714961031987 -0.9981118226835495; 0.44962477410048896 -0.9011351730162832 0.9999999999999984; 0.9999999999999999 -0.9999915906469595 -0.9999999999999987; 0.9999999999999986 0.9959716314748235 0.5118125896951354; 0.9999991417042577 0.9999992218704509 1.0; 0.16552113185985765 -0.1663360973912929 -0.03269919594432335; -0.7430892101629829 0.9999999999999994 0.592199261506548]
467,8302,300,-31.19883006391836,[0.9994963803498588 -0.031844127316110755 -0.9327068358645012; -0.38390869790112647 0.9999999999999999 -0.9947252477674239; 0.9984415098413507 0.2974027007012828 0.8396472221640666; 0.9999999999999977 0.998984433568518 0.194006628629649; 0.9999999999999823 0.9999999999999996 -0.9999999999999999; -0.5354504859200433 -0.9224942061437236 0.9999999999999998; -0.9999999999999992 0.9999999999999983 0.9872033740159811; 0.0963937156385242 -0.8987057717341547 -0.31210393655267854; -0.9999999999999999 -0.999999999999997 -0.9999999999999994; -1.0 0.8516864634323021 -0.33775553309532697; 0.9999999999999984 -0.9999999287676461 0.9999999999999999; -0.2847708986385622 0.99727705344975 0.9999999999999998; 0.9999997040853968 -0.9999999630855851 0.39592915510333154; -0.9999999999999974 -0.9972605074935699 0.4145850641267014; 1.0 -0.9999999999999976 -1.0; -0.7494515913536034 -0.7087503437837405 -0.9998885296096943]
468,10000,300,-32.75380795816781,[-0.43342296589297546 1.0 -0.9999999999999991; 0.9999999999999963 0.9999999999999993 0.36252366766282657; -0.9999999999999769 -0.9999999999997768 -0.00023294251115299743; -0.7117131571768008 -0.19958943061099843 0.8940727315604609; -0.9999999999999998 0.5393522448065454 -0.9999999999999983; 0.9999999999999152 0.5536645004185992 0.999999999999999; -0.9999999999998556 0.9999999999999909 0.9988372948652073; 0.9999999999999926 -0.9999999999999899 -0.01841068447920883; -0.5463341115871305 0.9999999999959195 0.9999999999999971; 0.08753611431343801 -0.04174616433381178 -0.1028892702192853; 0.17947161513274018 -0.9999999999999788 -0.9999998138322232; 0.9873575134225271 1.0 -0.9999999999939034; 0.9999999999998108 0.22150408741994002 -0.9999999999999725; -0.9366190669461826 -0.9999999999999333 -0.9999999999999966; 0.999999999999999 -0.9751605181031282 0.9999704839551674; -0.2223609643790941 -1.0 0.9999999999999978]
469,7876,300,-32.81830436669536,[0.9964822182878041 -0.9999999999999972 -0.9999999999999378; -0.9997651488191714 -0.9744783776037245 -0.9999999999999992; 0.9999999999999638 0.9999999999999708 -0.07478329333338116; -0.9955097130479087 -0.9995195276492934 -0.5052975259403104; 0.9941207512708777 0.2835649765176413 0.9999999999999997; 0.04064309794142846 0.9968067652695037 1.0; -0.9999999999999997 0.9464615114544462 -0.4700373993984346; -0.4281098507341 -0.9999999999999983 0.8551175911099532; -1.0 -0.29200166370920116 0.9996641020410952; -0.05047807816954851 -0.077695293900921 0.038376504812200965; 0.9989073656755589 -0.9999999999999982 0.1235805794730668; 0.9999999999999993 0.999999999999999 -0.9999999999999996; -0.41290329797936204 1.0 -0.9999999999999873; 0.9999999999999984 -0.977411849804825 1.0; -0.9794384800522917 0.9999999999999999 0.9999999999999992; 0.9371936963019558 -0.13586260069132847 -0.8964247232537278]
470,8906,300,-31.443768001814423,[-1.0 -0.9902983442816474 1.0; -1.0 0.999999999999999 0.9999999999999958; 0.9999999999999997 0.999999999999996 0.9999999999999998; 0.22728086386435986 -0.9999999999999999 -0.984527167619581; 0.9401360411127916 0.9999999999999999 -0.4903484920866294; -0.10197470744203802 -0.9951784271091233 0.9999999999999997; 0.9999999999999986 -1.0 0.9999999999999915; -0.9999460381453894 0.9999834312194253 -0.30582324193234495; -0.999999999999999 -0.8775164344005487 0.18972122543352563; -0.2936366576682514 0.994046700326435 0.9999999999999999; 1.0 0.41684582299966794 -1.0; -0.8424681610847367 0.023326490701098018 -0.9891966375582626; 1.0 -0.9999999999999929 -0.8760522767185835; -0.9999999999999986 -1.0 -0.9999999999999932; 0.9999560767688368 0.0922250409843748 0.8658341693722875; -0.9999999999999986 0.9999999999999986 -0.9999999999999977]
471,3049,300,-32.75510992382963,[-0.9999975908216977 -0.9965439929795658 -0.9999999421607555; -0.999999333372862 -0.999999934171999 -0.44133101041940925; -0.4870411247383817 0.9995672741825006 -0.9999999935902907; 0.9984663559692827 0.9999999940316971 -0.9999999974231726; -0.999998166462022 -0.9999998733820168 0.9999999727765447; 0.05107554864533954 -0.16484512182215894 -0.08699561248466592; 0.9999999910521578 0.9977981536210195 0.9999999999740612; -0.12761288241912502 0.9380238695134255 0.9892426124377711; 0.8674943977053107 -1.0 0.5749991381476606; -0.9999998041437436 0.9428307139045703 -0.6091329271691405; 0.9999999945059932 -0.9999999763537606 -0.9999999205121624; -0.9999999873300931 -0.3322077302118074 0.9999773660397092; -0.9999999905342989 0.9999999934557978 0.9483680557445217; 0.999645557547393 -0.33006534290824097 -0.9999999987262637; 0.9540592417975934 0.7059324132663601 -0.13305808089677532; 0.9999999915568893 -0.4958067555426577 0.9999999425578817]
472,10000,300,-30.20343135083529,[-0.3142677869827981 -0.6111374435074507 -0.9903983574425947; -0.9999999999154021 0.2984303801082375 0.9999999999999265; 1.0 -0.9999999998840116 0.9999999989207391; -0.9999999999786648 0.9985462413957346 -0.9999999999999662; -0.9999999999937368 0.9999482507097703 -0.1278858672092233; 0.9999999999993008 0.1963898694516316 0.9098915621962022; -0.11609254760487915 -0.07649859318939511 -0.027538261372520117; 0.999999999999923 -0.534503732941778 -1.0; 0.9977226454801923 -1.0 -0.15222124219373007; -0.2937975929224607 0.9999999999997861 1.0; -0.6130024557037017 -0.9764681502083851 0.9999999991829953; 0.9623172663426601 0.9999999999999994 0.9556402424190455; -0.9999999999999613 -0.9999999999999964 -1.0; -0.9999999999999937 -0.969935830819204 0.12621894672929337; 0.9999999999985765 0.6224553905373559 -0.9982849640566032; 0.3159862896552612 1.0 -0.9046267024248354]
473,6477,300,-31.163730736748835,[-0.9999999999999989 -0.9862809903282694 0.9999999999999979; 0.9999999995276697 -0.46209025370582313 0.9999999999999932; 0.9991433919203374 -0.9999999999999997 0.999901100688074; 0.38675737387468523 0.9449034019437068 -0.999993750807281; -0.9997782571693614 0.31648819698557945 -0.9999009964592942; -0.9998975448744334 -0.9999999999999977 -0.9999999999999997; -0.9999999999999998 0.9999898800333475 0.9996258309872615; 0.9987297353166061 0.5931013298578126 0.3312998924953152; 0.9999999816266356 -0.9767602467598662 -0.4339487777405223; -0.9960155735736056 -0.9999999999999948 -0.2788755857664731; 0.9999999999998822 0.9999999999997066 -0.9999999999999994; -0.9999996836676487 1.0 -0.9052525826348674; -0.5429050373558639 -0.5998748751112256 0.9558857879533788; -0.4485053753859012 0.9999999999999999 0.9995947581637445; 1.0 0.999999999999992 0.9999999999999999; 0.9999999203719029 -0.9939441582010299 -0.9999999999999996]
474,7288,300,-31.473895335900092,[-0.9999999999538136 -0.9999999999960424 0.9999999927379801; -0.5820639161356116 0.9999984133958936 0.6362422552681422; -0.9980217337060857 0.14833490576296438 -0.9999015969313104; -0.9999999998501482 0.9999999940272646 -0.999999980722747; 0.999999995288895 -0.99999999654696 0.9999999999323169; -0.9999999998974045 -0.999999992541763 -0.9999999815852728; 0.5948976911867919 0.9999999997890778 -0.9999999996092144; -0.6818259346335603 -0.9999974544533415 0.3562436879612303; 0.9920523083388298 0.8948330760813262 0.9999999981164834; 0.9999999492434855 0.9999971755040497 0.2920784202928377; -0.999998037926881 -0.10384218129183016 0.9999999999999174; 0.2734086310865007 -0.99998476625391 -0.9999999999993353; -1.0 0.9999999999995693 0.9999999999998058; 0.9977698908022703 0.22457363361257346 -0.9999999999999989; 0.4195702688994902 -0.5608235421910996 0.9987604912552124; 0.999999999903509 -0.9999999997145537 -0.10588047877608617]
475,10000,300,-31.80937929240607,[0.9999999999999989 -0.999999999999995 0.9999999999999624; -0.380720239227557 -0.9999999999999825 0.999998376759331; 0.435728743485756 0.24849550417833685 -0.99999999999944; -0.9999943546979527 0.9999999999998652 -0.9999999999953746; 0.9989090273624028 0.172029466956523 0.9994826219011617; -0.9999999999995414 -0.346438786824756 1.0; 0.8608314093155209 -0.9998112872511488 -0.30554667887679204; -0.8227599480099234 0.9996584317012226 -0.2835046626793053; 0.9999999999995934 -0.9999999999999296 -0.9999999999993914; 0.9997589799066489 0.9997598113217026 -0.9999999999999896; -0.9999999999999947 -0.9999999999998584 -0.9999122345247726; 0.9999999999999778 0.9999999999999998 -0.3977154368714384; -0.36968846647506953 -0.9999540754055136 -0.9999999999999951; -0.9999999857941184 -0.18220627408687076 -0.9999999999998047; 0.10105323241514337 0.9999232641434763 0.9999999999998682; -0.9999999999999962 1.0 0.9999999999999845]
476,10000,300,-32.94927638873778,[-0.9999999999999997 -0.9999999999999628 0.9999999999999244; 0.9999999999999977 0.9462844079074982 0.9999999999999676; 0.9999999999999969 -0.9844677548675739 0.2341784908925026; 0.0701685211126758 -0.9082974124963539 -0.9831587769703405; 0.8165862285352585 0.44944857814841627 -0.9872318010839314; 0.9970676436736519 0.9999999999998288 0.3739809237161623; 0.9999999999999972 0.9999999999999939 -0.9999999999999503; 0.9999999999999694 -0.9999999999999835 -0.9999999999999419; -0.9999999999999744 0.9999999999999876 0.9999999999997872; -0.9999999999999997 0.7265139563404289 -0.9999999999999916; -0.8986821198307556 0.9999999999999797 -0.46263810258033994; -0.8843832517443169 0.42949809885716417 0.9861313600777677; -0.9999993282249514 -0.7133943011264711 -0.33098764988600443; -0.21885683747347426 -0.9999998479044084 0.9999999999999982; 0.9999999999999976 -0.965245116046504 0.9999999999996825; -0.9999999999999939 -0.9999999999999942 -0.9999999999999849]
477,10000,300,-30.56493397141743,[0.9999999999996545 0.786890480736778 0.08100088773819042; 1.0 0.7873611953582712 0.9999999999999966; -0.9999999999999797 -0.9975416727532467 0.9999999999995344; -0.9670760078037748 -0.08710417785151983 1.0; 0.25854311346445874 -0.9920320159461787 0.9999999999995558; -0.8760912435452615 -0.5946484039563529 -0.9999999999999984; -0.9999999999998117 -1.0 -0.6978257054189533; 0.9999999999999999 0.9842621977125052 -0.9999999999969743; -0.9908033175971792 0.49844432878815664 -0.484722388048768; 0.9999999999998648 -0.9999994345778715 0.9999999999999967; 0.9197308221988314 -0.9999999999999989 -0.43927103651248556; -0.9999999999999959 0.9999999999999855 -0.8526235423178876; 0.10966068402491809 0.9774808319434649 -0.9999967524119543; 0.07877262444443951 1.0 0.9999999999999909; -0.9999999999999991 0.9859440912306029 0.9999999999999774; 0.9999999999999976 -0.9978102933457468 -0.9999999999999882]
478,1174,300,-31.31715136919739,[-0.3213110892282615 -0.9993701734826121 -0.9569611636612266; 0.9425850295157496 0.0023542397853581537 0.9733834865013294; -0.9996728421456929 0.9970140044919309 0.9999995964676069; -0.9999999475831272 -0.9415063126802437 0.9999999300061516; 0.9999987683149136 0.9702896947380245 -0.99998597119994; 0.9999994070479117 -0.9999944369917807 1.0; -0.9962123465007736 0.961817034905477 0.3838461970550668; -0.999994715889352 -1.0 -1.0; 0.9999922650542014 -0.9999965790730234 -0.2459238653526717; -0.061063376782329336 0.979819229792698 -0.9999942531830291; 0.9999998781640083 0.9984353873450098 -0.06348077109664123; -0.4897528146866034 -0.9255794703050703 0.9065824523126244; 0.9999999884244279 -0.9988940592161413 -0.9999916314804866; 0.9940013451975768 0.9999987213712563 1.0; -0.9999849949185152 0.9999995768313726 -0.9999875641006375; -0.8867911920000149 -0.08146659135312999 -0.7939610258705554]
479,9626,300,-31.975369176999763,[0.9999999999999999 0.9999999999999742 -0.9999999999998979; -0.14491051490385126 -0.9999975714570493 -0.9998550598015777; 0.994627284969797 -0.9999999999999994 0.9999999999999992; -0.949573256821122 0.36753528724428797 0.998650915030722; -0.9945769739541157 -1.0 0.9999999999999981; -0.9999999999999998 0.9999999999999983 0.9950993701670974; 0.9999993232085079 0.3571527221906308 -0.7992447736026533; -0.9992254429829356 -0.9991839516827432 0.35591241876588475; 0.999999999999997 0.9999999999999994 0.9999999999999964; -0.4105859692726175 0.9999958316737748 -0.999317805360972; 0.11269970522981745 0.9999999999999968 0.5339247897290778; -1.0 -0.8761446307139855 -0.9999999999999988; 0.9999692632332787 -0.9182089783057626 0.3461538691724034; -1.0 0.9708628103476923 -0.9936335310668274; 0.9256250753043661 0.4738827624654304 0.9999999999862043; 0.9999999999999978 -0.999999999999995 -0.9999999999999984]
480,9307,300,-31.37054731231579,[-0.9319984829358579 0.9999999998853282 0.9999999999998987; 0.9999859400804577 0.014023697322907463 -0.9975659249141088; 0.9999999999958653 0.10838141573745308 0.9999999923638084; 0.9999999999878035 0.9999999999999984 -0.999999999994641; 0.9999999999998865 -0.9999999999993011 -0.9108116334449046; -0.44103972914591977 -0.9999964236192957 -0.9999999993368396; -0.9997629597619823 0.545511423501605 -0.981889301670747; -0.01057922803096452 0.48985811526008155 -0.8897984413907682; -0.015203063230746576 -0.9365462910213443 0.9996689989178684; 0.8126631877733655 0.9966537777329706 0.14955016599335058; 0.886593529625577 -0.9749005082920028 0.16753168028371426; -0.9999607287181393 -0.9999999945544431 -0.415444975191582; 0.9999517953179552 0.9999999968598884 0.9999999999597088; -0.9999999999998836 0.9999999999999846 -0.9997078798487049; -0.9938342157622342 -0.9999999999985163 0.9999999986774977; -0.9935312797527898 0.4120086117803835 0.9705223539716452]
