nPsoRun,n_iter,S,fgbest,optDes
97,7161,300,-30.111448909075236,[-0.9998079850060637 0.07450819557446216 -0.9999862601636196; -0.05853054593378631 -0.9999952268024643 0.9999584370169788; 0.9999999999999999 -0.9999999999999386 0.9999999999999376; -0.9999999999999918 0.9999999999999999 0.9999999999999889; -0.5419775636434196 0.9999997966757405 0.8037965960321751; -1.0 -0.9988917344073277 1.0; 0.7252202304379806 -0.9999999999992099 -1.0; 0.687315201018287 -0.049249849047866535 0.9998779073365062; 0.9954129080978498 0.9980939092397105 0.1392016913061333; -0.999999997641294 -0.999240058348439 0.27947751286681805; 0.9949383202856404 -0.8282218751486979 -0.029561504824727074; 0.36217759287847734 1.0 -0.9989834595779745; -0.9999999999999996 -0.9999999999971095 -0.9999999999999726; 0.9999999999995721 -0.019451220713851074 -0.9999999999926596; -0.9999999999991291 0.9999999999999929 -0.999999999994376; 0.9999999999035685 0.9999999999904272 0.9999999999999946]
98,8893,300,-31.543491033037018,[0.7028055771923839 0.9999999999975586 -0.6288446155091127; -0.6783026790460833 -0.7441243703831223 0.999999999999893; -0.42556692836996646 0.9999999999999976 0.9900971879789415; 0.9999999999999996 -0.974357129544477 -0.9999999999999964; -0.999999999999997 0.9999999994908443 0.9999999999998503; 0.7607925750183782 -0.999999999999967 0.9999999999999997; 0.9999999999999991 0.999999999999998 0.999999999999993; -0.09095182687239335 -0.3773012422889152 -0.020054356854360855; -1.0 -1.0 -0.989793391065523; -1.0 -0.9999568495194796 0.46933146002234366; 0.9999999999999899 0.8990843803887933 -1.0; 0.9999999999999953 -0.9999999999999984 0.40981206361428696; 0.26914854787794434 -0.9951192604508047 -0.9999959654019429; -0.9999999999999996 0.9999999999999992 -0.9999999999999598; 0.9260617311006062 0.3053181324348122 0.7702388563518713; -0.9999999837602388 0.3258404707000979 -0.9852977997292324]
99,8085,300,-31.542333064771483,[-0.9660958948758434 -0.31600163896921707 -0.9956619246952604; 0.9985225925025712 -0.6544584908321153 -0.7162035146924883; -0.9999999999999977 -0.9999999999999981 0.9630361053478769; -0.982737589117196 0.9999999999999979 0.9999999999999989; -0.9362021941980779 0.9300120516330108 0.03417352951232764; 0.379121136806092 0.9986420241023093 -0.9060082214318443; -1.0 0.9999999999999992 -0.9999999999999823; -0.9999683535507782 0.07917711232687083 0.9999999999999999; -0.9999955253895295 -0.9999999999999994 -0.8004183627488082; 0.1897759520259387 -0.999925382969858 0.9991956571354095; 1.0 0.9999999999999901 0.9949940619174826; 0.5468280432256882 -1.0 -0.999999999999994; 0.9998842991480115 0.3725939367519421 0.9995313770053644; -0.3405199900630269 -0.26773364085052254 -0.15663212300038554; 0.9999999999999984 0.9999999999999996 -0.9999999999999922; 0.9999999999999986 -0.9999999999999999 0.9999999999999976]
100,4478,300,-32.48267278157519,[-0.1819568349575254 0.9693480012286527 -0.8431152911183563; -0.2381937057197473 -0.8692035031175349 0.929905990838168; -0.9999968215563554 0.9999999999999993 0.36225874772604555; 0.9870396473330755 0.597196327131533 0.9999925774381604; -0.9984002046121228 -0.9991555039676454 -0.2275004841555491; 0.9999999999999991 -0.9999999999999855 -0.9999999999999988; 0.9999999999999494 0.9999999999999983 0.9768610918235793; -0.9999999999999999 0.9918787211428388 -0.9999999999999987; 0.9999999999999886 -0.9999999999999998 0.999999999999981; 0.9999999999999958 0.999999999999998 -0.9999999999999939; -1.0 -0.2865790155619456 -0.9992736501136447; 0.9937522382645516 0.21218094160759282 -0.9067557345459941; 0.9999141629287148 -0.892526873085602 0.1397563154662255; 0.26850944519760317 -0.9874066496167039 -0.9964634677550556; -0.9423761372264156 0.4289501624289282 1.0; -0.9999999999999951 -1.0 0.9720620126384714]
101,10000,300,-32.804124361829835,[0.999975650905463 -0.47979302234764304 0.9997553649205749; -0.8758332141928481 0.8377129986456814 0.5878816958893281; -0.9999999999999155 0.9999999999999953 1.0; -0.999999999999862 -0.9975974157747652 0.518566805966532; 0.9999999997827671 0.9999999999999899 0.9999999999999956; 0.9999999999999626 0.9999999999636314 -0.9999999999999964; -0.9999999999999191 -0.9999999999999974 -0.9999999999998243; -0.04085860347910597 -0.9018240009612141 -0.9999682750147311; -0.9959176239436145 -0.9973983103570455 0.9999999999999858; 0.02109762478130879 0.7984646884300145 -0.9999999404769894; 0.9999999999997041 -0.9999999999999898 0.4911468434943778; -0.9999999999988749 0.9999999999999819 -0.9960999885556131; 0.999999999999974 -0.999999999999999 -0.9988851338217413; 0.9997383048927406 -0.07309247744018141 -0.876689875516664; -0.9999999999999982 0.4123011490679872 -0.9999999998790425; 0.9753044429352363 0.9839697220354436 0.33119504682677253]
102,6533,300,-31.856414028705238,[-0.9999999999999964 0.9984404875084439 0.9999999999999983; -0.9999831846969531 -0.8876101012831143 0.3199782301364776; -0.04112269936114404 -0.9999969608071564 -0.9999962115152251; 0.9999947565567081 0.9999999999999993 0.33806313972163465; 0.2924175331252173 -0.9999999998850891 0.7527833986811131; -0.7676885628717747 0.9999999999999959 -0.9999999999999967; -0.9940826061587688 -0.9999999999999933 -0.9999999999999991; -1.0 -0.9999999999999868 0.9999999999999989; -0.9910883924473104 0.2636392769554841 -0.9842605483315137; 0.9999999801949339 0.08071414510407379 -0.998303316398338; -0.9999999999999998 0.9999999999999996 0.5892533165882947; 0.9999999999999982 -0.9999999999999999 0.9945379633242096; -0.18759668579532496 0.32319589315989083 0.7388331235974747; 0.987261689868253 0.9988756725428964 -0.9999999999999951; 0.9999999999999994 -0.9875654114877306 -0.20768464295104877; 0.9999999999999992 0.398958416832756 0.9999999999999994]
103,9322,300,-30.47302246447352,[1.0 -0.9999999999999994 0.24838651383119303; 0.19025106001884373 -0.9709365329961984 -0.8108866234783336; -0.9999999999999956 -0.9999999999999953 0.9999999999999979; 0.9999999999999997 -0.07659134299263237 0.9999999999999838; 0.6550489024858651 -0.9999999999999986 0.9999999999999963; -0.10954847504718804 0.9999999999999979 -0.9999999999999981; -0.7984988697543652 0.678984394678745 0.9999999999999902; -0.970130210932876 -0.6670994988952632 0.42500045967976197; 0.9999999999999989 0.9999999999999993 0.9999518006041094; 0.9999999999999992 0.9999999999999999 -0.9932727879513844; -0.9020146397823751 0.9909998423472908 -0.240185897684534; -0.999999999999999 0.9999999999999989 0.9999999999999999; -0.9999999999999987 -0.21305138779162924 -0.9999999999999962; 0.36511433089568535 0.837241057634775 0.7496411306852544; -0.9999999999990472 -1.0 -0.9999999999999977; 0.9999999999999475 -0.09403141155058735 -0.9999999999999984]
104,7099,300,-29.66228005236549,[-0.9999999999999991 -1.0 0.9999999999999989; 0.9993981575336923 0.3066064188717524 -0.9029752516369136; 0.9999999999999988 -0.9999999999999992 -0.9785491911501774; 0.9999999999999999 0.9987334443359515 0.9999999999999999; -0.9999999999999881 -0.9512587952423879 -0.01710786655891341; 0.14778219857483585 -0.9999807970362864 -0.9999999999999998; -0.5439449659236113 -0.11959293897537424 0.886801457570918; 0.9999999999999971 1.0 -0.9999999999999767; 1.0 -0.8384117030600252 0.8513483421921192; -0.854602342898116 0.9965116353003741 -0.4392090958805576; 0.34243986108045227 -0.9999999999999957 0.9999999999999978; -0.9999999999999994 -0.9391282713888429 -1.0; -0.9999999999999998 0.9999999999999993 0.999999999999998; 0.8539553194089259 0.9999999999976291 0.2941944789899211; -0.9999999999999785 0.9695315560656127 -0.9999999999999911; -0.2692635462138619 0.9394088778906274 1.0]
105,10000,300,-33.02834560200563,[-0.11485398026160751 0.9999999992577996 -0.990110396887082; 0.9999999999682259 0.9999999999992616 -0.9999999999999939; -0.9999999357626915 0.7479735722385139 0.9999999999495839; 0.9999999999999878 0.5674868518182684 0.999999999999767; 0.9999999999999324 -0.9999999999988878 0.3312397971268702; 0.9021215280200421 0.14167866952519034 -0.8107720648435321; -0.9999999999999991 1.0 -0.9999999999999989; -0.9939478137256416 -0.9885656001035646 0.2149609739454635; -0.28938808057328724 -0.05476679473300108 0.25013301769715535; -0.9999999999999991 -1.0 0.9999999999999999; -0.9999999999418574 -0.3027954005702989 -0.9999999997773585; 0.9999999999999933 -0.9999999999999996 -1.0; -0.9999826978284735 0.9999962077037802 0.43835617663334203; 0.8844021858111402 0.9999999999881779 0.9569236802914066; 0.3230558291344663 -0.999999245150806 1.0; -0.11928163021966051 -0.9999999999674541 -0.9999999181002949]
106,10000,300,-30.42128500834362,[-0.34028082232495327 1.0 -0.9905352722349597; 0.16371188182102817 -0.6941708788716603 0.9018852284662892; 0.9999999999998247 -0.9999999999994797 -0.9999999999993905; -0.9999999999999176 -0.32046439924246517 0.99999999999999; -0.3716853601315815 -0.9999999999993175 -0.9999999999999992; -0.9999999999999784 -0.9999999999999997 0.9641103940942004; 1.0 -0.9999999999997775 0.9999999999999982; -0.9999999999993885 0.9999999999999949 1.0; -0.999999120303513 0.899291343171762 0.3700506826792144; -0.9999999999999983 0.9982792648691041 -0.9999999999995024; 0.9999999989990611 1.0 0.9999965979649701; 1.0 0.9999999999999811 -0.9402611594546663; 0.9999999999999436 0.33261885498091165 0.9999999527356658; 0.999999999999907 -0.8946774421472885 0.14283982666639575; 1.0 0.1908634793723348 -0.9771496029856592; -1.0 -0.9995553727608913 -0.9983457262891708]
107,5567,300,-30.721143407707434,[-0.9977783774968677 -0.25634708558486274 0.9762590111488818; -0.9999999520979267 -0.999999999384576 0.9999999876605103; 0.30408555090491396 -0.9997310863490879 0.9999693962085239; -0.3355561547584039 -0.9999504754017097 -0.9364342979785263; 0.9999999999711632 -0.9999999999907396 -0.9886594652871981; -0.4713245945790894 -0.13069076689935535 0.058885387885336; -0.9999999998805734 -0.9999998703547682 -0.9999999780553285; 0.9999999734725173 0.9987123721879295 0.9999999896451328; -0.9999999999707245 0.9999999776364842 -0.3978312717409168; 0.6617156304998442 0.9999999993808832 -0.9999999956923572; 0.9999992142281574 0.9903539941642956 -0.2946495841077745; 0.22997585454830555 0.9271341352459131 0.9256636190833863; -0.99999992945058 0.9999965827352545 -0.9999999999926052; -0.999999982922017 0.9999999997856045 1.0; 0.9999999988224069 -0.9448069591439413 0.9982075980889864; 0.8209617966948654 -0.4021396205115139 -0.999910007631967]
108,4586,300,-33.9938628610461,[-0.9999999002151362 0.9054143095688387 0.448655833297979; 0.999626217743616 -0.857020678831809 -0.9999999990440176; -0.21555501151842144 -0.35625921896060686 0.08182530533781773; 0.9999999999950434 0.9999999994597809 0.9983599052832669; -0.035988899399448854 0.9999999741789832 -0.9999999972730074; -0.9999999987956147 -0.617074823314325 0.9976254809915366; -0.9448239871153783 0.9999999999974093 -0.9999999962934389; 0.9999999565874792 -0.9999999790899492 0.1345621759236336; 0.9999999998668756 0.20592970415888007 -0.9999999999989885; -0.612164400757895 -0.9999999999973402 0.9981748829237128; -0.49813280361587153 -0.9999999999868017 -0.9999999998907789; 0.999999880911743 -0.9999997020001729 0.9999999999999061; -0.9999999999999438 -0.5032848271575784 -0.99999999955265; 0.9999999999949738 0.9999999994267124 0.17834199268970635; -0.7762320362201706 0.9999999999987046 0.9999999998675413; 0.47327834185952783 0.058982413230384806 0.9999999971917367]
109,5501,300,-29.964014504443035,[-0.9999999999999992 0.9999999999999973 0.9999999999998609; -0.07597340295737341 0.8957407653554292 0.9986628510187165; 0.9999836684476973 0.9999999999999988 -0.9999999999999889; -0.9999996557025804 0.3170854873140584 -0.9998351475737486; 0.03574544127007911 -0.540671512904075 -0.5973206300155842; -0.9895838897785959 -1.0 0.9999999999999939; -0.9997857780808339 0.9999999999999989 -0.9999423574198975; 0.9999999388957892 -0.9999991970212677 0.9999999999999954; -0.999999999999926 -0.9999999999999998 -0.9999999999999947; -0.9999999999999992 0.03434106487920418 0.9902575143926767; 0.9999999999999862 -0.9999999999999999 -1.0; 0.9999999999999882 0.9523329380805583 0.9999999999999939; 0.9806337608556387 0.99999999153666 0.0897798016272457; 0.999999606247614 -0.999999999999965 0.3006083436476508; 0.9948843144609394 -0.03772969681249838 -0.999999999999956; -0.9911573957430908 -0.9992510575817176 -0.12184647977362172]
110,3722,300,-31.59971087885036,[0.9363028008294675 0.13309149071036938 -0.9291300558120655; -0.42819992317967465 -0.9750823477572406 0.9999999333864854; -0.9957384716367934 -0.5098387632712662 -0.9999999362066087; -0.22196422439539404 0.999999855460696 0.9999640407263741; 0.038759544708248855 0.020830983188771322 -0.2810294920966256; 0.999999999282504 -0.9999996492924071 0.9999999999204213; -0.9999997161890091 -0.999997165341887 -0.9999883174752701; -0.9999999845953846 0.9678372821021564 -0.26212394852287385; 0.9999866037174989 -0.9999999931088 -0.999999959100237; -0.6697109102309241 0.9999992807564848 -0.9999999517944078; 0.9599145591943872 0.9999999999986628 0.18799497992717512; 0.9999999778497698 0.3057906082575845 0.999563555995308; -0.9999999480724169 0.9994992995102778 0.99999979632287; 0.9999994278482334 0.9999998361995476 -0.9986306669218908; -0.9999995233892611 -0.871326298879374 0.8374000218873607; 0.9093869794702302 -0.9963164237865302 -0.00603507838223804]
111,10000,300,-31.808738201256254,[0.9991100191728899 0.9874403221899447 -0.11932392134880096; 0.9999999999999781 -0.9999999645937193 0.7598172750794234; -1.0 0.8028158248750752 -0.9999976346663914; -0.3049408455882759 0.9996298836509846 0.9999999946933495; 0.41681069911404967 -0.9999998484617167 0.9999999997008335; -0.9970008386842258 -0.37843459003571445 0.7888693987304594; -0.99999999999996 1.0 0.8197872516779822; -0.9999999962243769 -0.9999999718151179 -0.9999999990771793; 0.9999999866258842 0.9999999999982111 -0.999999999999901; 0.5514776789979435 -0.7741066599887586 -0.9427489136945203; -0.9999999983257633 -0.9999999999494812 0.999999973635058; 0.9999999978102385 -1.0 -1.0; 0.7305661596879282 0.16803833246039154 0.9703351175394; -0.4372191083180673 0.9711914164676583 -1.0; -0.8049205316195583 -0.996608846806541 -0.43109070314181985; 0.99999999999985 0.9999999999999414 0.9999999921544087]
112,8168,300,-31.74544797390129,[0.9999999999999998 -0.9999949841747924 0.42476502323398857; -0.41101983363123856 0.9999491698187396 -0.8950616352231336; 0.9999999999989331 0.9999999988436972 0.9999999999999999; -0.9959057813020167 -0.8148311199726299 -0.5921446305682475; -0.9999999999999976 0.9999991512384829 -0.7650562125035175; -0.9999999999999989 1.0 1.0; -0.21012396247837878 -0.9999999999245015 0.9999999999999948; -0.9274223358631288 0.2919941719684127 0.9956611976569989; 0.9999999999999891 -0.5915431770443264 0.9999999999999997; 0.9999999999999997 -0.9999999999999993 -0.9999999999999998; -0.9999999999999997 -0.9999999999999994 1.0; 0.8368208753773823 0.9798177751231806 0.4542176951579219; 0.3721230898286601 -0.9975085521355944 -0.6340293953804376; 0.8962256189641784 0.18956106860923638 -0.9999997608072616; 0.9999999999999993 1.0 -0.9999999999999923; -0.9999999999999993 -0.9999999999999994 -0.9999999999999986]
113,10000,300,-30.524012893587127,[-0.9999999999633088 0.9999999999999636 -0.9999999999999603; 0.9861963341482999 0.3774267102201408 0.9930987612536786; 0.999999999999838 0.9999999999977873 -0.999999999994788; -0.8574815562620534 0.9995984988988336 -0.18466380718447495; 0.9999999999453303 0.9999999999930653 0.98559689406318; -0.13352834862927115 -0.8699901232422349 0.9954513811016132; -0.9999999999997331 -0.999999999999919 1.0; -0.3520693717109371 -0.9999999999987925 -0.9633987631714966; 0.9992827389598244 -0.4420742866133267 -0.9967140502049353; 0.9888139868504887 -0.9980227788549388 -0.25316616176007545; -0.9999999999968452 0.9999999999995285 0.999999999993202; -0.9964147841480899 -0.4198453158086094 0.663988290564575; -0.9999999999999125 -0.5593453346195266 -0.999999999999997; -0.38884104383980844 0.9859945230116852 0.9961748565709664; 0.33095546264278336 0.8229637987155125 -0.9998808282636725; 0.9999999999990997 -0.9999999999999998 1.0]
114,10000,300,-32.186665167825666,[0.9999999999999998 -0.9999999999999829 0.9999999999999891; 0.49239410128886024 -0.9999999999999785 -0.9999999999994678; 0.9999999999999909 0.9999999999999157 0.9999999999990067; -1.0 -0.3455473949352345 -0.9999999925469969; 0.9999999999994486 -0.9999999979051979 -0.7346319001319118; 0.4561561710690792 0.9999999985798789 -0.9999999999999479; 0.9999999999997001 0.999999938742442 -0.6157513027459404; -0.6911052762440956 0.9994501247429777 -0.06010336864029067; -0.9337993197954596 -0.9999999999999818 -0.4213210198064389; 0.9998526605601618 0.4723072111943352 0.9995622862187024; -1.0 -1.0 0.9999997448787087; -0.9999999999999976 1.0 -0.999999999999962; 0.20267523453239117 -0.9922318780941841 0.9911617986761496; -0.9999873085284349 1.0 1.0; -0.9999997052957988 0.07418813033585067 0.9999999999990721; -0.06979775947023645 -0.39761488086032853 0.14079202158676482]
115,10000,300,-30.026679705442746,[0.9999999999988521 0.5224956635904441 -0.9999999999999912; -0.9930976934154416 0.9999999999996891 -1.0; -0.4144835292140199 -0.9997048686557812 0.9999999999999173; 0.8917538144541528 -1.0 0.9999999999996915; 0.2455182791867469 0.8159664955937183 0.9966675207691805; 1.0 -0.9883000176709502 0.04848587725792899; -0.8112834105559181 -0.9986636042168774 -0.4134573032273391; -0.9999999999999998 0.9965592743862027 0.9999999999997231; -0.9999999999999963 -0.9999999999999936 -0.9999999999999915; 1.0 0.8784464966541932 0.9999999999998661; -0.9947832586303403 0.9999999999997009 -0.3307166901327224; -0.9999965876899994 0.08361056071694697 -0.8693810927964191; 0.30693884812600686 -0.3651030178826086 -0.9751340172359716; 0.9995908856319885 0.9999999999999849 -0.35578027233736986; 0.9999999999928595 -0.9999999999999222 -0.9999999999970485; -0.9999999999999816 -0.31052078104761194 0.9999999999982565]
116,10000,300,-32.494623035958234,[0.9999999999999958 -0.9615088665071311 -0.9999999999999113; -0.32992647158645816 0.9999999999953929 0.9999606099578524; 0.014260821246269996 -0.8112824587264136 0.990860292027908; -0.9999999999999966 0.9993945878796614 0.9729007169423082; 0.9839416354317341 -0.9812385198358359 -0.09246647895792333; 0.9999999999885755 0.5850764718518789 -0.9999999999302831; -0.13055605008743149 -0.9999432931754226 -0.8571343369042338; 0.9999999999933641 -0.9999999999946347 0.9999999999865535; 0.7678394310094541 0.9999999999999963 -0.6457555464180745; -0.9999999995030839 -0.8586935936853614 0.38638814877723887; 0.9999999999999374 0.3487715086221588 0.869502645774562; -0.999999999999963 -0.9985752084399929 0.9999164970157554; -0.9999999999996538 0.49459699402656077 -0.9080848097273563; 0.9999999999909489 0.9999999999999986 0.9981355552468053; -0.9999999999995424 -0.999999999999998 -0.9999999999997311; -0.9990675098125125 0.9999999999999857 -0.999726244824204]
117,10000,300,-32.431868262517426,[0.9991455466530171 -0.9689484322131845 -0.11281879828040942; -0.9985416007552319 0.42961647060868224 -0.9999999999995204; -0.999999998460439 -0.9999999975972614 0.9999999995452685; 0.7191090794822993 -0.3375230866701502 -0.9987430681899756; 0.06096435165439341 -0.956657771644072 0.9999934418713187; 0.999665956435497 0.9697597629704112 -0.3543233533664004; 0.9999999999947738 0.8672630683452665 0.9999999999671488; -1.0 0.2506129314003974 0.9999488856004293; -0.999999999985892 0.9999999996959552 -0.9359584052572437; 0.34035117129349546 0.9999999999999738 0.9952793424378157; 0.9999999995792626 -0.9914582087843046 0.999999999998447; -0.9999999999837678 -0.9999999999974308 -0.9999999994502409; 0.9999999999959734 0.9999999999938084 -0.9999999999992706; -0.9999999998787015 0.9999999999999545 0.9999999999336773; -0.6796532905373054 -0.9999999992962253 -0.5614391064205256; 0.9999999999999967 -0.9999999998364457 -0.999999999997407]
118,6321,300,-30.384050088781017,[-0.999999999999999 0.22484819973252249 0.9999999999999999; -0.9999999999999999 -0.9999999999999987 -0.9999926932337186; 0.9999999999999609 -0.56862362430954 0.9999999999999969; 0.9999999996607587 -0.9999999999999997 -0.18817860055698155; 0.9999999999999983 0.9999828643517914 -0.9999999999999981; 0.9999999999999993 -0.6700887402506087 -0.9999999999999979; -0.999999999999925 0.9999999999999887 -0.37604207340904366; -0.2864554954615615 -0.9999999999999973 -0.9999999998716319; 0.9651492999458445 0.0996191498630297 0.3090423589780064; -0.1833012749010266 -0.9999999999999997 0.9999999999999895; 0.9708628830407063 0.9999999999999806 -0.37765034606991077; 0.9999999968405285 0.9999999999999717 0.9999999999999775; -0.3996815306732156 0.994257482299534 0.9999999999999994; -0.5495058359793513 0.028599953383047355 -0.3769569400802395; -1.0 -1.0 0.7182943723503868; -0.9999999983221062 0.9853283565428629 -0.9999999999999994]
119,4529,300,-32.849365389955935,[0.9994492106036705 -0.9999999993313311 0.9999999999901518; -0.9999995583390325 0.916216987484583 0.5561048649388158; -0.999999999994575 0.9579630513730718 -0.9999999993444527; 0.9999999998873013 0.9999999997257123 -0.9999999999831415; -0.43042815370569865 -0.7817631475624335 -0.9036996973444844; -0.3195447937060948 0.9999929415645172 -0.9999297797526688; 0.9999999999812642 -0.999999999099596 -0.9999999999670595; 0.977816027016237 0.20477494176393551 0.9987230482117416; 0.9999945074155953 0.31890648983741127 -0.9823582265839149; 1.0 0.9999999999849056 0.9999999999432394; 0.5287701562615184 0.9999856036592568 0.12739928968512376; 0.9257280096236916 -0.9999366062493432 -0.2144685638807081; -0.4529807073129006 -0.9346058390394357 0.999999999999393; -0.5907938235282074 0.9999999991099959 0.9999999999858054; -0.9999999999035011 -0.9999999999943209 0.43080455449103344; -0.9999999999784152 -0.9999999999107608 -0.9999999999488332]
120,3402,300,-32.4777127798096,[0.8896011486562838 -0.999999999999989 -0.9999804562036516; 0.4755097009698598 0.9999988682489346 -0.9999984761182867; -0.9999999998967646 0.9999999951220253 0.9999991317543772; -0.9999934202485374 -0.999999999411285 0.9999999901830618; 0.9999904398605138 0.9003684293727857 -0.10740467706153817; 0.9997556398509966 -0.9999999996783726 0.43808622043484713; -0.9970515349822318 -0.9999997613640611 0.4991613830017999; -0.9999978896099803 0.999999829015937 0.08514286583684928; 0.9999913182747253 -0.3311131091386224 -0.9999971573361255; 0.9999999999632792 0.9999879032483144 0.9999999999994496; 0.9999999076790056 -0.45514024137539677 0.9999994912977263; 0.05536325357742631 -0.22541245532254675 -0.11810251194840073; -0.999274466805649 -0.9999966433121079 -0.9999999999655902; -0.0048274535351531455 0.86286914649889 0.8171462478245349; -0.896559849599244 0.9999999994400143 -0.9999915077320701; -0.9999989856907632 -0.2799971436897636 -0.9999979808762249]
121,7193,300,-32.52007420962465,[0.9999999999999979 -0.9999999999999948 0.21537033333329578; -0.10372186688167677 -0.3009006231579008 0.9999999986524168; 0.9999999999999993 0.6303986680944957 0.999999999998202; 0.17542993336178125 0.9999995055988355 -0.934471301749258; -0.9999999999999858 -0.9886514473980526 0.9739010916310958; -0.9997056006032365 -0.15005361650227889 -0.9999999999999992; 0.9999999999999983 0.9999999999999906 -0.9999999999999792; -0.9999999999999991 -0.9999999999999984 0.2364904316853857; -0.9999999999999994 0.999999990100383 -0.9999999999999077; 0.5622759115354738 0.9999999999999974 0.9962064928910855; -0.9999999999999989 0.9301171644814825 0.9999999999999996; 0.9999968326192852 -0.9999999999999977 -0.9999999999999984; -0.8833180669722553 0.9999378308498962 0.39302166211195183; 0.7675773002689092 -0.9900123073264138 0.9999999999999996; 0.9745867184912806 0.014624443222448947 -0.6395563584953646; -0.03456359693009988 -0.9999999999999993 -1.0]
122,7578,300,-32.61722123156274,[0.9117782200375301 0.9999999999999987 -0.2176715427480547; 0.3084189756430838 -0.9206630980223897 1.0; 0.9999999999999742 0.99999999999936 -0.9999999999999958; -0.2053356789271096 0.999999996330109 0.9897653843294886; 1.0 -0.9999999999999905 -0.9999999999999966; -1.0 -0.9999999999999983 -0.9999999999999849; -0.9999999999999994 0.9999999999999997 0.9999999999999903; -0.9999993352178022 -0.7895434801412144 0.41328666066538355; -0.2564032583057877 -0.9358430392049238 -0.9897467317672303; -0.9818341682303932 0.9474455716561219 -0.5528378554304045; 1.0 -0.9999999999999993 0.61992504692789; 0.9998190407495534 -0.17399047893185215 -0.9999854071629776; 0.9997589725762973 0.17785078076444152 0.8349818447881562; -0.9965954067009509 1.0 -0.9999999999999984; 0.9999999999999993 1.0 0.9999999999999996; -0.9999999999999941 -0.9999999999999718 0.9999999999999987]
123,10000,300,-30.30566551240118,[0.9999999999999369 -0.999999999990247 -0.9999999999992591; -1.0 0.999999999989867 0.9999999999568373; -0.843457838441279 0.40647852178636723 -0.84153603439103; -0.14363150966949678 -0.9999999999999836 0.9909157365721301; 0.9998631193214821 0.8765855235691163 0.05802857302338712; 0.9999999999976452 0.989130670058359 -0.9999999999949964; -0.9999999999999223 -0.9999999999994368 -0.9973357245716664; -0.9999999999999873 -0.9999999999999898 0.8016986694480583; -0.32077882411563535 -0.9854628416783533 -0.9999999999925847; 0.999928268399664 -0.9568101254583412 -0.2024418543579965; 0.9999999999985587 -0.9999999999963451 1.0; -0.999999999979692 0.99999999999785 -0.9999985418653075; -0.07027485772575458 1.0 0.9994104040243261; 0.3056588742361258 0.949769137267902 -1.0; -0.8112348156666569 0.17558294914461064 0.999984292081837; 0.9999999999994548 0.5606078833434791 1.0]
124,3038,300,-32.70830674496872,[-0.4480857433075166 -0.9999802217454924 0.1022055343866148; -0.9778413204380457 -0.2864809884191603 -0.9999998636097882; 0.9999999119329628 0.9999999927372317 0.9999997987452105; 0.9853846993887831 0.9999999374293944 -0.9999996337966095; -0.3356354717888652 1.0 -0.9999999999999443; 0.9095376966830077 -0.9999999633277702 0.9999999868717326; -0.999999982961226 -0.9999996728778299 -0.9999999765275728; -0.999999998650086 0.9999999999999856 0.9999999899959807; 0.37888356916458205 -0.9970983917786886 -1.0; -0.9243642114492162 0.9999997713472331 -0.23770652442215534; 0.9999539190865903 -0.48540268115666685 0.9999998904879609; 0.999999440624692 -0.9999991054183451 -0.9999922344922666; -0.9999999609557035 -0.99999997359547 1.0; 0.03328382059895112 0.7965202336945663 0.9952484338648668; -1.0 -0.2697267244547558 0.9997654375049775; 0.9999996229686545 0.9053744480047419 -0.1525127613243382]
125,8230,300,-29.714760074487735,[-1.0 -0.9999999999978508 -0.9999999999999929; 1.0 0.9999999999999747 0.9999999999998954; -0.9999999999999992 -1.0 0.06196901231694; 0.8825817688289603 -0.8899363493781465 0.14085061122957138; 0.9999999999999916 -0.24633492622884423 -0.9999999999890744; 0.999999999999461 -0.9639227322390963 0.9999999999999591; -0.8860184575019602 0.14104938043048457 -0.9999999999999888; -1.0 0.12676593991575646 1.0; 0.9999719555653308 0.857057816416737 -0.0645793102235872; 0.9272651138796231 -0.9999999999999898 -1.0; -0.999999999999967 0.9999999922149675 0.8565791178795606; 1.0 0.999999999999051 -0.9999999999999971; 0.09585646473597298 -0.9999999999999949 1.0; 0.11971926059772897 0.9999039667375995 0.9324262950855075; -0.9999999999999942 0.9999999999999993 -0.9999999999999216; 0.20386014333741503 0.9999999999999986 -0.9999999999973864]
126,7443,300,-32.001362725387445,[0.9964624567722842 -0.8419415695829663 -0.02679711537101829; 0.8492461711138459 -0.4690136655006111 0.9996450344230823; -0.9999999999999989 -0.9999999999999996 0.9999999999999992; 0.996641831813813 -1.0 0.9999999999999993; -0.31239740790431975 0.9999999999998836 -0.9984093366924647; 0.9999975221557748 0.9999999999999997 -0.9910777513527178; -0.9999999999999999 -0.9999999999999996 -1.0; 0.9999999999999984 0.9999999999999996 0.999999999999985; -0.9999999999848218 -0.9999999999999994 0.4500622361929748; 0.9378487323451876 0.22994993269179598 -0.9999888785530682; -0.17775933496685967 -0.8969346847423845 -0.9999999378732813; 1.0 -0.999999999999998 -0.9999999999999994; -0.9638335907539191 0.7429914457348616 0.5354286260591306; 0.34875188516360145 0.9999999999999998 0.9899619255774711; -0.9999999999999994 0.5692939004007646 -0.9999999999999984; -0.9999999999999982 0.9963350279598433 0.9999999999999981]
