nPsoRun,n_iter,S,fgbest,optDes
291,10000,300,-28.407453329356198,[0.9999999999993588 0.9999875838252045 0.9999999999999191; -0.6058603910764683 -0.4576014061718806 0.9999999999999888; 0.9999999999999686 0.888347801474319 0.1423198557631949; -0.9999999999999973 0.7480041010789205 0.955105095697041; 0.9999999999999999 -0.9726117993644504 0.9999999999999316; -0.9999999999999948 -0.9972425046397795 -0.9999999999999957; -0.37321318310157675 0.9406829185062618 -0.9999999999999657; -0.37156806406817433 0.9999999999999892 0.9999999999999902; -0.9999999999999902 -0.999999999999995 0.999999999999991; 0.9999999999999878 -0.999995527864466 -0.9999999999999921; 1.0 -0.9999999999999398 0.3190325530182594; -0.6013246951079396 -0.9999999999999966 -0.5249713272679872; 0.9999999999999954 0.9999999999999989 -0.9999999999999957; 0.6675554102487915 -0.32418237016209206 -0.999999999999978; -0.9999999999999977 0.7143550982033677 -0.8763135376738758]
292,10000,300,-26.188456288699292,[0.9999999994928961 0.9991716281587966 0.34761599185764946; -0.9294684319707479 -0.9999999999934442 -0.5619492543372646; 0.9999999999999655 -0.9999999999813626 0.999999999838629; -0.1709210612444812 -0.792956309603168 0.9999999220884181; -0.9999999964859297 0.4160685664278824 0.8021078687090443; 0.9999999810688927 0.9913266059665783 0.99999999996814; 0.21556043044666995 0.23175221240526125 0.14323199996466765; 0.9999999999887744 0.5721692701554142 -0.9999999999669782; 0.5804126666952852 -0.8167237248342505 -0.9999999794960468; -0.9999999971113736 -0.999999999955172 0.9544687700164541; -0.7941670099979522 0.9999999998429787 0.9999999923252947; -0.9999999999412245 0.9999999999755925 -0.9907735684098543; -0.9998699904930555 -0.03289988467615347 -0.9999999999998671; 0.3475459702695332 0.9961695954592561 -0.9999999662436141; 0.9997558014468927 -0.9999999892113933 -0.24717450377787342]
293,3659,300,-26.851373592652617,[0.9999999952005922 -0.9999999986367638 -0.9972340591155192; 0.9999999999999989 -0.28232179896417503 -0.9999999930318001; -0.07462634634528904 -0.7098116539483476 0.10138572241514379; 0.7140494210180546 1.0 0.9999999840687145; -0.9999999999996098 -0.9999999820508668 0.9458990762286302; -0.9999999836916404 0.9995194064861913 -0.5100025044103376; 0.9999999685368431 -0.8021612121697985 0.9999999999999793; 0.9999999536895517 0.9999999877291802 -0.9999999987759565; -0.45928581525253986 -0.9999859890736181 -0.9999991750277829; -0.24920833817280127 0.9939167071867906 -0.9999999999994349; -0.9999999999951555 -0.9999994405384507 -0.9935252590287142; 0.45790332013625923 -0.9999999998833747 0.9965609602988168; 0.8397375481005501 0.748162107306467 0.4057432682015813; -0.9999999999710476 0.9999999992146332 0.8614095146637442; -0.9966247770975306 -0.16459271889403718 0.9999999866509248]
294,10000,300,-29.368039931124454,[-0.9999999999999887 0.9999999999999872 -0.10722713216645802; 0.999999999999999 -0.9999999999999858 0.9634839535328958; 0.23106301542690086 0.9469707734453146 -0.9990657585584687; -0.9999999999999909 -0.9834493812887237 -0.9990803228133198; -0.9999999999999922 0.9912731589624871 0.999993630268896; 0.9999999999999976 0.9999999999999952 -0.9999991027873492; 0.9999999999999206 -0.22968358261623792 -1.0; 0.9936789483007921 0.9999999999999999 0.9999999975222046; 0.4512488528449285 -1.0 -0.9995649713363262; -0.9999999999940073 -0.02111008458057394 1.0; -0.9999999999999942 0.5041275567624066 -0.9999999982117883; 0.4439704879649843 -0.9985980353853867 0.9999999999999993; 0.925541230897976 0.3264991049757142 0.9072188809442486; -0.9999999999999617 -0.9978672224231497 0.22530818243492468; 0.029105922617107413 -0.32879025081611785 -0.07214947189291665]
295,5075,300,-26.42918559014049,[-0.9938370468149763 -0.37992172305202554 0.850640817173841; 0.9999999693108553 -0.9999999999996232 0.9999999999980992; -0.9999999999773971 -1.0 -0.14421026245506277; -0.8396163632254435 -0.8529885070709385 -1.0; 0.9999999999999748 0.9999999999999982 -0.3377041831214308; -0.9759721107121191 0.9933947584345103 -0.1952002413030351; -0.990517971704498 0.9936945119360804 -0.9999999999998541; -0.0411382981821741 -0.9999999999997512 0.9942072379413219; -0.9999999999999993 0.9999999999999987 0.9999999999996687; 0.9974141950674411 -0.6094383838349201 -0.3290096779751095; 0.9999999999999015 0.7661526951383685 0.999999999999699; -0.7065141519363975 0.1009810099213763 -0.1284439380135793; 0.997247111423772 0.7618931361044456 -0.999999999999885; 0.1163302003887064 0.943477854176506 0.9999996630679268; 0.8954437450022255 -0.9999999999992253 -1.0]
296,5097,300,-26.693757297430647,[-1.0 0.7531774912952627 0.9999999999995852; -0.9999999999999555 -0.9994606194730731 0.9995279550039432; -0.29294045108576244 -0.9999999999999996 0.9999999999997885; 0.9796674574844799 0.09867306980727426 -0.9921468126471243; 0.9999999999999986 -0.9999999999999991 -0.9999999999997107; -0.9999999999999987 0.6984276591625561 -0.9999999999999992; -0.999999999999937 -0.999464438291257 -0.8671004348166745; 0.9998719439111344 0.9999993259622716 0.13187963531753608; -0.09937165260362725 -0.9996054408828602 -0.9560881566105767; -0.9971316174432674 0.99583522237109 0.10731779690948454; 0.9188852181285493 -0.7850211725445578 0.3366946992123587; 0.9999999999997529 0.9999999999999296 0.9999999999999026; 0.16081131511305913 0.9999999999994675 -0.9999999999997569; 0.6110020343878515 0.28816731740365553 0.9979524262391487; 0.9999999999999142 -0.9999999999999274 0.999999999999938]
297,7157,300,-29.05906962475797,[-1.0 -0.9713932362967848 -0.9591177449995224; -0.028783894731538112 0.9999999999999789 -0.9999890278885522; 0.9916465924447687 0.9999999999999956 -0.33785954033110843; 1.0 -0.9999999999999931 -1.0; -0.5679175261554308 0.9999999999999591 0.9999999999999992; -0.9300520185224584 -0.6583354522646961 0.8433763688845816; -0.259531780538437 -0.9973632624064931 -0.9999978152176806; 0.8175726139237178 -0.05398925889652182 0.9966033116373938; 1.0 -0.9999999999999961 0.9999999999999998; 0.9999999999999989 0.9999999999999994 0.9867719670322725; 0.5862736303348465 -0.9789609644793036 0.26802625351585635; 0.9999999999999312 -0.21694378719644905 -0.9983179051249772; -0.9999999999999998 -1.0 1.0; -0.9992060085636246 0.9922489811481829 0.24802208277483107; -0.9996821544789006 0.9999999999999993 -0.9999999999999999]
298,9086,300,-27.82446600738692,[0.9999999999998096 0.9999999999999962 -0.9861210466980647; -0.9999999999950363 0.9999999998524535 0.9330877316854115; -0.9999999999947862 0.10048089611200163 0.9557719446134534; -0.9999999987819064 0.9999105067856388 -1.0; -0.9999999999999579 -0.999999999949685 0.9999999995258925; 0.9999999999867836 0.8467999673569327 0.388981372207475; -1.0 -0.9995523398830745 -1.0; 0.9999999999982015 -0.9166300668876162 0.9999999999999999; 0.9994819210851326 -0.9999999999889383 -0.4777986825907488; 0.9999999992343883 -0.5063148742391647 -0.9999999953250528; 0.34062745464238264 1.0 0.9999999999965142; 0.36384068266094133 -0.0024397759982533384 0.02544277372366862; -0.2797760084658779 0.9999998748319556 -0.9999426166697778; -0.8514414237279545 -0.9999999999999519 -0.568377835121898; 0.3624801764499105 -0.8590032058912905 0.9999999999996109]
299,10000,300,-28.885633859528927,[0.9999999999999855 0.9999999999999981 -0.9999999999999991; -0.9999042154010094 0.9991232801390499 0.3748465664779579; -0.999999999999963 -0.9999999999999957 0.9999999999999961; -0.9999999999999517 -0.9999999999999745 -0.9999999928045273; 0.999795481570128 0.3598366305191791 0.9999999999999725; -0.999999999998629 0.9997160799949816 0.9999999999999984; -0.9999999999996885 0.9999999999999262 -0.9999999999999954; 0.9999999999999661 -0.9999999999961541 0.9999999999998362; 0.9961610908971507 0.15169932867334485 -0.9999995704238671; -0.27765316178782296 -0.9792449880308284 0.975836097506643; 0.864589303280631 -0.9891194005284447 -0.11029622160356277; -0.999999998558995 -0.5282307970003727 -0.6961879686371734; -0.06121315272551427 0.9780413266938944 -0.945800912201203; 0.9089006764197137 -0.9999999999999999 -0.9999999999997359; 0.9999961480934931 1.0 0.8950950511529783]
300,10000,300,-28.707790400552508,[0.9999999999912003 -0.9999999157019671 0.3502464497835606; -0.3722016846824572 0.9999999999963024 -0.9998615985387684; 0.9996428834729413 0.7046138027867133 -0.034647890402414734; 0.9989012339323992 0.9999999838219329 -0.999999999968024; -0.9628457916654873 0.9999991627374768 0.3829138453735581; 0.9999999999999905 0.9999999999996468 1.0; 0.8093776958392764 0.20645556889974076 0.9999999379287665; -0.9999999999789232 0.9999931027637208 0.9999999999986418; -1.0 0.04249666134861994 -0.9999999997387712; -0.9999999999999087 -0.9999999999999434 -0.9994246021174963; -0.9999999999619701 -0.9999999999996789 0.9999999955857807; 0.08253504626296272 -0.9999496445349931 -0.9999999999950355; 0.9999999995548868 -0.9999999999998158 0.9999999999797781; -0.31428846949062966 -0.8869015818160875 0.9650927844150574; 0.9999999996941905 -0.4096044667282822 -1.0]
301,7649,300,-28.629687346964555,[-0.9999999999952409 0.9994327735966395 -0.9999999999999987; 0.9999999998191287 -0.9999999999870607 -0.9999999999984445; 0.9999989963979496 0.99343769414239 0.0047338780052732935; 0.7187865678687991 -0.1565994782952676 -0.9725388361978389; 0.9928916422913706 0.6749853991664196 0.9999999999999984; -0.3228347152428073 0.9944421171506934 -0.9967747507175942; -0.9999999999452862 0.9999999999985331 0.9999736409243696; -0.8258823503541395 -0.6833122721578058 -0.8180101878365449; -0.13130119890120087 0.9998473137689821 0.9999999999974413; 0.9999999999626228 0.999999999999968 -0.9999999999996293; -0.9965106190654742 -0.321868740432988 0.9930372372772743; -0.8358639230348306 -0.9999999999987392 0.9999999999999996; -0.9999999999997641 -0.9999999999946032 -1.0; 0.9980599332197146 -0.974223421908647 0.1245651145073736; 0.9999999999998026 -0.9596269615932078 0.9999999999909512]
302,10000,300,-26.275758429773305,[0.9997911454284386 1.0 1.0; -0.7511934454558377 0.9999999999979259 -0.9999999999994165; -0.39076323554169257 0.9999999999999997 0.45400538108670013; 0.9999999999999984 0.9815184545624098 -0.16776504546791263; 0.8649507311392556 0.48283101936030287 0.9121596125823327; -0.8324390377195154 -0.9999999999999966 0.365302643713053; -0.9999996403291197 -0.39823404983789873 0.9999999999998799; -1.0 0.999999999999997 0.7677253515593767; 0.8221450535900615 -0.12647263991130567 -0.849942520137447; -1.0 -0.008373190610282502 -1.0; 0.9999997022617703 -1.0 -1.0; -0.32076660151893255 -0.9999999999999999 -0.9549008267178293; 1.0 -0.9999969209053426 0.4421766922568973; 0.6249339716504598 -0.9999999999999999 0.9999999999999948; 0.9999985043535167 0.9999999999999949 -0.9999999999999999]
303,8978,300,-28.727256816825463,[-0.9999999999999974 0.9999999999999996 -0.9999999999999992; 0.9999999999999994 -1.0 1.0; 0.9999999979226863 0.9999999999999966 -1.0; 0.32755540727814497 0.7690242656368893 -0.9898450332270784; -0.9999779499943101 -0.466288998902866 -0.9995662167491618; -0.9999999625166515 0.9381631839792073 0.13097017102437875; -0.50210274179587 -0.9708878480305361 0.7111063649522432; 0.9979074025869599 -0.9104760533583877 -0.9999999999999999; -0.8671246513545686 -0.9999999999999984 -0.9999999999999991; 0.3657131453905214 0.9999999999999992 1.0; -0.9999999999999998 0.9860778330405343 0.9999999999999984; 0.9992517104667792 -1.0 -0.16045206398567538; -1.0 -1.0 0.999999999999999; 0.9999999999999996 0.8244232653284999 0.4363257677612987; 0.7059460183541676 -0.4084633203812322 0.999048045293014]
304,10000,300,-28.026812997890897,[0.9999984956022996 0.010835234915785304 0.9982737176810773; -0.9999999999999297 0.9999999999999984 -0.9404258484604565; 0.9999999999999988 0.9999999999999859 0.9999999999999637; 0.9999999999998044 0.9999999999999628 -0.9999999999999672; -0.9999999998805531 -0.9999999999999968 0.9999999999999999; -0.9999927186168804 -0.7488364047496558 -1.0; 0.999999999999865 -0.9999999999999852 -0.9999999999999987; -0.3042138885476424 0.9861629812322964 -0.9970456477217962; -0.9656060641870755 -0.06337321025957454 0.9890341829315086; -0.996923035905316 -0.9999987119101049 -0.3162678989647402; -0.05743469921222989 0.9922765429408004 0.9636629427916844; 0.9921238126200685 -0.9999999999999996 0.9999999999999948; -0.9999999999999949 0.9999999999999938 0.9138052302461767; 0.9637072079247622 0.7237004407986872 -0.2553202335545866; 0.9458367386943926 -0.9986309305802856 -0.4590623041917036]
305,10000,300,-29.398195952393344,[0.1363228024501378 0.9999999999999971 0.9999999999997048; -0.9999999999999872 0.999999999999727 -0.9974249397287659; -0.9735846531629007 -0.9999999999999841 -0.9999999999988891; -0.8479697190041309 0.3682585709737277 -0.8680427403232521; -1.0 -0.9999999999995307 -0.41798191647472926; -0.9999999999996863 0.01623946789307751 0.9999999999999972; 0.8947568385258199 0.9999999999999927 -0.9999999999999987; -0.9936988932868909 0.9984174513200225 0.9983272102930609; 0.10443967488191717 -0.02892513361006464 0.11595743010986713; -0.26306394202048183 -0.9999999999999893 0.9999999999928005; 0.9999999999999793 0.991899311175607 -0.18185298382972087; 0.9917667478764842 -0.998657906876738 1.0; 0.9999999999999807 0.4981346293892567 0.9999999999999647; 0.9999999999999947 -0.9999999999999641 -0.4813808686339415; 1.0 -0.25060752303414136 -0.9999999999999913]
306,7032,300,-28.595403966798482,[-0.9988884740292665 0.9999999999999996 0.6854806948258247; 0.9999999999999944 -0.9999999999999974 0.9999999999999994; -0.04963819800692911 -0.766593623402198 1.0; 0.9999999999999988 0.9995950227600272 -0.9999999999999997; 0.5017312879653066 0.9999999999999971 -0.5676522426953079; 0.9978820162974406 -0.7984657410317625 0.07962833824607021; -0.9999548591583572 -0.9921054891794259 -0.6059365847495642; 0.9996872546854184 -0.7368467370737742 -0.9999999999999992; -0.9999999850524275 0.06821737505334628 -0.9927306663315263; -0.999999999999987 0.9999976603747411 -0.999999999999999; 0.9997740421208238 0.7082014617035157 0.7288554771579914; -0.9999999999999999 -0.999999999999999 0.9701326168234327; -0.9999999999999998 0.4287750200822826 0.9999999999999986; 0.9374190967017278 0.9999999999999994 0.9999999999999982; 0.04424693050800784 -0.9999999999999977 -1.0]
307,6891,300,-28.352069000120817,[-0.9999999999999999 -0.9999999999999996 0.9999999999999998; 0.9999999999999991 -0.9999999999999993 0.9999999999999977; 0.9999923483126814 -0.0732780998296233 -0.9999999803135078; 0.9750577478503958 0.17063829736860617 0.9999949798600405; -0.9999999999999839 0.7921345015003977 0.4965287421625729; -0.9999999999999967 0.9999999999999989 -0.9999999999999818; -0.9999999999999966 -0.9988204223813479 -0.9999999999999996; 0.9999999999999922 -0.9999999999999984 -1.0; 0.9999999999999973 0.9999999999999974 -0.9256815128436133; 0.7083523690906773 -0.9999999640881807 -0.2811764502353115; -0.30359418336458244 -0.9979269569278197 0.925624833878999; 1.0 1.0 0.8469493741010738; -0.9999999999974218 -0.9993012560204168 -0.3987716985680291; -0.15652537506518485 0.9999999997826179 -0.982752222022763; -0.5977600162658088 0.9999999999999895 0.999999999999999]
308,9791,300,-28.905010821143154,[-1.0 -0.9941544869608533 -0.9999999999999997; 0.9999999999819202 -1.0 0.9999999999999989; -0.3042590234241554 0.9999999999999978 -0.9842164030514211; 0.9916570517839347 0.43559576895335395 0.999999999999996; -0.9995871283488454 0.9999999999999999 0.9999999999999934; -0.9999999999999991 -0.12455257337418095 0.9956764576427742; 0.9864458867957705 -0.9999999999999998 0.13118187538699516; 0.13600640893521757 1.0 0.9999999999999998; -0.9997259029117747 -1.0 0.9999999999999986; -0.9934334884290871 -0.9933176257882133 -0.34821468902462027; 0.9999999999999999 -0.9999999999999996 -1.0; 0.13110090307084826 -0.7166363166636625 -0.9985111609048334; -0.9999999999999968 0.9999999998382852 -0.897405077530251; 0.9999999999999999 0.5350370116248794 -0.7069707994249318; 0.9999999999999994 0.9999999999999913 -0.9999999999999951]
309,8669,300,-27.217540446720232,[0.9999999999999996 -0.9999999999999988 0.9999999999999986; -0.8486929723786496 1.0 -0.999999999999998; -0.08820571387721989 0.9999999999951328 0.9997717884068674; -0.9999999999999999 1.0 -0.010560366348687086; 0.9999999999999991 -0.9999999999999987 -0.9999999999999993; -0.999999990193113 -0.30410692961674685 -0.8915924131365641; 0.09015012693926523 -0.9795870108772984 0.938085614414259; 0.9999999999999973 0.8238962315153803 0.9999999999999997; -0.9997243528059658 0.0904902698843226 1.0; 0.5470746845006299 -0.862526362017067 -0.9999993892865335; 0.9138852326848649 0.92914962650025 -1.0; 0.9999999999999548 -0.5264374047371919 0.19925591422872793; -0.9999999999999999 -0.9999999999999996 0.9887664221263329; 0.9999999999991023 0.9999999999999811 -0.19271879499645114; -0.9999999999999986 -0.9999999999999999 -0.9895697801101662]
310,3471,300,-28.00016677269252,[-0.27309040266524603 0.9999999979513017 -0.9999999314794898; -0.9999999999999867 -0.9999999952094079 0.999999999848273; 0.689262374573347 0.9997702458372658 -0.06873054324928769; 0.9999999978878205 -0.9999999992529212 -0.9999999994597016; -0.9999983041292344 0.5759332998389664 0.9953314936131601; 0.9999999997983342 -0.9999989191278111 0.9999999998072866; -0.9999999985785609 0.9999999993337453 -0.6937047607533495; -0.9999999999117531 -0.5549247158051637 -0.8725224902315389; 0.7112243887087873 -0.9999999992602879 -0.10905233764947005; 0.9422660981202869 -0.1999025956043666 -0.9999993733942231; -0.03343903827687632 -0.999999999291647 0.9999999993174244; -0.10092367615549731 0.9999999989879894 0.9999999998370185; 0.999999998084407 0.9999999992072345 -0.999999998664019; 0.9999999989471169 0.33096269195941075 0.9999999999752107; -0.9999990800829353 -0.9999999999005169 -0.999999999576069]
311,7844,300,-28.65830852167036,[0.4218334311229979 0.9165498248335545 -0.9999999999999997; 0.9999999999999967 1.0 0.9999999999999964; -0.9999999999999958 -0.7548734335436577 0.5469817701050246; -0.9999999999999996 0.9999999999999998 0.9999999999999958; 0.9999999999999996 -0.9999999999999998 0.9999999999999982; -0.36988366966338965 0.9999999497206604 -0.26981894311220106; 1.0 0.9930170023133364 -0.5848261586242509; 0.4345689329037869 -0.9999999999999999 -0.756213094523983; 0.9999999999999994 -0.9591555986286119 -0.9999999999999993; -0.9999999999999987 0.9999999999999993 -0.9365450259798382; -0.9999999999999967 -0.21853449520936352 -0.9999999999999994; 0.9959094066582367 -0.1867282304223959 0.8094345096284005; -0.3256256424548936 0.9999999999999994 1.0; -0.9999999999999976 -0.9999999999999838 -0.9990486502714852; -0.31260727205905775 -0.9999999999999989 0.9911083511936624]
312,10000,300,-27.56133117579171,[0.8451784938904066 0.9999850987831969 -0.34308663901905717; -1.0 0.9999999999999939 -0.9999997217384086; -0.8792307510611853 -0.04483751620616289 1.0; 1.0 -0.9486335696912317 0.9999999999985828; -0.9999999999997545 0.9999999999999791 0.45301533100383506; -0.9999999999999106 -0.9999836323132018 0.9999999999974962; -0.8851279407305004 0.22626506857535048 -0.9969256792951369; 0.9730783638433237 1.0 -1.0; -1.0 -1.0 -1.0; 1.0 0.9999991549539876 0.9999999999999952; 0.9999999999905649 -0.9989472816150737 -0.5875703346316364; -0.0055187107810001105 1.0 0.999999999999673; 0.5462458161633426 -0.9999999999304062 -0.9999999999998013; 0.051987020783318044 -0.9999999999911441 0.9995991706081077; -0.4794135094023675 -0.9815283826915993 -0.28245301983300886]
313,7531,300,-28.722110931101046,[-0.9999999999999996 0.9999999999999979 0.9995943196923809; -0.9982973514696458 -0.9999999999999981 -1.0; 0.9999999999999994 -0.04098737600197288 -0.99999752298748; -0.5649325269435325 0.8381467840319304 0.9999999993686058; -0.9999999999999999 -0.18795082792072249 -0.9523401463102004; 0.9999999999998971 -0.9999733391830512 0.2659079154914022; 0.9999999999999998 -0.9999999999999988 1.0; -0.3480610159153445 -0.9241935954275269 0.999999999999996; 0.9999999999999999 0.8721005622139528 0.3573067857433725; -0.9999999999999994 0.9999999999999857 -0.9999999999999999; 0.9999999999999991 0.9999999999999977 -0.9999999999999986; -0.019259981039710286 0.9999999999999999 -0.7016268576229036; 0.9999999999999994 0.9999999999999987 0.9999999999999889; -0.999999999999999 -0.9999997781326715 0.9100177680252038; 0.6727649794528432 -0.9999999999999989 -1.0]
314,8516,300,-27.527191039046343,[-0.9524201584361734 -0.9999999999999952 0.999999999999998; 0.9999999999999987 1.0 0.8699966398014515; -0.9999999999999977 0.9999999999999932 -0.3511973280423465; 0.9999999999999998 -1.0 -0.9999999999999999; 0.9492863871983183 -0.9999999999999739 1.0; 0.639860997760502 0.00033743560787479236 -0.9999999999999989; 0.47692498272109984 0.9135910237989441 0.9999999999999989; 0.9999999999999998 -0.9730310022721053 0.3764247551744996; 0.9999999999999988 1.0 -0.998885093287844; -0.9999999999999956 0.9999999999999991 0.9999999999999875; -1.0 -0.7364227771016273 -0.9999998046096537; -0.9726622971098775 0.9999999999999998 -1.0; -0.42400262363816776 -1.0 -0.9494732961981696; -0.8764972285466132 -0.42082308117460526 0.9521098046789188; 0.5358874116211777 0.9993848297982003 -0.5166011354246474]
315,6333,300,-29.00654326539564,[0.9999999999978999 -0.9999999999999916 -0.9999999999999999; -1.0 0.9999999999997599 -0.9999999999997813; -0.24113534067946965 0.9999999999998322 0.9999999999984658; 0.9999309146925297 0.999999999999349 0.6379277129433705; -0.9352851244971213 0.9532942218294027 -0.27723967817408285; -0.29240749156659096 -0.999999993954684 -0.9999999999982117; -0.9505704904438126 0.4624590783336505 0.9916751580620143; -0.1433299728831073 -0.9998693959600723 0.8571652038265445; 0.3367963598848651 0.6708787174889645 -0.9999918781819799; 0.999999999990873 -0.7296775913458325 -0.5055742545696749; 0.9999999999999398 0.9999999999997493 -0.9999385335916223; -1.0 -0.999999999999849 0.9999999999975673; 0.9999999999994795 0.07577706325464402 0.9581422790094499; 0.9999999999996114 -0.9999999999999793 0.9999999999999776; -0.9999999999916696 -0.9954815982624565 -0.9356351985819469]
316,10000,300,-28.104638192710446,[-0.9976372932943623 -0.9999999999999634 0.9999999999999617; 0.585070721365422 0.9999999999999117 0.9996429558668208; 0.6789195267049112 0.999999999999561 -0.5924254615601521; -0.9999999999985444 0.872307239033659 -0.1920568562080445; -0.9999999889743736 0.9999999999979555 -0.999999999996829; 0.9697397575409232 -0.9999999999999998 0.9999999999880981; -0.6534843149788695 -0.05573571026202206 -0.9749639577321462; 0.9999999999972303 -0.9999999999999679 -0.8477125443364515; 0.999999999999967 0.11707932063900428 0.9999999999998083; 0.9999999999832251 0.3023322713310325 -0.9999999999990634; -0.9531583594734377 -1.0 -0.9999999999999883; -0.9999999999999551 -0.9999375090605742 -0.12421634734360641; 0.5702532542230179 -0.9999804612346567 -0.19308104449956837; -0.759582965527225 -0.1695337076200931 0.9999109635805672; -0.9688923862132922 0.9999999999999868 1.0]
317,7008,300,-29.400515276558124,[0.9988739629311435 -1.0 0.9999999999998669; -0.9999999999998711 0.9999999999995038 0.9999999999998587; -0.8461988837791562 0.5990296583488207 -0.9999999999999936; 0.9990636418650592 1.0 -0.9999999999998185; -0.14947665363760207 -0.9999999999999892 0.9917009827109082; 0.999999999999279 0.9999999999999944 0.9999999999999444; 0.24489192673633448 -0.9677996942519428 -0.9999999999960488; -0.9999997373223435 0.3375811357274561 1.0; 0.07577074080443691 0.9680971245680661 0.45099048976218237; 0.9999999999992361 -0.9999999998982355 -0.34657758651855947; -0.9681752777855125 -0.9999999999999993 0.12791117309167468; 0.9999999999968734 0.7630255391164054 -0.7257399853347958; 0.9499131756876382 0.12633921150508423 0.9999329358587098; -0.999999999998947 -0.9999999999999918 -0.9956644952670507; -0.9999999999998176 0.9999999999970186 -0.27374584747230957]
318,7060,300,-27.196464558766266,[0.9998307265806861 -0.07604641717914128 -0.9999999999999936; -0.15212073644511542 0.9996469221057973 -0.8344284813225843; -0.36741877139630513 -0.8783996869048705 0.9971530191155717; 0.289411535590307 -0.0621769128718508 -0.2719165845369271; 0.9999999999999846 -0.9999999999999986 0.9997868528110229; 0.9999999999948382 0.15032763000851096 0.9999999999999979; 0.9999999999999952 -0.9985954814733762 -0.7655065183990556; -0.9999999999999944 -0.9999999999798429 0.9999999999999571; -0.5786715573985711 -0.9999999999999686 -0.999999999999999; -0.9776017020282511 -0.502856840708617 -0.7423546428688633; -0.9720824089709507 0.9999999999999959 0.38032597186697875; -0.9696829562369634 0.9081956120415154 0.9999999999999998; 0.9999999999999997 0.9999999999997642 -0.6369179651947443; -0.9999999999999978 0.9999999999999972 -0.9999999999999987; 0.876254965219808 1.0 0.9252925252663283]
319,10000,300,-27.71869284810885,[0.9999999999998487 0.9984449585978892 0.9999999999997877; -0.9999990229908781 1.0 0.999999999999843; -0.9999999605311972 -1.0 0.9999932300340199; -0.9999999999999992 -0.9999999999998236 -0.9819536301145881; -0.9999432229408366 0.8039666494336716 0.4614739236722285; -0.8900346840137917 -0.3446136259565898 0.9962112147974388; 0.999999999999998 -0.9957107610078602 -0.13344658740017937; 0.9999999999999998 0.980017837152117 -0.9999999999999979; -0.36052111165688566 -0.9990150553724103 -0.9978762829536362; -0.43700936587458006 0.9840404610933174 -0.9999858527283351; 0.99999999999992 -0.971850430421633 -0.9999999999999963; 0.9963396999126284 0.1676987202022829 0.998069169567283; 0.7175241456135807 -0.9999999999965203 1.0; -0.9999999999999991 0.9721882834363509 -1.0; 0.7533985781227481 0.9782619873922173 -0.2600174030342081]
320,10000,300,-27.98786059711056,[-0.9756606843669141 -0.903096008150516 0.15346242158059178; -0.9999999999999527 -0.9967762471762324 0.9999999999999977; 0.9999999999999541 -0.9999999999998505 -0.9999999999999986; -0.9999978080891108 0.9999999999999992 -0.9999999999996435; 0.9999999999999766 0.9999999999901801 0.8153396371458425; 0.9907618546765297 0.9999999999999981 -0.9999999999999402; -0.9999999999998621 0.09158688179368317 -0.9999999999999992; 0.16194350489893025 -0.9009951725195671 -0.9316163315901355; -0.9967229100250377 0.999999521248385 0.1907693170793178; -0.9999999999999957 0.9990044322885008 0.9999999999999267; -0.9999999999999889 -0.9999999999999971 -0.9999999999997844; 0.9999999999999997 -0.9907317929734912 0.9999886298118336; 0.2789320269183047 0.9842815356514517 0.9999999999991643; 0.3600440323856071 -0.999364712705129 0.971133466521527; 0.9999999999918371 0.3547870306041266 -0.9999925053515145]
321,10000,300,-31.30762630654291,[-0.9999999999899492 -0.36914272694475375 -0.9999999999980621; -0.028961876994395064 0.9996460992093029 -0.9999999999988752; -0.5195730718671636 -0.9997423695824754 0.9999689755997032; -0.9999999999999701 -0.9999715686923907 0.9998177783718452; -0.9999999999999998 0.9999999999996265 -0.9999999999999064; -0.9999962080572445 0.9717516519669418 0.3668266516671301; 0.9999999999999954 0.9999999999919215 0.9999875015433506; 0.9999999999999983 0.993659979796473 -0.09133593462739452; 0.9627998906483556 -0.2855579662075048 1.0; 0.07393964970143475 0.0960178254259137 -0.12908764710482587; 0.9999999999999908 0.032893937427434 -0.9651903923118615; 0.9999995918343418 -0.9999999999999991 0.23517129914996548; 0.9999999999931879 -0.9999048209604192 -0.9999999999993638; -0.3765177402252404 0.9999992984345341 0.9999999999998258; -0.38794820421719317 -0.9999999999539296 -0.9558662252389238]
322,8171,300,-28.5153126788774,[-0.999999999999938 0.9999999999999322 -0.9999957236143895; 0.4855648793352596 -0.9663097522354387 -0.9999997813847865; 0.9999494355985237 0.9999999851398581 0.9999999999999988; -1.0 -0.9980485001097356 0.9999999999996327; 0.9999999999999992 -0.9999999999981768 0.9997971502736533; 0.8077824050350559 0.9999982108737981 0.3899398631673131; 0.9999999999998928 0.7349866805015874 -0.9781337163826939; -0.9998988911252698 0.9999999999996801 0.9999524952918672; 0.3955507760515208 -0.7989760594470017 0.929393197466756; 0.4026423529013065 0.9999779693083793 -0.9999999999991169; -0.9999828574460528 0.32443247107418705 0.9999999999976954; 0.9999999999980296 -0.9995512292951242 -0.7345940819317711; -0.9999999999981671 -0.9999999999990249 -0.9999999999999722; -0.9977397320468656 0.24779587794391356 -0.9895123019938372; -0.7701911287958119 -0.9999999999516213 0.33380697741646337]
