nPsoRun,n_iter,S,fgbest,optDes
152,7111,300,-28.478798004502,[-0.19736292344534417 -0.49143445071365727 0.027817479045264094; 0.999999999999999 -0.48462692194298457 -0.9999999999999994; 0.5032433638223908 -0.9999999999999993 -0.9999318864529904; 0.9462480025940362 0.9757546407619636 -0.28010722358830575; -0.9999999999999997 0.9999352950871451 -0.10256979061769157; -0.7653269250853514 -0.18081760094565874 -0.9848675556516396; 0.9980689806948214 1.0 1.0; 0.45522383396433214 -0.820039586118908 0.9999999999999987; -1.0 -0.9999999999999987 -0.9999999999999971; -0.9944559231684946 0.9999999999999997 -0.999999999999921; 0.9655213766143168 0.9999999999999998 -0.9999999999999998; -0.9999999999999973 -0.9999999999978694 0.7514928726409826; 1.0 -0.5175658208349281 0.7789050516300975; -0.28618012411167726 0.9996544679194588 0.9941446295709715; -0.9921882120141139 -0.26080615069191976 0.9999999999999986]
153,10000,300,-28.549428851639647,[-1.0 -0.20521096276497824 0.9999999999999986; -0.9999999999988576 0.07237813486567468 -1.0; -0.999999999999999 -1.0 -0.999999999996373; 1.0 0.9986724288628785 0.9999999999999979; -0.9999999665948861 -0.9999999999999821 0.9999999999999876; -0.9935184203615904 0.9999999999999833 -0.9590435904228601; 0.9997685811268485 -1.0 0.34032141115421227; 0.9999999999999687 0.9999999999999305 0.01070019778340818; -0.3340779106508832 -0.9999999999999988 -0.34794584392333855; 0.8430613310944736 -0.2440422706920549 -0.9996221585838456; 0.9616787933341748 -0.9999985956755627 0.9999999999999505; -0.07362267984349599 0.9304064452967782 0.919401257211942; 0.7553478531579954 0.9999999999995692 -0.999999999999948; -1.0 0.9999999999999802 0.9119567260504026; 1.0 -1.0 -0.99999999999999]
154,10000,300,-27.00372376629172,[0.39195329757200253 -0.9999963402908122 -0.9999999999999932; -0.0416430379096727 0.9999999999999951 0.9999999999999971; 0.9999999999760072 -0.009969118659458652 0.9999999999859607; -0.9999999999999846 0.7657734291251517 0.9999999999976648; 0.9999999999999994 0.9997605028345128 -0.9999999999994642; -0.9682046625647099 -0.7785568091846599 0.9999999999742923; -0.9999999995912248 -0.28739796802803147 -0.9999999998882525; 0.17320790418979895 -0.0660615056257612 0.03953594725367494; 0.9999999999999882 -0.9999999999998708 -0.311402325007601; -0.7808716013500467 0.727088938884469 0.0960352798241869; 0.0837279963269113 0.9987887640633283 -0.9999899162630039; 1.0 0.9999999999999015 0.19372800474519677; -0.9999999999999936 0.9999999999989986 -0.9999999999968513; -1.0 -0.9999999999999996 -0.12871550670669932; 0.6288502001701264 -0.9999999999989417 0.9999999999868733]
155,7321,300,-26.532092004930973,[0.9999545961415967 0.5493519692728693 -0.9999999999999947; 0.9999999999999999 1.0 0.7996444968650401; -0.9999999999999983 0.9999999999999953 0.9999999999999997; -0.9999999999999997 -0.9999999999999919 -0.9999999999999993; -0.9999999999999998 0.5309302604400129 -1.0; 0.9999999999999989 -0.999999999999999 0.2536118094593058; -0.9999999999999992 -0.9874246429491447 0.5948109861968198; 0.09452781435112108 0.9999999999999998 -0.9999999999999974; 0.9999999999999992 -0.9999999999999659 -0.9999999999999998; 1.0 -0.46257664744996885 0.9999999999979473; -0.12164650240764384 -0.8354385809739321 -0.7637334573756575; 0.22205395408667356 0.9986114585751293 0.9999905221757923; -0.3026737680793484 -0.9763551835222667 0.9775062670353787; 0.9918896985333753 0.10754732072262105 -0.09655925231917671; -0.9047749867750444 0.8873027213150857 0.14278543745149488]
156,8098,300,-28.220514262468885,[0.9999999999999991 0.9999999999999979 0.9999999999998747; 0.8732343015921349 0.3417010534147099 -0.9999998084256828; -0.9999999999999896 0.6782807018046626 -0.939727508421621; -0.9999999999999996 0.9999999999999861 0.9999999999999999; -0.9916529043721345 -0.9999999999999991 0.9999999999999933; -0.20629166569716645 -0.9717795935439595 -0.9995673958533877; 0.9999999999999989 -1.0 -0.8864310506290243; -0.9999999999999961 -0.9999999999999952 -0.9945174992136847; -0.7841903114727453 -0.20772181038389034 -0.18741289808382208; 0.9349147088192744 -0.32870916198386035 0.9999999999999837; -0.9999999999999999 -0.5505490545900499 0.96329957816706; 0.8721582246561025 -0.9999980729383334 0.2765325387504046; -0.5021640695287735 0.9993084840388714 0.6041003187727249; -0.5328950172135248 1.0 -0.9999999999999989; 0.9598637875367133 0.9999999999999007 -0.2845889319392397]
157,5689,300,-27.907492570772128,[0.31894878374691815 0.9990533532595797 -0.654129316055451; 0.9999999999999996 -0.813763052878863 -0.9999266846275738; -0.9999999999999956 -1.0 0.999999999999998; 1.0 0.02776452520969147 0.9999999999999978; 0.9983275550595191 -0.9999999999999989 0.9969625892049465; -0.28287027742559173 0.9999999999998953 0.9999999999999993; 1.0 -0.9841354653063459 0.03953373203803924; -0.999999999998095 0.06035497956818828 -0.9049307222284618; 0.9999999999999942 0.9851304276375921 -0.9999999999999992; 1.0 0.9999999999999972 0.5306396963417632; -0.7416052023612292 -0.6337453918976809 0.6850132608703584; -1.0 -0.9999999999999981 -0.8014442310596119; -1.0 1.0 -0.999999999999998; -1.0 0.9996708732970275 0.8748345226657227; -0.15402156010462417 -0.9999999999999996 -0.9999999999999994]
158,9126,300,-26.968268423104025,[0.2716415512221152 0.8577165306039154 0.9968722819317507; 0.9999999999999625 0.04056846871355957 -0.9999998172482065; -0.9999999999999999 0.999999999999978 0.9999999999999958; -0.7401986364355067 0.9998765597827232 -0.41145531779619876; -0.8297625567264753 0.9996182545279774 -0.9999999999999961; 0.9954354523934676 -0.16487106098001567 0.9997486948167561; -0.40892324847408223 -0.9999999999974607 -0.9999477263725285; 0.9999999999999406 1.0 -0.9999999989608291; -0.9999999999999406 -0.9598614942013984 -0.9999999999999877; -0.8949019783423761 -0.9999999999999006 0.06940821150927838; 0.9999999999999979 -1.0 -0.9218666056707859; 0.9999999999999897 -0.9999999999999792 0.9842967118870896; -0.9999999999997637 -0.9999999999999996 0.9999940235383303; 0.9999999999999989 0.9999999999999994 0.9999989238250484; -0.9765272189654639 0.10877201018079483 0.9408383459082715]
159,10000,300,-27.729370854968348,[-0.3438094169866827 0.9868754231790162 0.9030617797093422; 0.999999999969836 0.9999999999997754 0.999999999982214; -0.9999999999999324 0.9999999999998961 -0.9979735906520529; 0.999999999988487 -0.7149301732524734 -0.9711122275790643; 0.5232732885314644 -0.9994584101747771 -0.9999999999272727; 0.11820047000827381 -0.992073533667345 0.0881024854456257; -0.9999999999997349 0.999353371714103 0.5550951486241622; -0.9898846782883164 -0.16457646809770202 -0.9851665870148792; 0.7329907691182787 0.9981911488263627 -0.17107497226594165; -0.5205386596231425 -0.9820274511700304 0.9996494054379473; -0.9999999999969768 -0.9999999999987731 -0.9999999999999187; -0.9999999999973684 -0.9990524100598859 0.998960445879789; 0.5493042114599955 0.9998198092949664 -0.9999999999995974; 0.9999999999999999 -0.9999999999999678 0.9999999999999994; 0.9997306042367609 -0.22327631797323222 0.9965256622363544]
160,10000,300,-28.979532473319754,[-0.9999999985627037 -1.0 -0.9999999999999971; -0.9999999995802608 -0.9999999995188662 0.99999999999212; -0.7800444990594274 -0.9414427286665057 0.18067539979349884; -0.9999999999584788 0.9999999999996371 0.9992312115854487; -0.18830132039804465 0.9999999999999644 -0.9999864425337676; 0.9999999966628162 -0.999999999318026 0.9963714004698221; 0.9999999929953739 0.9999999999565354 -0.9999999998586966; 0.9999735394004067 0.9994200399915301 0.16112395072653923; -0.9999999999999954 0.9999997185828179 -0.24096630763688773; 0.999999999362106 -0.7883240965393217 -0.9999999932013118; -0.999990952322578 -0.02212958701829433 0.8339343509702748; 0.13796957454456943 0.9880443350469784 0.9999999996780975; 0.25943282468076617 -0.9991796001783078 -0.9999997852197058; 0.9927977951809633 -0.47792563621123707 0.956200387158947; -0.9999999522472629 -0.4035991434330784 -0.9967314617197142]
161,10000,300,-30.113153555222294,[0.9999999999999981 0.4093511335010674 0.9999999999999974; 0.9999999999943768 0.9999999996065648 -0.9999999999985649; -0.9088079737023945 0.9975096809169444 -0.43596689950991074; 0.999999999993162 -0.999999999991464 -0.9999999999997682; -0.9992736323654171 0.25112999975323624 0.9962622130515674; -0.9999998400791382 -0.9999747326665811 -0.5515505529377662; -0.999999999996827 1.0 -0.9999999998682408; -0.9999999999998751 -0.9999999999999952 0.9999999999996685; -0.9504255253303375 0.9999999999124077 0.9999999999979906; -0.04337666156022225 -0.7942654284072563 0.941977922254812; 0.9999999999998193 -0.9999999999781195 0.9999999999999997; 0.7055488444886417 0.9999999999999908 0.7478470023842999; 0.8432602939934577 -0.9744014616427538 -0.13205672789016965; 0.7413531919735918 0.5229015876373636 -0.9877844383036167; -0.4231512805407437 -0.9999171457408091 -0.9999999999018576]
162,6040,300,-27.583889271476835,[-0.99949294482084 -0.9999999999999879 -0.4213800070321983; 0.9999999999999936 1.0 0.9999999222329629; -0.9999999986841056 -0.9999999999999978 0.9999999999999992; -0.22516882352825318 0.9069404298769278 0.9999999985936405; -0.9999999999999996 -0.8461588517916481 -0.9999999999999942; 0.9685256025295097 -0.36035628368272427 -0.9999999999999988; 0.9999999999999996 0.9999999999999989 -0.9998377323893097; -0.9687135252915369 -0.3147843519403327 0.6442622243728003; -0.9999999999999992 0.9999999999999957 0.9999999999999997; -0.9999999999999672 0.9984494293163372 -0.03939522430322269; 0.08108277939587297 0.9997571155311856 -0.929361701985464; -1.0 0.9999999999999868 -0.9999999999999994; 0.8176770923672856 -0.9999999999999907 0.9999999999999932; 0.9999999999999 0.07289642092994106 0.9923229334940213; 0.9998153763914638 -0.9999999999999994 -0.28013403725168784]
163,9321,300,-29.45755998333344,[0.9996391156609605 0.18170371069106359 0.9999999999999877; 0.3479526034846617 0.9999999999999998 0.9999999999999999; 0.9999999999999921 -0.9999999999999994 -0.9956431529327483; -1.0 0.23633306307004387 -0.9999999999999997; -0.9866301496586944 -0.9999999999999998 -0.9999999999999977; 0.06275329843977832 -0.9999998394094016 0.9999999999999996; 0.7288119764657797 -0.4608470298928363 -0.96389899554448; 1.0 -1.0 0.9998677951325834; -0.9999999999999978 -0.44838523084614734 0.999999780899111; -0.9999999999999977 0.9000439411620839 1.0; -0.9731053395832882 1.0 -0.3830479427891383; 0.9999999921304584 0.9999995112510431 -0.48225965089204714; -0.9999999999999999 -0.9999999999999969 -0.11968016835216426; 0.05015063157882175 0.3689463703575711 0.1032129787321486; 0.910921680635892 0.999999999999998 -0.9999999999999996]
164,7340,300,-26.243768009668326,[-0.999999999999999 -0.999843617962791 -0.9999999999994927; 0.9999999999999999 -0.06573057377859048 -0.9998778350287482; -0.1661082764915269 -0.9876879769479762 0.9999998447027824; -0.2881472323365971 0.9986488385129969 0.9999999373988507; -0.0830995792298159 -0.9999999999999987 -0.9999999999999558; 0.997241198331377 0.9999999999999969 -0.9999999999999983; -0.9999999999999981 0.8716224180032807 0.8789826286568662; -0.2270520572888258 -0.0823677040428527 -0.9164101360682912; 0.9991140637890263 0.989957968569563 -0.08403448972563536; 0.9572874898638296 -0.9999762827403329 -0.16743603333250387; -0.9999925773784626 0.546365170512273 -0.7277020787733767; 1.0 -0.9763178277072706 0.9999999999999745; -0.9999999493090667 0.9999999999999992 -0.999999999999986; 1.0 0.99999294010311 0.9999999999999986; -0.9999999999992459 -0.9999999999999772 0.9345624194130139]
165,7580,300,-28.338848546537697,[-0.9999999999999969 -0.999999999999999 -0.9999881381719822; -0.999999999999999 -0.9999999999999967 0.9876472433580854; 1.0 0.5838338404643949 -0.9999966992887648; -0.994136777691125 0.9793027162534077 0.22730114960660625; -0.9999999999999934 0.9999999999999741 -0.9999999999999977; 0.918835733699177 0.6309967798485797 0.9999831394700154; 0.9999924701697445 -0.9988764537179846 0.9999999999999942; 0.9999999999999997 0.9999999999999999 0.2928646350773708; 0.06211758847742848 0.7958454464630366 -0.9938748573113655; -0.2503504201150599 -0.9999815017801269 -0.8070843320826513; 1.0 -0.9999999999999885 -0.999999999999989; -0.9999842158443397 -0.10642354086425654 -0.8669800973135446; 0.9999999999792198 -0.9939379543627606 0.12120978781881941; -0.9999927162581279 0.9999999999999993 0.9999999999999984; -0.9999894904984286 -0.45029099104822723 0.9925308227907156]
166,8792,300,-27.972289947369408,[-0.9864697064290032 0.0647464322641639 -0.9870249510004112; -0.9999999999998552 1.0 -0.9999999999999994; 1.0 -0.7010551808240996 0.9976233572322977; -0.9707907908970502 0.9977337262348807 0.3990292763187426; 0.9053202842459873 -0.5004326568954377 -1.0; -0.9968428709241721 -0.31105497103386814 0.9667307477249769; -0.9999999999999973 -0.9999999999999999 0.9999999999999992; 0.9968548396587786 0.8466030717121076 -0.2510740447197434; 0.2978973588796435 -0.8112307846228735 0.9890492121441838; 0.04615546899266729 0.992748942776795 0.9597331632802079; -0.9999999999999999 -0.9999999999999909 -0.9996763226182654; 0.9999999999999999 -0.9999999999999956 -0.7779855521614798; 0.7904826708364694 0.9999999999999989 -0.9999999999999991; 0.9977636793813418 0.9999999999999998 1.0; -0.5774476584163901 -0.775421571099068 -0.44863236515557864]
167,3299,300,-28.70223821725758,[-1.0 0.9999999961082467 -0.9999999923342104; -0.11096043234238133 -0.9999861335205923 0.9476840448069836; -0.777233052929948 0.9999949697231038 0.9999999999658221; -0.9999781329092297 -0.935982452025428 0.09443141659854824; 0.9999999990820523 -0.999999999524535 0.9999954211365846; -0.993467145986071 -0.9999999988625037 -0.9999999887964587; -0.9999999998548027 -0.9999999308582137 0.9999999971243275; 0.9999999999798354 -0.26726132227780947 -0.9999999955633218; 0.9113744521798569 -1.0 -1.0; -0.9998071938185289 0.9999999897182288 0.33688724764326844; 0.9999860537163717 0.9999999950584217 0.9965190243321217; 0.9999999999890982 0.9999999999364838 -0.9999999984717773; 0.9999999999980888 -0.001373948793293311 0.9939276829352868; -0.824340097241051 0.10708464102271986 -0.9998251783733052; 0.4787945913290112 0.99999999999214 -0.4101367960613687]
168,10000,300,-27.19842123394344,[0.9999999999991027 0.9872880492953388 0.9999999999999966; 0.9999999999949857 0.9999999999992534 -0.9999999999999881; 0.9999999999998577 -0.9747041296486268 0.9999999999998809; 0.991318487132014 -0.8812920658551777 0.14117775378354333; 0.9983458414782567 0.999999999998846 -0.01216258673157572; -0.9999999999998245 -0.7324981159758645 0.9999999999996024; -0.9986306934467941 0.2920009586098663 -0.9994158329744319; -0.99091338914494 0.9999999999995052 -0.9999999999994587; -0.9999999999999483 -0.9999999999966867 -0.9999999999996783; -0.9999999998648499 -0.9999995956210462 0.04005106855114013; -0.2829066322119013 0.9792492080906035 0.9815589562894754; 0.9990050949792332 -0.9999999999999263 -0.9999999999948316; 0.9993254931536184 0.12033440629344834 -0.999998405477129; -0.9999999999924469 0.99889551953122 0.9999999453411529; -0.0139632355124437 -0.9998584589830926 0.8120681493861919]
169,3029,300,-28.904875195248607,[-0.999755691267612 -0.9836251303001939 0.054610634401597906; 0.9999999976294404 -0.9999999997418005 0.999228257527329; 0.9999999999911003 0.9169878729388304 0.5796605264277616; -0.842542052775881 0.5531078576670194 0.9999999998114008; 0.8774009526216408 0.9999999996593611 0.9999999996753318; 0.3457884215861361 -0.849404842900006 0.9961666033895111; 0.14636516241029673 0.9917649590850003 -0.5029714661430154; 0.9999999996210016 0.9999999999950391 -0.9999999981938109; -0.9665069910902381 0.05079596023043137 -0.9943974889320708; -0.9999999992495542 0.9994887391561661 -0.9999999998702624; -0.07915311566021631 -0.9999999986795644 -0.9999999999693571; 0.9999976097909281 -0.09541096309320056 -0.927022064803253; -0.998973838776978 0.9999999976608559 0.3235755837746374; -0.99999999964912 -0.9999999992841365 0.9974794019344704; 0.9999999999941341 -0.9999999997637824 -0.9968691833402384]
170,8334,300,-27.939159067441107,[-0.9999999999998243 -0.9999999999995031 0.9999999999663362; -0.9999999999998784 -0.9999999999999855 -0.9999999999919694; -0.40208658704308825 0.9999999999999822 0.9999999994200279; 0.9501323530678707 -0.33338393611792005 -0.9999999999973832; -0.9999999999981132 0.48223883812688856 0.9514125842270211; -0.7913274333700431 0.9999999999999991 -0.9873082798343668; -0.10936974434272374 0.07902003416307207 0.15674957200567827; -0.9999999999999744 0.415457270600025 -0.9999999999983455; 0.9999999999956143 -0.9999999999999875 0.7907218985851087; 0.9999991699321533 0.9999999999999967 -0.999999999999428; 0.9999999999999999 0.9787835433184513 0.1854767069370487; 0.9999999999996656 -0.9999999999994784 -0.8408861704606297; 0.3031448953557816 -0.9862256336629792 0.9999999999996383; 0.999999999999492 0.9899311999749121 0.9999999999981278; -0.7621274126774866 -0.9999121295531999 -0.19853052177929395]
171,2049,300,-27.53728583778262,[0.8653612838630167 0.9999949420665567 0.9999979085523036; 0.9999983717841294 -0.4901079988650273 -0.9999997744580735; -0.9893775457235467 0.9853635975188342 1.0; 0.9999999556204799 0.9020862637373025 0.12287204164449916; -0.345207889180425 0.9999923920423311 -0.9045268303153426; -0.9999735679484301 0.20030927556967415 -1.0; 0.955123361553666 -0.5620872647424807 0.9999841485338513; -0.004936244594093061 -0.9999634431163862 -0.9999644349940975; 0.09363192633568473 0.16528025952205866 -0.5647689501822244; -0.8149105797500508 -0.7959437011265509 0.47528864361733364; -0.9999559821806924 -0.9996352646988647 0.9999821277426709; -0.9999972947056274 -0.9999938877618959 -0.9999956230423619; -0.9999999837775224 0.9999936424689497 0.23250370648093358; 0.9577882438317077 0.996029439369472 -0.9999954265376926; 0.9999988327368253 -0.9999997597538146 0.3365939731119431]
172,7341,300,-28.422597104870125,[-0.999999999896523 0.999999999969023 0.16933437368208692; 0.9999999999994146 -0.18833704968032614 -0.9999999997464291; -0.9999999999932477 -0.9997028704277952 -0.999999999998197; 0.9999999999944787 0.9999999999532263 0.9999999852378469; -0.5133718030642123 -0.6416050990032451 0.924362482500806; 0.8789199402351948 0.8388138530037773 -0.07386541332212063; 0.9999272394213944 0.9999999999772865 -1.0; -0.9999999999926759 -0.9999999998241261 0.9999999997608713; -0.9780491211263885 0.04703943604896153 -0.984487327951762; 0.9995015087405453 -0.9445517686637845 0.36022879217621284; -0.6259098182241067 0.999835206041593 -0.99999999999991; -0.9999999999999971 0.8864021582635222 0.9999999999999993; 0.03560184728215458 -0.9999999999882456 -0.9990767397123966; -0.02302086100783485 0.99981898193234 0.9992589187055512; 0.9901061796500636 -0.9999999999989395 0.9999999999993999]
173,10000,300,-28.029001987173206,[-0.9999999999956595 -0.9999999999455307 -0.5014468748838009; 0.03773722950108543 -0.984524780977908 0.9359993710302288; 0.9780819304305004 0.1683920664680518 0.8033320768037793; 0.9999999999694194 -0.9999999999999188 0.999999999980828; 0.9999999999981138 0.9999999999999947 1.0; 0.9999999999965163 -0.9889782190414835 -0.2728392442556161; -0.9999999999893094 -0.9999999999968947 0.9999472750852887; 1.0 0.9999999999987443 -0.505603538748739; 0.054780589606667665 -0.9999999999867814 -0.9999999999938292; -0.9698213556113117 -0.07645055008439555 0.7555136830135261; -0.302192023126929 0.9502133627546389 0.9975939469207619; 0.9999999999998977 0.3286992472701229 -0.9999999999999968; -0.9745956772314918 0.9999991496676258 -0.5206904824874086; -0.9999999999978354 0.9999999999982843 0.9999999999980358; -0.9999999999999704 0.30919283517541984 -0.9999999999999911]
174,10000,300,-29.218419909725903,[0.5247395148182771 0.9999999999999994 -0.6860652407957273; 0.8888174560621035 -0.9998832622206696 0.03813048850049057; 0.9521643337531656 0.31052509567954983 0.8763273828375111; -0.9999999999962165 0.9999999999999815 0.4723275450680877; 0.9999999999999984 -0.9999999999999989 0.9999999999999718; -0.9999999805652754 -0.9999932181198464 0.40907816240722356; -0.9999999999999977 -0.9999999999999786 -0.9999903162855778; -0.9999999999999937 0.9999999999999992 -0.9999999999999944; 0.0010180116244325127 -0.9951771782439127 -0.9999999999999931; 0.9999999999999948 -0.3308692377219717 -0.9999999999999344; 0.9999999999760038 0.9999999999999871 1.0; -0.9790020735938404 0.8663571279128125 0.9999999999999989; -0.38114028889866386 -0.9839952547732318 0.9999979311844374; -0.6483199075629915 0.2619260236986794 -0.9607749526267907; 0.9999999999999994 0.9999999056063894 -0.9999999999999999]
175,7499,300,-27.303989950215648,[0.99999999725842 0.9999999999999933 0.9999999999999998; -0.275143133249521 -0.9478346822729999 0.9998786833169815; 0.30438992732518205 0.9987746040525578 -0.919556266605235; 0.8983706999559744 0.4559579541289133 0.9617079201724684; 0.9999999999999971 0.7877424904801207 -0.92459130781808; 0.9999999999998116 -0.9999999999999996 -0.9999999999999973; -0.9999999998908625 0.999999999999986 0.9999999999999982; -0.9950936106681801 0.9999999999999974 -0.21201929474018216; 0.9999999999999991 -0.9999999999999992 0.9999999999999939; -0.3444702237287418 -0.8559063809234644 -0.842567585511128; 0.9895665994910758 -0.9999781620962639 -0.2133189611620945; -0.9999999999999959 -1.0 -0.988133045948137; -0.9999999999999982 -1.0 0.9744680930798773; -1.0 0.8059289112869906 -0.9999999999999998; -0.9913597992548444 0.2648834182159682 0.9999037650455507]
176,1415,300,-27.16185480118339,[-0.23447348983661537 -0.99928663199776 -0.9860271180828408; 0.9401386280223886 -0.20394517586146538 0.7572939422977683; 0.9666075738354639 0.99998656461528 0.9999996557318727; -0.9999990688893099 0.8554142469406132 -0.030712356856022967; -0.9999992778306422 -0.9999581143919675 0.9999311929040592; 1.0 0.9999872331901208 0.2581167302021708; -0.9735678966053086 0.9999999968567861 0.9999996039944086; -0.9918198369113803 0.04918758153112308 0.9938625877218394; 0.9999998417267948 -0.999997273670289 -0.9554157159117902; 0.029675275441426185 0.9996999302575926 -0.9567134758190172; 1.0 -0.023617584935588968 -0.9999949375953906; -0.9999992888036964 0.8926200945433428 -0.9999994103756489; 0.9999956082034049 -1.0 0.9999999999963877; -0.3422382395864401 -0.9999975366152973 0.9995967712391062; -0.9999994036073803 -0.9999991239590202 -0.9999932563185241]
177,10000,300,-25.500513176540995,[-0.9817577116473468 0.8988649845983552 -0.9999999999998576; -0.9999999999993279 0.5071904381527867 0.9999999968904887; 0.9999999999999497 0.9999997412165488 0.999999988308852; -0.4734683593287005 0.9999999999038032 0.9999999999824651; -0.22318171774199988 -0.9749350902510945 -0.4579310442861922; 0.8484553008508875 -0.5221367022501322 0.9999999999999997; -0.9999999993819394 0.9747974057672811 -0.2707556094802555; 0.9999999999982161 -0.9999999999999933 0.13259914455668323; -0.9999999972486631 -0.9999999320315112 0.14252345926675072; 0.999999999999579 -0.9999999896281127 -0.9999999999958306; -1.0 -0.9999999999926648 -1.0; -0.859950620997108 -0.9999999895541659 0.9999999591816002; 0.9039052620042316 0.8611909948737169 -0.09180682544436974; 1.0 0.9999999999990542 -0.9999999999998719; 0.810343304732294 -0.31250058041566153 -0.9999999817470613]
178,6393,300,-30.327761057970957,[0.4857817093133168 0.9890072255898698 -0.6875881706338764; -0.2076432384857494 -0.9166928468825981 0.9950774083111694; 0.9999999999999996 0.9999999999999994 -0.9999999999999992; 0.9975733725357022 0.2353621168570978 0.7268764515005836; -0.9999999999999992 0.9999999999999979 -0.9999999999999489; -0.9999999999999992 -0.9999999999999916 0.9999999999999992; -0.9922312933594295 0.2878405429008899 -0.9999947017039782; -0.40704396755019695 0.9999999999999997 0.9999999999999997; -0.9999999999999949 0.5207650547730067 0.8292710634181253; 0.9999999999999997 -1.0 0.9999999995731426; 0.9977766577107534 -1.0 -0.5181599707160576; -0.9159229996294179 -0.9998945417662465 -0.3162284833357216; 0.8723646472702304 -0.4828164472795698 -0.9999999987460815; 0.9999999988450783 0.9999999999999991 0.9999999999999913; -0.9999999999999701 -0.9999999999999999 -0.9999999999999976]
179,10000,300,-28.18670996046602,[-0.9999999983551857 0.9999843541623123 -0.9999999999085194; 0.9999999999999994 0.9999754363422295 0.9999999988411272; -0.9720635567105376 0.999999940113275 0.9999999995021075; -0.9999999983985873 -0.9999999993679204 0.9395275939976193; -0.9999999780862889 -0.16645113051154276 0.9999999997950705; 0.9999999999998938 0.9999999991850037 -0.9999999984519266; 0.35528973675334097 -0.9999998212983067 0.9931968601371918; -0.9999999999999685 -0.9999999933350412 -0.9999987663942692; -1.0 -0.4502267580978272 -0.7698424384191794; 0.8554908724148677 0.9257276620995948 0.4758390799475235; -0.999999931218113 1.0 0.14277053471710618; 0.9820229868812228 -0.2674447196173346 -0.9999999061251659; 0.9999999632609472 -0.9999999998348175 0.999999999943132; 0.9999948287922491 -0.9999999987070273 -0.9894863578909435; 0.0696737885675359 0.9410328352886101 -0.9999999973361228]
180,7478,300,-26.71207629162002,[-0.9999999991904963 0.9999999999999993 0.4155828132075319; 0.9999999998715623 -0.9984561514414468 -0.25246172465372246; 0.9995571745640486 0.9964019954293099 0.999999999999996; 0.9999999999999963 -0.9982188771013355 0.9999999999999882; 0.9920902935153983 0.9996109504317753 0.2783052667621815; -0.014940620731336724 -0.9996618218804444 0.996889917531323; -0.9999999999999967 0.9999999999999917 -0.9999999873567891; -0.9999886159011386 -0.3057166379461293 -0.9999999999999984; -0.9079669381462476 -0.9999999999999999 -0.999999999999999; -0.999999999999999 -0.9999999999999997 0.9999999999999135; -0.9625074829870758 -0.6117130795805628 0.18128704293209102; 0.9986734828609575 -0.9999999999841117 -1.0; 0.12691670659429727 0.8483479300679103 -0.9612231095212183; -0.991722316234154 0.3234361340508346 1.0; 0.999999999999995 0.9988817521985206 -0.9999999999999807]
181,10000,300,-28.086119840514822,[-0.9995775882364536 0.9964138923845258 -0.3665370306308209; 0.9999999999999767 -0.9999760917102988 0.9999999999999976; 0.9943275716475339 -0.5106335660263124 -0.40452159966768; -0.9999999999999749 -0.9999999999999913 0.9989926985588249; 0.999999999999993 -0.9999999999990614 -0.9999999999999999; -0.7883239168914671 -0.11234254638210026 0.8983978319297228; -0.9999999999999983 0.999993002150832 -0.9999999999999647; -0.9999999999993631 -0.9999999787852819 -0.9377772956842336; 0.9999999999982078 0.6783816410738648 0.9999515471313429; 0.2320443031467244 0.9884587300909908 0.9270410781736057; 0.7806818947893669 0.7548660595300424 -0.9999999999998052; 0.9999999999990908 0.9999999999468131 -0.45296825700636434; -0.3006985990707124 -0.9993988924229606 -0.9999999999999976; -0.9999999999999998 0.9999999999999976 0.9999999999999977; -0.09689786052240928 -0.9999999999998354 0.9985814803161672]
182,803,300,-27.611058555431715,[0.9999383234057542 0.9992186176067617 0.9989621425146821; -0.9999993463951251 -0.9999971654139124 -0.9998971756789408; 0.02452322442174341 -0.8897703984360581 0.999987622873473; 0.9999991078455246 -0.9999999999991601 0.9999987874065085; 0.9736468557309388 0.8932643878609066 -0.9998911011278159; 0.9999768733258144 0.9999025027717933 -0.5019333170913711; 0.7039607122841586 0.21972649726622479 0.9722694362630743; -0.5251010037099056 0.9997304918613946 -0.467941700216479; -0.9999998493294598 -0.9999999945026372 0.9999848356467559; 0.9996465601977202 -0.9999536698960773 -0.39032509713857283; -0.9999992090205612 0.12660661537128712 0.9999910884769313; 0.8792547914395038 -0.9998003585276168 -0.9999387632975913; -0.9998587969852633 -0.1793833450885655 -0.9994814497849087; -0.9998799334180578 0.9999522322626142 -0.9999743752698669; -0.7476409871534413 0.9999332200010657 0.9999755220472412]
