nPsoRun,n_iter,S,fgbest,optDes
135,896,300,0.5178398154543487,[0.06898370023811094 -0.27918114761520507 -0.9999669043251296; -0.999999421778404 -0.6577506976640727 0.9999952005337499; -0.9999818726348431 -0.9999872094925354 -0.999507183306585; 0.9999542773578508 0.1810863458648472 -0.12008857582295644; -0.010856663186347782 0.34533053803341046 0.22519176791424464; -0.999987000169287 0.9999979397456281 -0.9451238912268354; -0.9999893072617485 0.9994790743357239 0.9995519393627077; 0.9999983759260261 0.999993647898817 -0.9690431920721683; 0.9999659172713448 -0.5615021484485964 0.9999906430997885; 0.9999399222422795 -0.9999925166698076 -0.9999236900103656; -0.999971185284208 -0.006331150536273962 -0.10254855306370596; -0.07630858214281079 0.6166007696359541 -0.9611308783099253; -0.041648053975042114 -0.9998811971279195 -0.1343415147439902; 0.8869718668031606 0.9997057494413375 0.9999719826033279; 0.13878839493585624 -0.9999115053882714 0.7712253616755022]
136,5745,300,0.4802308308428947,[-0.9999999999334387 0.9999999738322153 -0.9999999999863374; -0.5647278032011209 0.05931232076477001 0.006841994549545866; -0.9999999999688475 0.999999995264963 1.0; -0.13550385452220431 -0.9999999999997908 -0.013304962967280053; -0.9999999999896041 -0.9195172405615067 -0.9999989867433651; 0.999999999658758 -0.01428765649306236 0.006469829343369232; 0.9999999602014341 0.9999999999908223 0.9999999997062587; -0.9999999999915588 -0.910045870025189 0.9991340718810767; 0.9234478966077196 -0.9999999999980563 -0.99999999998785; 0.9237723395565145 -0.9999999999751669 0.9999999999998014; 0.00384500857117844 0.0039823695697464604 0.9999999999998258; -0.04102938450216822 0.9999999999641663 -0.00028884318390927594; -0.005896769300426869 0.035846779861253876 -0.9999999999875888; 0.9999999999883542 -0.06512048774442508 -0.006897076208078164; 1.0 0.9999999999372307 -0.9999999998409841]
137,4134,300,0.5125997734659176,[0.600824188816865 0.9999999998260614 -0.9853400388637352; 0.9999999996047395 0.8292798247390768 0.71619085936994; -0.5185441497703851 -0.8459827601176585 1.0; 0.03441229520232735 0.014732625383004174 0.02086988921566064; -0.9208879100997365 0.23612477318506928 0.053056991645079724; -1.0 0.9422060667088115 0.9999999926734596; 0.05138570034744988 0.9999999995398965 0.8661066237080537; 0.12199542581524697 -0.9999999999309813 -0.9999474687008074; 1.0 -0.9999999977952378 -0.2187584489414079; 0.02926085294524397 0.02241360705666806 -0.007538827055972116; 0.9999999999765169 -0.09739362311979392 -0.999999999470199; 0.9828103261802106 -0.7305512230430372 1.0; -0.9999999678228199 0.9999999310887017 -0.8536662566749521; -0.970463689660079 -0.4304704313641033 -0.9999999999555743; -0.9999999968516817 -0.999999999985249 0.039525504758967406]
138,2992,300,0.5207770872503014,[0.9999999875415988 0.9999999823725076 -0.5396944605014092; 0.8471747766496636 0.9999980876906733 0.9999993576597883; -0.6364119852572396 0.9999999999978887 0.9314153958057368; 0.9999999892472266 -0.9999987725960444 -0.5742007598934802; -0.6782228587247038 -0.9999999957905761 0.8548646818983121; -0.9999999860716965 -0.9595862470594326 -0.6123150160540377; 0.011515850449515547 -0.9999988828332349 -0.9999980791442595; 0.3756017746463909 0.44909659181171147 -0.9999998130454426; -0.05439292085860613 -0.07233106933829868 0.07632969834034224; -0.9999998687434741 0.057011989710868335 0.9999993232496147; -0.9999999986903106 0.5411779153412699 -0.9999994031043481; -0.658665048934945 0.9999984567219633 -0.23949139644326695; 1.0 -0.08283148564546687 0.3992722002999995; 0.8321785183000036 -1.0 0.9999999474675305; -0.0373280705174066 -0.036828961052585 0.09067717816420859]
139,2150,300,0.517198682386401,[-0.9999999750487074 0.9803404903050272 0.9999998722594676; -0.9999999390354327 -0.9999999952002059 -0.9999945567408655; -0.9999999803749033 0.9999993184017564 -0.15299427688192485; 0.9999999975743589 -0.05454954402282971 0.1548101426846504; 0.9999994965153933 -0.9999974584631544 -0.9999971710660418; 0.11224219542103325 -0.07059038690109305 -0.4664755686060433; -0.4521462900064898 -0.07286615570809378 0.08575069301899176; 0.9999999695975011 0.9786745021757693 -0.9925312851583102; -0.19613366678442468 0.9999953336061338 -0.999996702437661; -0.9999989825892763 -0.9999992463310203 0.9999999913393683; 0.07281046640392778 -0.9999999999821989 0.061192716069815786; -0.9999992287991195 0.3477213090734193 -0.9999999399386149; 0.9999999846160504 -0.9999999977410269 0.9999992221117593; 0.9938774595080723 0.9999999759549872 0.9974059091007665; 0.08868460442669293 -0.006887516970075896 0.9999999821612026]
140,3873,300,0.44734508310549737,[-0.9999999978821581 0.9999999996971938 -0.9999999928154133; -0.9999999425908691 -0.999999999998554 0.9999999888663551; -0.9999999991822658 -0.9999999977332935 -0.9999999613245714; 0.9999999728153314 -0.9999999905532042 -0.9999999981761418; 0.9999999967199463 0.9999999964775356 0.9999999992403823; 0.0113657248921044 -0.9999999999994689 0.006128058708504154; -0.021226921606218318 0.0021984867817235257 0.999999999144322; 0.9999999899807765 -0.0036011392612898697 0.0026641559943602388; -0.9999999999771378 -0.012744584590934143 -0.027355719403704154; 0.9999999862208084 0.9999999965095538 -0.9999999805075599; 0.9999999951258197 -0.9999999998017235 0.9999999455250116; -0.9999999939362876 0.9999999915474632 0.9999999696923966; 0.0011782791054511233 0.9999999982800779 0.02041392943745094; 0.0051386874166217235 0.003081119644805141 0.00381785210785847; 0.00975856803903948 0.01569144901469135 -0.9999999952470292]
141,3590,300,0.49196128940101047,[0.44806427592091663 0.13357004560894392 0.6708638754842609; -0.06207830313611724 -0.012848901470407537 -0.022864494488324092; 0.9999999999874328 -0.1930637698125767 -0.99999986120962; -0.9999999997468727 -0.9999995087161574 -0.24197537208016495; -0.6147108437607821 0.9999995642591702 0.9999960495624727; -0.9999973539200782 -0.38695764302073127 0.9999795904197115; -0.06703157753652154 -0.0077823765195386965 -0.025165584321596896; -0.09309603045267636 1.0 -0.9999996131691617; 0.9999999991797065 0.9999752255185825 -0.2708578144356932; -0.9999990269391162 0.9993955426523438 -0.22585521546713663; 0.9999987740661203 0.742855882152137 1.0; 0.08440711148804339 -0.9999986159285171 -1.0; 0.244326339812002 -1.0 0.999999661175287; -0.9999999997189649 -0.03609598203903811 -1.0; 0.9999992155395931 -0.9999998386217976 0.01706265444446441]
142,1964,300,0.44756902322406483,[0.9999999989040741 -0.9999999871189742 -0.9999995276082687; 0.9999988395166418 -1.0 1.0; -0.9999935732450288 -0.010331277583608139 -0.003574766858285144; -0.9999990958105055 0.9999994307164319 0.9999999820799931; 1.0 0.9999932182898837 -1.0; 0.9999925912908335 0.9999930683560039 1.0; -0.9999992593864686 0.9999997596297819 -0.99999920807423; 0.9999999812351892 -0.008801495730633309 0.04855093486120835; 0.027725626570035394 -0.02795289237640381 -0.9999990825357565; -0.02418510660469449 0.04373533996279571 0.999999539320883; -1.0 -1.0 0.9999999430958025; -0.003332692976634745 0.9999975701060468 -0.05876552833715962; -0.0028871447868452317 -0.9999999120528277 0.01316039173710875; -0.9999998780194593 -0.9999972754655045 -0.999998293700938; -0.0059087556430884695 -0.0030121985401804705 -0.0005313968221688309]
143,3237,300,0.5069304719026696,[-1.0 0.9999999999998974 0.9999999999993574; 0.9999999999872556 0.9999999999999961 -0.9999999999983297; -0.10314759841590904 0.09793513681708374 0.07951953630960476; -0.08336397457073641 0.9999999999985384 -0.049360795233857176; -0.9999999999915771 -0.23554894977723986 -0.10486547854684537; 0.99999999999909 -0.31192361778751365 -0.4196574812368245; 0.9999999999921849 -0.9999999999999645 0.9999999999944521; 0.27660107491777913 0.13937893036730928 0.9999999999979979; -0.6824093194910251 -0.9999999999980232 0.9055320028526855; 0.27601527165694023 -0.9999999999980996 -0.5645200110192422; -0.9999999999986322 -0.9999999999999991 -0.9999999999999978; -0.9999999999760918 0.005678905290744123 0.9999999999941865; 0.9999999999999958 1.0 0.7698647703266069; 0.12775557517329977 0.09728303720239809 -0.9999999999970017; -0.9999999999922751 0.999999999999879 -0.9999999998924127]
144,1793,300,0.4474550108019633,[0.9999996517551557 -1.0 -0.9999994403523218; -4.0766184255804816e-5 -0.03614283542259984 -0.9999999940405258; 0.02589060644816552 -0.00884308954911253 0.9999999853187443; 0.9999999579362625 -0.9999998188056755 0.9999999613279118; 0.0061534956479467415 -0.99999988595923 0.017319766733805822; 0.999999939315117 0.04255165091882965 -0.0177524087515339; -0.999999962377017 0.9999997118266498 -0.9999995812990049; 0.9999997536260182 0.9999989213035295 0.9999991603550235; -0.0341730673079466 0.9999999388296871 -0.008326212364607689; 1.0 1.0 -0.9999999248924756; -0.999999878615581 -0.9999968256082556 0.9999997211755175; -0.9999999015446221 0.003540161631855935 0.009680618569435428; 0.0012588830593734865 0.001939882475165813 -0.00246440764651662; -1.0 1.0 0.9999985625799821; -0.9999999431297703 -0.9999998980798678 -0.9999999857277172]
145,1623,300,0.4474729931792133,[-0.00033310771710245865 -0.04532649291010546 0.9999999690727592; 0.029960788601303443 -0.00824260625661723 -0.9999999991319312; 0.9999962204414141 0.999999883441909 -0.9999999762293781; 1.0 -0.9999999740042007 -0.9999997029722096; -0.028213910283616004 0.9999999931944907 0.023267508901303694; 0.9999999444886625 0.04048451497908198 0.010083238757848695; -0.9999999934234898 0.013388979601238665 -0.020485396015516466; -0.99999966418621 -0.9999971802035464 -0.9999999467527496; -0.0007818960444548425 -0.9999999818492743 -0.01372241919465922; -1.0 -0.9999996676257543 0.9999976894342878; 0.9999999337908987 0.9999998528562737 0.9999999552627933; -0.9999999901513608 0.9999998720183415 0.9999999835887592; -0.9999999566821008 0.9999999207038083 -1.0; 0.004784963704781414 0.0040384696615937 0.0006861655542316086; 0.9999994528579079 -0.9999996386144165 0.9999999738359049]
146,2873,300,0.44750415608412053,[-0.9999999980203125 0.026193131174047743 -0.02658285939661204; -0.9999991945839459 -0.9999997575878726 -0.9999989407158627; 0.02886250445534602 -0.9999999999419374 0.025510000043905506; 0.9999999652120853 0.9999999725389643 0.9999999994194079; 0.0051734098983646755 0.0027241385698431927 0.006148456032454182; -0.9999999999818016 0.9999999950856866 0.999999862920488; 0.029157039605963463 0.9999999871781964 0.00925972642698755; -0.038285057219330974 -0.017101473957415476 0.9999996414496709; 0.9999999955122933 0.02562330005349008 -0.006668935231231231; 0.9999999999902464 -0.9999999855008982 -0.99999999651733; 0.9999998960979536 -0.9999999531913023 0.9999995292745039; -0.9999999618173963 -0.9999999525454263 0.9999998705929641; 0.9999915312448386 0.9999999630044338 -0.9999999999472218; -0.9999999869194688 0.9999999731338726 -0.9999999988351099; -0.01788139707840302 -0.033725495009954476 -0.9999999995223793]
147,2610,300,0.49464392309562255,[0.005415498846663959 0.9999994632956216 -0.9999999695415592; 0.9999900043160076 -0.999999949467601 0.9999960033057088; -0.9999995245969304 0.38630198597764964 -0.9999998172267014; -0.9999999125041633 0.9999999938249088 0.008331976912060016; -0.00012479147767735805 -0.13762111523721746 -0.0026110890980944124; -0.9999998976315396 0.3872320911917658 0.9999996684195696; 0.001866058040490825 -0.1342059110621982 -0.002834070795813455; 0.9999999898709484 0.9999997712246245 0.005691074321810941; 0.9999998972932921 0.3875568442670287 0.9999938673587103; 0.9999994552213325 -0.999999999991197 -0.999998646282698; 0.002084823623168731 -0.6707197024498287 0.004410262500258088; -0.9999894904771791 -0.9999998152805348 -0.9999999595111011; -0.9999999932743641 -0.9999995264125159 0.9999998211546792; 0.00043201494183746917 0.9999999946612698 0.999999874325797; 0.999999902156901 0.3865816250832815 -0.9999999957523226]
148,1766,300,0.44743203893050737,[-1.0 0.014848134384191365 0.003418447938655478; -0.9999963506603993 0.9999999945050005 0.9999999706170782; -0.010199009602900495 0.023173523938576166 0.9999999718164626; -0.005148888711674516 -0.005781320322400488 -0.005192882872727434; 0.9999999552659338 -0.9999995870381854 -0.9999997742159061; -0.9999994527862199 -0.9999999303162984 -0.9999997796205363; -0.002138677125858001 -0.9999997224578829 0.023740210254270082; -0.9999999995803391 -0.9999997699457704 0.9999998215543336; 0.999999997774197 -0.028444603508840174 -0.016180952871864593; -0.030136016709448328 -0.011863109492531488 -0.999999867941414; -0.9999949333325644 0.9999999344309086 -0.9999984797386882; 0.9999999935093608 0.9999999655725369 -0.9999995355957183; 0.040322447727729145 0.9999998899840297 -0.011388017500363433; 0.9999999996958361 0.9999999946172478 0.9999996473696211; 0.9999999994953375 -0.999999622288908 0.9999999221074769]
149,2817,300,0.4474768245009954,[0.9999999999930103 0.9999999995215608 -0.9999999575233703; -0.014945154018368663 -0.026715764205189767 0.9999999997340095; 0.9999999985990098 -0.9999999633270694 -0.9999999905329658; -0.9999999115677235 -0.9999999939399371 -0.9999999609103776; 0.000883551052713289 -0.006317067165918653 -0.004735439223292154; -0.9999999986745424 0.04311348548749039 -0.016212751711603732; -0.03702372341541338 -0.9999999992748506 -0.0203216603798734; 0.999999993309477 -0.014586047863292024 0.030867540429378146; 0.03267213328410228 -0.0027578614836538803 -0.9999999997576627; 0.9999999924505865 -0.999999974643972 0.9999999796448477; 0.020293517475019413 0.9999999958139465 0.004421998609494691; -0.9999999997415049 -0.9999999424052947 0.9999999985970864; 0.9999999905340285 0.9999999973595657 0.9999999651957332; -0.9999998370469462 0.9999999980896658 0.9999997677254914; -0.9999999999799726 0.999999999662854 -0.999999990382895]
150,4804,300,0.512536795037053,[-0.732485848012226 0.12529491523722683 -0.07038973884500742; -0.2538738770423901 -0.9999999985983743 0.2255302699288284; 0.5989723299277669 0.999999999986336 -0.9971284833081279; -0.9999999999403157 0.999999999993258 0.9999999998991523; -0.9999999995311976 -0.9425842561985923 -0.9999999992703413; 0.9999999998155565 0.6695047928631436 0.34484784951747155; 1.0 -0.9325861250354005 0.9999999999942697; -0.07726603350764034 -0.13493060962217268 0.9999999980021769; 0.9999999999964697 -0.09060181890876114 -0.9999999996555918; 0.9999999999103802 -0.9999999993607224 -0.23632969163485681; -0.9999999999859507 0.999999999989416 -0.9888045294330302; 0.08038038678508226 -0.9982346664213249 -0.9999999999548252; -0.9999999999313773 -1.0 1.0; 0.3072143620960887 0.9999999999757774 0.9614730144856422; -0.016091297455639482 0.10874912044193304 -0.10716963416636148]
151,3183,300,0.4995464975846539,[0.9999999810613839 0.9999999990300954 0.12124204219508108; 0.999999869514462 -0.9999997684637136 -0.32177817386952656; 0.0024794991716030113 0.049649469408518124 0.0383828749552534; -1.0 -0.9999998309251397 -0.9999998371277505; -0.9999999709169689 -0.4243407701190489 0.9999998638975823; 0.9999999630563258 0.7548262043632553 -0.9999999111484752; 0.012974079325680538 0.0513066347402013 0.032276592523709104; 0.6076011200513809 -0.9999996885464394 0.9999998189754544; -1.0 0.9999997638235671 0.7487567268566107; -0.6182564715509554 -0.9999999902137452 0.21051280363093397; 0.1595064433195198 0.9999984690984073 0.9999996148942765; 0.9999991974559709 0.06110619674470305 0.9999999960803683; -0.9999975811539344 0.2209786673958697 -0.6851095540423541; 0.3651976687137804 -0.6459053224201424 -0.9999996517830553; -0.4295341170601954 0.9999997932971308 -0.9999983796778263]
152,597,300,0.44762236106870684,[-0.008239933911300007 -0.04203988766640874 0.999981440980605; -0.9999588277740692 0.9998194233114559 1.0; 0.9999882170913462 -0.9999621463029299 -0.9999995771614469; -0.9997051109448566 -0.9999999861698272 -0.9999762961703837; 0.9998198215882771 -0.9998211989206445 0.9999322604891889; -1.0 -0.999910616696792 1.0; 0.9999895357850456 0.9999078880586766 0.999736479515086; -0.0009670565692553849 -0.00905230517150663 0.01100158048426864; -0.028140499699754747 0.004210813900120565 -0.9999841564220296; -0.9999476719357443 0.03995411188316117 0.03478160733245235; -0.9996439368914231 0.9999684952719158 -0.9999939143832811; 0.9999699836667966 -0.0035276161996689866 0.014372048524660883; -0.002520301727134708 -1.0 -0.04598195105620999; 0.03919640191381642 0.9999954804925768 0.0005962145740734675; 0.9999011354920461 1.0 -0.9999256710628466]
153,3665,300,0.44741636823996345,[0.9999999998395728 -0.02129134796792259 -0.03280075435637157; 0.00042167320071317027 -0.002343023520826358 -0.004392294481268354; -0.003367595804953902 0.9999999768275889 0.03607668867529334; -0.9999999992851586 -1.0 0.9999999767767822; 0.999999998664164 -0.9999999612581811 -0.9999999656581687; -0.9999999302985461 0.9999999216941005 -0.9999999947390582; -0.9999999591658216 0.9999999692959316 0.9999999902813709; -0.9999999483405823 -0.013861574599923734 -0.010157646890746122; 0.9999999826741128 -0.9999999618967176 0.9999991394368374; 0.01784963053279138 0.0014838821323619625 0.99999972550853; -0.01018003830185548 -0.9999999722751745 0.005409189992218507; 0.9999999916288189 0.9999999134548808 0.9999998465016733; -0.004078151162881863 0.031508819373264024 -0.9999999998422009; 0.9999989472768565 0.9999999991058512 -0.9999989672830418; -0.9999999995846998 -0.9999996606250308 -0.9999999150674607]
154,1830,300,0.44741052459264186,[0.9999999710859544 0.9999999960548348 0.9999995090960249; -1.0 0.9999976604476426 -0.9999930745666629; 0.9999999654122691 -0.0012159305765973368 -0.00366800887159011; -0.9999998059715224 0.999999104462515 0.9999997605066988; -0.009332629770944095 -0.019061620432538864 0.9999999896934052; -0.0062510481425225705 0.9999999826233585 0.03932364751885662; -1.0 -0.01975889286134357 -0.017464026249106843; 0.9999995453797209 -0.9999991212934959 -0.9999999432663645; 0.9999999892245612 0.9999999239655715 -0.9999999798092767; 1.0 -0.9999998667620527 0.9999999874799355; -0.9999963791040913 -0.9999997842757209 -0.9999999996405379; -1.0 -1.0 0.99999956202775; 0.004608915042437911 0.040296809649155746 -0.9999999736009061; 0.012155452836748567 -0.9999999961176392 -0.01940672241565941; 0.0010415903735975756 0.0022958791585952197 -0.005969242318155071]
155,1915,300,0.526256975302646,[0.03787064576666544 1.0 0.9999999974895467; 0.7113521707538188 -0.09023209456512186 -0.9999999922074644; -0.13827054108029957 -0.49689730829274975 0.7556826495605984; 1.0 0.7380967577702261 0.2686512088133223; 0.9999999499877674 -0.9999976097515054 0.14048774467648484; -0.021700442576995514 -0.024449097723162484 -0.08881845213119896; -0.999999995082039 0.9999667763217073 1.0; -0.9999992942682763 0.6156720759239132 -0.9999998566902875; 0.37277913231805393 -0.9999964973580724 -0.8411621729579316; 0.9999997556503978 -0.4837531046962542 0.9999997974023267; -0.17700091650262356 0.9999996320130845 -0.3661338384411551; 0.99999742266949 0.9999992169767958 -0.999999838860945; -0.9999993608776084 -0.9999999769860013 -0.9985943962626217; -0.9999851518743476 -0.048684022538484334 0.18931490750364724; -0.9999999994047024 -0.9999998816551138 1.0]
156,2603,300,0.4800993942693917,[-0.9999980739928656 0.9675907361689069 -0.9999999026144879; 0.9905805524562867 -0.999999945244798 0.9996725635905889; 0.0006927257729173526 1.0 -0.0035105607667069443; -0.9509901596356195 -0.9999985673984736 0.9571748867129609; 0.9997009577322933 -0.9999999538424574 -0.9759624678281033; -0.01841589324872329 -0.04849255386854475 0.9999998164164187; 0.9999999400803535 -0.01689971190225924 0.010928804848569312; 0.9999999782714254 0.9946242355625826 -0.9999979377946864; -0.9999997268436761 0.995353075786084 0.9999998972616977; -0.9999994209898083 -0.052962527887188623 0.003296343159671284; 0.02754565563981821 -0.5758549353085821 -0.04029791417477207; 0.9999995379284731 0.9903590541955054 0.9999999771268959; 0.026551090444616163 -0.03881663508196081 -0.9999999803154179; -0.9983921524248051 -0.9999999999636857 -0.9999158444667265; -0.0022093660275556717 0.9999952573785768 -0.0024339507919561984]
157,1960,300,0.5151545123566563,[-0.9915484361934671 -0.9999999869164754 0.9414154645702117; 1.0 -0.054771438787747116 0.19107195455697834; -0.1572061549702244 -0.07732963104843861 0.13733000279177232; -0.9999961070917014 0.24304517911598209 0.999992704069411; 0.9999941714991816 -0.9999975884982317 -0.9999957436699065; 0.9999973260312764 0.9999927895470154 0.9916221657744156; 0.9999954631201697 0.9999667053077931 -0.9999938056835085; 0.19500806163681744 0.6403478867762049 -0.21057566486842114; -0.9999581764390176 -0.9999926116849069 -0.9661958143161035; -0.16482049769085028 0.9999999989779814 0.9999998346152054; -0.9866876547748854 0.9999859155893904 -0.999999935569744; -0.999999931900714 0.9999999016377931 0.19523297073816195; 0.999355942652192 -0.9999998356166945 0.9999996804076103; 0.3482799262847947 -0.9999984896066472 -0.20143204081537572; -0.1622156214326977 -0.135336347022209 -0.9999951614151996]
158,2767,300,0.5166859270995757,[-0.23214988868528863 -0.25889128316074017 0.786885251456186; -0.9999867249665865 -0.9999643530116318 -0.9999970937230677; 0.9999990318744872 -0.9999987826886052 0.7157430440111607; -0.9999905332319026 -0.04857786105645069 -0.17175632881866443; 0.9999995101287096 0.23364402060066988 0.9999856620445198; 0.274135657452819 0.9999971652014129 0.9999997625580272; 0.15902270862409268 0.10242092099074768 -0.04881504010679925; 1.0 1.0 0.10359344339623015; -0.9810635269809326 0.9999999890310326 -1.0; -0.9999542602412342 0.999999997977063 0.8047801797660674; 0.9972961998702375 0.9931356788492123 -0.9999769244154479; -0.9999799822438316 -0.9999999798339729 0.9999931565055429; 0.9999343900623474 -0.9643636408472248 -0.9999873236475556; -0.1294314627134747 -0.9999999290802916 -0.17458409566851907; -0.011974030823930809 0.07344755103431348 -0.9999622456593963]
159,1468,300,0.4476009624142923,[-0.99998947585343 0.9999670839346483 0.9999993163296574; -0.9999959403761742 -0.9999999566657707 0.9999905754118008; 0.03903886222110829 0.019213176409739338 -0.9999992291318726; 0.9999999768098272 -0.9999937788672533 -0.9999732325927269; 0.9999990753129258 0.9999995551332944 0.9999960330795855; 0.9999986054413518 0.003453902387904936 0.04901818741354565; 6.51058429081297e-5 -0.004573342890464532 -0.01294842005366653; 0.013914922990968463 -0.009245071776136916 0.9999999761462968; -0.01844942853361553 -0.9999999368054634 -0.05256184891725646; -0.9999996830218546 -0.013137727638423585 0.025210477964371848; -0.035982590493139115 0.999995584797223 -0.023587629873161382; 0.9999705379301627 -0.9999948255918338 1.0; -0.9999959890485536 -0.9999976771039032 -0.999996825902084; -0.9999856619940194 0.9998990961609872 -0.999993360302293; 0.9999689635157564 0.9999967503628369 -0.9999966597429685]
160,4991,300,0.5164911430081288,[0.9257660369925588 0.9999999994905382 0.22389866883045115; -0.9999999775738034 0.9987327666542029 0.9999999994988106; -0.08941487603907129 0.1095271732417009 0.02669292652235557; -0.9999999999711512 -0.9999999999523083 -0.5071985006896448; -0.5362126285192003 -0.03912457114850568 0.4585134913134167; -0.9999999992997899 0.9999999982554952 -0.6290094830243339; 0.08736380786641529 -1.0 0.2589478080321323; 0.9999999998375118 -0.3757428919369444 0.10183422933965873; 0.999998211656892 -0.9999999387561784 0.9999999994504476; 0.6134150439600661 0.5841706412469011 0.9999999986524597; -1.0 -0.9363170234850194 0.9999999933229986; 0.9999999995995361 0.39366301874603715 -0.9999999996372656; 0.811389882729725 -0.999999999821296 -0.9999999916247453; -0.47224288009591553 -0.21923072008309022 -1.0; 0.1621810936060384 0.9999999999281197 -0.9104994157514914]
161,4479,300,0.447402892554353,[0.00026684319564529327 -0.9999999969156251 0.03852582584756287; -0.0007360117044802622 1.0 -0.006249515188721967; -1.0 0.006165851938903357 -0.03406027179289927; 0.9999999999590323 1.0 0.9999999999997475; 0.9999999334508854 0.0073550376407689605 0.002073842806074787; -0.9999999999971174 1.0 -0.9999999922679217; -1.0 0.9999999626160402 0.9999999888637188; 0.018285480410156443 -0.027465402665944393 -1.0; -0.0181397457655473 0.017333034137841808 0.9999999999998647; -1.0 -1.0 0.9999999994041416; 0.9999999929958086 1.0 -1.0; -0.0037577358633154668 0.010033193972376411 0.0011224701299429383; -1.0 -0.9999999717307695 -0.9999998651874843; 1.0 -0.9999999999798405 0.9999999817531378; 0.9999999985948352 -0.9999999996149657 -0.9999999993413305]
162,3770,300,0.5153099076531724,[-0.9999999997821852 -0.8110779295988916 0.6147167783179927; 0.9999993868938606 -0.9999999992380645 0.15877204538866174; -0.9999999630869943 0.9999990539289111 -0.6593953938880895; 0.920667786417619 -0.766973830595311 -0.9999999357852547; 0.9999999749329112 0.5240078341645463 -0.33307344864159144; -0.00493829834417741 -0.08724040902820124 -0.010433298228489589; -0.8238314349024779 -0.999999999446298 -0.9493062394619114; -0.057353254549419495 -0.9999998886574991 0.9999999992259735; 0.4780403868953504 0.9999987404294394 -0.9999999998293327; -0.9999999973364708 0.5305860311406503 0.9999997811897396; -0.7628008371035121 0.14030695202211124 -0.9999996654790365; -0.006053647101958315 -0.08813915194375638 -0.01945171521889832; 0.9651549574849447 -0.1812204893242052 0.9999993404063149; -0.24540809944753306 0.9999999776986142 0.5896579578004618; 0.9999999235407648 0.9999995211047898 0.9999998733155643]
163,3194,300,0.516249963520518,[0.5975707029358773 0.9999964544054183 0.9999046075875427; 0.9994751170953226 -0.9999999866980956 0.9999930894147734; -0.9995725097258519 -0.30429703730199276 -0.9999878140202929; -0.08792692999098228 0.5880196223407965 -0.04976613697922285; -0.9999996016034828 -0.7368216456079494 0.9999962524230495; -0.9999982258759541 0.9999977724235847 -0.7478959440558388; -0.10751957526748272 -0.03100296729459263 -0.03959133810356322; -0.9999999020845716 -0.9999999999272688 -0.13545550440423915; -0.9998696420190626 0.9306305801962761 0.9999153805802906; 0.02481422375050723 -0.3873561713233156 0.7568343405221327; 0.6885111234123945 0.999999999421302 -0.9999785242361902; -0.07762085821831378 -0.9999950378660951 -0.9999859722725463; 0.9999929609636644 0.05053561037486422 -0.999999982054391; 0.9999956502611845 0.31122205854071383 0.38088146625334723; 0.985778721855884 -0.9999996984212368 -0.4159787834987914]
164,803,300,0.48001720545909726,[0.05618715308997286 -0.006788639095754487 0.9999880163158147; -0.9996145316335173 0.025182311252405786 -0.025880889603619686; 0.03597290984225853 -0.004558722948185628 -0.9999801004295635; 0.04157747927132655 0.9999686484736499 -0.021302580898506483; 0.5790960994486272 0.044565856114145624 -0.00992561084904259; -0.9594150342528361 -0.9999992235043249 -0.9998995291593744; 0.9999359604540924 0.9995890695825816 -0.9991106355235463; 0.9999997225138674 -0.9640275133449733 0.9603735634974813; 0.9999928708839804 0.9964481538009116 0.9898410318545892; -0.9999143151802408 -0.02083372417181962 0.011746117719636356; -0.9685195365038111 0.9999686486474437 -0.9999938602454826; -0.9599236384918551 0.9999993206710722 0.9999224277061317; 0.06834247876972094 -0.9999735697345775 -0.0016613858421173618; 0.9999867706314117 -0.9924698667955346 -0.9907221374480868; -0.9618292867356651 -0.9999999909049806 0.999945074730742]
165,3143,300,0.4474664975128869,[-0.0013220227929243555 -0.0030690567071863803 -0.008540689388129002; 0.02537845975074394 0.9999999999916721 -0.010743511948472926; 0.9999998676914069 0.9999999601583333 0.999999861573105; 0.9999999857444758 0.9999999971637503 -0.9999999660879785; 0.01076975929128427 -0.01792261480406972 0.9999999862721052; 0.00837403328178754 -0.9999999541852096 -0.02684016051258945; -0.9999999831688698 0.01684302556281358 0.044362349968556127; -0.9999999995940941 -0.9999999403091505 -0.9999999899191024; 0.9999999853363677 0.0015875125278940654 -0.009680608101399337; -0.9999998319731518 -0.9999999810898977 0.9999997440212383; 0.9999999924509024 -0.9999999941470322 0.9999997888044139; -0.9999999623481778 0.9999999987752222 0.9999994988321546; 0.9999999947911817 -0.9999998118037683 -0.9999999756392867; -0.9999999711779854 0.9999999915041815 -0.9999990937341063; -0.04195087958964387 9.121993642536856e-5 -0.9999999225879228]
