nPsoRun,n_iter,S,fgbest,optDes
137,751,300,-14.945181629285003,[-0.9992114922489219 -0.9999306847857796 0.9970337084203091; -0.9998371600361776 0.9795076877171018 -0.999725479488258; -0.14982501651310334 0.03598892196794906 0.9991948470234275; -0.016177618028249973 -0.9999992881624017 0.9367951091249331; 0.9785542287858199 -0.9999833889503277 -0.9991971156300464; -0.6722815115752708 -0.7626744650426909 -0.9999125015132364; -0.9999574683233027 1.0 0.7595454414892193; 0.9511014185132899 0.9996681252008932 0.22445698570818254; 0.9997594122950577 -0.9999956872935518 0.9999958934696244; 0.9999907275781429 0.8644739379933302 -0.9999837268523968; -0.9999985365263254 -0.4766774703379779 0.45559047512951567; 0.9997290527560934 0.9923762072056764 0.9998351823697456]
138,6472,300,-15.772391585759067,[-0.9956461703184241 0.0977710686383119 0.7712586385051715; -0.9999999999972404 -0.6174649699188166 -0.9999999999975634; -0.9999999999980889 0.9999999958854825 0.9999999996364525; -0.999999999852208 -0.9999999998940248 0.9999999999999283; 0.8743064529697426 -0.9894482824502145 0.9999999728526813; 0.9788924657090912 0.9716274488278993 -0.9977296787061409; 0.44312356837135763 0.6803228286209861 0.9822357243437959; -0.40437669947870636 -0.9999924284828202 -0.6865263664955255; 0.9999999998906084 -0.9051050136226511 -0.999999999961452; -0.7673896862816226 0.9999999986596255 -0.945303516146557; 0.9999999997398564 -0.9841389780133266 -0.03148498051742093; 0.9999995686051119 0.9999999999998499 0.9500558816294881]
139,10000,300,-14.467256686253808,[-0.7066590087896525 0.9550998045699877 -0.34158145857850036; 0.7324144773385606 -0.9999999999353416 0.9999999964401072; 0.9999999998840902 0.9999999999974587 -0.9655563538613884; -0.9999999999999836 0.9775435655305481 0.9998418333276097; 0.9004850696673916 0.9999999979628805 0.9999999999509425; -0.06063178192324874 -0.5869082825086837 -0.9778935950825194; 0.9972893527230612 -0.9999999999947433 -0.7100869065672719; 0.9855228989298087 -0.24761027907859676 0.24585946608328868; 0.945767295193044 -0.25702020639490397 -0.9999999999931641; -0.9989487074109294 0.969844420664136 -0.9999999998677455; -0.988697864069546 -0.9164917605121059 0.9999999999972294; -0.9999999999896522 -0.992430896606868 -0.9919242059250423]
140,7638,300,-15.467673371476364,[0.9999999999861428 -0.8258495262564641 0.9999999999993111; 0.9116233095566103 0.9999610442583702 0.9304685308346384; -0.966666934611369 0.9999999999949217 0.9941514422838386; -0.9999999999968863 -0.8778158974990012 -0.9999999999994842; -0.9978112898237639 -0.347102085188357 0.5509092198365497; 0.9999999999997771 -0.9898786964893903 0.1588574072508506; 0.9999999995910283 0.9999999998446708 -0.939606672792989; -0.9999999999113692 -0.9989504031756822 0.9999999999998614; -0.9999999999987902 0.9999999996808564 -0.9999999936960038; -0.4411289492791259 0.400976388801873 -0.912924806866311; -0.3010196012750758 -0.9999999999571765 -0.8147728024386102; 0.9999999999749771 -0.9166324141005492 -0.999999999032724]
141,324,300,-14.066638929764217,[-0.9991877117054252 0.7776769905170177 -0.6914336221141234; 0.9988000825848945 0.9969479448050058 0.9976348685070047; 0.9978739067121495 0.999397757337624 -0.8144747715925333; -0.976107896905731 -0.9999739508200045 0.9997211365242563; 0.9818914396194829 -0.9999945012631861 1.0; -0.6887559747750229 0.7878451178164294 -0.9994880025285353; -0.9970670675412419 -0.9997964275028646 -0.9089327818278333; 0.7640276112996424 -0.05622856049935052 0.2524650387216764; -0.19702970283456428 0.9921191089638481 0.5290783717007543; -0.99928943379822 0.777570259968628 0.9996035143211959; 0.9510289719932539 0.22683475243321516 -0.9920984140741131; 0.9578285709494115 -0.9996262701220968 -0.9102596034691597]
142,5917,300,-12.492688291857302,[0.03898793578020852 0.9999999520932978 -0.9999997457051979; -0.9999998822796075 0.9999999999999492 -0.3412898684417403; 0.7818230770345977 0.9998479292558209 -0.16563614650381767; 0.9999999999910779 -0.9999993931570788 0.2602362522446961; -0.9998796603847592 0.19738495185744398 0.9999999998245354; 0.9106757742239188 -0.4586812797631352 -0.8220489422796753; -0.9160294216221988 -0.24740071101505995 -0.9999999993366088; 0.9999999995675599 0.9648646089335873 -0.999999999999971; -0.9999997703087558 -0.9999999988342088 -0.9999999917775934; -0.12191371444598742 0.9775430792134933 0.9999999995462822; -0.801583451800842 -0.9999994134421577 0.3534225685997362; 0.9999998868946779 -0.08570071183545834 0.9999999991383023]
143,3367,300,-14.10034870478653,[0.9999999999513601 0.9954206656924127 0.9249980902282645; 0.9623123978537902 -1.0 0.9999999999199494; -0.9928254473807434 0.9999999936631504 -0.9999999999098822; -0.9999999999768725 0.9963085679979979 0.29982116896637084; -0.9999999999634057 -0.03616094829681211 -0.9745157829320786; 0.9999999999945535 0.9999999406425474 -0.9999999981596712; 0.3685354187732424 -0.5164720735495728 -0.4142008597738342; -0.9999754698577938 -0.9999999997972557 -0.9905522875573327; -0.9999999645852801 0.9057823386880003 0.9999999999849952; -0.23911400048825418 0.9999334875631851 0.9999967298234691; -0.8924246723518449 -0.9999999993198531 1.0; 0.99999999804608 -0.9560926007805333 -0.9986851740914159]
144,10000,300,-14.68050057836067,[0.3733329135798375 0.9944204534195726 -0.9994584572825955; -0.9999999999716845 0.9047869842210918 -0.9999999999927224; -0.9999999999987229 -0.9999999980009568 0.9675846852352871; -0.23683324293326283 0.5768492138690583 -0.1332554211526167; 0.9999999999906096 0.9999999999999925 0.9934315766843754; -0.9999999999982947 0.9981149560123044 0.9999999999999749; 0.935861826905833 -0.9999999999992577 -0.9999999724609124; -0.9986051679547195 0.9990937855875494 -0.31741211469522707; -0.9624101654091982 -0.9999999999919641 -0.7459387553130991; 0.9498644061976106 0.27377662798792557 0.9991755590379382; 0.9999999999889309 0.7587489802405954 -1.0; 0.9999830255433164 -1.0 0.9966348894374587]
145,10000,300,-14.634644027679972,[0.19079694558513546 -0.22077955341627292 -0.9999999999820799; 1.0 0.9999999999999999 0.9990440820208577; -0.9999999999971158 0.9884742180506056 1.0; -0.8115687409661925 0.3433347011999215 0.6935154710920286; -0.9999999999999974 0.9999999999888685 -0.9999999999987509; -0.22729832024318908 0.9999936552347809 0.8735814943270491; 0.9999999999720186 0.9763252777303043 -0.9999999999992735; -0.8644958842304719 0.9961208432759302 0.038826508927246206; -0.9999999999999863 -0.9999999999925908 0.9925384273863127; 0.9999999993165987 -0.9999999993703538 -0.8255678836301469; -0.9998999015996421 -0.999999999999391 -0.9999999999999891; 0.9604033358539554 -0.9728072698923714 0.999999999999697]
146,8522,300,-14.55868659800029,[0.9815895981031717 -1.0 -0.9999999999847197; 0.9866265646021375 0.9999999999968596 0.9999999999777388; -0.23029843606262065 -0.2624091268952479 0.8333010138890324; -0.1677276697851297 0.9999894887061209 -0.993995843840698; 0.9999999999621445 0.902735686168841 -0.99899113381601; -0.6306408945066199 0.9999999999999896 0.9999999999910624; 0.9999999874940243 -0.754718838376845 -0.25916359321466065; -0.9999999999998953 0.9968389724408991 -0.9721333889969969; -0.9321185495406396 -0.999999999991543 -0.5268955967889286; -0.9985577623947128 -0.9686729782955751 0.9999999999820566; 0.9999999999653848 -0.999829413849354 0.999999999999884; -0.9995079034333146 -0.7078264695808872 -0.9999999999435999]
147,5523,300,-14.584723817354742,[0.9849073548982312 -0.08243185158991495 0.9999999989607299; 0.39589399728004493 0.8487026551863588 -0.999999999778363; -0.5994546307960947 -0.9882176975755416 0.5113511267363359; 0.9013880699894632 -0.998156771277762 -0.9607988521446781; -0.9238713348651137 0.9999999999999151 -0.9989744999848228; 0.999999999936212 0.9977310924147856 -0.786668267662415; -0.9823283592290932 -0.8031061243567014 -0.9999536303409348; 0.9996309349424769 0.9999999999999167 0.9949498598102567; -0.9999189039991713 0.9531439155457356 1.0; 0.9995346193156617 -0.9999943631043404 0.7003053247246647; -0.9999999989825651 -0.9997478251392408 0.999999999691809; -0.9615704747970686 0.41655263238530105 -0.18143962271349612]
148,4902,300,-15.811639729585591,[-0.9999749492553041 0.8726424790656152 -1.0; 0.9935547023675956 0.9999233162651844 0.9998846731998198; -0.9999999999975403 -0.9994770952601822 0.9773182985760676; 0.9968305740909575 1.0 -0.9115548165700309; 0.999999999998347 -0.8903996507041497 0.9831775813424669; 0.04169569858413541 0.03233094641876137 -0.007083985738493988; -0.9029018965249397 0.9994620726232554 0.9999999999590423; -0.9995394927436224 0.9685091238127683 -0.2181287974126595; 0.8553856155299564 -0.9999999999949588 -0.9999998500214843; 0.10179686817478728 -0.9924785127281149 0.999929980446384; -0.9999939582856282 -0.9930124267521936 -0.9864810803450093; 0.9999865897579573 0.0631265894432553 -0.9978138879350142]
149,10000,300,-15.216833879697374,[-0.9089568515545721 -0.9999999999994166 0.9999991287111469; -0.41509664922645767 0.9999999999999994 0.9999999999999947; -0.9999999998692258 0.6778266927929366 0.9351141946926591; -0.9999999999963883 -0.9783028093834409 -0.04379647409297266; -0.33139266948765095 -0.20230155637639888 0.9999999999650255; 0.9988540010763106 -0.9999574299953295 -1.0; 0.9999999999999438 0.8304924723241578 -0.999910120510397; -0.9999999999999885 0.9880057883119588 -0.9999999999998981; -0.8545723664592303 -1.0 -0.9999999999343695; -0.3261523164681867 0.7724883313268861 -0.6322467135671528; 1.0 0.9747454810721929 0.9931450627982843; 1.0 -0.9805326375683826 0.9240161188362388]
150,4898,300,-15.467678314759798,[0.21668364147425395 -0.9994197525038585 0.6321961239125896; 0.9999999987519441 -0.7526469392893161 -0.5759758097620521; 0.9900517212589033 0.9999998677899566 0.9999999999616928; 0.3121501342573169 -0.9999999999461519 -0.9999999999958102; -1.0 -0.9342413298974335 -0.9111910718163809; 0.11855721729962544 0.30018884621617054 0.3040816460774858; 0.9999999999972764 -0.9539995743694452 0.999999999933642; 0.9999999999063466 0.9999999997379295 -0.6785485892827607; -0.9995043834600895 0.9677572992713738 0.9999999999896304; 0.326826877782794 0.6357922005561865 -0.974194428760113; -0.9999999998880816 -0.7143683115047288 0.9999999999973782; -0.9999999999697853 0.9999999999420697 -0.6685406357271677]
151,10000,300,-15.456472217411436,[-0.9931205537143102 0.9976452874357278 -0.999999999999903; -0.7936196681571187 0.9999999999998899 0.5951538449981028; -0.18128793816812033 -0.9962001752731577 0.28772291183905474; -0.999999999999986 -0.9999999999999999 -0.9999765203984098; 0.9999999999998004 -0.9628094026937376 1.0; 0.9960054793638372 0.9999999999999818 -0.9589144320126289; 0.591440054551694 0.3326622678847738 -0.43208236090634794; 0.5091965914467008 -0.9638727671565634 -0.9999999999999907; 0.9999999999992478 -0.7517681316509578 -0.6754434615928775; -0.5586179398294991 0.6309689868274 0.9999999999999993; 0.9999999999998991 0.9999999999999875 0.9434510463371725; -0.9999999999999799 -0.9954113374282493 0.9999905927262577]
152,7528,300,-14.470530338196593,[1.0 -0.9999980991810196 -0.9999999999999993; -0.9999999999999999 -0.9982719412134827 0.9999999999999997; 0.9999999999999993 0.9999999999999997 -0.8979641640868077; 0.9767835365144241 -0.9294829218916992 -0.025544213343889313; 0.9701384981611207 0.9999999999999999 0.9999999999999998; -1.0 -1.0 -0.8507603594942759; -0.9960273911763736 0.46544322898041357 -0.9999796720129727; -0.8563265816389065 0.8424670187315056 0.9999999999999999; -0.25531175870977585 -0.9999999999999999 -0.9999918003454492; 0.23479788458947767 0.1755589687285427 -0.7171899673668876; -0.9812251779633477 1.0 -0.8032372229110631; 0.9989855357505443 -0.9060407722358307 1.0]
153,8458,300,-15.205947731960318,[0.999999999999999 0.22105516327585084 0.9044353464735946; -0.9999999999999994 0.9999999999999994 0.8569215135851264; 0.9969066416706618 -0.9999999999999998 -0.902669906143647; -0.9956060559755601 -0.9999998513628818 0.13461091761958144; -0.9999999999999983 -0.9842243682116276 0.9999999999999999; -0.9408133569853723 -0.980556510912526 -0.9999999999999998; 0.9999999980760691 0.7239505950684267 -0.9999999999999993; 0.9759388901513879 0.9999999999999997 0.9999999999999998; -0.1598443478371187 0.16421882921724024 0.9993073273160062; -0.9999999999999996 0.9423659810142917 -0.8900939233327969; 0.23125941672336642 0.999888706407662 -0.36476355465244453; 0.9999999999999997 -0.9999999999999994 0.999999850266169]
154,2598,300,-14.040174506961723,[0.9997877101239956 -0.9442283283407106 -0.9999998458172974; -0.9999999811107634 -0.9996502208990021 0.9878998457430476; 0.2252325550877246 -0.1584896770225466 0.9956870582570558; -0.5116833352680884 0.36954816434262855 -0.06938122335790671; -0.04819372476358875 0.9999999649798439 0.897242670933713; -0.9975453904059297 -0.99549015780381 -0.99999986015692; 0.9999999999136271 -0.9999999708982209 0.9879821536687142; 0.9999995185170729 0.9873598377512693 0.8938145461653738; 0.9568613964277297 0.7943821620118284 -1.0; -0.9999992286499928 0.9966582786906545 0.853909164942263; -0.9290672704490656 0.8686637949994886 -0.9999994264585595; -0.40778009116344555 -0.9853211141388164 -0.06370693528662934]
155,7922,300,-14.81380874645741,[0.9420747807672365 0.035918224218545534 -0.9999994346831439; 0.9999999999999829 -1.0 -0.9999011860188984; -0.9999999999999993 0.9999999999999973 -0.9998007684771383; -0.7195679154838699 -0.9748442385492694 1.0; -0.9999450598897207 1.0 0.9999999999999936; 0.9951756558618087 0.969147079182234 -0.8306373931808461; 0.9866838002590138 -0.978711790939897 0.9940971159842534; -1.0 -0.9999999999999776 0.44589942294800955; 0.15928934452646804 0.9999966686314493 -0.7499309571118317; -0.651924849482177 0.47991855133682526 0.33974636533225516; 0.9999858906788471 0.998842200262392 0.9999999999999993; -0.9825950881770091 -0.9995321400858534 -0.9999999999999959]
156,1952,300,-16.19388110569147,[-0.9999999867298287 0.755371170213085 -0.7214664417450078; 0.07268049741482696 0.13009970227774045 -0.5572913123625454; 0.21860839019905065 -0.48909268355876256 0.9999995399292294; 0.9999999975873964 0.9993730395963968 -0.8801160346137747; -0.08276264391504416 0.9990542245769224 0.5770816640638111; 0.9406242639757704 -0.9999998716028312 0.5876927784230183; -0.9999997459829866 0.9500990613155225 0.9999999850939449; 1.0 0.9885885921301202 0.9999995857869168; -0.33349311904813134 0.9999999779247702 -0.999986344722623; -1.0 -0.9999998971023886 -0.9999879819996559; 0.999644327739549 -0.9999995188777732 -0.9999999992527615; -0.9991865872791356 -0.9999998879485476 0.6036800808642552]
157,6108,300,-15.50535820385744,[0.13074484228221506 -0.9136423363054524 -0.9999345713402374; -0.9999999763690064 0.38489456754588486 0.9875540621561666; 0.9999999998585454 0.9925788482071481 0.9999999806672079; -0.9999999999935217 0.9999999619223732 -0.9999999255140452; 0.9662414049874869 0.9566179291483319 -0.2813596174890003; 0.9999995449897865 0.9986089206997028 -0.9999999905996573; -0.49987661258853167 0.2428293769328812 -0.7658374855436864; -0.99999999572498 -0.9999999998546786 -0.992428157782626; -0.9938176301012521 -0.9999998852509319 0.9999999999936877; -0.8297760876576497 0.9999999999999392 0.7630369630337879; 0.9999999994154405 -0.9962738830034542 -0.7200761443914397; 0.9430814284444682 -0.9999999999318054 0.9689258016199026]
158,10000,300,-15.469461402337835,[-0.9019956427487074 -0.11970373161990257 -0.9993328061501809; 0.7225181059549516 0.9999999901501856 0.9999999999960941; 0.8036033547854474 -0.9953238732185705 -0.00502519177080008; -0.9958694417413465 -0.9225978093164761 1.0; -0.9999999999997472 0.9546507403583637 0.9999997235972433; -0.9999999999941167 -1.0 -0.7846135769440651; -1.0 0.9999999972545799 -0.999720680384111; 0.9999999995231683 0.7044920547887402 0.39165467981086655; 0.9999999999610462 -0.999999979855988 -0.9999999999998888; 0.9999999998697061 0.9957023933848994 -0.9999999999911753; 0.13567791805854107 0.7227075846073202 -0.9322578782500179; 0.973194864715772 -0.9999999998144251 0.9999999955543704]
159,10000,300,-15.229033806235238,[0.9999999999989237 -0.943166460275367 -1.0; -0.22526101512104835 -0.7829274942071281 -0.9999999999996528; -0.7734443612595144 0.9999999999992711 -0.9833706757119087; -0.992967426043826 0.9536779535592749 0.9999999999994219; 0.9915135406250947 0.9999999999992564 0.9994120633608048; -0.9999999999996088 -0.9942106387952616 0.9999999999997694; 0.9999999887289308 -0.1923947304219847 0.9997475840640475; -0.9999999999995804 0.5371754141780094 -0.22104277467675087; -0.26264959167565255 -0.9191044321987557 0.34013590955973316; 0.9999999999992424 0.9430150327265703 -0.9526889633032865; 0.9339595733442779 -0.9999999999956447 0.9629700454825106; -1.0 -0.9999999999999991 -0.9658094431433688]
160,4812,300,-15.361758381023174,[0.12669019423015945 -0.9460752497410613 -0.6322459739171017; 0.5174679417911773 -0.6789560389436543 0.9999999999991804; 0.9999999999987617 0.999999999921879 -0.9999999997903196; 0.8529792366537633 0.6632610750732024 0.08284557614976631; 0.9477004463690883 0.9999999999561887 0.9999999964533989; -0.9492388130351512 0.999999998984874 -0.9710924359645673; -0.9999999999312089 -0.7279704124490551 0.9996468961915601; -0.9999377962881698 -0.06520490827995518 -0.9999999999160614; 0.999999999995563 -0.9976183960970038 -0.9999999999998297; -0.999999999993016 -1.0 -0.9997320401861942; -0.9931229560366678 0.8829201172269797 0.9999999744084872; 0.9999999999686482 -0.9999999928706154 0.6304774934047247]
161,649,300,-15.312050160934145,[-0.9995224231188191 -0.952066967122586 -0.9943258854677287; -0.3612178075285561 0.884400859174886 0.2336836327336065; 0.9999827925568031 0.7125843854208957 -0.225954151786522; 0.9999537368720859 0.9963496665264975 0.9994379838269276; -0.9835282274544698 -0.21496381955549398 0.9957835489883087; -0.9616601040457593 0.9994438797070292 -1.0; 0.989079101711295 -0.9124897656142398 0.9998766865734566; -0.9999800448707253 0.9951673663039081 0.9137729717803413; 0.18272345092271872 -0.6089422432869913 -0.9938063370385881; -0.9114320865653471 -0.999991067375417 0.9136903623809505; 0.9995851178905464 -0.9999978487351443 -0.7092153648929811; 0.8650534726231441 0.9993658682951612 -0.999936942076893]
162,4707,300,-14.865489635037061,[-0.999999999995616 -0.9999999999942842 0.46095815751853436; -0.7650564351285012 0.9999999997138663 0.9999999999976431; 0.9999999999933965 -0.9938071239669786 0.9070550486581999; -0.9975722791611683 0.9999999999934203 -0.9999999999997755; 0.9999999999934488 0.999999999914193 -0.7463364528247382; -0.022215318961241605 -0.9999999993053655 -0.810370806933467; -0.4348948793234694 -0.8612515047702831 0.9959460784095474; 0.9997823571728082 -0.050439014702902324 -0.8212881869908597; -0.9999999999992544 -0.7361779791521461 -0.9999999039782149; 0.9899506437744879 0.9999576703447915 0.9999999969579739; -0.7475397056682521 0.7834523980497796 0.048833731931748454; 0.9999999999972002 -0.9997548793573934 -0.9748049716709353]
163,6432,300,-16.05621474400988,[-0.8178637312988636 0.9050070634871302 0.9999999999999992; -0.5424849240371804 -0.20533364688565323 -0.10662387012256111; -0.9999999999999991 -0.9999999999999997 -0.9999999999999941; 0.9999999999999988 0.9988122770120357 -0.9999664818986144; 0.5526800668628369 0.9618060594195053 -0.17764134212995192; 0.9999999999999998 -0.5323114016103756 0.0011975673362132977; -0.8278300920486649 0.8299475026060524 -0.9999999999999994; -0.999998371941673 0.9999999999999992 -0.15761924418722303; 0.6195671472955672 -0.9999999999999779 -0.9775984865377935; -0.9277441344922188 -0.9999999999999921 0.9999999999999959; 0.999999999999996 0.9555627212120499 0.9999999999985049; 0.6760011096272373 -0.9999999993166011 0.9952060464757542]
164,303,300,-14.208800739415306,[0.9994045018051719 0.9879372194790909 0.22522184480915136; -0.9991756699519116 -0.9955821594436326 0.9512710341934061; -0.9904573758377181 0.9995558699001065 -0.9988140228939764; -0.9492771030858576 0.998567574376314 0.9994812582578134; -0.9774192909966531 -0.9989810327083746 -0.793652596565884; 0.22302411822681026 -0.9479504505574515 0.9172915612447152; 0.7741101342578476 0.9990858711365048 -0.9618287718679481; 0.7977894903947298 -0.9999299782312155 -0.9975679217215713; 0.989135417654284 0.2539765896521848 -0.9968247496435445; -0.8402162907153504 0.3561524751320142 0.02367478571078126; 0.9958702108162439 -0.9910882245179121 0.9998135680088133; 0.8545478898374576 0.9214866058849098 0.9999593978924144]
165,10000,300,-14.89314454963166,[0.9996590402330838 0.999999999999513 0.8029132536103651; 0.9999999999999987 -0.9758239905847843 -0.8880250978283495; 0.9787560638896606 0.9999999971940695 -0.9999999999996684; -0.9999999999880502 -0.8536371355962459 -0.9956924507696944; 0.9167331667138454 0.34533810014466165 0.9999999998889547; 0.9999726682147024 -0.9999999999574214 0.9999999999979273; 0.03505660806410378 -0.9572009264284816 -0.9999999999987802; 0.3219024162488858 -0.9951666551049209 0.2507688374416198; -0.9976201014044903 0.9999999971483114 0.9999292198482569; -0.9161362592381326 0.9995891788502911 -0.9998255823359569; -0.9945782749734104 0.33668392665811836 0.6380370206060897; -0.9999999999999124 -0.9999999999999964 0.9999999999911897]
166,7871,300,-14.330706797853551,[1.0 0.11041011701650487 0.9992284526461589; -0.3007764207033971 0.27694860408983224 0.6975567082127; -1.0 0.9999999589548033 -0.9822411666972015; -0.20769629765694955 -0.9986514065487251 0.9997260685009587; 0.7869344433309143 0.9356030713934715 -0.9999999999999972; -0.9999683406241713 -0.8252266860126267 -1.0; 0.9999999999999999 -1.0 0.7601386131492275; -0.9975750473269915 -0.9953140807454404 0.14756283544699286; -0.9999999999999882 -0.9999969065326276 0.9999999999999996; 0.999991695073011 -0.7521816192957654 -0.9999999999999996; -0.9999999999999998 0.9999999999999987 0.9999999994196977; 0.9997676530949633 0.9999999999999865 0.9891565810480808]
167,2553,300,-14.707053595727057,[1.0 -0.9999960147248835 -0.9999996885760933; 0.583931282841128 -0.059904664015400254 -0.6272777986757944; 0.9999891255537812 0.31968412302319205 0.9999806571629034; -0.999999858465985 -0.9994590228614345 0.9999979319203242; -0.9982356018682481 0.9999998740208547 -0.9201695885293657; 0.999999979198879 -0.9999998727372227 0.955706199544172; 0.8140525555465215 0.9999996752528397 0.8110008152925449; -0.9997637867266816 -0.9998668353480715 -0.16310302144032135; -0.997978346895198 -0.9701413686668399 -1.0; -0.9999997634432353 0.997079382495439 0.7815899702360946; 0.9999996022811095 0.9999999868008284 -0.9999988518502264; 0.27845339698145805 -0.8754148467097205 0.9999999960656354]
168,7077,300,-15.80170188457457,[-0.9999999999994729 -0.9999999998865376 0.0149048553469092; 0.38327081968473903 -0.5339135029526869 0.05701276139559361; 1.0 0.499547161382203 0.9999940715775709; -0.6942741038638989 -0.5925761434548313 -0.9973876561485413; 0.7579728985958999 0.9999999691807234 -0.11890719460649554; -0.8054443102021992 0.9999999999969732 0.9999997173842667; -0.6707207042307564 -0.7325531804962887 0.9964653419728081; 0.999999966352555 -0.9978885630471144 -0.9999999919180024; 0.9999980022760279 0.2831119030253014 -0.9886609299231217; 0.9999999953987212 -0.999998888166829 0.9999999999784778; -0.7610556242588333 0.9999999743184518 -0.9999999910874333; -0.9191671663899895 0.6105414981837942 -0.015382581946301464]
169,8235,300,-15.014406551520155,[-0.9604373561395472 -0.9999999999999893 -0.10673501532454575; -0.9996826915991344 -0.999999999999023 -1.0; 0.999709275684924 -0.9992201224752594 1.0; 0.9999999999830869 0.9975222448242442 0.9999999999999994; 0.9999999999999999 -1.0 -0.8823972704119637; 0.23678718579839128 0.9999999999999997 -1.0; 0.9999999999999998 0.9989634775049075 -0.8880132094271197; -0.9999999999999999 0.9999999999999999 -0.992649317369484; 0.983168250632653 0.2911512644960692 -0.9999999999999142; -0.9999999999999324 0.9999999999999988 0.9999999999999997; -0.9933144001825224 -0.9946778727835396 1.0; -0.05398008982844445 0.3452301852328392 0.634791168503567]
170,10000,300,-14.494806603051648,[-0.9870913980697631 0.2876878451277917 0.9924998976872066; -0.7971488534314942 0.9999999999937575 0.8513825644860193; 0.9992123896247933 -0.9999999999831315 0.9999987716586081; 0.8916354616002515 -0.9969800111562351 0.17168929988524856; -0.10284077586109565 -0.9685436072055983 0.9999999999961405; -0.9999999999999262 -0.9999999999996719 -0.9999999999916342; -0.9898785786789196 0.9955015110062347 -0.9999999999952177; 0.9985610288138266 0.9999999999996451 -0.9480695385124877; -0.9999999999999948 -0.9999999999999646 0.8361031464435116; 0.9999999999967522 0.9999999999995731 0.8149020829935422; 0.9999999999999034 -0.9971995596990801 -0.9999999999999769; -0.40804651205541936 0.31444051724049055 -0.7191301517155813]
171,6094,300,-15.423914392685976,[-0.6214193167004604 -0.9999999983687492 0.26277762389992365; 0.999327604712605 -0.48825966422710143 -0.34040147687882033; -0.9994484894086683 -0.9609069663916404 -0.9999999996655153; -0.08834380458844905 0.9711031656570481 0.9988044804205363; 0.9999990054536388 -0.9999999982329186 -0.9999999998407078; 0.8678443016397775 -0.0999967779217881 0.9999999981876959; -0.9339710770585501 0.9999999995015514 -0.9999969451714639; 0.9968493277575227 -0.999999999939358 0.9163414374839358; -0.9999999999694982 0.9999999892338521 0.7933190183814044; -0.9999979463363338 -0.9999783181777534 0.997376150483706; 0.9929644067690804 0.9880660816867002 -0.9999999998951461; 0.9999999981457152 0.9999999996517962 0.9566409692606981]
172,8931,300,-15.521144555856909,[-0.9944719638965861 -0.9979168941106792 -0.201932796349041; 0.9694498110790378 -0.9999999999999999 -0.8440793467015344; 0.9984100795316773 0.21028500871790407 -0.4707019344724089; -0.18508371418820355 -0.24782245565706787 0.9534467227122515; 0.6250012717679889 0.999999999999996 -0.9984372041690659; 0.9999999999999903 0.94020220971971 1.0; 0.9999999999935627 -0.9999999999462978 0.997162834603181; -0.9999999999999637 0.999999190217517 0.9959165703496087; -0.9099886542279094 -0.9645602236670089 -1.0; -0.9999999999999994 0.9994602549399858 -0.9999431308851564; 0.26843223551352885 0.9821157728469829 0.8218291040256068; -0.9322123616018655 -0.9904088055970813 0.999999999999999]
173,1743,300,-14.35005525716076,[0.914360870389752 0.999998074086396 -0.9829363757278416; 0.9884141295006539 -0.9997399962979039 -0.34322200397593855; -0.9063142937456005 0.9999999993976978 0.8694690612965037; 0.9940691766197334 -0.2395464022175487 -0.9915403039591221; -0.2885561212427761 -0.9925759452526495 0.9990893508870444; -0.3924412842313819 -0.526372644402304 -0.4178940019385078; -0.9999992979961101 -0.9883817422718021 -0.9999966980792949; 0.9999880512360412 -0.9999974878858665 -0.9999819088303522; -0.9999980038654006 -0.9614927603088629 0.9999725090682079; 0.999999155330545 -0.9125324646447734 0.9999987851754445; -0.9999961374329688 0.9999975366856441 -0.988998641087016; 0.8672444970107398 0.9999978558946944 0.999982037843345]
174,10000,300,-15.879591389287967,[0.9155854717486258 0.9935008358190495 0.9999999999998913; 0.22163654669376925 0.6920380506272901 -0.9999995258465386; -0.2948170538828679 -0.920450553306933 0.6429717681100668; -0.999999999999998 0.9999999999999948 -0.9953824649230917; -0.9999999999999987 -0.726772179113724 0.9999999999999966; -0.9850341275531607 -0.9999999999999729 -0.9999999999999812; 0.9999999999999939 -0.9999999999999872 -0.9999999999999889; 0.9999689898924476 -0.8407839678048986 -0.2079742934567948; -0.9292589520362301 0.9999999999999785 0.9759605156304304; 0.9999999999999828 0.9999999999999849 -0.7739061615083548; 0.999999999999962 -0.9163498998299362 0.9999999999999994; -0.9981077626885453 -0.1445752615137068 -0.9316464484849927]
175,10000,300,-15.590587456127263,[0.9999999999979127 0.9999999999942674 -0.9024346723226012; 0.4299262752380316 -0.9059209660407946 -0.39615142916145657; -0.9999999902725308 -0.9395352478230827 -0.27079708088249516; -0.9968566308712499 0.21728904379557804 0.9990540602160553; -0.9999999977387861 0.999999999999764 -0.995439302449692; -0.3959798612022782 0.5654625854696052 -0.9835556236285873; -0.815038461273336 0.9999999990597563 0.9999993855990047; 0.9999999999951824 -0.8645860231439435 0.9999999999990372; 0.9999999999958095 -0.820138635265968 -0.9911441563804404; 0.9688801445767137 0.9413927261996091 0.8945929246460331; -0.7673856675881434 -0.9999998871396237 -0.9999999999123376; -0.8271653178242991 -0.9999999999990679 0.9999999999999359]
