nPsoRun,n_iter,S,fgbest,optDes
11,10000,300,-13.58301774230195,[-0.9971580710145969 0.9999999999999993 0.5685609467470988; -0.9756105453782581 0.03847069506808266 0.8067476048038351; 0.9999938634607614 -0.9999999999999993 0.9381196773826967; -0.9999999999999998 0.74357884599983 -0.9999999999999991; -0.9531977511598494 -0.9999999999999984 -0.9607147814651921; 0.9999999999999997 0.9999999720806864 0.9932685138653575; 0.32064053401168363 0.3984343346137614 0.9999999999910044; -0.7185306959033063 -0.9999999999999977 0.9999999999999857; 0.5732031485487182 -0.9917280117706271 -0.9999999999999974; 0.4181222785724249 0.9836023646197214 -0.7389706084758962; 0.9999999999999988 0.14756506496706376 -1.0; 0.6280940618094873 -0.5237233892099764 0.2091582692136165]
12,9047,300,-15.53744405284004,[0.4247714621624273 -0.7632083061853119 1.0; 0.43146103418347764 0.9999999999999996 0.9999999999999998; 0.7883907139382729 -0.9999993291722866 0.5717975704116424; -0.997953096857957 0.9606136137180149 0.9998907089860432; -0.9889631528693072 -0.9999999999999996 -1.0; -1.0 -0.9663565752900086 0.7076596639395895; -0.2103841644896427 1.0 -0.8206317344648733; 1.0 -0.9999999999999997 -0.9999999999999998; 0.9638705544382608 0.9215392827466654 -0.9999999999999989; -1.0 0.6067457853333169 -0.9998664843695994; -0.11588330231926643 -0.4390219333610701 -0.6257944739777275; 0.9905491600703759 0.4020522497712055 0.005391645336886744]
13,10000,300,-15.25720185062938,[-0.9999999999999974 0.8998746014564877 0.99999999999423; -0.9999999999999931 -0.9999999999999896 0.7824024092929396; 0.2833773487908685 0.9999999999998791 0.9723519545577364; 0.9971654949484065 0.7687108281073664 -0.9999999999999969; -0.29792540542063073 -0.5136241485564208 0.9030137436869405; -0.9977780425497409 0.4156985229628562 -0.44906763750229195; 0.9999999999064183 -0.9999999999845255 0.9834811775355102; 0.9216424065745903 -0.9999999999989997 -0.9999352041659065; 0.9900489104310224 0.9266139954663984 -0.3480444002873935; -0.8352901589053379 -0.9992977429483751 -0.9999999998811387; -0.9984840668908931 0.9999999999873909 -0.9999999999991481; 0.999999999843527 0.7193122009438333 0.9999999999993874]
14,7105,300,-16.032073763285176,[0.4227490193987611 -0.9999999999999978 0.30897105883421044; -0.6076733882293158 0.8275331798264755 -1.0; -0.9999999999999998 0.9999999999999918 -0.32150774279374833; -0.961557617715727 -0.5426814081041366 -0.21213202404585932; 0.9999999999999993 0.9999999999987509 -0.999999999999998; 0.041128073810731844 0.6577085769248404 0.08156957035944379; 0.9999831103861847 0.9999990068213384 0.9999999999999998; -0.9999829255586389 0.9804142631471171 0.9999999999999993; -0.8209914616404275 -0.9999999999999999 -0.9856138272942692; 0.9999999999999982 -0.6646190145340172 -0.9972022092317679; -0.8815044961446244 -0.9866452910225613 1.0; 0.9545336067400793 -0.6025990687134961 0.969628362201576]
15,5802,300,-15.642174735889034,[0.9984117214882758 0.9999999999082219 -0.9594752216490338; -0.9999999998659588 0.9999999996779173 -0.99450486701222; 0.9999999999999913 0.9845745687250309 0.9818767321096172; -0.7683425816604461 0.9999999999992975 0.9999999679774211; -0.3558138358125328 0.542388639708782 -0.9951068139284599; 0.999999999299556 -0.8798154146928575 0.9999999999645683; 0.44479550231538695 -0.9154569103900899 -0.509076099912112; -0.894624538357295 0.1730578249278052 0.9132921298709321; 0.9999999998146674 -0.754667480514916 -0.9931288086875214; -0.9999998712456056 -0.9371681455320443 -0.24080474717884673; -0.9000408706494754 -0.99856633053448 -0.9999999998157076; -0.8166701948133265 -0.9999999998278403 0.999999999769075]
16,5432,300,-14.984015743874513,[-0.9999136780133823 -0.7160332329264806 0.9999999999999966; -0.9999999999999999 -0.7199211002977426 -0.9999999991977926; -0.5290439197021559 -0.6061359201823785 -0.228831249135793; -0.999999999999995 0.9999999999999809 -0.8792478887777166; 0.14132388812461122 0.505638590727824 -0.9096896699374724; 0.9999999999999982 -0.36479307824369356 -0.33981943361571704; 0.9498732816944839 0.999999999999998 0.9999995414801973; 0.7565306088250556 -0.9999999999999992 -0.9999999999999992; -0.9999993892763615 0.9921744877904495 0.9937450143531362; 0.7892707305183421 -0.9999999999999932 0.8431083873203022; 0.9999999999999599 0.999999999999997 -0.9992158711192223; 0.9249948630426843 0.04683993731292577 0.999999999999999]
17,1348,300,-14.132245736572134,[-0.9999999990130988 0.9360216750851532 -0.9999998922634674; -0.9428963510117369 0.9984625512201706 0.03603297570153214; 1.0 0.952283649482894 1.0; -0.9997835343073977 -1.0 0.999427091015433; -0.9999999820042014 -1.0 -1.0; 0.9758618916838916 -0.999999784276789 -0.9984702555038942; -0.9967915741073876 0.31839843021168546 0.9851467637737987; -0.0501669723446493 0.9994829516738305 -0.9957281787681349; 1.0 0.9999997280877293 -0.9805473008086089; -0.8976938362260029 0.9999996362538301 0.9999999978005231; 0.45611258175745334 -0.5209342975806491 -0.2534063418087975; 1.0 -0.9996276657159912 0.9999968215874142]
18,9802,300,-14.911404603837035,[0.996994877713731 0.09413996019618465 -0.9997167898419161; 1.0 -0.9999999999999994 -0.958647753789262; -0.26280849016405894 0.3354011993591188 -0.6924391081890227; 0.9355517121406187 0.9999999999999994 -0.9999999999999997; 0.8768088066346019 0.7757731292955314 0.9999999999999998; -0.9999999999999127 0.9999999999335784 0.9999999999999993; 0.7401349952897378 0.8583947069012173 -0.10378621908748856; -1.0 0.9999999999999999 -0.6322471976066055; 0.9999999999922168 -0.9999999999999998 0.9999999999999981; -0.6894844670463494 -0.9800031805351869 -0.9999999999999751; -0.7691363326907581 -0.9837138118987592 0.9999999999999994; -0.999999999999999 -0.8750021560695692 -0.5105068431930632]
19,2728,300,-15.927517226432192,[0.9999999999918385 -0.34153803234999613 -0.9999999972427; 0.9996709799486426 -0.11742142647894815 0.517315724159453; -0.9999999112461097 0.9999999999170657 -0.9978396111397555; 0.8520789810958342 -0.8279124314486134 0.9999999998953544; 0.9083340194623218 0.9999999997495306 0.999999998032387; -0.9999999996723462 -0.9999999956962903 -0.9999998147038979; -0.9999999649975435 0.9999721684175052 0.7096823235096397; -0.9999999999996653 -0.999999998758738 0.7108547720632731; 0.8507197097730418 0.999999997324233 -0.9099076895186192; -0.42046196523374496 -0.05013918423283114 -0.5516900304167837; -0.6712554641370704 0.006148082278718799 0.9998734761995329; 0.6565567792915941 -0.9999999776397757 -0.7858760945554948]
20,7798,300,-14.412569317561102,[-0.9999999999999993 -0.6739239606284427 0.9999999130839886; -1.0 0.994818325124286 -0.9364547727172594; -0.9999999999999998 -0.8676194335392208 -0.9999999999999981; -0.2886618098530385 0.5454717928950931 -0.9988552951384075; 0.9999984633235092 0.9999999999999978 0.9999999999999999; 0.9374884044634096 0.9999999999999997 -0.6985242392823682; 0.9469444891335055 -0.44724732091796277 0.7002147150586272; -0.9894553066802538 0.9992172415788446 0.9996357040354813; 0.8326277832789533 -0.9999999999999982 -0.9999999999993152; 0.5875232427259186 -0.9999999999999971 1.0; 0.9999999999999978 0.3345519784796675 -0.9996038362055494; -0.20377771980073292 -0.6659768847254273 -0.2041963345001586]
21,1400,300,-14.788819946666157,[0.9929990331560214 0.999999567786394 -0.994411416811219; -0.25856578544641645 -0.8587624215314666 0.9700268334737333; -0.9999976621855053 0.8717638510770345 -0.8420570721757258; -0.9999998271627021 0.9998372322039483 0.9999949587254958; 0.874386524418472 0.9999994173366733 0.9999999891476455; -0.9994114639056675 -0.9999945007407574 -1.0; 0.47585821117748295 0.9982369075116513 -0.5897050543510419; 0.9999999670512804 -0.9999985375590389 0.9999999994867774; 0.9795893574324561 -0.9999999548122036 -0.999999807063737; 0.8703815736370669 0.07729493536920906 -0.9999991766561943; 0.9141437229395731 -0.18563429152772695 0.14317412449364034; -0.9999999957643491 -0.8788391273215674 0.7584558453131699]
22,8586,300,-13.518871728155393,[-0.9058556583611594 0.9999999999999716 1.0; -0.9970380844508326 0.9673172245737983 0.4190318235892504; -0.38901136667841313 0.9571305341331032 -0.9156231155550396; 0.9999999999989699 -0.9999999999959036 -0.9618364314228449; -0.9143895440768315 -0.999999999999853 -0.935359354972369; -0.9999999999975085 -0.9999999999995759 0.9999999999996223; -0.969662380132754 -0.49915730496725713 -0.9947164927384164; -0.5767407402321529 0.3850591026627907 -0.3989042553763482; 0.9720691543687653 -0.9999999999772793 0.999935854734476; 0.9999999999993571 0.9961247469765148 0.9999999999996966; -0.9999999999999611 0.9999999999999649 -0.9999999999888183; 0.9999999999995767 0.9999999999997203 -0.999999999983296]
23,788,300,-14.696590237203242,[0.9999579963007784 0.5590045671113111 0.7879594659115886; 0.6197473766753921 0.9999531571235657 0.9996727767204319; 0.8103908412779256 0.9999835093524522 -0.897052772309503; -0.9999930868148713 0.9999748902393055 0.9999670605516446; -0.9973059443668044 -0.9514651101201975 -0.9999866460797405; -0.9999053494035619 -0.9999128113871835 0.9999982806180299; 0.9375173524833912 -0.9999960552853647 -0.8991894241024675; 0.6377636903062083 0.06734169673831938 -0.9995391113120796; -0.9564736229523445 -0.8339192816919525 -0.3083942826133891; 0.9999314003087456 -0.9999026851520868 0.9964760172628688; -0.9637952442346774 0.9862287977430094 -0.9020100488082151; -0.025255081473839303 -0.6304331528349387 0.7147499808748529]
24,4713,300,-14.599748669035803,[-0.7890389327615416 0.9928045705971495 0.1936822040496309; 0.9571324555490245 -0.18607878757825494 -0.999898839042383; 0.7090612054788119 0.9999999999746941 -0.9822967215978545; 0.9712137190306045 0.9999999980535156 0.9422140671453275; -0.9994160895260787 0.798780611119906 -0.9999999999366244; -0.06431184178533796 0.0025713865895872897 -0.04361010887062806; -0.7447217645255563 0.9987779898150175 1.0; -0.9999999983340168 -0.9500473007262841 -0.8713529543012531; 0.999999999988091 -0.6946357922553962 0.8949342979452917; 0.7667689101454873 -1.0 -0.8436469269212683; -1.0 -0.9999999999751625 0.959851880923077; -0.3933069864677481 -0.9337432905461819 0.9770113444121205]
25,10000,300,-14.517421997328235,[0.8967287113111284 0.9999999999984952 0.972676241201487; -0.9999999999999796 0.9999999977231728 -0.9959263619866568; -0.9999999999996858 -0.9999999999948915 -0.9326801724102097; 0.8290833758073275 0.8802800082079267 -0.9999999999999988; 0.9999999999558027 -0.9606637881285057 -0.9269594690623746; -0.9999999999981092 -0.950887472409533 0.9443508331798602; 0.8917921849457301 0.9999999999975892 -0.4848952591987427; -0.9999999999998909 0.8294822312530197 0.9999999999993726; 0.9999999694164331 0.24444669303546815 0.8191471556855835; 0.9811962249819562 -0.999999999999871 0.9999999999960393; -0.5750750809141152 0.42963509689907753 -0.16727685023799033; 0.25682671152499226 -0.997632688009505 -0.9990593874074499]
26,6958,300,-15.01078397785412,[-0.9062703600788823 0.9999999999530552 -0.8789134019407547; -0.03134494643756765 0.27246912627826714 0.5165234800662961; 0.9839543218236942 0.9665450769244247 0.9999999999998497; 0.9986200606666025 0.9705413135171566 -0.9999999980654954; 0.9999981840372151 0.8816280494753844 -0.15619840847496763; 0.9999999999248689 -0.9651460433132192 -0.9999999999961496; -0.4294296549936503 -0.9609930839239446 0.9984437809952396; -0.7575497455919451 0.0502134580407123 -0.9692003149227674; -0.9999999999839916 -0.634110915853439 0.7159632164550056; -0.6946395386113158 -0.999999999725052 -0.9603606030299267; -1.0 0.9999999995985883 0.992907543872431; 0.9999999984687048 -0.855866827152932 0.9352704665200341]
27,3439,300,-14.897753141067927,[0.9893347345063879 0.32854512899477767 -0.12753291730087485; 0.09299877290196064 -0.15785171181527463 0.9956981890245853; -0.9999999994246093 0.9999999998508607 -0.8782302962991672; -0.9997972990128448 -0.8976322821694305 -0.999999999966793; 0.9999999784848776 -0.9999998095378918 0.7134869327205227; -0.9999998951479463 0.99999979709096 0.9999997761631848; -0.966590381332613 -0.9999994452626706 0.21652344805418292; 0.735465256978486 0.9516661847995135 -0.9999999784617991; 0.11557663473905765 0.9987454948313037 0.9716432827297985; 0.9999998733017603 0.9905051210478729 0.9999988119768763; -0.990235578187653 -0.9999999953774105 0.9999996477452712; 0.9803999262069577 -0.9999999738681494 -0.9180478483040131]
28,9928,300,-16.04145492611171,[0.9999999999997907 -0.9999999999998878 -0.9999996799105767; -0.07648746320794829 -0.5526422296289857 0.9999999999999943; -0.9996341869303227 0.992514039765695 0.9999999999999953; 0.9974002864642718 -0.9999999999999523 0.7162813508150007; -0.9999999999979696 -0.9999999999999969 -0.9996952789558464; 0.9999999999998896 0.7258047604787301 -0.75115981124342; 0.004340255377092667 -0.1898058968588611 -0.6503452795936565; -0.9999180941627621 -0.9389210048038773 0.512662132536274; -0.9999999999999797 0.9479297285745665 -0.9525416360055116; 0.8867817708878626 0.9762173515045273 0.9999999999995394; 0.025438943456561634 0.990620630194028 0.5829784955890662; 0.2818452441455536 0.9999999999999309 -0.9874556943597596]
29,10000,300,-14.21184283792868,[-0.9999999999999963 1.0 -0.9999063636829343; 0.9999999999999983 0.8467895740825884 0.9999999999999999; 0.4793360560563747 0.8063480858814708 0.7328389118906018; 0.9999999999999992 0.9917881410978404 -0.9999999999999996; 0.9546865251299836 -0.9999999999999967 0.9373683143003236; -0.5847769695601822 0.023881933836720284 -0.7441375375794134; -0.879038877764129 -1.0 -0.9327893502156075; 0.8568095758604976 0.9999999999999997 0.001775985468946062; -0.9999999999999942 0.8840995466558504 1.0; -0.9999999999999999 -0.9999251355432575 0.9751220929184526; 1.0 0.07603401557962701 0.23972315460045082; 0.9885526900947895 -0.9999999999999997 -0.999999999999998]
30,5057,300,-14.882161967644265,[0.9999999980362685 0.9999999579862687 -0.9917019184875072; -0.9999999952339874 -0.9999895079857576 0.9999993932988438; 0.5160027439332171 -0.1285428222788505 0.7062198818801262; -0.9999999925905363 -0.9999995535956147 -0.9999999329167593; 0.8003114560106117 0.9999999892434871 0.9999987692182855; 0.9999999803174685 -0.8961023326291973 -0.9999999995380282; -0.37696885220839005 -0.9625998087092511 -0.37365700161671134; -0.6736993644808278 0.9999940325832388 -0.9416732622596752; 0.9999999992042944 -0.9999999844349146 -0.20208671329670924; -0.9615459444241321 0.99999999986738 0.9999999985953802; -0.9999999802845271 0.4488689613190738 -0.4904518524294766; 0.8513929704548275 -0.9174573310624368 0.999999998570504]
31,7068,300,-15.729712347462101,[-0.9444419787668786 0.9999999991673632 -0.9999628335303408; -0.3405764196706316 -0.9999999997391921 0.8676517545187559; -0.999999999999824 0.9999999998383782 0.9352443126351142; 0.9999999999655212 -0.9999187844817866 0.9943432519554792; -0.9999999999998821 -0.762909765177089 0.9999999997111244; -0.10905598175774416 0.3357129602031668 0.9611501472740107; 0.9999949141561992 0.9153515464649297 -0.9999999999998975; -0.8348387296674773 -0.1463116661784478 -0.5761738697334396; 0.999999999400725 -0.9999660052064333 -0.9400136982979879; 0.9795324234876437 0.9982805629682046 0.12446453073905706; -0.7394479440175948 -0.9999999999999648 -0.9999999999778706; 0.9706072473786882 0.9816205954188274 0.9999999994917594]
32,8453,300,-14.208280598110337,[-0.9999999999998428 0.8768256259592317 0.9025762886864486; 0.8977390902034522 -0.9468332382210188 -0.05184345046996309; 0.9999999999999714 -0.9999999999974081 -0.9999999999978346; 0.9410117320210664 -0.9999999999993411 0.9999999999999656; 0.9900949396998052 0.999999999992237 -0.9999999999942379; 0.15699712177508418 0.3785196607701044 -0.4385970789400374; 0.8694433188589915 0.9999999999999905 0.8644532066997134; -0.0695131792205617 -0.9997598802812665 -0.9999999999921494; -0.9999999999999978 -0.9521410822954416 -0.9747118385815994; 0.9510587011818369 0.5421596658557418 0.9999999999999993; -0.999999999995736 -0.9836854732887669 0.9999999999948505; -0.9999999999998868 0.9999999999995922 -0.9454224874598378]
33,8148,300,-15.857439360821417,[0.98778849140511 -1.0 -0.9556686830306365; -0.9999999999999992 0.9999999997819045 -0.932712484196964; -0.9945556584205784 -0.9999999999999998 0.627752478760591; 0.282948631021968 0.9999999999999997 -1.0; 0.04354029482742564 0.9996344525020324 0.39111053611159763; 0.9999999999999996 0.7461785544254506 -0.76122374074486; 0.9999999999999991 -0.9999999999999997 0.7665941484598587; -0.1522335447361044 -0.09791608657606878 -0.5124490062137095; 0.9974161926777401 0.8642761553253703 0.9999999999999998; -0.9999999999999996 -0.9999999966216679 -0.998906685626897; -0.9999999999999997 0.9952284604504811 1.0; -0.29525767107335377 -0.4550537636679429 0.9999999935455716]
34,6757,300,-14.465736610600104,[0.9975701895766327 -0.995841291378172 -0.9999999999998721; -0.9999999999987607 0.9160487568070992 0.7669180636277938; -0.3684505924183417 -0.029541010592194068 0.9999999999922486; -0.9999908206170482 -0.9999999999957734 1.0; 0.9999999999999899 -0.9999999999994269 0.9691767167411384; -0.3554627214024863 0.999999999983818 0.9383392023890463; -0.9489901904248463 0.9999390682191661 -1.0; 0.7341009722805295 -0.3467723880322984 -0.49156200902848407; -0.8587074933172043 -0.9999999999950087 -0.9999999999974987; 0.9897699178252592 0.9999999999922548 -0.9999999999733258; 0.9999999999995259 0.9994153257529523 0.9999616145351684; -0.4319022900804197 -0.9913611768482492 0.38023996592600906]
35,2488,300,-14.908575065493906,[-0.8576593958476851 0.9999894450446543 0.9999999998126896; -0.9747658154194198 0.5497255146411139 -0.17555942869036334; 0.953327275348681 0.9939371341772774 0.8404246361987795; -0.9996810824005301 -0.8169491889379632 -0.9999985541152038; 0.9424402989441459 -0.99999998645119 -0.9831193624264124; -0.10997356676540757 -0.8440229315312553 0.9445847731565278; -0.9999992067987681 -0.7941024482324348 0.9999213555713244; 0.999993970472539 -0.9488255764605537 1.0; 0.5686541259845285 -0.11169314514769767 -0.8499014085754565; -0.6739125823050066 -1.0 -0.2474397779961933; -0.9892779998383192 0.999999941606335 -0.999979546278162; 1.0 0.9999999192419098 -0.8642059351200194]
36,7294,300,-14.485141720581337,[-0.3477359275998671 -0.804056442878679 -0.9999999921814309; -0.9999999999998906 -0.9843334906692638 -0.9998940319602061; -0.981773478180602 0.9999999996584827 -0.853444443588471; 0.9999999999941392 -0.7101338409672052 -0.9999999999997242; 0.8558311708899815 0.9999999999998616 -0.9998643069706199; -0.9999999999218833 0.9999999999775608 1.0; 0.7738613926925246 -0.1786758353142573 0.9506160815735283; -0.9999999999928444 -0.995881275523592 0.9999999999670409; 0.9976926707851064 -0.9999999996960036 0.9999999999984144; 0.7712935275147174 0.9999999996620063 0.9979579196606815; -0.9602038057504926 -0.6816896118252261 -0.17459044320545494; 0.5451193809646097 -0.9918019408808285 -0.46410464325808776]
37,9671,300,-14.838655560970873,[1.0 -0.9998441366222842 -0.9999999999999977; -0.999999999999996 -0.8341414816584293 0.9997999097769129; 0.998461354649792 0.9999999999999983 -0.7437399356696608; 0.9999999999999999 -0.9999999999999992 0.9999957392347847; -0.9999999999999969 0.9999999999999937 -0.9999870462113943; 0.4189482765666513 0.4508878841718132 -1.0; -1.0 0.9999999999999998 0.9854456248138244; -0.9999999999999966 -0.9999999999993425 -0.9999999999999988; 0.9716695160622569 0.988408219347389 0.9999999999999943; -0.7129891070932175 -0.24571871076012616 0.5960804182671553; -0.6867039021093662 -0.9811275411622362 0.13311639675507617; -0.3814942908560311 -0.9999999965603715 0.9999999999999961]
38,7874,300,-14.828659534416074,[0.9828699756108269 0.9999999684932799 0.9942689937342558; -0.517663874353775 0.9999999738890604 -0.9204615437566834; 0.9992026719719548 -0.9654580999857584 0.9999999980267661; 0.9999999957982662 -0.9999995847260356 -0.999999986357499; -0.9999999631117029 -0.7488991524268998 0.999999994143772; -0.41284174473186946 -0.6328734384778923 -0.885173638960259; -0.9999998996302107 -0.9970426315567567 -0.8278351061873845; 0.99999995862538 -0.999999998946118 0.010318783074474765; -0.9999999951217559 0.7832381869105954 -0.9999999773904311; 0.9999999999983062 0.045456465275114405 0.42771317420741345; -1.0 0.9534973330964445 0.9781727259262285; 0.9999999998550533 0.9768807962482936 -0.9999997804218528]
39,6041,300,-13.932511079017502,[-0.6237753676524874 0.9999707546614166 0.07415527887325994; -0.8515251665927036 0.5458447032729178 -0.58598761368077; 1.0 0.9705702719851051 0.9901372638308622; -0.916453162837983 -0.9999999999999988 -0.9917158554994564; -0.15771536633720948 0.9999999999999994 0.92443970279431; 0.9999999999999998 -0.9619782424995691 -0.9986563347931118; -0.05531586411745577 -0.30165041003505505 0.9996187314750914; -0.8943562997471363 0.9999996843609937 -0.9999999999999992; 0.9999999971579661 0.9469983966322232 -0.9999999999999952; 0.998446126749889 -0.9999999999999993 0.9853984864941014; -0.9999999999999979 -1.0 0.9933967893978056; -1.0 0.9165934037517484 0.9999999999999993]
