nPsoRun,n_iter,S,fgbest,optDes
14,1622,300,0.9504989070337283,[0.6946796443056918 -0.9999977994182406 -0.9995395473513776; 0.999998574036113 -0.7325437753917765 0.12847685604559234; 0.10236398169074686 -0.08045718093097394 0.09908699972729118; -0.9999990324913144 1.0 -0.8305109112030534; 0.9999891133231222 0.596724513251074 1.0; -0.9999929984064659 0.40953551470103433 0.9180955294718561; 0.440763582811745 0.28085527751788475 -0.9999968275621474; -0.8201779638064584 -0.4863152464219159 -0.7395280823193979; 0.9522053717197798 0.9972489434683325 -0.27280117569644796; -0.2108584994350799 0.9999999905420109 0.4829106818167068; 0.33916403040623316 -0.9957092818747744 0.9942563414875806; -0.9999944179596274 -0.9999211638471727 0.7241730055968897]
15,4909,300,0.8907428501839317,[0.9999996430221254 0.9999999778232147 -0.8248096603768471; 0.018597508617282932 0.14101421424473556 -0.9999999998538305; -0.6414245703724791 0.9999999673564605 -0.6388104235854555; 0.9665995646637812 0.9476470675098436 0.9860272549490839; 0.9999999468795651 -0.7294018174776062 0.8590440894056081; -0.34032789959733883 -0.9228119091383002 0.9999999962528406; -0.9999999796832258 0.9672131563979891 0.9999741812993715; -0.1237719609136145 -0.9999999999874102 -0.06961405501242478; 0.9999998273760111 -0.8725918061623962 -0.9958046401011402; -0.9999999339818022 -0.7433861831728167 -0.9999999984034623; 0.11763136961245646 0.0775217401538265 0.0064474304379984115; -0.9999999978802927 -0.17715787400328584 0.2368978912336312]
16,3735,300,0.9451704185503152,[-0.9999973258826458 -0.564776189700986 0.6432489598883291; -0.35701996124419744 0.43194028406717 -0.35625478826695733; 0.21987370804420678 -0.2812271713392188 -1.0; 0.99998121491194 -0.999999903317743 -0.573691941330009; 0.989635033488309 -0.11726215811861689 0.337728833777944; 0.992864428464757 0.9999983177806304 -0.9999956052226919; -0.9999999997785457 -0.8864830024513398 -1.0; 0.7107784969943886 0.999999897301613 0.4856195089572007; -0.9999999996004215 0.999999999311864 -0.9009627365903982; -0.827845848388201 0.9999297765019218 0.9999999998735225; 0.6786990968922466 -0.601246408450735 1.0; 0.055591682131769446 -0.9999999999982615 0.4751659819582681]
17,2198,300,0.9090107259392959,[0.47228878873560887 0.9999999882862997 0.7834228450533518; 0.9154787998987074 0.9987893411859501 -0.9999999233553125; -0.9999999865982174 0.9999984508613012 0.9561722147396535; 0.3093149355731569 -0.6567055793715106 -0.9999998820422253; 0.9999985514315213 -0.9999998642032103 0.5427144254878116; 0.2979876249837943 -0.21404200164368542 0.9999999907162662; -0.999999997871408 -0.9822576920556841 0.9999998856117881; 0.9999999356490616 0.1456097111597284 0.004516167135440185; -0.148072174041531 -0.9929847715602096 0.017984263787107234; -0.5289979732493838 0.13638061733266382 -0.027472059872085543; -0.9509471624762562 0.8714352654265505 -0.9360500994385954; -0.9999999849845612 -0.9999997660979467 -0.999999957621575]
18,4326,300,0.9337080729235478,[-0.13956571803308557 -0.9999999999896747 -0.8172701904876554; 0.6386690772806346 -0.32453390250070135 -0.011464972693150022; 0.03579280065207516 0.1301780936708382 -1.0; -0.6958546902328822 0.7604016383830201 1.0; 0.9999999998949523 0.9999999996307338 0.999999999923746; -0.9999999999996675 0.9999999999992176 -0.988788982127078; 0.9810498926535934 0.9863868154099444 -0.7659239787000006; 0.5651481692566065 -0.6697387944965898 0.9999999999981428; -0.32623824662492584 0.849421736567582 0.11735877950181922; -0.9999999997911515 -0.12018318537504473 -0.6351594035816802; -0.9999999992326255 -0.9922174191644447 0.7228030323886158; 1.0 -0.9999953855405307 -0.999929321027942]
19,861,300,1.0117149762403048,[-0.9988200009288413 -0.9867414766134531 -0.11145941068487644; -0.9962352271140981 -0.5841581473217584 0.9995375020380584; -0.4928159060856184 -0.3908336832893742 -0.9361827513268344; -0.797205832006476 0.8314511051477526 0.39075244863978037; 0.9986214545929382 0.34266821441486117 0.9998633827996452; 0.9987000405180892 -0.6738891096988847 0.23241945409533138; -0.7938679614140286 0.9997917457730864 -0.9999962487914705; 0.8630245314672003 0.28537239323697294 -0.8636985381656763; -0.003663245096415178 -0.09787823387403431 0.16150281218814172; 0.6782550001007613 0.9985954213243203 0.31765142004403246; 0.7544754835884923 -0.9995948661042715 -0.9999403265480625; 0.11393166183571958 -0.9552855249613831 0.7906604905787287]
20,1426,300,0.8935311964590693,[0.9999999999446856 -0.24771510540541938 0.25219137895836957; -0.9998752618431463 0.9999997631277714 -0.8179299731155599; -0.011083258864138355 0.06091696134998641 -0.07362012438369607; 0.9999159409842854 -0.9645862166075876 -0.8367186236983649; -0.9999555806866244 -0.8466012834114658 -0.983156288280721; 0.971946468925439 0.9644091824248395 0.9315228262735639; -0.9999859247317304 -0.39517455761552217 0.9421908768391497; -0.28014708957426127 -0.9999999998995164 0.11125618520295548; 0.9270124274758234 0.9999996631898204 -0.7875439617952572; 0.2178477572632424 -0.7893892788650312 0.9999999053821044; 0.14690237246672697 0.2385163339082241 -0.9999996081569118; -0.8572518734638608 0.9793353206347418 0.7695530595622824]
21,5295,300,0.9323046988366767,[-0.8172957811976352 -0.9999999990174179 -0.9999993251276506; 0.6948165482869422 -0.7566810346240261 0.9999999999926142; 0.8992325026073381 0.9999999998485758 -0.9489754072679933; 0.6303951271475541 -0.9999999999665318 -0.24133941242671184; 0.9999999997846695 0.8867536157452366 0.9967877479148404; -0.9745366339462489 -0.07134528943299337 -0.20712971331567478; -0.999999992148326 -0.722684672567046 0.9999986453620269; -0.01377572236723189 -0.07662519327958212 -0.979446031245757; -0.5810884320103061 0.99999999829364 0.9999999781652814; -0.01484197197224627 0.6089850928980931 0.1473601346744125; -0.9999999999989273 0.9999999845560154 -0.9266165770145909; 0.9999999981011539 -0.3964131011630131 -0.9999999995143952]
22,3327,300,0.8887441544771094,[-0.8617155871644581 0.9867566092687194 0.8848488965896459; 0.8282008322852772 0.9999999909665283 -0.8425161772730584; -0.07676520305212789 -0.09300748105251715 -0.9999999950909605; 0.7145915984923437 0.9999967771159517 0.9999999952233432; 0.042021645386602 0.05351382321816999 0.024746607757961257; 0.9785662212192827 -0.8352833499612575 1.0; -0.9999999974875334 -0.3532978907320059 0.9999999081708096; -0.9999959401827959 -0.8667100715315689 -0.34658449999060376; -0.11567785518702564 -0.9999999707553987 0.35244275884391046; 0.920548506507402 -0.99862188522146 -0.989609621363147; 1.0 0.3697355930098502 -0.046087968978793165; -0.9999940530709587 0.9625817887230012 -0.9892142820110356]
23,1601,300,1.032938764428686,[-0.6355275687098769 -0.49274499753138995 0.37471241147192186; 0.3232704555218706 0.7574503692476211 0.3530107993549035; -0.020539506347260303 -0.84091674985805 0.9999932700143428; -0.9999886444742879 0.9998152802494478 -0.5361360239363945; -0.99999914942561 -0.9303662747740431 -0.8079822864607863; 0.3130309000347633 -0.9999991739742938 -0.942546912300476; 0.7281825032845306 0.9999999904306156 -0.7737550896410226; 0.9773831992225415 -0.8999642615827125 0.19150326940708828; -0.19555997893984273 0.09065489392812269 -0.6778309969883106; 0.9999981592247714 -0.21327379715694597 -0.890671625026403; 0.8961871445735357 0.23606908533236695 0.9999967176197134; -0.8624260190679597 0.9283564965980259 0.9999975280467616]
24,4029,300,0.9534484011510473,[0.9999989260285659 0.9999997063181363 -0.9685166891097805; 0.7412419021974344 0.5374447427754228 0.9999998270639349; -0.6749417414583443 -0.07665552665090739 0.1448328572506157; -0.999999850644119 -0.8274836251920292 -0.8380868466445528; 0.029603376299470685 0.03157320522645174 -0.9999999999998237; -0.7274653347190431 -0.7210658317477221 0.9999998128264759; 0.999999264417727 -0.41574955515763556 -0.7980528283385004; -0.8696240063209593 0.9999999784628744 0.999999139256; -0.9274485571191354 0.999999860245264 -0.8946050048456935; 0.3272821471475736 0.6257797375301435 0.06561651976956455; 0.03148376348810137 -1.0 -0.6937094753898838; 0.9015149147758544 -0.9761288083533908 0.7292213035517608]
25,2886,300,0.8893165580732352,[-0.14356087304320245 -0.22284912414411367 1.0; 0.2306320614745372 0.9999860122475914 0.09613819370973421; -0.929426320694314 -0.9999999998920639 0.32860059685490356; -0.9999999999157563 0.11025499103304826 0.15481995443427432; -0.7069557257236183 -0.8939354063667044 -0.9999999992989127; 0.926861038089343 -0.9999999993205255 1.0; 0.05479143997576704 -0.05289154794856832 -0.03240122233013097; -0.7480725894528355 0.9422283689566402 -0.9935178847622884; 0.957271197613095 -0.9686679966927036 -0.8717740534365231; -0.786562380786843 0.9999999957243805 0.999999991192812; 0.9999999999405262 0.7575467055496178 -0.9999999859539972; 1.0 0.644461954409591 0.6728436396978645]
26,2254,300,0.9025278479489458,[-0.6630258246405755 0.7302460506175557 -1.0; 0.9169846073472028 -1.0 0.6381713886031807; 0.9367620394457912 -0.8608659526401963 -0.8123786547376826; -0.9789147261675659 -0.9974685814076103 0.9104687324877333; -0.0834487846362637 0.08772373268144314 0.9999999910215095; -0.15389726938178866 -0.07095848416105867 -0.026022394705599482; -1.0 -0.11869462179399737 -0.36319179827295206; 0.9636953090738072 0.9140204543535053 -0.9367016810016793; 0.9999987317917668 0.41666138553972265 0.9982674160633963; 0.25493497321864844 0.9999999945252678 0.2695884903733986; -0.6248289588053553 -0.9999998129561465 -0.9999999083153605; -1.0 0.9915663808413241 0.6667708710786785]
27,4575,300,0.8904854735638111,[-0.8719479426702806 -0.9999999986641623 0.9051411415566354; 0.9709708816191922 -0.9983774371953635 0.9955490518486791; -0.04958481478694812 -0.06887893837650279 0.016629859667807178; -1.0 -0.17048108588519562 0.1521797648309263; 0.15070525805855084 0.9999999584729306 -0.2494762043674428; 0.24539624023909176 0.24398054669157318 0.9999999995852102; -0.8551848798050183 0.9927294476368301 0.9999999688856204; 0.9976543443541318 0.4466764259992695 -0.9999999202095904; -0.7926660767448815 -0.9999996648347228 -0.9999997872968025; 0.999999980950729 0.8057565960722474 0.27292184706476547; -0.9727526937523724 0.8773396606214907 -0.9999995078986152; 0.8224206744647038 -0.9918789515957461 -0.8390115332526411]
28,1778,300,0.9214158353703772,[-0.1677856950059606 -0.02939851341692441 -0.9936611531348882; 0.9999917751488652 0.31001061451258477 0.6387952029210352; 0.8431595046099295 -0.9999999643758001 0.9990897580857137; -0.9892060664154589 -0.9999960035667858 -0.8739731337305807; -0.999999999049323 0.9998348229027367 -1.0; -0.9309041787794027 -0.9753812354252347 0.9998505427205383; 0.7566858219606528 -0.9999990878763402 -0.33208448296239335; 0.9999998443273095 0.4331312097842418 -0.9999999994164155; 0.11683668295127955 0.9984850858319462 -0.032968198715037776; -0.9701471037717607 0.45841636314318573 0.7207767205373139; -0.3150677832722727 -0.15184072441202648 -0.04535716642736764; 0.08212067713176016 0.9999999998904461 0.9999997081419443]
29,8750,300,0.9069739026814297,[0.018349640317029053 0.19930864144051705 -0.30582776900660485; -1.0 0.3591347732034362 0.910071169717063; 0.9895548289278874 0.972739672029462 0.999999991845349; -0.22651943761357948 0.9999999997692082 0.36321789657082526; 0.786660237069392 -0.9999999906013427 -0.9999999999984177; -0.9666035447811238 -0.6328410413599546 -0.9999999999996131; 0.9016514684241409 0.9999999994835467 -0.9999999988193556; 0.7014542854870562 -0.9999608130447171 0.559555344637591; 0.9999999998615527 0.04199566494584264 -0.1703472237871072; -0.1631504787771607 -0.5405415497325038 1.0; -0.9999999999999377 -0.9999999997391705 0.2987978447806656; -0.9999956822488095 0.9999999999741768 -0.9997429694900151]
30,785,300,0.9600197144365397,[0.9997314260835832 -0.9995055684248401 0.9989343993416474; -1.0 0.9994275400016182 1.0; 0.07139484394669506 -0.9892949623350311 -0.05528409592477044; -0.612323807077465 0.998208032439191 -0.5649253529273955; -1.0 -1.0 -0.35704814776439014; -0.16593963009645 -0.5039942270692495 0.9997396277065107; 0.999602067419652 0.3174440812381612 0.45633196452332175; -0.6987029195525197 0.0748239268419392 0.24451730372959515; 0.9002540732935027 -0.4993634905900704 -0.9516324853829791; -0.7156581976731927 -0.30302451316129425 -1.0; 0.24579380297036324 0.8605392902725559 0.8499948945090801; 0.885891428905815 0.9989575378621112 -0.9992726308057509]
31,4494,300,0.8963309103926123,[0.916787196324422 -1.0 0.5790891156737642; -0.999999999988476 0.6187674826793106 -0.7827811007519558; -0.9999999999870413 -0.9999999999995905 0.8304591526573025; -0.9414701940714395 0.7358682699719996 0.9999705429578464; 0.9999999999977897 -0.9390930465557753 -0.9999999997332254; 0.9999999999995951 0.27903437220233857 -0.396026267551564; 0.05833817416708163 -0.07902986203703 -0.026156088691241648; 0.999999999976128 0.7827661304517936 0.99511055918898; 0.17163389376442054 0.9486018752666731 -0.9999999999977894; -0.7799106476947181 -0.9255530925649706 -0.8125112078249711; 0.19236003572526966 -0.31293648366421317 0.9999999999999988; 0.11586446588578152 0.9999999999955327 0.11906925188545082]
32,761,300,0.9801542064796852,[-0.9897543850960243 -0.9993698165502983 0.8092332600392856; 0.6009916098178651 0.5555893402475619 -1.0; 0.5731091763884477 0.18165805880442573 0.9946771821276874; 0.9999618685619184 -0.6113155946128669 -0.5684648162136348; -0.6407100010733733 0.9999730659798817 1.0; 0.24471409324004625 0.9984100078616666 -0.1375345211584003; 0.8721282558066977 -1.0 0.975351794552992; -0.9989589380963332 0.37203438680298795 0.49840276070489886; -1.0 0.35708710050220166 -1.0; -0.41542204565400154 -0.9699330803062133 -0.8843172161144629; -0.09706957769482306 -0.4289627333393866 -0.0224269225291128; 0.9999971547795351 0.999975946881752 0.7486465846519086]
33,8081,300,0.9156133206036267,[-0.9999999734901363 1.0 0.7900935516948564; -1.0 0.9921882459888388 -0.999999999983953; 0.8430647134900824 0.9999858146362173 -1.0; 0.3348844185612995 -1.0 0.7166610407950909; -0.21943021830967474 -0.0474578164708886 0.9999999998399685; -0.3269442693945563 0.08634602929094964 -0.5240245362425363; -0.8154150194135458 -0.9999896513011887 -0.9856807298077233; 0.9999999999996226 0.40678068093592284 0.9999999988099032; 0.3012837123736586 1.0 0.0722218769889303; 0.8979894644222169 -0.020317211483182555 -0.03410014870364838; 0.9999999990222762 -0.9999998760858777 -0.9999691583054426; -0.9999999999942463 -0.9994976988232382 0.6396672007572458]
34,3351,300,0.8987760753354664,[-0.8573749499638793 0.7408513728618714 0.8396177422387986; -0.7862154136997093 0.9999999958223488 -0.5314163518134742; 0.2544904287700336 0.22380339851451234 -0.999999995618073; 0.4412384144877388 -0.9554909355867985 0.9999999859057469; -0.20842613564363022 -0.9999999835765142 -0.3741844830557026; -0.9999999729106163 -0.08679076595674007 -0.9489941896053284; 0.11099996199447024 -0.0778223618147014 0.03196658957568383; 0.9719296412116628 0.9815492960129366 -0.47089424236680105; 1.0 -0.9999813836224749 -0.9784052656652793; -0.9999999667849044 -0.9526260709996721 0.6680594707314439; 0.7078240016036824 0.9807041777459627 0.999999960782331; 0.9999999925335814 -0.3741836071356812 0.3795977086521558]
35,3781,300,0.9581624639215616,[0.8014058101093919 0.9999999916327577 0.9999989966393218; -0.9999999607774196 -0.2989353336934366 -0.9031597310456051; 0.0833626319462651 0.08236877323244728 -0.20296687165982477; 0.6838866341402641 -0.4701053682988155 1.0; 0.42255662521771514 0.9999999522739563 -0.9944875405026242; 0.9991033193494668 -0.9999997415271387 0.15102264662666443; 0.9999999770451131 0.6298931072513514 -0.08973616794679407; -0.38931779457921645 -0.999999536941509 -0.5749494923716162; -0.9999999690543164 0.9999997501932989 -0.6090548054099192; -0.6595293528425769 0.30344168523529536 0.8752156957302266; 0.9996440048216931 -0.6722394682653907 -0.9999998540671018; -0.999999819956708 -0.9984282763821325 0.9977913360215124]
36,1185,300,0.9957154137671843,[-0.009818013945616134 0.6146350422884831 0.2892351825068306; -0.6795513213926364 -0.9998577887387113 -0.9999689940743274; -0.999986724263399 -0.014984770583386672 0.999997605524141; -0.5183662429751019 0.0007193340257401291 -0.524833844366548; -0.11568857033755305 -0.9877787036778949 0.9999932995115556; 0.9999206100720182 0.553512899475594 0.9573254300922118; 0.8611969279213556 -0.5231540271631047 -0.8648567047953509; 0.9997760241327279 1.0 -0.6625936034970454; -0.9998479842889774 -0.904688493329322 0.02276312737814872; 1.0 -0.9993400003334972 0.8048234319165984; -0.9158541497974578 1.0 0.5674681751488335; -0.9643775103766351 0.999063880453538 -0.9999988078862869]
37,1375,300,0.9016113990297644,[0.3815825720891714 -0.0656297996548254 -0.9999998481486667; -0.6349371785324412 -0.9999806361756375 0.9998492480417847; -0.9646460973400496 0.29377499536157126 0.999999590077884; -0.987635873066652 0.9629024702195094 -0.9980214891136241; 0.08191745514634008 0.13896322508099979 0.15297554899544497; -0.5679671609627772 -0.9056567734031817 -0.7891104906861968; 0.9999868775590026 -0.9999999200208245 -0.5718456759554745; 0.9951868292314068 -0.8379381820423174 0.999987343816358; 0.9999982406180239 0.703986201483271 -0.6537257789046775; 0.9535555642249259 0.9998341368006048 0.999989876075071; -0.24934445582357048 0.999994014833856 0.01440678280704085; -0.9999911905764771 -0.14595585738763303 -0.008913198484769468]
38,4587,300,0.8974785956448404,[0.5226236169775379 0.99999999778923 -0.7719706823767991; -0.9678259589203364 0.7926542089292888 -0.8614191678741129; -0.12889171227394705 -0.022093160137932832 0.005078607098331231; 0.999999992933466 -0.011846087344936054 0.038196964889178585; 0.922259877083554 -0.18135869302304525 -0.9999999999848265; -0.24483511828967555 -0.15029822822238015 1.0; 0.8018208394797668 -0.9999999990363405 0.9570269846919547; 0.6973636593181582 0.9664910439263628 0.9674996999218437; -0.9804801238501616 -0.9999998023055829 -0.9999985944787808; 0.2606711025856174 -0.9999999993066978 -0.4108152618412847; -0.9999999999917671 -0.8732731940172688 0.5740687578692023; -0.999999125427661 0.999999992022519 0.872051568542794]
39,6500,300,0.8948897762871905,[-0.9999999999979706 -0.24561619820534963 0.03801347246943405; -0.945264905490298 0.9999999999971159 0.9999999999990011; 0.16695998123676614 -0.9999999999908398 -0.029470896014858444; -0.024930738588507934 0.03302080803150534 0.18817976874547643; 0.19751396913453148 0.49772042224242524 -0.9999999999891777; 0.956216879898237 -0.9914350368527866 0.9999815533307275; 0.9999999999988538 -0.31427880548560305 -0.8074731269360175; -0.5551069817222108 -0.9999999999996673 -0.9985156133054695; -0.9999335820309586 -0.9501924715890039 0.9999999999989326; -0.9522258633107464 0.9999999999998479 -0.7685620626391542; 0.7090094736135775 0.8601761571362483 0.999999999999395; 0.9999998958693198 0.9999999999953084 -0.29183163507390675]
