nPsoRun,n_iter,S,fgbest,optDes
140,10000,300,-21.04781988002352,[-0.192888753798896 0.662995789438572 -0.9999999999999187; 0.13652634452116053 -0.9999999999999978 0.752925354457551; -0.9999999999926162 -0.9999999999999946 0.9997800310522655; -0.9927735417828553 0.9999999999999825 0.8699722284826026; -0.9999999999999667 0.2453617176356758 0.9984723316465116; -0.999999999999912 0.9999999999999601 -0.9969339465575059; 0.9999999999999969 -0.8703090846939104 -0.7001731236027969; -0.0520040782426 -0.9999999999999998 -1.0; 0.9999999999999992 0.9999979228628191 -0.9999999999999992; 0.9999999999998925 0.9831912432695646 0.4197468345308075; 0.987198090012885 0.9761646007302507 0.999999999999991; 0.9999999999999998 -0.9996869659658444 1.0; -0.9999999999999998 -0.6255882511987617 -0.7423604602625874]
141,10000,300,-17.886712052282416,[0.8755736342302995 -0.9385126620873183 -0.027772667196751137; -0.8796124246628364 -0.9587915343835967 -0.9999999999645225; 0.9999999999805376 -0.23214367756104426 -0.9999999999310086; -0.9999999999999677 -0.9999999999999987 -0.07150494527151047; -0.023982339208216276 0.8825256078013423 0.9999919042999793; 0.5363008332834608 -0.9999999993089401 0.9999999999942853; -0.9999999999999653 0.9999999999991613 0.03330588276474616; 0.9999999963689258 0.9999999999043774 -0.8738273382852276; -0.99999999993821 0.43624890635301167 0.9998502677724744; 0.25255051155209957 0.3564948803298442 0.2528385428551845; 0.9999999999972523 0.9999999999959747 0.9789991209987043; 0.8187278445970926 -0.031832012973005724 0.9999923901244333; -0.37152206537396243 0.9999999999916382 -0.9999999997824562]
142,10000,300,-18.7733957844932,[-0.13800314236388717 -0.5782644370090615 -0.9999998922716696; -0.9840036072745488 0.15440886352263283 0.908506918819237; -0.9999999999995697 0.9999999976398314 -0.9999999999842479; 0.8935518177765657 0.8734558531807272 0.9999999999999536; 0.9999999997051469 0.8989556541149061 -0.9999999999695237; -0.6165820575456004 -0.9999999999931242 -0.4872567203249875; -0.6273771947260697 -0.9999999999026937 0.9999999999998708; 0.9999999999562523 0.6376036645065928 0.46565783021722; 0.9999999999999986 -0.9999999999917423 -0.9539441207573076; -0.9999999999999447 -0.9992949176177175 -0.9999999993786305; 0.17490438218504997 0.9661820505235963 -0.9527849502973249; -0.9932683721278152 0.9999999999992913 0.9997460156312372; 0.9999999999890742 -0.9735500248834212 0.9000575493663953]
143,10000,300,-19.086381482842825,[-0.9941144434544767 -0.9999999999940508 0.9999999999999086; -0.8531449638810773 -1.0 -0.2687911736576918; -0.9999999999968426 -0.9906956127066351 -1.0; -0.024856154170203395 0.31214147288791827 -0.999997991010596; -0.9231217313069469 0.9999999999991533 -0.9999999999999845; -0.9609217609845095 -0.036073037426909434 0.5676335851683965; 0.9999999999999972 0.9765711550988809 0.721629271284706; 0.9999999999998319 -0.9999999999998808 -0.07401167414061541; 0.9999999999999407 -0.8339935276423895 -0.9999999999999553; 0.9899080985638813 0.9999999999944565 -0.9999999999999787; -0.9999999999998993 0.9999999999974172 0.6820480109043713; 0.09788504373452689 0.999999999956611 0.9999999999989737; 0.9999948922674711 -0.9774982999052151 0.9999999999921689]
144,10000,300,-17.33793211099663,[-0.14609007465976628 -0.029882646999746784 -0.8853280604168627; -0.9999999963811496 -0.9999999999999994 0.9999999999999984; -0.7864611792879131 1.0 0.9999999999869706; 0.9999999999999816 0.9999999999838991 -0.8413697442847063; -0.9988021066250153 -0.7860011613135536 0.3652904936636726; 0.11383426364790271 0.9757406676071491 -0.9916952040610724; 0.9999999999999999 -0.919731305439524 0.13960007237771224; -0.9999999999998012 0.9999999999977481 -0.9278977974848069; 0.3885095051329912 0.8885880753984852 0.999999999999975; -0.11040675313278442 -1.0 -0.9923740249551484; 0.9986381829495949 -0.7747258738015134 1.0; -0.9999999999889639 -0.9999999999999786 -0.9999999999334709; 0.9999999999999588 -0.7019901047979541 -0.9999999999993915]
145,6210,300,-19.613745003674843,[0.99999999999996 0.9991908281280631 0.9823770319661981; 0.9947881347906756 -0.12584674628500925 -0.9999999999999959; 0.8162936874421686 0.9999999999999999 -0.9999860230706197; -0.9999999999999992 -0.31973787271766935 -0.5987546274290191; -0.048542169445157136 0.7873745589059806 0.9999999999999993; -0.9999999999999971 0.9999985657672908 0.7510201497249949; 0.9999999999999997 -0.9998058356544501 0.9999999999999929; -0.9999999999999766 -0.9629405414338768 0.9994883951815994; 0.6312309363286531 0.7280047825388927 0.1946528994021122; 0.9641410172953634 -0.9999999999999994 -0.8229601447129863; -0.9998419324405461 1.0 -0.9999999999999977; -0.17804824010757025 -0.9999999999999951 0.9170813028669719; -0.9999999999999726 -0.9999999999999868 -0.9999999999999996]
146,10000,300,-18.55679589175046,[-0.17689833701078483 -0.9963313195584992 -0.21420482275337027; 0.9999999999999994 -0.9999999999999799 -0.707086574742119; -0.6915476429531274 0.21159648667133074 -0.9988363408151284; -0.9995981617828613 0.9999999999999973 0.9999999999999974; -0.9999999999999928 0.9999999999999977 -0.9999999999999348; 0.9999466224076963 0.9967451332584061 0.9999999999999954; -0.9993574506911903 0.9999999999999992 0.2496913989644574; 0.9999999999996746 -0.3684226673783277 0.9999999999999992; 0.7320218448153757 0.9999999999999922 -0.8708836384299946; -0.5328760701345718 -0.9989843726852391 0.9999999999999979; -1.0 -0.9475108184005798 0.3647110032143297; -1.0 -1.0 -0.999999999999994; 1.0 -0.16547853616863417 -0.999999999999942]
147,4400,300,-20.78948982258371,[-0.862095407863669 0.9777440602896206 -0.012320041567216184; 0.06526611043765002 -0.9999232766775621 -0.9532581173566419; 0.9999999998657892 -0.9999999989956491 -0.9999575465993791; 0.9999999999794035 0.9999999999060206 -0.43412417535177167; -0.9999999996087827 -0.4183268102684232 0.6783841302553412; -0.999999999933802 0.8631655123124264 -1.0; 0.6451592364985544 0.6687910417735815 -0.9996284030825757; 0.9999999999522566 -0.9323767633293529 0.9717528444514733; 0.7487014070899177 0.09109277239668186 0.572154494656092; 0.9999919491403645 0.9999999994132838 0.9999999998267874; -0.3012357303906036 -0.9999999999997273 0.9999999999368754; -0.9996549389915214 0.9999999999304507 0.9999999999919135; -1.0 -0.9999999999917273 -0.9999999991667112]
148,2837,300,-18.474515118921754,[0.9999999999998744 -0.5070055934327362 -0.9163071858071273; -0.10428588858534761 0.9999999624264972 0.9999999915657101; 0.08164156545566412 -0.9984918609106903 -0.9976752038814106; -0.9999999865155932 0.8957187922087285 1.0; 0.9999999940827091 -0.9999996915971464 0.8766741070351725; 0.9255142260427524 -0.4588588636962578 0.9688301201755838; -0.4686664522031411 -0.3060902634597741 0.6167987336876819; 0.9124037455358003 0.9999996548761841 -0.999999992794272; -0.9895416628152639 -0.9999999997022107 1.0; -0.9941933368801618 0.29061386987057236 -0.999999936309281; 0.9640340158893138 0.9645231885028172 0.012935161021633845; -0.9999999676730496 -0.9839335469637327 -0.6597652596174038; -0.824132202665874 0.8406136825297105 -0.26577231281502334]
149,6660,300,-19.735582966655095,[-0.9999999999995245 -0.9999999996760983 0.37446812001207475; -0.9999999999996706 -0.5943165749981532 0.999999999999863; 0.5844284173686934 -0.42999957523468546 0.9557681681217514; -0.9904136419297336 0.9838694928173896 -0.9999999999999984; -0.9999999999999671 -0.8762646189770935 -0.999999999999977; 0.999997596985336 0.9999999999997502 -0.6049222781962509; -0.017567343202296894 0.7146944405185583 -0.9740008575809195; -0.9957732445154648 0.7414013968877341 -0.04468362189763251; -0.881829746174063 0.9997611001254816 0.9999999999997622; 0.9999999999999956 -0.9999999999982687 0.9999999999999424; 0.7613848155308279 -0.9999999999981168 -0.9999999999995951; 0.9999999999999397 0.9999999999997824 0.9999999999999697; 0.9999999999999424 -0.19176215945607 -0.8383849038571985]
150,537,300,-18.735709521092453,[0.9999518817408531 -0.7703911902859784 0.9999979966020164; -0.9999997106674876 -0.05789370708107933 -0.9999383845456683; 0.9998737942440392 -0.3711292103049397 -0.9986060455414406; 0.9998811685610272 0.9888548193916907 0.9646905296557001; -0.7131566152560306 -0.9999473162994305 -0.9992184744495789; -0.9997825205269609 0.9999955796984475 0.6157708884715845; 0.13241258903455502 0.03465550488879502 -0.11296885804015598; -0.35267103849383297 -0.9944530013246731 0.6474655955713136; 0.993166927726794 0.9998277285937214 -0.8104485673143378; -0.8467205810622375 0.9999430003868237 -0.9999636291393997; -0.1396175581947427 0.8979213196221159 0.9975713152281613; -0.9994922014707817 -0.9408764628520356 0.999520154312927; 0.9996626101149161 -0.9995668511975733 -0.3402802540362354]
151,10000,300,-19.87740421050173,[-0.8061872123940831 0.9999999994843908 -0.8864305377012041; 0.5438405042737434 0.21265228089356708 -0.7453279794696126; -0.9999999999994026 -0.5623013000530994 0.5151332577314337; 0.9999979739887211 -0.5929821838040068 0.9999999999614015; 0.09231380996222976 0.999999999999995 0.9999999999999407; -0.9999999999961472 0.9990791198443213 0.9091728280133224; 0.9907323835493127 -0.9999999999997187 -0.9999999999978343; -0.9999999999927349 0.17678573368752523 -0.9999999999999416; -0.9998314350483039 -0.9999999997706459 0.9999999999979071; -0.8062296504550008 -1.0 -0.9992645173844384; 0.9999999999687803 0.9999999999999516 -0.9747243805498244; 0.999999999998871 0.9999999994761589 0.8360981777735256; 0.9956187420597228 -0.9921548156233854 0.3744383975466793]
152,5665,300,-19.224752970067208,[-0.9999999999995377 -0.9993328703000551 -0.9999999998248903; -0.9999253097058077 -0.9999999999998971 0.9999999999999952; 0.9999999999288878 0.8047529552838812 -0.9943999746228941; -0.9999999975965632 0.999999998307874 -0.9999999991365807; 0.9400193147306205 -0.977486358310595 0.9999992595850908; -0.7981218121094016 -0.9952565888579351 -0.07383943120337062; 0.08875767444258438 -0.9999999986815773 -0.9999999999837355; 0.9512562072594815 0.5709414013651781 0.9999999990835852; 0.7360836060539835 0.99999999947787 -0.1544974392812624; 0.9999999999989113 -0.9772918021230801 -0.7347822047783551; -0.4596458630846251 0.5616734762492902 -0.9140858567008423; -0.9999944997286179 0.6320716102253904 0.7326976689054135; -0.9565743011362885 0.9999999998033309 0.9913051218114804]
153,10000,300,-20.604313807269346,[-0.3687920507587693 0.9999999999647393 0.9798131174427387; 0.9999999999999964 0.9721422681591577 0.861904521514062; -0.9999999999919057 -0.9999999999999905 -0.11011603755684168; 0.9999999999999738 0.9999999999999942 -1.0; -1.0 -0.9705219289456766 0.999999999998547; 0.967850415589779 -0.9995931707157255 -0.9999999999976896; -0.9999819030324871 -0.8010210448473956 -0.9999999999997838; 0.7312907755885109 0.17464537280985104 0.9999999999951307; -0.9999999999998432 0.7253852354723487 0.7629493520100922; -0.07854503498460091 0.8170182427269065 -0.9943715866513126; 0.9999999999899433 -0.8287814047118738 -0.33876270736440783; 0.995244664786611 -0.9999999999995934 0.9999999999997223; -0.9999999999996695 0.9999996908347343 -0.9999999999995469]
154,10000,300,-20.493131637577697,[-0.9946960329934322 0.9978353241820518 -0.9999999975304416; 0.9999999995973381 0.9999999999982386 -0.4687009213945111; -0.9999999994913419 -0.8677245805024674 -0.9999999999798214; -0.9999999996032173 0.9999999996793821 0.9999999997454372; 0.290797580186883 0.9999999901155073 -0.9999999999993315; -0.45667325802233133 0.999999999993008 0.03395033356908438; 0.15637792115724716 -0.9999999999978262 -0.9246324514460168; 0.999999999991054 -0.9999999991535039 0.9048171170381027; -0.9999999989301983 -0.4569065666588595 0.7740893269832727; 1.0 -0.987849717205329 -0.9938429922696029; -0.9993093787956749 -0.999999999999223 0.9999999999952841; 0.9735127337414989 0.9999999996090827 0.9999539194684102; 0.9850111472757204 -0.25108713174515535 0.9999999999744988]
155,7284,300,-19.395697798529564,[0.6943172791663517 -0.9999999999999966 -0.9999999999999981; 0.5339416763553183 -0.9996153517647566 0.5669310014290009; 0.8471001456342213 1.0 -0.9999999999998467; 0.999999999999999 -0.9995604317123851 0.9999999999999999; -0.7771778024885624 0.041120543527817084 0.9999999999993572; -0.9999999999997768 0.7669696161101139 -0.21370005210169532; 1.0 0.9999999999999993 0.9999999999999905; -0.9999999999999999 -0.9999999999999872 0.9837765737713902; -0.999999937706533 0.7096903012287328 -1.0; 0.9999866909415366 0.29351896769524494 -0.7988228797170224; -0.9999999999999885 1.0 0.9999995312135491; -0.9979145247211174 -0.9758297847505532 -0.9999055608117838; -0.013370446119153034 0.9999969124487003 0.9999999879729052]
156,3791,300,-18.71030153598955,[-0.9971212709544727 0.9990670141872653 -1.0; -0.9999999999907249 -1.0 0.9940881135961299; -1.0 -1.0 -0.9999999996558498; -0.6112476867451093 -0.38629858470221007 1.0; -0.44609643599662047 0.999999999999807 1.0; 0.9999999890796426 0.6904877834057116 0.9999999995455663; 0.844144983758196 1.0 -0.99710047501965; 0.16004309813582923 -0.9470965276590319 -0.9999620153475537; 1.0 -0.9999999929095237 -0.9936817079388979; 1.0 0.36857717882638064 -0.7431969516118118; -0.24653240002554197 -0.9999999966492721 0.49372946527227923; -0.9999999994970692 0.831738489243693 -0.01118023559632229; 1.0 -0.9999999979388945 0.9996650132745342]
157,2576,300,-19.657522148366006,[-0.9999999997667876 -0.999998399190784 -0.9999999450479462; -0.20705951734353625 -0.9755031519393533 -0.588286289077406; -0.9138545436390166 0.8113009200563459 -0.3595728214473661; -0.9819755683420687 0.2723340705783953 0.9929639434286319; 0.9999999987250168 -0.9999998983646278 -0.9789391780582618; 0.9999999988960142 -0.9747939088439281 0.9999821758816506; -0.028023386751942624 -0.9999495745971749 0.9999997833635541; 0.9973987289491794 0.7397009567584273 0.9999999204361355; 0.8801620282620907 0.3339416249565116 -0.9999991139056327; 0.9621940121632722 0.9999996527303147 -0.3235286682652255; -0.9999317337088106 0.9999999999949358 -0.999999999294583; -0.9999999332204571 -0.9999998980004956 0.5585286789763638; -0.9998709422527411 0.9999999025662969 0.9999999336040559]
158,6210,300,-19.3308568199475,[-0.22201227810379687 -0.8069670076177491 0.26512213765578563; 0.24975332367386124 -0.9955229094024068 -0.9999918969947107; -0.9993299358989777 0.9999999999999999 0.9929262818753469; -0.9999991666549712 0.04369403075747101 -0.9956236879487778; 0.9820913706978638 0.7195833987911979 1.0; -0.9999999999999978 -0.9999999999999927 -0.998096359541565; 0.9999695927546336 0.8655270063776107 -0.9999999999999925; 0.9999999999999997 -0.9967290481997141 0.9883753154561905; -0.9999965337391263 0.19119228556252477 0.8230266413638279; 0.9999999999999999 -1.0 -0.638863584351033; -0.9996013967033414 -1.0 0.9999999999999843; 0.999969273910105 0.9989814397364092 -0.15742192130268381; -0.9606126843356128 0.9999999999999996 -1.0]
159,651,300,-19.78328227594358,[0.998043657249285 0.04564661025865592 0.9998945931353452; 1.0 -0.9369418339805166 -0.7624856204933909; 0.0007220735454887513 -0.09843241841452223 -0.3212210876136898; 0.999964515595463 0.9846962790697077 -0.8910489189982068; -0.9999962365477175 -0.9996060735298885 -0.7438503149251784; -0.9999890948617335 0.995093890147762 -0.9996754847198813; -0.9958664847406477 -0.9998831057044009 0.9998925301706384; -0.14131162382044932 1.0 -0.9998550991723105; 0.7322139327722511 -0.9997228217644616 0.9864288942265637; 0.1664564906051939 -0.9998526362811272 -0.9832507430911113; -0.7065336039014506 0.9967341768047132 0.369591690404953; 0.9997236304355875 0.9999542607050254 0.9851699323410563; -0.9999950201413327 0.7205202106376839 0.9999998087438331]
160,8883,300,-19.85268725515646,[-1.0 -0.32047275000467995 0.9999999999998664; -1.0 -0.6836654567948561 -0.9999999999999621; -0.7856056649150627 -0.9999999999999988 0.9202179656312465; -0.0008302226875404463 -0.9999999999999992 -1.0; 0.9855541415580817 -0.5380266975271082 0.0643164190749867; 0.9999999999999986 0.9999999999783278 -0.05364546096999407; 0.11541638692727106 0.6429350328993646 0.9805879622021347; -0.9999999999999997 0.9999999999999999 0.6724177289486254; 1.0 -0.9999999999984763 -0.9999999999999991; -0.9942142852513264 0.9818143226803172 -0.9963295222012715; 0.9999999999999948 1.0 0.9999999999999992; 0.9999999999999932 -0.9999999999999963 0.9999999999999966; 0.8796636100311922 0.8991803672514885 -0.9999999999999977]
161,8789,300,-20.303759084166757,[-0.7363887386123812 0.7291577819551366 -0.9999999999999998; -0.9999999999999666 -0.9990714401775075 -0.9791866470270552; 0.7862981840372079 1.0 -0.9999999999990148; 0.6070045347749694 0.4762492384914341 0.3649587044482952; 0.9999999999975712 -0.3747602325951957 1.0; -0.6487823424887358 -0.06592916212012506 0.9424951786418573; 0.5114268602280835 -1.0 0.8159784800288331; -0.999999999997249 0.9999999999999952 0.9999999999999621; 0.9999999999989125 0.09829580148012061 -0.9139049098108352; -0.9959911919183483 0.9676430286783667 -0.056630340811521504; 0.9999999688237616 0.9999999999998704 0.9999585430649849; -1.0 -1.0 0.7353445076315848; 0.4436714916442818 -0.999999999758148 -0.9999998454781251]
162,9140,300,-20.416844317476006,[-0.9777093281603451 -0.999999999487389 0.9999999998777135; 0.9999999999675069 0.9258174187787437 -0.9999999529670041; 0.9999999999978129 0.3657386770523702 0.9066692209516399; 0.7257745365517067 0.9999999992749098 0.9999998532148778; -0.7763341001025827 -0.9752984987140653 -0.9999999782213981; 0.08810979121345323 0.9768122073029276 -0.9381383620359874; -0.9999999991535704 -0.9999998688772235 -0.29793250264135585; 0.9999999987363519 -0.9779460342105316 -0.9999999420923453; 0.9999999568808092 -0.9999999995765216 0.9999999964230464; 0.5371064026782865 -0.9999999999573153 -0.3109759487330627; -0.9999999999783928 0.9999999993925521 0.906089865877845; -0.7176931860352065 0.17734741350242655 0.9950395583751765; -0.9999999910930912 0.9999999992994835 -0.9999999856886395]
163,1328,300,-19.55886386348236,[0.9999893500796407 -0.9999999820448666 -0.9999817269843396; 0.9999981047189189 -0.9420994147113052 0.14897243660105902; -0.33810827543427474 0.9999882874877131 -0.984319974205266; -0.9999997742158786 -0.999994925711327 0.9997273647257121; -0.9998772432149233 0.9087299549820284 -0.9999999839146653; -0.5550669580426562 -0.9925270187182186 -0.15743127860988668; 0.9999999411494754 0.9999803537250012 -0.7700947567012915; 0.9151297118141511 -0.7865875298034016 0.9999978663772048; -0.9999983018666828 -0.9999970382070085 -0.9999915526833145; -0.7451663438194447 0.9999547079464625 0.9999938843648951; -1.0 -0.1553024785986141 0.9999963236582097; 0.9327660862011807 0.9999658672836087 0.9514366516991231; 0.7244033261627196 -0.1826207548378959 -0.9999999896108047]
164,10000,300,-20.932866362539478,[0.5617237500261567 0.7186834212636859 -0.06153618627469968; -0.9518014989664495 1.0 -0.9999999999999992; 0.8999547491461386 1.0 -0.9999999999999999; -0.9999999999999346 -1.0 -0.9861360676569757; -0.7486447546419324 -0.06335497825911629 -0.8908570595085612; -0.021462999309597927 -0.9999999999996194 0.9999931509338291; 0.5931136035802008 -0.9997354334763993 -0.7548985726773239; 1.0 -0.9999999999999998 0.9999999999999991; -0.3352282545550028 0.9999999999970943 0.9999999999999838; -0.999999999999929 0.7985362662936268 0.4505966662723599; -0.9999999999999991 -0.9999999999999989 0.9379354579395428; 0.9999999999999911 -0.30458798146116617 -0.9997392152978104; 0.9999999999999551 0.9511834147014896 0.9999999364280422]
165,4785,300,-18.695079074397263,[0.9999999999998433 0.9999998608219702 -0.9702104448311675; 0.9999482171462137 -0.9999999999999999 -0.9999830874254824; 0.2009376308992098 0.9999452611264076 -0.9808009717654845; -0.6912402368463896 -0.9999999989576764 -0.9999999999760836; -0.9999810775212926 0.6536040455978924 -0.9999991785676873; -0.9999999817318415 -0.1763628713915951 0.9999960655905609; -0.8428547510500823 -0.9999999925394139 0.529152855907041; -0.8150991803678441 0.9999992192829626 0.9999988586236723; -0.989116286762194 0.7451124430491596 0.16225095542868676; 0.9999734097500491 -0.24539291976984864 0.9999996737309906; 0.99999999986099 -0.999999979354307 0.9999248965123625; 0.665433679131262 -0.43296361274952955 -0.6497139968746471; 0.9999785559311712 0.9999999934185383 0.9999999999986718]
166,1858,300,-19.56010626201604,[-0.9969544540349355 -0.6926923908075296 0.9999978398715338; 1.0 0.35068840160052506 -0.9999999985267232; 0.9999989623347397 0.9879117556478009 0.9194457077227074; 0.880345782638583 -1.0 0.9999993417477988; -0.8844234892721102 -0.9935355675188853 0.1974369524763042; -0.9999991680507042 0.9999994636642404 0.8877022653120826; -0.9992935026202043 0.9999999826763823 -0.999825687111921; -0.9753127171390593 -0.9999411665284317 -0.9999999553524028; -0.5029570611806667 0.37320146934330367 -0.8248169572961042; 0.9959300927526606 -0.6997971314760615 0.39187683024805997; -0.21113173501338564 0.9997028249258808 0.9996997618607726; 0.9877732565378827 0.9999999998451078 -0.9242319016637315; 0.7311002357425486 -0.9999999114619964 -0.9854576119791784]
167,7620,300,-20.437145972539703,[0.9963839352508631 -0.999999999716717 -0.628223833119196; -0.9999999999768652 -0.9999999991084361 0.9999999999635113; -0.4486626662426096 -0.9999999970843104 -0.9999333491071868; -0.9999999999986762 0.9492296398480822 0.9999999877949839; 0.9999999999974485 0.9999999999956943 -0.9887770804205136; 0.9999999999746297 -0.8954358003657952 0.9961357792732968; -0.9999999984048666 -0.4122491899156048 -0.746365944876866; 0.8676488348860197 0.7137117723512788 0.3615180060948885; -0.9999999999998963 0.9999999992697604 0.29315259702025476; -0.2474466970498719 -0.9485507610283468 0.9999999999961395; 0.7699344580088407 -0.21803494399250203 -0.9999999999904782; 0.999650629239376 0.9999952590554665 0.9999999999741981; -0.9161835152615304 0.9999999999999999 -0.9999999999999664]
168,9078,300,-19.965382990506,[0.9954091912774373 0.9999999999999516 0.9999999999999661; 1.0 0.9999999999999998 -0.9302956011709924; -0.9919017886468667 0.8251058063286801 -0.9999999999999992; -0.3478344392097886 -0.9892268037310646 0.9999996120944997; -1.0 -0.9993219792758297 0.5806008773311659; -0.9999999999999997 -0.9619698774756089 -0.9962818154219679; 0.9999999999999711 0.1692142003158155 0.9851267376387202; -0.984012245032586 0.9999999999723831 0.25289288924260733; 0.9999999999999684 -0.9999977522399465 -1.0; 0.230032744444269 -0.9999999999991959 -0.5211185574301709; 0.9999999999999996 -0.9999999999999601 0.9999878151778664; 0.6924052484594209 0.42769531127214416 -0.9241827469576195; -0.999999999999987 1.0 0.9999999999999977]
169,10000,300,-20.17506586784118,[-0.6028679535958024 -0.9999998101433131 -0.21052552244607092; 0.9999999999999512 -0.9999999999999817 -0.5002965179190646; 0.6340329395882167 -0.5535667127677333 -0.9716819115597874; 0.0755730978467389 0.9999999999999949 -0.9165289741754566; 0.47219724345818903 -0.1753513105244561 0.6178052670823303; 0.9999999999999752 0.9999999999637379 -0.9999999999766988; -0.9999999999846864 0.8355468037025732 -0.999999999766237; -0.7023436332181087 -0.9999999999999786 0.999999999966989; -0.9999999999999917 0.45562521430259817 0.8329917896543722; -0.29274785080566257 0.9999999999989432 0.9999999999999835; 0.9470772904738632 -0.999999999999957 0.9999999999036012; 0.9999999972803632 0.9999990491098363 0.9681491082935125; -0.9999999994651034 -0.981879391907605 -0.9999999999984834]
170,10000,300,-17.984404454937305,[0.10037893172265655 0.990688268219046 0.7531952123997149; 0.999999999998667 0.630160960252514 1.0; 0.008663967828259303 0.998090039044939 -0.99999999999996; -0.9999999999999918 0.8592552431769745 0.9999999999999994; -0.9947905352899781 -0.8606967531021845 0.9999994354269571; 0.9999999999999987 0.9492317808372842 -0.7000581404319645; 0.99999999999997 -0.9999999999999297 -0.6432068015428014; -0.9999794551545954 -0.9999999999999616 0.008362453874941767; 0.5041173857353843 -0.6300666503786471 0.08121700778939837; -1.0 0.999999999999994 -0.9506355081909448; 1.0 -0.841229618691591 0.999999999999953; -0.6722005111176038 -0.07610624976420866 -0.9712233816814045; -0.2553051378468135 -0.9999999999999971 -0.9999999999998013]
171,6362,300,-20.647066881496865,[0.9999999999994745 -0.9999991564033 -0.9999999999994224; -0.9999999990546996 -0.4376434933839161 -0.9999999998253001; 0.9999999999997298 -0.9331044752857908 0.999999999944107; -0.013342614346283439 -0.9999999999933211 0.999999999220349; 0.9999999967395758 0.9989916433660415 0.21145579911698006; -1.0 -0.4547493644396631 0.9906282391684534; 0.3932723734268926 0.702195744291815 0.9999999999984363; -0.9999999995523241 0.9999999999999387 0.9834494540947933; 0.7217278671977666 -0.7909315587386445 0.024492875181166374; 0.9999999998910203 1.0 -0.9999999999647047; -0.9999999999900406 0.9999999999951511 -0.9439520293356596; -0.322175889379261 -0.9999999994699165 -0.908592288890683; -0.0016875025779055901 0.6063922164869504 -0.8973323657765406]
172,7186,300,-20.48140518103023,[-0.9999999999994797 -0.9156179633410312 -0.33778548836962785; 0.7636946470741057 -0.9999999999999992 -0.27189151046728655; -0.6437355416983648 0.5507620070489602 0.992608111116664; 0.9998703468602489 -0.6429066006500569 -0.9999999999999998; 0.9878747204161739 1.0 1.0; -0.9978188130579083 -0.9999999999998876 -1.0; 0.9999999999999997 -0.9999999999999855 0.9999999999999325; 0.9999999999999997 0.25994551332533555 0.774116829527825; 0.9999999999999999 0.9999038423475162 -0.9903486776324485; -0.9999999999999998 0.9999999999999988 0.9643422454783336; -0.13466590952281626 0.9999999999999996 -0.9918960193896866; -1.0 0.9999841087167898 -1.0; -0.9081193365985053 -0.9999999999999978 0.9999999999999959]
173,6286,300,-19.162871606072592,[0.9975684056893662 0.518563591453168 -0.4140555166166764; -0.9999999999983783 0.9839380034006513 -0.9999999999918766; 0.9999999999979731 -0.9999803769861728 -0.9782899122341117; -0.9999999999980185 -0.9999999999986889 -0.9966333162686382; 0.34680584108972007 -0.9999999999976638 0.999999999997402; -0.9947031730402894 0.9848677688989086 0.9999999999955884; 0.9544915693482972 1.0 0.9996014215327726; 0.9999999999992525 0.9999999999988654 -0.9999999980533338; -0.9999999999999962 -0.9276958525418688 0.9110540359970813; -0.9999999999960713 0.999999999999991 0.3153191155472751; -0.5515904504987568 0.3786958485939072 -0.9898708174249894; 0.27804687084934454 -0.9999999439525746 -0.9999999999988008; 0.999999999999873 -0.1273238314208617 0.9999999999857836]
174,10000,300,-19.278273265110013,[-0.999999999999997 0.9894188799057728 0.999999999997135; 0.9974831914038469 0.999999999999676 -0.999999999999299; 0.20100318766261754 -0.9999999999999153 -0.9999999999995439; -0.9999999999968262 -0.9999999900396205 -0.7445774285819603; -0.7362296040810097 0.9999999999381939 0.0672577496806266; 0.9531975019101665 1.0 0.9999999999950377; 0.4360599584137064 -0.6922346545584741 0.999999999997731; -0.9999999999945265 -0.9999999999996917 0.9999999999987567; 0.9999999999931758 -0.999999999999278 0.8616933607779734; 0.9999999999996473 -0.7160097576930926 -0.999999999979053; -0.8769077281522282 -0.13545861195968933 -0.8582639299913679; 0.9999999999977518 0.8171378156020834 0.3661942762825816; -0.999918565649893 0.999945053886836 -0.9999999999961598]
175,4835,300,-18.759871141735793,[-0.9999999999893905 0.9999999999904842 0.9973197007750427; 0.9479979435954449 0.9999999999288042 -0.8764859009315561; 0.9999999999993043 -0.2806982441404746 0.5673019158492998; 1.0 -0.7413504985627634 -0.9999999999941966; -0.9999999999980919 -0.9545520484177424 -0.9999999999999653; -0.25458402470583 -0.9999899708890726 -0.8086444174727043; 0.009754347572756816 0.5277234500129079 0.999999999991975; 0.9999999999317395 0.9999999999465371 0.7389477559563172; -0.09145687606931704 -1.0 0.9925139631982908; -0.80633137883987 0.9337340474957514 -1.0; -0.9999999999881523 -0.9603687420774768 0.9999999999999758; 0.9999999999941477 -0.9999999999919379 1.0; -0.9397366450646197 0.9228953681859752 -0.22544931798340412]
