nPsoRun,n_iter,S,fgbest,optDes
211,5303,300,-19.851055190783956,[-0.9999999999999981 -0.6723862838173518 0.9999999999999994; 0.9999999999999886 -0.8000955419984087 0.999995805270481; 0.6764278391277155 0.9999999999999994 0.9999999999999996; -0.7580404356149524 -0.9999997241307685 -0.11230075323853696; -0.9999940749295256 0.9999999999999998 -0.9802930524241874; 0.9999998587105823 0.9590420324155334 -0.18871798794671996; 0.5240989002846099 -0.444415035228925 -0.9176340400798572; -0.977079406950586 0.9999999340236733 0.9659495483482139; -0.9999999999999988 -1.0 -0.9999999999999993; 0.9999999999999998 -0.9999999999999963 -0.9999032463291936; 0.9965422818577984 0.9999999999999994 -0.9999999999999998; 0.44494025928718123 -0.9765070915102353 1.0; -0.9710062203616401 0.05906654718189058 -0.9999967693086489]
212,8443,300,-20.28553045171054,[-0.5266773842251931 -0.9999914151174899 0.9999999944623957; 1.0 0.797887739984873 0.2730400014327147; -0.9999999582439995 -1.0 -0.30053333172815005; 0.9276424739410495 -0.9999994890614953 0.010832708446916941; 0.999999999791073 -0.25628562881216255 -0.9999999999021965; 0.22227459237935437 0.9771032783883181 1.0; -0.3430001011050406 0.717639305916968 -0.3393970308049279; -0.9999999933397673 0.26021366465943446 0.7411754252384147; -0.9999999999999858 0.999999999817578 1.0; -0.999999997691557 0.9999999999324148 -0.9999999902821286; 0.9318045236896996 0.9999999999981639 -0.9999999999920193; -0.8604384622720049 -0.4537610849693194 -0.9999999999420421; 0.9999999999979988 -0.990370687348613 0.9999999999637731]
213,7604,300,-19.638289993766325,[0.9350341380933886 -0.9999999999529474 -0.9999999998767908; -0.9999374520032195 -0.9999999999999529 -0.999999999989837; 0.9991598178344785 -0.5820396165392551 -0.1024258158484793; -0.9999999999893038 0.7368321654749973 -0.9999999999957477; 0.9999999999942684 1.0 -0.2150946827318578; 0.9967392846886647 0.9503900083174492 0.9999999999998971; -0.9999999999839492 -0.9999999999999604 0.6252814533648398; -0.9989325543493036 0.999999999989749 0.9999999999931548; -0.1959767831412527 -0.970814632986618 0.9997542642404432; -0.8192302229503955 0.3258394832596925 0.9999999999890018; -0.5670543453076776 0.9563615029883964 -0.14655427724447811; 0.9999999875688733 -0.9964732968149124 1.0; 0.9647153205236024 0.780733388554579 -0.9999999999999999]
214,10000,300,-18.532260949634473,[0.9754380181533758 0.7240024984377258 -1.0; 0.9999999999952603 -0.9999999999999958 -0.9999696537476205; 0.9027659676549724 0.9999999999999997 0.999999999999999; 0.12576349438655218 -0.7693364165200527 -0.9999999999717609; 0.8989602523404535 0.07559034817231124 0.8878205599572809; -1.0 -0.3480576266675921 0.9999999999923335; -0.999963304205269 0.9999999999996021 0.20655516674837535; -0.9999999999878544 -0.9999572822450408 -0.9999999999943043; -0.24064587962089926 -0.9678805272880924 0.9999999999944578; 0.9999970136595974 0.9999999999999992 0.1313077890086657; -0.7793721548090089 0.9999999999999878 -0.9999999999999946; 0.9999999999947744 -0.999999999999954 0.9999999999996294; -0.9999999971887185 -0.796896327891841 0.000845196793898234]
215,4535,300,-17.983737384926208,[0.9999999953123406 -0.9981999328244744 -0.7230210971895183; -0.9999554786880985 0.9999999999977501 -0.9999999999542933; -0.9999695080300086 -0.3268876751618786 -0.896993423115842; -0.7615079656164093 -0.47804652144828125 0.9770390897176424; 0.9999999999961282 0.7817523692201331 -0.999999999999999; 0.9999999999924968 0.7389764471911697 0.9991319687108746; 0.9999999999999117 -0.9999999998998 0.681066326271565; -0.33689221357944993 0.9983979756715573 1.0; -0.4971753116811763 0.9558903135032546 -0.6053009571102584; -0.752394063404858 -0.9999999999983465 -0.9999982969357981; -0.9908290940342841 -0.9999999999874954 0.9999999955206675; -1.0 0.9999999999230912 0.7364530359363315; 0.9879309627120235 0.98522160419336 -0.2703075597637534]
216,4011,300,-17.855994576434487,[-0.9987696201191089 0.19023258432853266 0.8966569427084551; 0.9999943111286816 0.9991313232359499 -0.9999999999623397; 0.9998842801199355 0.9999999997637119 0.999999993772718; 0.45808749096688667 0.05900130700543954 0.5446336624494463; -0.4098295127342754 1.0 0.999999936314484; -0.9999999998596835 0.6463192253551753 -0.9999999997839787; 0.5336743060972785 -0.9074317865351502 -0.9999999999649852; -0.9999999987427222 -0.9999999969819197 0.9999894893923195; 0.9999999999964716 0.9987800221821636 0.11610148742290823; 0.7828671494121554 -0.9744287469220886 0.9899936189700947; -0.4329490780472081 0.9754606757579463 -0.80755285707127; 0.9999999996810409 -0.9999999999985235 -0.20460633929039376; -0.7273163584525493 -0.7511661009391445 -0.47129749317662467]
217,3763,300,-18.553715624708378,[0.9467394203059318 -0.9999999580928074 -1.0; -0.9999999958710409 0.9999999999819349 -0.26861011729080314; 0.01956579613149627 0.5650334833386226 -0.23079794961950523; -0.8697471722154517 0.9999987434853306 -0.9999851352615466; 0.9999887000041798 0.9999925167904157 0.10235005858186368; -0.999999371377601 -0.25024691954256195 -0.7657293236338741; 0.1324170515354976 -0.9999999565193388 0.999992218297243; -0.9999841517897263 -0.9236689534571061 0.9999994717225487; 0.9999996829452285 0.6537899762305142 -0.9999999715914781; -0.9999936215988484 0.9502241798439699 0.9999961548874629; -0.9471812285988834 -0.9999999932575171 -0.9929185589391708; 0.9999595264276679 -0.9999999776514863 0.708283757911018; 0.9993839485676307 0.8541157280567775 0.9999999382987375]
218,4595,300,-19.35867465204884,[0.9999999999891188 0.9707154806783275 -0.9999999999117529; 0.9999999991021835 -0.9999999995795825 -0.23073734075056593; 0.7834057015327341 -0.9719044136988917 -0.9999999999316155; -0.9999999999616912 0.9999999958636009 0.6244847721665682; -0.9999999999357304 -0.17791647331074797 0.9999999999999482; -0.9999999999977816 0.9999999999933425 -0.9999999998828203; -0.9999982883535528 -0.9999999992653824 -0.9999999986318612; 0.9999999999966999 0.9995129074409397 0.9727181845917291; 0.05330569001951554 1.0 0.999999999999965; -0.9970311617472023 -0.9999999999970437 0.9621384010423076; -0.9986372322859892 0.010414032346572 -0.5612166391609841; 0.3414267350722317 0.9999689770896781 -0.637046122523378; 0.9999924741645138 -0.9868264778880828 0.999999997558575]
219,10000,300,-19.760004166442922,[-0.9999999999999867 0.0470225620663523 -0.9772199802270306; 0.0975961314312735 0.9999999999997811 -0.9999999999999764; 0.5166432755722548 0.48584767061446693 -0.23526529449428685; 1.0 0.36446098923273185 0.9999999999998959; -1.0 0.9433948498903629 -0.19750702329807443; 0.999999732482567 0.32007867041161475 -0.9669329081649416; -0.8048716747681064 0.2612728968555752 0.919631899577088; 0.9999999999999776 -0.9999999999999811 -0.1935252709371168; -1.0 -0.9999999999999994 0.9999999999999925; 0.3534198017894656 0.9999999999999984 0.9692638045134752; -1.0 -0.9975528501966686 -0.25629822125706; 0.24537435492813783 -0.7733390912624251 0.8728602053474445; 0.5145834081339933 -0.9583354330065712 -0.9999999999999973]
220,3649,300,-19.62931171932893,[0.9999999993438045 0.9999999999812884 0.9987657995927022; -0.2689309005144487 0.9468009775592595 -0.7122374581969363; -0.12535522476540456 0.9999853625482248 0.9999999999652525; 1.0 -0.999999999254758 0.6064944327588186; -0.9999999999889237 0.9065232296699899 -0.92663436038317; 0.9999999999875484 0.9999999540346104 -0.9999999206003803; -0.9412136190787829 -0.99632541702456 -1.0; 0.9904479265148772 -0.9999999999510658 -0.99804449067022; -0.9981489570028054 -0.9405550501662182 0.16970422612866334; 0.9827124936144044 -0.39153636719748947 0.999991076109148; -0.999999999882173 0.9905936491609053 0.9999999998974315; 0.9658335668254896 0.07002987472082761 -0.499904252799079; -0.9993139879888594 -0.9822516717928723 0.9999999993819648]
221,10000,300,-20.27096878657933,[-0.8710483545073894 0.9999999999999988 -0.999999999999976; 0.8563290334595254 0.02342059968690657 -0.9994193202880436; -0.9999999999999899 -1.0 -0.9999999999999991; -0.05235905128935128 0.9710122252046769 0.987818903149315; -0.999999999999999 0.3162934196203045 -0.9749515455974376; 0.9999999999999115 -0.9999999995895725 0.059987506696463806; 0.9999999999999999 0.9999999999999861 -0.5794331299904476; -0.9999999999999916 0.34557712096876764 0.9999999999998488; 0.9999999999999911 0.8705552331616969 1.0; -0.968900894653255 -0.9999999999995836 0.9999999999996839; 0.5619611070255619 -0.9999999998409818 0.9999999999999503; -0.29589454791748715 -0.8398319983691552 -0.14438321510564048; 0.9999999999923322 -0.9999999999999697 -0.9999999999996168]
222,907,300,-20.222417720249847,[-0.9999995449602027 0.999951277003229 -0.9999791623113262; -0.9999959553291099 -0.9922873020443697 0.9993612289342196; 0.8373825825346424 -0.9998806438623205 -0.9999959753815625; 0.9999708866397509 -0.9988944313237733 0.7064036882571529; 0.9998989581767778 0.9999394497801062 0.9918106274153541; 0.6636233529860022 0.9999997781219678 -0.8682183693097612; -0.9533734413378927 0.43008568880034903 -0.5967343728584992; 0.11861756246388455 0.991047706466089 1.0; -0.9999890985325962 0.9999976648803096 0.9834852442387321; -0.7773035073338646 -0.999963681913829 0.15032817873106602; 0.9987978153025778 0.3155607277948825 -0.9417148837684475; -0.9999988501103103 -0.999754788061211 -0.9998774500373268; 0.11021595213454403 -0.9838601272433182 1.0]
223,941,300,-19.4690726084979,[-0.9999999876347493 -0.23267625075775597 -0.9999999251241719; -0.9999999995235506 0.9999883299950659 -0.9530018854370086; -0.9997757456529015 -0.9994981080689952 -0.5430872722473695; -0.999792981936226 -0.9999646789024365 0.9999999894875407; -0.3485743639390185 0.7832853819367328 -0.29684941273133064; 0.9867190611119081 -0.2015163341526855 0.6666317442958244; 0.9999999534436981 -1.0 -0.9999479839977917; -0.2294540610488755 0.9999324420460041 0.9999946002553539; 0.7691311089123911 -0.9983156777474275 0.9999860271595381; -0.9999859216559783 0.9220322051685815 1.0; 0.9998504936176414 0.9999591999081434 0.8975505371828413; 0.8060974735261554 -0.3118987465409633 -0.9994650423535966; 0.9317285766340114 0.9994261786137947 -0.9968483621289319]
224,9316,300,-19.60500155038919,[0.07278513338005412 0.8401675837738615 -0.990878061271565; -0.9999999999989866 0.9999999999100173 0.9789411843593105; -0.9999999999891406 0.9999999999998533 -0.5161456091317064; 0.9999999999592835 0.9999051598264048 0.9999997909682776; 0.2698035868775258 0.4308474763895014 0.6971681091032259; 0.3600333082302161 -0.9999999999294678 0.9505304051791083; 0.9632573232268313 -0.7096977267543575 -0.4132286761627831; -0.9999999980260379 -0.18309116243211437 -0.662083295756098; 0.9238620659383261 -0.9778552081685095 -0.9999999999694931; 0.9999999999991099 -0.4858760715243673 0.9999999999941792; -0.999999999989865 -0.7294845749472818 0.999999999913187; -0.9999999999631949 -0.9999999999521536 -0.7327410624705655; 0.9999999998747164 0.9999999998590768 -0.9597236487204908]
225,10000,300,-19.869918564466122,[0.9999807409364688 0.8872757596016912 0.43331009657667496; -0.9999999999999996 -0.9999958684406995 -0.9999999999995833; 0.10073801391581269 -0.9999999999999996 -0.9408833434874342; -0.9719989757189416 0.9409746000279581 0.16288699270600823; -0.9999999999903458 -0.9999999999999996 0.9999997269499479; 0.4382196266080335 -0.7250250689270586 0.998562056097623; 0.8909749578912864 0.9999999999999999 0.9999999999999957; -0.9999999999999969 0.4731679053180933 0.9999999999999998; -0.8804938602837411 0.9999999999999951 -0.9999999836076308; -0.8898109127447057 0.15381303740222022 -0.909447313516572; 0.999999999999981 0.9999999999999963 -0.9999999999999996; 0.9999999999999744 -0.8060755178273926 -0.9999999330237792; 0.9999999999999971 -0.9999999999999974 0.999999999999994]
226,8448,300,-19.75128608729455,[0.9999999930509583 0.9953194523989031 1.0; -0.9999999999999997 0.9999999999999999 0.18763893083177824; -0.9999999999999993 -0.9999999999999974 0.886024411287357; -0.36995084694313846 0.7130753357215038 0.9363798116783174; 0.9996422867938879 0.9999458367826791 -0.9999999999999992; -0.9999999999999936 -0.9683767450205242 -0.9999999599235208; 0.4062476026637938 -0.9106958709777673 -0.9931275812961252; 0.9999999999999999 -0.9999999999999978 -0.999713041149247; 0.9999999999999979 -0.6304607356111928 1.0; 0.25302966309390945 -0.9999982061138175 0.8929442934802625; 0.9742899371174996 0.9327415847655611 -0.053247304854760945; -0.9999981486212846 -0.4502720374196342 0.5386217797511499; -0.9413114380940206 0.8254230172046644 -0.9991110770179727]
227,6363,300,-17.86732381603739,[0.9785924546274629 1.0 -0.9999999999999988; 0.9999999999999998 0.014453506845834385 0.7509424829418138; -0.9999999999999992 0.9999999999999898 0.7067560255675113; 0.9823425526901474 0.999999999999999 0.9999999999999977; -0.9128821129051756 0.9806245785136591 -0.9561287145255744; 0.9790270161734463 -0.9999999999999989 0.9999999999999997; -0.9999999999999979 -0.9082349445879013 0.9999930977960494; 0.9999999999999752 -0.9921888763229335 -0.9999999999999982; -0.6671724646422628 -0.2227829276224155 0.9999999999999993; 0.9849138675246106 0.9999999999999999 0.30590715197315393; -0.43499805794214813 -0.8379079079399053 -0.999999999999261; 0.8130395433517996 -0.9871053682240075 -0.4543404893736796; -1.0 -0.7852871055994408 -0.8585384697641133]
228,6746,300,-21.262872772975935,[0.9467770407370392 -0.9999999999999872 -0.9996837837634275; -0.9999999999999998 -0.6897507884868255 -0.2230346179756527; -0.7849593359606667 0.7339202628727808 -0.9999999493831975; -0.9983328229911821 -0.9999983703317282 -0.9999999999999999; 0.999999999999998 -0.9404698996121191 0.9976213983948683; 0.9999843861978024 -0.3800872939987513 -0.9999999999995818; 0.6886341939379804 0.9947231512214556 0.21778808907947655; 0.9997580068173482 0.9999939710334926 -0.9999999999999961; -0.9999999999999986 1.0 -0.0011898348817214448; 0.9998558953872153 0.9999856216518045 0.9999999999999991; -0.7481737224713392 0.810103165087102 0.9999998800370112; 0.3937876793094821 -0.9997025641220684 0.999999999999999; -0.9999999987552295 -0.99999999936785 0.9999999999658533]
229,7034,300,-18.93676517123553,[-0.9809294107223177 -0.9999999999999174 0.9999999999999996; 0.7645619406623644 -0.18577061758776392 -0.9999999999999801; -0.33844169303141247 0.9999997248029566 -0.9999999999999966; 0.9999999999999998 0.9999999999999994 -0.6998099727055835; -0.9999999999999997 -1.0 0.23365699559545575; 0.9999999999999997 -1.0 -0.9999999999999836; -0.73304952753821 0.9999999999999992 0.9999999999999998; -0.981218393180345 -0.9995904291802404 -0.9999999999999966; -0.9999971092927381 0.20636974438287242 0.653949410560786; -0.9999999999999999 0.9999999999999994 -0.9699943275025883; 0.7192965371715645 -0.9968371296255776 -0.045148360567189814; 1.0 0.9541153346345359 0.9796991775819998; 0.9999999999806399 -0.999310419404278 0.9999999999999999]
230,10000,300,-19.71437361584174,[-0.9999999999872919 0.9999999995290947 0.9894151078678637; 0.9999999994808791 -0.6730019014456536 0.9999999999479984; -0.337341021478383 0.9269475095369889 -0.99999999789203; -0.867135177011576 -0.9999999893407661 0.9999999999827519; 0.7145462862548697 -0.999999999999997 0.09459817882976694; 0.9992179402644233 0.9999999999822123 0.9999999999931198; -0.999999999953597 0.9999999987133738 -0.9997255928151911; 0.999999999884261 -0.7450894943463684 -0.9999999999999754; -0.999999999998848 -0.7946112720527083 -0.049546397499547104; -0.861893675801126 -0.9999999999999981 -0.9999999999998752; 0.7666771152936779 0.6029973875761793 0.177937559005794; -0.8245734946904122 0.34420960590867444 0.9999999924969144; 0.9999999953589424 0.9999999999973376 -0.9999999999993225]
231,10000,300,-18.458962716010166,[0.9082751738259396 0.9996580535609569 0.9999971300034388; 0.9999999999997212 -0.945067001660447 -0.9999999999992675; -0.9999999999998043 0.9999999999998419 -0.9999999999617072; -0.7480590816094833 -0.9708782634322995 1.0; 0.06518471128318734 0.9999999999999878 -1.0; 0.9999999999999505 0.999999999999246 -0.9979157977213909; -0.9999999999999993 -0.574388229946939 -0.29824726510369476; 0.5969656410037726 -0.9999889277862956 0.024744189544845915; -0.9999999999945628 -0.9999999999999355 -0.9999999999998751; -0.9999999999998117 -0.37115693594674304 0.9999331554416276; 0.9999999999998282 -0.6157300401918884 0.9999999999999902; -0.8228719664610189 0.9999999999997463 0.9999325864453522; 0.07018614688177008 -0.6104030382177993 -0.9930439602605857]
232,8806,300,-19.188151818444013,[-0.9999999999999993 -0.9657420189123204 -1.0; -0.7875775669033291 -0.9924823306446652 0.26542806963831067; -0.9962271396336058 0.9999999759263304 -1.0; 0.9819925663802113 0.9999999999999997 0.9557700612212586; 0.6902493872419875 -1.0 0.9999999999999999; 0.9946784842229581 -0.2948468966424371 -0.9999999999916049; -0.9999999999999998 0.9999999999999961 0.24158661835505785; 0.9999999999999872 -0.204263353834761 0.9999999976887315; -0.03447372214370012 -0.1497783018274698 -0.9999410674084825; 0.9999938710935311 -0.9999999999999921 -0.9994657191635185; -0.999999999999947 -0.9999999999999852 1.0; 0.9255711014359842 1.0 -0.9999999999975137; -0.7446046418559217 0.7364596601015501 0.9999999999989824]
233,2502,300,-18.75100851515094,[0.9999990828240575 -0.257915577132195 -0.9998572024150664; 0.9999999991733204 0.10218643639809004 0.9999999892367704; 0.7119074245206006 0.9999981077375907 -0.999935103437799; -0.9999922953431266 0.9999999768287275 -0.9953434235873978; 0.4429308492241588 -0.9971438477227075 0.9999990378131548; 0.9289680801275835 0.9999995745482697 0.9999987768800398; 0.13992136134398442 0.020055100364601938 -0.7531600184359837; -0.9357398347005932 0.9063113970916497 0.27604761668481326; 0.9473307382119598 -0.999999433447323 -0.9999993966491787; -0.9999999791685186 -0.28702106237514985 -0.9999999637766198; -0.9999998796897872 -0.9999968712901793 -0.32476735903019194; -0.9999999810213069 -0.9999879686145949 0.9999872956846275; -0.9999734198162343 0.9999963237588607 0.9999993041563968]
234,1495,300,-20.66336017555318,[-0.6680077770460716 0.9787842040796043 0.9999998042913718; 0.9999860578166094 -0.9476946734181392 0.9999944121964315; 0.999995958207279 0.9979547162217112 0.9941560165692259; 0.6011179850505178 -0.9999996952627153 -0.9872518843399367; 0.017183171773081797 -0.9999993907276993 0.9999963457091008; 0.9985399740364559 0.9999987352781213 -0.9999998966010486; -0.5692244452792304 -0.16688941856567302 -0.9999997058055814; 0.999999542960432 -0.33676668028429135 -0.9859925766943867; -0.9989786777925929 0.9999991638265868 -0.9999989544236292; -0.9999998255173389 -0.9920341302777241 -0.9986212774358888; 0.5462913621939616 0.9742840619100517 0.1755971535902452; -0.9999964766371485 0.9942792854805651 0.3095473443400474; -0.9999993524232976 -0.9999893317616094 0.9998674198791933]
235,8912,300,-19.16697258998974,[0.9139841238819995 -0.9978365636450786 -0.3377543503706032; 0.3126242814287717 0.9999999999968127 0.999999999999831; -0.9999999992597042 0.9999999999717348 -0.9999999999995417; -0.44723419379271157 -0.5582852927087955 -0.9995986802188613; -0.9999961343149836 0.9095387583053504 0.5736987707097972; 0.9999999999997774 -0.9412198718144148 0.9999999999985739; 0.9999999999968026 0.7782567076126514 0.6772019392706118; 0.7372388022883277 0.9999999999982426 -0.9556786052916934; -1.0 -1.0 1.0; -0.9999999999988003 -0.9999999999996712 -0.9999936816826569; 0.9999999999787481 -1.0 -0.9999999999999701; -0.1292245204112712 -0.9999589304137126 0.8905863706576932; 0.9999999999153525 0.22854641851141314 -0.9999999999999766]
236,7159,300,-18.673341529893808,[0.9999999999999852 0.026294925924893114 -0.9999999999999581; -0.9992918142285083 0.9974289096428409 -0.9999999999999944; -0.9999999999999223 0.8264338421262346 0.16657622287824161; 0.2445502801916275 -0.9979263795068891 -0.9999999999995005; 0.4306912564151228 0.3082835757491401 0.9999999999999818; 0.9999999999999609 0.999999999999994 0.9999999977574034; 0.9980543703359337 -0.9999999999999524 0.9999999999999832; 0.9999149616965902 -0.9917850442967431 -0.6490823627407691; -0.9999999999999993 -0.9994504991505911 -0.9999999999999973; -0.9999999999998369 -0.9999703006621863 0.999999999999941; -0.9949076667515339 0.9999999999999998 1.0; -0.8068824187116709 -1.0 -0.1618873595862043; 0.9999418473691458 0.9999999999999908 -0.9698250495547619]
237,5180,300,-18.027683466799395,[0.16071255059110903 0.9999999999999726 -0.9986446104680435; -0.6577350407898559 0.5605854991214846 0.5815560308956237; 0.7917782777439017 -0.9967980477670201 0.9999959737972333; -0.7823587860471304 0.11622103740487653 -0.9989350760328229; -0.9999999999999848 -0.9999999999994656 -0.31563604324252664; -0.9999999503652852 0.9999999999999999 0.9999999999870318; 1.0 -0.9999997344992773 -0.8719249927042311; 0.9999999999999993 0.6764088553019454 -0.9999999999999942; 0.9942978269859393 0.8548758935848234 0.3188526334061685; -0.9999999999999996 0.990048908505463 -0.9999999999998299; 0.999999999999989 0.9978586971984416 0.9999999999999984; -0.5095650676361877 -0.9999392569125636 0.9999999999999983; -0.4311919506820598 -0.9999999535169819 -0.986630286317436]
238,7744,300,-19.877393129583357,[-0.7989187507805353 -0.9709252581743253 -1.0; 0.9999999999999998 0.7062999868613165 -1.0; 0.9987413536414926 -0.9999999999999966 -0.9359077467197184; 0.9999999999999908 0.999999999999975 0.9999999999999991; -0.9926870016874919 0.1128840967219898 0.9412250810713388; -0.9999999999999989 0.854141629776418 -1.0; -1.0 0.9999999999999992 0.9999999999999979; -0.9999999999750401 -0.999973971147764 0.021824611079569074; 0.1351209165305359 -0.7696982409407744 0.9388668011708358; -0.39332242162191383 0.9999999999497079 -0.8256438699586778; 0.9999999999999986 -0.9999999999999987 0.7848435115663889; -0.9999999999999979 -0.9999999999999919 0.9999999999999984; 0.9999997429633575 0.7535336552244949 0.35444240449642544]
239,5664,300,-21.02785775383814,[-0.15902142162943095 -0.9131649231674481 -0.4219123735201537; 0.999999999077479 -0.9994577466151359 0.3735031292956062; -0.9999999999286638 -0.9999999999626216 0.999999873424548; 0.9999999998205915 0.9974753793696107 0.4251322850790924; 1.0 -0.9959524944710751 -0.9999999999978425; 0.9969526504055161 0.7727942784265632 -0.9999999999998742; 0.10405394365057553 0.9969110451069082 0.9999999999523559; -0.999999895525945 0.30088972353739096 -0.9999999999917222; -0.362704931332446 0.9999999997670038 -0.6611286140932393; -0.9999999999904392 1.0 0.921801526919165; -0.9999999999437957 -1.0 -0.9916181201310251; -0.7815103265132192 0.001609188440932839 0.8822526201214341; 0.21793260250077987 -0.9938628134225737 0.9999999999828837]
240,3385,300,-19.62741886475805,[-0.9995690293276386 0.999999529805588 -0.6758950378010993; 0.9999988283975038 -0.999803775960166 -0.999998192860216; -0.9999989979999436 -0.9999968530195765 -0.33351321813428053; -0.9999988074127869 0.9672322750891454 0.9999999989273443; -0.04667375112895838 0.999945295466303 0.9999989479922696; 0.9999999963079074 0.8664139762302732 -0.2197041075457601; 0.9997781160242883 0.9999999869333361 0.9999998822329186; 0.9982045624577868 -0.9999995894430357 0.999999995386382; 0.5698776972502673 -0.9188264660222122 -0.5829470274271742; 0.9930246917293009 -0.017034464558716145 0.9829416324332897; -0.9863632751401687 -0.9290375881034123 0.9999996671867682; 0.9783542460746283 0.9999999984075297 -0.9999999964959398; -0.8801995597591354 -0.06556204074384175 -0.9999999896535742]
241,7935,300,-18.507001036756936,[0.11401107485950032 0.1504582244307187 0.20824291311821613; -0.9999999997106152 0.8808814586390552 -0.9811041016503305; 0.6778985286812804 -0.9253001821037418 -0.11907479570126521; -0.0966681789123383 0.9999999985835151 -0.9999999998281597; 0.919259318643717 0.9999999999849909 0.9999999999986553; 0.9999999998010867 -0.5658664073783147 0.999999999439357; -1.0 0.9999999991258555 0.9999999791693948; 0.9999999999891048 0.9999993447383011 -0.6264205773432221; 0.9999999989875872 -0.6813586282985157 -1.0; -0.7184719383372224 -0.9999999986864909 -0.9999999999461254; -0.6633778392564429 -0.9999999999963467 0.9999999999973903; -0.9999999995017304 -0.9999998604465761 0.11808021604216043; -0.9815250813462398 0.3181180534507813 0.9721854174817388]
242,2803,300,-19.833401670399844,[-0.9991564698393669 -0.9848683249818098 0.9999997068110568; 0.28150096223350324 0.8503953983457759 0.9999500363343773; -0.999999423437007 1.0 0.9998261947023072; -0.9929571088295255 -0.8465733127046086 -0.9999999849955831; -0.8680076170874371 -0.09161525081655916 0.7413314487249922; -0.9999999765900456 0.9891145385231612 -0.9996789159880229; 0.9999634511873172 0.9999987519190066 0.9999999833013823; 0.9999999999992443 0.6015026522998609 -0.5736124317880527; 0.9997351466368526 -0.9738334534342794 0.9999999904730532; -0.9999999687180984 -0.9999989412776796 0.1452218431241442; 0.9999999880634532 -0.998219779297569 -0.09152559119759143; 0.33688482546309007 0.9999998486190245 -0.9999999659914627; 0.9545550890634507 -0.9999999999834528 -0.9999997225233251]
243,10000,300,-19.375799359691705,[0.9757359100770521 0.9999999999962939 0.9812280858560359; 0.9999999999999983 0.9999999999999991 -0.9999999962617837; 0.1553682819515852 -0.9999999999961832 -0.6601787689021015; -0.9999999999999861 -0.9895094751065957 -0.9999955877962731; -0.9102521624391078 0.924075121152151 0.999999999999952; -0.9999999999960186 -0.9999999999999997 0.9975640493718685; -0.7756446423921655 -0.05125264660812352 -0.9987256158630158; -0.5959579913706109 0.9999999999999994 -0.9999999999797632; 1.0 -0.9813045776328455 -0.9999999999999956; 0.23655305227868292 -0.9999999999999812 0.999999999986279; 0.9999999989634435 0.4663860304038198 0.44116856741664195; 0.9999999999991799 -0.9999999999987379 0.9033227777847879; -0.9999999999999161 0.999999910827932 -0.009530595305559839]
244,8147,300,-19.810898634159496,[0.9999999999999977 -1.0 -0.05655161325665767; -0.9953540531635285 -0.9999999984693141 -0.9999999999999993; -0.9999999999999993 0.608255372384103 -0.9999999659492412; -0.999999999999806 0.32173089089925117 0.9999999999999999; -0.8210560366568842 0.9999999999999998 0.8779080781786621; 0.9999999999999988 -0.9999993765637898 1.0; -1.0 -1.0 0.6628302852697143; -0.04084412890685361 0.9999999999977491 -0.9999999999999998; 0.1495550553969386 -0.6708179057091269 0.9946433004249867; 0.998564812665801 -0.9986903182950709 -1.0; 0.9112198966526076 0.5118604162960404 0.22668532142274017; 0.9999999999999986 0.992050086546104 -1.0; 0.9999999999999994 1.0 0.9999999999999998]
245,10000,300,-18.15597816888454,[0.5072986076317425 -0.9920327177876322 -0.9999999984949182; 0.345484534786006 -0.9999999981016519 0.9999999999999981; -0.9207610339407437 -0.051289188101154785 0.863123460447899; -0.9999999999995995 0.9999999959865203 -0.44270966925889466; 0.14563606487122321 -0.08996211137027109 -0.17877246022501064; 0.7080717011110216 0.2871351544484469 0.9999999999352269; 0.9999999983387783 0.9787180338362649 0.026542189062230787; 0.9999999999803592 0.8187132700770189 -0.9999999992129786; -0.9999999999433097 -0.46648882977219674 -0.9999999999999841; 0.986788358593275 -0.9999999986772697 0.14910349363034234; -0.8939513606495035 0.9999999994183505 0.99999998585047; -0.9481165150092213 -0.9999999999987803 -0.10582073002655935; 0.19527719980014815 0.9988922453700411 -0.9064460908154294]
246,6959,300,-19.874727160627202,[-0.7166596896934028 -0.12805449247730988 0.9653868341409453; 0.3271566647355635 0.9999999906810315 1.0; -0.8041427935639521 -0.873772150248534 -0.9999999999999981; 0.892419239039628 -0.6685186229215028 0.2800939638236708; -0.9999999999999998 0.9168947157180666 -0.9588232595904487; 0.9999999999999999 0.9872738134576379 0.9999999999992852; -0.9587291636877582 -0.9999959220703497 0.9999999999999971; 0.9999999999999996 0.27580621372253056 -0.9999999999999992; -1.0 0.9999999999999996 0.9891342928803393; 0.8952839517213453 -0.9999999999999992 -0.9999999999999998; 0.9999999999999993 -0.9999999999999998 0.9999999999999991; 0.14551804083465028 0.9999999999999978 -0.9999999999999994; -0.9999999999999997 -0.9999999999999879 -0.1770531078719942]
