nPsoRun,n_iter,S,fgbest,optDes
116,5148,300,0.7067433988533168,[0.9999999934159076 -0.9999999994293045 0.8730868648970985; -0.9999999999390121 0.7582777867971314 -0.2562454098988442; 0.6347621050898477 -0.9999999998689455 -0.6527467168826458; 0.9039734273559974 -0.1099174291740335 -0.5226527654964275; 1.0 0.6406858574788176 0.9999999994322925; 0.17993617714032287 0.9999999999344229 0.28970531221299767; -0.9180010454671049 -0.7279626754116311 -0.9999999999965532; 0.000521889905124029 0.02559117601027819 -0.002724371824846634; 1.0 1.0 -0.999401579864435; -0.39980752371179046 -0.44480998885537726 0.999999999986941; -0.26875105666168453 0.8259681207424416 -1.0; -0.9535242190031955 0.865043603249586 1.0; -0.8104635746473791 -0.9999999993769656 0.3631638312866942]
117,1323,300,0.7210565162277189,[0.9999978841252534 -0.9999990703651742 -0.3524687553206929; 0.5034229385253594 0.9999968240099513 -1.0; -0.9998370488430997 0.8784346815265527 -0.9236197174722726; 0.8258608904654617 0.9999988992848267 0.9805957150646724; 0.4653737491013825 -0.5707975030445939 -0.9999791466807654; 0.7088555207908344 -0.1634452709542787 0.9999990529841646; 0.28097146678522983 -0.9998020746350584 0.8094023798025962; -0.18864149833479688 -0.0875649221621356 0.04848784327780077; 0.9999996502107388 0.10342198115079623 0.03340259601821552; -0.9845028113108777 -0.8240210165570478 -0.9721037491351193; -0.9999921883563837 -0.9337899031591034 0.9766782582117238; -1.0 0.9111936296062777 0.9994101315729463; -0.23721269733718775 0.6378605552003492 0.06209308469067756]
118,761,300,0.7304029570195815,[0.9999731381248558 -0.5403471469827761 -0.8332678192706393; 0.9994799141246286 -0.678732854999167 0.9954148260807157; 0.8437663510480792 0.9165872295330287 -0.6315907723271276; -0.9997236058873451 0.8796393783086579 0.8305671725562619; 0.9760832807595115 0.9998710130308909 0.932495971564195; -0.916665985621396 -0.9989429125789843 0.9997060350070851; -0.11096093666260533 -0.9998565460762144 -0.9998357312294325; -0.9944498654703823 0.9997549449770741 -0.8522463331200419; -0.9997490172339317 -0.698400900803132 -0.026396065400928103; 0.11023969274148299 -0.9028246434334418 0.01631364413144807; -0.9354804540753147 -0.09574109829503134 -0.9994432651530939; 0.012025094670409573 0.1155482324413037 -0.022676432299173984; -0.07850822840876073 0.0880294642844439 0.9322213039890015]
119,1884,300,0.7368066454701198,[0.05502426734459163 -0.054504891172795056 -0.25305913087387477; -0.999999804394181 -0.9422418597393457 -0.9999667750625405; 0.7927414831644476 -0.8202729350153575 -0.9997653464425571; -1.0 0.9999682693771523 -0.9994368282781576; 0.12037629588931176 -0.8129728687604542 0.9987849211793601; 0.16383013950794734 0.7237552917976949 -0.09714905939639804; 0.9999888877013889 0.8306155334438329 0.9999921051062299; -0.6901376450835732 0.9999987806702921 0.7978222204294478; 0.9997658127289978 0.8592168419997286 -0.9999752178038298; 0.9999786973492195 -0.8112703115127275 0.5910483971009629; -0.9992006391735313 0.06096847863615374 -0.24453943480195903; -0.9999949376270194 -0.9999709437282562 0.5273502851923607; -0.729802923071551 0.033820066690501305 0.9998714280459191]
120,3627,300,0.7223214724593969,[0.7769873041980027 -0.21460173378222785 -0.07334425572375496; -1.0 1.0 -0.08963543298320993; 0.9999996139162369 0.9965066289559095 0.8622986354545525; 0.9999998943143914 0.8319591355271186 -0.9999977723534609; -0.9999999077733939 0.16723825387135027 0.8971742902387799; -0.6574362117339472 -0.9999992275415137 0.8369959499214724; 0.9994383571868365 -0.9999998920309453 1.0; -0.6860994772582305 0.49649142592958784 -0.999999915467597; 0.9912212937304574 -0.9999999987563427 -0.9999999308110903; -0.09862072370589413 0.9999999986748673 -0.016661417263733828; 0.058563866499428914 -0.06256104827435181 0.041387248399402624; -0.7527430996161211 -0.9999998614436855 -0.9640798589673033; -0.08925994705896517 0.8076602912306557 0.9999998980196649]
121,1733,300,0.7295007827809165,[-0.9999941962438762 -0.9999998254884854 -0.1036427577253455; 0.9999953864136184 -0.9999999994906201 -0.4739175944641698; 0.3062810045054097 0.6339135637381557 -0.14230870273980945; -0.99999158379347 -0.6076560750943121 1.0; -0.8752505786347713 -0.3117211926352156 -0.863456004633813; 0.18871572077671864 -0.9999928009986031 0.999902803669827; 0.996409315448635 -0.13032342938873678 0.7914055839675139; 0.9999343503372597 0.9999996755348596 0.9999967014039165; 0.9972858797226867 0.6009732261706748 -0.9996716966785593; 0.16889211906305387 -0.7296846412373135 -0.9999971372500147; -0.8632954659513081 0.9951797044267637 0.8333024051435625; -0.11763152602215814 -0.03600669429901463 0.12201467500165357; -0.824390610757786 0.9999996429597249 -0.9999999898177001]
122,5187,300,0.7215957906719828,[0.9999999827856386 0.9999948192559526 0.17142790856342865; 0.07541162920896194 0.7715366342843158 -0.9999999988462547; -0.9701643791220735 -0.9999999758054895 0.9999994359111029; -0.005664592395904466 0.9999999382460237 -0.12131176533169785; 0.6360695922369164 0.5366781896364011 0.9999999999227702; -0.999999999550509 0.7292411083351626 -0.8099355627097449; -0.4794571823763241 -0.3109960867428593 -0.0017200806655066517; -0.9999999998854064 0.5469100415429813 0.9999999985341435; 0.8606032341282494 -1.0 -0.9186313182046956; 0.12247235475834593 -0.17667970219825765 0.09319021081091781; 0.9999999989493056 0.2920160277919248 -0.8972054180276889; -0.937144739757404 -0.9999999817793968 -0.9999995976185245; 0.9143720705338864 -0.9999990012053541 0.9947654885449034]
123,6890,300,0.7261896103747306,[-0.3839380869623603 0.9999996099545784 0.26859270576635885; 0.9523567276066539 0.9999999381165322 -0.9999984659907738; -0.06621329963241335 0.3346586053531849 -0.9902452773603524; -0.9999999607869887 0.9909804843682376 -0.9153510245248405; -0.7878870141677347 -0.2108039683260225 -0.09615494013002729; -0.9999999287371145 -0.88545774385959 0.9999999999818733; -0.029618205688203007 -0.9820671503795946 0.34276918208582474; -0.34882987616969807 0.3202900806900069 0.999999999997734; -0.6475263810681111 -0.9999997999723556 -0.9999966381460874; 0.9698566772346173 -0.9999994020440471 0.9999999995480681; 0.9999999167288759 -0.9999996590753019 -0.999999999997629; 0.847925226032109 -0.3110203079055922 -0.39820795493769734; 0.9999999999800403 0.7706659986716804 0.8067304410318692]
124,3865,300,0.7261895137096481,[-0.9999999959424948 -0.9999999961898196 0.47707511002098935; -0.9999990285835475 0.3706656043677325 0.5600278231538909; 0.22808118970147195 0.9999998718937679 0.021526159068417858; -0.9999999936058834 -0.6197601820661857 -0.99757527984608; -0.36130132705249335 -0.21383538163465854 0.9999999996536644; 0.9999999656650277 0.19478078863920897 -0.016576213857287955; 0.9999999990328698 -0.9999999998896459 -0.9999999680905871; -0.9999999968209701 0.99999999488668 -0.9999999994658603; 0.9999999721263833 0.9999962071878985 -0.9999999981113709; 0.20273381709418878 -0.9971672103298133 -0.33721400718379035; -0.04696821488499418 0.01610889733441363 -0.7140876157808925; 0.9996227593595748 -0.621419830027691 0.9057079570912472; 0.5960637159365474 1.0 0.9999999999768786]
125,1634,300,0.7543286506884564,[0.6902381278313169 1.0 -0.9998411300061005; -0.03772080142958277 0.21525119726575312 0.9999862824655977; -0.08962090994866435 -0.9997580312348555 0.4461391052614682; -0.9999504723474897 -0.7321093160900369 0.6076777842751154; 0.9999970053479783 -0.8905752541947711 1.0; 0.8906174604067588 -0.9999947198708093 -0.6523788484266817; -0.11134575093621266 -0.16379847472241488 -0.048449285763909326; -0.9999990581543309 0.9992314489051448 0.6065344858767036; 0.7346519452608417 0.9999775660212201 0.40280681548268515; -0.9998672557856769 0.8578703867777823 -0.8743808249892172; 0.08781349029816375 -0.08776513516226041 -0.9999865565225403; -0.9999858664830794 -0.9999886316698188 -1.0; 0.9999999827729327 0.10850934499993765 -0.20665003171863208]
126,6152,300,0.7199139408983801,[-0.9999999999537065 0.9989220258115656 -0.4701912254381282; 0.7747382370771487 -0.974069437556437 -0.9999999991796757; -0.9837567593465485 -0.022402111687986122 0.9979931323416728; -0.8678658563081212 0.9999999999291913 0.9999999999724773; 0.9999999999961042 0.7208401299306121 0.9999999999621442; 0.09346669138426661 0.8158934974210575 0.10315504342347509; -0.7936396151868096 -0.9999999999999934 0.7148759418919375; 0.9999999999845267 0.9274231175520714 -0.9365330973933038; -0.0995213482769483 0.5699179224809623 -0.9999999999216965; 0.0220200502914592 -0.0926544632407115 0.04858476746451263; -0.9999999995733334 -0.6749509822127002 -0.9142608815074159; 0.6381517300231131 -0.965629559133293 0.9999999999820457; 0.9999999998902684 -0.41503814647669096 0.03352950065584973]
127,3394,300,0.7115638570190677,[0.08495125720131731 -0.6670961677801386 0.1847809084022213; -0.9999999989999235 0.8427069252033057 -0.9983812270727365; -0.9733727930094012 -0.9999999887624293 -0.9999996441798789; 0.999999929680109 0.2808840545183633 0.9999999992230572; -0.9999999716381812 0.9999999998983328 0.9695077408691617; -0.9999999923553027 -0.999999996171964 0.9999996592737638; 0.6538484914087879 -0.7635177961518613 -0.9999999942841497; 0.4665604927885659 0.9875837973866576 -0.999999999970745; -0.24336317819745798 -0.014264798846880701 0.9999999999017769; 0.118770265983707 0.9999999858350285 0.3955627562511122; 0.9999999981447121 0.2955315264267799 -0.348388171242636; 0.9999999999972639 -0.9999999967007704 0.5601940067883904; -0.8073728516146452 -0.0229803642407934 -0.07715551967186399]
128,3132,300,0.7324003442730844,[0.1090583033643465 0.9999910036253613 -0.999995616766309; -0.2187062241975708 0.019724616867076262 0.12176235140618986; -0.8444811058328217 0.9132288321368455 0.9999996907804273; -0.999999774817676 0.7595273728940093 -0.999999992236606; 0.9282337532625818 -0.3839444040562153 0.9999992507954705; -0.02733823605234422 -0.10213425284336888 -0.6362697167331127; -0.9999980765352606 0.9814807263167238 -0.008161867838497316; -0.9999999974371117 -0.9999999624688898 -0.8126747756980864; -0.9999664656983217 -0.8112439935085146 1.0; 0.24010008778339018 -0.9999999762418184 0.4353663011537785; 0.9999995434669997 -0.9999999852370476 -0.8876572257840555; 0.815892624517275 0.9999983463893296 0.7329253456832353; 0.9999979733598924 0.4690989050763178 -0.6366993463067475]
129,1558,300,0.7148386978531914,[0.04103854811446189 0.6176916708208489 -0.9999986487729132; 0.5211112559062407 0.9998944462205345 0.6633512322250602; -0.9997279337880477 0.999905040229843 -0.7145676143425627; 1.0 0.8643421752949098 -0.5021064766164206; -0.9703545736856221 0.5453716614734267 1.0; -0.9973298576027703 -0.9993433499835782 0.9999687412495023; -0.0016887937006983798 0.010196303752090704 -0.05942906877696009; 0.9994209756159881 -0.6557304770209863 -0.9999905399462555; 0.6720170786982754 -0.07856158396929314 1.0; -1.0 -0.28689079890759694 -0.256226010762709; 0.9999981699434229 -0.9671389399104595 0.577681882511425; -0.9088089572692711 -0.9999968578884324 -0.9999978385546983; -0.07217351614742809 -0.9999995389753338 0.016436621186007496]
130,7280,300,0.7097561389338828,[0.9775307422702347 0.020442966270468505 0.008754405043283614; 0.7871115124026272 0.9999999927866061 -0.9400840889255603; 0.9726458560877002 0.9999999949291408 0.9999999652245498; -0.09654595586865854 -0.999999999981813 0.9517510206782382; 0.9999999759904205 -0.8333343278989607 0.9999999999883569; -0.9999999839892353 -0.451937712788071 -0.9999999362577715; -0.8654177695253377 0.994187193715957 0.9997175803325538; -0.17731123149095593 -0.9999999986454664 -0.21996422165840857; 0.9999244921844639 -1.0 -0.9999999991544487; -0.9240118022007284 0.9999999914516997 -0.3522755120299854; -1.0 -0.6764122334915776 0.8975390929161764; -0.01177105819057612 0.11107462731102248 0.11218017929915311; 0.1493680328033027 0.05534800862078746 -1.0]
131,2702,300,0.7128445282914714,[-0.8035352056100638 0.03663603616698926 -0.31621885909200487; 0.8790071154919705 -0.7409063275723231 -0.9943079892380764; -0.6477481352652701 -0.061222973969146624 0.9999872074628792; -0.9990800856063711 0.9999818192087226 0.8115262102358151; 0.9999809876264169 0.7978921246572559 0.9998312281494233; 0.2062211912852904 0.9999812210640061 0.07056781398882536; -0.9993455482051905 0.9999998618919079 -0.9999886019609411; -0.9999963610032677 -0.9999999816768997 0.38620708361834954; -0.8241396341258079 -0.9999922880039104 -0.9999827292465467; 0.9999999224677272 -0.7136409160606532 0.6611571771943162; 0.9999995011127992 0.9861752088850098 -0.9999995732429177; 0.05085835945908764 0.31289029758811615 -0.08280917755402427; 5.5512302195789286e-5 -0.9999309722536189 0.9850760948215562]
132,2721,300,0.7095948555593148,[-0.9999960826292661 -0.6746696997473608 -0.999999710582418; 0.3056417041117762 0.9999938521511827 -0.9999989883665011; -0.9999068292708349 -0.45113586264436967 0.9999995805863042; 0.563170666278189 0.3943515805619517 0.9999999865248392; -0.5904027064327032 -0.9999999657951297 0.23660636683505118; -0.11188112650142304 0.07635251104321661 0.046488566797093525; 0.999999861803716 0.9999956762893749 0.10191391436939162; 0.9999999767144205 0.006292509373608272 -0.4990397345781022; -0.12005690388737374 0.02248680396390647 -0.034214022903116405; 0.9959546053705332 -0.8238139634056697 0.9316180851520741; -0.9948290925577935 0.9999960094636655 0.927354939566812; -0.9999980369553312 0.9999999753358567 -0.9926335965322997; 0.6423904870834253 -0.9999999944355873 -0.9999920130772566]
133,589,300,0.7144715657611407,[0.9254113461774602 0.9999291766703398 -0.9458345790748888; 0.9988473993277485 -1.0 0.08313901147133677; -0.06578151953621085 0.08196390679817796 0.06082085699356952; -0.9986409685629868 -0.9677998546069391 1.0; 0.06208211298246207 0.9686851983671397 0.04188085138237345; 0.993442780715523 0.9999116265341351 0.9999581557036904; -0.999095455937811 0.9985503279680409 0.9947763095123844; 0.9997820228229809 -0.009530620375741995 0.5223241065197566; -0.9999891066544185 0.9993734325734691 -1.0; -0.4422297699409529 0.0026584589254255654 -0.9590205506075205; 0.28288013285320346 -0.9999999765822498 1.0; 0.802093276903989 -0.9997589110945844 -0.9978609981827828; -0.999920977361328 -0.9986045580405941 -0.49767188184809386]
134,3258,300,0.6975554811580315,[1.0 0.9999993944323841 0.9800330009618157; 0.9999978468896591 -0.4282662362706984 0.4302785650768489; 0.8783499086675213 0.29105848804648066 -1.0; -1.0 -0.9999999024759711 0.9999999986075749; -0.21754424986973006 0.9991968282492193 0.9999908094027199; -0.8381429959818341 -0.14397240384681692 -1.0; -1.0 1.0 -0.9992713078403341; -0.5085794866738873 -0.9999999996930911 -0.44837365409559937; -0.03459477136861408 -0.03730702953334919 0.05647752334839805; -0.9999993391215313 0.47941496974106307 0.348944745411022; 0.9994838966332608 -1.0 -0.9948324583358795; 0.1372330880657809 -0.8620706868675079 1.0; 0.3103575487994073 1.0 -0.39882576186067425]
135,2997,300,0.7080744923153024,[1.0 -0.7019165986498291 -0.9254385551902687; -0.04592102635644444 0.13458639501534478 -0.022355041816631224; -0.9994851163148489 1.0 0.9999999907460672; 0.1913011661602512 0.9999787237147248 -0.24657933607124874; 0.9251801413468403 0.9999996575302943 -0.9999999790187004; -0.999994623988753 0.9897593861837343 -0.9956172385499863; -0.5765521946928244 -0.9999999899653207 -0.20284315023869295; -0.6502394223414848 -0.4867151993581374 -0.9999994091285072; 0.9999999975251643 -0.08618824175715226 0.41366566167613655; -0.9999989212576291 -0.482986778855639 0.6012456604769565; -0.04144342216112564 -0.2899380548795987 0.9999997447727696; 0.7864299411025208 -1.0 0.9999747985172103; 0.9999892254095685 0.9923782347419128 0.9803844252580663]
136,5158,300,0.7153036195162609,[0.7758212960112102 0.6633863837649734 0.8340690984516789; -0.9999999984886943 0.9999999641470029 -0.39129658226352854; -0.7527215070418326 -0.026303330046427837 -0.9999999789100587; -0.00942244864687103 0.9999949980416608 -1.0; -0.783076227442214 0.009550009767014695 0.2741746335205538; 0.22711899028493024 -0.9999999898705878 -0.12768254750271738; -0.9998012967971811 -0.9999999944659533 -0.7585101272309726; 0.09149690317039237 -0.13351994602311767 -0.027631384262683245; 0.9999999920165097 0.8127717120139022 -0.7700420260318975; 0.9999999985623506 -0.8937980404040575 -0.999999999835697; 1.0 -0.944007411634156 0.9999999959867705; -0.7539533396664105 0.9999999983596661 0.9999976852678124; -0.7335185199507058 -0.9999999971764889 0.9999999991094007]
137,5349,300,0.7023975199471225,[-0.07018846387785423 -0.9999999999805916 -0.7966021890881249; 0.7047196427181718 -0.9016851123364777 0.9999999999341035; -0.9994674418651588 -0.9999999999841933 0.8765420198312246; 0.09306245821929117 0.21270996419374655 -0.9999999999969947; -0.6118861084024326 0.9999999999987068 0.0843060624548199; 0.9999999999962587 0.9999999999990887 -0.7053043777272141; 0.8838787740234215 0.9999999959853885 0.9999999999620861; 0.9999999999597623 -0.32098443141435734 0.1869547726695071; -0.999999999593778 0.9999999988061735 -0.999999999960836; 0.9999999999809598 -0.938812791876853 -0.9961974217016445; -0.04241509216571575 -0.024164110151541865 -0.008480378168535757; -0.5868550523794724 0.5837474434457474 0.9999999999310893; -0.999999999949281 -0.5305144576646292 -0.7776784637269826]
138,3717,300,0.7115169146703337,[0.40169011546320205 0.2676084549780132 -0.9999999960128847; -0.06494079592176354 -0.5291613583538826 0.9999999383704478; 0.9975087940341753 0.9964824062844293 0.9807952543104373; -0.9565346582666296 -0.7144655965212067 -1.0; 0.9999999981927772 0.9004022050556085 -0.8330200551972051; 1.0 -0.7798390489687819 0.6228754626787778; -0.6782787273078813 -0.9999999994034028 0.37304546244778514; -0.9999999963147127 0.07845905866272669 0.1636271748329875; -0.9999996899877578 0.8690904615304754 1.0; -0.17906031481862505 0.9999999992984744 0.06645897771162285; 0.7759220258354154 -0.9999998708051208 -0.7995503844730784; 0.11910096032252569 0.09674982059638061 -0.005759028835277096; -0.9236798445146176 0.9999999858691494 -0.9991863237257951]
139,5564,300,0.7053195490970583,[-0.9874160121966168 0.9999999999690001 0.9794171749452777; -0.0198645918755059 0.07645112150000419 -0.008952721615084296; -0.999999999849238 -0.6554858502488022 0.5799063026772162; 1.0 -0.17232919887097461 -0.04891216696311032; 0.8973164456399993 -0.999999999993967 -0.9999999982071313; 0.7649164146723056 0.5472196354496601 0.9999999999820086; -0.07277268079356419 -0.9999999999220717 0.5759692451062436; 1.0 -0.9999999995319194 0.9999999999549379; -0.09966802353931344 0.2478460002978652 -0.9999999995023365; -1.0 0.8428904542443182 -0.8157884477834034; 0.9999999966715261 0.9999999661892663 -0.9999999994363008; 0.7554918250191873 0.9999999996524175 0.10628099892795362; -1.0 -0.999999999647097 -0.8701553530789885]
140,1503,300,0.7131150812447579,[0.9999897579269985 0.9999677384970944 -0.8555439842791646; 0.9999991945196317 0.6643028435423523 0.6000193424988189; 0.999996434593001 -0.7579837709787993 -0.8513609151996794; 0.9860236502421983 -0.9999994274236561 0.9297647704469424; -0.9999964700973921 0.8372670689457784 0.9999697102005269; 0.006342829025117207 0.9999912770790118 0.6661164831824201; -0.9999948009792704 0.10669796473594378 -0.059774034249071184; -0.999926630053814 -0.9999318513030653 -0.999986019046573; -0.8612604352671395 0.9999192622838737 -0.9999872398224776; -0.6580397315761247 -0.6313549898563381 0.9999902367615787; 0.02580524426092272 -0.027527263821091212 -0.004152121177197698; -0.008953166336595307 -0.17656013112045965 -0.9999589968856561; -0.660336211205772 -0.9999949378799969 0.01567341862363369]
141,2248,300,0.7304312819624743,[0.9747368067362199 -0.8660529839985478 -1.0; -1.0 0.6525522293002667 0.8987375689770851; -0.832653858979034 -0.7222505713877803 -0.9618064776484551; 0.9777036891330496 -0.17028686676643917 0.9999409196136606; -0.06389393895357237 -0.6388458147488271 0.9332427376293131; -0.9998797172829073 0.9712371633342435 -0.9025773193969997; 0.9454486158518781 -0.9999996040024095 0.3168961248226838; -0.13819089345465801 0.8045148509167261 0.1965696192868041; 0.999843399405574 0.18122964661951724 -0.15667788293100574; -0.04157662540723717 -0.0415296542857076 -0.36343580306791035; 0.8173125115485125 1.0 -0.9999993697854771; 0.9530850153935009 0.9999997583360231 0.9999591240911537; -0.9999900798732464 -0.8338156193510867 0.6104981415461789]
142,4660,300,0.6990993176519278,[0.9999999998463972 -0.3942065448931557 0.5491152952802889; -1.0 -0.45228860802217447 -0.44460628580759065; 0.8067706539249119 0.9999999999438488 -0.18127689454045265; 0.4052307772214505 0.4301338013308793 -0.9999999999947838; -0.9098861450187749 0.9999999999890941 0.2139341002953179; 0.8725438200194796 0.9999999948071358 0.9999999999754796; 0.999999999654765 -0.9937485479323473 -0.9999950012131033; -0.030895487761209792 -0.12448150428429942 0.011845222330279718; -0.4995328029888844 0.33597258027710847 0.9999999999994584; -0.9999999467796695 0.9878430100563409 -0.9999999997727013; 0.1877370012774577 -0.9999999999805615 0.895132604720862; -0.13659497672956572 -0.9999999998062712 -0.9699979643311127; -0.9999999999403588 -0.9999999953472528 0.9999800896947424]
143,2614,300,0.7462769170500818,[-0.5601387351957734 0.7333902775541373 0.9999997735792128; 0.2472807698121006 -0.8398300123994265 1.0; 1.0 -0.597510774450682 -1.0; 0.9999999978618733 1.0 0.9085700702658682; -1.0 0.9903773850781086 -0.999999753225377; 0.9975081314312068 -1.0 0.08125591642623341; 0.6069315599235983 0.9286931824912533 -0.9072577422071775; 0.6614304068449534 0.008763849122431507 0.5546443252417177; -0.22363462863903197 0.9999999998640728 0.14100172390750187; -0.9999980001851752 -0.9999984761127729 0.6186255399719598; -0.9841784264560629 -0.9999996514544839 -1.0; -0.09614446870335612 -0.475305498756428 -0.502090302524496; -0.99999999920799 0.1604855151061012 -0.09753126916870469]
144,3811,300,0.7045902753154809,[-0.999999999972127 0.39577760283639274 -0.3846780709207859; 0.5633567322001557 0.04044261442007703 0.9999999996981047; 0.9999999986384644 -0.999999999665889 0.9999999998667258; -0.3047744434213284 0.9999999998978518 -0.9214538570719566; -0.9422569957280704 1.0 0.9999999999970907; -0.99999999999939 -0.8794881029709269 -0.999999999998663; 0.9999999999738237 0.8762440021648229 -0.9930217066439292; 0.6389126222266489 0.9999999999996212 0.7724793871935012; 0.06710364043357415 -0.01326619532635494 0.08301168957954563; -0.23974091054291652 -0.9999999999932396 0.0995766092000844; 0.39498859348559584 -0.7687672722463028 -0.9999999999817474; -0.9999999999097895 -0.7432256435217721 1.0; 0.9999999999095801 -0.7406345650871408 -0.18422000742730582]
145,2707,300,0.726450762738677,[-0.4274525293448009 0.5985178545041295 -0.9999970345339921; -0.9999991790502656 0.8023550864045603 1.0; 0.9316782698397379 -0.9992166971169714 -0.9049519873677999; -0.8642326066787483 0.9999999815817782 -0.15409878078091743; -0.9999999918883364 -0.15534548770818643 -0.018920719443637622; 0.9999969177577641 0.9999962773260547 0.9999999994024482; 0.9999910045394531 -0.9999998023369828 0.9999999727348414; 0.9999859641847774 0.9381101200842612 -0.9999101016981132; 0.007246252758237477 -0.012868047458242328 0.8359165017964587; -0.73836119288536 -0.9999991576630349 0.8200202445663496; 0.6506805547319353 -0.026135494797373468 -0.0441502549330659; -0.760894710399144 -0.9999999493787837 -0.9428681682699678; 0.07999569376683968 0.9999993185281001 0.24658444301651042]
146,935,300,0.7040995139350015,[-0.38591133301481517 -0.9999985912807697 -0.5545720790061731; -0.595285328145464 -0.08687246615819601 -0.9998968402947103; 0.9998120975323447 -0.9998522715888148 -0.9995063548274197; -0.18539675136954098 0.834400966043221 0.9999874499209113; 0.9405072652192606 0.5388073208337583 -0.999884264314187; 0.30796780647147887 0.9999479571540708 -0.16189533684824972; -0.9999733333724733 -0.9830553695528012 0.9801941678627774; 0.9999905943750096 0.9997939522807301 0.9983919299788903; 0.3768253580193622 -0.9818414113364093 0.99970021211873; -0.07636531865304114 0.03146371404796751 0.02887230822618559; 0.9999795157180443 -0.23422603082778004 0.45794839038335033; -0.9999910862662105 0.6186742890940592 0.4279395401898639; -0.9999998473195006 0.9999864297496492 -0.9999960003115282]
147,4935,300,0.7132156282244793,[0.999866784877751 0.4890408952374686 -0.9999999833272737; 0.9999999999912548 0.7267910850842033 0.07759445961474891; 0.019028563665032364 -0.07438243980625603 -0.10207301911268321; -0.9999999999417553 -0.9999999999873922 0.8945603763189864; -0.999994331664618 0.40837669675480914 1.0; -0.9999999999982171 0.3847705014975834 -0.9999996296539425; 0.1138233730870663 -0.2505695499349118 0.4785702458377495; 0.999999063312849 -0.9999999997933038 1.0; -0.7460384721587093 -0.9999999997099035 -0.8267715645067015; 0.9999999993769393 -0.9999999998858399 -0.6228743986481954; 0.6936164440730997 0.9993736962830678 0.9999999994664883; 0.01133575842628439 1.0 -0.9999999999925655; -0.7262188803752604 0.9999999999897276 -0.03032349795453304]
148,2573,300,0.7192087261861598,[-0.9999999969446818 -0.9999966971612023 0.8695743284440256; -0.7854428379407238 0.5788598072717983 -0.9999993480657312; 0.9435549069222685 0.995673531422579 -0.9999999997988096; -0.9999944676850725 0.3456027944100461 0.7126429030221121; 0.9999993106168705 -0.9999984727594736 -0.9999922052026937; 0.02893940288099159 -0.36702257995559684 0.9999999969891935; -0.0038304329410626084 -0.6249105599878528 -0.1310300817332024; -0.01988512144136141 0.999999999952968 0.9999998573808097; 0.9999992556895269 -0.9999999801822299 0.8170525866531373; 0.9999999913230035 0.6359075360815161 0.7280812689776182; -0.5489429756725827 0.9999999958799225 -0.16667238548126329; 0.5969477659855587 0.05582746270892384 -0.20595744208856295; -0.8076138340570398 -0.9999986699484752 -0.998234134671828]
149,404,300,0.7221001410857575,[0.9962272162178251 0.9913251257996405 -0.6859005000409875; 0.9841714849062868 0.9996374894447511 0.9973321806207626; 0.1256379076616987 -0.999402510007131 -0.9990477549407977; -0.9998710025113329 -0.4085634256169989 -0.99681089610938; -0.6543412486063505 -0.05335628531756817 -0.02829924390626372; 0.14943149937215724 0.3837276111054501 -0.9999824136730597; 0.05588619602085962 0.20740705841506657 0.5732173254503781; -0.914018930294185 1.0 -0.8216424225510993; 0.9999970714668835 -0.5265770249948312 -0.34680624852905406; -0.23653481303736434 -0.9995735777317187 0.1029667394937312; -0.9992072562261393 -0.9742144020837941 0.9987811578177097; 0.9888243768336318 -0.8392576248206309 0.9750304668474388; -0.9987705915592685 0.9977814452992707 0.9871839744367727]
150,4484,300,0.7015847750758689,[-0.7305664058492717 0.9224476099420914 -0.9999999999978929; 0.9999999999930501 0.47068830487476987 0.8598268183046749; 0.6742801888909867 -0.9999999999989694 -0.1261280157892887; 0.03185802583019513 0.03661576051549627 -0.01486335203430174; 0.6424995818857742 -0.533366633942074 -0.9999999999878603; -0.9999999996479683 0.99988661347402 0.9999999980747156; -0.12930782616177441 -0.29320703894859057 0.9999999896178503; -0.9999999999999702 0.3860755005005864 -0.1357558623237261; -0.8264180204972786 -0.9999999986151091 -0.9999999999999984; 0.9991803552917136 -0.9999999938854455 0.9999999999871386; -0.999999999999352 -0.9999999999999398 0.613134960739819; 0.11401636989746969 0.9999999915355953 0.8006786104970559; 0.9999999999590354 0.9999999999564775 -0.8034695648308511]
151,1037,300,0.7243350581370384,[0.012402955916790208 0.08429860336478284 0.0049743894290527986; 0.8654152145596448 0.9438796457242229 -0.9999836466455785; -0.9999322443035477 0.038557102310934455 0.9999823699895208; 0.9997008111174208 -0.999549545240018 -0.9884147708967139; 0.10425182140399897 -0.8416664616620775 0.08374357794856156; 0.9999921093187566 0.47115715923001056 0.07522702845505652; -0.9388562574106092 -0.9999243343557787 0.9999535290354314; -0.9996901786311835 0.7893937616774924 -0.9436935119157073; 0.9982339722102674 -0.7474910798430419 0.9999922563524782; -0.8128267183341907 0.9999760021433781 0.7808319865956463; -0.10130187629089717 -0.5298446017965993 -0.9999327526091352; -0.9999823668535459 -0.9158177374301713 -0.6240326829460445; 0.525754014531575 0.9996245168537398 0.9999170442213937]
