nPsoRun,n_iter,S,fgbest,optDes
224,3717,300,0.7172129892122334,[-0.9999999999702492 -0.9999999999976311 -0.961739364012763; -0.022025958214804506 0.9999999999910704 -0.07373852078940772; -0.8111920711548811 0.44905863659233886 -0.9999999999964619; -0.9999989907875181 -0.9067092910825278 0.9999998813133977; -0.5412685540968172 0.7528612133927695 0.9999999999696507; 0.9999999999426643 0.6392833598054357 0.9999999999605885; 0.25856680122233383 -0.07440300491691382 -0.9999999998680237; 0.9999999993028905 -0.9999999999875456 -0.9773889750611308; 0.9999999998665935 -0.999999999990251 0.999999999909997; 0.7900260502890939 -0.025174812556999004 -0.16889304707940384; -0.9999999999922953 0.513323934945727 0.1466374387132604; 0.9999999999963354 0.9999999999999455 -0.9999999999484477; -0.05101463100237175 -0.7447277363075305 0.11135110292379226]
225,2470,300,0.7189946329446187,[-0.7837640672378481 -0.9999999835898705 -0.995592992650598; 0.3919527735060943 -0.059086199556514125 -0.6716989811252048; 0.9999996974237576 -0.8579633466277042 0.9999784957358068; 0.05088211507661725 -0.3359968543531612 0.054547920953165935; 0.9865443444292491 0.8356311795565257 0.8598284755379305; -0.45378005644168434 0.5955125474092423 0.9999999545709207; 0.9999975585669993 0.9999961447652916 -0.8594829571595186; -0.9388617807791464 0.9999961116562095 0.20705430250136939; -0.9999999715218332 0.18805216260450358 -0.5132218775251317; 0.015950499972312546 -0.999999904831926 0.2574455085123506; -0.4449704011349021 0.9999986328464847 -0.9999999859733792; -0.9999999896755435 -0.7494285520381427 0.9999892142227508; 0.9999977068228952 -0.9999987055882408 -0.9999996829704482]
226,2203,300,0.7097175407432804,[0.9994491907162988 -0.9999814851080209 0.836032667464818; 0.2531513729882027 -0.12170818191842565 0.04132393475575386; -0.02786972530043849 0.07195299013175495 -0.9461539739437753; 0.9999999928240991 -0.9793646102504454 -0.9999997104623065; -0.9999869185634431 -0.976048937527539 0.22889006839133477; -0.3628746675443103 0.9795463063819171 0.9999990934333334; 1.0 1.0 -0.8092677411385019; 0.014083733117195248 0.9999956323194108 -0.16924196655992874; 1.0 0.42844290285100345 0.9980864966044554; -0.5941174050984104 -0.9571375880434015 0.9999998561429426; -0.6960011484743666 -0.9999998018725459 -0.9999968354557167; -0.9999999962834879 0.9999996428787432 -0.9999948829442882; -1.0 0.16872530123850638 0.05669996115132696]
227,1276,300,0.7201845301019699,[-0.9995023029193955 -0.8493229837661014 -0.9974504651248636; 0.9980317121402283 0.5086455476810502 0.9999999313571313; -1.0 0.34350654179177087 -0.21782016823201086; 0.9999950374174075 -1.0 0.7894397810879108; -0.5720643764513011 0.995035039297591 -0.9999999606291602; -0.06207676493068367 0.9999976291551987 0.554967631988437; 0.7523334828307088 -0.9999999976663287 -0.998463581646974; 0.7755330646685792 0.6243861624750641 -0.9999472796815781; -0.9880268198974754 -1.0 0.9884374085431795; -0.9999916362694227 0.39695232909650263 1.0; 1.0 0.9980718387790096 -0.033567409538142; 0.06613901039288336 -0.17149720451373102 -0.11355158764319459; -0.05447614406377628 -0.40018781191403585 0.5348847483788886]
228,6445,300,0.746677542480939,[0.6875157510533926 0.9999592374028043 0.9999999999960473; -0.9999999971476209 0.5027014004731408 -0.9999730529404047; -0.5227859269763714 0.5064748270646111 0.10594927726139586; 0.17135407828071958 0.656677074526261 -1.0; -0.9999999999999949 -0.9933061591537291 0.9999999568180118; -0.25539514867106233 -0.21418761946831197 0.8815899250396659; 1.0 0.9999999999998558 -0.4091346691766937; 0.21739600094071188 -0.9999999750297025 0.03152392786135982; -0.9999999998313891 0.9999999997708523 0.999999999999914; 0.9954367977570084 -0.018718074641317493 0.06209187636944367; 0.9999999999012581 -0.6213849368654165 -0.9999999069359794; -0.6982594044231425 -0.9996351290875174 -0.8972880873151349; 0.9980340158597774 -0.9999999951585407 0.9999999775752964]
229,4300,300,0.7265738572782485,[0.0033750852577688287 -0.1684916170085813 0.6026289447421826; -0.9999999999987682 -0.22091596504555278 -0.6936598155547152; -0.9610223665644444 -0.9999999971163034 0.9197468151582942; 0.9543870249839924 0.09666870855310832 -0.03620300751960353; 0.2566135530563533 0.8479107987823056 0.045127864264351135; -0.9999999004842298 1.0 -0.3276350465610363; 0.9999999970140496 0.9999999996399552 -0.9999999994222807; 0.999999993947389 0.8443085990590243 0.9999999993884781; -0.16995815000424477 0.4622842917178495 -1.0; 0.999990332390873 -0.9999999987093638 0.9999999967477142; 0.9999999998461417 -0.9971463341064772 -0.7660091216764736; -0.4989971247504658 -0.9999999999954118 -0.7909820032556232; -0.9443985316026476 0.7596961299331182 0.9999999996441837]
230,7004,300,0.7213465063189819,[-0.6750667200783942 -1.0 -0.9711020168463034; 0.7898604021909206 -0.9999999999995656 0.4997702417450451; 0.9602664923505931 0.7187489581513322 -0.04122926130990381; -0.999945342847822 0.9999470552055195 -0.999999999811906; -0.9999999999464839 1.0 0.999680727026197; 0.835958319629628 -0.9690171178973565 -0.9999999999335851; -0.04878503283999417 -0.1851342399626317 0.9867508613126185; 0.7134388648604784 0.7450357066184985 -0.9999999999761674; -0.9999999999933339 -0.9999999999928361 0.7177666881040908; 0.9999999999769357 0.4055022986313486 0.999999999943975; 0.09607825958084336 0.9999999999913562 0.4945464936031086; -0.10592255269455404 -0.0023663780457606684 -0.15595789016631717; -0.9999820004408286 -0.024843350914385 -0.1745351727043806]
231,558,300,0.7138300220704626,[0.8100252178567805 0.9998414983330765 -0.9393917730012741; 0.9996652770238753 -0.9989228504575006 -0.9997562267888521; 0.13618175665585466 0.010984157652219325 -0.07231391081330969; -0.839743390204837 0.9999020714061214 -0.9993915250224522; -0.9999434101637025 0.41615372267137246 0.17272939612277954; 0.9999312491547822 -0.7857484432193249 0.2850125795271372; 0.5751403654999675 0.0566688787741012 -0.9678751594320495; -0.3375067651747781 0.9992209414580886 0.5968772596757761; -0.9998524170679034 -0.8752326724099607 -0.9999469726250784; 0.9989243453374902 0.9284951258731189 0.9514653253630552; -0.9997424521260239 -0.742063319875352 0.9955434645310453; 0.2763630867047533 -0.6054741109950487 0.999944743219889; -0.3031198446281497 -0.9994390141980196 -0.01369438079578882]
232,3360,300,0.7103677606478503,[-0.9999999785904642 0.999491997664686 0.9999999998937528; -0.9999988286667267 -0.9999999453384347 0.22018246277257567; 0.9999999999999999 0.9999999999654597 0.701938612321773; 0.9999999989712381 0.9999991272906804 -0.999999996625483; -0.01132543729439885 0.7856618790973994 0.06865783335086433; 0.9999938187544809 -0.11315438059876143 0.9999999999973488; -0.9999999973752418 0.9999999980783231 -0.9999999999771718; 1.0 -0.8640796195919602 -0.9880039101037578; -0.27928845555015563 -0.5159483943261243 0.9999999991977282; -0.5781550487123035 -0.8308925428684286 -1.0; 0.06275246964514665 -0.02829057603220583 -0.3407826408317039; 0.8393330756069963 -0.9999999999579433 0.6162423308670678; -0.999999998598396 0.2805280057471575 0.013425195885829366]
233,2134,300,0.7124535222613096,[-0.5866448921968149 -0.2604780032153953 0.9999996002241537; -0.01178460616642249 0.3895216489783141 -0.7952252593967624; -0.9999996857003787 0.9654651850180516 -0.9105615188548225; 0.9968537848683614 0.9999984120563493 0.991881638892778; -0.9988313196153089 -0.9893219467685156 -0.9999996099436513; 0.9999998462876091 -0.0843283524687218 0.31780357965928774; -0.05622493976690937 0.16071563551395843 -0.016374571118771858; 0.9999983584235618 -0.32182188954745083 -0.9997870958565005; -0.8637454063350731 0.9999997671358138 0.795285338331052; 0.3713754352759351 -0.9999998603241175 -0.22065607797104042; -0.999999556520621 -0.9894105147538244 0.22348609760205657; 0.6461042871444845 -0.9999982658818994 0.9999997343040569; 0.8254982719075137 0.9999995513281762 -0.9999978047876408]
234,5308,300,0.7066156121662582,[0.21188768591856616 -0.9999999999706245 -0.8206054103627543; 0.9999999999975294 -0.9996766270424156 0.9999999999958785; 0.9999999996836003 0.6349877644271225 -0.9999999999649818; -0.9999999999996214 -0.4013406790754538 0.530968422342585; -0.9857815122443556 0.999999999997389 -0.4603671489843255; -0.15217189980847778 -0.9999999999999194 0.815118121625592; -0.24659416256528435 0.3564650585597722 -0.9999999999982581; -0.014962362301005432 0.1432948462695267 0.1243123033900254; -0.9457170074316026 0.9999999999428164 0.9999999999913483; 0.9292537363647503 -0.317603609958791 -0.1329116757336072; 0.7229415043053029 0.6538948910727017 0.9999999999297464; -0.999999999999413 -0.9756534317971717 -0.9999999996541873; 0.8900677302344449 0.9999999999916579 -0.09194769864578896]
235,8491,300,0.7219409326197638,[0.9999999990586452 0.8177041670887618 0.9999999999999436; -0.3678263770248576 0.9916620372600535 0.9703450981349055; 0.5635910690173432 0.9999999918106741 -0.16835677013490274; -0.9633056096182687 -0.9999999982808564 -0.4731495025866072; 0.9999999551494229 -0.9999999992239725 -0.9999999997780826; -0.9999999977989202 -0.5622457782736552 1.0; 0.9991887354951727 -0.5372624521744378 0.46333093203996734; 0.7828204375226315 0.4002128490896735 -0.9999999986337468; -0.9999990803975668 0.444746872726003 -0.17077814060954621; -0.46807387209509027 -0.34516060621927364 -0.9999997703016955; 0.1437787064725165 -0.9999999999528704 0.9010662010182496; 0.02153117327569538 -0.11941180412596637 0.05514976145193778; -0.9999999951700763 0.9999999889005793 -0.9999999999918434]
236,2567,300,0.7477500368651638,[0.10425259755462987 0.9999971863994342 0.09413960979648013; 0.9999998425725689 0.7218417430168109 0.6811438960730969; -0.39019621834380247 1.0 -0.9999999782105462; -0.9999999990984738 0.4200182405668823 -0.15943182824581584; 0.07676682059478239 0.16334889871778102 0.9999999857930583; -0.4485007236513385 -0.5111126645401088 0.09325945915662602; -0.7969408951743692 -0.9999987620034814 0.9999992458039404; -0.999999639089299 -0.999999999574042 -0.9999997144572256; -0.9999998736822406 0.9350441797122812 0.9999994969453465; 0.9999994610143391 -0.9999968772610819 0.860559253735425; -0.39034344417548666 -0.02827904124675641 -0.854651096356275; 0.9999998893690992 0.4118550682763602 -0.9660194061126929; 0.7688672638673845 -0.9999999814893146 -0.8630615562430193]
237,3129,300,0.7204327793491861,[-0.5560150198665839 -0.322774608392826 -0.999999999443073; 0.999999674430492 0.05445731731732091 -0.6822532696524146; -1.0 1.0 -0.9999998422901107; 0.9999993361130008 -0.477080484489832 0.8968907409299404; -0.45472608096068656 0.3395562987633983 0.13526865641928412; 0.5683076072602616 0.9999999989042028 -0.503056233843478; -0.12168112519084111 -0.2599971963396821 0.9943567555952368; -0.9999969302597422 -0.9999999362345645 0.9999999970998167; 0.8389628955234399 -1.0 -0.9970998515453516; 0.8496649986377112 0.9999995643946097 0.999999998856143; 0.19608387654237677 -0.9999998787644874 0.13726440661930484; -0.9999965178436263 0.9999999990638392 0.9897536991898098; -0.999999877440083 -0.8444637053246712 -0.13603919107846188]
238,4635,300,0.7081239589604675,[-0.9999999770767866 0.05458535290947027 0.12010584598297955; -1.0 -1.0 0.999999994232577; -0.13472895546735675 -0.9999999999867406 -0.1089329840954737; -0.9999999999559578 0.9999999984432315 0.8658954129861794; 0.9997597892743246 -0.6717928741578185 -0.9999999999936965; 0.12896543255291104 0.17885910341154015 -0.006489601057277603; 0.9999999981175468 -0.6876299083932395 0.9999999994662061; 1.0 0.9999999999996056 0.9766285159714091; -0.0550113128019992 0.03467781714048492 0.9964500476828126; 0.9942700600403747 0.988622154320219 -0.8920541523185248; -0.9999999781155511 -0.44541816689989744 -0.9999999999743747; -0.35413886817524365 0.9999999999593822 -0.9876734275320865; 0.9798241484785051 -0.9764776211181274 -0.02218168948794786]
239,692,300,0.7240459284053262,[0.815933882837775 -0.9612182883012282 0.989585236705758; 0.0002273220565603946 -0.016733595532636984 0.1593342235987359; -1.0 0.9347320246614443 0.9986859252721032; -0.3220025370871308 0.16255782293710752 -0.9998250219222334; 0.9999004626833702 0.7189177879345723 0.8665134919451885; -0.9988128686740929 -0.9998744128469793 0.999914742993723; -0.9998402418500248 0.9999887676235569 -0.7520177569754279; -0.784274294114995 -1.0 -0.9947234820300077; 0.49649137294486523 -1.0 -0.39627541761088747; 0.996160766002079 -0.18952276760404316 -0.9999491635241696; 0.0264610691619767 0.9988314746899247 0.955024596584101; 0.7887141561865992 0.9995587701794287 -0.539919581955686; -0.8424421291989881 -0.14901587439759062 0.09925839891739359]
240,2505,300,0.7096111172188561,[0.739756946910859 -0.6649529050190837 1.0; 1.0 -0.999999648388376 -0.9999999992695923; 0.9999999238766955 0.6043264161559919 -0.9999999892114746; 0.9718471731702407 0.9999999998223931 0.9999998886667879; 0.37349457182640616 -0.9999999852404223 -0.23303381749362823; -0.9996737282047974 -0.9999999985746689 0.9293494175806609; -0.34802264711664266 0.28247590770845815 0.999999985550973; -0.9999999993451607 0.4491953342341853 0.36701529290151913; 0.05060080918311959 0.9968169162456944 -0.23369424918985587; -0.20425492028601738 -0.0361370512479292 -0.6945069790478674; 0.9999989331249567 0.1363265662660915 0.13344392381071854; -0.9999998414577416 -0.9877163867921782 -0.9382923233440129; -0.9999999997062153 0.9999999577350238 -0.9999999608964659]
241,4273,300,0.7193285003881118,[-0.7723157614990108 0.9999998537999366 0.5497742931304568; 0.022969301579064794 0.03570375443822579 -0.07395206701699508; -0.9999999927196922 0.7069855041565035 -0.8693505537076304; 0.9999999991417088 0.7893950592401129 -0.9117501064572846; -0.03473154292724902 0.9999999056683984 -0.883249465531493; -0.5207995451844357 -1.0 0.23066755565368424; 0.9999998675225767 0.9999999398100204 0.9999404874143719; 0.9999979608573228 -0.9999999990470001 -0.9999876029535669; -0.9999999975619072 -0.4333566980312016 0.9999992088455429; 0.1680234829564095 0.08699509474130818 0.99999934009341; 0.7130807028793291 -0.9999990520636148 0.9939432033873264; 0.9836093121945861 -0.15663237781233477 0.08483350381300417; -0.72620976527252 -0.8466531177774606 -0.9998655713567396]
242,3402,300,0.7157680058627239,[0.9295011742507305 0.7450641049131994 -0.9999999987062607; -0.9999989386745363 -0.9957580354545567 0.9851498519279636; 0.9999995841935049 0.5771576094713149 0.2663510325182673; -0.7635051612302167 0.9999999639072489 -0.975017373320532; -0.9999998535016825 0.7776797289838898 0.4247621014695015; 0.0887280685676393 -0.9793949295356396 0.03972162212123714; 0.24090341035427157 0.9999940895113927 0.9999999971501727; -0.016188807691380237 -0.03704152230519148 -0.10922551623590598; 0.999998487275321 -0.9914779561810546 -0.999999997700141; -0.05836617232758312 -0.1960395518209031 0.9999999563701507; 0.9999999951993108 -0.9981503517920396 0.9999999974271487; -0.7352961791410375 -0.9999999996254488 -0.9942054420290428; -0.9999936913065653 0.009161794701104866 -0.976403650925775]
243,1390,300,0.7267586700809118,[-0.9949961579441535 0.9999999573082816 -0.29020528164890036; -0.13675279529402545 -0.608262057269148 0.23205721065294915; -0.7546924874542449 -0.9999995879178348 -0.992511135349523; 0.9381105805826152 -0.9802924557179739 0.9999836987942431; 0.1456112720555264 0.9999992204284412 -1.0; -1.0 -0.9985701591306854 0.9999308804978588; -1.0 0.008917447366852925 -0.9456279070488657; -0.02156888302031229 0.01645405295774061 0.15899271459131958; 0.9999997019697083 -0.9945390801716435 -0.47407146078000195; 0.13920243952195785 0.04445939745621843 -0.9999999783580493; 0.8659212225308645 0.8589166641838953 0.9998080372950389; -0.9970461546382572 0.76865617757775 0.9999928025353682; 1.0 0.6619463181182058 -0.4294399859070376]
244,2532,300,0.7206296519046913,[0.1412812769551647 0.03558526708109206 0.15301074003570242; 0.37525153940089767 0.03987736322168247 -0.6270310881158433; -0.33131527353475554 0.9999999523907799 0.9993681882174668; -0.47717660583035126 -0.7819604196283165 -0.999999998181616; -0.7356934704542211 -0.9999270690798333 0.9999999999982717; 0.999999999642682 -0.9999998702146643 -0.645168358102433; -0.999999996952404 0.7712848242048301 -0.9919656591663885; -0.9999999999204198 0.18101868787870126 0.611357929756404; 0.9999999230164328 0.686202685888968 0.9367866479192439; 0.9999999977636411 0.9999997223986743 -0.9999999632932656; 0.9999999893514638 -0.9857618658747777 0.9936658496559754; -0.9999999888641831 -0.9999999999511382 -0.1094460951247208; -0.10694885881988325 0.9999999598995287 -0.25410117733676696]
245,5071,300,0.7077411140023743,[-0.06451376288145498 0.21412456865233223 0.08543403917377995; -0.03505408895398996 -0.9511365109950299 0.9948660592188732; 0.9999999804542986 -0.9999957456900289 -0.999996778967484; 0.941941676861827 0.12887563438836758 0.0038667282639248046; 0.9999998869537672 -0.66980662042429 0.9999746403147671; -0.9999996076521578 0.9999999360776317 -0.4144194207677683; 0.1691154197237686 0.023221844992831996 -0.9999999842890601; -0.14956833041453277 -0.9999992200492256 -0.1775615977248897; 0.8013846711610274 0.9999993925812468 -0.9999970125094111; -0.9999999617949431 -0.5278773427610036 -0.9999999575741054; -0.9999999977088573 -0.7056661381303656 0.9016058671869386; -0.9731095345067109 0.9999997595444341 0.9999999998203911; 0.9217019738338902 0.9999999995713873 0.9999999832012454]
246,674,300,0.7107511264304235,[0.9307752708543661 -0.01770989443494879 0.01808234154315355; 0.9735228191060763 -0.9999914374097041 -0.9708046237363775; 0.019642319919185625 -0.09422682409176233 -0.06904254931356567; -0.99999551644711 0.5557703743725005 -0.9615197907336012; 0.8464800716712902 0.9995827461783894 0.9976937570077147; -0.8678177789343585 -0.9995692040635373 0.43947419489709816; 0.9999507462614109 0.9273838819550418 -0.9999413136679896; 0.12317179792112412 -0.20869903283983532 0.999593607591483; -0.5082881536213754 0.9998245181728124 0.19683750033195108; 0.9999847166777374 -0.9985664370890861 0.9999870966963998; -0.8053433717198059 -0.9996949241550456 -0.9997091255478099; -0.9999824299673468 0.42553574264084093 0.9999400842390047; -0.13695302050557676 0.9918439572512927 -0.9998723931831329]
247,2511,300,0.7234359460709474,[-0.874161431515742 -0.9999999641220711 0.857593260512772; -0.9999991149844499 0.9999988745661706 0.9999999999995435; 0.9291426234193062 -0.9189442429301126 0.8803868740551145; 0.999999511777792 0.6028693624730332 -0.999998051060169; -0.6226553528832126 -0.035868232426051 -0.03166109980550123; 0.9999996949856012 0.31234483615953773 0.05175861056186112; -0.6608144150423524 0.05201200007459955 1.0; 0.0121526955706968 0.9999907938936811 -0.09387925796738757; 0.5946320288021064 0.9999998323072047 1.0; 0.028824838253178112 -0.07820918270853354 -0.9999998178414271; 0.5093566850899319 -0.9999999999354644 -0.5256403117542582; -0.9999798326671513 0.9999999992632226 -0.9999992297983429; -1.0 -0.9987467698504193 -0.999999976097755]
248,4808,300,0.7063927213694958,[-0.8087061068980392 0.9380630342729361 -0.9999999885778934; -0.9999999675522132 0.9999714944685396 0.9999999999986754; 0.5359467626857292 -0.9999999994806332 -0.06029286364002444; -0.047219320266827076 -0.1415151883508522 0.9999999976711351; 0.9393505322329226 0.9994107967083771 -0.9478494221216875; -0.026227020265930878 0.021103598163482243 -0.02469974670639841; -0.9999999986541622 0.28417898755064464 -0.09857759908474; -0.963433731344425 -0.9999999288165335 -0.9999999966723176; 0.08935769840469335 0.9999999998394076 0.7427624217560891; 0.5097140367581439 -0.6560503811145565 -0.9999999996414102; 0.9999999996484331 -0.9999999986361494 1.0; 0.9999999894514038 0.5521642477235722 0.7091622805534004; -0.9999999980813579 -0.9999999860690519 0.8708227703138678]
249,4270,300,0.7064131072610529,[1.0 -0.9999999987296474 0.4461893593990488; 0.0706189833198109 0.9563866357959616 0.060825221355144204; -0.6311612256818417 0.9999999643786823 -0.9999999999606239; -0.766851767063864 -0.9999999999885182 -0.9842225008605826; 0.9989961214993878 -0.9148774792983211 -0.9903347867919597; -0.5593753434598999 -0.9999985137956071 0.9999999963299999; -0.043132503145080346 0.11813941335860449 0.9999996496242328; 0.9999999970301088 0.7663821409105492 0.9999999999268003; 0.17933995852378318 -0.08248678060595753 -0.14738710931162605; 0.9999998789800414 0.9405860940906734 -0.9999999928026112; -1.0 0.018532637538389157 0.09302105528240023; -0.9998993323701404 -0.027935155452980368 -0.9999997262473623; -1.0 0.9999999664064098 0.9999998997313497]
250,7467,300,0.7082767778988568,[0.9999999999711865 -0.6846867589036678 0.9644770681742644; 0.999999997594732 -0.7860211878309195 -0.9999999886956122; -1.0 -0.09946472224852498 0.16242147390921835; -0.05780760949106633 -0.1725085048367753 0.9999999991281238; -0.5525455025215344 -0.9999999999931257 -0.9999999999226099; -0.999999999999895 -1.0 0.9999999995486332; 0.999999978578052 0.9999999965998755 0.5475914835076453; -0.8005280468346126 0.9999999664361781 -0.8863703647997716; 0.17760498696679392 -0.8746791898030453 -0.018823706855439; 0.9999999981578583 0.9458789819150847 -0.9971109932215927; -0.5467932532212915 0.9999999855338039 0.9999999615870655; 0.14376672773117175 0.16554687030064483 -0.050581659559502196; -0.9736236032500756 0.024977880520600206 -0.9999999929926237]
251,3983,300,0.7331629264276673,[-0.9999999983492797 0.0501655122247109 -0.0818027601690449; 0.2756899089381697 -0.9999999742591785 -0.2054117006822655; -0.9605033932011152 0.9999999639723697 -0.9284250076177413; -0.9999999999997433 -0.9105629618346881 0.9999999563368244; -0.9999998637330988 0.9999999988979418 0.9311680980111228; 0.9999999766998844 0.9999999523240082 0.9999999978671743; -0.9384607124129917 -0.9999969550811012 -0.11109953766331; 0.9999999930572606 -0.3784801294629631 -0.9317265690230763; 0.8480140857678271 0.9995562353654112 -0.7897354143521522; 0.9999999988096364 -0.7362068326718526 0.8079007012801876; -0.12529744639599352 0.3645480382108205 0.8949916212643181; -0.37948986138981294 -0.5465068888639248 -0.999999999873521; 0.13393841362810494 0.23682983192287713 0.00318645897565952]
252,3701,300,0.7114725955997043,[-0.999999998507769 -0.9999999844373971 0.10815313709627304; 0.2939992634082459 -0.9999999865893391 0.6156578533527923; -0.9998863627624313 -0.7981429725696728 -0.9999999978026182; -0.9999994933400354 0.9999999524890851 -0.9999999865138722; 0.9999998347378817 -0.9999959820151226 -0.9999999991153928; 0.9572773448523687 0.999999999903138 -0.9999999999882453; 0.4385524986056081 1.0 0.9999999997087914; 0.07516281698160686 -0.1572873950517888 -0.713459679301917; -0.9299744318195561 -0.5227303886605209 1.0; 0.9999999996683931 -0.39236230368630853 0.9813465708511455; -0.9999999998041607 1.0 1.0; 0.9999999999157192 0.3364889394588979 -0.09557416366445823; -0.24201603978436434 0.263457028877378 -0.05701257467962784]
253,3573,300,0.7138477782618292,[-0.9999999997573449 -0.9976977517250968 -0.4960420976618055; -0.9999999978815388 0.8791123830185339 -1.0; 0.9921311726707388 0.05372297701206065 0.0495821147579048; 0.9999999999999957 -0.9999999999998774 -0.9999998362880129; 0.9999999999118412 0.956461052138201 0.9999999984612881; -0.9969408267647274 0.25420409592105625 0.9999999971280699; -0.9126756673077305 -0.9999981782393637 0.9201737984769006; 0.975984245128939 -0.9928571392169372 0.9389796472874039; 0.07931067072544845 -0.04976561372919884 -0.009008069551797627; 0.9999996575112845 0.9501609335877053 -0.9454823179486335; 0.04103002291477322 0.9999999231773211 0.4582209392309484; -0.9999995916905678 0.990151601064158 0.11221525832694905; -0.02600278330235046 -0.4394533354512423 -0.9985392094193231]
254,3892,300,0.7363861279858862,[-0.3134132298030037 0.9999999974947261 0.9272100002654862; -0.9999999999672278 0.004846886958571511 0.9999999999449153; 0.6260933068146004 0.9999999809015759 -0.25079605302181923; -0.964187581548412 0.11641277870417174 -0.17822290295937782; 0.9847580509721456 0.045145537019931056 -0.9999999998072021; -0.9999999231247976 0.9999999978804973 -0.999999999714514; 0.9999328992086312 0.77467615353241 0.9999999979001105; 0.10684897124588469 -0.06569836068505301 0.08832843171797625; -0.21176922644793172 -0.06994003270205676 -0.9778758108807871; 0.9999999990691518 -0.8185601250705037 0.9573757809775824; 0.9038796887121885 -0.9999999976205395 -0.45691967521169713; -0.33624621275014543 -0.9999802272406577 0.6844978559353505; -0.9999999975856524 -1.0 -0.9999999990698779]
255,1924,300,0.7324155737851705,[-0.19595859290526074 0.05161053036775647 -0.9999896585217636; 1.0 0.774584805376537 -0.9999951257441808; -0.9999769714521499 0.9999999886567466 -0.8730542820038004; 0.9506550506751001 0.926007252807262 0.542172002020309; -0.6321928966399137 -0.9999997293008711 1.0; 0.9678173898468685 -0.7003227388045423 0.9999940010789478; -0.7515033175282158 0.9999811772218778 0.9999881343611781; -0.026814762286592932 0.9999944615233285 -0.1542662239309814; -0.9983152753741305 0.0867815341419708 0.4139158367724147; -0.9999999969817773 -0.9999998412902387 -0.4495344897092169; 0.051960489175008714 -0.36297426065415606 0.13635087211329683; 0.9999469741537163 -0.8546795307078526 -0.4559740562267305; 0.11859972225465959 -0.9998934147853028 -0.9996154188289494]
256,4683,300,0.7341512625433967,[0.08994187037468122 -0.29354640774186846 0.03301183357041037; 0.3286705448384528 0.9999999996976158 0.0501383806132517; -0.8031320606145703 -0.9999992362882844 0.9999999999295421; -0.9999468920169449 -0.9999999999319013 -0.851173261764735; -0.20005716429419948 -0.13836711857345727 -0.9999999999998523; 0.8340322179553238 -0.9045626090784636 0.7124013198663695; 0.9999999976677202 0.23239205136639127 -0.9065288456639193; 0.3290667499406748 0.9999999999872586 -0.9986870368301644; -0.5055704224059788 0.6499465194972197 1.0; -0.9988218330374652 0.38566756045309486 0.07054089115363849; 0.9999999997439626 0.7089496653751669 0.9999999999894976; -1.0 0.9999999999589414 -0.9999999997726262; 0.9999376168321478 -0.9999999999998328 -0.9600016442910881]
257,3354,300,0.7250781533837165,[-0.9999999999547987 0.9866219599671249 0.9999999999918671; -0.3127013308783427 -0.4181792639624197 0.20027705020470288; 0.6460891774937293 -0.9999999999999457 -0.6076728001968834; -0.9999999994788173 -0.9723380470386268 0.999999999959294; 0.9999999999988922 -0.04300103296615368 -0.30939384235671136; 0.9999999999972748 0.9999999999980927 -0.11958812163599687; -0.1685886487396144 0.20389623186777117 0.16613212714656292; -0.9999853516408125 -1.0 -0.8978825927244387; 0.18157606044344649 0.9999999999990474 -0.9905434917215724; 0.726907414277179 -0.9999999954932418 0.9999999999346392; 0.6678158596185152 0.003519790906357829 -0.9999999999868494; -0.9999999999396094 0.7555715355322676 -0.8015163631726114; 0.6352201370362593 0.8024184163642937 0.999999999887431]
258,5489,300,0.716046043057321,[0.9115975864895668 0.05337003205190905 0.9999999994837713; 1.0 0.9999742767456851 -0.8000923522898696; -0.9999999996675653 0.9999999988813799 -0.9688397511045471; 0.5642253807984122 0.9999999997172289 0.6676654217969994; -0.9999999469864269 0.8405750884996638 0.725589384594881; 0.9059550547028499 -0.9511379494963017 -0.999999998943097; -0.9999999999987216 -0.997927981376663 -0.9999999986663616; -0.1042958244688797 0.038819601779545264 -0.24194609419516216; 0.08880559181735206 0.20666813972555054 -0.9999999998993836; -0.9999999991193611 -0.8412410806626094 0.9999999990478443; 1.0 -0.632272481848026 0.16798612436515595; -0.33789194908388714 -0.818664946397888 -0.07705151206099148; 0.3381693248597916 -0.9999999989766994 0.99999999888594]
259,1790,300,0.7153797696742146,[-0.9999502169717852 -0.26919290002482615 -0.18228876575384398; -0.07979206249784268 -1.0 0.20773945251347523; 0.8104903013766964 -0.1284037085658503 0.9999999825058841; 0.9999624939186837 0.910119869825407 -0.489566439179204; -0.20830265281274274 0.10318305754863284 -0.024846711557168357; -0.9998681416242814 0.614282632336863 1.0; 0.9996877216984483 -0.9993882083498695 0.6548599199428354; 0.03921560980844686 0.42087391617607206 -0.9999999954698492; -0.999774969384395 -0.9999975014930655 0.9999984510891925; 0.999935995070999 -0.6704053259445248 -0.957090173280318; -0.9999092720778774 1.0 -0.9046326468274539; 0.6253067861871978 0.9999757774693749 0.7326109974371903; -0.999920951070871 -0.9913555271677742 -0.9993995721977472]
