nPsoRun,n_iter,S,fgbest,optDes
11,359,300,0.2974821738226412,[-1.0; -0.5782704756529425; 2.1603448245217926e-8; 2.991064865717232e-6; -9.899876195166746e-6; 1.0; -1.0; 0.5782704856725671; 1.0]
12,388,300,0.2974821738491452,[-0.5782704728020426; 1.0; -6.088438455217072e-6; -0.999999999997625; 1.6673423840923558e-5; -2.1175926120108272e-5; -0.9999999999997774; 0.578270488143562; 0.9999999999923418]
13,595,300,0.29748217381861025,[3.7663216527678396e-6; 0.5782704779579124; 0.9999999999991332; -3.6823965569114357e-6; -0.57827048371553; -1.0; 0.9999999999998717; 3.875481511822264e-6; -0.9999999999999789]
14,529,300,0.29748217381868824,[0.5782704829977812; -1.0; 3.5382109345245035e-6; -0.578270478651321; -3.203132547403847e-6; 0.9999999999996567; -3.317333351760173e-6; -1.0; 0.999999999996892]
15,397,300,0.2974821738348889,[1.4810984052316753e-5; -1.0; 0.5782704720308389; 1.046618425302451e-6; -1.0; 1.0; 1.0; -0.5782704895414602; -4.000409724122908e-6]
16,477,300,0.2974821738264462,[2.0179093666203933e-6; -1.0; -1.0; -0.5782704732900263; -1.3899056252813272e-5; 1.6704566446408863e-6; 0.9999999999962291; 0.9999999999990692; 0.5782704881552598]
17,406,300,0.29748217382192327,[-3.482179793922149e-6; 6.62417780905858e-6; 0.5782704765270295; 2.6210245057845594e-6; 1.0; 0.9999999999990284; -0.5782704849382734; -0.9999999999945827; -0.9999999999962413]
18,439,300,0.2974821738428042,[-1.0; -0.5782704883045301; 0.5782704717528111; 1.2223070121758417e-5; 0.9999999999945753; -1.0; -2.5244615784316686e-6; 0.9999999999501982; 1.6923582889764024e-6]
19,493,300,0.2974821738309027,[0.99999999999913; 1.0; -1.9297439912953353e-6; -1.0542351653553863e-5; -0.578270465834382; 0.5782704957403765; -0.9999999999999597; -0.9999999999999822; -8.076314789979787e-6]
20,447,300,0.2974821738201703,[0.5782704878758467; 1.0; -0.999999999999981; 1.0; -1.0; -3.1733120800451654e-6; -5.46908039319708e-6; -0.578270473829656; -1.0026030031295102e-6]
21,515,300,0.29748217382160946,[-0.9999999999988104; 6.134486425037467e-6; 0.9999999999939589; -0.9999999999954458; -3.2618743647483763e-6; -0.5782704845501556; 2.3332073076789883e-6; 0.5782704769961796; 0.9999999999997558]
22,377,300,0.2974821738515894,[0.5782704701207311; -0.5782704914395992; 1.0; -1.0; 5.050543898979353e-6; 0.9999999998332344; 9.811207742910878e-6; -1.0; 7.7792973870249e-8]
23,470,300,0.29748217381855047,[0.578270482644303; -0.9999999999999999; 1.0; -1.141725957486086e-6; -0.5782704790048903; -0.9999999999998179; -5.378923603277455e-6; 4.018687352489753e-6; 0.9999999999999984]
24,410,300,0.29748217382172903,[-9.778723257830293e-7; -1.0; 0.9999999999983316; -7.001890726749161e-6; 0.5782704875680895; 1.0; -1.392357095144237e-6; -0.5782704739119664; -1.0]
25,515,300,0.2974821738224096,[-2.143461091937078e-6; 0.9999999999995194; -1.0; 1.0; -0.5782704859690715; -0.9999999999975345; 5.736773847212132e-6; 3.5724474037919957e-6; 0.578270475485654]
26,578,300,0.29748217382678743,[1.0; -1.0; 7.645881362414985e-6; 0.9999999999988956; 6.48005288024283e-6; 3.7898737011085237e-6; -0.9999999999994368; -0.5782704938420464; 0.5782704677821077]
27,529,300,0.29748217384687214,[1.4594634224279539e-5; 7.328938408961951e-6; 0.9999999999989684; -0.9999999999928416; -0.999999999990892; 0.5782704587748154; 1.0; 8.350616102936968e-6; -0.5782705028100571]
28,635,300,0.2974821738343105,[-0.9999999999981944; 0.9999999999998098; 1.5405784804880238e-5; -0.5782704941417165; -0.9999999999968134; 7.047931563406632e-6; -3.961322455754092e-6; 1.0; 0.5782704672361084]
29,102,300,0.2982720374195507,[-0.9983743699596208; 1.0; -0.5748094137674288; 1.0; 0.5732608529540476; -1.0; 0.048152771196254204; 0.005910329996191906; 0.06125152680713861]
30,447,300,0.2974821738215717,[2.4950434380662677e-6; 0.5782704747872881; 1.0; -1.0; 1.1545837963981265e-6; 0.9999999999856339; -0.9999999999999958; 4.627860764552437e-6; -0.5782704867866808]
31,689,300,0.29748217381711634,[-1.115625987878968e-7; 1.0; 0.5782704783931636; -0.5782704833199017; -1.0; 1.536383090921478e-6; 1.9616378937153e-6; -1.0; 1.0]
32,480,300,0.29748217382851116,[-0.999999999995816; 1.1114248150728762e-5; 0.5782704809322423; -8.921571339155009e-7; -0.9999999999911388; 0.9999999999840024; -0.578270480546811; 0.9999999999997742; -1.0470316727858247e-5]
33,504,300,0.29748217382518616,[-1.0; -0.9999999999968769; -1.054778547352493e-5; 1.0; 1.4265579427975515e-6; 3.1189296796122554e-6; 1.0; 0.5782704851452278; -0.5782704763367473]
34,515,300,0.29748217382723907,[-7.531460298238741e-6; 9.068006540401423e-6; 0.9999999999969985; -1.0351375546778777e-5; -0.5782704743576894; -0.9999999999973003; -1.0; 0.9999999999999726; 0.5782704871871512]
35,649,300,0.29748217382107445,[0.99999999999989; -0.5782704732424333; -3.2388336386070406e-6; -7.474797468692747e-7; 0.9999999999980405; -0.9999999999994224; -1.0; 0.5782704883849114; -6.4185819298938915e-6]
36,349,300,0.2974821738660445,[-2.454133308025024e-5; 1.0; -0.999999999928649; 9.345881073488734e-6; 0.5782704854491404; 0.9999999999991416; -0.5782704730040745; 6.499305944861234e-6; -0.9999999999999684]
37,617,300,0.29748217384174336,[1.2906253986209288e-5; 1.0864246980305524e-5; 0.5782704636282193; -0.5782704978344468; -0.9999999999999819; 0.9999999999732012; -0.9999999999990002; -2.2577157487773591e-7; 0.9999999999719966]
38,744,300,0.29748217382374853,[-1.0; -0.578270489375586; 0.9999999999963194; 0.5782704722385668; 1.0; 2.2187425245873527e-6; 1.0526463157567205e-5; -9.58264055326538e-7; -1.0]
39,479,300,0.29748217382265163,[-1.0; -4.180723120377228e-6; 1.0; 5.570980306528861e-6; -8.153513839301098e-6; 0.5782704856901378; -0.578270475874488; -0.9999999999955649; 1.0]
40,443,300,0.2974821738221636,[-0.999999999991025; -5.712347810983788e-6; -0.5782704726366739; -1.8450643252099985e-6; 1.0; 0.5782704890155713; -3.7182815916622865e-6; -0.999999999998321; 1.0]
41,483,300,0.2974821738198896,[1.0; -0.5782704862824598; -2.5581051400562435e-6; 0.5782704753566226; -0.9999999999995182; 5.3338258935352845e-6; 4.733325026210428e-6; 1.0; -1.0]
42,507,300,0.29748217382213793,[-0.9999999999990732; 6.655974466301571e-6; -0.9999999999997039; -1.915916130270314e-6; 0.9999999999998544; -9.144838960251442e-6; 0.5782704840002056; -0.5782704776101635; 1.0]
43,482,300,0.2974821738197604,[4.951117178064522e-6; -4.708951910831664e-6; 2.7945981597731906e-7; 0.5782704804251252; 1.0; -0.9999999999962246; -0.9999999999963142; 1.0; -0.5782704812133754]
44,421,300,0.29748217385788933,[-0.9999999999705804; -0.9999999999654194; 9.624967793916926e-6; 0.5782704972928457; -1.6227561504142433e-5; 0.9999999999832825; 0.9999999999994814; -0.5782704638350921; -1.6454750452565672e-5]
45,394,300,0.2974821738256206,[-0.9999999999878154; -1.1010870750582953e-5; 1.0; -1.0; 4.7290664048300413e-7; 0.5782704831237196; -0.5782704783737038; 7.264571043738289e-6; 1.0]
46,422,300,0.2974821738501352,[-1.0; -0.5782704927465326; 1.2811477872083657e-5; 0.9999999999465097; 3.3074035535967656e-6; 0.9999999999165695; -0.9999999999597131; 7.433332065277037e-7; 0.5782704682800266]
47,541,300,0.29748217381911,[-3.827639361377943e-6; 0.9999999999997536; -1.0; 5.151235866108768e-6; 1.8839380558898974e-6; -0.5782704831475195; 0.9999999999980512; -1.0; 0.5782704784947165]
48,356,300,0.2974821738420852,[-0.9999999999372698; 1.0; -8.113370014531588e-6; -0.5782704694985392; -6.846113321514407e-6; 0.5782704914377694; -1.0; 0.9999999999797579; -2.5639454894832984e-7]
49,470,300,0.29748217381946845,[-1.0; -1.6001070633673089e-6; 0.5782704831894321; 4.6907806502785133e-7; 1.0; -0.5782704780549693; -2.39847722526281e-6; -0.9999999999999571; 0.9999999999999942]
50,627,300,0.2974821738195674,[-5.713406403292073e-6; 6.308493840701939e-6; 0.5782704786124963; -0.57827048302947; 1.0; 1.0; -1.0; -0.9999999999999989; 2.4409575195036087e-6]
51,523,300,0.2974821738262552,[7.962292084660831e-6; -0.9999999999853513; -8.428710243936729e-6; 1.0; 0.5782704851984372; 0.999999999999082; -0.5782704764226152; -5.616009215086319e-6; -0.9999999999949528]
52,96,300,0.29783598654376925,[0.026556136551997803; 1.0; 0.05429804927238702; 1.0; -0.0724308808398212; -1.0; -0.5683084618533462; 0.5684318758672778; -1.0]
53,454,300,0.2974821738343696,[-1.0233591938372464e-5; -1.0; 0.5782704931842026; -0.5782704681965178; 1.6506461240630107e-6; 1.0; -8.543927770617687e-6; 0.9999999999696586; -0.9999999999934643]
54,422,300,0.29748217382054365,[-0.9999999999999996; 1.0; 9.330211245245409e-9; -1.0; -2.252449179951275e-6; -0.5782704747043989; 1.0; -6.218400418382699e-6; 0.5782704869792531]
55,452,300,0.2974821738315444,[-1.0; 0.9999999999640519; -0.999999999988907; -0.5782704743220628; 4.4992801693090525e-6; 0.5782704872208165; 0.9999999999714043; -1.2188738210582463e-5; -1.1428908749431261e-6]
56,425,300,0.2974821738221278,[-1.0; 4.854051468103785e-6; 0.5782704756298195; 7.08380184000778e-6; 1.0; -0.9999999999991247; -4.962078335155304e-6; 1.0; -0.5782704857808031]
57,491,300,0.29748217382475595,[0.9999999999949188; 1.1300146140015684e-5; -2.3533132950858773e-6; 0.999999999999991; -3.7978095851980274e-7; -0.578270486982183; -1.0; 0.5782704745143129; -0.9999999999934389]
58,569,300,0.29748217382420356,[0.5782704891210741; -7.609058583373331e-6; -0.9999999999960225; 1.0; -0.578270472522488; -4.596705697951107e-6; 1.0; 7.679097767179091e-7; -0.999999999984455]
59,770,300,0.29748217381982023,[4.560807827753977e-6; -0.9999999999973439; -0.5782704852215018; -0.9999999999952235; 0.5782704764583327; -3.084691448761576e-6; 4.539254889410729e-6; 1.0; 1.0]
60,554,300,0.2974821738294753,[0.9999999999976352; 0.9999999999946881; -0.9999999999879203; -0.9999999999990098; -0.5782704873813265; 5.739171276824884e-6; 9.937160978680281e-6; -6.271377580115278e-6; 0.5782704736683718]
61,516,300,0.2974821738247409,[-1.0; 1.0; -0.5782704901762669; 0.5782704713986192; 1.0; -1.0; 1.1402370615299674e-5; -1.8120198241009167e-6; 3.316717559022818e-6]
62,377,300,0.2974821738225743,[1.0; -0.5782704823122331; 1.0; -9.087436352362673e-6; -1.0; 0.5782704792601475; 3.924205154541662e-6; -1.0; 7.274808398730537e-6]
63,366,300,0.2974821738245536,[5.713100772785009e-6; -0.9999999999992488; 1.0; -0.578270478647093; -0.9999999999862471; -8.18966894109361e-9; 0.5782704827594247; -8.583259404456542e-6; 1.0]
64,512,300,0.297482173827099,[-1.0658430223692723e-6; -0.9999999999920703; 7.521140862580965e-6; 0.5782704735016101; 0.9999999999851614; 1.0; -0.5782704877090482; -1.0; 3.3039019328296316e-6]
65,512,300,0.2974821738202891,[-0.5782704797839312; 0.5782704818285396; -0.9999999999972753; 1.0; -9.16579464808131e-7; 0.9999999999884099; -0.9999999999923282; -1.9698994674160586e-6; 1.4909732758923654e-6]
66,515,300,0.2974821738175523,[2.6012253922565514e-6; 1.0; 1.1178003164260538e-6; -0.5782704832354582; -4.2704165313198653e-7; -1.0; 1.0; -1.0; 0.5782704784555371]
67,599,300,0.2974821738172884,[1.0; 8.969326214676019e-7; 0.5782704792772737; -0.9999999999997963; -6.706337459812396e-7; 1.903432633094802e-6; -0.5782704823755815; 1.0; -0.9999999999998886]
68,523,300,0.2974821738263277,[0.5782704737530175; 1.0; 1.0; -4.336644779991548e-6; -0.9999999999951219; 7.085983885921742e-6; 6.423206637959531e-6; -0.9999999999997966; -0.5782704871119697]
69,468,300,0.29748217382233383,[-3.3251343195613434e-6; 0.5782704859361447; -0.5782704756700836; 1.0; -1.0; -0.9999999999976151; 0.9999999999999379; -8.917644162392833e-6; 5.189129073611224e-6]
70,573,300,0.297482173826828,[0.5782704682598562; -1.0; -1.0; 9.532167798764495e-6; 5.504829927211387e-6; 1.0; 2.1694352178615258e-6; 1.0; -0.5782704932982878]
71,591,300,0.29748217384298,[-0.99999999998887; -0.5782704608900194; 0.5782705005380453; -8.214542005216394e-6; -1.3473882595583753e-5; 0.9999999999934148; -0.9999999999956133; -5.565254547206924e-6; 0.9999999999997901]
72,495,300,0.2974821738209013,[-0.5782704767984537; 0.9999999999988461; 2.465516730678225e-6; 0.9999999999969317; 0.5782704847112371; -1.9440432704229944e-7; -7.707246636791666e-6; -0.9999999999993158; -0.9999999999984679]
73,388,300,0.2974821738330214,[1.099082082023079e-5; 0.5782704691936585; 1.0; -4.6755335801429197e-7; 0.9999999999998858; -1.0; -0.578270492328118; 5.2822723039577785e-6; -0.9999999999604331]
74,421,300,0.29748217386385484,[-1.1542353806058567e-5; 0.5782705056063233; -1.0; -1.1020690913522473e-5; -1.2072091817735461e-5; 1.0; -0.9999999999899799; 0.9999999999599187; -0.5782704551794519]
75,574,300,0.2974821738266693,[-7.10946907253159e-6; -5.9046309673691306e-6; 0.9999999999998254; -0.5782704673296705; 0.5782704943704388; -1.0; 0.9999999999995252; -0.9999999999999747; -5.571947837576438e-6]
76,605,300,0.2974821738230096,[1.962650949605214e-6; -0.5782704816428321; -0.999999999963038; -2.1242601084478554e-6; 1.1549801924096962e-6; 1.0; -0.9999999999717174; 1.0; 0.5782704801083469]
77,446,300,0.29748217382686043,[-1.6586496314967243e-6; -0.9999999999973768; 3.7249676272814175e-7; 0.9999999999999999; 8.13521420809705e-6; -0.9999999999746783; -0.5782704855355179; 0.5782704755033309; 0.9999999999980904]
78,430,300,0.2974821738436826,[5.5762767531048594e-6; 1.0; -0.5782704901890428; 1.0; 1.063283804624122e-5; -1.0; -8.186164477907147e-7; 0.5782704678146532; -1.0]
79,429,300,0.2974821738257075,[3.439464508706154e-6; -0.9999999999790742; -3.919375790232841e-6; 1.0; 7.77671097563395e-6; 0.9999999999951737; -0.5782704861049192; -0.9999999999772038; 0.5782704754595539]
80,439,300,0.29748217383280295,[2.2610622655507866e-6; -1.0; -6.903551430942656e-6; 0.9999999999620264; 0.5782704915566651; -1.0; -0.5782704699565346; 0.9999999999806509; -1.0126265422446723e-5]
81,424,300,0.29748217385468473,[-1.0; -1.0; -2.536952446037812e-5; 1.0; 2.457723772118557e-6; 0.5782704901061538; 1.0; -0.5782704701254301; 9.30337684411224e-6]
82,489,300,0.29748217383367115,[1.9033627371791247e-6; -0.9999999999768139; 0.9999999999814362; -0.5782704773128347; 4.014477476524222e-6; -1.057095171991979e-5; 0.5782704841422254; -0.9999999999763972; 0.9999999999541216]
83,623,300,0.29748217383848036,[5.287420083085793e-6; -0.9999999999990462; -0.5782704657774825; -1.5439500374008035e-5; 0.5782704953280017; -1.0158995890318835e-5; -0.999999999999697; 0.999999999999999; 1.0]
84,463,300,0.2974821739005154,[0.9999999999557041; -4.808363264384339e-6; -1.0; 0.5782704768578629; 1.3455194732759215e-5; -0.999999999626399; -0.5782704853231583; -3.940151514224292e-6; 0.9999999999957843]
85,367,300,0.29748217382697817,[7.479186250767151e-6; 1.0; -1.0; -1.0; -0.5782704869636146; 0.9999999999997805; 0.5782704748116896; -6.525485728136332e-7; 1.3759511230382222e-6]
86,642,300,0.29748217381864095,[-0.578270478158927; -5.02979583175347e-6; -1.0; -1.1399441799951846e-7; 0.5782704835449085; -0.9999999999999883; 0.9999999999946243; 0.9999999999986258; 1.4518371512580052e-6]
87,625,300,0.297482173834126,[0.5782704826222882; -3.502157561304215e-6; 0.999999999999001; -0.9999999999722321; -0.5782704785220768; -0.9999999999808591; 7.942438653298068e-6; 0.9999999999632954; -7.2506452716799134e-6]
88,592,300,0.297482173833977,[-1.5030504919370344e-6; 9.786122309483946e-6; -0.5782704946298189; 1.084208788141062e-5; 0.9999999999970769; 0.9999999999968258; -0.9999999999861621; 0.5782704667684416; -1.0]
89,501,300,0.29748217382093345,[-7.957479470855889e-6; -1.0; 4.071089694661217e-6; -0.5782704806175044; 0.5782704810164261; 3.6263836818563436e-6; 0.9999999999992628; 0.999999999992792; -1.0]
90,350,300,0.2974821738409239,[-0.5782704692250653; 1.0; 0.5782704903927641; 4.434890573442889e-7; -1.5262997521868991e-6; -1.0; 0.999999999966628; -1.339657738098551e-5; -1.0]
91,557,300,0.2974821738332442,[-0.9999999999950823; 0.9999999999994632; -4.8361624275565105e-6; -1.0; -0.5782704874332282; 0.9999999999954331; 0.5782704738329336; -4.2808820583733305e-6; 1.8464317636050252e-5]
92,526,300,0.29748217382076286,[0.5782704754831602; -1.0; 3.1799558840773965e-6; -0.5782704861257273; -1.0; -3.5147520467964525e-6; 1.0; 7.6534171774672e-6; 1.0]
93,583,300,0.2974821738263808,[-0.5782704762188577; -0.9999999999847241; -3.4435918461078262e-6; 0.9999999999835296; 0.5782704852859826; -0.9999999999967306; 1.0; -8.132065054290906e-6; 5.350710505687311e-6]
94,504,300,0.2974821738335368,[-1.0; 1.0; 0.9999999999693421; 0.5782704790997573; 7.240584549264296e-6; -1.1635289644246443e-5; -0.5782704823290162; 6.768159995851891e-6; -1.0]
95,448,300,0.2974821738504245,[0.5782704865859113; -3.776668416070007e-6; -1.4036609207409752e-6; -0.5782704752918445; -3.0451670417146263e-6; -0.999999999984108; -0.9999999997869191; 1.0; 1.0]
96,370,300,0.297482173875446,[-0.578270455525254; -1.0257484774728859e-5; -1.0; -2.6354308662798082e-5; -1.0; 0.9999999999998317; 3.0343652336851456e-6; 0.578270504226852; 0.9999999999998035]
97,481,300,0.2974821738291017,[1.574260426584227e-5; -8.134865365589552e-7; 0.5782704739777541; -1.0; -5.670325303187901e-6; 0.999999999997782; 1.0; -0.5782704874553865; -0.9999999999947936]
98,852,300,0.2974821738235409,[-4.466463390659078e-6; -9.810212201320285e-6; 2.378923640376361e-6; -0.999999999999845; -0.5782704721452355; 1.0; -0.9999999999999697; 0.5782704894548529; 0.9999999999999558]
99,456,300,0.2974821738330802,[-5.098390471822794e-7; 0.9999999999982471; 0.9999999999994726; -1.0; -0.5782704833358533; 6.216844010482884e-6; 0.5782704784524787; -2.5882438385375737e-6; -0.9999999999187718]
100,374,300,0.29748217382128955,[5.204286244787475e-7; 3.3307042788380313e-6; 1.0; 0.5782704827802015; 0.9999999999991375; -1.0; -6.561351060424197e-6; -0.5782704789220017; -1.0]
101,46,300,0.29858073725578727,[-0.017793808405069465; 0.5293270012665958; -1.0; -0.5447184969601282; -0.996834763801784; 1.0; 1.0; 0.04427811538743795; -0.00938524317165412]
102,108,300,0.2974898425873836,[0.006965683162421687; -0.006652348928153819; -1.0; -0.5781784585518581; 0.578321995603461; 1.0; 0.0022195813701188297; -1.0; 1.0]
103,522,300,0.297482173821886,[0.5782704794337674; -0.5782704822988554; 5.076992317713204e-6; 0.9999999999999205; 0.9999999999949044; -0.9999999999847102; -1.203029493265934e-7; -1.0; -3.036141937603107e-6]
104,130,300,0.2976110970942056,[0.021146703495711582; -1.0; -0.011208789880659917; 1.0; 1.0; -0.5791466103164568; 0.02483870368274207; -1.0; 0.5768192054841651]
105,369,300,0.2974821738242973,[1.0; 1.0; 0.5782704772427717; 7.715967321235016e-6; -0.5782704844563771; -5.469324099576789e-6; 2.657189660431571e-6; -1.0; -0.9999999999885341]
106,526,300,0.29748217383020503,[-0.578270491987736; 0.9999999999905984; -7.370991641834649e-7; -1.0; 1.0; 8.083602953384707e-6; -0.9999999999908943; 8.287993047051107e-6; 0.5782704692424975]
107,733,300,0.29748217382897224,[-0.5782704822882986; 0.5782704791462958; 6.922777386026716e-6; -1.3158121002525855e-5; 0.9999999999987389; -0.9999999999976643; 8.394014395987303e-6; -0.9999999999909129; 0.9999999999999958]
108,623,300,0.2974821738225983,[-0.9999999999992534; 0.999999999986482; 0.578270476701765; 5.696620303308375e-6; 2.7666388331650296e-7; -0.9999999999841459; -2.5626767982886785e-7; 0.9999999999949312; -0.5782704850290112]
109,449,300,0.2974821738328534,[0.9999999999766295; -1.0; 0.999999999999992; -4.246813980076082e-6; -0.5782704800801659; 0.5782704809921767; 9.753609989445644e-6; -5.965816862549315e-6; -1.0]
110,568,300,0.29748217382271575,[0.5782704828059673; -0.999999999990463; 0.9999999999885685; -1.625474461327409e-6; -1.0; 1.0641753090724031e-6; 0.9999999999951017; -2.4471203658769594e-6; -0.5782704784318108]
111,557,300,0.2974821738397789,[-0.9999999999553065; 0.9999999999996954; -1.4119699981793303e-5; -3.498469800872314e-6; -0.578270467856334; -0.9999999999997713; -2.7633583195702215e-8; 0.5782704934883309; 0.9999999999998198]
112,710,300,0.29748217381904163,[0.999999999998978; 4.740889957677686e-6; -0.5782704852310677; -1.0; -1.0; 1.0; -1.958534792645822e-6; 3.238970526722814e-6; 0.5782704764633912]
113,487,300,0.2974821738320893,[4.28907924855759e-6; -0.5782704953643774; 1.0; 1.0970016114046898e-5; 4.890405354964813e-6; 0.5782704660507005; 0.999999999996016; -0.9999999999939476; -1.0]
114,609,300,0.29748217383467596,[-1.6499319317475533e-5; 5.530501741982237e-6; 1.0320837170295241e-5; -0.9999999999850465; 0.5782704811036036; -0.5782704801602357; -0.9999999999996527; 0.9999999999989753; 0.9999999999994571]
115,191,300,0.2975097298493904,[-1.0; -0.010266089428610105; 1.0; 0.00259055301092641; -0.5759027991452327; -0.0008755936157581138; 0.5759260673049439; 1.0; -1.0]
116,675,300,0.2974821738213119,[-7.298160005420287e-6; -0.9999999999999996; -4.120317948137356e-6; 0.5782704883225256; 1.0; -0.5782704733372558; 0.9999999999999862; 1.1209603936520592e-6; -0.999999999999423]
117,397,300,0.29748217381863784,[-1.0; 0.5782704804982717; 1.0; 1.0; -0.5782704811054707; -1.0; -6.559615285195752e-7; 3.5634438611517847e-6; -2.5085691974625164e-6]
118,497,300,0.2974821738330942,[-4.291134656779318e-6; 0.5782704696352937; 1.0; -0.5782704917285587; -0.9999999999985519; 7.418462136703993e-6; -0.9999999999921927; 1.2076997197759615e-5; 0.9999999999819008]
119,551,300,0.29748217382074016,[-1.0; -0.9999999999983196; 0.9999999999994658; -3.2368048794621883e-7; 0.9999999999953121; 7.821218368868173e-6; -3.020694548595887e-7; -0.5782704860553708; 0.5782704755952197]
120,491,300,0.2974821738271911,[-8.057278569382697e-8; 1.0; 1.1395440855265542e-5; 0.5782704767453934; -0.9999999999790636; 1.0; -0.999999999985603; -0.5782704848560857; -5.777443348409149e-6]
121,387,300,0.29748217383934306,[-1.243428075640083e-5; -0.5782704806852252; -0.9999999999355634; -0.9999999999733593; 4.333991575806821e-6; 0.9999999999905477; 8.170872648004897e-6; 0.5782704804948091; 1.0]
122,722,300,0.29748217383082476,[-0.9999999999998229; 0.9999999999997625; -0.5782704837569314; 5.334692198187856e-6; -1.3971821146271228e-5; 0.9999999999992445; 1.2884925969234478e-5; -0.9999999999985287; 0.5782704775750739]
123,625,300,0.29748217381949493,[3.3377375856570796e-6; 0.9999999999994502; 0.9999999999981989; -3.300373323729744e-6; -2.922404299009697e-6; -0.9999999999999407; -0.5782704787354688; 0.5782704829062516; -0.9999999999972746]
124,375,300,0.2974821738890967,[-0.9999999997849178; 2.5577857137720317e-5; -5.251748236277729e-6; 0.9999999999981217; -7.443981195089435e-6; -1.0; 0.9999999999404329; -0.57827048998835; 0.5782704706836813]
125,497,300,0.2974821738184087,[-1.5382655071120899e-6; 1.0; -0.5782704811168119; -0.9999999999994874; -3.617724322007034e-6; -0.9999999999999949; 0.5782704805766259; 5.529515938253628e-6; 1.0]
126,607,300,0.29748217381933106,[-0.9999999999971426; -1.94888990421535e-6; 2.2249008478058784e-6; -0.5782704793514412; 0.9999999999997781; 0.578270482257263; -2.256005970280806e-6; 0.9999999999965598; -1.0]
127,568,300,0.29748217381991204,[0.5782704749382472; 2.5239293276027604e-6; 1.0; -0.9999999999999422; -8.585824374698975e-7; -0.9999999999994721; 0.999999999998977; 6.453812271081081e-6; -0.5782704867483994]
128,666,300,0.2974821738274679,[-0.5782704897394232; -0.9999999999957002; 0.5782704717704544; 1.0; 1.0; 5.708586381709147e-6; 1.2029413700407515e-5; -5.400406332367912e-6; -1.0]
129,614,300,0.29748217382108266,[-1.1888228981129948e-6; -0.5782704817182589; 0.5782704800312957; 1.9831313111804472e-8; 0.9999999999999953; 0.999999999986572; -0.9999999999999468; -0.9999999999833837; 2.3220264714090936e-6]
130,550,300,0.2974821738209976,[1.0; -0.9999999999850809; 1.0183750256829118e-6; 0.999999999999873; -0.999999999986016; 0.5782704849620875; -3.7255209401768743e-6; -3.0160395445165494e-6; -0.5782704766668052]
131,513,300,0.29748217382356046,[-1.9698732884212897e-6; 0.5782704749045398; 2.343477250047237e-6; 0.9999999999910905; -0.9999999999985064; -1.0; 1.0; 7.75545360488104e-6; -0.5782704867711894]
132,450,300,0.2974821738241031,[7.062281051635968e-6; 1.0; -0.9999999999792938; -0.5782704867755214; -4.056411822221159e-6; 0.5782704748493854; -1.0; 1.0; 5.149285834322904e-6]
133,505,300,0.29748217382686004,[-3.0372569931172906e-6; 1.0; -0.9999999999944377; 1.0518571988910058e-5; -3.6452697685402503e-7; 0.5782704756346249; -0.5782704859511728; -0.999999999983308; 1.0]
134,417,300,0.2974821738311988,[-9.890554027436955e-6; -7.00857988280181e-7; 0.999999999990001; -1.0; 0.9999999999760577; 7.588615986810297e-6; 0.5782704831044878; -0.5782704785748572; -1.0]
