nPsoRun,n_iter,S,fgbest,optDes
326,300,300,-75.00000000000003,[1.0; 1.0; -1.0; -2.2079335242882317e-8; -1.0; 1.4071085294862384e-8; 1.3864959923966292e-8; -1.0; 1.0]
327,236,300,-75.00000000000001,[-5.496201378349811e-9; -1.0; -1.2133015571865005e-9; 1.0; -1.0; 1.0; -1.0; 1.0; -1.708159001091633e-8]
328,201,300,-75.00000000000001,[-9.61036099968291e-9; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0; 9.702837746201176e-9; 2.434057753571176e-9]
329,186,300,-75.00000000000001,[1.6981457895834282e-8; -1.0; 1.0; 1.0; 1.0; -1.0; -1.0; 1.8076441660087853e-8; 3.492252522174365e-11]
330,268,300,-75.00000000000001,[-1.4764118326333863e-8; -1.0; -1.0; -1.4021413619278298e-8; 1.0; 1.222997190275946e-9; 1.0; 1.0; -1.0]
331,279,300,-75.00000000000001,[-1.0; -1.0973871806007877e-8; -8.958770116024092e-9; -4.984483242995358e-9; -1.0; -1.0; 1.0; 1.0; 1.0]
332,245,300,-75.00000000000001,[-1.0; 1.0; -1.0; -1.0; 1.0; -2.7228933122218596e-9; 8.232542054639668e-9; 1.0; 8.797785597609231e-10]
333,260,300,-75.00000000000001,[1.0; 1.1864778917902364e-8; -1.4806311617339175e-8; 1.0; -5.468606795469675e-9; -1.0; -1.0; -1.0; 1.0]
334,294,300,-75.00000000000001,[-2.3169375746626357e-8; -1.0; 1.0; -1.0; -7.035935992401491e-9; 1.0; 1.4438553422756959e-8; 1.0; -1.0]
335,207,300,-75.00000000000001,[4.956083086432946e-9; -1.0; -2.2024728704381045e-8; -1.0; -1.0; 1.0; 1.0; 1.0; 1.702445245531011e-8]
336,221,300,-75.00000000000001,[-7.681799587998428e-9; 1.0; 1.0; -1.0; 1.544956876282998e-8; 1.0; -1.0; -1.6562072239012497e-8; -1.0]
337,273,300,-75.00000000000001,[1.0; 2.761948612813654e-9; 1.4325634753021863e-8; -0.9999999999999999; 0.9999999999999999; -1.0; 3.002784269162932e-9; -1.0; 1.0]
338,225,300,-75.00000000000001,[-1.0; 1.0; 2.7391687067896024e-9; 1.5659457534275824e-8; -1.0; -1.0; 1.0; -1.4503194296222532e-9; 1.0]
339,324,300,-75.00000000000003,[1.692538012284056e-8; -1.0437545922813767e-8; -1.518214113587279e-8; -1.0; 1.0; -1.0; -1.0; 1.0; 1.0]
340,307,300,-75.00000000000003,[-7.378333459081863e-9; -1.0; -1.0; 1.0; -5.836698568158048e-9; -1.0; 1.0; 6.241209013357743e-10; 1.0]
341,218,300,-75.00000000000001,[1.0; 1.0; -1.07065210447198e-8; -1.0; -1.583512891163674e-8; -1.0; -2.0180195105873373e-8; 1.0; -1.0]
342,224,300,-75.00000000000001,[1.0; 1.0; -2.16632596679822e-8; -1.0; 7.2511182016810075e-9; -1.0; 9.154827312172492e-9; -1.0; 1.0]
343,297,300,-75.00000000000003,[1.855255561367155e-8; -0.9999999999999999; -4.998946994674006e-9; 1.0; 1.1151281014537518e-8; 1.0; -1.0; 1.0; -1.0]
344,223,300,-75.00000000000001,[-1.0; 1.0; -1.0; 2.014291054958974e-8; -1.0; -1.743104363617786e-8; 1.0; 1.0; 3.9755853214025726e-9]
345,351,300,-75.00000000000001,[1.0; -1.0; -1.0; 1.0; -1.0; -1.4534778967851723e-8; 5.667027133456651e-9; 1.0; 1.3212941869731933e-8]
346,282,300,-75.00000000000003,[1.0; 1.0; 7.95231547381515e-9; -1.185855915342935e-8; -1.0; -1.0; -1.0; 1.0; 1.0043242924459902e-8]
347,333,300,-75.00000000000001,[-3.763190726784121e-9; 1.0010510985272402e-8; -1.0; -1.0; 1.0; 1.0; -1.049397212311414e-8; 1.0; -1.0]
348,327,300,-75.00000000000001,[-5.816406273275235e-9; 1.0; 2.2143221209914838e-8; -1.716307510460492e-9; -1.0; -1.0; 1.0; -1.0; 1.0]
349,248,300,-75.00000000000001,[-1.0; 1.0; 1.0; 7.728956761803817e-9; 1.0; -1.0; -1.0; -2.1788899874279392e-9; 1.8905602406642118e-8]
350,337,300,-75.00000000000001,[-1.0; 1.6773175020131135e-8; -1.0; -4.466340193091264e-10; 1.0; 1.0; -1.5177410869804196e-9; -1.0; 0.9999999999999999]
351,265,300,-75.00000000000001,[-1.0; 1.0; 2.361346264639351e-8; 1.0; -1.0; -1.4530739324255825e-8; -1.0; 1.0; -3.7319747299143914e-9]
352,207,300,-75.00000000000001,[1.7924687301734966e-9; -1.0; 1.0; 1.0; -1.0; -1.0; 1.12569652670873e-8; 1.3140029632435204e-8; 1.0]
353,319,300,-75.00000000000001,[-1.0; 1.0; 1.1878393454839914e-8; 1.0; 1.0; -1.0; -0.9999999999999999; 4.935369846140102e-9; -1.7748124726006363e-8]
354,294,300,-75.00000000000003,[1.0; 1.0; 1.0; -1.0; -1.344159804348741e-8; -1.3746218776213472e-8; 1.3705101841201607e-8; -1.0; -1.0]
355,236,300,-75.00000000000001,[-1.0; 1.0; -5.856137293798561e-9; 1.0; 1.0; -1.0; -2.834701637000612e-9; -1.0; 9.924758111620767e-10]
356,259,300,-75.00000000000001,[-1.0; -8.560525844921353e-9; 1.0; -1.0; -1.0; 0.9999999999999999; -2.0926887143741054e-9; 1.0; -1.9520484854176768e-8]
357,230,300,-75.00000000000001,[1.0; -1.0; -1.0; 1.0; 1.0; -4.596421450990969e-9; -9.13293269399456e-9; -1.0; 3.3136720660050677e-9]
358,229,300,-75.00000000000003,[1.4144407105612434e-8; 1.0; -1.0; 9.50922473218069e-9; -1.0; 1.1075428425835067e-9; -1.0; 1.0; 1.0]
359,315,300,-75.00000000000001,[-1.0; 1.0; 1.943849008355431e-8; -1.0; 1.0; -1.0572192110523432e-8; -1.0; 1.0; 2.1054901248904824e-8]
360,220,300,-75.00000000000001,[1.0; 1.0; -0.9999999999999999; -1.0; -1.4759242347488905e-8; 2.8479341710131584e-9; -1.0; 1.0; -1.1728048013263358e-8]
361,296,300,-75.00000000000001,[-1.0; -1.0; 0.9999999999999999; 1.263132111341046e-8; 1.0; 1.3053554331978565e-8; 1.0; -2.088558645847523e-8; -1.0]
362,251,300,-75.00000000000001,[2.6949667998099503e-8; 1.0; -2.7503383464336273e-8; -1.0; -0.9999999999999999; -1.0; 1.0; 4.554617593866145e-9; 0.9999999999999998]
363,235,300,-75.00000000000003,[-1.69963073712192e-8; 8.055605570352743e-9; -1.0; -1.0; -2.2786968541510973e-8; 1.0; -1.0; 1.0; 1.0]
364,234,300,-75.00000000000003,[-1.0; 1.2770336025967736e-8; 1.0168752492280451e-9; 1.0; 4.406795799643252e-9; 1.0; 1.0; -1.0; -0.9999999999999999]
365,267,300,-75.00000000000001,[1.0; -1.0; 7.54613552445823e-9; -2.4195729317334035e-9; -1.0144449894101727e-8; -1.0; 1.0; 1.0; -1.0]
366,210,300,-75.00000000000001,[-1.0; 1.0; 1.0; -2.2269431107568143e-8; -1.0; 3.806941696192294e-9; -1.0; 1.0; 6.424880311621616e-9]
367,213,300,-75.00000000000003,[-1.521151068357244e-8; 1.0; -1.0; -1.0; 3.2891647797819953e-9; 1.0; 1.0; -0.9999999999999999; 1.289026739087803e-8]
368,271,300,-75.00000000000001,[-1.5370395485143515e-8; 1.0; -1.0; 1.0; -1.0; -3.5904687812288465e-9; 1.0; 7.856879950868819e-9; -0.9999999999999998]
369,206,300,-75.00000000000001,[1.0; 1.0; 2.354478396312907e-9; -1.0; 1.0; 2.4684427704199947e-9; 6.034044793201294e-9; -1.0; -1.0]
370,234,300,-75.00000000000001,[-1.9277746666392402e-8; -1.0; -1.0; 1.0; 1.0; -1.0; 6.016879429921467e-10; 3.4876922724345778e-9; 1.0]
371,228,300,-75.00000000000003,[1.0; -1.0; -2.4544619795143312e-8; 1.1352952303950862e-8; -1.0; 1.0; -1.0582098709593596e-8; -1.0; 1.0]
372,212,300,-75.00000000000001,[-1.0; -1.0; 1.0; -7.951235302431297e-9; 1.7618944780194156e-8; 1.0; 1.0; 5.8454413514103475e-9; -1.0]
373,251,300,-75.00000000000001,[1.0; 1.0; -1.0; 2.2714280688060903e-9; 1.0; -1.0; -1.6907258048189875e-8; -1.0; 1.1789031723939984e-8]
374,255,300,-75.00000000000003,[1.0; -7.869715642798833e-9; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0394597312052634e-8; -4.86246840537068e-10]
375,261,300,-75.00000000000003,[1.0518382873707702e-8; -2.1349746117612054e-9; -1.0; 2.3618319691031408e-9; -1.0; -1.0; 1.0; 1.0; 1.0]
376,239,300,-75.00000000000001,[1.0; -1.0; 1.0; 1.0; -1.0; -1.0; -1.8765335055378654e-8; 7.773602615782341e-9; 1.6791642659990028e-8]
377,248,300,-75.00000000000001,[-1.0; 1.7067202627082848e-8; 1.0; -1.0; 1.0; 6.123367846846513e-9; 1.0; -1.0; -2.0497561991544936e-8]
378,198,300,-75.00000000000001,[-1.0; 1.0; 1.0; 1.0; -1.0293936400441449e-8; -1.0; -1.0; 1.739354923315118e-8; 1.053557073785875e-8]
379,210,300,-75.00000000000003,[1.0; -1.0; -1.0; 1.596339045258861e-8; -1.0; -6.478733604563453e-9; -7.630534405750978e-9; 1.0; 1.0]
380,374,300,-75.00000000000001,[-2.7189911025509393e-9; 1.0; 7.2703812656293575e-9; 1.0; 1.482659072565521e-8; 1.0; -1.0; -1.0; -1.0]
381,189,300,-75.00000000000001,[-1.0; 3.3392848091942043e-9; 1.2016152442959832e-8; 1.0; -1.0; 1.0; -1.7468547852601385e-8; -1.0; 1.0]
382,272,300,-75.00000000000003,[-6.052017167694577e-9; -1.0; 1.5299157208709402e-8; -3.7110399023575677e-9; -1.0; -1.0; 1.0; 1.0; 0.9999999999999999]
383,240,300,-75.00000000000001,[-2.570984312038979e-9; 1.0; -1.0; 1.0; -1.0; -7.77469314672222e-9; 1.0; 6.959687965023148e-9; -1.0]
384,321,300,-75.00000000000003,[-1.0; -1.391885337508662e-9; 1.795226918419313e-8; 1.0; -1.0; 1.0; -1.0; 1.0; -1.933516388332772e-11]
385,248,300,-75.00000000000003,[-1.0; -1.2513233931664271e-8; 7.818406694184692e-9; 0.9999999999999999; -1.0; 1.0; -1.028384788272827e-8; 1.0; -1.0]
386,286,300,-75.00000000000001,[1.0; -1.0; 1.0; -1.6164209127329806e-8; -1.0; 6.116514493533564e-9; 1.1519394700308847e-8; -0.9999999999999999; 1.0]
387,244,300,-75.00000000000003,[1.0; -1.5708905716178862e-8; -1.0; -1.0; 2.171288445373698e-8; 1.0; 1.0; -1.0; 4.288995819903987e-9]
388,217,300,-75.00000000000001,[0.9999999999999999; -1.0; 2.2270894244908566e-8; 1.0; -0.9999999999999999; -1.0; -1.5853467879316592e-8; -2.9742506710872214e-9; 1.0]
389,248,300,-75.00000000000001,[-1.0; 1.0; 1.0; 1.7380793733923475e-8; -1.0; -1.2337478140386367e-8; 6.903484735051325e-9; 1.0; -1.0]
390,277,300,-75.00000000000001,[1.0; -1.0661025909202148e-8; 1.0; -1.0; -4.4559386568163105e-9; -1.0; 1.0; -1.5347278158867135e-8; -0.9999999999999999]
391,259,300,-75.00000000000001,[4.580438736700003e-9; -2.092308151133904e-8; 1.0; -1.0; -1.0; 1.0; 1.0; -1.58829083301262e-8; -1.0]
392,187,300,-75.00000000000003,[1.0; -3.898461512439375e-9; -1.0; -1.0; 1.0; 1.742642106984326e-8; 7.474036404859878e-9; 1.0; -1.0]
393,261,300,-75.00000000000001,[-9.133524807441464e-10; -1.5909209839409523e-9; -1.0; -9.474660741145141e-9; -1.0; -1.0; 1.0; 1.0; 1.0]
394,220,300,-75.00000000000003,[-1.1643089857317409e-8; 1.0; -1.0; -1.0; 1.0; 4.3504276918947996e-11; 1.0; -1.0; 1.9701189347591755e-8]
395,208,300,-75.00000000000001,[1.0; 1.0; -1.0; -1.0; -3.1322872218919206e-9; -1.679300265367603e-8; -1.0; 1.0; -4.5960897410002864e-9]
396,215,300,-75.00000000000003,[-1.0; 1.0; -5.5368524528100255e-9; 1.0; -1.6143653420186364e-8; -1.0; 1.0; -1.0; 1.0535453890355702e-8]
397,238,300,-75.00000000000001,[1.3960021131484313e-8; 1.0; 1.0; 2.2427973165679372e-8; -6.754002060048842e-9; -1.0; -1.0; -1.0; 1.0]
398,253,300,-75.00000000000001,[-1.0; -1.0; 0.9999999999999999; -1.0; 1.0; -6.852395658196981e-9; 1.0; 3.998643278832983e-9; 2.0635757898639944e-8]
399,224,300,-75.00000000000001,[1.2936986184755289e-8; -1.406233050273929e-8; 1.0; -1.0; -1.0; 1.9338407524161784e-8; 1.0; 1.0; -1.0]
400,279,300,-75.00000000000003,[1.0; 1.0; -0.9999999999999999; -1.0; 1.0; -2.957874209965549e-10; -1.0; 1.2964228510801786e-8; 1.440851271940909e-9]
401,248,300,-75.00000000000001,[1.0; 1.0; -6.492106611774667e-9; 1.0; -1.1582736083889505e-8; -1.0; -1.13042419353602e-8; -1.0; -1.0]
402,256,300,-75.00000000000001,[8.765916983312844e-9; 1.965439382638977e-9; -1.0; 1.0; -1.2626545986702594e-8; -1.0; -1.0; 1.0; 1.0]
403,246,300,-75.00000000000001,[-1.3739370793364952e-8; 1.0; 5.9341812645148205e-9; -1.0; -3.2150661307191062e-9; 0.9999999999999999; -1.0; -1.0; 1.0]
404,338,300,-75.00000000000001,[1.0; 1.0; 3.2632299390324287e-8; -1.0; -1.0; -1.9511322099875956e-8; 1.0; -0.9999999999999998; 6.0278169821261695e-9]
405,258,300,-75.00000000000003,[-1.0; -1.966965065396424e-8; -1.0; 0.9999999999999999; 1.673121504060013e-8; -1.0; 1.0; -9.390164976026747e-10; 1.0]
406,212,300,-75.00000000000001,[-2.035459104257777e-9; -1.0; -5.544977580446038e-9; 1.0; 0.9999999999999999; -1.0; 1.0; -1.0; 1.1000954774083848e-8]
407,229,300,-75.00000000000001,[-1.0; 0.9999999999999999; 1.0; -1.0; 1.9360159028210095e-8; -3.046294187363219e-10; -3.638457970339237e-8; 1.0; -0.9999999999999998]
408,316,300,-75.00000000000001,[-6.097674735031767e-9; -1.0; -1.0; 1.0; 1.0; -1.0; 1.0; 1.751086988414197e-8; -1.8012905261314588e-8]
409,250,300,-75.00000000000001,[-1.0; 1.1306055666693118e-8; -1.1064725612897184e-8; 1.0; -1.0; -1.0; 1.0; -1.1116935357199331e-8; 1.0]
410,251,300,-75.00000000000001,[9.297264336778882e-9; -1.0; -1.0; -1.0; -2.1963890280495244e-8; 1.0; 1.0; 6.1508039667106576e-9; 1.0]
411,212,300,-75.00000000000001,[1.8785339683028858e-8; 7.234402887369106e-9; -1.3139178123552934e-8; 1.0; 1.0; -1.0; -1.0; -1.0; 1.0]
412,230,300,-75.00000000000001,[-1.0; 1.238671114163514e-8; -1.0; 1.0; -9.504962525413815e-9; 1.0; 1.0; -1.593915816877391e-9; -1.0]
413,265,300,-75.00000000000001,[2.0018801361211643e-8; 1.0; 1.0; 1.0; -1.0; 1.5219025947790068e-8; 3.0906410906514602e-9; -1.0; -1.0]
414,269,300,-75.00000000000003,[-1.0; -1.0; -5.18799437156108e-9; 1.2607733551319704e-8; 0.9999999999999999; -1.0; 6.147885602286578e-10; 1.0; 1.0]
415,205,300,-75.00000000000001,[-1.0; 1.0; -1.0; 1.0; 1.0; 8.646613369776164e-9; -1.0; -1.804709625021478e-8; -1.6542306874326137e-9]
416,331,300,-75.00000000000001,[7.729648977805442e-9; 1.0; -1.366566208946298e-9; -1.0; -1.0; 1.0; -1.0; -1.2975134935410524e-8; 1.0]
417,232,300,-75.00000000000003,[-1.0; -1.9911538635402594e-8; 1.0; -1.0; 1.0; -1.0; 1.0; 1.2088499422073797e-8; 1.6479031580258648e-8]
418,260,300,-75.00000000000003,[-1.0; 1.0; 1.0; -1.728234904586045e-8; -7.917375597463106e-10; -1.0; -1.0; 1.0; 1.8484856038043525e-8]
419,220,300,-75.00000000000001,[-1.0; 1.0; 2.279803279049806e-8; -6.803566425231502e-9; -1.0; -1.0; 1.0; -2.0347766549807474e-8; 1.0]
420,267,300,-75.00000000000003,[-1.0; 1.0; -8.509453180804042e-9; -1.0; -1.0; 1.0; 0.9999999999999999; -1.1279217124581109e-8; 1.094765276797146e-8]
421,213,300,-75.00000000000001,[1.0; -1.622395659804922e-8; -1.0; -1.0; 3.883700858661969e-9; 1.0; -1.1272771284676624e-8; -1.0; 1.0]
422,222,300,-75.00000000000001,[1.0; 1.0; 1.0; -1.3339989451354715e-8; -1.0; -2.8903918722165308e-9; -1.0; 1.2979915409636572e-8; -1.0]
423,259,300,-75.00000000000001,[-1.0; 1.0; 1.0; -1.0; 1.0; -4.527073021054145e-9; 6.9436725729190835e-9; -7.809792039733958e-9; -1.0]
424,327,300,-75.00000000000003,[1.0; -1.0; 0.9999999999999999; -1.0; -1.0; 1.0; -1.0713014392719725e-8; -3.2633662502155063e-10; -1.19671620065913e-8]
425,261,300,-75.00000000000003,[-1.7538639667276925e-8; 1.0; 1.3513480011813576e-8; -1.0; 1.0; 1.6692100066259778e-8; -1.0; 1.0; -1.0]
426,290,300,-75.00000000000003,[-1.0; -1.0; -1.0; -2.555934366535982e-9; -1.0914323638098184e-8; 1.0; 1.3837705558816108e-8; 1.0; 1.0]
427,240,300,-75.00000000000001,[1.9617587809101953e-8; 1.0; 1.0; -1.0; -1.0; -1.7630937721935826e-8; -1.0; 1.0; 1.2691910300435315e-8]
428,328,300,-75.00000000000001,[-8.567756479164212e-9; 1.0; 0.9999999999999999; -1.0; -1.1447703577190318e-8; 1.545205183170489e-8; -1.0; 1.0; -1.0]
429,326,300,-75.00000000000001,[-1.0; 1.0606918374313887e-8; -0.9999999999999999; 1.0; 1.6924462123991457e-8; 1.0; 1.0; -1.0; 1.1582217768367835e-8]
430,280,300,-75.00000000000003,[1.0; -4.140082685230522e-9; -0.9999999999999999; 1.0; -1.0; -1.0; -4.01838877972205e-9; -9.755995866864321e-9; 1.0]
431,245,300,-75.00000000000003,[4.7185730485282045e-9; 1.2512472646147616e-8; -1.0; -1.4033108697772618e-8; 1.0; 1.0; 1.0; -1.0; -1.0]
432,317,300,-75.00000000000003,[1.0; -1.0; 1.0; 9.54427339033416e-9; -1.112236556857771e-8; 1.0; -1.0; -1.0; 1.7270621994919055e-9]
433,240,300,-75.00000000000003,[1.0; 1.7429667797330574e-8; 1.0; -1.6608277600250468e-8; -1.0; 1.0; -1.0; -1.0; 2.67732701955074e-9]
434,251,300,-75.00000000000001,[1.0; 1.4649402316528743e-8; -2.2155335879416638e-8; -1.0; -1.0; 1.0; 0.9999999999999998; 1.4000133716510144e-8; -1.0]
435,303,300,-75.00000000000003,[-2.2573289678267594e-9; -1.928161189606068e-8; -1.0; 1.0; 1.0; -1.0; 5.158903110416557e-9; 1.0; -1.0]
436,270,300,-75.00000000000001,[6.911529304114226e-9; -1.6070965776833746e-8; 1.1203426967952293e-8; 1.0; -1.0; -1.0; -1.0; 1.0; 1.0]
437,261,300,-75.00000000000001,[-6.436862035248867e-9; 1.0; 1.0; -1.0; -1.2721692601523678e-8; -1.0; 3.3886162970813378e-9; -1.0; 1.0]
438,300,300,-75.00000000000003,[2.644345798557158e-9; -1.0; -7.85440753200003e-9; 1.0; 1.0; 8.705579285143712e-10; -1.0; -1.0; 1.0]
439,74,300,-74.99973009429019,[-0.00019879826169637467; 1.0; 1.0; -0.0015872303364748291; -0.0007820776846736849; -1.0; -1.0; 1.0; -1.0]
440,273,300,-75.00000000000001,[-1.0; -1.0; -2.0400069048910835e-9; 1.0; -1.0; 1.3849361053195896e-8; -2.2084271836391747e-8; 1.0; 0.9999999999999998]
441,220,300,-75.00000000000001,[1.0; 5.582317530229326e-10; -1.0; 3.123278021255976e-9; 1.0; -1.0; -1.7111507720012735e-9; 1.0; -1.0]
442,244,300,-75.00000000000001,[-1.0; 1.0; -1.0; 1.0; -2.7592995114962567e-9; -1.0; 1.0; 1.641914655932272e-8; -6.389992028400887e-9]
443,253,300,-75.00000000000003,[1.0; 1.0; -1.8638909320997452e-8; -2.4093367673705026e-9; -1.0; -1.0; -1.0; 1.0; 4.660768785905958e-9]
444,203,300,-75.00000000000003,[1.0; 1.0; -1.0; -8.697171013633316e-9; -1.0; 1.0; -1.2683360365172997e-8; -1.0; 3.5849166195956227e-9]
445,266,300,-75.00000000000003,[-1.0; 7.018383995921825e-9; -1.0; 0.9999999999999999; -1.0; -1.4363322412364867e-8; -1.9798666444726843e-9; 1.0; 1.0]
446,243,300,-75.00000000000001,[-1.0; 1.0; -1.0; 1.0; 1.0; -1.0; -1.5440339488133378e-8; 9.977481620943074e-9; -6.115732279564148e-9]
447,214,300,-75.00000000000001,[-9.740601620363525e-9; 1.5963115070132302e-8; 1.0; -1.0; 2.1182920533076916e-8; 1.0; -1.0; 1.0; -1.0]
448,214,300,-75.00000000000001,[0.9999999999999999; -1.0; -1.2784953921261266e-10; 1.8713955585949113e-8; -1.0; 1.0; -1.5623536132034085e-8; -1.0; 1.0]
449,235,300,-75.00000000000001,[1.0230792777980837e-8; -1.0; -2.203928438598702e-8; 1.0; -1.0; 1.0; 1.0; 3.1415700848419835e-9; -1.0]
450,248,300,-75.00000000000001,[-1.0; 4.963237474226514e-9; -1.0; 1.0; 1.0; -1.0; -1.2353284241511969e-8; 1.666349316884642e-8; 1.0]
451,262,300,-75.00000000000001,[1.627194537087787e-8; 1.0; -1.64491625263052e-8; -1.0; -1.0030194983378034e-8; -1.0; 1.0; 1.0; -0.9999999999999999]
452,218,300,-75.00000000000001,[1.0; 1.0; 1.675297305806087e-8; -1.0; -1.0; -1.0; -8.97903908573902e-9; 1.0; 1.5120631243965545e-8]
453,219,300,-75.00000000000003,[1.702023791701335e-9; -1.0; 1.0984386000869438e-8; -2.2237221274535832e-9; 1.0; 1.0; -1.0; -1.0; 1.0]
454,274,300,-75.00000000000003,[1.702823102644253e-9; 1.0; -1.4270870284998646e-9; -1.0; 1.0; 5.085048827809257e-9; -1.0; -1.0; 1.0]
455,298,300,-75.00000000000001,[-1.0; -1.0; -2.2907553970421797e-8; 1.0; 1.0; 1.0; 2.944706669333753e-8; -0.9999999999999998; -1.6731443865975914e-8]
456,246,300,-75.00000000000001,[-1.0; 1.0; -1.0; -1.4757961030536868e-9; 1.147718004749978e-8; -9.602823760195545e-9; 1.0; -1.0; 1.0]
457,321,300,-75.00000000000001,[-1.0; 8.347768861028524e-9; -1.0; 1.0; 1.0; -1.0; 9.948462918503767e-9; -8.547478671464705e-9; 1.0]
458,223,300,-75.00000000000001,[2.135210131855783e-8; -1.0; -1.8914975814035273e-9; 7.383715866536617e-9; 1.0; 1.0; -1.0; -1.0; 1.0]
459,219,300,-75.00000000000001,[1.0; 1.0; -1.0; -1.0; -1.0; 1.54871633148405e-8; -1.5372500653942537e-8; 1.0; 2.3346658752417945e-9]
460,311,300,-75.00000000000001,[-1.0; 1.0; 1.9934885118458487e-8; 4.551831793945781e-10; -1.0; -1.0; 1.0; -9.313942167672453e-9; 1.0]
461,279,300,-75.00000000000003,[1.0; -1.0; 8.810034048344106e-9; -1.0; 1.0; 1.0; 3.819774745563616e-9; -1.0; 4.045738378878361e-9]
462,247,300,-75.00000000000001,[-1.0; 1.0; 1.0; -1.0; 6.4021848809022925e-9; -1.4552777711748282e-10; -1.7951831050001725e-8; -1.0; 1.0]
463,240,300,-75.00000000000001,[-1.0; 1.7618988327766556e-8; -1.0; 1.0; 9.093424352788323e-9; 1.0; -9.866218014686824e-9; -1.0; 1.0]
464,255,300,-75.00000000000001,[-1.0; 1.0; 1.0; 2.4895778357250574e-8; -1.2366176014825452e-8; -1.0; 1.4355779708321666e-8; 1.0; -1.0]
465,248,300,-75.00000000000001,[-7.875531958628999e-9; 1.0; 1.8392578224264568e-8; -1.0; 1.0; 1.0; -1.967397975754712e-8; -1.0; -1.0]
466,378,300,-75.00000000000001,[1.0; -1.0; -1.0; 1.0; -3.728945578233371e-9; 8.45364377438755e-9; -1.0504086806025244e-8; -1.0; 1.0]
467,261,300,-75.00000000000001,[1.0; 1.0; 1.0; 1.1291660113798496e-8; 4.323176874966805e-9; -1.0; -1.0; -1.0; -7.56098355167007e-9]
468,227,300,-75.00000000000001,[-1.0; 4.334316050684426e-9; -1.0; -1.6819579520786517e-8; 7.398757040641108e-9; 1.0; 1.0; -1.0; 1.0]
469,245,300,-75.00000000000001,[-1.0; -1.0; 0.9999999999999998; -1.6622854394210738e-8; 1.0; -1.3830036182538314e-8; 1.6557608694170595e-8; -1.0; 1.0]
470,283,300,-75.00000000000001,[-1.0; 1.105287751417428e-8; -1.0375083325816349e-8; -1.0; -1.0; 1.0; 1.0; -1.2332131850758754e-10; 1.0]
471,290,300,-75.00000000000003,[-1.0; 1.0; -1.0; 1.2382926660581886e-9; -1.0; 1.0; -1.2366438089602147e-8; 0.9999999999999999; 1.3518165067048048e-8]
472,197,300,-75.00000000000001,[-1.9022088344904836e-8; 1.0; -1.0; 1.0; -2.7582864576595338e-9; 1.0; -1.0; -1.0; -5.841965526926378e-10]
473,274,300,-75.00000000000003,[1.0; 1.9880939778920574e-8; 1.0; -1.0; -9.548371988025351e-9; -1.0; -1.0; 1.0; -3.549263717799382e-9]
474,223,300,-75.00000000000001,[-1.0; 6.860549739232093e-9; -2.5425179011055238e-9; 1.0; -1.0; 1.0; -1.0; 1.0; 4.560369624996224e-9]
475,259,300,-75.00000000000003,[-1.0; -1.0; 0.9999999999999999; 1.2823768650196488e-8; 1.0; 1.475550435880061e-9; 1.907544430761804e-8; 1.0; -1.0]
476,273,300,-75.00000000000001,[1.0; 1.0001941879246242e-8; 1.0; -1.0; -1.0; -7.767884978775957e-9; -2.0389289868886967e-8; 1.0; -1.0]
477,317,300,-75.00000000000001,[-1.0; -1.0; -1.0; -1.3898724020640402e-8; 1.0; 8.40558464562217e-9; 1.0; -6.757118551444361e-9; 1.0]
478,328,300,-75.00000000000003,[1.0; -1.099213966140949e-8; 1.0; -1.0; -1.0; -1.0; 5.9504776111708975e-9; 1.0; -7.988121408415968e-10]
479,286,300,-75.00000000000001,[-1.144372752226645e-8; -1.618009533796472e-8; -1.0; 1.0; -1.0; 1.0; 1.0; 1.617438501450586e-8; -1.0]
480,326,300,-75.00000000000001,[-1.0; 1.2732895838348218e-8; 1.0; 1.0; 9.578248313548106e-9; -1.0; -2.058240937973418e-8; -1.0; 1.0]
481,378,300,-75.00000000000003,[1.0; -1.3517615319017822e-8; 1.6062401644364354e-8; -1.0; -1.0; -1.6178306181235586e-8; -1.0; 1.0; 1.0]
482,257,300,-75.00000000000001,[-1.0; -1.0; -6.577433684181335e-9; -1.186297364709699e-8; -5.229019048294965e-9; 1.0; -1.0; 1.0; 1.0]
483,267,300,-75.00000000000001,[-1.4843253779502705e-8; -1.0; 1.0; -1.0; 1.0; 1.0; -1.0; 4.876403135130287e-9; 1.4138399746671185e-8]
484,246,300,-75.00000000000001,[-1.0; 1.0; 4.547901626201062e-9; 1.0; -1.0; 9.731001279541175e-9; -1.0; 1.0; -1.241541396851417e-8]
485,244,300,-75.00000000000003,[1.0; -1.0; 1.0; -1.0; 1.9383385709796765e-9; -1.0; 8.494490072043071e-9; -4.213951258245648e-9; 1.0]
486,292,300,-75.00000000000001,[-1.0; 0.9999999999999999; 1.0; 2.092529382301654e-8; -6.5860667235250646e-9; -1.0; 1.0; 4.508536316972254e-9; -1.0]
487,242,300,-75.00000000000001,[-4.371514794130206e-9; -1.0; -1.0; -1.517326659649979e-8; 1.0; -1.0; 1.0; 8.216802305324719e-9; 1.0]
488,253,300,-75.00000000000001,[1.0; 1.560961210706868e-8; -1.0; 1.0; -1.0; -1.0; -1.3433527183567608e-8; 6.693284815100083e-9; 1.0]
