nPsoRun,n_iter,S,fgbest,optDes
163,292,300,-75.00000000000001,[-1.0; -1.7309851941943693e-9; 4.298456966595032e-9; 0.9999999999999999; 1.0; -1.0; -1.0; 1.0; 1.0657540804670845e-8]
164,292,300,-75.00000000000003,[1.0; 1.0; -1.9363653740838057e-8; -0.9999999999999999; 1.5911874667172644e-8; 1.0; -1.0; -1.0; 8.686344554228422e-9]
165,216,300,-75.00000000000001,[-1.024232204748045e-8; 1.0; -1.0; -1.0; 2.5728134375332975e-8; 1.0; 1.0; -1.0; 5.107740095677462e-10]
166,274,300,-75.00000000000001,[-3.308557270907568e-9; 1.755567420207633e-8; 1.0; 1.0; -1.0; 1.0; -1.0; -1.0; -5.910289893489747e-9]
167,243,300,-75.00000000000001,[-0.9999999999999999; -1.914076795483578e-8; 1.0; -1.0; 1.5339141170758177e-8; 1.0; -1.0; 1.0; 1.8876056408493915e-8]
168,245,300,-75.00000000000001,[-1.0; 1.0; 1.4674125749487954e-8; 1.3476526460175894e-9; 2.2349130708460063e-8; -1.0; 0.9999999999999999; 1.0; -1.0]
169,223,300,-75.00000000000001,[1.0; -1.0; 1.0; 1.5235517815052543e-8; -1.0; 1.7254397968547898e-8; 1.0; -1.0546346002063708e-8; -1.0]
170,216,300,-75.00000000000001,[4.108850943588462e-9; 1.1244875798949875e-8; 1.0; 1.0; -1.0; 1.0139632736489111e-8; 1.0; -1.0; -1.0]
171,226,300,-75.00000000000001,[-2.9524191935785177e-9; -1.0; 1.0; -1.2031012226299841e-8; 1.0; 1.0; -2.006655542188948e-8; -1.0; -1.0]
172,312,300,-75.00000000000001,[-3.134423134324519e-9; -1.0; -2.6635761505383288e-9; 1.0; -1.0; -1.0; 1.0; -5.641311364151485e-9; 1.0]
173,311,300,-75.00000000000003,[3.3388736081354628e-9; 1.0; -1.0; -1.0; 1.0062682812167308e-8; -1.0; 1.0; 1.0; 1.3662237530724285e-8]
174,212,300,-75.00000000000001,[-4.65575840709101e-9; 2.18072125172026e-8; 1.0; 1.0; 1.0; -1.0; -1.0; -1.5441535440826142e-8; -1.0]
175,249,300,-75.00000000000001,[-1.0; -1.0; -1.0; 4.417724912366238e-9; 9.359630975317877e-9; 1.0; 1.0; -1.7807204481518564e-8; 1.0]
176,297,300,-75.00000000000003,[1.0; 1.0; 1.0; -1.0; 2.024513564471112e-8; -1.0; -1.7556926507616137e-8; -1.0184399735760132e-9; -1.0]
177,276,300,-75.00000000000001,[1.0; -5.878436467924616e-9; 1.0; 6.569526843297469e-10; -1.0; 1.0; -8.491766975886775e-10; -1.0; -0.9999999999999999]
178,243,300,-75.00000000000003,[-1.0; -1.0; -1.0; 1.5762357108372602e-8; 1.0; -1.94271916191626e-8; 1.6001553217729898e-8; 1.0; 1.0]
179,235,300,-75.00000000000001,[-1.0740005569398677e-8; -1.0; -1.0; 1.0; 1.0; 3.487060040872957e-8; -1.0; -1.2788897012646031e-8; 0.9999999999999998]
180,336,300,-75.00000000000001,[-1.0; -1.0; 0.9999999999999999; -9.85713538929639e-9; 4.983711606737216e-9; 1.0; 0.9999999999999999; -1.0; 1.0095176050362467e-9]
181,288,300,-75.00000000000001,[1.6337658274480475e-8; -2.7646777883810556e-9; -1.0; -1.0; -1.0278853600640369e-8; -1.0; 1.0; 1.0; 1.0]
182,355,300,-75.00000000000001,[-1.0; -1.0; 1.1771356428803714e-8; 1.0; -1.0; -2.0730072812035936e-8; 1.0; 1.0; 1.984173628832847e-8]
183,225,300,-75.00000000000001,[-1.0; -3.4615559790587504e-10; -1.910558092104917e-8; 1.0; -1.0; -0.9999999999999999; 1.526321079857176e-8; 1.0; 1.0]
184,209,300,-75.00000000000001,[-1.0; -1.0; -1.0; 1.3513584284173797e-8; -2.0812142232343e-8; -1.3701679114201724e-8; 1.0; 1.0; 1.0]
185,218,300,-75.00000000000001,[-1.0; -2.8419695802933104e-9; 1.0; 1.0; -1.0; 6.666824245779373e-9; -6.411554555126198e-9; 1.0; -1.0]
186,219,300,-75.00000000000001,[1.1923633213440952e-8; 1.0; 1.0; 1.8843096790314297e-8; -1.0; -1.0; -1.940998154864943e-8; -1.0; 1.0]
187,271,300,-75.00000000000001,[-2.559048728204441e-9; 8.365753818232218e-9; 1.0; -1.0; 1.0; 1.0; -1.0; -1.984956284358597e-9; -1.0]
188,296,300,-75.00000000000001,[-2.3166799386055294e-8; -1.0; 1.0; 0.9999999999999999; -1.1517551014132315e-8; -1.0; 1.0; 8.081103545742725e-9; -1.0]
189,444,300,-75.00000000000003,[1.0; -1.0; -1.0; 3.5742066700094394e-9; 2.509719485385279e-9; -1.0; 1.0; 1.0; 1.7245448743380358e-8]
190,203,300,-75.00000000000001,[1.531565430938945e-8; -1.0; -1.0; 1.0; 1.0; 6.19837356521504e-9; -9.010855276744051e-9; 1.0; -1.0]
191,219,300,-75.00000000000001,[-1.0; -1.0; 1.0; 1.4808261668195175e-8; -1.0; 5.506718166378192e-9; 3.849742581961727e-9; 1.0; 1.0]
192,276,300,-75.00000000000001,[1.0; -2.4133736852863493e-9; 1.7734711709325954e-9; -1.0; 2.824918396969261e-9; 1.0; 1.0; -1.0; -1.0]
193,254,300,-75.00000000000001,[1.0; -1.0; 2.4577219730890452e-8; -1.0; -1.0; 1.0; 9.290006933515356e-9; 1.0; 8.456380062300685e-9]
194,264,300,-75.00000000000001,[1.0; 1.0; -1.0; 1.8662059975360243e-8; -1.3128142601133217e-8; 1.0; -1.2224293376367672e-8; -1.0; -1.0]
195,243,300,-75.00000000000001,[-1.0; -2.169511135235864e-8; -0.9999999999999999; -2.3695308253305842e-8; 1.0; 1.0; -1.0; 6.2536679091205415e-9; 1.0]
196,220,300,-75.00000000000001,[-1.0; 1.0; -1.0; 1.0; -1.0299614329152276e-8; -1.0; 1.0; -1.4099576592437827e-9; 3.2183544173440186e-9]
197,224,300,-75.00000000000003,[-5.996350681567889e-9; -1.3278232320990146e-8; -1.0; -1.0; 1.0; 1.0; 1.0; 2.0647837246854268e-8; -1.0]
198,227,300,-75.00000000000003,[3.3520933450610874e-9; 7.789333103254818e-9; -1.0; -1.0; 1.0; -1.0; -2.081042538967547e-8; 1.0; 1.0]
199,261,300,-75.00000000000001,[-1.0; -1.0; 1.0; -1.1651438130685044e-8; 1.0; -1.0; -1.4359380948009254e-8; 1.0; 1.1133185148796318e-8]
200,307,300,-75.00000000000003,[-1.0; 1.0; 1.0164752709385735e-8; 1.0; -7.155608263288976e-9; -1.0; -1.0; 1.0; -1.918668075176528e-8]
201,251,300,-75.00000000000003,[1.0; 7.141799236372118e-9; -1.0; -1.0; 1.0; -7.235390330193488e-10; 1.8242008986956452e-9; -1.0; 1.0]
202,294,300,-75.00000000000003,[-1.0; 1.1703247324814118e-8; 1.0; -1.0; 1.0; -1.0; -1.2163101957756575e-8; 1.0; -1.5227362125735284e-9]
203,72,300,-74.99714602317232,[1.0; 1.0; -0.002462079482544132; -1.0; -1.0; -0.004417768184694616; 0.0043052916380923595; 1.0; -1.0]
204,248,300,-75.00000000000003,[1.597983416701814e-8; -1.0; 1.1221626162491988e-8; -1.0; -1.627538909244239e-8; 1.0; 1.0; -1.0; 0.9999999999999999]
205,224,300,-75.00000000000001,[-1.0; 2.631448428464064e-8; 1.0; -1.214196807636462e-9; 1.0; -1.0; 0.9999999999999998; 8.830291056631877e-9; -0.9999999999999999]
206,326,300,-75.00000000000003,[1.0; 1.0; -1.0; 4.057375163697897e-9; -1.0; -1.0; 1.0; -7.3229311738934636e-9; 1.4328722720544223e-8]
207,262,300,-75.00000000000001,[1.0; -1.0; -8.150764135489348e-9; 1.0; 1.5995812363915503e-8; -5.5285989082812e-9; -1.0; 1.0; -1.0]
208,292,300,-75.00000000000003,[-1.0; 1.0; 1.0; 7.090504924475079e-9; -1.0; -1.0; -1.3168761947555527e-8; 1.0; 2.0166218668748417e-8]
209,330,300,-75.00000000000001,[1.0; -1.0; -3.761374514046754e-9; 1.0; -1.0; 1.1525470805700233e-9; -1.0; 4.382651970041745e-9; 1.0]
210,280,300,-75.00000000000003,[-1.0; -1.2128726575288908e-8; 1.0; -1.0; 1.0; -1.0; 1.0; -1.9843921073718542e-10; 8.121414605508871e-9]
211,264,300,-75.00000000000003,[1.1692610058195136e-8; 1.0; -1.0; 1.0; -1.0; -1.3212786764086262e-8; -4.859883226419195e-9; -1.0; 1.0]
212,279,300,-75.00000000000003,[8.187190897797132e-9; -1.0; 1.0; 1.0; -8.975236068903669e-9; -1.0; 1.0; 1.0934284110155439e-9; -1.0]
213,217,300,-75.00000000000001,[1.0; 1.0; -3.75097776496643e-8; 1.5285211560178766e-9; -1.0; -0.9999999999999999; -1.0; 1.4608197606461287e-8; 0.9999999999999998]
214,265,300,-75.00000000000003,[9.02965728435808e-9; -1.663215948795985e-8; -1.0; 1.0; 1.0; -1.0; 1.0; -1.0; 1.5389587976979512e-10]
215,311,300,-75.00000000000003,[1.0; -1.1932776387001042e-8; -1.5918574858662447e-8; 1.0; -1.0; 1.6983748597762127e-8; -1.0; -1.0; 1.0]
216,224,300,-75.00000000000003,[-1.0; -1.0; -6.585812162490185e-10; 1.0; -1.0; 1.0; -1.3635992911870938e-8; 1.0; -1.0735441446389668e-9]
217,235,300,-75.00000000000001,[1.0; -1.0; -1.0; -1.0; 1.0; 1.0; 1.9009231349993503e-8; 4.263048283879325e-10; -1.9796627718162362e-8]
218,277,300,-75.00000000000001,[-6.473784614871916e-9; -1.0; 1.0; -6.64915501260349e-9; -1.0; -1.7557655247254268e-8; 1.0; 1.0; -1.0]
219,243,300,-75.00000000000001,[-5.296709481282441e-9; 1.0; 1.0; 1.0; 2.457496399747962e-8; -1.0; -1.9321268535971814e-8; -1.0; -1.0]
220,249,300,-75.00000000000001,[-1.0; 1.0; 1.0; -1.0; -5.7868669970626616e-9; -1.0; 1.064661329458243e-8; 1.0; -3.946360866296121e-9]
221,226,300,-75.00000000000001,[1.2095986420759431e-9; 1.0; 1.0; -1.2881201041771551e-8; 1.639935010892436e-8; -1.0; -1.0; -1.0; 1.0]
222,202,300,-75.00000000000001,[-1.0; 1.1235111526928324e-8; -1.0; -1.3399674463062943e-8; 1.0; -1.0; 1.528384663367717e-8; 1.0; 1.0]
223,238,300,-75.00000000000003,[-1.0; 1.0; -1.0; 1.0; -1.2975437561550168e-9; 3.4167214447368406e-9; -1.0; -1.1464810326041927e-8; 1.0]
224,222,300,-75.00000000000001,[1.0; -1.0; 1.0; -1.0; 1.0; -0.9999999999999999; 1.3166344267713734e-8; -1.178849223767811e-8; 5.081213508631012e-9]
225,254,300,-75.00000000000001,[1.638179332947104e-8; -1.0; -1.0; 1.0; -5.373609860537184e-9; -5.514325225511324e-9; 1.0; 1.0; -1.0]
226,372,300,-75.00000000000001,[1.0; 1.0; 1.0; -1.814297821051118e-8; 1.348101372220466e-8; -1.0; -1.0; -1.0065281446739093e-8; -1.0]
227,227,300,-75.00000000000001,[-2.962085780841235e-9; -1.0; 1.0; 1.0; 2.143571294924917e-8; 1.0; -1.0; -1.411034929661543e-8; -1.0]
228,263,300,-75.00000000000001,[-7.735384503282155e-9; 1.0; -1.0; -1.0; 2.545897637664753e-8; 1.0; 1.0; 2.2704195316948905e-9; -1.0]
229,257,300,-75.00000000000003,[-1.0; 1.0; 1.0; 1.0; -1.0; -1.279045555800612e-8; -1.0; -1.4179338558162409e-8; -1.7034624828982913e-9]
230,219,300,-75.00000000000001,[-1.8672068296034268e-8; -1.4435622152149309e-10; -1.0; 1.0; 1.0; 1.0; -1.0; 2.5889561240371987e-9; -1.0]
231,316,300,-75.00000000000003,[-1.0; 1.0; 1.0; -1.0; -1.0; 6.237297629896638e-9; -1.293573907365188e-8; 9.4079026206327e-9; 1.0]
232,277,300,-75.00000000000001,[-1.0; 1.0; -1.9515411493169467e-8; 1.0; 1.0; -1.0; 1.69759125095e-9; -1.0; -8.669003969772643e-9]
233,308,300,-75.00000000000003,[1.0; -1.3122415450691332e-8; 1.0; -1.0; 1.0; 1.5453866016337486e-8; 3.5444866730100725e-9; -1.0; -1.0]
234,257,300,-75.00000000000003,[1.0; 1.0; -0.9999999999999999; -1.0; -1.0; 1.188074740960465e-8; -6.716823378070532e-9; 1.0; -4.405528887691477e-9]
235,202,300,-75.00000000000001,[-0.9999999999999999; 1.0; -8.627510214974076e-10; 1.0; 1.0; 1.2309091093902577e-9; -1.0; -1.0; -1.3324089254975591e-8]
236,246,300,-75.00000000000001,[1.0; 1.2532255155034605e-8; 1.0; -1.0133636611313981e-8; 0.9999999999999999; -1.0; -1.0; -1.0; -2.109965863032886e-10]
237,224,300,-75.00000000000001,[1.0; 1.770942615151333e-9; -1.0; 1.0; -1.0; -1.540155452862624e-9; -1.9469271316867592e-8; 1.0; -1.0]
238,226,300,-75.00000000000001,[-1.0; 1.4398293853387393e-8; 1.0; -1.0; 1.0; -1.8941341798432993e-8; 3.4629579803640714e-9; -1.0; 1.0]
239,299,300,-75.00000000000001,[1.8473255477965258e-8; 1.0; -7.042921342315429e-9; -1.0; 1.0; -1.0; -1.0; 1.0; -9.292942190040903e-9]
240,229,300,-75.00000000000001,[7.835729060224141e-9; 1.0; -4.767826625271517e-9; 1.0; -1.0; -1.3239217719861563e-8; -1.0; -1.0; 1.0]
241,278,300,-75.00000000000001,[-1.0; 1.0; 1.3629353109658201e-8; -0.9999999999999999; -4.54888889391014e-9; -1.0; 1.0; 1.0; -8.837267986750917e-9]
242,295,300,-75.00000000000001,[1.0; -1.411951346860062e-8; 1.0; -1.0; 1.0; -1.0; 1.3573762510152732e-8; 8.844254508283621e-9; -1.0]
243,355,300,-75.00000000000001,[-2.0178168615818593e-8; 1.0; 1.0; -1.0; -1.0; 1.0; 1.2378797345671242e-8; -1.051065290830587e-8; -1.0]
244,245,300,-75.00000000000003,[1.4722137744385675e-9; -1.0; 2.313327487893622e-8; 1.0; -1.0; 1.0; 1.0; -1.0; -2.9925613237380908e-9]
245,242,300,-75.00000000000001,[-1.0334805769098591e-8; 1.0; -1.0; -1.0; -1.0; 1.059621817831185e-9; 1.0; 1.0; 1.0223660442153108e-8]
246,290,300,-75.00000000000003,[1.0; 1.0; -1.0; -1.1916556814788932e-8; -1.0; 1.0; -2.4891878714341368e-9; 2.402932542340535e-9; -0.9999999999999999]
247,239,300,-75.00000000000001,[1.0; 1.0; -1.0; 1.8999173798500318e-8; 1.0; 1.5489827783354145e-8; -1.0; -3.5165894174699213e-9; -1.0]
248,236,300,-75.00000000000001,[2.416861908173491e-9; 1.0; 1.0; -1.1011925953000136e-8; -1.0; -1.0; 9.256096470555235e-9; 1.0; -1.0]
249,308,300,-75.00000000000001,[-1.0; -1.0; 1.934489602707095e-8; 1.0; -1.0; 1.0; -1.5706216928531554e-8; 1.0; -1.929327895639812e-8]
250,294,300,-75.00000000000001,[-1.0; 1.0888241309948101e-8; 1.0; -1.0; 1.263309656795943e-8; -2.5789324011037982e-8; 1.0; 1.0; -1.0]
251,229,300,-75.00000000000003,[-1.5943732685604982e-8; 1.0280281694328412e-8; -1.0; 1.0602843012023749e-8; 1.0; -1.0; 1.0; 1.0; -1.0]
252,339,300,-75.00000000000003,[-9.482997770844136e-9; -1.0; -1.0; -1.0; 7.619686733586252e-9; 1.0; -5.0505584496503995e-9; 1.0; 1.0]
253,257,300,-75.00000000000001,[1.0; 9.118331141606337e-9; -1.0; 7.49993431365775e-9; 1.0; -1.0; -1.7543365913631847e-8; -1.0; 1.0]
254,241,300,-75.00000000000003,[-1.0; -1.2723280869143145e-8; -1.76761627189057e-8; -1.0; 1.607311272452175e-8; -1.0; 1.0; 1.0; 1.0]
255,261,300,-75.00000000000003,[-1.0; -1.0; 1.0; -1.0; 1.0; -1.776181028147594e-8; 0.9999999999999999; 1.620285498745081e-8; -2.5116240011448797e-9]
256,250,300,-75.00000000000003,[-1.776631445878199e-8; -1.0; -1.0; 1.0; 1.0; -1.0; 1.6861571612969773e-8; 1.5868277891996893e-8; 1.0]
257,216,300,-75.00000000000001,[-1.0; 1.0; 1.4086027851742454e-8; -1.4797368047817774e-8; 8.171151766250313e-9; -1.0; 1.0; 1.0; -1.0]
258,199,300,-75.00000000000001,[-1.0; 1.0; 1.2748445403385793e-8; 3.5055340474182047e-9; 1.0; -1.0; -1.0; 1.0; 9.300818716799752e-9]
259,280,300,-75.00000000000003,[-9.889424696609228e-9; 1.0; 1.0; 1.9435516615062897e-8; -1.0; -1.0; -1.0; -2.7050795479574923e-9; 0.9999999999999999]
260,259,300,-75.00000000000001,[1.0614685038842815e-8; 1.0; -6.439108938398117e-9; -1.0; -1.0; 1.0; -1.7288780554718462e-9; 1.0; -0.9999999999999999]
261,259,300,-75.00000000000001,[-2.3076094150116828e-8; 1.0; 1.0; -1.0; 1.3353865255788189e-8; -1.0; -1.2287501232090615e-8; -1.0; 1.0]
262,236,300,-75.00000000000001,[1.0; 1.0; -1.0; 1.0; -1.0; -2.44496363077363e-9; -1.4017769599859303e-8; -1.0; -4.470505105050626e-9]
263,227,300,-75.00000000000001,[-1.0; -1.6436871442076946e-8; 1.0; 1.0; 1.0; 9.426642182097447e-9; -1.0; -1.0; 3.6269506340922365e-9]
264,288,300,-75.00000000000001,[1.8787177935727473e-8; -1.0; 1.0; 1.3392769126837323e-8; 0.9999999999999999; -1.0; 1.0; -1.0; -1.5244550898593667e-8]
265,347,300,-75.00000000000001,[1.7116714458575884e-8; 8.908356770153733e-9; -1.0; -1.0; 1.0; 1.0; -1.2782961527513998e-8; 1.0; -1.0]
266,269,300,-75.00000000000001,[1.0; 1.0; -1.4394447754851473e-8; 1.0; -0.9999999999999998; -0.9999999999999999; -1.0; 2.5902567943753536e-8; 3.706675494855825e-9]
267,284,300,-75.00000000000001,[-1.0; 1.0; 6.4161559109733625e-9; 2.0881078884672903e-8; -1.2296397559620688e-8; 0.9999999999999999; 1.0; -1.0; -1.0]
268,236,300,-75.00000000000001,[-1.0; 1.0; -1.0; -1.0; -2.0299585276271555e-8; 1.0; -3.0061197066729693e-9; 0.9999999999999999; -5.563822916530233e-9]
269,241,300,-75.00000000000001,[1.0; 1.0; -1.0; -1.0; -1.0; 1.4836161848574453e-8; -3.8481025414256984e-11; 1.0; -5.216796398593761e-9]
270,277,300,-75.00000000000001,[2.098234841075093e-9; -2.2279647685401715e-8; -1.0; -1.0; 3.0285657937469363e-10; 1.0; 1.0; -0.9999999999999999; 1.0]
271,242,300,-75.00000000000003,[-1.0; 6.356096623167822e-9; 1.0; 1.2351175704023594e-8; 1.0; -1.0; -1.0; -8.080307130242496e-9; 0.9999999999999999]
272,228,300,-75.00000000000001,[1.0; -1.0; -1.0; -1.2412068051056096e-8; 1.0; -1.0; -9.249682880171256e-9; 1.2613975026294856e-8; 1.0]
273,209,300,-75.00000000000001,[-1.0; -1.0; -1.0; 1.0; 6.778312331219833e-9; 1.0; 9.60835981144822e-9; 1.0; -1.6370994964666523e-8]
274,242,300,-75.00000000000003,[-2.2629715062673342e-9; -2.2722100243270104e-8; -1.0; -2.737447243676204e-11; -1.0; 0.9999999999999999; -1.0; 1.0; 1.0]
275,244,300,-75.00000000000001,[1.2939834898453818e-8; 1.0; -1.516762438545429e-8; -1.0; 0.9999999999999999; -1.0; -1.0; 1.0; -3.2943380782861092e-9]
276,242,300,-75.00000000000001,[-1.1671545924547658e-8; -1.0; 1.0; 2.3697577959018742e-8; 1.0; 1.0; -1.4073346223839973e-8; -1.0; -1.0]
277,237,300,-75.00000000000001,[-1.0; -4.573887088840706e-9; 1.0; 2.5020529928307853e-9; -1.0; 1.0; -1.525019336255843e-8; 1.0; -1.0]
278,311,300,-75.00000000000001,[1.0; -6.8490863476150985e-9; -1.7292466572185777e-8; -1.0; -0.9999999999999999; 1.0; 1.0; -1.0; 1.6022132136163887e-8]
279,280,300,-75.00000000000003,[8.728965007630894e-9; 1.0; 1.0; -1.0; -1.0; 1.0; -1.0; -1.032198780830113e-8; 1.7943521257138068e-9]
280,218,300,-75.00000000000001,[9.608570764528105e-9; -1.0305555745962155e-8; 1.0; -1.0; 1.0; -1.1123953202394705e-8; -1.0; -1.0; 1.0]
281,260,300,-75.00000000000001,[1.710270300022181e-8; -1.0; 1.0; -1.999284824143323e-8; 1.0; -1.0; -1.0; 8.874818532574804e-9; 1.0]
282,309,300,-75.00000000000001,[-1.0; 1.0; -1.2441730649076141e-8; 1.42469168816105e-8; -1.0; -1.7369782988350792e-8; -1.0; 1.0; 1.0]
283,227,300,-75.00000000000003,[-3.928497350653444e-9; 1.0; 2.976063400752162e-9; 1.0; -1.0; -1.0; -1.4681168126471043e-8; -1.0; 1.0]
284,236,300,-75.00000000000001,[1.0; -1.0; 1.431897032468383e-8; 1.0; -1.0; 1.0; 2.7102384896945628e-9; -1.0; -1.3000945424032776e-8]
285,275,300,-75.00000000000003,[1.3281368578135535e-8; -1.0346403387174177e-8; 1.0; 1.0; 5.256723160456397e-9; -1.0; -1.0; 1.0; -1.0]
286,235,300,-75.00000000000001,[1.0; -1.0; -1.0; 3.4138028197604746e-9; 1.0; 1.0; 1.1278882306087188e-9; -1.668304821706265e-8; -1.0]
287,338,300,-75.00000000000001,[2.1213418094543173e-9; 1.0; 1.0; 1.9045642899599454e-8; -1.0; 1.0; -2.1023794965236326e-8; -1.0; -0.9999999999999999]
288,235,300,-75.00000000000003,[-1.0; -1.0; -1.0; 1.0; -8.543075007443586e-9; 1.0; 1.0; -2.088067406274253e-9; 1.0553187913596977e-8]
289,234,300,-75.00000000000001,[-1.3863714354977678e-8; 1.0; -1.0; -1.0; 2.577798172309466e-8; 1.0; -1.0; 1.0; 9.846600327598175e-10]
290,257,300,-75.00000000000001,[-1.0; -5.0534976877622786e-9; 1.0; -5.065199773945055e-10; 1.0; -1.0; -1.0; 1.0; 9.153833954168371e-9]
291,207,300,-75.00000000000001,[1.0; 2.8576182891806403e-9; -1.0; -1.0; 1.0; 1.0; -4.7973359677493515e-9; -1.0; -1.8429083112217402e-8]
292,256,300,-75.00000000000003,[3.198022814094656e-9; 1.0; 1.0; -1.0; -4.574672247826016e-9; -1.0; -0.9999999999999999; -2.002872589400213e-9; 1.0]
293,358,300,-75.00000000000001,[-1.0; 1.0; -1.0; 1.0; -3.068274062587201e-9; -1.0; -1.0489716444624097e-8; -2.8954840397972723e-9; 1.0]
294,234,300,-75.00000000000001,[1.0; -1.7621677997458392e-8; -1.0; -1.978879734101939e-9; 1.0; -1.0; 1.0; -1.0; 9.721116426068172e-10]
295,246,300,-75.00000000000003,[-9.413240507592084e-9; 1.0; -5.529654666219193e-9; -1.0; -1.0; -1.0; 1.461518201394593e-9; 1.0; 1.0]
296,291,300,-75.00000000000001,[1.0; -1.149672422229777e-8; -1.0; -1.0; -1.3511290911413884e-8; -1.6452061844463457e-8; 1.0; 1.0; -1.0]
297,380,300,-75.00000000000001,[1.0; -2.3536265165805596e-8; 1.0; -1.0; -1.0; 1.0749611697146744e-8; 1.1600053040934146e-8; 1.0; -1.0]
298,394,300,-75.00000000000001,[-1.0; 1.0; 1.0; 1.0; 4.023549920421957e-9; -1.0; -1.0; -1.2744298834090304e-8; 5.487764276756958e-9]
299,256,300,-75.00000000000003,[-1.0; -1.0; 6.828056734959988e-9; 1.0; 1.0; -1.0; 1.0; 6.302494803806844e-9; -1.548042190854484e-8]
300,230,300,-75.00000000000001,[-1.208944526162948e-8; -1.2954790694136696e-8; 1.0; -1.0; 1.0; -1.0; 1.0; 1.888449056049095e-8; -1.0]
301,197,300,-75.00000000000001,[-7.681743280321345e-9; 1.0; -1.0; -5.249621633393752e-10; 2.5166391397602024e-8; 1.0; 1.0; -1.0; -1.0]
302,204,300,-75.00000000000001,[-1.0; -1.4567897379744973e-9; -1.0; -1.0; 1.0; 1.7400088151370395e-8; 1.0; -1.984316870783863e-8; 1.0]
303,283,300,-75.00000000000001,[-1.160377575792263e-8; 1.0; -1.0; 1.840323859762792e-8; -1.0; 1.0; -1.0; -1.161807500472095e-8; 1.0]
304,266,300,-75.00000000000001,[1.0633658452205345e-8; -7.100741672423577e-10; -1.0; 1.0; 1.0; -1.0; -1.0; 6.25511960180619e-9; 1.0]
305,252,300,-75.00000000000003,[1.0; 1.0; -0.9999999999999999; 1.0; -9.405258575807184e-9; 1.549666160691188e-8; 9.329158792994825e-9; -1.0; -1.0]
306,230,300,-75.00000000000001,[-1.1850362416138141e-8; -1.0; 1.0541034414680766e-8; 1.029814003310326e-8; 1.0; -1.0; 1.0; 1.0; -1.0]
307,255,300,-75.00000000000001,[-1.0; 1.0; 5.124156786946809e-9; -1.0; -2.1652266796835197e-8; 1.0; 1.0; -1.0; 2.0161788726262292e-8]
308,234,300,-75.00000000000001,[-1.0; -1.2877828544767648e-8; -1.0; 1.0; -3.744209317282348e-9; 1.3707890031996508e-8; -1.0; 1.0; 1.0]
309,255,300,-75.00000000000001,[-9.076491303948516e-9; 1.0; 1.3387236599476102e-8; 1.0; -1.0; -1.0; -1.0; 1.0; 4.507685505719581e-9]
310,220,300,-75.00000000000001,[-1.694224318616713e-8; 1.0; 1.0; -1.0; -1.0; 9.409008733341473e-9; 1.0; -1.0; 1.263716510545258e-8]
311,231,300,-75.00000000000003,[-1.0; -1.0; -2.012798557428528e-8; 1.0; 1.0; 1.4491883113527196e-8; -1.0; -4.850507864304874e-9; 1.0]
312,265,300,-75.00000000000001,[1.0; -1.0; -1.0; -1.0; -1.9077630686061256e-8; -1.4621330392224582e-8; 1.0; 1.0; 8.984370728037813e-9]
313,226,300,-75.00000000000001,[-1.0; -1.0; 8.764950662219133e-9; 1.0; 1.593237506742456e-8; -1.0; 1.0; -1.1704089131366302e-8; 1.0]
314,252,300,-75.00000000000001,[1.0; 1.0; -1.0; 1.759405588324082e-8; -6.843840791551449e-9; -1.0; -1.0; 6.887314550541122e-9; 0.9999999999999999]
315,231,300,-75.00000000000001,[2.2550482576022514e-8; 1.0; -1.0; -1.0; 1.0; 6.556556988886688e-9; 1.0; 6.15280075718666e-9; -1.0]
316,259,300,-75.00000000000001,[-1.0; 1.0; -1.0428164717938084e-8; -1.0; -8.270169873952026e-9; 1.0; 2.2481337275872403e-9; -1.0; 1.0]
317,219,300,-75.00000000000001,[-1.0; 1.0; 1.5958890529761648e-8; -1.0; -1.4862603059296712e-8; 1.0; -1.0; 1.0; 6.197921311768209e-10]
318,280,300,-75.00000000000001,[1.0; 7.727185691038398e-10; -1.0; 1.0; -1.3899845258345088e-8; -1.0; 1.0; -1.0; 4.326178135007447e-9]
319,258,300,-75.00000000000001,[8.808452231814381e-10; -1.112015956290908e-8; 1.0; 0.9999999999999999; 1.0; -1.0; 7.2970792468893265e-9; -1.0; -1.0]
320,344,300,-75.00000000000001,[-1.224373457687683e-8; 1.0; -1.0; -6.098084544496287e-9; -2.130911152108935e-9; 1.0; -1.0; 1.0; -1.0]
321,257,300,-75.00000000000003,[-1.0; -1.0; 1.976471910017752e-8; 1.0; 1.0; -1.2038734048241859e-8; 1.0; -2.080228177156896e-8; -1.0]
322,258,300,-75.00000000000001,[-1.0; 1.0; 1.2318867792998739e-8; -7.532270317909464e-9; 1.0; -2.204544090712016e-8; -1.0; -1.0; 1.0]
323,217,300,-75.00000000000001,[1.3702429012961083e-8; -1.2164214623370797e-8; 0.9999999999999998; 1.010811300287578e-8; -1.0; -1.0; 1.0; 1.0; -1.0]
324,345,300,-75.00000000000001,[-1.6795439010141403e-8; -1.0; -1.0; 1.0; 1.0; 2.0638550178811894e-9; 1.0; 8.407903693121536e-9; -1.0]
325,292,300,-75.00000000000003,[1.0; -4.654981623294951e-9; -1.0; -6.9398980594861794e-9; 0.9999999999999999; -1.0; 7.430276064639026e-9; -1.0; 1.0]
