nPsoRun,n_iter,S,fgbest,optDes
292,84,300,-19.51235862845757,[0.6963156280499866; -1.0; -0.6963150777914735; 1.0]
293,372,300,-19.512631368174794,[1.0; -0.6963202947436827; 0.6963202947436828; -0.9999999999999998]
294,417,300,-19.512631368174784,[0.6963202947436825; -1.0; 1.0; -0.6963202947436826]
295,399,300,-19.512631368174784,[-1.0; -0.6963202947436825; 1.0; 0.6963202947436825]
296,350,300,-19.512631368174784,[-1.0; 1.0; -0.6963202947436817; 0.6963202947436817]
297,431,300,-19.512631368174784,[-1.0; -0.6963202947436825; 1.0; 0.6963202947436826]
298,388,300,-19.512631368174784,[1.0; -0.6963202947436825; -1.0; 0.6963202947436825]
299,408,300,-19.512631368174784,[0.6963202947436825; 1.0; -0.6963202947436825; -1.0]
300,328,300,-19.512631368174784,[1.0; -1.0; -0.6963202947436826; 0.6963202947436826]
301,361,300,-19.512631368174784,[1.0; -0.6963202947436826; -1.0; 0.6963202947436825]
302,346,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; 1.0; -1.0]
303,347,300,-19.512631368174784,[1.0; -0.6963202947436825; -1.0; 0.6963202947436825]
304,347,300,-19.512631368174784,[-0.6963202947436826; -1.0; 1.0; 0.6963202947436826]
305,390,300,-19.512631368174784,[-0.6963202947436825; 1.0; -1.0; 0.6963202947436826]
306,188,300,-19.512631361684765,[-1.0; 0.696320294703039; 0.9999999999705087; -0.6963202947715348]
307,373,300,-19.512631368174784,[1.0; -0.6963202947436825; -1.0; 0.6963202947436826]
308,440,300,-19.512631368174794,[-0.6963202947436827; -0.9999999999999998; 0.6963202947436828; 1.0]
309,366,300,-19.512631368174784,[1.0; -1.0; 0.6963202947436825; -0.6963202947436825]
310,437,300,-19.512631368174794,[0.6963202947436827; -0.9999999999999998; -0.6963202947436827; 1.0]
311,71,300,-19.476817174401802,[1.0; 0.6955500261246594; -0.6955658842018192; -1.0]
312,139,300,-19.5126253732199,[0.9999999754417661; -1.0; 0.6963202668548237; -0.6963203365311907]
313,381,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; 1.0; -1.0]
314,477,300,-19.512631368174784,[-0.6963202947436817; 0.6963202947436817; 1.0; -1.0]
315,113,300,-19.512482689793586,[-0.6963214824532928; 0.6963210305554979; -1.0; 1.0]
316,347,300,-19.512631368174794,[0.6963202947436827; -0.6963202947436828; 0.9999999999999998; -1.0]
317,390,300,-19.512631368174784,[-1.0; -0.6963202947436826; 0.6963202947436825; 1.0]
318,358,300,-19.512631368174752,[0.6963202947436818; 1.0; -1.0; -0.6963202947436815]
319,365,300,-19.512631368174784,[-1.0; -0.6963202947436826; 1.0; 0.6963202947436826]
320,434,300,-19.512631368174784,[0.6963202947436826; -0.6963202947436825; 1.0; -1.0]
321,374,300,-19.512631368174784,[-1.0; -0.6963202947436826; 1.0; 0.6963202947436825]
322,401,300,-19.512631368174794,[-0.9999999999999998; -0.6963202947436827; 0.6963202947436828; 1.0]
323,352,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
324,413,300,-19.512631368174794,[0.6963202947436828; 1.0; -0.6963202947436827; -0.9999999999999998]
325,572,300,-19.512631368174784,[1.0; 0.6963202947436825; -0.6963202947436826; -1.0]
326,460,300,-19.512631368174784,[-0.6963202947436825; 1.0; 0.6963202947436825; -1.0]
327,358,300,-19.512631368174784,[0.6963202947436817; -1.0; -0.6963202947436817; 1.0]
328,382,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; 1.0; -1.0]
329,423,300,-19.512631368174784,[-1.0; -0.6963202947436817; 0.6963202947436817; 1.0]
330,342,300,-19.512631368174784,[-1.0; 1.0; 0.6963202947436826; -0.6963202947436826]
331,413,300,-19.512631368174784,[0.6963202947436825; -1.0; 1.0; -0.6963202947436826]
332,335,300,-19.512631368174784,[0.6963202947436826; -1.0; 1.0; -0.6963202947436825]
333,350,300,-19.512631368174794,[0.6963202947436827; -0.9999999999999998; -0.6963202947436827; 1.0]
334,631,300,-19.512631368174794,[0.9999999999999998; -0.6963202947436827; 0.6963202947436827; -1.0]
335,394,300,-19.512631368174784,[-1.0; 1.0; 0.6963202947436826; -0.6963202947436826]
336,129,300,-19.51261448282828,[0.9999999692759042; -0.6963204336647805; 0.6963203302542418; -1.0]
337,313,300,-19.512631368174773,[-0.9999999999999998; -0.6963202947436827; 1.0; 0.6963202947436827]
338,286,300,-19.512631367274736,[1.0; -0.6963202947311719; -1.0; 0.69632029473611]
339,381,300,-19.512631368174784,[1.0; -1.0; -0.6963202947436825; 0.6963202947436825]
340,366,300,-19.512631368174784,[-0.6963202947436825; -1.0; 0.6963202947436825; 1.0]
341,342,300,-19.512631368174784,[-0.6963202947436825; -1.0; 0.6963202947436826; 1.0]
342,408,300,-19.512631368174794,[0.9999999999999998; -0.6963202947436827; 0.6963202947436827; -1.0]
343,458,300,-19.512631368174784,[-0.6963202947436825; -1.0; 0.6963202947436826; 1.0]
344,389,300,-19.512631368174784,[-1.0; 1.0; -0.6963202947436826; 0.6963202947436825]
345,358,300,-19.512631368174784,[-0.6963202947436825; 1.0; 0.6963202947436825; -1.0]
346,411,300,-19.512631368174794,[-0.6963202947436828; -1.0; 0.6963202947436827; 0.9999999999999998]
347,393,300,-19.512631368174784,[0.6963202947436825; 1.0; -1.0; -0.6963202947436825]
348,395,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
349,428,300,-19.512631368174784,[1.0; 0.6963202947436817; -0.6963202947436817; -1.0]
350,390,300,-19.512631368174787,[-1.0; 0.9999999999999999; -0.6963202947436822; 0.6963202947436825]
351,459,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; 1.0; -1.0]
352,109,300,-19.51254746263392,[1.0; 0.6963184353457728; -1.0; -0.6963184357831099]
353,47,300,-19.507394963824503,[-1.0; 1.0; -0.6963027745184875; 0.696362127732861]
354,46,300,-19.48467410564939,[-0.6957374991135423; 1.0; -1.0; 0.6957621681094129]
355,441,300,-19.512631368174787,[-0.9999999999999999; 1.0; 0.6963202947436822; -0.6963202947436825]
356,376,300,-19.512631368174794,[0.6963202947436827; 0.9999999999999998; -1.0; -0.6963202947436828]
357,344,300,-19.512631368174784,[1.0; -0.6963202947436826; 0.6963202947436825; -1.0]
358,359,300,-19.512631368174784,[-0.6963202947436825; -1.0; 0.6963202947436826; 1.0]
359,360,300,-19.512631368174784,[-1.0; 1.0; 0.6963202947436825; -0.6963202947436825]
360,258,300,-19.512630974184027,[-0.6963202978910525; -1.0; 0.696320297439729; 1.0]
361,387,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; -1.0; 1.0]
362,352,300,-19.512631368174784,[-1.0; 1.0; -0.6963202947436826; 0.6963202947436825]
363,425,300,-19.512631368174784,[0.6963202947436825; 1.0; -1.0; -0.6963202947436826]
364,437,300,-19.512631368174784,[-1.0; 0.6963202947436817; -0.6963202947436817; 1.0]
365,402,300,-19.512631368174784,[0.6963202947436825; 1.0; -1.0; -0.6963202947436825]
366,112,300,-19.499591224816932,[0.9999977135719796; 0.6962336155079976; -0.696154345177776; -1.0]
367,389,300,-19.512631368174784,[-1.0; 0.6963202947436825; -0.6963202947436826; 1.0]
368,353,300,-19.512631368174784,[-1.0; 1.0; -0.6963202947436825; 0.6963202947436825]
369,59,300,-19.49799499993692,[-1.0; -0.6963610796023038; 0.6964372344696552; 1.0]
370,359,300,-19.512631368174784,[-1.0; 1.0; -0.6963202947436825; 0.6963202947436825]
371,377,300,-19.512631368174784,[0.6963202947436826; 1.0; -0.6963202947436825; -1.0]
372,363,300,-19.512631368174784,[-0.6963202947436825; -1.0; 1.0; 0.6963202947436826]
373,386,300,-19.512631368174784,[0.6963202947436825; 1.0; -0.6963202947436826; -1.0]
374,386,300,-19.512631368174784,[0.6963202947436826; 1.0; -0.6963202947436825; -1.0]
375,103,300,-19.511559575988933,[-0.6963098351152148; 0.6963045297219501; 1.0; -1.0]
376,432,300,-19.512631368174784,[-1.0; -0.6963202947436826; 0.6963202947436825; 1.0]
377,419,300,-19.512631368174794,[1.0; -0.6963202947436827; -0.9999999999999998; 0.6963202947436828]
378,388,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
379,342,300,-19.512631368174784,[-1.0; 0.6963202947436825; -0.6963202947436826; 1.0]
380,374,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
381,369,300,-19.512631368174784,[1.0; -1.0; -0.6963202947436825; 0.6963202947436826]
382,376,300,-19.512631368174784,[1.0; -0.6963202947436826; 0.6963202947436825; -1.0]
383,375,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; -1.0; 1.0]
384,432,300,-19.512631368174784,[-1.0; 0.6963202947436817; -0.6963202947436817; 1.0]
385,54,300,-19.47911127240558,[-0.6964304386432822; 1.0; -1.0; 0.6965881625266245]
386,351,300,-19.512631368174787,[1.0; -0.9999999999999999; 0.6963202947436822; -0.6963202947436825]
387,364,300,-19.512631368174784,[-1.0; -0.6963202947436825; 0.6963202947436825; 1.0]
388,301,300,-19.512631368174667,[1.0; -0.6963202947436794; 0.6963202947436801; -1.0]
389,345,300,-19.512631368174784,[-0.6963202947436825; -1.0; 0.6963202947436826; 1.0]
390,390,300,-19.512631368174784,[-0.6963202947436825; -1.0; 1.0; 0.6963202947436826]
391,378,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
392,351,300,-19.512631368174784,[-0.6963202947436825; 1.0; 0.6963202947436826; -1.0]
393,455,300,-19.512631368174784,[0.6963202947436826; 1.0; -1.0; -0.6963202947436825]
394,435,300,-19.512631368174794,[-0.9999999999999998; -0.6963202947436827; 1.0; 0.6963202947436828]
395,370,300,-19.512631368174787,[1.0; -0.9999999999999999; 0.6963202947436822; -0.6963202947436825]
396,181,300,-19.512630667363535,[-1.0; 0.6963202819836027; -0.6963202838254214; 1.0]
397,360,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
398,383,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; -1.0; 1.0]
399,367,300,-19.512631368174784,[1.0; 0.6963202947436825; -0.6963202947436825; -1.0]
400,341,300,-19.512631368174784,[0.6963202947436825; 1.0; -0.6963202947436826; -1.0]
401,362,300,-19.512631368174784,[0.6963202947436825; 1.0; -1.0; -0.6963202947436825]
402,375,300,-19.512631368174784,[-0.6963202947436825; 1.0; 0.6963202947436825; -1.0]
403,35,300,-19.39957338251118,[1.0; -1.0; 0.6940160407604078; -0.694152858913099]
404,413,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
405,387,300,-19.512631368174784,[1.0; -1.0; -0.6963202947436826; 0.6963202947436826]
406,368,300,-19.512631368174784,[-1.0; 1.0; 0.6963202947436825; -0.6963202947436826]
407,383,300,-19.512631368174784,[1.0; 0.6963202947436825; -1.0; -0.6963202947436826]
408,408,300,-19.512631368174787,[1.0; -0.9999999999999999; 0.6963202947436822; -0.6963202947436825]
409,381,300,-19.512631368174784,[-1.0; 1.0; -0.6963202947436825; 0.6963202947436826]
410,401,300,-19.512631368174794,[0.6963202947436827; -0.6963202947436828; -1.0; 0.9999999999999998]
411,364,300,-19.512631368174784,[-0.6963202947436826; 1.0; 0.6963202947436825; -1.0]
412,51,300,-19.48864016523369,[0.6965119954018191; -1.0; 1.0; -0.6964877625330482]
413,145,300,-19.512621868978382,[1.0; -0.6963201161575914; -1.0; 0.6963201033953037]
414,52,300,-19.435149314544176,[-1.0; 0.6961353868165544; 1.0; -0.696939761527876]
415,365,300,-19.512631368174784,[-1.0; 0.6963202947436817; 1.0; -0.6963202947436817]
416,417,300,-19.512631368174794,[0.6963202947436827; -0.6963202947436827; -1.0; 0.9999999999999998]
417,349,300,-19.512631368174777,[0.6963202947436823; -1.0; -0.6963202947436823; 1.0]
418,358,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; 1.0; -1.0]
419,357,300,-19.512631368174784,[0.6963202947436826; -1.0; 1.0; -0.6963202947436826]
420,386,300,-19.512631368174784,[-0.6963202947436817; 1.0; 0.6963202947436817; -1.0]
421,364,300,-19.512631368174794,[0.6963202947436828; -0.9999999999999998; -0.6963202947436827; 1.0]
422,363,300,-19.512631368174784,[-0.6963202947436826; -1.0; 1.0; 0.6963202947436826]
423,421,300,-19.512631368174784,[-1.0; 1.0; -0.6963202947436825; 0.6963202947436825]
424,255,300,-19.51263136800006,[-1.0; 0.6963202947399569; 1.0; -0.6963202947398985]
425,401,300,-19.512631368174784,[-0.6963202947436826; -1.0; 0.6963202947436825; 1.0]
426,362,300,-19.512631368174784,[-0.6963202947436825; 1.0; 0.6963202947436825; -1.0]
427,380,300,-19.512631368174784,[0.6963202947436825; 1.0; -0.6963202947436826; -1.0]
428,388,300,-19.512631368174784,[-1.0; 0.6963202947436825; -0.6963202947436825; 1.0]
429,426,300,-19.512631368174784,[1.0; -1.0; -0.6963202947436826; 0.6963202947436825]
430,425,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
431,467,300,-19.512631368174784,[0.6963202947436826; -1.0; -0.6963202947436825; 1.0]
432,450,300,-19.512631368174784,[1.0; -0.6963202947436817; -1.0; 0.6963202947436817]
433,419,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; 1.0; -1.0]
434,359,300,-19.512631368174784,[1.0; -0.6963202947436817; 0.6963202947436817; -1.0]
435,371,300,-19.512631368174784,[1.0; 0.6963202947436826; -1.0; -0.6963202947436826]
436,399,300,-19.512631368174784,[-1.0; 0.6963202947436826; -0.6963202947436825; 1.0]
437,413,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; 1.0; -1.0]
438,101,300,-19.5119528503055,[-1.0; 1.0; 0.696323480620684; -0.6963162101985256]
439,145,300,-19.512629442428306,[1.0; 0.6963202539700721; -1.0; -0.6963202552421885]
440,49,300,-19.465897941938024,[-0.6952994550988633; -1.0; 0.6952933117401026; 1.0]
441,404,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
442,469,300,-19.51263136817477,[0.6963202947436825; 1.0; -1.0; -0.6963202947436821]
443,408,300,-19.512631368174784,[0.6963202947436817; -1.0; -0.6963202947436817; 1.0]
444,376,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; -1.0; 1.0]
445,427,300,-19.512631368174787,[1.0; -0.9999999999999999; 0.6963202947436822; -0.6963202947436825]
446,377,300,-19.512631368174794,[-1.0; 0.6963202947436827; 0.9999999999999998; -0.6963202947436828]
447,371,300,-19.512631368174784,[-1.0; 1.0; 0.6963202947436825; -0.6963202947436825]
448,637,300,-19.512631368174784,[-1.0; 1.0; 0.6963202947436825; -0.6963202947436825]
449,116,300,-19.511810670224403,[-0.6963268508935053; 1.0; -1.0; 0.6963241110827699]
450,384,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
451,414,300,-19.512631368174784,[-1.0; 0.6963202947436825; -0.6963202947436825; 1.0]
452,394,300,-19.512631368174784,[-1.0; -0.6963202947436825; 1.0; 0.6963202947436825]
453,385,300,-19.512631368174777,[-0.6963202947436822; 1.0; -1.0; 0.6963202947436822]
454,205,300,-19.512631366925078,[1.0; -0.6963202947332389; -1.0; 0.6963202947263546]
455,390,300,-19.512631368174784,[0.6963202947436826; 1.0; -1.0; -0.6963202947436825]
456,377,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; -1.0; 1.0]
457,42,300,-19.5000586532742,[0.6961297880032018; -0.6961883948925028; -1.0; 1.0]
458,429,300,-19.512631368174784,[1.0; 0.6963202947436825; -1.0; -0.6963202947436825]
459,59,300,-19.490821534376305,[1.0; -1.0; -0.6958634223139044; 0.695881162495385]
460,358,300,-19.512631368174784,[-0.6963202947436825; 1.0; -1.0; 0.6963202947436826]
461,371,300,-19.512631368174784,[1.0; -1.0; -0.6963202947436825; 0.6963202947436826]
462,383,300,-19.512631368174784,[1.0; 0.6963202947436817; -0.6963202947436817; -1.0]
463,404,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; -1.0; 1.0]
464,422,300,-19.512631368174784,[-1.0; 1.0; 0.6963202947436826; -0.6963202947436825]
465,425,300,-19.512631368174784,[1.0; 0.6963202947436817; -0.6963202947436817; -1.0]
466,392,300,-19.512631368174794,[0.6963202947436827; 0.9999999999999998; -0.6963202947436828; -1.0]
467,350,300,-19.512631368174784,[-0.6963202947436825; -1.0; 0.6963202947436826; 1.0]
468,310,300,-19.512631368174453,[1.0; -1.0; -0.6963202947436762; 0.6963202947436768]
469,185,300,-19.512631340251442,[1.0; -1.0; -0.6963202941780366; 0.6963202942134491]
470,376,300,-19.512631368174787,[0.9999999999999999; -1.0; -0.6963202947436822; 0.6963202947436825]
471,329,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; -1.0; 1.0]
472,373,300,-19.512631368174784,[1.0; -1.0; 0.6963202947436826; -0.6963202947436826]
473,492,300,-19.512631368174784,[-1.0; -0.6963202947436825; 0.6963202947436825; 1.0]
474,370,300,-19.512631368174784,[0.6963202947436817; -1.0; -0.6963202947436817; 1.0]
475,428,300,-19.512631368174784,[1.0; 0.6963202947436825; -1.0; -0.6963202947436826]
476,355,300,-19.512631368174784,[1.0; -0.6963202947436826; 0.6963202947436825; -1.0]
477,351,300,-19.512631368174784,[1.0; -0.6963202947436826; -1.0; 0.6963202947436826]
478,369,300,-19.512631368174784,[-0.6963202947436826; -1.0; 0.6963202947436825; 1.0]
479,403,300,-19.512631368174784,[-0.6963202947436817; 1.0; 0.6963202947436817; -1.0]
480,380,300,-19.512631368174784,[0.6963202947436826; -1.0; 1.0; -0.6963202947436826]
481,351,300,-19.512631368174784,[-1.0; 0.6963202947436826; -0.6963202947436825; 1.0]
482,427,300,-19.512631368174794,[-0.6963202947436827; -1.0; 0.6963202947436827; 0.9999999999999998]
483,355,300,-19.512631368174794,[-0.6963202947436828; -1.0; 0.6963202947436827; 0.9999999999999998]
484,380,300,-19.512631368174784,[0.6963202947436826; 1.0; -1.0; -0.6963202947436825]
485,387,300,-19.512631368174784,[1.0; -1.0; 0.6963202947436825; -0.6963202947436825]
486,338,300,-19.512631368174784,[0.6963202947436825; 1.0; -0.6963202947436826; -1.0]
487,403,300,-19.512631368174784,[-1.0; -0.6963202947436817; 0.6963202947436817; 1.0]
488,394,300,-19.512631368174794,[0.6963202947436823; -0.6963202947436823; -1.0; 1.0]
489,220,300,-19.512631367606605,[-1.0; 0.6963202947422883; -0.6963202947378211; 1.0]
490,254,300,-19.512631368148625,[-1.0; 1.0; -0.6963202947434146; 0.6963202947436213]
491,340,300,-19.512631368174784,[-0.6963202947436825; -1.0; 0.6963202947436825; 1.0]
492,401,300,-19.512631368174784,[1.0; 0.6963202947436817; -1.0; -0.6963202947436817]
493,402,300,-19.512631368174794,[-0.6963202947436823; 0.6963202947436823; 1.0; -1.0]
494,372,300,-19.512631368174784,[0.6963202947436826; 1.0; -1.0; -0.6963202947436826]
495,417,300,-19.512631368174784,[-0.6963202947436825; -1.0; 1.0; 0.6963202947436826]
496,369,300,-19.512631368174784,[1.0; 0.6963202947436825; -1.0; -0.6963202947436826]
497,372,300,-19.512631368173903,[1.0; -1.0; 0.6963202947436624; -0.6963202947436626]
498,328,300,-19.512631368174752,[1.0; -0.6963202947436816; -1.0; 0.696320294743682]
499,396,300,-19.512631368174784,[-1.0; 1.0; 0.6963202947436826; -0.6963202947436826]
500,365,300,-19.512631368174794,[-0.6963202947436827; 1.0; 0.6963202947436828; -0.9999999999999998]
