nPsoRun,n_iter,S,fgbest,optDes
296,66,300,1.588572515120986,[-0.5530344015958383; 0.5530437098447284; -1.0; 1.0]
297,53,300,1.5888492770089373,[1.0; -1.0; 0.552888023264797; -0.5527905504396993]
298,141,300,1.5885004476752969,[-1.0; 1.0; 0.5544033976682973; -0.5544101440369503]
299,72,300,1.5885115892141612,[-1.0; -0.5541686804825346; 0.5541600089198224; 1.0]
300,110,300,1.5885086415908736,[-1.0; -0.5538918239150807; 0.5538872977507515; 1.0]
301,183,300,1.5884772391594666,[0.9999999999236199; -0.5548204646504477; 0.5548204407927173; -1.0]
302,337,300,1.588477799646904,[0.9999999996583919; -1.0; 0.5546293988267733; -0.554629392450242]
303,203,300,1.5884777116681756,[1.0; -0.9999997887297001; -0.5547655970133765; 0.5547657770246862]
304,197,300,1.5884779314343769,[1.0; -1.0; -0.5546118149922512; 0.5546118100308365]
305,37,300,1.5889641814595068,[0.5526893831867864; -1.0; -0.5528232771097891; 1.0]
306,279,300,1.5884776948107624,[1.0; -0.5549534563281294; -1.0; 0.5549534549636814]
307,134,300,1.5884868656492563,[-0.555047843137372; 0.5550450179555585; 0.9999989499925659; -1.0]
308,39,300,1.5901462409734597,[0.553801302619125; -1.0; 1.0; -0.5532489723583098]
309,194,300,1.5884814803045484,[0.9999986025006178; -1.0; -0.5549956057988134; 0.5549944324993762]
310,263,300,1.5884777904948397,[0.5548500296417433; 0.9999998741505123; -0.9999999979299924; -0.5548499490248644]
311,173,300,1.5884780981711375,[1.0; 0.5549137715711758; -0.5549135532130983; -1.0]
312,280,300,1.58847885038062,[-1.0; -0.5545215898211321; 0.5545215838852495; 1.0]
313,64,300,1.5887878275949077,[-0.5553912820064658; 1.0; 0.5552883550848653; -1.0]
314,282,300,1.5884778746469206,[-0.5548783098821637; 0.5548784793129914; 0.9999999723597813; -0.9999997342679791]
315,253,300,1.5885006337527494,[1.0; 0.5544169829794345; -0.5544238703248915; -1.0]
316,126,300,1.5884813253194217,[1.0; -1.0; 0.5544479563018543; -0.5544474566998268]
317,171,300,1.5884772000308518,[1.0; 0.554841525623812; -0.5548415254511464; -1.0]
318,123,300,1.58847764687451,[-0.5549371650496655; 1.0; -1.0; 0.5549371859648368]
319,226,300,1.5884787949589199,[-1.0; 0.5548612263758798; 0.9999999805404939; -0.5548607194287576]
320,81,300,1.5887871037815935,[1.0; 0.5516998888829131; -0.5517344311052009; -1.0]
321,368,300,1.588477157284812,[0.5547973312662351; 1.0; -1.0; -0.5547973312662351]
322,198,300,1.5884776871732986,[1.0; 0.554934457568409; -0.5549344173853141; -1.0]
323,419,300,1.588477360412512,[-1.0; 0.5547015689381948; 1.0; -0.5547015689381949]
324,34,300,1.5888059707536302,[-0.5583546844303455; 1.0; 0.5583374978359676; -1.0]
325,250,300,1.5884771921151515,[-1.0; -0.5548005777286872; 0.5548005894560223; 1.0]
326,78,300,1.588514232362326,[0.5535972909164187; -0.5535954663960174; -1.0; 1.0]
327,250,300,1.5884771879879562,[-1.0; -0.5547851145480551; 0.5547851237637887; 1.0]
328,69,300,1.5884804441678728,[0.5548342899922661; -1.0; 1.0; -0.5548331872120406]
329,36,300,1.5890600608527476,[-1.0; 1.0; -0.5496999797816451; 0.5497051902899637]
330,205,300,1.5884774154261545,[0.5548998169506398; -1.0; -0.5548998071851392; 1.0]
331,101,300,1.5885149184482201,[-1.0; -0.5560926516557244; 0.5560923655257565; 1.0]
332,87,300,1.588488187428337,[0.5547824119163083; -0.999994155411984; -0.5547808809598624; 1.0]
333,65,300,1.5885477066752884,[-0.5535774229399186; -1.0; 0.5535647236503551; 1.0]
334,126,300,1.5884851539054345,[-0.5553326579526262; 1.0; -1.0; 0.5553332312366154]
335,122,300,1.5884807392651674,[-1.0; 0.5550094498654299; -0.5550103270398413; 1.0]
336,330,300,1.5884771584899327,[0.554790321327588; -0.5547903213318518; -1.0; 1.0]
337,125,300,1.5885101947397349,[0.5542705610964385; -0.9999960891976883; -0.5542761859690687; 1.0]
338,298,300,1.5884771585264628,[1.0; -0.554805218984697; 0.5548052189846971; -1.0]
339,163,300,1.5884853354337896,[0.5541931573195287; -0.5541932078886616; 1.0; -1.0]
340,175,300,1.5884781760461935,[-1.0; 0.5547667124549419; -0.554767050195282; 0.9999995058376797]
341,191,300,1.5884789474767973,[1.0; -1.0; -0.5545627522609443; 0.5545625573221813]
342,232,300,1.5884773646150938,[0.9999999682885586; 0.5548545357354209; -1.0; -0.5548545181594565]
343,210,300,1.588477448849,[-0.5546825586293103; 0.5546825586816437; 1.0; -1.0]
344,143,300,1.5885017115596818,[0.5537481274588344; -0.5537482517074773; -1.0; 1.0]
345,368,300,1.5884771838674756,[-1.0; -0.5548320465744431; 1.0; 0.5548320467913594]
346,57,300,1.5885170854276383,[1.0; 0.5545937729563349; -0.5546069971849867; -1.0]
347,299,300,1.5884772030621586,[0.5547520620174403; -0.5547520620174488; 1.0; -1.0]
348,174,300,1.5884837818604853,[-1.0; 0.5553321046199725; 1.0; -0.5553322198083993]
349,158,300,1.5884791658892143,[-1.0; 1.0; -0.5546526663885079; 0.5546531902988383]
350,130,300,1.5884780506561746,[1.0; 0.5549991402270931; -0.5549991398929602; -1.0]
351,203,300,1.588483015083511,[-0.5542964132646818; -1.0; 0.9999998916326606; 0.5542962998385378]
352,202,300,1.5884787504296327,[-0.5548161602819258; 0.55481628000399; -0.9999992710962078; 0.9999999923209152]
353,103,300,1.5884921981159912,[-1.0; -0.5543940451734218; 1.0; 0.5543901778215363]
354,71,300,1.588659835860376,[-0.5543763220378253; 0.5544370088714713; -1.0; 1.0]
355,194,300,1.5884788846940554,[0.5545174017855009; -1.0; -0.5545174015557511; 1.0]
356,128,300,1.5884778573791412,[0.554704123842355; 1.0; -1.0; -0.5547042957702399]
357,244,300,1.5884774334305138,[0.5548625832625426; 0.9999998818280185; -1.0; -0.5548626453623364]
358,249,300,1.5884771586326385,[0.5547898592842799; -1.0; 1.0; -0.5547898592845506]
359,255,300,1.5884773483974102,[-1.0; 0.554890802220647; -0.554890802390784; 1.0]
360,183,300,1.5884772990702152,[-0.5547452546985294; -1.0; 0.5547452271822071; 1.0]
361,112,300,1.5884788482555265,[-1.0; 1.0; 0.5550431717175263; -0.5550430477004511]
362,263,300,1.5884776273203944,[-0.5546514661652672; -1.0; 0.5546514661652673; 1.0]
363,165,300,1.5884774190746094,[-0.5549038865991354; 1.0; 0.5549038819118688; -1.0]
364,144,300,1.588480481240964,[-1.0; 0.5545704240700348; -0.5545696845402417; 1.0]
365,89,300,1.5887197229231813,[-1.0; 0.9999923173196656; -0.5570329584516224; 0.5569874067720034]
366,275,300,1.5884773760379687,[0.5548208225596706; 1.0; -0.5548208926058206; -1.0]
367,172,300,1.5884820096354972,[-0.9999995210232063; 0.5551597248878747; -0.5551591513711529; 0.9999998951149001]
368,129,300,1.588477277022907,[0.5548696682992579; -0.5548696702757462; 1.0; -1.0]
369,182,300,1.5884778062551945,[0.5548628747704898; 1.0; -1.0; -0.5548626866494473]
370,105,300,1.5885059840441127,[0.5552137234670843; 0.9999904327278644; -1.0; -0.5552221644004228]
371,117,300,1.5884779562225362,[-1.0; 0.5549509287739423; -0.5549510243140839; 1.0]
372,441,300,1.5884771573260656,[-1.0; 0.5547962785155147; -0.5547962785155013; 1.0]
373,137,300,1.588610640327631,[0.5564703337810325; 1.0; -0.5564457182392162; -1.0]
374,144,300,1.5885395267449507,[-0.5564778766311317; 0.556477937364514; 1.0; -1.0]
375,184,300,1.5884772078385299,[1.0; -1.0; 0.5547658437209252; -0.5547658341609474]
376,315,300,1.5884772709208428,[-0.9999999999914241; 1.0; 0.5548694889129447; -0.554869489009404]
377,283,300,1.5884775958885127,[-1.0; 0.9999999048953597; -0.5546785868037502; 0.5546785440766867]
378,279,300,1.5884771721627624,[0.5547734228124083; -0.9999999985517319; -0.5547734221610733; 1.0]
379,168,300,1.5884772601475925,[1.0; -1.0; -0.5548562686517935; 0.554856277931785]
380,162,300,1.5884936932648144,[-1.0; -0.5539303718239088; 1.0; 0.5539303672012275]
381,237,300,1.5884772763848554,[1.0; 0.5547905818028229; -1.0; -0.5547906217392201]
382,138,300,1.5884870383876586,[1.0; -0.5543747947702005; -1.0; 0.5543727868335145]
383,167,300,1.5885054060908181,[-0.5558623243786901; 1.0; -1.0; 0.5558634317809762]
384,116,300,1.5884801263377475,[0.5547110555955459; 1.0; -1.0; -0.5547120052529965]
385,258,300,1.5884773520478206,[-0.5548917681944067; 1.0; 0.5548917681342685; -1.0]
386,327,300,1.5884771653286165,[0.9999999975398803; -1.0; -0.5547935516637944; 0.5547935520444051]
387,248,300,1.58847715784639,[1.0; 0.5547926284481188; -1.0; -0.5547926284480914]
388,210,300,1.5884776738431015,[1.0; 0.5549501768951282; -0.5549501751028564; -1.0]
389,244,300,1.5884771644357984,[-1.0; 0.5548108176398886; -0.554810816499891; 1.0]
390,163,300,1.588493697703434,[1.0; -1.0; -0.5555200455178939; 0.5555183242906943]
391,110,300,1.588479722165594,[0.5545677839582983; -1.0; -0.5545673098866082; 1.0]
392,111,300,1.5885532961426674,[-0.5555929010244326; 1.0; -1.0; 0.5556138318720393]
393,159,300,1.5884786764601435,[-0.5550135070879763; 0.5550135933830671; -0.9999997185584502; 0.9999999916561988]
394,165,300,1.5884805552002497,[1.0; -0.9999975750409686; -0.5547846046944326; 0.5547857535643311]
395,109,300,1.588502607696065,[-1.0; 0.5557792286762072; 1.0; -0.5557777816086943]
396,232,300,1.5884781108468768,[1.0; -0.554965858339486; 0.5549657459321009; -1.0]
397,188,300,1.5884821102037665,[-0.5544069165646648; 1.0; 0.5544063775731871; -1.0]
398,193,300,1.5884771594981801,[0.55478765732911; 1.0; -0.5547876573287511; -1.0]
399,342,300,1.5884771578658317,[-0.5548028487803152; 1.0; -1.0; 0.5548028487803148]
400,346,300,1.5884772826583355,[-1.0; -0.5548713542663263; 1.0; 0.5548713563228155]
401,180,300,1.5884780434481933,[-1.0; 0.5545969091270093; -0.5545969091333421; 1.0]
402,343,300,1.5884773516654787,[-0.5547042856571816; 1.0; 0.554704286528256; -1.0]
403,199,300,1.588481989644654,[0.5546808313928755; -0.5546823666645924; -1.0; 1.0]
404,133,300,1.5884811064930635,[1.0; -0.5543977218874201; -0.9999998715312365; 0.5543978690860614]
405,143,300,1.5884772332163068,[-1.0; 1.0; 0.5547392935154725; -0.5547392938377352]
406,39,300,1.5902666703073676,[0.5581720311211085; 1.0; -1.0; -0.55867837038528]
407,289,300,1.588477211918332,[0.5548475444549266; 1.0; -1.0; -0.554847544454935]
408,318,300,1.5884771642155457,[-1.0; 0.5548154498577927; -0.5548154498588086; 1.0]
409,155,300,1.5884782919556422,[-1.0; -0.5546303814504865; 1.0; 0.5546305574424462]
410,124,300,1.5884848382373797,[0.5548175135969496; -1.0; -0.5548201098987103; 1.0]
411,90,300,1.5885090587771944,[0.5559977798214131; -0.5559978446771003; 1.0; -1.0]
412,284,300,1.588477206114575,[0.554750565482455; 1.0; -0.5547505654826486; -1.0]
413,155,300,1.588497441064609,[0.5538366987622787; -0.5538366994796948; -1.0; 1.0]
414,188,300,1.5884772003143377,[0.5547601799060073; -1.0; 1.0; -0.5547601839994907]
415,271,300,1.5884774082626771,[0.9999999999973225; 0.5547990070102614; -1.0; -0.5547989220794759]
416,309,300,1.5884773037576814,[-0.5547160682510757; -1.0; 1.0; 0.5547160682510558]
417,339,300,1.588477157283398,[1.0; -1.0; -0.5547974344330043; 0.5547974344330049]
418,88,300,1.5884788998906323,[-0.5545609522203208; 0.5545611253829125; -1.0; 1.0]
419,262,300,1.5884774801050368,[-1.0; 1.0; 0.5546945699159563; -0.5546945398035904]
420,160,300,1.588478527134506,[1.0; -1.0; -0.5545766023749391; 0.5545767025299105]
421,56,300,1.5886429334850682,[-1.0; 0.557453961576423; 1.0; -0.557457333140099]
422,73,300,1.5888190823308046,[-0.5567609903997005; 0.5566727855830431; 1.0; -1.0]
423,53,300,1.5885198381691026,[1.0; 0.5536723604494861; -0.5536673671249689; -1.0]
424,223,300,1.5884783273746568,[1.0; -0.5547221592519843; -1.0; 0.5547225130232475]
425,118,300,1.588492697223145,[-1.0; 0.554025756722713; 1.0; -0.5540265909964538]
426,185,300,1.5884790577980645,[-0.9999996907549363; 0.5548047526646083; -0.5548041097682613; 1.0]
427,99,300,1.5885947890878267,[-0.5565843183548974; -1.0; 1.0; 0.5565680979668107]
428,133,300,1.5884795093261743,[-0.5547215607302657; -1.0; 1.0; 0.5547208082210566]
429,85,300,1.588485345354159,[-1.0; 0.5542718791957916; 1.0; -0.5542725972441778]
430,181,300,1.5884777313977485,[-1.0; -0.5547551231945496; 0.5547549424248247; 0.9999999754691408]
431,304,300,1.588490466314516,[-0.5554923706959017; 0.5554915914448697; -0.9999998501471382; 1.0]
432,108,300,1.5885207053580255,[-0.553389233357056; 1.0; -1.0; 0.5533892347124796]
433,129,300,1.5884988468429362,[1.0; 0.5538042698123704; -1.0; -0.5538042641762564]
434,243,300,1.5884773360566464,[0.5547075274910773; -1.0; 1.0; -0.55470752750639]
435,234,300,1.588477162741017,[-0.5547819374044406; 0.5547819374044393; 1.0; -1.0]
436,300,300,1.5884774159300152,[-0.5549061522011417; 0.5549061522011423; -1.0; 1.0]
437,66,300,1.5885124821657197,[1.0; 0.5540346233629908; -1.0; -0.5540270389258303]
438,233,300,1.5884776230733233,[0.9999999993594006; 0.5548874384283426; -0.5548873412292585; -1.0]
439,292,300,1.5884772124644086,[-1.0; 1.0; 0.5547475974392749; -0.5547475974371019]
440,180,300,1.5884779529974726,[-0.5546093449341362; -1.0; 0.5546093395514164; 1.0]
441,347,300,1.5884774273754814,[1.0; -0.5549085254266934; -1.0; 0.5549085254261678]
442,297,300,1.5884771598583245,[-0.5547868698498826; 1.0; 0.5547868698498831; -1.0]
443,287,300,1.5884772284640207,[-1.0; 0.5547408229359229; -0.5547408229613828; 1.0]
444,188,300,1.5884771715796897,[0.554772733098161; -0.5547727333008602; 1.0; -1.0]
445,160,300,1.5884791737549362,[-0.9999996321570005; 0.5546470401515092; -0.5546472230068384; 0.9999996637757824]
446,97,300,1.5884894556603641,[-0.5540541879471848; -1.0; 1.0; 0.5540542407128736]
447,101,300,1.5885308213395182,[-1.0; 1.0; -0.5556547969357442; 0.5556420271030236]
448,112,300,1.5885147026763975,[-0.5555151791920161; -1.0; 1.0; 0.5555062593696393]
449,144,300,1.58848237650998,[1.0; -0.5552625198044261; 0.5552623614134748; -1.0]
450,191,300,1.5884781840296953,[-1.0; -0.5545995887653307; 1.0; 0.5545995333077685]
451,33,300,1.5913101809113543,[0.5573791634986875; -1.0; -0.556456052792209; 1.0]
452,427,300,1.5884771722403324,[-1.0; 1.0; 0.5547716108552782; -0.5547716108552789]
453,146,300,1.5885573365008498,[0.5565922060901437; 1.0; -0.5565890407094753; -1.0]
454,72,300,1.5885667384208106,[1.0; -0.5552246095314989; 0.5552534744033173; -1.0]
455,284,300,1.5884771962709854,[0.5548087561725865; -1.0; 1.0; -0.5548087684571308]
456,75,300,1.5885132148622911,[-0.5553431365632985; 1.0; -1.0; 0.5553530834159143]
457,102,300,1.5884790272478695,[0.5549277754418169; -0.5549282819060689; 1.0; -1.0]
458,135,300,1.5884869211977064,[-0.5554500267858572; 0.5554498903760814; -1.0; 1.0]
459,332,300,1.5884771692720012,[-0.5548210478164868; 0.5548210478164876; 1.0; -1.0]
460,100,300,1.588558045643727,[0.5561572973026445; -1.0; -0.556143562306071; 1.0]
461,173,300,1.588477242004037,[1.0; -1.0; 0.5548549220983295; -0.5548549177927321]
462,91,300,1.5884832202194745,[-1.0; 0.5545655313367266; 1.0; -0.554563883081768]
463,564,300,1.5884773659738882,[-0.5548922352989968; 0.5548922321158409; -0.9999999989600963; 0.9999999997508324]
464,144,300,1.5884782929853187,[-0.5545706854755201; 1.0; 0.554570686493967; -1.0]
465,130,300,1.588481015602559,[-0.5550162350242893; 1.0; 0.5550171838275627; -1.0]
466,224,300,1.5885016019498053,[-0.9999934546857401; -0.5540928240793819; 0.5540973784947597; 0.9999999452433933]
467,103,300,1.5884860946509016,[1.0; -0.5550646231098286; -1.0; 0.5550621237479685]
468,386,300,1.588477187227027,[0.5548343430518148; 1.0; -0.5548343429110882; -1.0]
469,203,300,1.5884775903906974,[-0.999999963804861; -0.5549233410795226; 1.0; 0.554923344595028]
470,231,300,1.5884774192433824,[-0.5546885330032612; -1.0; 1.0; 0.5546885330015977]
471,185,300,1.5885242389937089,[-0.99999796644495; -0.5533969581053282; 0.9999994276174309; 0.5533978135764208]
472,193,300,1.5885163260590902,[1.0; -0.5561119386377075; -1.0; 0.5561115504038967]
473,219,300,1.5884776520733563,[-1.0; 1.0; 0.5548116167134225; -0.5548117827172526]
474,206,300,1.588480967776754,[-0.5544583143597197; 1.0; 0.5544587484238335; -1.0]
475,44,300,1.588537172858977,[-0.5556589694465889; -1.0; 1.0; 0.5556440899856397]
476,35,300,1.5886145337963167,[1.0; 0.5549227572624797; -0.5549690835933768; -1.0]
477,162,300,1.5884773795442757,[1.0; 0.5548294302471956; -1.0; -0.5548294979618923]
478,320,300,1.5884771852619655,[0.5548333686773632; -1.0; 1.0; -0.5548333686773648]
479,125,300,1.5885026097347439,[-0.5556865572222008; -1.0; 1.0; 0.5556838101631077]
480,240,300,1.588477725296335,[0.5547569014217174; -1.0; -0.5547570813412248; 1.0]
481,266,300,1.5884771750500872,[0.5547698580280617; 1.0; -0.9999999999203961; -0.5547698577804053]
482,49,300,1.5888762028752161,[0.5575828870292088; -1.0; 1.0; -0.5575041750188214]
483,106,300,1.5884933690691312,[1.0; -0.555551062147599; -1.0; 0.5555523148786943]
484,62,300,1.5885506260449176,[1.0; -0.5541431548802763; 0.5541649412898577; -1.0]
485,122,300,1.5884773151445368,[1.0; -0.5547187387193309; -1.0; 0.5547187316788891]
486,146,300,1.5885021970625206,[-0.5541821818077327; 0.9999889063746936; 0.5541778594568045; -1.0]
487,147,300,1.5884904186875946,[-0.5540633039441762; 0.5540628279600134; -1.0; 1.0]
488,94,300,1.588581076765615,[-1.0; 1.0; 0.5528483659261001; -0.5528415043759016]
489,185,300,1.5884879826595149,[-0.5549878958299587; 0.5549905232046317; 0.9999999941314643; -0.9999933222086038]
490,214,300,1.5884781875623273,[1.0; 0.5549184397901369; -1.0; -0.5549181993786689]
491,146,300,1.5884772685339041,[0.5547539640335948; -0.5547539406172401; 1.0; -1.0]
492,289,300,1.588477157337027,[1.0; -0.5547992786499576; -1.0; 0.5547992786499581]
493,188,300,1.58848400174782,[-1.0; -0.5553473862710538; 1.0; 0.5553474526797975]
494,189,300,1.588477980923442,[0.5546635094417066; -0.9999999958388506; 0.999999920431376; -0.5546636506427011]
495,117,300,1.588483833471613,[0.5545091530394619; -1.0; 1.0; -0.5545075162263913]
496,98,300,1.5884913386754724,[1.0; -0.5541667857243948; 0.5541649541781758; -1.0]
497,173,300,1.5884774286450631,[-1.0; -0.5549086243018728; 0.5549086240346274; 1.0]
498,203,300,1.5884772673067244,[-0.5547269505896789; 0.5547269505896788; -1.0; 1.0]
499,66,300,1.5886312645891332,[-1.0; 0.5558707393266604; -0.5558268248130671; 1.0]
500,293,300,1.5884774307622787,[-0.5548817906329482; 0.5548818121191822; 0.9999999795384267; -1.0]
