nPsoRun,n_iter,S,fgbest,optDes
253,3020,300,-24.563498964666284,[-0.9999999999988414 0.8717475917623853; -0.48963586397673525 0.9999990431801727; 0.9999999999998209 -0.999999999999955; 0.7242759627044036 0.7390326455904221; -0.9999999999999989 -0.9999999999998737; 0.9934203403402594 -0.6514268311288173; -0.11208012316960059 -0.7713207758210575; 0.9999999999999986 0.9999999999999873; -0.9902054063892235 -0.6230836539595219]
254,2565,300,-25.415795393516966,[0.9999887580531176 0.55116562795362; -0.5562321693452381 0.9999999311998339; -0.9999999999999993 -0.9999999999999999; -0.9996383944327066 -0.5531069040770036; -0.046174301869592344 0.01569213639416656; 0.9999999999999998 -1.0; 0.9999999999999997 0.9999999999999993; -0.9999999999999997 0.9999999999999976; 0.5489581263630569 -0.9999928388706738]
255,1483,300,-25.12023437124675,[0.5531004182667817 -0.9996512735236789; 0.9999987378036752 -0.9999972780840057; 0.844904805693686 0.9999999923004246; 0.040624076587389625 0.006439581343574993; -0.9999999927071147 0.9999993509596753; -0.9913052297098707 -0.5633349484685888; -0.9999999330417051 -0.9999999969270909; -0.5853764513045642 0.8937883419536771; 0.9999999764108045 0.6027654528698428]
256,3789,300,-25.1516796566093,[-0.022418466273372527 0.09330302954297066; 0.9931507294206788 0.9999999973345216; -0.6155016043436768 0.9999999925628449; -0.8683062050975732 -0.5994065500847713; -0.9999973771568367 -0.9999999999905452; 0.999999999011509 -0.999999971234507; 0.5620755856452843 -0.9904786597835201; -0.9999999999276497 0.8184723057529205; 0.9999694107574013 0.5597900353457489]
257,9251,300,-24.782946419263546,[0.9999999999999994 0.824095728107411; -0.9811773607914326 -0.5395282122055857; -1.0 1.0; 0.13910292294449075 -0.1471001018227421; -0.816871351113882 0.6528416335373227; 0.5858255805959485 -0.9999999999999998; -1.0 -0.9999999999999991; 0.9999999999999996 -0.6361141695456718; 0.5235728685477619 0.9991057726530199]
258,2773,300,-25.69508443775808,[1.0 0.9911735464667721; 0.508862966182123 1.0; -0.999999999999999 1.0; -0.7791838024919177 0.7549532551633266; -0.9999999989469944 -0.48911084464146987; 0.9999999999999998 -0.06337112377930665; 0.4643249088703133 -0.999999999998137; 0.9994735231516492 -0.997304458618474; -0.9704087460310862 -1.0]
259,3525,300,-24.87621586782407,[-0.9999999999999962 0.8420179599156987; -0.5839817940949451 -1.0; 0.9999999999999956 -0.9999999999999999; 0.8179131139021489 0.6578865386102408; -0.4980301921768241 0.9934403570471809; -0.05064827969969612 -0.2972231688962239; 0.9999999999999979 0.9999999999999771; 0.9816668057304376 -0.5690776096239721; -0.9999999999999998 -0.621625138344035]
260,3867,300,-26.14829393124272,[0.9940725410276684 -0.9999999999991313; -0.9999999928647153 -0.5148159233728024; -0.9999999999972812 0.9999999951675969; -0.9999552711612506 -0.9999999999755624; 0.9999999999548413 -0.45933011595415424; 0.6626609107347776 0.8695320088844091; 0.15929644759981362 -0.9999999999845879; -0.5340769468873796 0.984793318257341; 0.9999999999972339 0.9999999999970682]
261,4025,300,-26.075337953185493,[-0.4905401334311822 0.9999999999999999; 0.999999999999989 -1.0; 0.9386077464315833 0.5721571396823566; -1.0 0.9979233085940369; -0.9992794540047235 -0.9936986557688701; 0.8968503299132938 -0.6200322295315127; -0.9999999999999961 -0.058420537276574834; -0.4692610999103269 -0.9999999999999915; 0.9999999999999934 0.9999999999999988]
262,4476,300,-26.027262097969967,[0.7038973867411195 -0.8342735144804106; 1.0 -0.9999999999999967; -0.9999999999148903 0.5129780739278672; -0.999999819202376 0.9999999991582891; -0.5194787566245681 -0.9999999936698858; 0.9999999999999816 0.46523730438124133; -0.9999999999999983 -0.9999999986360947; 0.1503895282930447 0.9999999999999997; 0.9819338627569267 0.9999999999999993]
263,4451,300,-25.404095114960672,[0.1478030954038542 0.024084037018424192; 0.9999999999999325 -1.0; 0.993552683253521 -0.6055280130861355; 0.6021680863812588 0.9997408551775906; -0.9999999999999738 1.0; -0.5904247949165154 -0.9364256915354823; -0.9999999999999999 -0.9999999999999993; 1.0 0.9999999999999956; -0.976278900646619 0.5794379866790546]
264,1477,300,-25.414080114526552,[-0.9999999999983843 0.9999999999981182; 0.9999999999999999 0.9999999999529983; -0.9996523063678301 0.5506775135855978; 0.9999999999999054 -0.9999999999999152; 0.04706343491017376 -0.019240040761878404; -0.5517631865779922 -0.9996769013600525; 0.9963100342923785 -0.5574230430538024; -0.9999999999613275 -0.9999999999999374; 0.5571703603042265 0.9998182402187634]
265,2183,300,-25.387117131309246,[0.9999999892480953 0.9999999999717852; -0.9991529321671662 -0.9999999999050441; -0.5970623760632986 0.997197007586664; 0.9956810765037606 0.5860121812460095; -0.9999999988313002 0.9999999839545035; 0.6008521761940394 -0.9035734460435626; -0.9999999999998282 -0.6153974329986364; 0.9999998832427809 -0.99999997864877; -0.043197429613627866 -0.008585887755238853]
266,3833,300,-26.14438706528382,[0.4589488283777812 -0.999999999999997; -1.0 -0.9999999999999993; -0.9954866027181618 0.5229290653929284; -0.9999999999972905 0.9999999999999994; -0.8639636144252939 -0.67027229620157; 1.0 -0.17066041435125473; 0.5176040037367478 0.9999999999999996; 0.9999999999999981 -0.9999963156598612; 0.9999979811239583 0.9994260036981462]
267,2479,300,-25.418473914785345,[1.0 -1.0; -0.02870857005151979 -0.026315133259328934; -0.9996955883044115 -0.5558466219609901; -0.553789296093564 0.9988001875523543; 0.552379900906725 -0.9999934665008575; 0.9993632760553132 0.5505352592627555; 0.9999999999999999 0.9999999999999988; -0.9999999999999974 0.9999999999999976; -0.9999999999999872 -1.0]
268,2269,300,-23.940723240006758,[-0.6066643299607063 -0.9999863830022995; 0.9999680203701593 0.5214558686893249; 0.9999999520538283 -0.5258820638280444; -0.4710851522736965 0.9999891924811607; 0.037140270327794815 -0.23671817980349694; 0.9999999999999448 0.9999999999999981; -0.9999999999999948 0.9928451561959787; -0.9999999999999992 -0.5635312076119342; 0.9999999999999999 -0.9999999999999659]
269,1055,300,-23.708279778347876,[0.9999975641686598 -0.8674867634030186; -0.9867901077911566 0.9999999775369085; 0.997537091181196 0.6388606545876171; -0.5681436720283226 -0.9312377060888534; -0.9813700571152391 0.5094643177358907; -0.9999996496950918 -0.9999998780212056; 0.5381953123090275 -0.9449740973819692; 0.11524295420584243 -0.06512857674258564; 0.5503401695477329 0.9999999622021145]
270,1929,300,-25.73943991581783,[0.9999999997411442 -0.3023736760179581; -0.9999999994883627 -0.4999245348745021; 0.9999999998863404 0.9999999999797095; 0.373947970906963 -0.9999925298869488; 0.6492317428666433 0.8903585231547946; -0.5578050557929917 0.9921228147532554; -0.9999892645292283 -0.9999999999991029; -0.9999999986125816 0.9999999999408568; 0.9997140681454026 -0.9999999996192523]
271,2781,300,-25.40414970482238,[0.9998175473153298 0.5725705440166157; 1.0 -0.9999999999999073; 0.9999999999999625 0.9999999999999999; -0.027514744858600292 -0.0830645768073712; -0.999999999999993 -0.999999999999999; -0.5682876399919601 0.9614570105445595; 0.5688883357611105 -0.9992359831252628; -1.0 0.9999999999999997; -0.9996642913817555 -0.5727424992539842]
272,1765,300,-25.741390441161993,[-0.014851779967659127 0.9999999999553238; -0.99999999997896 -0.999999999972863; 0.9999999999478725 0.4848465283080488; 0.49323008811138347 -0.9999791980584837; -1.0 0.49333659694433796; 0.9999816171531152 0.980687719477901; 0.9999999999999253 -0.9957040990157062; -0.9991731500677837 0.9999999999992997; -0.715390944680676 -0.8218823044466397]
273,1997,300,-25.389012665478184,[0.04954735030260663 0.005073351411967335; -0.99999999994607 -0.5475101974319684; 0.9999999661571758 0.9999999997927415; -0.5480754076134026 0.9999999904489071; 0.9999996060555609 0.5526682181306027; -0.9999999984070694 0.9999998543771259; 0.9999999980713146 -0.9939996124675153; -0.9994494082295736 -0.9999999788128969; 0.5540085302335577 -0.9999999999978434]
274,2639,300,-25.420990946033747,[0.9999999999999998 0.9999999999999974; -0.02187824770917155 -0.012496844733904196; 0.5503879494933307 0.9999988870450346; -0.9999999999999997 0.9999999999999999; 0.9999999999996366 -0.9999999999999999; -0.5541809720429057 -0.9999050198092839; 0.9998830669224118 -0.5520773652694687; -1.0 -0.9999999999999983; -0.9999994481166287 0.5522948941220328]
275,1769,300,-25.41122260822462,[-0.9999999999998229 0.9999999999662799; -0.9999999999926349 -0.9999999999690796; 0.9999999999976842 -0.9999999999943926; 0.9995085484156429 -0.5869397224422044; -0.9810373419093616 0.5805782772531931; 0.9999999999991165 0.9999999999761253; -0.5801490812777623 -0.9525597780636048; 0.02236780531898938 0.07870220771192636; 0.5816932658729983 0.9999999999539961]
276,2031,300,-25.41083652143612,[0.9999999999999958 0.9999999999999692; 0.9974792536902398 0.5563278806940624; -0.9999999999999967 0.9999999999999203; -0.5499074519975024 0.9999768513776783; -0.9999997750098591 -0.54976220187355; -1.0 -0.9999999999999972; 0.5575689205158729 -0.9999999912017025; 0.9999999999999977 -0.9999999999999316; 0.06053951892213174 0.009576293311428353]
277,2926,300,-25.525256364409554,[-0.21925446378208371 0.9999999999999994; -0.9964195568092638 0.9967458457795092; 0.9999999999999996 -0.9999999999999984; -0.5088812851885287 -0.9780147751847623; -0.9999999999999992 0.38677743339391624; 0.7195303396669241 -0.8078765224971223; 1.0 0.5089263629975935; 0.9999990285473433 0.9999999999999991; -0.9999999999999997 -0.9531267334020408]
278,2640,300,-25.815884368860374,[-0.49311395248631706 -0.9999999999999948; 0.03261009012460389 0.9999999999999994; 0.9999999999999968 0.4802678208845985; -0.9999999999999989 0.4812614839686564; 1.0 -1.0; -1.0 -0.9968131875282368; 0.9982511057928026 0.9999999999999996; 0.7265163253193216 -0.803546962734751; -0.9998495478432234 0.9999418974501871]
279,4548,300,-25.200311576416986,[0.9537353627190666 0.5604820967741309; -0.5163300134528284 0.9999999999999996; -0.5027851689698545 -0.9999999999999988; -1.0 -0.6090150822626212; 1.0 -0.9999999999999989; -0.10452537536869197 0.1547486362362779; 0.9999999999999999 0.9999999999999993; -0.9999999999999998 0.6257489659840535; 0.7434262471435588 -0.7244641113188145]
280,2313,300,-25.682312307419746,[0.9999966569909845 -0.9999739587244003; -0.9999999999999994 0.9999999999999968; -0.9576861575488321 -0.9999999999999992; 0.9999999999999972 0.999608750072812; 0.07577697082834284 -0.9999999999999969; 0.49950539620906775 0.999986315149938; -0.9999999999999956 -0.498810251060493; 0.9999999999949579 -0.45678652527263774; -0.7931845587459668 0.7461317290523601]
281,2916,300,-25.58268215316065,[-0.9999999999999999 0.9997141936009065; 0.9999999999999997 -0.49288126366637386; 0.7415218819526739 0.8002707855447637; -0.3360344985273025 -0.9999999999999999; 0.9872706599041472 -1.0; -0.5012154954936848 0.9999714522281196; -0.9999999999999964 -0.29189734512056337; 0.9999999999999999 0.9999999999999993; -0.9992606384112405 -0.9730810661591681]
282,2339,300,-25.846381515716157,[0.9999999984788581 -0.08577886359439095; -0.9999999999919358 -0.9999999986638975; 0.5052052609357162 0.9999999749665704; -0.9707570238459712 0.9999999999955044; 0.9997527806592716 0.9946505499214581; -0.8173297647654202 -0.7177441425623562; 1.0 -0.9999644862678775; -0.9995128175150357 0.5014580945515945; 0.49494172237260375 -0.9999999999978987]
283,4718,300,-26.03382666040394,[0.9990601657703186 0.9999748969386271; 1.0 -0.9995057001632147; -0.9999999999999992 -0.9999999999999997; -0.9999999999999899 0.9999999999999997; 0.5069075518437607 0.9999999999999983; 0.9999999999999973 -0.12985618378345407; -0.8498989507036245 -0.681481556935213; 0.4643635853033171 -1.0; -0.9933590898949389 0.5162526421728839]
284,295,300,-25.23364272656917,[0.8137518603096517 0.6390609019006934; -0.981989080331448 -0.9999973815188584; -0.9870944255621167 -0.5628913901759491; 1.0 -0.6487921551621919; 0.11203519501072222 -0.35196858319168356; 0.6428923190359178 -0.9999784550142322; 0.9997597185995131 0.9998960691497398; -0.5538851287648281 0.9860565232507146; -0.9999672041540768 0.9837022751594557]
285,5305,300,-25.951338272067503,[-0.7185420597372433 -0.8191376180808718; 0.9999999999997315 -0.9999999796360307; -0.9999999999996374 -0.9999999999946474; 0.514462364603002 -0.999999999901374; -0.999999999998569 0.4703699939801689; 0.9997838774414834 0.9999989749255237; 0.9999999992085299 0.5060679889756371; -0.1215538807744654 0.9999999999955564; -0.9788865567856444 0.9999999999995575]
286,1073,300,-25.537800453140537,[0.4871892203270221 0.9999999806752955; 0.998953867226896 -0.9990276574554214; 0.9999999454237852 0.9999765352743352; 1.0 -0.4482279044834765; -0.9801212077757204 0.5837211089432963; 0.16281993226086142 -1.0; -0.9999781951470532 -0.9999897724097668; -1.0 1.0; -0.9074543517767505 -0.6339645590505103]
287,3589,300,-25.816452522892163,[-0.998769327802202 0.507452317873355; 0.6582461799830689 -0.8805020552653856; 0.9999999999896534 -0.9999999999695631; -0.5469928745163475 -0.9972793541795075; -0.999994198482072 0.9999999999999317; 0.9987922893704003 0.9999999988725571; 0.33772825632391007 0.9998094853564549; -0.9999999999764431 -0.9999999997194842; 0.9999999997468099 0.3477476624546497]
288,1469,300,-26.132036428058793,[0.5689956415723435 0.9455563846702936; -0.6631662502467762 0.8737801692847414; -1.0 0.9999999999998708; 0.9614576906018106 -0.9999999124656198; -0.12233194558092547 -0.9999999999944428; 0.999999999757009 -0.5038856916550657; 0.9999999999947393 0.9999999999913902; -0.9997688555705099 -0.9999999999999996; -0.9999999999943693 -0.46551603039883444]
289,3274,300,-26.07389003948,[0.999999999999837 -0.9999999935432854; 0.9999999997061724 0.5157667484786076; -0.9998236631442251 0.9999999999994641; -0.699722390463889 -0.8417568877655679; -0.9999999999996483 -0.9999999999976321; -0.9999999999998594 0.4634067875791363; -0.16697983950349563 0.9999999999995619; 0.9856301217107106 0.999957766069574; 0.518018011215182 -0.9985327421019623]
290,2328,300,-25.390675282772587,[-0.022422905358690848 -0.07524813697192692; 0.928240282762895 0.6009053876133901; 1.0 -0.9999999989599707; -0.9851065429020563 -0.9999999998394405; 0.6097470982519937 -0.9999850350716653; 0.9999999981943823 0.9999999999983998; -0.5858990289088732 0.9590716211813748; -0.9999999806386214 -0.5994182852801804; -0.9999999978880975 0.9999999999320615]
291,4360,300,-26.081516503643716,[-0.8983523622941514 -0.618053021133134; -0.999999999999947 0.9999999999999996; 0.9999999999999528 0.9977934648856679; -0.9999999999999989 -0.9999999999999992; 0.9999999999999951 -0.9847713473934765; 0.4730648305116893 -0.9999999999999998; 0.9999999999999998 -0.038129458991004256; -0.9295146532160737 0.5843818043865393; 0.4871585284333704 0.9999999999999992]
292,2339,300,-26.07420229732175,[-0.9999999997501583 0.9999999999753856; -0.9999999999614251 -0.9999999997933553; 0.22127593327080797 0.9999999508074676; 0.9999999972424178 -0.9999999997716217; 0.9810124120654057 0.9999999992473311; -0.9993967170665937 0.5219272627843733; 0.9999999300071869 0.4434166367279271; 0.6858152780727687 -0.8553305732590037; -0.5335805403328383 -0.9999799014222989]
293,3272,300,-26.12383362150181,[-0.9999999997835495 0.9999999971237248; 0.9999999982957212 0.9980974112743869; -0.9989114954001376 -0.5210052772438281; 0.46033707179386646 0.9999999979467854; 0.520498760161033 -0.9979833174710124; -0.8592321837165419 0.6766266977444934; 0.9999999999986554 0.17340109236356027; -0.9991900624136432 -0.9999999996593243; 0.9996260838192064 -0.9987350816307753]
294,1661,300,-25.387522865976397,[-0.05512388997046665 -0.09413991117126642; -0.5600018924884503 -0.9998063045345937; -0.999999999993693 0.9999999999999267; -0.9999999999971587 -0.9999999999947136; 0.9999926321288557 -0.5564404805548884; -0.9998535016818785 0.5491301028094054; 0.9999999999999567 0.9999999999998178; 0.9999999999997681 -0.9999999999998107; 0.5450374669732472 0.9999997432297626]
295,205,300,-25.004914948334665,[-0.039656245694348544 0.18321323203489637; 0.9999981380868203 1.0; -0.5766362939111305 -0.9403131371670205; -0.9999714183675054 -0.9802831533431149; 1.0 -0.5877194515608143; -0.9763393017420787 0.5921382104682624; 0.999966759566275 -0.9968504015836076; 0.5792250369428775 0.9999995442738897; -1.0 0.9999996544137293]
296,3037,300,-25.392347197486384,[0.9999999999999989 1.0; -0.5492466325243366 0.999760205286344; -0.9999999999999989 -1.0; 0.10248284560113262 0.015101647611424763; 1.0 -0.9999999999999972; 0.5600874924625617 -0.999999999547058; 0.9997774748637976 0.5581042750047533; -0.9999999999999998 0.9999999999999993; -0.9975751439532999 -0.5476124580132451]
297,4301,300,-25.506679747425913,[-0.6841532713626987 0.9999999999999961; 0.1596021865400471 0.1306831651345771; -0.6682670965356136 -0.8004508405779323; 0.6736870056014627 0.9999999999999996; 0.9999999999999988 -1.0; -0.9999999912777613 0.5392614687844506; 0.6031426968635764 -0.906735185617363; -0.9999999999999973 -0.9999999999999997; 0.9999999999999953 0.5574684897105595]
298,3125,300,-25.374223678135454,[-0.7155605975128971 0.8051629430597598; -0.9946771263337163 -0.9999999999999997; 0.999999999994939 -0.9999999999651333; -0.9999999999999983 0.9999999999999966; 0.3996557458139375 -0.9999999999999948; 0.5338644108010905 0.9549323305083102; -0.9999999999999996 -0.4674383032321563; 0.999999999999992 -0.14164417581343203; 0.9999999999999997 0.9999801293645102]
299,1540,300,-26.138031912206266,[0.9990901643516104 -0.5200511183701615; 1.0 0.9999871796835174; -0.9999999999447443 -0.4590819122697158; -0.6760473614996643 0.8598065271576606; 0.5203429086036592 0.9999674087359534; -0.17654838297327585 -0.9999999999461059; -0.9999999998093388 0.9999999954727086; 0.9995854082609509 -0.9999992340857419; -0.9983531640536761 -0.9999999981571657]
300,2841,300,-25.368271383392592,[-0.9999994402277422 -0.5429255775006423; -0.9999999999999998 1.0; 0.5549532734393444 -1.0; 0.9999999999999999 -0.9437144582135649; -0.9999999999997936 -1.0; 0.6212092515454459 0.9999999999999989; 0.9999999999999998 0.6294945381119906; 0.308638480660911 0.005713170516957001; -0.6550484481074216 0.786922148950834]
301,2714,300,-26.079041152714577,[-0.9999999999999608 0.4819325275343817; 0.9999999999999999 0.47819079705514894; -0.9999999999999999 -0.9999999999999999; 1.0 -0.9999999999999998; -0.9854343625703978 0.9999999999999981; 0.011682768255403061 0.9999999999999997; -0.599859694661782 -0.914629727872901; 0.9908960960971677 0.999999999999998; 0.6091882356412343 -0.9079897940297017]
302,3582,300,-26.14080791076468,[-0.9999999999999982 0.46001177565578694; -0.1465099626039551 1.0; -0.9991478743322497 0.9999999999999999; 0.5350081322874964 -0.9799933731429539; -0.9999999999999998 -0.9999999999999993; 0.9999999999999962 0.5114276942982237; -0.6549150922711185 -0.8742732807789231; 0.9995478267475281 0.9999999999999988; 0.9999999999999999 -0.9999999999999988]
303,3438,300,-25.93133536023055,[0.4704253082673017 -0.9999997033928648; -0.8362753102577344 -0.6999819214963379; -0.9999995523474966 -0.9999998354245329; -0.9999995432731233 0.9999913936286147; 0.9999999999987125 -0.9653285247170944; 0.9999980540699641 0.982124307198164; 0.4931774195895041 0.9999999918529326; 0.9999949732770539 -0.08059368727866623; -0.958160022914345 0.5576947170695282]
304,3063,300,-25.407281596304564,[-0.5840257745089679 0.9307215832141392; -0.9999999999999939 -0.9999999999999974; 0.9999999999999969 1.0; -0.9999998416928576 -0.5740529903857584; 0.05439152721183363 0.010834461356436254; -0.9999999999999994 0.9999999999999958; 0.9999999999999996 -0.9999999999999999; 0.9999999722646479 0.5986247428224367; 0.5840292664072265 -0.9980219184610563]
305,1374,300,-25.63960849516397,[0.9999924405786217 -0.9999999999723403; -0.9999999998855568 0.9875822402403577; -0.9999999994063085 -0.4321155247459187; 0.9999999999722634 0.9999999875892063; 0.9999844021128685 -0.506724022374709; -0.48487745441573527 0.999999999947253; 0.798822867305585 0.7442379590398044; -0.9761002742433792 -0.9999999988849709; -0.13453843341097893 -0.9996995758220006]
306,4658,300,-26.115004308581256,[-0.5134501271676005 0.9999999999999917; 0.9999999999999811 1.0; -0.9999999999999934 -0.15498949296177894; 0.999999999999995 -0.9999999999999984; -0.9999999999927429 0.9999986355196038; 0.8619676090862591 -0.6706687096970708; 0.989499997255729 0.5273551402676578; -0.46030374845195243 -0.9999999999999979; -1.0 -0.9953012173169463]
307,2733,300,-25.79543556181108,[0.9999761046060518 -0.9999999999999994; -0.47940392112005753 0.9999999999999998; 0.9999999999999996 0.9999999999999993; 0.7993852772966246 0.7295435809020756; -0.47415423037095134 -0.9999999999999982; -0.9999999998732328 -0.9999824027877305; -0.9999999999999905 0.01395592238956684; -0.9999999999999917 0.9999943689731948; 0.999988027441914 -0.49003534413485444]
308,683,300,-25.458312068753713,[-0.999999948433499 -0.9969938094097273; -0.27806906621713856 0.9999999999797177; 0.8872371957198132 -0.6322954133115569; 0.9194800754186699 0.5844054939354065; -0.9979669366475378 0.9999940508901698; 0.999999943810118 -0.9999997256058818; 0.9999999851130442 0.9999998460681125; -0.9999994094045408 0.32113962580131555; -0.47192939375850224 -0.9999996898566682]
309,703,300,-25.38790574384817,[-0.9999533055162075 1.0; 0.5490390763822689 -0.9927283556301735; 0.9996468151956306 0.999998008884089; -0.5637929871538861 0.9994583362442939; -0.07593560775224703 0.06642642289450836; 0.9998047659914808 0.5559802308789158; 0.999994827700812 -0.9999641121220505; -0.9999553931754536 -0.999980551398748; -0.9989210358678858 -0.5562728157324722]
310,3351,300,-25.857020223972363,[0.9845286838311712 -0.9978614933543885; -0.9999999999999992 -0.5084435656788797; -0.5628521804049644 0.9774918566783222; 0.9999999999999997 -0.3835709890592458; 0.2952333000125558 -1.0; -0.9900420307451996 -1.0; 1.0 0.9999999999999913; -1.0 0.9999999999999993; 0.6662206242516123 0.8739085127515268]
311,4038,300,-25.602523513641053,[0.9987815283213335 -0.4856926357144528; 1.0 0.999999999999991; 0.7697722293182697 0.756825127092943; -0.48568295014921953 0.999999999999977; 0.9999115227606736 -0.9999999999999893; -0.9961960515743952 -0.999999913908398; -0.9999999999999992 -0.2891776743371167; -0.3169250089879918 -1.0; -0.9999999999999999 0.9999954484335043]
312,4789,300,-25.349744205916426,[0.9999999999998709 0.9999999999819759; -0.3254008301727842 -0.011134764864838491; -0.5680305588229745 -0.9999999999104978; 0.9999941856432135 -0.5490676855130141; -0.9999999999999837 0.6303294710809704; -0.9999999999999999 -0.9998655275878916; -0.6867769186020303 0.999999999999999; 0.9953876643094993 -0.9999999999999927; 0.6241184751309933 0.8191262398371041]
313,8741,300,-25.54682361088552,[0.5692024180867897 -0.9991895840130811; -0.9998750465493517 0.9999998248631604; -0.9999999987886619 -0.9999999999999998; -0.436436269594136 1.0; -0.9999999760276481 0.19465497975388396; -0.6469454251665296 -0.895208680049482; 0.9865604750610217 0.5016381297333069; 1.0 1.0; 0.9999999421123558 -1.0]
314,316,300,-25.310921086166985,[-0.9059211717953477 -0.5986593768872011; -0.9999941228953592 0.9735736885122014; 0.9704592787216754 0.5970003153909594; 0.9990851586157837 -0.9999742004378074; 0.999941442516697 0.9999999999333427; -0.9996570757905732 -1.0; 0.5915923219710532 -1.0; -0.059203218249848685 0.10221792785084022; -0.623508714722446 0.9999663498921528]
315,2912,300,-25.4205799854198,[1.0 0.9999999999999989; -0.983994744282968 0.5643319599661482; 0.9966670639964124 -0.5602618120438241; 0.5617497582724792 0.9955827267398869; -0.9999999999999997 -0.9999999999999996; -0.9999999999999996 0.9999999999999999; -0.0030469932204998267 0.011411144633664142; 0.9999999999999983 -0.9999999999999997; -0.5649884230136963 -0.9999951074913427]
316,1664,300,-25.42820726435045,[0.9999998492164147 0.9999999999983625; -1.0 -0.9836949187695134; -0.15142307877013425 0.9999999999451428; 0.8587049747176921 -0.6818715565604911; -0.977074520483512 0.9999999999955201; 0.9999999999999916 -0.9999999999999999; -0.9999999999996017 0.4179946688596409; -0.4769937899938971 -0.999999999840974; 0.9543177311227474 0.5591175463064806]
317,247,300,-24.488199947817904,[-1.0 0.9996141156711001; 0.9975567763027234 -0.7533863141808115; -0.9995157346550337 -0.9995524237100644; 0.5708898242107695 0.9996177675876933; -0.9987786484054522 -0.538056535752282; 0.251655228057577 -0.07000474825925261; -0.7202490167868917 0.7304245127842937; 0.9999962772221573 0.8516297656344181; 0.6000067524675112 -0.9947681712236366]
318,7244,300,-25.362446736669533,[-0.5787417178556885 -0.996669549522639; 0.9999992777082666 0.9943743772039938; 0.4853605205429373 0.9769338895411225; -0.9999999642588454 0.9999999999999998; -0.9999999999999958 -0.9999999999999952; 0.9999999999999957 0.15696734301892973; -0.9999978306667436 0.49823607753505955; 1.0 -1.0; 0.640565610129541 -0.9049973528796833]
319,2551,300,-24.82048601643952,[-0.6378313891677841 0.9980453164345239; 0.7480705274951753 0.7422592145794887; 0.8639406778109783 -0.9999999999999954; -0.8541250042279096 -0.026948342867763007; -0.9999999999999997 -0.9999999999999996; -0.6278021296872316 -0.9520509016296556; 1.0 -0.489313010972266; 0.9999999999999996 0.9999999999999992; -1.0 1.0]
320,3135,300,-25.73138115631199,[-0.37503393805377 0.9986871524386216; 0.9980469704407474 0.502757775433018; -0.6508357394733841 -0.8889593562678338; -0.9999999999999946 0.30451079283050103; 0.5575010089803015 -0.9937516844421204; 1.0 -0.9999999999999966; -0.998677997257157 0.9999999999999936; 0.9999896058775207 0.9999999999999998; -0.9999999999999992 -0.9999999999999886]
321,925,300,-25.399142258353624,[0.571553972006126 -0.9989011053004015; -0.9999999978774348 -0.999999999856894; -0.5599864623451553 0.9999991794711414; -0.039839321305365834 -0.10816597987837073; 0.9999999999999991 0.9999999999861728; -0.9999999993481056 0.999999954573465; 0.9736296911898943 0.5586675896977501; -0.9979572661221349 -0.5734770375569107; 0.9999999996575331 -0.9999999998576821]
322,3314,300,-25.764541020676777,[-0.48281032559783144 -0.9999999999999961; 0.9999999999999957 -0.49299460498861886; -0.9927479669576426 -0.982231411378678; -0.999999999999986 0.02703922869129044; 0.9999531974409127 -0.9999999999999994; 0.7894975709533466 0.7533314433266838; 0.9999999999999881 0.9999999999999994; -0.488616980238372 0.9999999999999979; -0.9999999999999988 0.9999999998914834]
323,3505,300,-25.613503587385903,[-0.9978098534204599 -0.9999999999999513; -0.9999492640328749 -0.48663338408657897; 0.285697860208122 -0.9999999999999989; 0.9991551364903584 -0.9999949079314131; 0.9999999999999971 -0.3213712010316; 0.48487523753087736 0.9999842880644614; -0.9999999999999992 0.9999999999999997; 0.9999999999999606 0.9990776172993796; -0.7649894848796673 0.7608584107067043]
324,3393,300,-25.412973429967316,[-0.9999999999999998 -0.9999999999999997; 1.0 0.9999999999999958; -0.9999999999303365 0.5548580724271982; 0.9999034982114438 -0.549345711031437; 0.9999999999999991 -0.9999999999999977; -0.9999999999999948 0.9999999999999967; 0.549228694108835 0.9999861059062217; -0.5560119249114328 -0.9998073481382413; -0.057555272675619225 0.005708196593724451]
325,2962,300,-25.40408063142728,[-0.03297627771866066 -0.07507643721446142; 0.999999999999996 -0.9999999999999926; 0.606903469388166 -0.9536926484893975; 0.9999999999989475 0.9999999999999999; -0.6024913980021341 0.9565782481487651; -0.9835405250855304 -0.6171859260052195; -0.9999999999999997 0.9999999999999906; 0.9757610812356079 0.6058479108379831; -0.9999999999999994 -0.9999999999999969]
326,1237,300,-25.41137205560581,[-0.5609904131614544 0.9998017229374002; 0.9999999999108905 -0.9999999996307231; -0.029856475125332124 0.056237886220625456; -0.9999999999981859 0.999999999932819; 0.999999999238053 0.9999999998896703; -1.0 -0.9999999994788168; 0.9982415755109316 0.5577937867279947; -0.9939834326294165 -0.5535802671376048; 0.5511864102900005 -0.9999261456835659]
327,549,300,-24.964931087344826,[-0.9965428043046423 0.5787722986366183; -0.8715444308853033 0.9999640681744257; 0.9043790308397444 -0.9999837577299637; 0.9877082808012618 -0.6277139120729271; -0.9999828605305311 -1.0; -0.6308339999200553 -0.7867877432189864; 0.6065358209247232 0.9993649840441681; 0.17798617883810672 0.12862481402136106; 0.9999975750816589 0.9999998314648696]
