nPsoRun,n_iter,S,fgbest,optDes
249,1343,300,0.6271553019464403,[-0.006182203307917708 -0.8789747937823426; -1.0 0.9999999999983872; 0.00650004627192036 -0.025906821019988095; -0.997599887414782 0.011786892136074886; 0.00639422515403014 0.862982529207968; -0.9999999999999464 -0.9999999999999999; 0.9999556167936855 -0.0004684780641886979; 0.9999999999899474 0.9999999998561238; 0.999999999998915 -1.0]
250,1098,300,0.6285286425808188,[-0.010553090777394943 -0.9999440928446809; -0.037385684874037 0.004139131868471043; 0.0787527107006882 0.9962102046148005; -0.9999999996822257 -0.9999999927058968; 0.9999999542644421 0.999999999504104; -0.9003145852150215 0.04554124370446455; 0.9999999995366933 -0.9999999962937417; 0.8393761625347169 -0.047310781095941785; -0.999999999569449 0.9999999998797916]
251,1065,300,0.6288829190734653,[1.0 -0.9999997827572722; 0.9785100939223987 -0.06855906615836581; 0.016787223092576624 0.9351503199742729; 0.9999998130944618 0.9999847465501239; -0.029828586415657762 -0.857725705125904; -1.0 1.0; -0.9999999999988285 -1.0; -0.9603077006800174 -0.020602732033430975; 0.031947069245748055 0.0350249498024706]
252,1794,300,0.6282720557896866,[-0.9999999990006175 0.9999999985192948; -0.9999710451450144 0.06787822546806893; 0.9999999820265317 -0.9999999999818604; -0.028599794613289233 -0.9041452413272454; -0.005815056698331399 -0.0445338255508314; 0.9999999985930036 0.999999999901978; 0.03339844844408986 0.83570728046229; -1.0 -0.9999999996271445; 0.9986739607487383 0.008107734740203591]
253,591,300,0.6276877910292004,[0.9999989628104424 0.9999989669661034; -0.9051578410423684 -0.0020899035149130464; -0.9999999238878228 0.9999993200695498; -0.008289240787781585 -0.9449492553670317; 0.017611352529105926 0.9789166753482043; 1.0 -0.9999987003866438; 0.9013683828252221 -0.02809574739814959; 0.010941546665522776 0.02706929591771118; -0.9999998424750984 -0.9999986698385643]
254,1208,300,0.6271221724863528,[-0.8715133461179703 0.013493975482667396; -0.9999999999894317 0.9999999999999485; 0.007884694609081085 0.0038360424642887576; -0.00842191330513663 -0.9999999989371977; 0.016715653234310075 0.999999686866639; 0.8679911712192313 -0.012165730857680851; -1.0 -0.9999999999526729; 0.9999999998376081 0.9999999999937964; 0.9999999999999718 -0.9999999999823336]
255,1069,300,0.6280577090338713,[0.9186210961753887 0.03134546281686414; -0.9450427907037053 -0.02725862352702776; 0.047832648136038096 -0.9314871880034967; -0.9999999895135888 0.999998710303952; -0.9999981361846276 -0.9999999964856175; 0.9999999711442943 -0.9999980431779077; 0.00859896071613205 0.0042419296247593885; -0.010399656249418842 0.931244976748977; 1.0 0.9999995943224681]
256,1501,300,0.6272639246882156,[0.9999999999736064 -0.9999999999981835; 0.8786996485743988 0.011325278467089743; -0.8638600577270353 -0.014441905052700568; -0.0008718886621179062 -0.9977951230005514; -0.9999999999913911 -0.9999999999722614; 0.9999999999981984 0.9999999999862057; -0.014536967016752457 -0.0030042572383712786; -0.9999999999952954 0.9999999999999976; -0.025980847943618903 0.9986611424210644]
257,1189,300,0.6273954976783851,[-0.01297261573514687 0.01529270582149257; -0.9872892414445172 0.0021347701647427258; 0.00735147807999636 0.889020231248159; 0.9669528993362309 0.006094682836403459; 0.011234535785952012 -0.8901978893811721; 0.9999999998357889 0.999999999997448; -0.9999999999991004 1.0; 0.9999999999798715 -0.9999999987902887; -0.9999999998814549 -0.9999999999986432]
258,1437,300,0.6274789325971246,[-0.023421916463150613 -0.8582138479098748; -0.9911843216752848 0.005462910360517763; 0.02046642701636981 0.8883974736337009; -0.9999999999968395 -0.9999999999999987; 0.9999999999973168 -0.9999999999999607; 1.0 0.9999999999999871; 0.9999453933003629 -0.037964234542524254; 0.02087320099262588 0.02221816674475325; -0.9999999999998294 0.9999999999998871]
259,1669,300,0.6280960732441896,[-0.9999999999745088 1.0; -0.026089418112823438 -0.9445028891156012; 0.0017850608116666872 0.9999149979342267; 0.9018619737827014 -0.04164140232509856; -0.9999999999974104 -1.0; -0.8863634018416622 -0.012929462040032957; 0.9999999999961017 1.0; 0.9999999999966902 -1.0; -0.005053285123270187 0.025519918039291038]
260,2188,300,0.6297119238985598,[0.038134250607767255 0.01816233194257507; 0.9909504253348984 0.003638659055649451; -0.9999999863505752 -0.9999999992505431; -0.8892873368188646 -0.009359342868932214; -0.04872213768634126 -0.9202578921045433; 0.9999999998422736 -0.9999999724731468; -0.06325419639132289 0.929590581136823; -0.9999999998255318 0.9999999996335044; 0.9999999692718708 0.9999999762846611]
261,1398,300,0.6290414571036838,[0.9997314752604838 -0.040223307403561; 0.9999996965851867 1.0; -0.9775846001880532 -0.05971179745551558; -0.001735661954402569 0.07278089132953267; -0.9999998926015362 -0.999999993992835; -0.02377316819690903 0.9276886612708908; 0.9999997461157683 -0.999999778822478; -0.0002659496844787116 -0.8329313288747784; -0.999999999997766 1.0]
262,1578,300,0.6279113706592484,[-0.9999999999930701 0.9999999999999997; -0.9999999999516713 -0.999999999998947; 0.9983872173402049 0.05233071295696433; 0.9999999999766713 0.9999999999786096; -0.9904782405072083 0.012967466843701068; 0.0067124224146055 -0.035928003828587775; 0.015280866438960422 -0.9035299259913994; 0.9999999999990615 -0.9999999999988229; -0.024665048667856543 0.8453087633236038]
263,1756,300,0.6272403995065277,[-0.9999947224125765 -0.9999999818812628; -0.9989815785625028 0.02721469529095853; -0.9999999903258615 0.9999977393507324; 0.999999999876692 -0.999998701557476; -0.018745089637161264 -0.8757669920993225; 0.9999991127920356 0.9999999999871537; 0.9993087077904976 -0.012792927360930443; 0.0222098741455893 0.8647035175171123; 0.007419400941431572 -0.002163132128713164]
264,1166,300,0.627291444119869,[1.0 0.99999999968891; -0.8813978544177439 -0.018759889004171134; -0.0081538087709237 0.9960937398457298; -0.9999999996338091 1.0; 0.9999999999378103 -0.9999999999980937; 0.030910951459155428 -0.9996157103117538; 0.8613028763856707 0.021048651501788807; -0.9999999996288366 -0.9999999998696262; -0.012263849265184335 -0.006707587201955304]
265,1175,300,0.6275892565219298,[1.0 0.9999999999983971; 1.0 -1.0; 0.8948961384244871 0.01342143925749663; -0.0398301297384517 0.9973760338929379; -0.009801618584970742 -0.9993995153628888; 0.03805569881009099 -0.011465763247380339; -1.0 1.0; -0.8476217549438751 -0.01778289086755873; -0.9999999998609292 -0.9999999998153907]
266,1043,300,0.6297396825631307,[-1.0 0.07275709170549248; 0.9999999999540095 -0.9999999301623331; 0.9507316064748331 0.035147020178692145; 0.037830721644420716 0.8424945845621816; 0.0065653537196617455 -0.9414860142037833; 0.999999999999807 0.9999999990825181; -0.9999999633660902 0.9999999919461603; -0.9999999999838098 -0.9999999992372648; -0.04444696870392387 -0.06077193667140665]
267,1979,300,0.6297611612947693,[-0.9999999862749216 0.9999999807510418; -0.04651154259860847 0.9424566310866488; 0.9999999044858604 0.9999998743707782; -0.9314747624800369 -0.06408704459882254; 0.0645096073389799 0.03797953527486447; 0.9999857081905157 -0.03341780599327041; -0.9999999981268012 -0.9999999990864651; -0.0056500661602679044 -0.8592357338701037; 0.9999999565149527 -0.9999999341944771]
268,744,300,0.627481231224636,[0.9999998876182654 -0.999999898439793; -0.8576075358651798 0.011191888348223081; -0.020112810773009932 0.9856891477284105; -0.9999999581257365 -0.9999999710646408; -0.9999999998077908 0.9999997742735969; 0.016420519775698098 0.005592241255877347; 0.894374474715952 0.007788606057073121; -0.023936653519600618 -0.9999982198414397; 0.9999999994740675 0.9999984491912502]
269,693,300,0.6697600422313331,[-0.9999899985371984 0.21129083973588172; 0.015060998950701458 0.12771681076292993; 0.6864291828014036 0.9999958868887692; -0.9999993710556478 -0.9999930418493469; -0.014303145453916493 -0.999998025604917; -0.03018965473223051 -0.01747690238528462; 0.999997727237611 -0.9999969116416457; -0.478271954526777 0.9999998388737168; 0.9999963237293539 0.10404551437181661]
270,1226,300,0.6277921678702931,[0.9999999999993334 0.9999999996101948; -0.9334159202372067 -0.0018467515498636646; 0.024064783364332747 0.9567517876729379; -0.9999999999747038 -1.0; 0.019236602081166405 -0.9429055157009817; 0.896036492526109 -0.005659008939249533; -0.9999999999749714 1.0; -0.01445680788561306 0.023319966012210713; 0.9999999999907722 -0.9999999999835779]
271,1302,300,0.628093671051934,[-0.9999999990980211 0.9999999816435416; -0.02720056976586967 0.9237222514548965; -0.9999999988631383 -0.9999999977230544; -0.9041310499022446 0.004518565706550604; 0.9315135641586795 0.0302009717327857; -0.0038114142248940586 -0.9700617277652896; 0.9999998559542439 0.9999999921173773; 0.9999999981165564 -0.9999999999000309; 0.013560347412010185 -0.05324672210811355]
272,1119,300,0.6278916959276304,[0.017717820300459416 -0.029911762441311916; -0.9999973452289355 -0.9999961609971476; 0.004674665255721626 -0.9085296518219754; -0.9627640151889065 3.8764197576536115e-6; 0.999996971707347 0.9999999998525647; 0.9999995453170903 -0.9999997308806038; 0.992727771522917 0.04034331501731486; -0.999999372853611 0.9999998941280357; -0.03441197400884565 0.869212767417845]
273,2644,300,0.6291059200034581,[0.9999999345465629 0.9999999997203106; -0.012924828178645318 -0.037240526976112326; 0.04858395833577194 -0.9491729161239691; 0.9999999986433644 -0.9999999831183266; 0.9400171359860193 0.07988204735247999; -0.05087567738473419 0.8881588328617043; -0.9470999943508689 -0.016919969616956625; -0.9999999770688762 -0.9999999964591219; -0.9999999999887759 0.999999999977142]
274,1344,300,0.627685953592562,[0.9999999997038892 0.999999999999337; 0.9999999999972435 -1.0; -0.015555148037708414 -0.8978935727486841; 0.013477340119170225 0.8497207624160003; -0.9999999999999711 0.999999999996919; -0.015679388271159903 -0.016786238877206573; 0.9941869739645933 0.015609467112158694; -0.999999999906338 -0.9999999999704826; -0.996266530545823 0.04425026532818881]
275,1726,300,0.6274732221901486,[-0.8733122373676536 0.0034229377069416355; -0.00765695763289931 -0.9913932937436951; 0.9999999999817696 -0.9999999999941266; 0.032232302237149624 -0.022665393123941564; -0.9999999999997623 0.9999999999646916; -0.013709221104909025 0.9712721328557906; 0.9999999999999903 0.9999999999999746; 0.8988203572649434 0.010535127299550407; -0.9999999999963279 -0.999999999720101]
276,2324,300,0.6289617652949152,[0.9999998771672397 0.9999999629411713; -0.9518472646209791 0.018905226607178853; -0.9999999502966676 -0.9999999936624754; 0.04576346253126746 -0.973514248812739; -0.9999999857121402 0.9999999996180869; 0.8902719617232095 0.044296313904490583; -0.043956201922172054 -0.03218877571218827; 0.9999999930245242 -0.999999841183592; 0.014849326557069761 0.9139398720394601]
277,1617,300,0.6278888649705738,[-0.9999999998425733 -0.9999999160767389; 0.9999999993614886 1.0; -0.999999999999697 0.9999998942443707; 0.03376987672910689 -0.8451385056871722; 0.999999737312289 -0.9999998476165332; -0.03125033985273744 0.89365306693392; -0.006717802175037702 0.024151976759814883; -0.9999817769327848 -0.06004787883359016; 0.9992485135230258 0.0030140376356337564]
278,1623,300,0.6285783959993125,[0.032590932233072877 -0.9722173999136094; -1.0 -0.9999995183560003; 0.8507569221558628 -0.010327534312678422; 0.9999999994827118 -0.999999994653771; -0.9999999994799238 0.9999997415496331; -0.9316327266621206 0.005392370983605172; 0.048938039386173145 0.9799342621344738; -0.06721233079514195 0.013604825189469299; 0.999999953923546 0.9999999104542419]
279,653,300,0.6274783239661941,[-0.9998959717847459 -0.9999946446702903; 0.8920866232171963 0.0038277257173532954; 0.9999974156723324 -0.9999971586790682; 0.9999828814812954 0.9999861793681787; 0.03575320311422841 0.01933776587988392; -0.02078845264619705 0.9982645993492126; -0.8498358457014807 0.006094311347426813; -0.9999729904060722 0.9999882166657196; -0.022940579519007895 -0.9997400460693703]
280,1536,300,0.6277839320117752,[0.9999999997489477 -1.0; 0.03061116052081629 0.9692136733689016; -0.917548402178655 0.01111598497311936; -0.004445625702193466 0.039033302081003626; -0.9999999999056055 -0.9999999999829352; -0.006532637608907549 -0.9448223358760466; 0.9999999999949354 0.9999999999548632; -0.999999999978807 0.9999999986366328; 0.8979044631002735 -0.025378886669692506]
281,1980,300,0.6272023482450806,[0.9999999941909742 0.9999999757021166; 0.9999999902328132 -0.9999999999982638; 5.215084335313872e-5 -0.8829158551898085; -0.9999999954592111 0.9999999982399052; -0.999999998587931 -0.9999999989422116; 0.9998615415035308 0.018382336935646084; -0.9993427688945496 0.014372534560251497; -0.008046631277195753 -0.0062741152543527665; -0.004176254531744394 0.8575592358086926]
282,1103,300,0.6288533178612995,[-0.011015248078498643 0.05776374061499226; 1.0 0.035237873517609805; -0.999999846568546 -0.9999998847214869; 0.9999787225375671 1.0; -0.9999992658549074 0.9999925777557589; 0.04303755723525913 -0.855111104218408; -0.9797020519031783 -0.07048847103442238; 1.0 -0.9999813717216843; -0.06645096350014465 0.8977162125885789]
283,1098,300,0.6292794620716191,[0.9999999236530327 1.0; 0.05565834529053243 0.9724247524755333; 0.9999999850060863 -1.0; -1.0 0.9999996486361951; 0.006425018456676418 -0.9059769495757314; -0.9563016303582428 -0.01383579366418711; -1.0 -1.0; 0.894102655809732 -0.056872816313582944; -0.038079778808878265 0.03832082143593429]
284,1355,300,0.6286546869837291,[-1.0 -0.9999992903255034; -0.05469755284428412 0.9578994051626101; 0.9999999999224833 -0.9999999948122661; 0.9524742305550317 0.0024035934720075653; 0.028448345139246583 0.01361909213114155; 1.0 0.9999939045946392; -0.024924452046053504 -0.9363453284336472; -0.9999999444534095 0.9999999949976137; -0.8822361500746859 -0.025929496537041317]
285,1227,300,0.6279919102667157,[0.03199400290169565 -0.0009935797717982862; -0.9999999998625905 -0.999999998461029; -0.04795727508049081 -0.9858997058062222; 0.9100635224282266 -0.01558502925654017; -0.8476223258709629 0.008945314731152954; -0.024791133562575035 0.9930638149841241; 0.9999999969601135 -0.99999999999998; -0.9999999980952957 0.9999999950626207; 0.9999999999998038 1.0]
286,664,300,0.6274585668726606,[-0.0153350003507984 0.9740597799548627; 0.00212351911150339 -0.9988483666784537; -0.9999999756251801 0.9999996586138042; 0.9999979221599092 0.9999993266454617; 0.9999996912752076 -0.9999942703064444; 0.8911540727306599 0.020926844099329628; 0.031893256534068444 -0.013031459505209494; -0.8719082089321673 0.002176971604271295; -0.9999963270323476 -0.9999999861486852]
287,1484,300,0.6281355203924385,[-0.027793245930805247 0.9286919655809662; 0.008597470432130093 -0.016892090022879194; 0.999999999990533 0.9999999999961363; -0.999999999993893 1.0; 0.9154674987772391 0.049610690939529495; -0.9999999999950857 -0.9999999999983777; -0.9259983176721636 -0.021732761742321416; 0.04371194435126748 -0.9557436525883775; 0.9999999999973673 -0.9999999999998461]
288,856,300,0.6277683769401223,[0.019316884990858655 -0.8798182311749192; -0.9999962228287805 0.9999992655894319; -0.9981963017451879 -0.02409946924049691; 0.9637313858266088 -0.0045189543543953815; 0.9999998674154127 -0.9999950709907398; -0.999999799073645 -0.9999966089433802; 0.0004059970440487124 0.8934533862698857; -0.0508341051598701 -0.023293771865083204; 0.9999983628771905 0.9999999801174485]
289,1435,300,0.6286906038791976,[0.9999999999905467 -0.9999999999331098; 0.9271513896773713 0.03165580892320729; -0.9999999998912908 0.9999999999735503; -0.01326128936388854 -0.981684170209716; -0.9999999999997354 -0.999999999877152; 0.0032384708470769405 -0.049016486126410144; 0.9999999999853781 0.9999999999992232; 0.003400519984800341 0.9028802972837122; -0.9178687322153195 0.04699134663859385]
290,1139,300,0.6671019669224829,[0.9999999999103253 -0.38321223568887375; -0.9999999996400025 0.9999999993598178; 0.03557676844677312 0.9999999998321702; -0.1244396869169975 -0.26257643915251194; 0.22624069875060998 0.13843463229359054; 0.3359836950092059 -0.9999999999997944; -0.9999999999520659 -0.04582496840362622; -0.9948562281441179 -0.9999999999994054; 0.9999999997336966 0.8863628260745818]
291,1557,300,0.6272574499787744,[0.9999999999999993 0.9999999999999918; -0.9999999999976408 0.99999999999865; -0.011410465801880291 0.8824911611735824; 0.010141805609633969 0.03321436606229133; 0.005971863774249321 -0.8648371600588171; 0.9999999999994532 -0.9999999999996658; 0.9999708335672545 0.003120576135308528; -0.991311271529167 -0.01361797757654333; -0.9999999999935564 -1.0]
292,1103,300,0.6274287825405997,[-0.9999999987555479 -0.9999999812284837; 0.011061944442051235 -0.9994810873257728; 0.9999999998712729 -0.9999999999726359; 0.8848869593725889 0.022773333626318653; -0.9999999999010635 1.0; -0.8805363341570246 -0.0019590847035485187; 0.999999998221122 0.9999999998610795; -0.013052574617362108 0.970482158492154; 0.009971701890004124 -0.03070562543873938]
293,1300,300,0.6283039642052893,[0.9999999835971789 -1.0; -0.055243352968403665 0.9525514252274718; 0.02909660384118873 -0.9466647124407287; -0.8979450391393604 -0.04563280615651654; 0.9999977867504071 0.9999999999256713; 0.9285125523581419 0.039028544174120314; -0.9999999217257827 -0.9999999852774418; -0.9999999976673276 1.0; 0.03185032710810032 0.006369247067870989]
294,1802,300,0.6285576065804332,[-0.05374486916298396 0.9447378708152808; -0.011193284124469684 -0.9142272432777004; 0.9999999999774982 -0.9999999999915355; -0.9999999999822298 -0.999999999998378; 0.025178414129926243 0.03449416783031457; 0.9645361070439351 0.006448583329979232; -0.9999999999935035 0.9999999999997126; -0.9046590415061823 -0.03342452502069046; 0.9999999999835572 1.0]
295,1083,300,0.6295176304220101,[-0.07122718882746668 0.03810983305577555; -0.939199353729419 -0.022102463155553264; 0.050848731704715884 0.9999950290874753; 0.8591217791521358 -0.04020516595414784; -0.9999984250659517 -0.9999556518143985; 0.9999565249678755 -0.999999420888497; -0.9999976634819834 0.9999924357031238; 0.025643538496627753 -0.936044695598061; 0.9999889479314057 0.9999873254838096]
296,1559,300,0.6282185259654292,[-0.9999999999998569 -0.9999999999895852; 0.9999999999948102 -0.9999999999990259; -0.9999999999994292 0.9999999999989773; 0.999999999997667 1.0; -0.01486769441278776 0.9994394516162451; 0.07017173188483776 -0.9942504478251244; -0.015108274657329862 0.013220330801205606; 0.8484562017629276 0.046957968815604184; -0.8933829235159785 -0.04133764690634393]
297,2577,300,0.6305407482836624,[-0.9999998474833406 0.9999998003671978; -0.039991584085891804 -0.984727153797197; 0.06439451190766987 0.026494447864436714; -0.09904561807313594 0.9980357731364605; -1.0 -0.9999987720215777; -0.8162064279272874 -0.037330121477265985; 0.9999997309786993 -1.0; 0.9383321673704978 0.02400883822007246; 0.9999999603605706 0.9999999262316517]
298,783,300,0.6286807642380288,[-0.8274960875774463 -0.023608223715741432; 0.9156718081330996 0.016596058356471963; 0.05493641674491139 0.0010463465326653472; -0.9999972404458807 -0.9999989247780995; 0.9999999962334378 0.9999759168159061; -0.06864219250908228 0.9992744359780794; -0.9999999842528444 0.9999906086323875; 0.9999999920464674 -0.9999995252342376; -0.030252233462271374 -0.9969884914857443]
299,1269,300,0.6285978885718747,[0.9067837537269179 0.019044295629714783; 0.021121650077161987 -0.9481223622346538; -0.8768445237026369 -0.05865344448626117; 0.004489814678558235 0.057046804480128194; -0.9999994262621388 -0.9999998474966552; 0.9999999969593363 0.9999995683736814; -0.05823798081145727 0.9992288628977718; -0.9999999986198301 0.9999998060030794; 0.9999999825352439 -0.9999982983530503]
300,1324,300,0.6279726799787966,[0.9999999998732854 -0.9999999999989299; 0.9999999999896828 0.999999999996813; -0.9999999999970726 0.9999999999997354; 0.00811814407512121 0.0030762726181642573; -0.050303329829308664 -0.9998259663199837; 0.0486796522667462 0.9998941849066639; -0.9999999999999947 -0.9999999999933782; 0.8696069697991166 -0.04986524454792921; -0.8658987149924102 0.05123438726396032]
301,1751,300,0.628004412886724,[0.01735732746405081 0.03313546747870633; 1.0 0.9999999999944766; -1.0 -0.99999651389239; 0.9027196079340845 0.022089018915264713; -0.9999996287891173 0.9999999976485511; 0.9999999819256583 -0.9999997460988294; -0.8542759700719795 -0.029408177611012595; -0.055495108137287114 0.9970138302291888; -0.003871062887621651 -0.9817140617785434]
302,1774,300,0.6288810104184769,[-0.046148982771047675 0.8844863584280869; -0.9977919759077352 -0.05550667250162768; -1.0 -0.9999999999999487; 0.9999999980011844 0.9999999888631806; 0.9999999144380641 -0.99999999679904; 0.07403636520471366 -0.8852015889267242; -0.9999999999924329 0.9999999939651518; 0.9603039930870982 0.06351119810880433; -0.03384557192861361 0.012754392585441589]
303,1466,300,0.6275704907441049,[-0.9660083632722292 0.013758404356136983; -0.9999999999985557 0.9999999999989106; 0.006609600636426638 0.8884684260012039; 0.9999999999992666 0.9999999999999988; 0.9999999999988922 -0.9999999999999916; -0.02717543142733739 -0.8816618379702047; 0.042138277153728816 0.0066686300640793564; -0.9999999999971412 -0.9999999999999732; 0.9985369971952924 -0.019968261222026756]
304,1296,300,0.6280743018914987,[0.8910454226222582 0.04045869164556419; 0.9999999999999575 -0.9999999999961788; -0.06275813649376381 0.9954058369069027; -0.9999999999992345 1.0; -0.8539187947299756 -0.047872507842199784; 0.027120274193812553 -0.005544061302799747; -0.9999999999935795 -1.0; 0.023385505572586146 -0.9945631396463009; 0.9999999999887521 0.9999999999999997]
305,1240,300,0.6273206244097417,[0.9999999999533074 0.9999999999238223; -0.008503911615957205 0.9992921277300967; -0.9999999999964324 0.9999999999999907; 0.8872602647269549 -0.011027145446799315; 0.03076112793770422 -0.01399133682993891; -0.853667115609591 0.0062039342180071734; -0.999999999999938 -0.9999999999800089; 0.9999999999981568 -1.0; -0.025399025249444863 -0.9995721703839854]
306,580,300,0.6286305808776307,[-0.8884969518971382 -0.03586714233687216; 0.9177818212675942 0.058815677756406934; 0.999999881205917 -0.9999819454714437; 0.9999967192423633 0.9999949728807982; -0.05886545289826207 0.9430731121716861; -0.9999987525124621 0.9999695999077443; -0.9999906470905257 -0.999997967079838; 0.03432557868594834 -0.03886978716985189; 0.03317861322338874 -0.9775859837270184]
307,920,300,0.6288537841177546,[-0.9999997638419765 0.9999545909915889; 0.03719813422330623 -0.04415571905110852; -0.9999249738269721 -0.9999899012153234; -0.8814914885555294 0.0356975454376029; 0.9999919093621207 0.9999999898740408; -0.0660282930066077 -0.960321948135064; -0.006215708892237618 0.9377164408100642; 0.9489045704864298 -0.02223610170130318; 0.9999883858162184 -0.9999996509952154]
308,493,300,0.6287182691899312,[-0.999814396529359 0.9998830569853923; 0.9383475735628727 -0.060140519134577825; -0.9347002651675579 -0.005240441821510255; -0.029110498829627542 -0.8932927691649432; -0.9999902366799425 -0.9999303901838066; 0.9999747660332822 -0.9999999866210489; 0.025907030901858162 0.9613961927183715; 0.011137426142466217 0.05232673533903441; 0.9998517547492013 0.9998427382000725]
309,815,300,0.6283432177061667,[0.9999998218190521 -0.9999996701598929; 0.9999995296751606 1.0; -0.01862165773056675 0.008481075595618587; -0.9999991068748205 -0.9999999884990735; 0.05487297425988828 -0.8534591292936305; 0.9938203303822919 0.03048162530820096; -0.050290025325297534 0.8867161363207263; -1.0 0.9999993967488887; -0.9999984360280427 -0.07252975877868666]
310,2355,300,0.6301799563516335,[-0.9305414006257032 0.026528267754518976; -0.9999999703733099 0.9999999726185366; -0.05772630397105092 0.014110144512057481; 0.09796457463445654 0.9999847953677471; 0.8091990979861572 -0.030684547644390766; 0.9999995892367266 -0.9999998171006625; 0.999999805609381 0.9999992110522568; -0.9999997576152889 -0.9999998869196803; 0.044942551655476046 -0.9999935421302626]
311,1917,300,0.6280133713540651,[0.026330142419914528 -0.01359441818497272; 0.8996397111954232 -0.02615722118070238; -0.999999990987366 0.999999982739312; -0.010881274078354913 0.9994145311389032; -0.8397615814828078 0.02576940734883767; 0.9999999999998171 0.9999999999077201; 0.9999999999829341 -0.9999999997918094; -0.06124858986558945 -0.9999950287300254; -0.9999999611699626 -0.9999999493089847]
312,1195,300,0.6275014126851179,[-0.030935626010373696 0.9946754815511993; 0.8930881377026044 0.01460757644853772; 0.9999999999488755 -0.999999999999782; -0.8687446929232664 -0.02302077137913188; 0.006719053915733558 -0.9789411584300048; -0.9999999999998233 -0.9999999999994839; 0.9999999999991139 0.9999999999958296; -0.9999999999986258 0.9999999999979796; 0.021770726282555056 0.025892147004842114]
313,1791,300,0.6674212863853088,[-0.9999999939882177 -0.40079837058411416; 0.9999998821369153 0.9999999834198147; -0.05574743797963698 0.9999999037377273; -0.28722140942390234 -0.9999999817858988; -0.22475113629263987 0.08634435754015261; 0.9999996430599517 -0.9999999986346212; 0.9999999777592198 -0.03145822145199327; 0.08470207082556817 -0.11432085889672007; -0.9999999871419342 0.8229893660170271]
314,2321,300,0.6282200790632129,[0.01765467177384839 -0.8787347076288231; 0.9999999999994411 -0.9999999999965559; -0.03147674908493881 0.9325365939944091; -0.9999999999994187 -0.9999999999953976; 0.9999999999988695 0.9999999999998304; 0.9671089182418957 -0.005450933464138041; -1.0 1.0; -0.9509689449061476 -0.05239740471448614; 0.007507660812754958 0.0338225327213381]
315,2058,300,0.6280817872888451,[0.9795050909947702 0.037489967091761785; -0.9468930307674833 0.0021469794909460445; -1.0 0.9999999998343886; -0.9999999999999927 -0.999999999930553; 0.9999999461307807 -0.9999999999999527; -0.0025076588452374983 -0.9227120516844264; -0.03612717169617525 0.8815091074092778; 0.005953234109574998 -0.0348179999764887; 0.9999999994486393 0.999999999961489]
316,1964,300,0.6284879173230188,[-0.9999999999214422 -0.999999999726354; -0.9210536591426591 0.02467053231936827; -0.999999999031399 0.999999999934223; 0.999999999999316 1.0; 0.8483409568172182 -0.026263675865693583; 0.06429491061561288 0.9791072712763481; -0.04456405886527175 -0.01137872683824757; 0.9999999999999882 -0.9999999998050668; 0.016176722608096106 -0.9857459950641502]
317,2267,300,0.628688238852035,[0.999999999904692 -0.9999999999711437; -0.03101922406899525 -0.004367421204798538; -0.9999999999990833 0.9999999998830232; 0.031049156121529142 -0.9944035266033125; -0.9999999999531228 -0.9999999999783781; 0.9999999999766369 0.9999999999116516; 0.0710349545809701 0.9999413852404876; -0.9138061550855907 0.014296969287231417; 0.830431327593121 -0.027650628940672578]
318,1661,300,0.6297623683291548,[0.01839141209787107 0.9602991839083371; 0.9999993258834371 0.9999978607202618; -0.9999930287324645 -0.999995906500407; -0.980604037006532 -0.06072418624855942; 0.9999978829914073 -0.9999982839153634; -0.9999995808655907 0.9999989330863737; 0.9081616363496272 -0.020054150607558226; -0.060241629087981814 0.04874738409166157; 0.05034081182780793 -0.881531735075996]
319,956,300,0.6613617150993966,[0.07611457874001974 -0.9996966657128846; -0.9999999398049974 -0.9999999802702568; -0.9999999558577617 -0.06382468203296932; 0.4845684244898917 1.0; -0.9999997521558817 1.0; 0.16856748991230888 -0.13660541271318546; 0.999999910077335 0.3580809158789303; 1.0 -1.0; -0.31184137916189775 0.5846270296314628]
320,644,300,0.6274297579595363,[0.9999999999997101 1.0; 0.01923705837908887 -0.8711221693005667; -0.029335487654644176 0.8801266071558541; -0.9874537181923366 -0.030599289132633302; 0.997612616588309 0.017005892938888156; -1.0 -0.999940388601151; -0.9999856236167105 0.999900468361974; 1.0 -0.9998318199233912; 0.0018183506951860995 -0.0020534807876174768]
321,1717,300,0.6278277300937403,[0.9999999999914838 0.9999999999718293; 0.023430502966908278 -0.017127211706683382; -0.023447934735848563 0.9343951420949432; -0.0123809044514517 -0.9619232190664838; -0.999999999999857 -0.9999999999887377; 0.9335874204816107 0.01972627882917304; -0.8990534589535478 0.007096707011901436; 1.0 -0.999999999997374; -0.9999999999868934 0.9999999999958364]
322,2316,300,0.6293393356383631,[-0.0013044436321983173 0.029816172245044043; 0.9999999998966638 0.9999996782846012; -0.04391529628910507 0.9913865396947367; 0.9019167622801072 0.01654888498300594; 0.9999999970988879 -0.9999999656368365; -0.9092918704307926 -0.08491678395916348; -0.9999999002100917 0.9999999937100552; -0.9999999966000771 -0.999999997969371; 0.05782818161909538 -0.9232935099258227]
