nPsoRun,n_iter,S,fgbest,optDes
126,501,300,0.6286284133405857,[0.034314541849938644 0.05066618669029073; 0.9994430583690012 0.9993790298952819; -0.9984799624002 -0.024218238254384527; 0.9995520383075599 -0.06004189958442558; 0.9999817534973418 -1.0; -0.013719752991125485 -0.832881123980884; -0.9996774360909022 -0.9999404451736504; 0.023105170161025958 0.9085478912607962; -0.9997682092735322 0.999745903306694]
127,472,300,0.6290560897924147,[0.9999952757046233 -1.0; 0.958783681690044 -0.04175940116019321; -1.0 0.999979172334787; -0.010254556056777536 0.9606149013436025; -0.9396976456938055 -0.04705761465671591; 0.027519984043875723 0.0662653012961315; 0.9999775710258789 1.0; -1.0 -1.0; -0.0014737361251782072 -0.8717546010003149]
128,1453,300,0.6291824867563311,[-0.8780626852826523 -0.04251990003378954; 0.9999999995521164 0.9999999781013986; 0.9999999174090088 -0.9999999299324887; 0.04657692091247894 0.0549100245948961; -0.9999999953604862 -0.9999999999267716; -0.9999994741357375 0.9999999463293361; 0.9453251555097194 -0.01847795014980509; -0.018794501496907274 -0.9207399635765328; -0.049828168565165844 0.9871039840787383]
129,1075,300,0.6273909021339603,[-0.999999999864394 -0.9999999999231713; 0.008357151207942913 0.8930294733905253; -0.9985033941908706 -0.01223231357870498; -0.01344703882195885 0.032700724155622266; 0.999999999960096 -0.9999999999967252; -0.9999999998925473 1.0; 0.9808441964126638 -0.013256337376723892; 0.9999999999829299 0.9999999999955127; 0.00637777760170375 -0.8645991002582635]
130,846,300,0.6281623725973807,[-0.9331388337419151 -0.01900264220519154; -0.015302286684201093 -0.8896447360358566; 0.9999989580312267 -1.0; 0.9818878008498778 -0.011919932000664794; 0.04438437456866544 0.04377255526957873; -0.9999994742046571 0.9999974557523514; 0.9999985702314094 0.9999999924440788; -0.025761443883394033 0.9265263449513245; -0.9999969216658046 -1.0]
131,1911,300,0.6291101932111564,[-0.007341441899735653 0.9970789550348388; -0.9999999999966448 -1.0; -1.0 1.0; 0.9326824742477072 -0.05479440629878348; -0.047601537920135065 -0.9244612322448921; 1.0 -0.9999999999311164; -0.8775926426253373 -0.007656511517760064; 0.04946221740604996 0.05646092313509241; 0.999999999995709 0.9999999999997443]
132,941,300,0.6278076280806779,[-0.9999938878845139 -0.9998063346466638; -0.9999985114837714 0.9999999086828423; 0.9999999430008144 0.9999999991444252; 0.013948519218123517 0.9804384894458055; 0.9999999899248603 -0.9999993137820076; 0.03675571960083464 -0.984862718620495; -0.9091725862867354 -0.005289628875954966; 0.8604525808750657 0.017963792401401175; -0.037690214193762214 0.014323633039308734]
133,412,300,0.6282785155077348,[-0.9166591267100249 -0.026472366002878004; -0.9999940114581559 -0.9998241069079619; -0.9991188158587371 0.9999924102813623; -0.007800636108310149 0.9784218107920519; -0.02805844674502668 0.06523276246078345; 1.0 0.9999920099703224; 0.9996737683005443 -1.0; 0.028950784219739283 -0.9440671616539502; 0.8920859469102491 0.012381419029179844]
134,1844,300,0.6279248872757583,[-0.02039142789205716 0.03372552415865086; -0.017243873827165888 0.9445574919172439; 0.9999999972474637 -0.999999979746974; 0.9999999973075766 0.9999996766980582; 0.9357293979132123 -0.0004159638194656619; -0.9999999996788095 -0.999999999917866; -0.9429924013536238 -0.03696874658630989; -0.9999999992529287 0.9999999997638533; 0.01892048271005575 -0.90470915575542]
135,1765,300,0.6284486541067179,[1.0 -0.9999999923237968; -0.9999991227936367 0.9999991212134147; -0.03958165812867287 -0.0010910517879514799; -0.9999990964803065 -1.0; 0.03671457692521365 -0.9998434587436544; -0.9114592457577574 0.011181146126095736; 0.061498776822574826 0.9999999586760133; 1.0 0.9999977352127053; 0.8287433282744815 -0.014987767303652625]
136,667,300,0.6618658484669947,[-0.9999993417120889 0.48819516961945586; 0.9999958090548202 1.0; -0.365559686069157 0.9999963587444394; 0.07265846349231915 -0.9999986479424398; -0.5798265003380466 -0.32989480144360966; 0.1348286702041775 0.15728443698789255; 0.9976287342543224 0.08286931993807282; -1.0 -0.999845363663863; 0.9999993679747688 -1.0]
137,285,300,0.6297805085606386,[-0.06058905144502601 -0.01598463743417923; 0.817088662966951 0.0404194978911052; 1.0 0.9999636929352538; -0.999915942784787 -0.9999104494365347; -0.9997084952114451 0.9996188239989798; 0.09504287439566252 -1.0; 0.9999529609287773 -0.999999949305499; -0.9220143928083797 -0.03542073315992448; 0.024040086923790647 0.9992028692915836]
138,589,300,0.6275533080609966,[0.8967160154058481 -0.008923040804608682; 1.0 -0.999999997060222; -0.027346796917461506 -0.993083782313406; -1.0 0.9999957477349991; -0.9999997194814877 -0.9999993720779761; 0.9999976691181588 0.9999999882451539; 0.04781054898524931 -0.0011734691636683232; -0.8498861200779844 0.00160302119581449; -0.017604884895148082 0.99953676770575]
139,664,300,0.6609603958781984,[-0.5896160594717456 -0.3009041848404062; 1.0 1.0; -0.999965042594068 -0.9999259377222677; -0.3498125977583006 1.0; 1.0 0.06864695686114966; 0.05803041248376719 -0.9999887715106587; 0.9999998764799245 -0.9999957443718734; 0.14177827998394402 0.14654134220178586; -0.9999974971695355 0.4912738607630022]
140,1328,300,0.6309096049140749,[0.9999998759125508 -0.999999949713761; -0.9999007543386996 0.0035182959296912375; -1.0 -0.9999999647399149; -0.09207756194441954 0.005282558710939408; 0.07422859016674514 -0.9405105609227364; 0.8670768084956597 0.021271714131861165; 0.05523507918354628 0.9249588222653958; 0.9999999995343238 0.9999998897980935; -0.9999999663333339 0.9999999999355219]
141,1604,300,0.6289423249970297,[-0.9999999999989618 -0.9999999999189115; 0.0653280742245683 0.8402970259297363; 0.9999999980327045 0.9999999994160259; 0.9999999999052779 -1.0; 0.005307655736792518 -0.04471156648083055; -0.05633603902763476 -0.8946277393975415; -0.9988089975529645 0.0864730928934298; -0.9999999999984671 0.9999999999866911; 0.9999969385545954 -0.03126118743045668]
142,2564,300,0.6289497731168426,[0.9995741790128232 -0.06757744694501479; 0.9999999998996242 -0.9999999994620233; 0.01770897981550421 0.053613499808885474; -0.018798973318962207 -0.828759304840531; -0.986438063940864 -0.0405244132073586; -0.9999999956460928 0.9999999980659666; 0.007547857664599299 0.9235803500580536; -0.9999999876528524 -0.9999999933248115; 0.9999999997991567 0.9999999932777665]
143,1690,300,0.6282175514570365,[-0.9999999999992708 0.9999999999766525; -0.04727737676746555 0.9080907895798601; -0.999999999969683 -0.9999999999956131; 1.0 -0.9999999999992981; 0.9999999997446827 0.999999999914687; 0.012904743594595171 -0.8622888235005236; -0.9632869819316214 -0.052074825494887726; 0.9999492558618436 0.004394779410440844; 0.012795730157443994 0.03809587130280352]
144,1557,300,0.6305445869225285,[-0.08302111906547965 -0.05717066954623293; 0.03375103940265259 0.9353021545552929; 0.07687239471481319 -0.9999997187663836; -0.9999957467044506 1.0; -0.9542815525388676 0.013167041533323093; -0.9999999989478103 -0.9999988846537291; 1.0 -0.9999996211154025; 1.0 0.9999770143875903; 0.8451037188820203 0.04621336659683846]
145,2053,300,0.6288547022870924,[-0.009432150455933113 -0.9132013930844151; -0.9999999999998762 0.999999999986715; 0.9999998099431333 0.037383306455968435; 0.9999999998764367 0.9999999999966754; -0.06420630189717759 0.8920959209165309; -0.9999999999589259 -1.0; -0.9252301086761705 -0.02065234379600289; 0.04210710842187394 -0.02101470059141403; 0.9999999999999781 -1.0]
146,1340,300,0.6285265872284036,[0.9999999986305809 0.9999999975268254; -0.0007929507459835615 0.044106790016439024; 0.9393345291746326 -0.04624235973873944; -1.0 0.9999999935590771; -0.9674858642516254 -0.023043425148517777; 0.02960450354082089 0.9445306815386315; 0.0034945194185201163 -0.8785499928723354; -0.9999999998894342 -0.9999999991199283; 0.9999999962533462 -0.9999999999986049]
147,1179,300,0.6272001759174901,[-0.02101262750384402 0.012263078768913341; -0.017832695097583527 -0.8657330081035469; -0.9999999971774566 0.00997919899041764; 0.9999999999999902 -1.0; 0.010265606392757528 0.8749618688559853; -0.9999999999941674 1.0; -0.9999999999630482 -0.9999999999877527; 1.0 0.999999999948965; 0.9986973480180779 -0.017516001185828904]
148,411,300,0.6282795597044315,[0.9999999919576873 -0.9999705080991292; 0.8497663599910508 0.04029885836623422; 0.005218853568376019 0.9809123408507865; -0.01713543985377461 -0.010748596732561674; -1.0 -0.9999995048490594; 0.06440937568061704 -0.9985737979431091; -1.0 0.9997694269439955; -0.905907471815464 -0.019518892266072035; 0.9999998369021539 0.9999936203210632]
149,1541,300,0.6290519600451078,[0.8539919697428481 -0.0006492837963528892; -0.05356574022510135 0.005545378034416795; -1.0 0.9999999948391047; -0.9999999758781889 -0.9999999977549877; -0.92907182876522 -0.04815078580519052; 0.01962155159723986 0.9983457656823874; 0.9999999538469713 1.0; 0.06108327537694665 -0.952097822451795; 0.9999999991442543 -0.9999999983472405]
150,739,300,0.6576896745881448,[-1.0 -0.9996905649477307; 0.646104180044162 -1.0; 0.999984044190352 0.9984082351925253; 1.0 -0.2911271906068506; 0.04513880759961783 0.9997458748093572; -0.9999677241879146 -0.014891728239463832; 0.11032949934477324 0.13603188872772629; -0.9999997921812492 1.0; -0.20631559663738522 -0.6400732200789815]
151,1155,300,0.6275846870514622,[0.021455926780077836 -0.8804356394637765; 0.9999999887648281 0.9999999997207187; 0.9999999998511717 -0.9999999996393394; -0.9790875796870216 -0.023669634909138235; -0.035202478678915905 0.880551611769966; 0.9944193954271251 0.031931146786264845; 0.01091694342094421 0.020643815345776202; -0.999999999094215 -1.0; -0.9999999958621328 0.9999999998759672]
152,2761,300,0.6278124969175981,[-0.0302860552988238 0.02115478430338712; 0.040513527290610314 -0.9970205683051887; 0.9999999506012555 0.9999999999878662; -0.9999999752920529 0.9999999999473991; -0.9009770433830179 -0.0030258215608167157; 0.9999999987114266 -0.9999999994537581; 0.029163685108876382 0.9999848030220885; 0.8416986404310699 0.00955047657556854; -0.9999999999817767 -0.9999999961138677]
153,802,300,0.6302521774059696,[-0.06725414186657526 -0.00040708104895971785; -0.9189892568599927 -0.0508230424356317; 0.1108497986303376 -0.9999962433801671; 0.8166226276770134 0.0671735263752512; 0.999996265599175 -0.9999994170237073; 3.324127237710642e-5 0.9996283720355004; -0.9999936611988317 -0.9999998110329233; -0.9999990814206529 1.0; 0.999996450641932 0.9999987880403347]
154,2889,300,0.6288967682214105,[0.05605112447199001 -0.015815938255857535; -0.02803541788252945 -0.9999900076614083; 0.9221539466118325 0.02840501738361111; 0.9999999532742028 0.9999999999829452; -0.07081724100623443 0.9817886648860689; -0.8333168856930114 -0.019341524033523596; -1.0 0.9999999838814804; -1.0 -1.0; 0.9999996112866794 -0.9999999659130293]
155,2677,300,0.6283470731912905,[0.9621758918203662 0.02372601867620557; 0.001166658403441504 -0.9199091858577738; -0.9963927095555419 0.04819224493699441; -0.044540556872336365 -0.03520089119790742; -0.999999999859148 -1.0; 0.9999999999361965 -0.9999999997270264; 0.022382637267547984 0.8562995704423442; 0.9999999999989928 0.9999999999205009; -0.9999999999846706 0.9999999999999915]
156,1165,300,0.6294043058701508,[-0.9999357143691043 0.9999139422972732; 0.9430597159313622 -0.024667856405797824; -0.9211273367602192 -0.07133420787002173; 0.018683170169353322 -0.8893592728677188; 0.9999588168619152 -0.9999873467956272; -0.032753108135921326 0.9746148209101408; 0.999957814453161 0.9999989068878737; 0.023838022657308392 0.031657230034921484; -0.9999894476584654 -0.9999937383071127]
157,1380,300,0.6284059459185496,[0.8581257678671316 -0.05199512002559233; -0.9999998300963567 -1.0; -0.9999941580622694 0.9999975715339231; 0.06785531892395631 0.9919282665513288; 0.9999992415404396 0.9999998335509378; -0.023201081356762073 0.009406998557778455; -0.042547418627888446 -0.9996271724173131; 0.9999999935037567 -1.0; -0.8832625135113947 0.06110346549307253]
158,1700,300,0.6283651052456116,[-0.029956235718006072 -0.02660398763431256; 0.9999999999995831 0.9999999997427361; -1.0 0.9999999997022768; 0.866178932567219 0.011470404789442681; -0.9999999999963646 -0.9999999999468149; -0.919696732114839 0.03442231806735714; 0.9999999998805851 -0.9999999999972925; 0.03978634580831032 0.9492192124134193; 0.021044142396641048 -0.9982541814913062]
159,834,300,0.6283951542502126,[0.9450843617204822 -0.031968739285715565; -0.951722241773976 -0.03263991826437016; 0.00849036273668028 -0.8831987768430317; -0.9999948325242035 -1.0; 0.008081567685267493 0.9500328567646262; 0.9999937772388131 -0.9999958914206639; 0.9999984214731913 0.999999558911862; 0.01898986116845396 0.054722163377724044; -0.9999834025568514 1.0]
160,1257,300,0.6294101011375851,[0.07095131798254198 0.9177967022480942; 0.9999976930324109 0.9999919777153974; -0.0804058888043346 0.03265971365194348; -0.9999999793484857 0.027402357147956916; 0.0028276947142203347 -0.901457819754883; 1.0 -0.9999987383000128; -0.9999959351574628 -0.9999985334700031; -0.9999997249811627 0.9999997508849561; 0.9113856228736994 -0.03871788968983784]
161,1631,300,0.6279660621954816,[1.0 -1.0; 0.8489073904386457 0.016981594093139814; -0.9999999997772024 -0.9999999999981474; -0.032121608408262156 -0.04217571240938074; -1.0 1.0; 0.047788935056259314 -0.9999934324326557; 0.015067753780969133 0.9848088644678611; 1.0 0.9999999996032249; -0.9040744382040661 -0.0147708378981109]
162,788,300,0.6304954059358701,[-0.8753785480546674 -0.0076369266448515945; -0.9999996066315129 -0.9999999940350649; 1.0 0.9999998604093309; 0.999999999992285 -1.0; -0.06382466897564854 -0.9199810084084901; 0.9999913938676918 -0.01347496638935208; -0.999999447192515 0.9999999579865142; 0.0778638437113858 0.00044316962754244773; -0.06072341819024284 0.9364488321937533]
163,1314,300,0.6294390639004285,[-0.999999997309739 0.9999999992964052; -0.015030743638495873 0.9282610946385406; -0.9967588742589523 -0.07666637497370193; -0.9999999999992212 -0.9999999754233582; 0.9911318294205773 -0.0472748028028369; 0.014403547955765336 -0.8225769954930529; 0.9999999641350698 -0.9999999676260827; 0.9999999840707344 0.9999999999231367; -0.02769051604579961 0.05168060682636184]
164,1600,300,0.6305004183508879,[0.8743332332198165 0.03427765560925437; -1.0 1.0; 0.9999999962525515 -0.9999997045525679; -0.9999999987469076 -0.9999999798187689; 0.08813199920940058 -0.9244592837098748; -0.03783226210348752 0.9999249518907593; -0.057379666674393155 0.04558988306203173; -0.9264777253509353 -0.0984421398232682; 0.9999999668814071 0.9999997363081495]
165,1066,300,0.6270973237262896,[0.9999994674836618 -0.9999997671886435; -0.9985384767498041 0.0014925980973726828; -0.9999999999567658 0.9999998081847293; -0.0004730073675447407 0.8703958966799046; 0.9962156978801449 0.00624610073366372; 0.9999999998299213 0.9999997822757398; -0.9999998472439845 -0.999999917013556; 0.003039857472833819 0.00709009908168747; 0.004342705148065532 -0.8737671342731124]
166,1626,300,0.6670445204836648,[-0.035468506506844695 -0.9999999999998787; -0.40347123386838585 1.0; 0.9711741361739381 1.0; -1.0 -0.9986950775942256; 0.9999999999999719 -0.9999999999995324; 0.9999999999999185 0.03014602765927564; 0.18389321093744357 0.3554029681929223; -0.9999999999999337 0.37777198353614866; -0.31381929631317207 -0.18207886713739185]
167,902,300,0.6362351314646603,[-0.03401459001052296 0.1448281417778191; -1.0 -0.9999977437612474; -0.022551030479052315 -0.7874079374928789; 0.04910073854668743 0.9999993752471533; 0.9999951666786312 0.9999974466921158; 0.9539281827234015 -0.13472359879442403; -0.9994064621960976 -0.08775983391664371; -0.9999957948863094 0.9999788044889124; 1.0 -0.9999996158822415]
168,582,300,0.627602296475122,[-0.9973159980566684 0.04278840795979801; 1.0 -0.9999983262058318; 0.9999999739233053 0.9999911789091633; 0.0024067472754156173 0.019684945094935537; 0.035145834744069675 0.8671727377062768; -0.9999928907715846 1.0; -0.9999968264318118 -0.9999988153990661; 0.9961634926310129 -0.02194730355689387; -0.03106974570829712 -0.8762688773013583]
169,790,300,0.630126378114065,[-0.9999961078157186 0.9999993000301133; -1.0 -0.9999264617452764; -0.9257815620605786 0.03486581943839787; -0.07001694440690401 -0.00813234462362493; 0.8125024985205705 -0.05133638248896279; 1.0 0.9999999130212546; 0.02301789193356166 -0.9999999999995941; 0.999999043810368 -0.9999453275505177; 0.10265061498160309 1.0]
170,1375,300,0.6277330351719541,[-1.0 -0.9999999998680255; 0.9999999999351818 0.9999999997807655; -0.9350425852428759 0.015554514199529242; 0.014593297517815403 -0.009473456472972557; -0.9999999970801459 0.9999999997167042; 0.9999999995618418 -0.999999999971724; 0.02797546758133054 0.9341690703615694; 0.9293451093149451 -0.027417038615161496; -0.014802279895664296 -0.9285422920254993]
171,1466,300,0.6283960708679374,[-0.999999909430935 -0.9999884128037541; -0.03149862889772188 -0.008563447941011233; -0.9999999737986828 0.9999997818615959; -0.9042311814163949 -0.031153124559176886; 0.9999996831506213 -0.9999983731585431; 0.8343075379815758 0.03472655104510877; 0.010123207051369907 0.9996869207636317; 0.07340476030479176 -0.9999999974023519; 0.9999977108496835 0.999995902074747]
172,1298,300,0.6292714788849105,[-0.9999999926265906 -0.9999999160257882; 0.9999999765748813 1.0; 0.9999999950148016 -0.9999999967335861; 0.024300468265454497 0.8838360017797335; -1.0 0.9999998254244247; -0.9943670112253006 0.023440142709074997; 0.913783208168624 0.034533130352828026; 0.043056089915430806 -0.9403884140312758; -0.07504462092055028 -0.04345549529562349]
173,1767,300,0.627965585073022,[0.03566513391752712 0.998917093759534; -0.9102031005735732 -0.007514419378146997; 0.033683575826188986 -0.9779119276060828; 0.8497856652868155 -0.007344446880394038; -1.0 0.9999999999980344; 1.0 0.999999999997962; -0.9999999999993825 -0.9999999999988227; -0.03327698352566336 0.022837741577781904; 0.9999999999983427 -0.9999999999971682]
174,1708,300,0.6287049253275977,[0.9983665236486475 -0.07204462780801578; 0.008180022971200757 0.03473489251048082; 0.016980386497761367 0.9156021945029588; 0.9999999999825832 0.9999999999985889; -1.0 -0.9999999999790982; 0.9999999999985625 -0.999999999829617; -0.9999999999994819 0.9999999999995434; -0.05022213236448525 -0.8479312493568097; -0.9719699504906197 -0.004670295563942978]
175,586,300,0.6279422977383771,[-0.8940347618728437 0.030150750998484348; 0.9999980766919342 -0.9999999999101925; -0.008045373488272731 -0.9973085708556277; 0.848332723165726 -0.039378211335652294; 0.9999193070801468 0.999997160259949; 0.05927781719550235 0.9973853089805157; -0.0276482484699524 -0.011499876234413963; -0.9999916688740608 -0.9999956432433498; -0.9999995366531479 0.9999925633232121]
176,778,300,0.6291103601275473,[-1.0 0.9999999249343319; -0.8357863815517235 -0.04894147828480753; 0.05228317466690074 0.036163501390807276; -0.08736321463323966 0.9968022584533691; 0.9028990342723263 0.058383210062852915; 0.9999928437723085 -0.9999566883611178; -0.9999899632406072 -1.0; 0.016332487147301233 -1.0; 0.9999961320711619 0.9998963005891167]
177,2605,300,0.627946203222474,[-0.03822127362957658 0.018105531953973478; 0.03941111243976354 0.9996107968269624; 0.9999999999999871 0.9999999999999387; -0.9037659125243783 0.004652490856484639; 0.999999999992569 -0.999999999995434; 0.8369258797094425 0.003187079917308737; -0.9999999999999563 0.9999999999991384; 0.03755930160137019 -0.9999927791892745; -0.9999999999984919 -0.9999999999872021]
178,1921,300,0.6288758502048041,[-0.07311866627574388 0.9999991742760964; -1.0 0.9999999999910812; -0.9999999999998663 -0.9999999999999595; 0.9999999999918957 0.9999999999979482; 0.06396351178577893 -0.9999065371181145; 0.016963749207462277 0.013090904209783559; 0.9999999999884222 -0.9999999999991206; -0.8598546468174475 -0.06812323321758046; 0.8714773243216327 0.07192678011472003]
179,1028,300,0.6280305891541321,[-1.0 -0.9999999109879802; 1.0 -0.999999992595107; 0.9999999821903022 0.9999986157566018; -0.9999999377643386 1.0; -0.8793247052356586 -0.027189386951329775; 0.027871990696700107 -0.008726019725038878; 0.0346033481475083 -0.9918513473461271; -0.042727980263497806 0.9670127842995921; 0.893188890411922 0.05192059143522912]
180,1322,300,0.6311479151232793,[-1.0 0.999999032552516; -0.8718474990417725 0.0046434596120762455; 0.05813724658983134 0.07147250217521008; 0.9752504651357908 -0.06801341227422572; 0.9999991839808798 0.9999964234808936; -0.08546221522142525 -0.9021052323674069; 0.9999798213234786 -0.9999999154659305; -0.027787332006916368 0.9812819044858025; -0.9999962195650175 -0.9999986282514242]
181,2446,300,0.6282121639254602,[-0.9999999988725842 -1.0; 0.06030442540760502 0.9934876208580361; 0.9999998387608445 -0.9999999996056828; 0.8386812901589705 -0.02016161020020596; -1.0 0.9999999996382268; 0.9999999996951363 0.9999999997217385; 0.017149716638673637 -0.9975002641354006; -0.04576480782703315 0.010344853045030241; -0.90847703164441 0.02489089296943226]
182,574,300,0.6277663072222899,[-0.9999991759001756 0.9999962790111062; 0.04474755713823347 -0.9996842552653352; 0.8433068259804021 0.007726409983399834; -0.023288400137908602 -0.026086874326826107; 0.9999955480726813 -0.9999998112091807; -0.8969405026468956 -0.016926802550394606; 0.020296207728915053 0.9999423043396207; -0.9999999922536774 -0.9999993502549627; 0.9999941392551162 0.9999998890727749]
183,1015,300,0.6297896060162813,[0.9999999889937986 -0.9999998221404385; -0.999999451087614 1.0; 0.10206035985397564 -0.9999850672834845; -0.9179030705100312 -0.047131575038476564; 0.8189987328254039 0.05594876987758062; 0.9999984879062749 0.9999990518678478; -0.06850286682715653 -0.011543914281046654; 0.004648993679080929 0.9998025780684976; -0.9999969119513784 -0.9999999613977782]
184,2385,300,0.6285563914230886,[0.9441563478824988 0.015158535641435428; 0.038010073174919314 0.8688065645224247; -0.9999999999986775 1.0; 0.9999999999999646 0.9999999999998664; -0.9920880555069559 0.050423837237366015; -0.9999999999972514 -0.9999999999999806; 0.999999999997897 -0.9999999999988087; -0.03715082772811224 -0.028785781125351295; 0.006438777615299699 -0.9269642864950804]
185,1131,300,0.6272570873160268,[0.9987527735135323 0.02775774169918712; -0.9999999999996918 -0.999999999995133; 0.999999999972144 1.0; 0.012548751389326212 -0.001099767281519036; 0.01568893994653736 -0.8812682064915215; -0.01000748616699727 0.8593303567269125; -0.9999999999999802 0.9999999999999849; -0.9999947740536609 0.002494654823674857; 0.9999999999787091 -0.9999999999994239]
186,1720,300,0.6291517670478901,[-0.9618380768013068 -0.03192991717272545; 0.9999999999957974 -0.9999999999999947; 0.9999999999999943 0.9999999999975683; -0.9999999999809777 1.0; -0.04307927820115132 -0.02948869917264164; 0.07658577429962214 -0.9460179817369898; 0.8975080691338319 0.057513568478604865; -0.014640114282877526 0.9198520253954929; -0.9999999999993744 -0.9999999999999792]
187,545,300,0.6273544100788297,[-0.006313971267456785 -0.8780334515801358; -0.9881444235055672 0.009301059946030404; 0.017054788516041818 0.8818642324863553; 0.9999882694524498 1.0; -0.9997410014478313 -0.9999998922512456; 0.025010430360205928 0.002332421307325429; 0.9999847708462493 -0.9999838028514193; -1.0 1.0; 0.9879835566370603 -0.013686054612614617]
188,2168,300,0.6277193886482483,[0.9999999998760615 0.999999999991265; -0.9999999963377464 -0.04534405118223732; -0.9999999999603264 -0.9999999999962331; 0.018028406765234747 -0.8501932711473696; -0.024113207646793783 0.8938023409149457; 0.9999999999992593 -0.9999999999715555; 0.9947394544389585 -0.00357015220112747; -0.03485509821905997 0.028186804793460498; -0.999999999999824 0.9999999999912005]
189,1683,300,0.6284851333327145,[-0.025420921244806178 0.9664687869127392; -1.0 0.9999999975517941; 0.9999992770144835 -0.9999998182877715; 0.021960857205022295 -0.906892262532425; -1.0 -1.0; 0.03417034223329502 0.06081108681352226; -0.9200778632327914 -0.047620301443987934; 0.9999999873650692 1.0; 0.9353936225565527 -0.0024409869340911573]
190,1275,300,0.6287836230091062,[0.9999999459555692 0.9999999688559489; 0.005938451952770196 -0.9813424488302306; 0.9999999897022009 -0.9999999989996246; -0.05433201425478491 -0.04500404936522199; 0.02020838263665443 0.9103971417343509; -1.0 -0.9999999365054436; -0.9999999712518418 0.9999999994920998; -0.937757735764965 0.044405776147341536; 0.9010576783012257 0.02533627931913605]
191,1443,300,0.6276484719843232,[-0.984698995743428 -0.03403473560304924; 0.9999999999604097 0.9999999999854561; 0.009353500409910485 0.014629353571154077; -0.9999999999946958 -1.0; -0.999999999999927 1.0; 0.0008306078326117573 -0.8545012614280997; 0.9968806185259086 -0.024143768896191194; 0.9999999999910341 -0.9999999990110127; -0.010209453914242732 0.9009362652940752]
192,999,300,0.6280083990944001,[-0.9999998600016436 -0.9999997230418022; -0.9181081266944147 0.019210997488874226; 0.9999995857884888 -0.9999998869296308; 0.9999999999301717 0.999999993242242; -0.031174105364856226 -0.9300950802678847; -1.0 0.9999995113957303; 0.032467742697008715 0.9548427592829932; 0.92343336431623 -0.04491721812078619; 0.022126745187483157 0.013095638915647493]
193,1546,300,0.6273403212219565,[0.9999587578520851 0.01724063264594172; -0.013637399618189258 0.8656454162346134; -0.004154490713747468 -0.8899682940236899; -0.9814620655829145 0.0071868910803870294; -1.0 -0.9999999999961742; -0.9999999999816304 0.9999999999972191; 0.9999999999988083 0.9999999999992909; 0.9999999999999117 -0.9999999999926394; 0.009099397791346046 -0.021669601598861134]
194,1018,300,0.6285747154381716,[0.9987744010709183 0.06630778522599015; -0.9998359395696078 -0.9999999999628528; -0.9999898505845444 0.9999961759950867; -0.031838612699174436 0.8346077652060493; 0.9999894659446786 -0.9999963743770147; 0.013132366041052538 -0.071815445546287; 0.026903336176204325 -0.9110092200322301; 0.9998423208212872 0.9999989242280708; -0.9942814334840216 0.009079718262314027]
195,847,300,0.6284117726731558,[-0.022056607587599156 0.062093009060627015; -0.9999987226708501 0.9999959236355036; 0.9511630131682484 -0.0406979405084584; -0.0019182717816069483 -0.8692298608136223; -0.9999997973825143 -0.9999983543353006; 0.0449917266353831 0.9164265225670956; 1.0 0.9999874269310773; 0.9999966851065012 -1.0; -0.9965629362123447 0.0016844545328344473]
196,901,300,0.6289540363775563,[0.047681601422855074 -0.03626916518888495; -0.030117331999120506 0.9260029966367059; -0.8770357282788067 0.02981253001086204; -0.0348361921580375 -0.9875731646685808; 0.9408053271131479 0.031134950297466244; -0.9999998232918652 -0.9999446679306923; -0.9999736531859053 0.9998801612017982; 0.9999995651087866 -0.9999610238797139; 1.0 0.9999974086186701]
197,1647,300,0.6274893273568158,[-0.03699863788316837 -0.9996731671766231; -0.8682745558203859 0.03541072313177665; 0.9999999999709127 0.9999999999936005; 0.9999999999999988 -1.0; -0.0005311375493604086 -0.005681520877520893; 0.027132568271683977 0.9934771647171473; -0.9999999999913041 0.9999999999978956; -0.9999999999986877 -0.9999999999962257; 0.8753313962435838 -0.029983567039009625]
198,821,300,0.6295842687046854,[-0.07282184134108705 -0.05178423289181311; 0.9214666217221738 -0.008137122375956249; -0.9999985245045093 0.9999772097236893; 0.06425839039504488 0.876767810597345; 0.001764639146657818 -0.935272403100438; 0.9999885776553522 0.9999818992322609; -0.9999998503875004 -1.0; 1.0 -0.9999999441577153; -0.9976821267921914 0.061797844018029575]
199,1198,300,0.6276151408582888,[-0.02628938782046132 0.025371677434300913; -0.9966927104406147 -0.04101409514807021; -0.9999999997542187 0.9999999999979516; -0.9999999995030817 -0.9999999999998602; 0.999999999964016 0.9999999811812152; 0.9911601881615694 -0.004643917544202278; 0.01698370737846181 -0.8545958066690886; -0.019661788097665424 0.8951811464811488; 0.9999999996585319 -1.0]
200,1495,300,0.6290096405062128,[0.9999999971063523 -0.99999999797182; -0.9999999997978986 0.9999999999985989; -0.9999999972244245 -1.0; -0.029544065863815253 0.07010391390659595; -0.008543971891352087 0.9499328485220018; 0.9462459761051866 -0.02157397262298008; -0.9695141621384125 -0.0604394980634918; 0.9999999999963861 0.9999999956282986; 0.02792450188039731 -0.8655569986493961]
