nPsoRun,n_iter,S,fgbest,optDes
184,203,300,0.40000000000001207,[-5.146997430501316e-8; 1.0; 1.0; -1.285815722479458e-7; -1.0; -1.0; 1.9965207934054053e-7]
185,149,300,0.40000000000000574,[-7.10410386330778e-8; -1.0; -8.143905830850805e-8; 1.0; -0.9999999999999825; -9.877659769118241e-8; 0.9999999999999811]
186,204,300,0.4000000000000028,[5.4067916679546096e-8; -5.543275987006738e-8; 0.9999999999999835; -1.0; -1.0; 7.000767057435648e-8; 1.0]
187,187,300,0.4000000000000008,[1.0; -1.0; 8.484404481911185e-9; 1.0; -1.0; -5.082555632992485e-8; 4.442521444658102e-9]
188,166,300,0.40000000000002367,[-1.0; -2.2463062077721164e-7; 1.0; -1.0; 1.0; 1.1494020807934689e-7; 2.455531648105067e-7]
189,186,300,0.4000000000000069,[1.5235352023972909e-7; -2.5754667094028232e-11; 1.0; 4.383046805069338e-8; -1.0; -1.0; 1.0]
190,194,300,0.4,[1.0; -9.632061068155008e-9; 0.9999999999999967; -1.0; 9.106195486642697e-10; -1.0; -4.340787751992223e-9]
191,170,300,0.4000000000000045,[1.0; -1.2792755635723602e-7; -1.0; -1.0; 5.059592655193279e-8; 1.0; 6.649907835495504e-8]
192,151,300,0.400000000000008,[-1.0; 1.0; -1.1288039782402339e-8; 1.0; -6.367268848944564e-8; 1.7801323654613132e-7; -1.0]
193,196,300,0.40000000000000074,[2.5797623155445352e-8; -1.0; 4.341984444857358e-8; 1.0; 2.4521769542128842e-8; 1.0; -1.0]
194,237,300,0.40000000000000413,[1.0; 1.1580803463450591e-7; -1.0; 1.0; 7.819955782412756e-9; -8.26406282022846e-8; -1.0]
195,204,300,0.40000000000000013,[0.9999999999999969; 4.5653461759761895e-9; -1.0; 1.0; 8.166851419662962e-9; -1.0; -1.596264585761807e-8]
196,200,300,0.40000000000000424,[2.696328181846233e-10; -1.0; 1.0; -1.2977147552310945e-7; -1.0; 8.644857940632516e-9; 1.0]
197,173,300,0.40000000000000363,[0.9999999999999717; 2.9116467229203602e-8; -4.777045155231321e-8; -1.0; 1.0; -1.4175162260493454e-8; -0.9999999999999094]
198,210,300,0.4000000000000228,[-1.0; 1.0; 1.0; -4.124822617144217e-9; -0.9999999999998359; -1.859755159416134e-7; -1.6594787071116225e-7]
199,186,300,0.40000000000000047,[-2.5845792305041067e-8; -1.0; -2.5063140715290957e-8; 0.9999999999999964; -1.0; 4.482251062485552e-9; 1.0]
200,193,300,0.4000000000000168,[1.0; -1.3741763784757979e-8; 1.0; -1.0; 9.035540515652357e-8; -1.0; -2.5412175233925263e-7]
201,224,300,0.4000000000000017,[-6.062618721787013e-9; -6.289185012221366e-8; 3.2361906686890766e-8; -0.9999999999999781; 1.0; 1.0; -1.0]
202,251,300,0.4000000000000004,[-0.9999999999999976; 1.0; -2.747563649730971e-8; 1.0978579622385188e-8; -1.0; 2.9595731501680177e-8; 1.0]
203,169,300,0.40000000000000097,[-3.31311730389664e-8; 1.0; 1.0; -1.0; 2.083276826241934e-8; -4.479259199720278e-8; -1.0]
204,171,300,0.4000000000000035,[-1.9051235664004925e-8; 8.876139600972515e-8; -9.402966476628434e-8; -1.0; 1.0; -1.0; 1.0]
205,238,300,0.3999999999999999,[8.561684656243315e-9; -1.8296221287195376e-8; -7.566600978320654e-9; 1.0; 1.0; -1.0; -1.0]
206,174,300,0.4000000000000027,[1.0607322969501987e-8; -1.0; -0.9999999999999757; -8.900461289063616e-8; 1.0; 4.3668185365660974e-8; 1.0]
207,185,300,0.40000000000000024,[-1.0; 1.0; -1.0; 2.3182379580562626e-8; -1.5135696815562464e-8; 1.0; -2.4123908018288267e-8]
208,163,300,0.40000000000000097,[1.0; -1.0; 1.0; -4.410383254812509e-8; -4.548919942275871e-8; -1.0; -1.2518421790613272e-8]
209,210,300,0.3999999999999999,[-2.2213377765740892e-8; -1.0; 1.0; -1.0; 1.0; -1.1772811172119795e-8; 2.094671181468568e-9]
210,167,300,0.4000000000000004,[1.0; -3.133054255486808e-8; -5.05316585671886e-9; -1.0; 2.289383774496734e-8; -1.0; 1.0]
211,191,300,0.40000000000001246,[-1.2808606057424814e-7; 1.1498841573090787e-8; -1.0; -0.9999999999998337; 1.0; 0.9999999999999778; -9.857769200929194e-8]
212,197,300,0.4000000000000007,[1.1124141756270164e-8; 4.025221234707192e-8; -1.0; -1.0; -4.206877290022979e-9; 0.9999999999999922; 1.0]
213,165,300,0.4000000000000081,[0.9999999999999899; 4.306411003070256e-8; 1.6299567307808886e-7; -1.0; -6.898810147696275e-9; -1.0; 1.0]
214,207,300,0.4000000000000018,[3.918468224410195e-8; 7.011818927176784e-8; -1.0; -2.932610829931954e-8; -1.0; 1.0; 1.0]
215,195,300,0.40000000000000124,[-1.0; 2.4123251881548978e-8; -1.0; 1.0; -4.6029410131900844e-8; 0.9999999999999833; -1.861213116100485e-8]
216,188,300,0.400000000000002,[-4.336662232968038e-8; 0.9999999999999857; -1.0; -0.9999999999999969; 1.0; -3.529828199216085e-9; -5.784920896357295e-8]
217,184,300,0.4000000000000005,[7.987381822601832e-9; -1.0; 1.0; -2.8725397527237483e-8; -2.626321114371669e-8; 1.0; -1.0]
218,173,300,0.40000000000000746,[-1.0; -2.18848503356142e-8; 2.5584288443006263e-8; 1.0; 0.9999999999997669; 7.437371912902232e-8; -1.0]
219,178,300,0.4000000000000301,[1.0; 2.732255816202251e-7; -1.0; -1.0; 8.763433378501165e-9; -2.603864168407484e-7; 1.0]
220,178,300,0.4000000000000066,[8.640553907745208e-8; -1.5036139622075363e-7; -3.0337956865325665e-8; 1.0; -1.0; 1.0; -1.0]
221,170,300,0.40000000000000013,[-1.950472544520128e-8; 2.5792040663902773e-8; 1.0; -1.0; -3.531718972388428e-9; 1.0; -1.0]
222,180,300,0.40000000000000213,[1.0; -1.0; -6.926475799358113e-8; 6.508613476390997e-8; 4.638482288095285e-8; 1.0; -1.0]
223,198,300,0.4000000000000063,[-1.0; 8.299193774930536e-8; -1.0; 1.0; -1.4629400735236181e-7; 6.063023483288483e-8; 1.0]
224,189,300,0.40000000000000013,[1.0; 1.4316072512770695e-8; 1.953437432622835e-8; -1.0; 1.0; -1.0; -1.4878772444699944e-8]
225,175,300,0.400000000000001,[-2.2093547107647882e-8; 6.115415345664807e-8; 1.0; -1.0; 1.6917189432604392e-8; -1.0; 1.0]
226,160,300,0.40000000000001956,[-1.0; 1.0441876145692751e-7; 1.0; 1.0; 2.341222240888394e-7; -0.9999999999999916; 1.099434809188963e-7]
227,181,300,0.40000000000000013,[-4.7190473898185475e-9; 1.0; 1.0; -1.0; 1.2843931808495748e-8; -1.0; -2.3193749900935737e-8]
228,162,300,0.4000000000000048,[0.9999999999999981; -1.0; -2.6409073368282522e-8; 1.5563388964630756e-8; -6.533336686269421e-8; 0.9999999999998717; -1.0]
229,202,300,0.40000000000000047,[2.131696186298767e-8; 0.9999999999999999; 1.0; -1.0; 1.740556837151221e-8; -3.830843608524012e-8; -1.0]
230,176,300,0.40000000000000235,[1.0; 1.0; 4.335165220419766e-8; -1.0; 7.753133470534538e-8; -1.0; -5.471337716552465e-8]
231,164,300,0.4000000000000005,[1.454893477056356e-8; -1.0; 1.0; -3.844296723595745e-8; -1.0; 1.0; -1.7448333981477867e-8]
232,184,300,0.400000000000001,[1.0; -0.9999999999999907; 1.0; -5.484793066376032e-9; -2.819078620516179e-11; 5.939128205374551e-8; -1.0]
233,171,300,0.4000000000000009,[9.363705958421451e-9; 2.688838729988214e-10; -1.0; 1.0; 1.0; 5.81540544810466e-8; -1.0]
234,212,300,0.4000000000000006,[-1.9795988805879385e-8; -2.8820435642733205e-8; -1.0; 2.878433730512094e-8; 1.0; 1.0; -1.0]
235,185,300,0.4000000000000006,[-1.0; 1.0; 1.0; 7.288687278475471e-10; 2.6850000483988408e-8; 2.1835241236051133e-8; -1.0]
236,199,300,0.4000000000000027,[-1.0; -6.976090516073326e-8; 1.0; 8.789000196125625e-8; -1.0; -4.030103749628249e-8; 1.0]
237,268,300,0.3999999999999999,[1.0; -1.7844834066382857e-8; -1.0; 1.0; -1.0; 5.48071774251022e-9; -5.521449112011294e-10]
238,215,300,0.40000000000000235,[1.0; -1.0; -8.660966943927724e-8; 1.0; -1.0; 4.4002167203865845e-8; -3.6073847845257695e-8]
239,208,300,0.40000000000000163,[-6.81585750148809e-8; -1.0; 1.0; -2.591833898571944e-8; 1.0; -1.0; -3.359678048050822e-8]
240,204,300,0.4000000000000008,[6.419105208656283e-9; 9.28347077624175e-9; -0.9999999999999843; 1.0; 3.520534361068779e-8; -1.0; 1.0]
241,179,300,0.400000000000002,[-1.0; 1.0; -1.0; 8.202662932603304e-8; 1.806165927892059e-8; -4.93889951871703e-8; 1.0]
242,241,300,0.4000000000000094,[-1.0; -0.9999999999998076; 1.351467880550143e-7; 1.0; -4.597907941497627e-9; 1.0; 2.2883032805879507e-9]
243,196,300,0.4000000000000004,[-2.5602613465050926e-8; -1.67501253520981e-8; 2.8865427629752427e-8; -1.0; 1.0; -1.0; 1.0]
244,178,300,0.40000000000132074,[1.0; -9.398215644303179e-7; -1.0; 2.2333574159615733e-6; -1.0; -1.5625131125579525e-8; 1.0]
245,191,300,0.3999999999999999,[1.0; -1.0; -1.0; 1.0; 1.2089937107234087e-8; 4.497509535535652e-9; -1.6618816178865306e-8]
246,193,300,0.40000000000000097,[-3.255540229991829e-8; -1.0; 5.37409994525203e-8; 1.0; 2.7982221198814805e-8; -1.0; 1.0]
247,185,300,0.40000000000000013,[1.0; -4.160530272416505e-9; 1.0; 2.86926424602839e-8; 2.0105668402666938e-9; -1.0; -1.0]
248,206,300,0.4000000000000053,[-1.0; 1.0; -1.0; -1.2775653123221841e-7; -4.717859798607917e-8; 3.822606879563702e-8; 1.0]
249,200,300,0.4000000000000067,[-1.2265001662507313e-7; 1.266682611167103e-7; -1.0; 1.0; -1.0; 1.0; -4.533639788708702e-8]
250,179,300,0.40000000000003055,[-1.7383056197869105e-7; 2.2563094209820886e-7; 1.0; -1.0; -1.0; 1.0; 2.275307475728749e-7]
251,167,300,0.400000000000004,[1.0; -1.0; -7.263640768003361e-8; -5.635354693679096e-8; -8.94376042612765e-8; -1.0; 1.0]
252,202,300,0.40000000000000213,[1.0; -0.9999999999999637; 2.9879024423573635e-8; -1.0; 5.5294209217514066e-8; 1.0; -3.699864679281573e-8]
253,192,300,0.4000000000000463,[6.490422045261964e-8; -2.644123058962741e-7; -1.0; 1.0; -2.8981886061150313e-7; 1.0; -1.0]
254,208,300,0.4000000000000006,[0.9999999999999961; 1.0; -2.1528845024610655e-8; -1.0; -1.0; -2.959086422901149e-8; -3.6409029943717753e-9]
255,151,300,0.40000000000000113,[-1.0; -1.0; 1.0; -1.815272455145934e-8; 1.0; -3.1408319240386817e-9; 6.373566516942682e-8]
256,171,300,0.4000000000000081,[-8.623427305380866e-8; 1.3331573148403823e-7; -1.0; 1.0; -1.0; 1.0; 9.761131773389031e-8]
257,160,300,0.3999999999999999,[-1.0753952973481152e-9; -1.0; -1.0; -1.9242449805262267e-8; 1.3527960712480017e-8; 1.0; 1.0]
258,193,300,0.40000000000000013,[-1.0; 1.0; -1.0; -6.740006752083017e-9; -1.5421507897406873e-9; -2.287478853766206e-8; 0.9999999999999932]
259,220,300,0.40000000000000074,[-1.0; 1.0; 2.2441554311604714e-8; -1.0; -4.0614110927313695e-8; -3.1920477863808243e-8; 1.0]
260,248,300,0.40000000000000446,[1.1447254721336328e-7; 1.0; -5.546299781618926e-8; -1.0; -8.409888205486586e-8; 1.0; -1.0]
261,200,300,0.40000000000000957,[-1.0; 1.0; 5.534126605412824e-8; 1.7348944010511047e-7; -1.0; -3.7672877477691496e-8; 1.0]
262,219,300,0.4000000000000005,[2.1647660436287362e-8; -1.0; 1.0; -4.6898429627938176e-8; -1.0; 1.0; -1.1744644785131373e-8]
263,215,300,0.40000000000000074,[-1.0; 1.0; 1.0; 4.3582870026809286e-8; -2.1307071809913038e-8; -3.391658776625943e-8; -0.9999999999999992]
264,165,300,0.4000000000000095,[5.33384166434603e-8; 1.2998078360921964e-7; 1.0; 1.0; -1.0; -1.0; -1.670541387516397e-7]
265,157,300,0.40000000000000013,[-1.0; 1.0; 1.050345028201495e-8; 1.0; -2.2288174754770016e-8; -1.0; -1.9556486975079814e-8]
266,128,300,0.4000000000040693,[3.4351472221118854e-6; 1.0; -0.999999999977709; -1.2206075856025628e-6; -1.0; 1.0; 9.133134207559178e-7]
267,199,300,0.40000000000000424,[0.9999999999999954; -1.0; 5.7190242067893875e-8; 9.538163556575422e-8; 1.0; 6.745178699899927e-8; -1.0]
268,196,300,0.4000000000000011,[1.0; 2.547508269986659e-8; -1.0; 1.0; -5.070563723977611e-8; 4.75119399121072e-8; -1.0]
269,266,300,0.40000000000000213,[6.056282793386541e-8; -1.0; -1.738463067855717e-8; 5.5390327349064643e-8; -1.0; 1.0; 1.0]
270,196,300,0.3999999999999999,[-2.540899235501841e-9; 1.0; -1.9761773605004382e-8; -1.0; -1.0; 1.0; 2.0316721173437543e-8]
271,170,300,0.4000000000000046,[1.1752012641462373e-7; 1.0; 4.667159617261727e-9; 1.0; -1.0; 4.597320356815196e-8; -1.0]
272,255,300,0.4000000000000926,[1.2902405281159847e-8; 4.1857194540672975e-7; 1.0; -1.0; 1.0; 3.6699128004433076e-7; -1.0]
273,165,300,0.40000000000000235,[1.3920792926674634e-8; -1.0; 0.9999999999999254; 1.0; -1.0; 4.8270218822263426e-8; -1.6099996898833734e-8]
274,178,300,0.4000000000000262,[-1.444689984995967e-7; -1.0; -1.0; -8.864906920334905e-8; 0.999999999999825; 1.0; 2.7920456463200537e-7]
275,274,300,0.3999999999999999,[-2.5114328844170447e-9; 1.0; -1.0; 1.0; -1.0; 1.9252493630667785e-9; 1.9902861843942294e-8]
276,167,300,0.4000000000000006,[1.2961426946369758e-8; -0.9999999999999998; -1.0; 1.0; -4.903603834537367e-8; 1.0; 3.5421574698416035e-8]
277,179,300,0.3999999999999999,[-1.0; 1.0; -7.222970874801779e-9; -1.2411636787624404e-8; -1.0; 1.0; -1.4298710795632667e-8]
278,189,300,0.40000000000000074,[1.0; -1.0; -1.0; 2.817239661220509e-8; 1.0; 4.406516265100163e-8; -6.8443552184556426e-9]
279,256,300,0.4000000000000005,[1.0; 3.898971560612712e-8; -4.802794680795175e-9; 2.23751658073304e-8; 1.0; -1.0; -1.0]
280,181,300,0.40000000000000047,[-1.0; 1.0; -1.0; 3.868872575228423e-8; -1.635789532435831e-8; 1.0; -2.8231130018490244e-8]
281,216,300,0.40000000000000097,[1.0; -3.513987089784816e-8; -0.9999999999999986; -1.577339149936653e-8; 0.9999999999999966; -1.0; 4.670850908851075e-8]
282,148,300,0.40000000000000163,[1.0; 1.0; -1.0; -1.0; 5.27764695382747e-8; 4.575129293711767e-8; 5.3399906037590116e-8]
283,201,300,0.40000000000000435,[6.93175410338556e-8; -1.0; -0.9999999999999608; -6.011109375462268e-8; -7.691752559453285e-9; 0.999999999999976; 0.9999999999999578]
284,155,300,0.40000000000002545,[3.240294354008679e-8; 9.076736568159084e-8; 1.0; 2.86071856690513e-7; -1.0; -1.0; 1.0]
285,265,300,0.4000000000000007,[3.8156365425087205e-8; -0.999999999999997; 1.0; 1.0; -1.0; -4.3006793037581104e-8; -9.39444093717044e-9]
286,189,300,0.4000000000000028,[-7.546569924968497e-8; 9.294779046632086e-9; 0.9999999999999859; -4.923199472709849e-8; -1.0; -1.0; 1.0]
287,231,300,0.3999999999999999,[1.0; 1.0; -1.0; 7.265053143681497e-9; 1.6539368865789398e-8; -1.0; -1.023289696016821e-9]
288,221,300,0.4000000000000004,[-2.1604919534235367e-8; -1.0; 1.0; 1.0; 1.1144698663577788e-9; 3.089960270142632e-8; -1.0]
289,157,300,0.4000000000000501,[-1.4702950546385596e-7; 4.4045365219458916e-7; 1.0; -1.590032035892975e-7; 1.0; -1.0; -1.0]
290,216,300,0.40000000000000024,[-1.4074330689898426e-8; -1.0; 1.0; -1.0; -3.2634732076206596e-8; -1.0384784853522974e-8; 1.0]
291,142,300,0.40000000000001257,[-1.807990959752619e-7; 1.0; -1.0; 1.635671936942387e-7; -7.938608794147836e-8; 1.0; -1.0]
292,187,300,0.4000000000000015,[-1.0; -2.4737893435115387e-8; -1.0; 1.3855140533659336e-8; 1.0; -6.663492563754469e-8; 1.0]
293,166,300,0.4000000000000005,[1.0; 1.0; -1.0; -1.0; -1.1831684665787552e-8; 2.5549335259353687e-9; -4.54952832152421e-8]
294,147,300,0.4000000000000023,[-1.8984336446930457e-8; -0.9999999999999991; -3.957049390083576e-8; -1.0; 9.285465488617019e-8; 1.0; 1.0]
295,159,300,0.40000000000000746,[-1.0; 1.0; -1.0; 1.0; -1.5857303848772901e-7; -1.042995421571299e-8; -4.308321964565464e-8]
296,208,300,0.4000000000000027,[8.819940229404676e-8; 1.0; -6.172875264052272e-8; -1.0; -0.9999999999999984; 1.0; 3.5844732874491315e-8]
297,184,300,0.40000000000000024,[-1.2882640515487193e-8; 1.7294825262622033e-8; -1.0; -1.0023624714454704e-8; 1.0; 1.0; -0.999999999999994]
298,186,300,0.400000000000008,[0.9999999999999977; -0.9999999999998593; 1.0; 4.236271538791734e-8; -1.0; 1.1783504180761905e-7; -8.465445205597041e-9]
299,153,300,0.4000000000000079,[2.809866570976895e-8; -1.6231585554364323e-7; -1.0; -1.0; 1.0; -4.561797583384583e-8; 1.0]
300,278,300,0.400000000000002,[1.0; 1.0; 8.225691795802178e-8; -1.0; -5.256693357655463e-8; 2.2670023770938334e-8; -1.0]
301,206,300,0.4000000000000006,[-1.0; 1.0; 2.492206841138066e-8; 1.0; 1.5821990919418885e-8; -0.9999999999999933; 3.1621331881114667e-8]
302,215,300,0.4000000000000018,[-3.8896420568964215e-8; 1.0; -1.0; 1.0; -3.791015639038901e-8; -0.9999999999999585; -3.6887239187715264e-8]
303,224,300,0.40000000000000047,[-1.0; 1.0; 4.11951592902489e-9; -4.071686524961814e-8; 2.063165393479838e-9; 1.0; -1.0]
304,157,300,0.40000000000000024,[-1.0; -5.492192970482152e-9; 1.0; -3.2381414418310924e-8; 5.293632983989558e-9; 1.0; -1.0]
305,164,300,0.4000000000000021,[-1.0; 2.8973569453817638e-8; 1.0; -1.0; 1.0; -4.870192276617904e-9; -8.855478660961867e-8]
306,258,300,0.40000000000000224,[-1.0; -1.0; -1.4832577114030764e-8; 1.0; 2.1632770503057078e-8; 1.0; 8.835819996410825e-8]
307,199,300,0.40000000000000024,[-2.2557355229986438e-8; -1.0; 1.0; -2.012207764601971e-8; 2.068249023015851e-8; -1.0; 1.0]
308,163,300,0.40000000000003,[1.0; -7.075022611414097e-8; -1.0; -1.0; 8.331516938964403e-8; -3.2203367623139005e-7; 1.0]
309,257,300,0.4000000000000027,[-1.0; 1.0; 1.0; -1.0; -2.7395011785509842e-8; -9.323607372619267e-8; 5.256185301088338e-8]
310,184,300,0.40000000000000124,[1.0; 1.4293385304919898e-8; -4.7464036194353145e-8; -1.0; 0.9999999999999718; 3.0218867098557982e-9; -1.0]
311,160,300,0.40000000000000036,[0.9999999999999973; 7.720458504989409e-9; -1.0; -2.2407735396559097e-8; -2.1016269226583104e-8; -1.0; 1.0]
312,166,300,0.40000000000000535,[-6.344931819293798e-8; 5.653630927556852e-8; 0.9999999999999559; -1.0; 1.0; -1.0255142011687917e-7; -1.0]
313,237,300,0.40000000000000013,[-1.85763094592797e-8; -1.1798361518834584e-8; 1.0; -1.0; 1.0; -1.0; 3.3121921891099123e-8]
314,182,300,0.3999999999999999,[1.0; 1.0905148872334369e-8; -1.0047419010432615e-8; -1.0; 5.1285697616569536e-9; 1.0; -1.0]
315,203,300,0.40000000000000013,[1.0; 1.0; -1.0; 2.4667812968606712e-8; -2.01792901991028e-8; -1.0; -1.010636491581522e-8]
316,187,300,0.3999999999999999,[-1.323597948249276e-8; 1.0; 4.566033377842634e-10; -1.0; 1.0; 9.427309544186288e-9; -1.0]
317,213,300,0.4000000000000007,[2.0775408553778517e-8; 3.254147001893751e-8; 1.0; -4.442914442456875e-8; -1.0; -1.0; 1.0]
318,201,300,0.40000000000000024,[-1.0; 1.6810085860407558e-8; 1.0; -1.0; 1.0; -2.3929158017578547e-9; 2.538618040593844e-8]
319,248,300,0.3999999999999999,[5.0775770985494925e-9; -2.4820639094942004e-9; -1.0; -1.0; 1.3754532804619185e-8; 1.0; 1.0]
320,167,300,0.4000000000000022,[-2.437980223881642e-8; -5.848101338466389e-8; 1.0; 1.0; -1.0; 8.364416871255067e-8; -1.0]
321,187,300,0.40000000000000163,[1.0; 5.9044782887917785e-9; 1.0; -1.0; -2.6361483379386208e-8; 8.01938081898702e-8; -1.0]
322,202,300,0.40000000000000163,[1.0; -1.0; -1.0; 4.456974945134965e-8; 1.0; -3.820907521621435e-8; 5.7924116863022395e-8]
323,195,300,0.40000000000000013,[1.0; 5.488495872092918e-9; -3.44832853504528e-8; 1.0380425882363271e-8; -1.0; -1.0; 1.0]
324,181,300,0.4000000000000005,[1.0; 1.0; -1.0; -1.0; 2.1340905303541673e-8; 3.207627169301404e-8; -4.6170830030737505e-8]
325,223,300,0.3999999999999999,[1.0; 1.7007227364058266e-8; -1.0; 1.930356254351179e-8; 1.0; -1.0; -9.29068809811231e-9]
326,201,300,0.40000000000000097,[-0.9999999999999912; 1.0; 1.0; -1.0; -8.986793870768389e-10; 5.087119139031406e-8; 2.2286212199369367e-8]
327,206,300,0.40000000000000124,[-1.0; -1.0; 1.0; -1.4521516061177418e-8; -4.145220495331309e-8; 6.612130586059366e-8; 1.0]
328,165,300,0.3999999999999999,[-4.260215302405535e-9; -1.0; 4.176868466658091e-9; 1.0; -1.0; -1.0882975967070123e-8; 1.0]
329,213,300,0.4000000000000003,[6.594493747292741e-9; 0.9999999999999997; 1.7067073731169272e-8; -3.447612018245306e-8; 1.0; -1.0; -1.0]
330,196,300,0.40000000000000213,[-1.0; 1.5300362183608712e-8; 1.0; 1.0; 7.279405919410563e-8; 4.468772241352485e-8; -1.0]
331,173,300,0.40000000000000996,[-2.916332661666595e-8; 5.2185365448797265e-8; -1.0; -1.902680340515273e-7; -1.0; 1.0; 1.0]
332,167,300,0.40000000000000024,[3.4161258858758074e-8; 0.9999999999999972; -1.0; -1.0; 1.0; 8.29648773788316e-9; -2.7139678504384364e-10]
333,200,300,0.4000000000000003,[0.9999999999999977; -1.0; -1.496619054208047e-8; 3.2080120992636394e-8; -1.0; -1.0516824821411045e-8; 1.0]
334,147,300,0.40000000000001135,[-1.0; -1.0; 1.0; 5.661625396389501e-8; 1.0; -1.40817674833209e-7; -1.3791216826301874e-7]
335,190,300,0.4000000000000004,[-1.0; 1.0; 1.0; -1.0; -1.7555145198780842e-8; -2.1924543669225382e-8; 2.315763841742473e-8]
336,152,300,0.40000000000013347,[-1.0; -1.0; 1.0; 4.1136262166660416e-7; -1.397396711492456e-7; 1.0; -6.675225812201257e-7]
337,202,300,0.40000000000000085,[1.4856124362667437e-8; 1.0; 1.0; -1.0; 4.745632044427153e-8; -0.9999999999999911; -1.0533340516296196e-9]
338,175,300,0.4000000000000008,[4.334737355580339e-8; -1.674776652992619e-8; 1.0; -0.9999999999999849; -1.0; -2.1240803812694455e-8; 0.9999999999999993]
339,247,300,0.3999999999999999,[-1.0; 1.0; -1.0; 1.7872534937859954e-8; -8.117806560720847e-9; 7.248948335590749e-9; 1.0]
340,189,300,0.4,[-1.0; 1.0; -1.0; 9.272555272801638e-9; 5.996254939230728e-9; 0.9999999999999997; 8.031852545658725e-9]
341,164,300,0.40000000000000613,[1.0; 9.800358745844403e-8; -1.0; -3.714629022168454e-8; -1.0; 1.0; -1.3805233576633707e-7]
342,157,300,0.4000000000000753,[-1.0; -7.176773921033969e-8; 1.0; -9.029768588781401e-8; 1.0; -0.9999999999977328; 2.6911495197886115e-7]
343,219,300,0.40000000000000024,[-1.0; -1.0; 1.1109119188430836e-8; 1.0; -4.304777343501258e-9; 0.9999999999999877; 2.4066387970280426e-8]
344,208,300,0.4000000000000029,[-1.0; 1.0; 1.0; -8.259469170594032e-8; -5.715119904158528e-8; -5.236970291701669e-8; -1.0]
345,182,300,0.40000000000000235,[-1.0; -9.042161280917847e-8; -1.0; -1.678910977734399e-8; 1.0; 1.0; 2.9308014192642885e-8]
346,144,300,0.400000000000021,[1.6643471643835553e-7; -1.0; -0.9999999999994509; 1.0; 1.0298541538121018e-8; 1.0; -1.1642286653566385e-9]
347,181,300,0.4000000000000121,[1.0; -3.627229123333142e-8; -1.0; -7.777778578824705e-8; 1.0; -1.0; -1.8959543540854518e-7]
348,220,300,0.4000000000000016,[2.5354414376530414e-8; -1.0; 6.04924453684402e-8; 1.0; -6.473569637681263e-8; -1.0; 1.0]
349,169,300,0.3999999999999999,[-8.011114462112372e-9; 8.187585676255311e-9; -1.0; 1.0; -1.0; 1.0; 1.0412131768278973e-8]
350,224,300,0.40000000000000335,[-8.618713481607702e-8; -1.0; 9.146029609652201e-8; 1.9385955054256386e-8; 1.0; -1.0; 1.0]
351,225,300,0.400000000000003,[1.0; 1.0; -1.0; 7.704991966587292e-8; -2.245902097550259e-8; -1.0; 6.486425415347823e-8]
352,188,300,0.40000000000000063,[-2.9067317188466356e-8; -3.7671342455003564e-8; -1.125264911000242e-8; 1.0; 1.0; -1.0; -1.0]
353,190,300,0.40000000000000663,[-5.904522125557384e-8; -1.2327542897219772e-7; -1.0; 1.0; -0.9999999999999459; 8.420630569853968e-8; 1.0]
354,197,300,0.4000000000000032,[0.9999999999999912; -3.667826255606014e-8; -0.9999999999999006; 1.0; 2.1135947512954105e-8; -1.8420616572014836e-8; -1.0]
355,224,300,0.400000000000004,[9.78382690416663e-8; -1.0; 0.9999999999999807; -8.11647682425662e-8; -1.0; 1.0; 3.945046541975956e-8]
356,156,300,0.4000000000000005,[1.0; -1.0; -2.6656182266814934e-8; -1.0; 1.0; 3.615959761285594e-8; 2.4348745473235286e-8]
357,187,300,0.40000000000001057,[6.714748237789969e-8; 0.9999999999999821; -0.9999999999998848; -2.473229138022259e-8; 1.4040720641736696e-7; -1.0; 0.9999999999999942]
358,224,300,0.4,[-1.0; 1.4788213705475549e-8; -1.0; 9.171504213501022e-9; 4.092423611790919e-9; 0.9999999999999948; 1.0]
359,161,300,0.40000000000002756,[1.3136265917763413e-7; -1.7330130123231705e-7; 1.0; 6.466583710118467e-8; -0.9999999999993042; 1.0; -1.0]
360,153,300,0.400000000000001,[-1.0; 5.975380163167933e-8; 1.0; 1.0; -2.8192921542172764e-8; -1.0; -2.3527427648322336e-8]
361,173,300,0.40000000000000097,[-1.0; 1.0; 2.3213599360200006e-8; 3.9363312595398464e-8; 1.0; 4.141797999112218e-8; -1.0]
362,174,300,0.4000000000000111,[5.127318633691188e-9; -1.0; 1.0; -1.6513062974828847e-7; -1.053011314291857e-7; 1.0; -1.0]
363,199,300,0.4000000000000009,[1.0; 1.0394672112844854e-8; -4.743568035408704e-9; 1.0; -1.0; 5.4415174683114526e-8; -1.0]
364,203,300,0.4000000000000003,[-1.0; -4.0335519980449266e-9; -3.250713529305499e-8; 1.0; 6.3219695703152395e-9; -0.9999999999999983; 1.0]
365,186,300,0.40000000000000047,[1.185285953509767e-8; -1.0; 1.0; -3.3729801494007235e-8; 1.0; -1.0; 5.461537751732596e-9]
366,229,300,0.4000000000000895,[5.99301771608824e-7; 1.0; -6.473091553237202e-8; -1.0; -1.0; 1.0; -1.0998634828735891e-7]
367,192,300,0.40000000000000213,[1.0535648339729804e-8; -1.0; 1.0; 1.0; 9.215236708841377e-10; -1.0; -9.55959543656426e-8]
