nPsoRun,n_iter,S,fgbest,optDes
17,584,300,-56.711828534988285,[-1.0; -0.3918551530006014; -0.5068719320258941; -1.0; 1.0; 0.4654115841735859; 1.0]
18,591,300,-56.7118285349883,[-0.4654115841735859; -1.0; -1.0; 0.39185515300060125; 1.0; 0.5068719320258942; 1.0]
19,529,300,-56.71182853498827,[1.0; -1.0; 0.39185515300059964; 0.9999999999999999; 0.5068719320258949; -0.4654115841735851; -1.0]
20,577,300,-56.71182853498827,[-0.3918551530006038; 0.4654115841735852; 1.0; -0.5068719320258918; 1.0; -1.0; -1.0]
21,548,300,-56.71182853498828,[-0.5068719320258941; 1.0; -1.0; -0.3918551530006017; 0.4654115841735866; -1.0; 0.9999999999999999]
22,558,300,-56.711828534988285,[-1.0; -0.4654115841735862; 0.3918551530006014; 0.5068719320258942; 1.0; 1.0; -1.0]
23,556,300,-56.71182853498827,[-0.3918551530006015; -1.0; 0.46541158417358547; 1.0; -0.5068719320258946; 1.0; -0.9999999999999999]
24,519,300,-56.71182853498831,[1.0; 1.0; -1.0; 0.46541158417358686; -0.5068719320258933; -0.3918551530006021; -1.0]
25,519,300,-56.71182853498831,[-1.0; -1.0; 1.0; -0.5068719320258942; 1.0; 0.4654115841735861; -0.3918551530006018]
26,639,300,-56.711828534988285,[-0.5068719320258942; -0.39185515300059914; 0.4654115841735854; -1.0; -1.0; 1.0; 1.0]
27,497,300,-56.711828534988285,[-1.0; -1.0; 0.5068719320258942; 1.0; -0.4654115841735859; 0.3918551530005999; 1.0]
28,606,300,-56.711828534988285,[-1.0; 1.0; 0.5068719320258942; 1.0; 0.39185515300060136; -0.4654115841735863; -1.0]
29,527,300,-56.71182853498831,[1.0; 0.39185515300060125; -0.4654115841735862; 1.0; -1.0; -1.0; 0.5068719320258943]
30,551,300,-56.71182853498831,[-0.3918551530006013; -1.0; 1.0; -0.5068719320258942; 1.0; -1.0; 0.46541158417358636]
31,586,300,-56.711828534988285,[-0.4654115841735858; 1.0; -1.0; -1.0; 0.39185515300060114; 0.5068719320258942; 1.0]
32,624,300,-56.711828534988285,[0.5068719320258939; -1.0; 1.0; 1.0; -0.4654115841735861; 0.3918551530006014; -1.0]
33,510,300,-56.71182853498827,[1.0; -0.39185515300060225; -1.0; -0.5068719320258924; 1.0; 0.4654115841735848; -1.0]
34,568,300,-56.71182853498831,[-1.0; 0.506871932025894; -0.46541158417358625; 1.0; -1.0; 1.0; 0.3918551530006017]
35,525,300,-56.71182853498827,[1.0; 0.3918551530005954; -0.46541158417358547; -1.0; 1.0; 0.5068719320258942; -0.9999999999999999]
36,586,300,-56.7118285349883,[0.39185515300060164; -1.0; 1.0; 1.0; 0.5068719320258942; -0.4654115841735863; -1.0]
37,549,300,-56.71182853498828,[-1.0; 1.0; -1.0; 0.46541158417358586; -0.5068719320258933; 1.0; -0.39185515300060175]
38,571,300,-56.711828534988285,[0.39185515300060125; -0.4654115841735867; -1.0; 1.0; 0.5068719320258941; 1.0; -0.9999999999999999]
39,611,300,-56.711828534988285,[1.0; 0.46541158417358564; 1.0; -0.9999999999999999; -0.5068719320258949; -0.39185515300059853; -1.0]
40,583,300,-56.711828534988285,[-0.4654115841735863; -1.0; -1.0; 0.5068719320258933; 1.0; 0.3918551530006025; 1.0]
41,484,300,-56.71182853498827,[0.46541158417358486; -0.3918551530006028; 1.0; -0.5068719320258942; -0.9999999999999999; -1.0; 1.0]
42,479,300,-56.71182853498827,[-0.39185515300060253; -1.0; -0.5068719320258941; 1.0; 0.4654115841735855; 1.0; -1.0]
43,575,300,-56.71182853498827,[-1.0; -0.4654115841735864; 0.5068719320258936; 1.0; 0.3918551530006027; 1.0; -1.0]
44,587,300,-56.7118285349883,[1.0; -1.0; -1.0; -0.5068719320258942; -0.39185515300059987; 1.0; 0.4654115841735862]
45,594,300,-56.71182853498827,[-1.0; 1.0; 0.506871932025893; -0.46541158417358547; 0.39185515300060375; 1.0; -1.0]
46,508,300,-56.711828534988285,[1.0; -1.0; 0.5068719320258945; 0.3918551530006006; -1.0; 1.0; -0.46541158417358625]
47,567,300,-56.7118285349883,[-1.0; -0.4654115841735862; 0.3918551530006014; 1.0; -1.0; 1.0; 0.5068719320258942]
48,578,300,-56.71182853498831,[-1.0; -1.0; -0.46541158417358625; 1.0; 1.0; 0.5068719320258942; 0.3918551530006018]
49,643,300,-56.71182853498831,[-0.3918551530006014; 1.0; -1.0; -1.0; 0.46541158417358663; 0.9999999999999999; -0.5068719320258942]
50,567,300,-56.711828534988285,[0.46541158417358647; -0.5068719320258939; -0.3918551530006017; -1.0; 1.0; -1.0; 1.0]
51,488,300,-56.71182853498827,[0.5068719320258934; 1.0; 0.3918551530006026; 1.0; -1.0; -1.0; -0.4654115841735847]
52,456,300,-56.71182853498827,[-1.0; -0.4654115841735857; 0.3918551530006045; 1.0; -1.0; 0.5068719320258926; 1.0]
53,509,300,-56.7118285349883,[-1.0; 1.0; 1.0; -0.5068719320258943; -1.0; -0.39185515300059987; 0.46541158417358625]
54,541,300,-56.71182853498828,[1.0; -1.0; -0.4654115841735862; 0.5068719320258942; 0.3918551530006018; 1.0; -0.9999999999999999]
55,497,300,-56.71182853498828,[1.0; 1.0; -1.0; -0.4654115841735857; 0.39185515300059987; -1.0; 0.5068719320258948]
56,456,300,-56.71182853498827,[-1.0; -0.4654115841735855; 0.3918551530006012; 1.0; 1.0; -1.0; 0.5068719320258942]
57,688,300,-56.711828534988285,[0.39185515300060064; -0.4654115841735867; -1.0; 1.0; -0.9999999999999999; 0.5068719320258941; 1.0]
58,543,300,-56.71182853498831,[1.0; 0.5068719320258938; -1.0; -0.4654115841735861; -1.0; 1.0; 0.3918551530006018]
59,461,300,-56.71182853498827,[0.5068719320258948; 1.0; -0.4654115841735853; 1.0; -1.0; -1.0; 0.39185515300060164]
60,557,300,-56.711828534988285,[-0.5068719320258942; -1.0; 1.0; -0.3918551530006012; 0.46541158417358613; -1.0; 1.0]
61,541,300,-56.7118285349883,[1.0; 1.0; -1.0; 0.5068719320258943; 0.39185515300059987; -1.0; -0.4654115841735862]
62,619,300,-56.71182853498827,[-0.5068719320258948; -1.0; 1.0; -0.3918551530005983; -1.0; 1.0; 0.46541158417358514]
63,572,300,-56.71182853498831,[0.4654115841735863; -0.39185515300060164; 1.0; -1.0; -1.0; 1.0; -0.506871932025894]
64,459,300,-56.71182853498827,[0.39185515300060225; 0.506871932025894; -0.46541158417358586; 1.0; 1.0; -1.0; -1.0]
65,491,300,-56.711828534988285,[-1.0; 1.0; -1.0; 0.46541158417358613; 1.0; -0.39185515300060136; -0.5068719320258942]
66,681,300,-56.711828534988285,[0.39185515300060186; -1.0; 1.0; -0.4654115841735862; -1.0; 0.5068719320258938; 1.0]
67,463,300,-56.71182853498827,[-1.0; 0.9999999999999999; 0.39185515300060425; 0.5068719320258931; 1.0; -1.0; -0.4654115841735851]
68,536,300,-56.71182853498828,[-1.0; 1.0; 0.506871932025894; -1.0; 0.3918551530006001; 1.0; -0.46541158417358597]
69,470,300,-56.71182853498831,[0.5068719320258939; 1.0; 1.0; -0.4654115841735862; -1.0; -1.0; 0.3918551530006017]
70,520,300,-56.71182853498828,[-1.0; -0.5068719320258942; 1.0; -0.39185515300060203; 0.46541158417358647; -1.0; 0.9999999999999999]
71,626,300,-56.711828534988285,[1.0; -1.0; -0.5068719320258942; 1.0; -0.3918551530005999; 0.4654115841735859; -1.0]
72,589,300,-56.71182853498828,[-1.0; 0.5068719320258944; 1.0; -1.0; 1.0; 0.3918551530006012; -0.4654115841735861]
73,538,300,-56.7118285349883,[1.0; 1.0; 0.39185515300060053; -0.4654115841735861; -1.0; 0.5068719320258942; -1.0]
74,549,300,-56.7118285349883,[1.0; 0.4654115841735863; -0.39185515300060153; -1.0; 1.0; -1.0; -0.5068719320258941]
75,553,300,-56.71182853498828,[-1.0; 1.0; 0.39185515300060036; 1.0; -0.46541158417358575; 0.5068719320258943; -1.0]
76,552,300,-56.71182853498828,[0.4654115841735854; -1.0; 1.0; -0.5068719320258943; 1.0; -0.3918551530005991; -1.0]
77,579,300,-56.7118285349883,[-0.4654115841735864; 1.0; 1.0; -1.0; -1.0; 0.39185515300060175; 0.506871932025894]
78,656,300,-56.711828534988285,[1.0; 0.39185515300060125; 0.5068719320258942; -0.46541158417358613; -1.0; 1.0; -1.0]
79,447,300,-56.711828534988285,[1.0; 0.46541158417358597; -0.506871932025894; -1.0; 1.0; -1.0; -0.3918551530006018]
80,631,300,-56.711828534988285,[0.4654115841735854; -1.0; -1.0; -0.5068719320258948; 1.0; -0.39185515300059987; 1.0]
81,505,300,-56.71182853498831,[-1.0; -0.4654115841735862; -1.0; 0.506871932025894; 1.0; 1.0; 0.3918551530006017]
82,507,300,-56.71182853498828,[-1.0; -1.0; 0.3918551530005981; 1.0; 1.0; 0.5068719320258952; -0.46541158417358525]
83,551,300,-56.71182853498828,[0.46541158417358575; -0.39185515300059826; -1.0; -1.0; 1.0; 1.0; -0.5068719320258949]
84,663,300,-56.7118285349883,[-0.5068719320258946; -0.9999999999999999; 1.0; 1.0; 0.46541158417358564; -0.9999999999999999; -0.39185515300060175]
85,586,300,-56.71182853498831,[1.0; -1.0; 0.46541158417358625; 1.0; -1.0; -0.5068719320258942; -0.39185515300060175]
86,562,300,-56.7118285349883,[-1.0; 0.3918551530006013; -0.46541158417358613; 1.0; -1.0; 1.0; 0.5068719320258942]
87,604,300,-56.711828534988285,[-1.0; 1.0; -0.5068719320258942; -0.3918551530006014; 0.46541158417358625; 1.0; -1.0]
88,593,300,-56.71182853498828,[-1.0; 0.3918551530005997; 1.0; -0.9999999999999999; 0.5068719320258942; 0.9999999999999999; -0.4654115841735858]
89,530,300,-56.711828534988285,[0.5068719320258941; 1.0; -1.0; 1.0; -1.0; -0.4654115841735861; 0.39185515300060175]
90,535,300,-56.7118285349883,[-0.46541158417358636; 0.3918551530006016; -1.0; -1.0; 1.0; 0.5068719320258941; 1.0]
91,475,300,-56.711828534988285,[-0.46541158417358547; -1.0; 1.0; 1.0; -1.0; 0.5068719320258949; 0.3918551530005986]
92,516,300,-56.71182853498831,[-1.0; -1.0; -0.4654115841735863; 0.3918551530006014; 0.5068719320258941; 1.0; 1.0]
93,508,300,-56.71182853498831,[0.3918551530006014; -1.0; -1.0; 1.0; -0.4654115841735863; 1.0; 0.5068719320258943]
94,531,300,-56.711828534988285,[0.3918551530006013; 1.0; 0.5068719320258941; 1.0; -1.0; -1.0; -0.46541158417358613]
95,563,300,-56.71182853498827,[-1.0; -0.506871932025895; 1.0; -0.39185515300060025; 0.46541158417358547; 1.0; -0.9999999999999999]
96,558,300,-56.71182853498828,[-0.5068719320258942; -0.39185515300060114; -1.0; 0.4654115841735861; 1.0; 1.0; -1.0]
97,52,300,-56.5346694282317,[-1.0; 0.5078396864879464; -0.46476980946153484; -1.0; 1.0; 0.36120569887334936; 1.0]
98,110,300,-56.62227242576932,[0.5068459967902369; -1.0; 1.0; -1.0; -0.4662027174582823; 1.0; 0.3806974635897862]
99,625,300,-56.7118285349883,[-1.0; -0.39185515300060125; 1.0; 0.465411584173586; 1.0; -1.0; -0.5068719320258942]
100,527,300,-56.71182853498827,[0.5068719320258939; 0.9999999999999999; 0.3918551530006018; -0.4654115841735851; -1.0; 1.0; -1.0]
101,169,300,-56.69188335141285,[1.0; 0.505520948990342; 0.999999926822329; -0.9999995889431224; -1.0; 0.3934604157013985; -0.4651833480439406]
102,553,300,-56.71182853498828,[-1.0; -0.5068719320258932; -0.3918551530006025; 0.4654115841735872; -1.0; 0.9999999999999999; 0.9999999999999998]
103,546,300,-56.711828534988285,[0.46541158417358613; 1.0; -0.5068719320258941; -0.3918551530006014; -1.0; 1.0; -1.0]
104,593,300,-56.711828534988285,[-1.0; -1.0; -0.46541158417358586; 0.5068719320258942; 1.0; 0.39185515300059987; 1.0]
105,489,300,-56.71182853498827,[1.0; 1.0; 0.39185515300060203; -0.46541158417358547; -1.0; -1.0; 0.5068719320258938]
106,450,300,-56.71182853498827,[0.5068719320258944; 0.39185515300060136; 1.0; -1.0; 1.0; -1.0; -0.46541158417358525]
107,557,300,-56.71182853498831,[-1.0; 1.0; 1.0; -0.46541158417358597; 0.5068719320258942; -1.0; 0.3918551530006018]
108,553,300,-56.711828534988285,[0.4654115841735863; -0.5068719320258945; 0.9999999999999999; 0.9999999999999999; -1.0; -0.3918551530006009; -1.0]
109,71,300,-56.639049371437444,[1.0; -1.0; -0.3789425964153304; -1.0; -0.5075908577827845; 1.0; 0.46468090858754724]
110,503,300,-56.71182853498831,[1.0; -1.0; -0.46541158417358625; -1.0; 1.0; 0.5068719320258942; 0.39185515300060175]
111,511,300,-56.71182853498831,[-1.0; -0.5068719320258942; 1.0; -1.0; 0.46541158417358675; 0.9999999999999999; -0.3918551530006017]
112,505,300,-56.711828534988285,[1.0; -1.0; 0.39185515300060103; 1.0; 0.5068719320258942; -1.0; -0.46541158417358597]
113,668,300,-56.71182853498828,[-0.5068719320258931; -1.0; 0.4654115841735871; 0.9999999999999998; 0.9999999999999999; -0.3918551530006031; -1.0]
114,511,300,-56.7118285349883,[-0.3918551530006014; 1.0; -1.0; 0.4654115841735863; -0.5068719320258942; -1.0; 1.0]
115,577,300,-56.71182853498827,[-1.0; -0.39185515300060314; 0.9999999999999996; -0.5068719320258933; 0.46541158417358813; -1.0; 0.9999999999999996]
116,649,300,-56.71182853498827,[-1.0; 1.0; -1.0; -0.3918551530006037; 1.0; 0.46541158417358497; -0.5068719320258933]
117,559,300,-56.711828534988285,[1.0; -1.0; -0.5068719320258942; 1.0; -1.0; 0.46541158417358597; -0.3918551530006018]
118,583,300,-56.71182853498827,[1.0; -0.46541158417358625; 0.3918551530006034; 0.5068719320258936; -1.0; -1.0; 1.0]
119,608,300,-56.711828534988285,[1.0; -1.0; -0.5068719320258942; -0.39185515300060114; -1.0; 1.0; 0.46541158417358613]
120,476,300,-56.711828534988285,[1.0; 1.0; 0.46541158417358575; -1.0; -0.39185515300060064; -0.5068719320258942; -1.0]
121,553,300,-56.71182853498827,[1.0; 0.5068719320258942; -1.0; -0.4654115841735857; 0.39185515300060236; -1.0; 1.0]
122,628,300,-56.7118285349883,[-1.0; -0.3918551530006013; 1.0; 0.46541158417358625; -0.5068719320258942; 1.0; -1.0]
123,519,300,-56.71182853498828,[1.0; -0.5068719320258932; 0.4654115841735873; -1.0; -0.39185515300060253; -1.0; 0.9999999999999998]
124,630,300,-56.7118285349883,[0.4654115841735862; -1.0; -0.3918551530006014; 1.0; -0.5068719320258942; 1.0; -1.0]
125,491,300,-56.711828534988285,[1.0; 0.5068719320258938; -1.0; -1.0; 0.3918551530006008; -0.46541158417358586; 1.0]
126,585,300,-56.71182853498831,[1.0; 1.0; -0.4654115841735861; -1.0; 0.5068719320258942; -1.0; 0.39185515300060175]
127,569,300,-56.71182853498831,[-1.0; -0.5068719320258938; -1.0; 1.0; 0.4654115841735859; 1.0; -0.3918551530006017]
128,523,300,-56.711828534988285,[0.4654115841735861; 1.0; -1.0; -0.5068719320258942; -1.0; -0.3918551530006011; 1.0]
129,225,300,-56.71165732178798,[0.3918591869154876; -0.46540532570304366; 0.5068646659165936; 1.0; -1.0; -1.0; 1.0]
130,607,300,-56.711828534988285,[-1.0; 1.0; 0.39185515300060125; 0.5068719320258941; 1.0; -0.46541158417358613; -1.0]
131,517,300,-56.71182853498831,[-1.0; 1.0; -1.0; 1.0; -0.506871932025894; 0.46541158417358625; -0.3918551530006017]
132,514,300,-56.71182853498827,[1.0; -0.5068719320258942; 0.46541158417358586; -1.0; -0.3918551530006025; -1.0; 1.0]
133,489,300,-56.71182853498827,[0.46541158417358536; -1.0; 1.0; -0.3918551530006043; -0.506871932025893; 1.0; -1.0]
134,638,300,-56.71182853498827,[1.0; -1.0; 0.5068719320258945; 0.3918551530005999; 1.0; -1.0; -0.4654115841735858]
135,541,300,-56.711828534988285,[-1.0; -1.0; 0.5068719320258942; -0.46541158417358625; 1.0; 1.0; 0.3918551530006003]
136,607,300,-56.71182853498827,[-0.46541158417358597; 0.5068719320258943; 0.39185515300060064; 1.0; -1.0; 1.0; -1.0]
137,541,300,-56.71182853498828,[1.0; 0.46541158417358536; -0.5068719320258946; -1.0; -0.3918551530005986; 1.0; -1.0]
138,146,300,-56.70470915209962,[1.0; 0.3907739518093577; -1.0; 1.0; -0.4652931591489978; 0.5068986371390692; -1.0]
139,120,300,-56.70215935950658,[-0.39222585683686184; 0.46517925863801446; -1.0; 1.0; -1.0; -0.5063172986434623; 1.0]
140,490,300,-56.71182853498828,[0.5068719320258938; -1.0; -0.465411584173586; 0.3918551530006017; 1.0; -1.0; 1.0]
141,550,300,-56.71182853498828,[1.0; -1.0; -0.3918551530005974; 1.0; 0.4654115841735857; -1.0; -0.5068719320258952]
142,555,300,-56.71182853498831,[-1.0; 0.5068719320258938; -1.0; 1.0; 1.0; -0.4654115841735861; 0.3918551530006018]
143,554,300,-56.711828534988285,[1.0; -1.0; 0.46541158417358625; -0.5068719320258942; -0.39185515300060125; 1.0; -1.0]
144,60,300,-56.58202377430215,[1.0; 1.0; -1.0; 0.5082553699013085; -0.4647293352176543; 0.36743714389727855; -1.0]
145,457,300,-56.711828534988285,[-1.0; 0.46541158417358625; 1.0; -0.3918551530006014; -1.0; -0.5068719320258942; 1.0]
146,591,300,-56.711828534988285,[1.0; -1.0; -1.0; 0.39185515300060053; 1.0; 0.5068719320258942; -0.465411584173586]
147,574,300,-56.71182853498827,[0.5068719320258944; 0.39185515300060114; 1.0; -1.0; -0.46541158417358536; -1.0; 1.0]
148,73,300,-56.67834169356787,[-1.0; 0.3927576728209493; -1.0; 1.0; 1.0; 0.5049645545994591; -0.46422703534984955]
149,426,300,-56.71182853498827,[1.0; 0.3918551530006013; 0.506871932025894; -1.0; -1.0; -0.4654115841735856; 1.0]
150,483,300,-56.711828534988285,[-0.3918551530006009; 1.0; 0.46541158417358613; -0.5068719320258942; 1.0; -1.0; -1.0]
151,577,300,-56.71182853498831,[-0.4654115841735863; -1.0; 0.5068719320258939; 1.0; 1.0; -1.0; 0.39185515300060175]
152,486,300,-56.711828534988285,[-1.0; -1.0; -0.3918551530006005; 1.0; 1.0; -0.5068719320258942; 0.4654115841735859]
153,538,300,-56.71182853498827,[1.0; -0.46541158417358536; 0.5068719320258935; -1.0; 0.3918551530006032; 1.0; -1.0]
154,523,300,-56.711828534988285,[-1.0; 0.4654115841735859; -0.5068719320258943; -1.0; -0.391855153000601; 1.0; 1.0]
155,506,300,-56.7118285349883,[0.46541158417358597; 1.0; 1.0; -0.39185515300060125; -1.0; -0.5068719320258942; -1.0]
156,493,300,-56.711828534988285,[0.46541158417358636; 1.0; -0.3918551530006005; 1.0; -1.0; -1.0; -0.5068719320258943]
157,43,300,-56.50851430557946,[-1.0; -1.0; 0.46795539499516897; 1.0; -0.4966925559886106; -0.3994861293183446; 1.0]
158,559,300,-56.7118285349883,[0.39185515300060125; 1.0; -1.0; 0.5068719320258942; -0.46541158417358613; -1.0; 1.0]
159,573,300,-56.71182853498827,[1.0; -0.46541158417358564; -1.0; 0.5068719320258939; 0.3918551530006026; 1.0; -1.0]
160,570,300,-56.7118285349883,[-1.0; -0.46541158417358636; 0.39185515300060153; -1.0; 1.0; 1.0; 0.5068719320258941]
161,549,300,-56.71182853498828,[1.0; -1.0; 0.5068719320258942; -0.46541158417358613; 1.0; 0.3918551530006; -1.0]
162,469,300,-56.71182853498827,[0.5068719320258938; -1.0; -0.4654115841735861; 1.0; 0.3918551530006021; -0.9999999999999999; 1.0]
163,58,300,-56.53844270741612,[-0.4595600184265143; 0.5047801087919478; -1.0; -1.0; 1.0; 0.3726756627519305; 1.0]
164,485,300,-56.711828534988285,[-1.0; 1.0; 1.0; -0.3918551530006014; -0.5068719320258942; 0.46541158417358597; -1.0]
165,518,300,-56.71182853498827,[-1.0; -1.0; 1.0; -0.5068719320258933; 0.4654115841735869; -0.3918551530006001; 1.0]
166,626,300,-56.71182853498828,[-0.5068719320258939; -1.0; 1.0; -1.0; 0.4654115841735859; -0.39185515300060125; 1.0]
167,563,300,-56.71182853498831,[1.0; -1.0; 1.0; 0.5068719320258942; -0.4654115841735861; -1.0; 0.39185515300060175]
168,606,300,-56.711828534988285,[-0.3918551530006014; 0.46541158417358613; -0.5068719320258941; 1.0; -1.0; 1.0; -1.0]
169,574,300,-56.71182853498827,[1.0; 0.46541158417358564; -1.0; -0.5068719320258936; 0.9999999999999999; -1.0; -0.3918551530006026]
170,547,300,-56.711828534988285,[-1.0; 1.0; 0.506871932025894; 1.0; 0.39185515300060175; -0.465411584173586; -0.9999999999999999]
171,611,300,-56.711828534988285,[-0.3918551530006003; 1.0; -0.5068719320258944; -1.0; -1.0; 1.0; 0.46541158417358625]
172,573,300,-56.71182853498828,[-0.39185515300059814; 1.0; -0.5068719320258943; 1.0; -1.0; -1.0; 0.46541158417358586]
173,548,300,-56.711828534988285,[-0.4654115841735863; -1.0; -1.0; 0.5068719320258941; 0.3918551530006011; 1.0; 1.0]
174,534,300,-56.711828534988285,[1.0; 1.0; -1.0; 0.3918551530006014; 0.5068719320258942; -1.0; -0.4654115841735863]
175,40,300,-56.37428745504323,[0.5107624407813415; -1.0; 1.0; -1.0; 1.0; 0.2704476589743474; -0.46306530526300294]
176,465,300,-56.7118285349883,[-1.0; 0.46541158417358625; 1.0; -1.0; -0.5068719320258942; -0.39185515300059987; 1.0]
177,560,300,-56.711828534988285,[-0.39185515300060164; 1.0; -0.5068719320258939; -1.0; -1.0; 0.4654115841735861; 1.0]
178,475,300,-56.711828534988285,[-1.0; 1.0; -0.5068719320258942; -0.3918551530006015; 0.46541158417358597; -1.0; 1.0]
179,515,300,-56.71182853498828,[-1.0; -0.39185515300060164; 1.0; 0.4654115841735861; -0.5068719320258942; -1.0; 1.0]
180,519,300,-56.7118285349883,[0.39185515300060125; 1.0; -1.0; -1.0; -0.465411584173586; 0.5068719320258942; 1.0]
181,535,300,-56.711828534988285,[-0.39185515300060125; -1.0; 1.0; 0.4654115841735861; 0.9999999999999999; -0.5068719320258942; -1.0]
182,595,300,-56.71182853498831,[0.5068719320258938; 1.0; 1.0; -1.0; -1.0; -0.4654115841735859; 0.3918551530006017]
183,474,300,-56.711828534988285,[-1.0; 0.46541158417358536; -1.0; -0.5068719320258943; -0.3918551530005991; 1.0; 1.0]
184,591,300,-56.711828534988285,[1.0; -1.0; 0.5068719320258942; -0.46541158417358613; 1.0; -1.0; 0.39185515300060125]
185,565,300,-56.711828534988285,[0.39185515300060125; -1.0; 0.5068719320258942; 1.0; -0.46541158417358625; -0.9999999999999999; 1.0]
186,122,300,-56.70379309074648,[0.4651792444569016; -1.0; 1.0; 1.0; -0.3907653994253357; -1.0; -0.506836428001513]
187,591,300,-56.711828534988285,[-1.0; 1.0; -0.46541158417358597; 1.0; 0.39185515300060075; -1.0; 0.5068719320258943]
188,521,300,-56.711828534988285,[1.0; 1.0; 0.39185515300060186; 0.5068719320258941; -1.0; -0.9999999999999999; -0.4654115841735864]
189,611,300,-56.711828534988285,[-0.4654115841735855; 1.0; -1.0; 0.391855153000599; -1.0; 1.0; 0.5068719320258948]
190,539,300,-56.711828534988285,[-1.0; -1.0; 1.0; -0.5068719320258942; -0.39185515300060136; 1.0; 0.46541158417358613]
191,488,300,-56.71182853498827,[0.39185515300060275; 1.0; -0.46541158417358686; 0.5068719320258935; -1.0; 1.0; -1.0]
192,538,300,-56.711828534988285,[-0.39185515300060175; 0.4654115841735859; 1.0; 1.0; -1.0; -0.5068719320258933; -1.0]
193,502,300,-56.711828534988285,[-1.0; 1.0; 0.46541158417358613; -0.3918551530006013; -0.5068719320258942; 1.0; -1.0]
194,649,300,-56.71182853498831,[-1.0; 1.0; -1.0; -0.46541158417358597; 1.0; 0.5068719320258942; 0.39185515300060175]
195,151,300,-56.71003096945262,[1.0; -0.5067375211971956; 0.465341906697952; -1.0; -0.39201391928121165; 1.0; -1.0]
196,564,300,-56.71182853498831,[0.46541158417358636; -1.0; 1.0; 1.0; -0.5068719320258941; -1.0; -0.3918551530006017]
197,598,300,-56.711828534988285,[1.0; -1.0; 0.4654115841735862; -0.3918551530006006; -1.0; 1.0; -0.5068719320258942]
198,510,300,-56.71182853498827,[-0.46541158417358514; 1.0; 0.5068719320258934; -1.0; 1.0; 0.39185515300060336; -1.0]
199,539,300,-56.711828534988285,[-0.5068719320258942; 1.0; -1.0; 1.0; 0.46541158417358597; -1.0; -0.3918551530006018]
200,729,300,-56.71182853498827,[0.39185515300060275; 1.0; 0.5068719320258938; -1.0; -1.0; 1.0; -0.4654115841735852]
201,556,300,-56.7118285349883,[-0.3918551530006013; -1.0; 1.0; -1.0; 0.46541158417358625; -0.5068719320258942; 1.0]
202,622,300,-56.711828534988285,[-1.0; -0.46541158417358586; -1.0; 0.5068719320258942; 1.0; 1.0; 0.3918551530005984]
203,578,300,-56.711828534988285,[-1.0; -0.5068719320258938; -0.3918551530006015; -1.0; 0.46541158417358597; 1.0; 1.0]
204,600,300,-56.71182853498827,[0.5068719320258945; 0.39185515300060125; -1.0; -1.0; -0.4654115841735853; 1.0; 1.0]
205,576,300,-56.711828534988285,[-0.5068719320258938; 1.0; 0.4654115841735864; -1.0; -0.39185515300060064; 0.9999999999999999; -1.0]
206,545,300,-56.711828534988285,[-1.0; 1.0; -1.0; -0.46541158417358564; 0.3918551530005989; 1.0; 0.5068719320258949]
207,626,300,-56.7118285349883,[-0.46541158417358613; -1.0; 0.3918551530006014; -1.0; 1.0; 1.0; 0.5068719320258942]
