nPsoRun,n_iter,S,fgbest,optDes
208,500,300,-56.71182853498827,[1.0; 0.39185515300059887; -1.0; 0.5068719320258949; -0.4654115841735849; 1.0; -1.0]
209,550,300,-56.711828534988285,[-0.506871932025894; 1.0; 0.4654115841735861; 1.0; -0.39185515300060103; -1.0; -1.0]
210,514,300,-56.7118285349883,[0.4654115841735861; 1.0; 1.0; -1.0; -0.3918551530006; -0.5068719320258942; -1.0]
211,462,300,-56.71182853498827,[-0.9999999999999999; -1.0; 0.5068719320258933; 0.3918551530006043; 1.0; -0.46541158417358613; 1.0]
212,580,300,-56.711828534988285,[1.0; -1.0; -0.4654115841735861; -1.0; 1.0; 0.39185515300060114; 0.5068719320258942]
213,515,300,-56.7118285349883,[1.0; 1.0; -1.0; 0.39185515300060003; -1.0; -0.4654115841735863; 0.5068719320258942]
214,473,300,-56.71182853498827,[-0.39185515300060086; -1.0; -0.5068719320258944; -1.0; 1.0; 1.0; 0.4654115841735854]
215,543,300,-56.71182853498827,[-1.0; 1.0; -1.0; 0.46541158417358613; -0.391855153000602; -0.5068719320258945; 0.9999999999999999]
216,669,300,-56.7118285349883,[-1.0; -1.0; 0.4654115841735862; 1.0; 1.0; -0.3918551530006; -0.5068719320258942]
217,524,300,-56.711828534988285,[1.0; -1.0; 0.46541158417358613; -0.3918551530006013; -0.5068719320258942; 1.0; -1.0]
218,623,300,-56.7118285349883,[-0.39185515300060125; -1.0; 1.0; 1.0; -0.5068719320258942; 0.465411584173586; -1.0]
219,524,300,-56.7118285349883,[-0.3918551530006014; 0.46541158417358625; 1.0; 1.0; -0.5068719320258942; -1.0; -1.0]
220,498,300,-56.71182853498831,[-1.0; 0.4654115841735863; -0.39185515300060153; 1.0; 1.0; -1.0; -0.5068719320258941]
221,696,300,-56.7118285349883,[-1.0; -0.3918551530006014; 0.4654115841735862; 1.0; -0.5068719320258942; 1.0; -1.0]
222,168,300,-56.70320368899024,[0.465421376568095; 1.0; 1.0; -1.0; -0.5069709138820664; -0.39099056228948936; -1.0]
223,702,300,-56.71182853498831,[0.3918551530006014; -1.0; 1.0; -1.0; 0.5068719320258942; 1.0; -0.46541158417358647]
224,520,300,-56.71182853498831,[-0.39185515300060164; -1.0; 1.0; 1.0; -0.5068719320258942; -1.0; 0.4654115841735864]
225,704,300,-56.71182853498827,[-0.5068719320258943; -0.391855153000603; -0.9999999999999999; -1.0; 1.0; 0.4654115841735862; 1.0]
226,585,300,-56.711828534988285,[0.46541158417358663; -1.0; -0.5068719320258936; -1.0; 1.0; -0.3918551530006021; 1.0]
227,559,300,-56.71182853498831,[1.0; -1.0; 0.506871932025894; 1.0; -0.46541158417358625; -1.0; 0.3918551530006018]
228,537,300,-56.71182853498827,[-0.46541158417358625; 1.0; -1.0; 0.3918551530006014; 0.5068719320258942; 0.9999999999999999; -1.0]
229,544,300,-56.71182853498827,[0.3918551530006026; 0.5068719320258941; -0.4654115841735853; 1.0; -1.0; 1.0; -1.0]
230,504,300,-56.71182853498827,[1.0; -0.9999999999999998; -0.3918551530005999; 0.4654115841735848; 1.0; -0.5068719320258956; -0.9999999999999999]
231,603,300,-56.71182853498831,[1.0; -1.0; 1.0; -1.0; 0.4654115841735863; -0.5068719320258942; -0.3918551530006017]
232,532,300,-56.7118285349883,[-0.4654115841735866; 0.3918551530006014; -1.0; 0.5068719320258938; -1.0; 1.0; 1.0]
233,601,300,-56.71182853498828,[-0.465411584173586; -1.0; 0.5068719320258941; 1.0; -1.0; 0.39185515300060125; 1.0]
234,536,300,-56.71182853498831,[1.0; 0.39185515300060153; 1.0; -1.0; 0.5068719320258941; -1.0; -0.4654115841735864]
235,591,300,-56.7118285349883,[-1.0; -0.39185515300060136; 1.0; -1.0; 0.46541158417358613; 1.0; -0.5068719320258942]
236,517,300,-56.7118285349883,[-0.465411584173586; -1.0; -1.0; 1.0; 0.3918551530005999; 0.5068719320258942; 1.0]
237,65,300,-56.597407723834884,[0.4624151152243235; 1.0; -0.36169814474044065; 1.0; -0.9999929736009213; -0.5112169228668882; -1.0]
238,498,300,-56.711828534988285,[-0.4654115841735865; 0.5068719320258939; 0.39185515300060164; -1.0; 1.0; -1.0; 1.0]
239,506,300,-56.711828534988285,[0.5068719320258943; 1.0; -1.0; -0.4654115841735854; 1.0; -1.0; 0.39185515300060175]
240,588,300,-56.71182853498831,[-0.3918551530006016; -1.0; 0.4654115841735863; 1.0; 1.0; -1.0; -0.5068719320258941]
241,605,300,-56.711828534988285,[-1.0; -1.0; -0.46541158417358575; 0.3918551530005989; 1.0; 1.0; 0.5068719320258949]
242,531,300,-56.71182853498831,[1.0; -1.0; -0.506871932025894; -1.0; 1.0; -0.39185515300060175; 0.4654115841735861]
243,55,300,-56.68510405749646,[-1.0; 0.38616833380789034; 1.0; -1.0; 0.5077619515309507; -0.46459205472985937; 1.0]
244,384,300,-56.71182853493534,[-1.0; -0.5068719320274653; -0.3918551529909399; 1.0; -1.0; 1.0; 0.4654115841726547]
245,519,300,-56.71182853498827,[-0.46541158417358514; -1.0; 0.5068719320258936; 0.39185515300060203; 1.0; -1.0; 1.0]
246,621,300,-56.71182853498827,[-1.0; -1.0; -0.4654115841735847; 0.9999999999999999; 0.5068719320258956; 0.9999999999999999; 0.39185515300059737]
247,572,300,-56.711828534988285,[-1.0; 1.0; 0.506871932025894; 1.0; -0.46541158417358586; -1.0; 0.39185515300060175]
248,625,300,-56.7118285349883,[1.0; -1.0; 1.0; -0.3918551530006005; 0.46541158417358586; -1.0; -0.5068719320258942]
249,513,300,-56.711828534988285,[1.0; -1.0; -0.5068719320258942; -0.39185515300060153; 0.465411584173586; -1.0; 1.0]
250,565,300,-56.71182853498827,[0.5068719320258944; 0.9999999999999999; 1.0; 0.39185515300060186; -1.0; -0.46541158417358547; -1.0]
251,57,300,-56.63257374226117,[-0.5085971472895481; 1.0; 0.46371401839993237; -1.0; 1.0; -0.3731077738272013; -1.0]
252,480,300,-56.711828534988285,[0.9999999999999999; 0.39185515300060114; 1.0; -1.0; -0.46541158417358575; -1.0; 0.5068719320258952]
253,451,300,-56.71182853498828,[0.4654115841735866; -1.0; 0.9999999999999998; -0.3918551530006017; -1.0; -0.5068719320258941; 0.9999999999999999]
254,493,300,-56.711828534988285,[1.0; -0.5068719320258944; -0.3918551530006005; -1.0; -1.0; 0.46541158417358586; 1.0]
255,383,300,-56.71182853493313,[-0.9999999999998453; 0.39185515300367935; 0.5068719320227998; -0.4654115841735081; 1.0; 1.0; -1.0]
256,499,300,-56.71182853498828,[0.5068719320258942; -1.0; -1.0; 0.39185515300060125; -0.465411584173586; 1.0; 1.0]
257,564,300,-56.7118285349883,[-0.46541158417358713; -0.9999999999999999; 0.5068719320258938; 1.0; -0.9999999999999999; 0.391855153000602; 1.0]
258,510,300,-56.711828534988285,[-0.5068719320258941; 0.46541158417358613; -1.0; -0.3918551530006014; 1.0; -1.0; 1.0]
259,694,300,-56.71182853498831,[-0.46541158417358625; 0.39185515300060125; 1.0; -1.0; 1.0; -1.0; 0.5068719320258943]
260,79,300,-56.691284135058595,[1.0; -0.5061066575875678; 1.0; 0.4654168706298748; -1.0; -1.0; -0.39173316647050815]
261,450,300,-56.71182853498828,[-1.0; 0.5068719320258943; -0.4654115841735857; 1.0; -1.0; 0.3918551530006003; 1.0]
262,558,300,-56.711828534988285,[-0.9999999999999999; -0.46541158417358647; 1.0; 1.0; 0.5068719320258941; 0.3918551530006019; -0.9999999999999999]
263,551,300,-56.7118285349883,[0.3918551530006014; -1.0; 1.0; 0.5068719320258942; -0.4654115841735863; -1.0; 1.0]
264,611,300,-56.7118285349883,[-0.39185515300060125; 1.0; 1.0; -1.0; -1.0; 0.46541158417358613; -0.5068719320258943]
265,562,300,-56.711828534988285,[-1.0; -1.0; -0.5068719320258933; 0.4654115841735859; 1.0; -0.39185515300060253; 1.0]
266,521,300,-56.711828534988285,[-1.0; 0.5068719320258936; -1.0; -0.4654115841735863; 1.0; 0.39185515300060203; 1.0]
267,607,300,-56.71182853498827,[-0.3918551530006015; -0.5068719320258941; -1.0; 0.46541158417358613; 0.9999999999999999; -1.0; 1.0]
268,590,300,-56.71182853498828,[-0.39185515300060214; 1.0; -0.5068719320258933; 0.9999999999999997; -1.0; -1.0; 0.46541158417358747]
269,602,300,-56.71182853498831,[-0.4654115841735863; 1.0; -1.0; 1.0; -1.0; 0.506871932025894; 0.3918551530006017]
270,507,300,-56.71182853498831,[0.4654115841735862; -1.0; -1.0; 1.0; -0.5068719320258942; 1.0; -0.39185515300060175]
271,480,300,-56.711828534988285,[1.0; -1.0; 0.4654115841735862; 1.0; -0.39185515300060236; -0.5068719320258933; -1.0]
272,544,300,-56.711828534988285,[-1.0; -0.4654115841735854; 1.0; -1.0; 1.0; 0.506871932025895; 0.3918551530005984]
273,547,300,-56.711828534988285,[-1.0; 0.5068719320258943; 1.0; -1.0; 0.39185515300060014; 1.0; -0.4654115841735864]
274,551,300,-56.71182853498831,[0.46541158417358647; -0.5068719320258942; -1.0; -0.3918551530006013; 1.0; -1.0; 0.9999999999999999]
275,518,300,-56.711828534988285,[-0.9999999999999999; 0.39185515300060003; 1.0; 1.0; 0.5068719320258942; -0.4654115841735863; -1.0]
276,552,300,-56.71182853498827,[-1.0; 0.5068719320258952; -0.465411584173585; -1.0; 0.9999999999999999; 0.391855153000602; 1.0]
277,37,300,-56.367250425420266,[0.43369401441767363; -0.4594379604015897; 1.0; 1.0; 0.469587373379557; -1.0; -1.0]
278,453,300,-56.71182853498827,[1.0; 0.5068719320258926; -1.0; 0.39185515300060425; -0.4654115841735851; -1.0; 1.0]
279,502,300,-56.71182853498827,[0.5068719320258931; 0.39185515300060414; -0.46541158417358613; -1.0; -1.0; 1.0; 1.0]
280,571,300,-56.711828534988285,[-1.0; 1.0; -1.0; 0.5068719320258942; 0.3918551530006; -0.4654115841735861; 1.0]
281,33,300,-56.513822430799195,[-0.35066087131377666; -1.0; 1.0; -1.0; 0.4601082353825956; 1.0; -0.5081226251734031]
282,571,300,-56.7118285349883,[-1.0; -1.0; -0.46541158417358575; 1.0; 0.3918551530006005; 1.0; 0.5068719320258942]
283,521,300,-56.71182853498828,[1.0; -0.9999999999999998; 1.0; -0.4654115841735871; 0.5068719320258938; 0.391855153000602; -1.0]
284,494,300,-56.71182853498831,[-0.3918551530006013; -1.0; 1.0; 1.0; 0.4654115841735863; -1.0; -0.5068719320258942]
285,111,300,-56.70466370314811,[1.0; 1.0; 0.5063901718948272; -0.4651510159159184; 0.3922832228305397; -1.0; -1.0]
286,536,300,-56.711828534988285,[-1.0; 0.5068719320258941; -0.465411584173586; 1.0; -1.0; 1.0; 0.3918551530006018]
287,531,300,-56.7118285349883,[-0.3918551530006014; 1.0; -1.0; 1.0; 0.4654115841735863; -0.5068719320258942; -1.0]
288,580,300,-56.7118285349883,[-1.0; 0.39185515300060125; 1.0; 0.5068719320258942; -0.46541158417358625; 1.0; -1.0]
289,582,300,-56.71182853498831,[-1.0; -0.3918551530006013; 1.0; -1.0; -0.5068719320258942; 1.0; 0.4654115841735865]
290,521,300,-56.71182853498831,[0.39185515300060136; -1.0; -1.0; -0.46541158417358625; 0.5068719320258941; 1.0; 1.0]
291,514,300,-56.71182853498827,[-0.5068719320258936; -1.0; 1.0; 0.46541158417358525; 1.0; -0.3918551530006021; -1.0]
292,595,300,-56.71182853498827,[-0.39185515300059415; -1.0; -1.0; -0.506871932025895; 0.4654115841735851; 1.0; 1.0]
293,87,300,-56.53430251520789,[-1.0; -0.4584417822859811; 0.40980588458614386; -1.0; 0.49111471228021386; 1.0; 1.0]
294,488,300,-56.71182853498828,[1.0; 0.5068719320258943; -1.0; -1.0; -0.4654115841735857; 0.3918551530006004; 1.0]
295,48,300,-56.499025265304134,[1.0; -0.4148417853191285; -1.0; 1.0; 0.4582167512953775; -1.0; -0.4868469499146797]
296,492,300,-56.71182853498827,[-1.0; 0.46541158417358497; -0.3918551530006037; 1.0; 1.0; -0.5068719320258934; -1.0]
297,558,300,-56.711828534988285,[1.0; -1.0; -0.5068719320258942; -0.39185515300060125; 0.46541158417358613; 1.0; -1.0]
298,92,300,-56.69796866498364,[-1.0; 1.0; -0.5058183398732263; -0.39303055993161895; -1.0; 1.0; 0.4648736609041658]
299,597,300,-56.711828534988285,[-1.0; 0.39185515300060164; -1.0; 0.5068719320258939; 1.0; -0.46541158417358625; 1.0]
300,516,300,-56.71182853498831,[1.0; -0.3918551530006013; 0.4654115841735867; 0.9999999999999999; -0.5068719320258942; -1.0; -1.0]
301,587,300,-56.7118285349883,[-0.4654115841735863; -1.0; 0.39185515300060153; -1.0; 1.0; 1.0; 0.5068719320258941]
302,484,300,-56.711828534988285,[1.0; 1.0; -1.0; -0.3918551530006019; 0.4654115841735862; -0.5068719320258938; -1.0]
303,574,300,-56.711828534988285,[-1.0; -1.0; 1.0; 1.0; 0.46541158417358613; -0.5068719320258942; -0.3918551530006012]
304,520,300,-56.71182853498828,[0.3918551530006017; 0.5068719320258942; 1.0; -1.0; -0.46541158417358625; 1.0; -0.9999999999999999]
305,581,300,-56.71182853498827,[1.0; 0.4654115841735856; -0.39185515300060325; -1.0; 1.0; -0.5068719320258934; -1.0]
306,558,300,-56.711828534988285,[-1.0; -1.0; 1.0; 0.39185515300060053; 1.0; 0.5068719320258942; -0.46541158417358625]
307,520,300,-56.71182853498828,[0.5068719320258941; 1.0; -0.46541158417358636; 0.3918551530006015; 1.0; -1.0; -1.0]
308,491,300,-56.711828534988285,[-1.0; -0.4654115841735864; -1.0; 0.3918551530006002; 1.0; 1.0; 0.5068719320258942]
309,525,300,-56.7118285349883,[1.0; -1.0; 1.0; 0.39185515300059987; 0.5068719320258942; -1.0; -0.46541158417358613]
310,664,300,-56.71182853498831,[1.0; 0.39185515300060125; -1.0; -0.46541158417358613; -1.0; 1.0; 0.5068719320258943]
311,553,300,-56.71182853498827,[0.506871932025894; -0.46541158417358497; -1.0; -1.0; 0.3918551530006013; 1.0; 1.0]
312,505,300,-56.71182853498828,[1.0; 0.465411584173586; -0.5068719320258944; -0.3918551530006014; -1.0; -1.0; 0.9999999999999999]
313,525,300,-56.71182853498831,[-1.0; -1.0; 1.0; 0.5068719320258942; -0.4654115841735861; 1.0; 0.39185515300060175]
314,520,300,-56.71182853498828,[-0.5068719320258939; -1.0; 1.0; -1.0; 0.46541158417358575; -0.3918551530006006; 1.0]
315,492,300,-56.71182853498831,[1.0; -1.0; -1.0; 1.0; 0.465411584173586; -0.5068719320258942; -0.39185515300060175]
316,91,300,-56.65741006650684,[1.0; 0.5054193290376927; 1.0; -1.0; -1.0; -0.46375759664314364; 0.3882934977352051]
317,606,300,-56.7118285349883,[1.0; 0.39185515300060136; -1.0; -1.0; -0.46541158417358625; 0.5068719320258942; 1.0]
318,492,300,-56.7118285349883,[-1.0; 0.39185515300060136; 1.0; -0.46541158417358613; 1.0; 0.5068719320258942; -1.0]
319,593,300,-56.7118285349883,[1.0; -0.3918551530006016; 0.4654115841735863; -1.0; -1.0; -0.5068719320258941; 1.0]
320,544,300,-56.71182853498828,[-0.4654115841735854; 1.0; -1.0; -1.0; 0.3918551530005945; 0.506871932025895; 1.0]
321,503,300,-56.71182853498828,[0.39185515300059837; 0.5068719320258948; 1.0; -0.4654115841735851; 1.0; -1.0; -1.0]
322,612,300,-56.71182853498831,[-1.0; 1.0; 0.465411584173586; 1.0; -0.5068719320258942; -1.0; -0.39185515300060175]
323,594,300,-56.71182853498828,[0.5068719320258949; -0.4654115841735853; 1.0; 1.0; 0.39185515300059853; -1.0; -1.0]
324,733,300,-56.711828534988285,[-1.0; 1.0; 0.5068719320258943; -1.0; -0.4654115841735858; 1.0; 0.3918551530006018]
325,536,300,-56.711828534988285,[-0.46541158417358536; 1.0; -1.0; -1.0; 0.39185515300059837; 0.9999999999999999; 0.506871932025895]
326,574,300,-56.71182853498831,[-1.0; -0.5068719320258938; 1.0; -1.0; 1.0; 0.4654115841735861; -0.3918551530006018]
327,599,300,-56.71182853498827,[1.0; -1.0; -0.39185515300060175; 1.0; -1.0; 0.465411584173587; -0.5068719320258933]
328,508,300,-56.71182853498827,[-1.0; -0.46541158417358564; 0.5068719320258938; 0.391855153000602; 1.0; -1.0; 1.0]
329,516,300,-56.711828534988285,[1.0; 0.5068719320258941; -1.0; -0.4654115841735862; 1.0; 0.39185515300060175; -0.9999999999999999]
330,622,300,-56.711828534988285,[-0.4654115841735863; 1.0; -1.0; 0.39185515300060136; 0.5068719320258942; -1.0; 1.0]
331,533,300,-56.71182853498827,[-1.0; -0.46541158417358564; 0.39185515300060225; 1.0; 0.5068719320258938; 1.0; -1.0]
332,45,300,-56.46127394596082,[-1.0; 0.47017714277047373; -0.37871941024553013; 0.9978716488519622; -0.5048818397129046; 1.0; -1.0]
333,500,300,-56.71182853498831,[1.0; -0.4654115841735871; 1.0; 0.3918551530006013; 0.5068719320258936; -1.0; -0.9999999999999999]
334,563,300,-56.711828534988285,[0.5068719320258936; -0.4654115841735866; -1.0; 1.0; -1.0; 0.39185515300060203; 1.0]
335,557,300,-56.71182853498827,[1.0; 0.506871932025894; -1.0; 0.3918551530006024; -0.46541158417358547; -1.0; 1.0]
336,496,300,-56.711828534988285,[-1.0; -1.0; 1.0; 1.0; -0.3918551530006011; -0.5068719320258942; 0.465411584173586]
337,555,300,-56.711828534988285,[1.0; -1.0; -1.0; 0.5068719320258942; 0.39185515300060125; 1.0; -0.46541158417358586]
338,557,300,-56.711828534988285,[-1.0; 0.3918551530006013; -0.4654115841735859; 1.0; -1.0; 0.5068719320258942; 1.0]
339,431,300,-56.71182851868098,[0.4654115847030621; 1.0; -1.0; -0.506871931399605; -0.3918551534012561; 1.0; -1.0]
340,563,300,-56.7118285349883,[1.0; -0.3918551530006014; 0.46541158417358613; 1.0; -0.5068719320258942; -1.0; -1.0]
341,500,300,-56.71182853498828,[1.0; 0.3918551530006016; 0.5068719320258943; 1.0; -0.9999999999999999; -1.0; -0.46541158417358586]
342,600,300,-56.711828534988285,[-1.0; -1.0; 1.0; 0.46541158417358597; -0.3918551530006007; 1.0; -0.5068719320258943]
343,601,300,-56.711828534988285,[1.0; 0.39185515300060136; -1.0; -1.0; 0.5068719320258935; -0.46541158417358675; 1.0]
344,40,300,-56.42668930242883,[1.0; -0.5044426854526453; 1.0; 0.4555908668679678; -1.0; -1.0; -0.37566239432779597]
345,558,300,-56.71182853498831,[1.0; -1.0; 0.46541158417358625; -0.506871932025894; 1.0; -1.0; -0.3918551530006017]
346,587,300,-56.711828534988285,[1.0; -1.0; 0.46541158417358597; -1.0; -0.3918551530006015; -0.5068719320258942; 1.0]
347,511,300,-56.7118285349883,[1.0; -1.0; -0.46541158417358597; 1.0; 0.5068719320258942; 0.39185515300059987; -1.0]
348,502,300,-56.71182853498828,[-1.0; 0.5068719320258948; -0.46541158417358525; 0.39185515300059853; 1.0; -1.0; 1.0]
349,541,300,-56.71182853498828,[-1.0; -0.5068719320258933; 0.4654115841735872; 0.9999999999999999; -0.3918551530006026; -1.0; 0.9999999999999998]
350,471,300,-56.711828534988285,[0.506871932025894; 1.0; 1.0; -0.4654115841735859; -1.0; 0.391855153000602; -0.9999999999999999]
351,48,300,-56.407050609018974,[0.4296645271599814; -0.45647763773249; 1.0; 0.4738169354915621; 1.0; -1.0; -1.0]
352,584,300,-56.71182853498831,[-1.0; 1.0; -1.0; 1.0; 0.46541158417358613; -0.5068719320258942; -0.39185515300060175]
353,668,300,-56.711828534988285,[1.0; 0.39185515300060153; -1.0; -0.465411584173586; 0.5068719320258942; -1.0; 1.0]
354,497,300,-56.71182853498831,[1.0; -1.0; 1.0; -1.0; 0.46541158417358597; -0.5068719320258942; -0.3918551530006018]
355,580,300,-56.71182853498831,[0.39185515300060164; -1.0; 1.0; 1.0; 0.5068719320258941; -1.0; -0.4654115841735864]
356,509,300,-56.71182853498827,[1.0; 0.5068719320258931; -1.0; 0.39185515300060253; -1.0; -0.46541158417358514; 1.0]
357,519,300,-56.71182853498831,[1.0; -0.3918551530006013; 0.46541158417358663; -1.0; -1.0; 0.9999999999999999; -0.5068719320258942]
358,652,300,-56.71182853498828,[-1.0; 0.465411584173585; -0.5068719320258948; -1.0; 1.0; -0.3918551530005982; 1.0]
359,516,300,-56.711828534988285,[1.0; -0.5068719320258944; 1.0; -0.39185515300060053; -1.0; -1.0; 0.4654115841735862]
360,519,300,-56.71182853498827,[-0.3918551530006022; -0.5068719320258943; -1.0; 1.0; 0.4654115841735854; -1.0; 1.0]
361,573,300,-56.711828534988285,[-1.0; 0.4654115841735863; 1.0; -0.5068719320258943; -1.0; 0.9999999999999999; -0.3918551530006]
362,564,300,-56.71182853498831,[-1.0; -0.39185515300060164; 0.46541158417358625; 1.0; -1.0; 1.0; -0.506871932025894]
363,517,300,-56.71182853498828,[0.5068719320258945; -0.4654115841735852; -1.0; 1.0; 0.3918551530005987; 1.0; -1.0]
364,480,300,-56.71182853498827,[0.5068719320258933; 1.0; -0.46541158417358636; -1.0; 1.0; 0.39185515300060286; -0.9999999999999998]
365,508,300,-56.71182853498827,[-0.46541158417358525; -1.0; 0.3918551530006016; 0.9999999999999999; 1.0; 0.5068719320258942; -1.0]
366,538,300,-56.71182853498827,[0.46541158417358564; -0.5068719320258925; -1.0; -1.0; -0.39185515300060403; 1.0; 1.0]
367,555,300,-56.71182853498827,[0.391855153000604; -0.4654115841735852; 1.0; -1.0; 0.5068719320258931; -1.0; 1.0]
368,568,300,-56.71182853498831,[1.0; 0.5068719320258939; -1.0; -1.0; 1.0; 0.3918551530006018; -0.4654115841735863]
369,597,300,-56.7118285349883,[-0.4654115841735861; 1.0; 0.5068719320258938; 1.0; -1.0; -1.0; 0.3918551530006017]
370,548,300,-56.7118285349883,[1.0; -0.39185515300060125; -1.0; -1.0; 0.46541158417358597; -0.5068719320258942; 1.0]
371,608,300,-56.7118285349883,[1.0; -0.46541158417358625; -1.0; 1.0; 0.39185515300059987; 0.5068719320258942; -1.0]
372,556,300,-56.71182853498828,[-1.0; 0.506871932025894; -0.4654115841735862; -1.0; 1.0; 0.39185515300060153; 1.0]
373,493,300,-56.7118285349883,[-0.46541158417358636; -1.0; 1.0; 1.0; -1.0; 0.3918551530006018; 0.506871932025894]
374,572,300,-56.711828534988285,[0.5068719320258945; 0.9999999999999999; -1.0; 1.0; -1.0; 0.39185515300060175; -0.46541158417358564]
375,477,300,-56.71182853498827,[-1.0; 1.0; -1.0; 0.4654115841735862; -0.5068719320258931; -0.39185515300060436; 1.0]
376,442,300,-56.71182853498827,[1.0; 1.0; -1.0; -0.5068719320258948; 0.4654115841735852; -1.0; -0.39185515300059975]
377,607,300,-56.7118285349883,[1.0; 0.46541158417358636; -0.39185515300060125; -0.5068719320258943; 1.0; -1.0; -0.9999999999999999]
378,606,300,-56.71182853498828,[-1.0; 0.39185515300060153; 1.0; 0.5068719320258945; -0.4654115841735861; 1.0; -0.9999999999999999]
379,585,300,-56.7118285349883,[-1.0; 0.4654115841735861; -1.0; -0.3918551530006005; 1.0; -0.5068719320258942; 1.0]
380,624,300,-56.71182853498831,[1.0; -1.0; 0.4654115841735861; -1.0; -0.5068719320258942; 1.0; -0.39185515300060175]
381,600,300,-56.711828534988285,[-1.0; -0.46541158417358564; 0.5068719320258945; 0.9999999999999999; 1.0; -1.0; 0.39185515300060175]
382,565,300,-56.711828534988285,[1.0; 1.0; -0.3918551530006015; -0.5068719320258942; -1.0; 0.4654115841735862; -1.0]
383,561,300,-56.71182853498828,[-1.0; -0.3918551530006011; -0.5068719320258944; 1.0; -1.0; 1.0; 0.4654115841735864]
384,559,300,-56.711828534988285,[-0.39185515300060125; -1.0; -0.5068719320258942; 1.0; 0.4654115841735862; 1.0; -1.0]
385,507,300,-56.71182853498827,[0.9999999999999998; 0.5068719320258954; -1.0; -0.46541158417358497; -1.0; 1.0; 0.3918551530006003]
386,570,300,-56.7118285349883,[0.46541158417358636; 1.0; -1.0; -1.0; 1.0; -0.3918551530006017; -0.5068719320258941]
387,545,300,-56.71182853498831,[1.0; 0.3918551530006015; 1.0; -1.0; -1.0; 0.5068719320258942; -0.4654115841735865]
388,600,300,-56.711828534988285,[-1.0; 1.0; 0.465411584173586; 1.0; -0.3918551530005999; -1.0; -0.5068719320258942]
389,503,300,-56.711828534988285,[0.465411584173587; -1.0; 1.0; -0.5068719320258933; 1.0; -0.39185515300060186; -1.0]
390,610,300,-56.7118285349883,[-1.0; 0.3918551530006014; -1.0; 1.0; -0.4654115841735862; 0.5068719320258942; 1.0]
391,580,300,-56.7118285349883,[0.465411584173586; -1.0; -1.0; -0.39185515300060125; -0.5068719320258942; 1.0; 1.0]
392,605,300,-56.711828534988285,[0.3918551530006006; -1.0; -0.46541158417358625; -1.0; 1.0; 0.5068719320258942; 1.0]
393,536,300,-56.71182853498827,[1.0; 0.5068719320258933; 0.391855153000604; 0.9999999999999999; -0.46541158417358525; -1.0; -1.0]
394,696,300,-56.711828534988285,[1.0; 1.0; 0.5068719320258943; -1.0; -0.46541158417358586; 0.3918551530006008; -1.0]
395,615,300,-56.7118285349883,[1.0; 0.39185515300060125; -1.0; -0.465411584173586; -1.0; 0.5068719320258942; 1.0]
396,638,300,-56.71182853498831,[-1.0; 1.0; 1.0; -1.0; -0.46541158417358625; 0.5068719320258942; 0.39185515300060175]
397,520,300,-56.71182853498827,[-1.0; -0.506871932025892; 0.46541158417358486; -0.39185515300060536; 1.0; -1.0; 1.0]
398,532,300,-56.711828534988285,[1.0; 0.5068719320258939; 1.0; 0.39185515300060136; -0.4654115841735861; -1.0; -1.0]
399,485,300,-56.71182853498827,[0.39185515300060125; 0.5068719320258948; -0.9999999999999999; 1.0; -0.4654115841735858; -0.9999999999999999; 0.9999999999999999]
400,453,300,-56.711828534988285,[-1.0; -0.46541158417358613; -1.0; 0.3918551530006008; 1.0; 1.0; 0.5068719320258942]
401,579,300,-56.711828534988285,[1.0; -1.0; 0.3918551530006013; -0.4654115841735861; 1.0; 0.5068719320258942; -1.0]
402,490,300,-56.71182853498827,[1.0; 0.46541158417358525; -0.39185515300060236; -0.5068719320258939; -0.9999999999999999; 1.0; -1.0]
403,526,300,-56.7118285349883,[0.3918551530006015; -1.0; 1.0; 0.5068719320258942; 1.0; -0.4654115841735863; -1.0]
404,530,300,-56.71182853498827,[1.0; 0.9999999999999999; -1.0; -1.0; -0.5068719320258933; -0.39185515300060214; 0.46541158417358586]
405,508,300,-56.71182853498827,[0.5068719320258941; 1.0; 0.3918551530006023; -0.46541158417358625; -0.9999999999999999; 1.0; -1.0]
406,499,300,-56.711828534988285,[-1.0; -1.0; 0.46541158417358575; 1.0; -0.39185515300059987; 1.0; -0.5068719320258948]
407,524,300,-56.711828534988285,[1.0; -0.5068719320258941; -0.39185515300060164; 1.0; -1.0; 0.46541158417358586; -1.0]
408,534,300,-56.7118285349883,[0.39185515300060186; 0.5068719320258941; 1.0; 1.0; -0.46541158417358636; -0.9999999999999999; -1.0]
409,528,300,-56.711828534988285,[1.0; 0.46541158417358625; -1.0; -0.39185515300060053; -1.0; 1.0; -0.5068719320258942]
410,630,300,-56.711828534988285,[1.0; -1.0; -0.46541158417358586; 1.0; 0.5068719320258942; 0.3918551530006007; -0.9999999999999999]
411,572,300,-56.711828534988285,[0.3918551530006014; -1.0; 0.5068719320258942; -1.0; 1.0; -0.46541158417358625; 1.0]
412,561,300,-56.71182853498828,[-1.0; 0.39185515300059864; -0.4654115841735854; 0.5068719320258944; -1.0; 1.0; 1.0]
413,589,300,-56.71182853498827,[0.9999999999999998; -1.0; 1.0; 0.46541158417358575; -0.5068719320258924; -1.0; -0.39185515300060175]
