nPsoRun,n_iter,S,fgbest,optDes
72,10000,300,-6.8435635158820665,[-0.9999997118961976 -0.49790663739678453 -0.9530962683700123; -0.9999999999322725 -0.998832343616514 0.9999999999997901; -0.8115917918540503 0.9999999999998701 -0.9999999999999878; -0.018183219483133214 -0.4789893714620036 0.9671627491823579; -0.35438899121464507 0.9999999999999574 0.852317664518371; 0.999999999997146 -0.9999999999996554 0.8823460584225862; 0.8810151821178006 -0.9659565080961002 -0.9999999999999973; -0.8060295507640022 -0.9999999999805476 0.26524271695549523; 0.9999999999999941 0.8812839042778658 0.9999999979376486; -1.0 -0.03111062872727464 0.860064387585959; 0.8297511151422153 0.1305597844719402 -0.7695855483184254]
73,1835,300,-6.932380634976917,[0.9999998023065223 -0.9989740559160093 0.5537745977574896; 0.9999890725629712 0.9998333797355647 -0.9999999698838314; 0.9981029269247514 0.7718957442135005 0.6879292029730546; -0.024624933058095533 0.9999955100774718 0.9999811647697324; -0.8653669260006298 0.9937196993025219 -0.5656640485703013; -0.99999935121378 0.35043336033393796 0.5983138379182495; 0.8624211217777946 -0.6001465691979262 -0.9999829463525715; -0.9999385563110837 -0.6439211234808779 -0.999989009500171; -0.9943526313792389 -0.9998140556735654 0.4044280860916262; 0.09092560654913925 0.03220832973892395 -0.13174330554912717; 0.07435337349346192 0.027456819518507848 0.9999974442405164]
74,1411,300,-8.173924367377374,[0.9901900979269675 0.2601574661007023 0.9999957986186133; 0.5003256461965722 1.0 0.3048543804915511; -0.9145394867591731 0.6361318382406365 0.9554246142414896; -0.9996595926784042 -0.9999991588572503 0.9819358135577946; 0.9992573386149581 0.39519191529993175 -0.17652263154066253; -0.9999992730922809 0.9990342298916864 -0.9913383868578878; -0.9746061305331291 -0.9872242815358173 -0.999994398387091; 0.9996336662045562 -0.9999776417663625 -0.9999798701757658; 0.2517453877432359 0.9685827840649862 -0.9760738852230387; -0.16413181207899208 -0.17090839985852482 -0.3589263667034153; 0.8522305732008792 -0.9915812921180222 0.7615440328695642]
75,2091,300,-7.088577561735285,[-0.9200725514461361 -0.9725086746741628 0.986055179316626; 0.9999999979429047 -0.9003689111578087 0.9990386052398987; -0.9353754610257798 1.0 -0.9726630849595963; 0.9030040594145314 -0.17258429779282664 -0.34520359797166; -0.9999990241087576 -0.9999805666386388 -0.9197418034770909; -0.6535217456621235 -0.6382680471390967 -0.9999985962723374; 0.5973659271879698 -0.999999956190971 -0.9999702675370933; -0.9861920151166833 0.8582736316503673 0.9885188114460147; 0.99399590079633 0.9506581181198607 -0.8433484237215952; 0.5138223387234667 0.7568631308158954 0.9250705213337528; -0.5354073261130062 -0.9748982052409656 -0.582803944601835]
76,6140,300,-6.6449842115941085,[-0.9999999999986309 0.7807851996693373 -0.965897491408468; 0.7935856806295091 -0.7786932225693111 -0.9999995160881004; -0.8663110301735317 0.9497323167889957 0.9498973689771408; -0.17548013397927775 -0.99999982921931 0.999999998417632; 0.40945065666043123 -0.015965854745542747 0.999999884619422; 0.597992128197928 -0.9999999616647435 0.5787057309598106; 0.9999999978462775 0.8799355804166127 0.999999943368575; -0.9999999997681984 -0.4269171707156931 0.5150266046642028; 0.1356535865243231 0.8883167030419505 0.2602840930283812; 0.8255845287231296 0.9999999989623942 -0.7252107376744766; -0.9999999854203285 -0.5267615351260863 -0.9835274671808973]
77,8712,300,-6.995391463688667,[-0.19130890163359754 -0.9999998286908092 0.7387627601718745; -0.9999999984308761 -0.4214748408635352 0.9999998061792758; -0.9999999838559828 -0.8488286685189274 -0.24678893069932334; -0.7643782218553086 0.9535179655032774 0.9314118955319152; 0.8741544757418452 -0.8646102201073946 0.9999997430642005; 0.13895275559875403 -0.16232769770216285 -0.9999999986920461; 1.0 0.9999999998052749 0.8449571996959785; -0.9022951531093086 0.9999992851124514 -0.999999998788477; 0.4099630886530952 0.14225543181514547 0.061336722247379016; 0.9830557314844587 0.8855125399659438 -0.5851993652677235; 0.9999999919975171 -0.830253323341799 -0.8628282489723886]
78,7380,300,-7.502337190879428,[-0.9812791036897549 -0.5221785072821643 0.6202598362698379; 0.9992172834806835 -0.6509325948627976 0.971624216505018; -0.27458899230299 -0.9972443808706065 -0.9999632086120194; 0.5430351353666615 0.9413979412887961 -0.8209079371522137; -0.824692098530542 0.999999999902025 0.7426234476580876; -0.14705484409600453 -0.4555114589729918 -0.042017593665975926; -0.5710213383925606 -0.9999999966886061 0.9480173601094543; -0.9850632827100373 0.9999986899667718 -0.9999999996614405; -0.574734091363666 -0.022173925828377797 0.9999999985441225; 0.9999999970676254 0.999999995953183 0.7716772786890383; 0.9999999999967203 -0.9891004838388305 -0.91821015131226]
79,9484,300,-6.51520708736107,[-0.999999960552074 -0.4996194089293272 0.9816055612878699; -0.9997573554668866 0.9999999999999957 0.9891404539805789; 0.45752339724388763 -0.980408592841129 -0.46398265485915907; 0.02682518641799135 0.8197838779233296 0.27022422029939036; 0.9999999999999983 -0.7103791685856049 0.9935643876906423; -0.865768604392598 -0.9999999999999943 0.519012315785808; 0.9999999999092462 0.8689032899915176 -0.07631457588970819; -0.9786339153075468 0.9481733050298927 -0.9999999999999714; 0.9104120461584371 0.9507450630572232 -0.9534950399330547; 0.5870562487266784 0.9999999999999601 0.999999999999975; -0.9705441265499317 -0.48303334264032427 -0.9773674361523633]
80,10000,300,-6.53175002371361,[-0.8550234273715761 -0.9999999994003995 0.9999984338686673; 0.9999999999079734 0.5436582342377982 -0.9999999996096682; -0.3637535186808294 0.8925929037092262 0.9999798314866875; -0.7613533272550569 -0.28212029240640646 0.5636235266119554; -0.9999909176435916 -0.9999999998205646 -0.9999999999993985; -0.6487689445764151 0.3031384220574304 -0.999999996733691; -0.9406372353390283 0.9999999923260486 -0.08234311490031214; 1.0 -0.7629653431644126 0.9999990808210791; -1.0 0.8106695127997444 0.7794633628762128; 0.9393967627511729 -0.9132072263472237 -0.23863720205087677; 0.9930003715459321 0.999999255583974 0.8462863978205575]
81,1870,300,-7.933644731763932,[-0.14069648951063382 0.9959246581064949 -0.9999984187255517; 0.07192973721145697 0.04821368429058691 -0.5591710266801566; -0.22422747399955617 -0.9999933087939344 0.08511496365585498; -0.9645473420824451 -0.37928064762545655 0.999997836976956; 0.8999238210722179 -0.9999905154863038 0.9807214684607155; -0.9999566244968351 0.8781220414240745 0.8832345225330028; -0.9380948473894454 -0.9999730845711634 -0.9829728456242609; 0.9999303590557896 -0.9084649596730519 -0.9999934289026386; 0.9999998298108342 0.9999961919385126 1.0; -0.9999735918474554 0.6785661981905121 -0.6368835417544151; 0.8389875758269996 0.9924604278723608 -0.8569361677945666]
82,3989,300,-6.894426591372794,[-0.06069184223373924 0.1994794636423043 0.7499534063592831; -0.9165231244487078 0.9980603182444674 0.7992441802635301; 0.9673869385187335 -0.99999927767943 -0.9999973876522491; 0.9273151421873936 0.5506441123255658 0.24013696527686496; -0.9978214089390199 -0.9014746660972531 -0.967526620545403; 0.9999999712906821 0.7628996856569608 0.9999998321636069; 0.42658599335508623 -0.8782146934663251 0.999994377699517; 0.8538619129086602 0.7128873174003674 -0.9999981737522866; 0.5393837255112625 0.9999999954321414 -0.16161245598513044; -0.9999813059355167 -0.9884756409365032 0.948874311133317; -0.9999927158576187 0.7007668270661617 -0.8184402020149261]
83,10000,300,-6.700242703674522,[0.5997274353539322 -0.55210311828561 -0.8604534195880132; -0.9999999999996496 -0.9754739099896123 0.650858307799084; 0.25024889853882093 -0.970441952936329 0.698809843074832; 0.9999999997111807 0.8752615011249433 -0.999685006907331; 0.9232423242160639 0.9999999997120681 0.17071729004140956; -0.4147220084127809 0.9999999989374464 0.999999999446008; 0.9999999999948455 -0.9999999999999994 0.7190872850103269; -0.9953627171892997 0.996056275777988 0.46360555935515485; -0.9999999998351417 0.5741579230136993 -0.9999999999999557; 0.8657540045021508 -0.38978237847148717 0.8156366494378339; -0.9438904916211516 -0.9999999998322 -0.9985276620960705]
84,5259,300,-8.030388733854096,[-0.9997762214132975 0.9999987001992117 0.9999501942470115; -0.9999999831472625 -0.8680278980124289 -0.8535986526400348; -0.007737300464221945 0.9999999071414934 -0.8574440976616916; -0.021286283265418395 -0.1653089777946622 -0.9999999978168148; 0.9999553154242355 0.24823694637793411 -0.830340606241746; -0.9999992546896997 0.9999999999720945 -0.999998376791653; 0.7810356485383644 -0.8715471838622771 0.9870659454099612; 0.9999992054937819 0.9999999878348172 0.9999998552587692; -0.7393105776950073 0.5611012910427788 0.11700638235939413; 0.9999999889744251 -0.9999995026803615 -0.9650887907331506; -0.9423515074860324 -0.9999997106225316 0.9999998912292563]
85,5428,300,-7.450605695173158,[0.99574932221311 -0.9999999953140977 -0.767566611043539; -0.19090141907325778 0.12479094848757179 -0.9829927037852718; 0.9426602796770233 0.5416289988014745 0.13084791404176585; 0.9999999694471862 0.6951605480336366 -0.9999657742227989; 0.9137162606201499 -0.6074518017301869 0.9534960872708712; -0.998676516401908 -0.9983280336717392 0.995739453010778; -0.7686306917329148 -0.9999998598237898 -0.9475489549060765; 0.5425243585173638 0.9999828167974187 0.9999998006467338; 0.21785349273454374 0.9314964380004752 -0.6415549612958609; -1.0 0.8934636896039283 0.7436446394871495; -0.9999999954505904 0.9476715703505197 -0.9999997355849272]
86,660,300,-6.997171038987655,[-0.9999802314706671 0.9999915607195816 0.9984873914645105; 0.8371890110329372 -0.9999732900964919 -0.9196370347942158; 0.9849497739470635 -0.9921325063537199 0.9813498692051047; -0.8330145852497303 0.8118116300593946 -0.9999981689802813; 0.9999665527644874 0.9159799214440297 -0.9806392308736627; 0.6221871534312204 0.9889798350826414 0.9926196857028965; -0.999927166349687 0.45314788952311863 -0.051117957758887084; 0.5029807175689753 0.9999937960162172 -0.8497983379754592; -0.9996022778697751 -0.8934226636784419 -0.7259269375556974; -0.5278695719161227 -0.9984864635681928 0.9999219868662671; 0.6150764411736925 0.36660945531172323 -0.9180206992509612]
87,2938,300,-7.727441928850912,[-0.9999895788833599 0.9999989817316897 0.8424220611018245; 0.1813175280018006 -0.977018155459519 0.502805033149471; -0.10064953535106086 0.3213801560824064 0.9999999729920326; 0.9878164011443492 0.02851037170213357 0.054919320270746176; 0.9995162874261591 0.99999991632634 -0.9999999992223567; 0.9999999696894526 0.9954765426847482 0.9594910003499958; 0.9999999968390244 -0.539201914319365 -0.9942667465679228; -0.9776489472048406 0.9812326198649792 -0.8735120813067815; 0.9993245624087618 -0.9999998809122492 0.9999999866824868; -0.9399371256554421 -0.9683640151272102 -0.9807170540676966; -0.9999999173034854 -0.3808398840137126 0.9576253639159412]
88,10000,300,-6.943749191528555,[-0.2707778750843673 -0.8415328805102729 -0.9999999999981309; 0.9991301784917562 -0.9999999999998352 -0.651698145932293; -0.999991293987867 -0.9999999999998009 0.9686670496648377; 0.9780585138505185 0.9223540360747116 -0.6915566144428035; -0.9880707549324076 0.9683796655180513 0.9810618054222218; 0.9664115879009834 0.9999999999997712 0.9999999988628868; 0.9884658462884798 0.2199033226787413 -0.9999999999997435; -0.0939531491023186 -0.18051211534900924 0.40989887617840903; -0.9999999995710044 0.9999999999916461 -0.5691624773605718; -0.9999999999999997 -0.253765816267191 0.21996063253406142; 0.9999999999999979 -0.8800361616845969 0.8639206646671606]
89,2341,300,-7.549976726154836,[0.8009628814115605 0.13480246303316054 -0.9853472073383088; 0.9789815239245792 -0.4386423537076194 0.034331782650747024; -0.9997077595897541 0.9955214731082366 0.9946279776530346; 0.16502908319174428 0.9905871994513923 0.7821976614996728; 0.9999911717814101 0.9999999999912397 0.15790024853647133; 0.9973697573712971 -0.9999942673723704 -0.9999999995512993; -0.9999999972109144 -0.942103946899629 0.8938746192093054; 0.9350796977760458 -0.999993375361334 1.0; -0.999999887479722 0.9485116111742553 -0.9764758051972653; 0.9999999722992549 0.5069452089350139 0.9999998567457733; -0.8047820651838967 -0.6817560686145104 -0.7245715709789915]
90,5099,300,-7.004880408562984,[-0.4005385252724881 0.9988119474851113 0.9369892323840714; 0.7013451123693699 1.0 0.1475887592936068; -0.9999999986119226 0.9999999955534586 0.8096769199669791; 0.9999970712692579 0.47247735253754425 0.9999998191798547; -0.9999999940852421 -0.9974000199095994 -0.755172453654593; 0.5395975851964662 -0.8797979079338544 -0.9807516746923287; 0.9997691434999804 0.9800999803524947 -0.9774738872138077; -0.9312272191438039 0.46287560881465367 0.20344118087502644; 0.9499555587703855 -0.9998913374426356 0.9143646168203919; -0.9366630896864674 -0.9968383289424162 0.6527078799598958; -0.8000044585707025 0.9831237576262712 -1.0]
91,2645,300,-8.07625201827213,[-0.1701990178187489 0.0005033492123095338 0.080142186839514; 0.488938323559504 0.9999820921777354 -0.9878524506923811; -0.9827209209782571 0.9913231688385472 0.9999999999860786; -0.9317229190364522 0.9223091813726573 -0.7565238801281458; 0.85234790516999 0.9443919927040019 0.9952903564753434; 0.9999799477015631 0.04675043182018262 -0.7117502789894187; 0.8641093420827953 -0.9690733395858286 -0.5011729306115582; 0.9082983708872523 -0.9931439449979431 0.9999998282790895; -0.9562181462157051 -0.8125578545564331 0.9981043486338912; -0.9999400892502665 -0.9998986307983405 -0.9997062272966241; 0.39734251966352024 -0.06950579470475583 -0.999133413372135]
92,942,300,-6.899863849907651,[-0.9998569648652804 -0.9876634593905096 0.8553183745377156; -0.7679589546115706 0.9999401684425147 -0.49104912656105376; 0.9543273365841987 -0.999993484447145 -0.9316288605811524; 0.8807055354974194 0.8319309987089397 -0.9803018552449043; -0.8514365925356235 -0.8682378741709325 -0.9990737067195384; -0.8687203426101473 0.996954517277546 0.9841004794639336; 0.8035606663573941 0.9935992916815561 0.7912969766533731; 0.9999845357175311 -0.9959677835832513 0.9999986811824609; 0.41757433078544126 -0.9997367860028423 0.8882048788377366; 0.9995712647889639 -0.835935060012899 0.392903058927588; 0.30017654888837486 -0.0883088561880575 -0.9995636383803151]
93,2827,300,-7.728733023569588,[0.9999993468055958 0.8044546908735201 -0.997450996483038; -0.9631759806034613 -0.9999996319697199 -0.33574049338937706; -0.9411880819714282 -0.6923658932386079 0.9999999273128113; -0.9756529540519387 -0.24166582873208428 -0.9999999398315526; -0.022924319023476625 0.3161799739898713 0.7702823627968831; -0.9464536182225702 -0.12688242953425444 0.09843758173260996; 0.7247898639211737 -0.9999943267844283 -0.9515408293388261; -0.8858813114218238 0.9999998287911637 -0.9586320484003077; 0.9999953929534208 -0.9127606106899635 0.7827983148837963; 0.9876345174889902 0.7258164240711041 0.8469789028966098; -0.9999993337521595 0.9999999927639999 0.9999959454080801]
94,10000,300,-6.3225449082003795,[-0.7932410392115493 0.3649583461908862 -0.99999999984658; 0.9685059911176268 -0.9999999998125081 0.9999999999872364; -0.9733171282844312 0.9999999999732015 0.9718455310991547; -0.9999998939156529 -0.9199867353703823 0.9999156257863833; 0.48647524432901723 -0.9969427889408687 -0.9999999999857663; -0.972948104755283 -0.7798659316751917 -0.5634270258002975; 0.9750975462771684 0.999999999996243 -0.3526327589462036; 0.9999999999920534 -0.9928144360696769 -0.42464746145945304; 0.6475760642150445 0.11068110781117677 0.8202334099278877; 0.1633724455702393 0.9770540100387876 0.6741306000897137; 0.999999999981343 0.9043657112267254 0.9935846146617087]
95,7941,300,-7.819746570439952,[0.9623417386320714 0.7735438722524867 -0.9934446612924666; -0.999999999999897 0.5908142614794121 -0.5881424253663498; 0.9999999999447405 -0.99999999999857 -0.9795621542480616; -0.783627023810726 0.970987109993471 0.8614627139833217; 0.7657068353875065 -0.9937864203418761 0.9970894523436827; -0.27517160282195796 -0.08278898400420917 0.9999999999999442; -0.9999997739062345 -0.8727418856670738 -0.8640292951152293; 0.9999999998357152 0.9816315166838089 0.898791068398881; 0.12096225193023252 0.5241963782624438 -0.14219868519679874; -0.14931813678034284 0.9999999999998865 -0.9999999999987641; -0.8642265658161523 -0.9999999772425661 0.401123974377887]
96,10000,300,-5.688337629591671,[-0.6252547517542142 0.9979035334646559 -0.06831321683278399; -0.9405904486627882 -0.4673940086009786 0.999999999999474; 0.9999999999974609 -0.9999999999999941 -0.9999999999993485; 0.641356420801356 0.9999999999991274 0.9999999997497503; -0.37665630361161034 0.999999999998709 -0.9999999999152208; -0.9999999999874968 -0.9410368731971666 -0.9714707322000199; 0.999999999998379 0.046238122521886735 -0.9999984581136928; 0.3104582802791446 -0.9983414036962377 0.9998934907159699; 0.9938836019703208 0.3528845990016665 0.9683796152332431; 0.9597652347267667 0.9999999999985486 0.09966585642473923; -0.16247116037915138 -0.7779854014435164 -0.9517679912703586]
97,2264,300,-7.217377888810392,[0.9551062634782314 -0.991044840522222 -0.5708017506436829; 0.16839191710031612 -0.8574755676590924 -0.9999991758703501; 0.9998167727417479 0.9994080429340874 -0.7038663130269951; -0.9999999999934883 0.9999999996173633 0.8061052226033633; -0.1363203142826447 0.011244657168560648 0.26141882764602986; -0.9999866297420207 -0.9999963216123796 -0.7007928762595999; 0.6676555990532221 0.9985163865954784 0.9969837754646352; 0.9995219256711465 -0.999999950680948 0.9999919017841901; -0.980413154017607 -0.9770137807373375 0.991293782741621; -0.1793423633664546 0.9939020847626286 -0.4844933928543785; -0.9932551653941006 -0.09826369613776488 -0.8544992620022086]
98,7609,300,-6.054171610205773,[-0.9999999999996039 -0.8397031854551377 -0.9994909954065673; 0.263557998946711 0.13666287503599697 -0.2172639782273633; 0.9998661540777718 -0.05443986056724762 -0.9999999999999982; -0.99999999952481 0.9999999999989299 -0.19145297466723066; 0.5989579284439135 0.999999999999941 -0.4957824973361807; 0.6337147033715756 -0.9423375175811378 0.9999999999999932; -0.27056690605632416 -0.9999999999824042 0.6164412372411615; -0.949143584423612 0.6537430126216011 0.9900667692297785; 0.308453367619932 -0.9291965958137955 -0.9999999999999079; 1.0 -0.9974004055811633 -0.5402911823230003; 0.9999946612368383 0.5474907895326196 0.8915698655867534]
99,472,300,-6.539685601762823,[-0.8752455902324411 0.9988316230616188 -0.993447640057201; 0.7749528668016471 0.9799498560624395 -0.9994194698834306; -0.9891658023244405 -0.5401835318155653 0.999538834054615; 0.999993411280279 -1.0 -0.9344601554035851; -0.9891368568509028 -0.999672069468453 -0.9997390430331352; 0.878248678126415 -0.25614227321809807 -0.14712936625772632; -0.9786535156566212 -0.9999698244477249 -0.05605091847258745; 0.6205625570818545 -0.9991012059738738 0.9241399514717299; 0.002154608179783863 -0.8147797281217122 -0.983885344951038; 0.9971389860487834 0.9975128016612872 0.9821676835956316; -0.9999512473855457 0.9987066178390129 0.9981821586035738]
100,6334,300,-7.527409332493326,[-0.851592682456734 -0.9944052941448726 1.0; 0.6419543594455579 0.8184663371367307 0.6885263688135166; -0.008697338988399401 -0.19398294045227685 -0.49876185526606365; -0.8785942941468178 -0.999999999999999 -0.9999999999546373; 0.9999999816133182 -0.8352607369219266 -0.9998251373715769; 0.9999999954675342 0.9998146128447047 -0.9999905046086084; -0.9999999344416207 0.12068426856253812 -0.44395577447151724; 0.9999999807915088 -0.7415705602506892 0.9910502560507999; -0.9105738667450602 0.8937989485514138 -0.9990405299867007; -0.9996872991983272 0.9999999996723118 -0.12440843062130813; -0.8902786666841248 0.45500331669254934 0.9999999381637594]
101,4112,300,-7.649018408680636,[0.1096422912741944 -0.9999986899438457 -0.9853944786820659; 0.8600144194146282 0.6684014457234252 -0.9999999944501771; -0.5397373184121214 0.13299015193170907 0.9999999989004439; -0.9884977544076718 0.9368790141492277 0.9999999990090364; 0.9062136628971696 -0.9481810950189281 0.9993368294705137; -0.9976902771587534 -0.9998994556883373 -0.912746412753345; 0.9747612716113605 0.9999999984364436 0.9994478863613223; 0.9999998288179522 -0.40614971994544863 -0.6041880820519477; -0.036555405914232064 0.47953094019933606 0.3264805956681496; -0.9999718796948791 -0.9999994303409379 0.5801832629794744; -0.9995660987482551 0.999999996751997 -0.9985206255465222]
102,7978,300,-5.863858907697478,[0.9999999662295255 0.9989233415602301 0.999999999990912; 0.24331011736102776 0.39557058828294456 0.13187798758399588; -0.9999999979808171 -0.27493741964139884 -0.419604046455813; 0.9523969426594053 0.9999999998645905 0.18893526908998248; -0.9291915123147413 0.026823510132354702 0.9999900155416439; 0.5617630679048795 -0.9999999999996102 0.9999999999814855; 0.8621281711663218 0.33704727963028785 -0.9999999999998924; -0.6944078463154552 0.9998791207419565 -0.9592808576595765; -0.9999999999998588 0.9999999990286405 0.8054495163971626; 0.3122931144046568 -0.9999999999944598 -0.818280714948666; 0.9482465497159506 0.09522799780501937 0.7501053311937043]
103,4244,300,-6.219810482977569,[-0.5999855294730189 0.9949860549128436 0.9999999723349503; 0.14344799546592094 -0.9811890226808841 -0.9588302010217886; 0.625618597313978 0.997758676245485 -0.9999776934540542; 0.999997148000828 -0.2199103577322422 0.9999973295238804; 0.07168570988747211 -0.9999999937637525 0.9991643420168259; -0.9999994536931055 -0.8691834257938582 -0.6788404871815148; 0.9860297637873506 0.9741299303420428 0.21553022096852673; -0.6706307711794904 0.9921977744475865 -0.5144064444510038; -0.9999997643626753 -0.21574082291961136 0.9483908766062858; 0.21968686384144892 -0.34908288373695767 0.8718216925178265; 0.9283653057737111 -0.8667165817976512 0.6072292474272949]
104,4959,300,-7.7012931762404,[0.295553709890617 -0.6026753104945994 0.05176757690369349; 0.7905182288675499 -0.18345568398173087 -0.9999999918726442; -0.9999999020256661 0.9085776907188214 0.9040298686844825; -0.8896360734027888 0.9999998669005682 -0.9034924741496365; 0.8976184434713338 0.9011574506022613 -0.9555166532432912; 0.9336425421040311 -0.9999999781384005 -0.6154693768094314; -0.1769160050056473 -0.9999999668247098 0.9999997608501789; 0.975818920901532 -0.9833647612927585 0.9990918294395561; -0.7708441755824222 -0.9277202626301607 -0.8627425402220746; -0.9999999951292257 -0.7288213412322327 0.3774324061582859; 0.8577386643030983 0.9999988206929346 0.904125860106932]
105,3775,300,-7.445590119762066,[0.6761723679487585 0.9999999877581357 -0.6873681413495855; -0.08490721024289087 -0.5020795791366947 -0.9100660885336453; 0.9308110893218786 -0.8537554954587631 0.9999998234063634; 0.9999940630412499 0.9994043142428244 0.6413739767086073; -0.9980079696337344 0.35681719801005096 -0.12296581322274826; -0.4117079444138814 0.9999999189202421 0.9999999992396272; -0.9870949438177534 -0.3805505018568682 0.9943804371201758; -0.9422178887271321 0.9999995629629147 -0.9962001605208076; -0.999999999930149 -0.9999999522176426 -0.7874511023290304; 0.9999998097444933 -0.31923983283859186 -0.9999999998749954; 0.8781156410554056 -0.9827080320116741 -0.563449257470498]
106,5666,300,-4.878279599151708,[-0.9999996374168493 0.4188855204627847 -0.9997432096463037; 0.639485076404157 -0.9999999989474063 0.8929271466839899; 0.9992301381910098 0.9999999963832207 -0.9999999999631534; 0.9999962743943037 0.05781050873701746 -0.47193417147528394; 0.06532646947166808 -0.7633558610856479 -0.9963743706720332; -0.9999998766711756 0.9999999999993825 0.932824412860692; 0.9813057860525947 -0.9999319674387108 -0.9999999327755095; -0.9999999999535852 -0.9999999998917763 -0.274515233885816; 0.9999999999675385 0.748618835184149 0.999999999978116; -0.5085690889090696 -0.7103506935668874 0.9999977961604267; 0.9637019299052583 0.9999994093659662 0.38098591991811737]
107,2518,300,-8.02590161426098,[0.9378601067353495 0.8879421415936052 -0.7598836084048277; 0.12451117342634896 -0.9768787002131123 -0.025094403005651803; -0.8532166816949616 0.9999997670614053 -0.9801087341754393; -0.9378752626339717 0.9999964952344315 0.9554659139941388; 0.7550088715222433 -0.8669696842324485 0.9600014728832618; 0.9999997848566329 -0.9999999654588411 -0.13254059847453073; 0.918716815086589 0.9999987996126053 0.999999999417275; -0.9999999544639946 -0.9999998796917625 0.9999511233785201; 0.43882507399947474 -0.6816076176010363 -0.999999990080725; -0.5166218501188172 0.0853338077180622 0.19366431619797458; -0.9813614054915138 -0.5348473009762926 -0.9705677617068803]
108,1222,300,-6.197740283251241,[0.1463029725340439 -0.9518581731780854 0.8631538441519105; -0.4749947890761654 0.37982606292622495 -0.978608815770532; 0.9999074638799819 0.9999465427595565 -0.08987574139671903; -0.9999990898644017 -0.999940295126516 0.5971735923181899; -0.9999998675297633 0.9998308006892309 -0.9917087948419604; 0.999994037747809 -0.9999737062725106 0.04324992318014808; 0.7428638320266006 0.9999438689678708 -0.9999976632021712; -0.6280814748651055 0.9978719977965901 0.36888621838791524; -0.9999885605532718 0.18420297028403543 0.9997335325525036; 0.9921689010901995 0.9999618713714539 0.9999574112986753; 0.010657060006835315 -0.9998045345122196 -0.996229551488769]
109,6609,300,-8.011866552490808,[0.016254521835969874 0.05026347454151245 0.09135293867196707; 0.9913261795698771 -0.999999956830662 0.9999999999999054; -0.08223164555434971 -0.9999999382039971 -0.4037362726230913; -0.9320086233171029 0.9999999999463199 0.9998869148257971; 0.9138964522870108 -0.5888050771048319 -0.7780192747476319; 0.8936171080131067 0.8794764163641408 0.9518166375113462; -0.7461367215463977 0.9999999997108039 -0.9355210140479778; -0.9999999833166228 -0.6009991680040387 0.9467893018479675; 0.9999812129738805 0.9999999333221847 -0.9445571709704541; -0.18304960732818717 -0.5105692911535443 -0.9999999809657271; -0.9999999999902278 -0.9070593863105245 -0.5301031390700487]
110,1430,300,-6.386588045731454,[0.9874113384008744 -0.6912132436054541 -0.9999969048882138; 0.9999344036783887 -0.6278557483079816 0.9998883867239927; -0.9138572871917784 0.8182203038234577 -0.9847259530889864; -0.07502096306302246 -0.06392864139489547 -0.9999735403841101; 0.3370327303085617 -0.6693361895159139 -0.37692792584234464; -0.9977185328179774 0.8147844052789955 0.98769624491284; 0.41875462403825486 -0.9999759505232639 -0.8718704000910455; 0.9999861153454145 0.9999284238582132 -0.9531018184602427; -0.9997998908551603 -0.6739781478092896 -0.34820553714127433; 0.9946540010808879 0.9999963624256258 0.9999484031001165; -0.8397717915265334 -0.696818913249609 0.998197016410038]
111,425,300,-3.2251929110571242,[0.9705290758269928 -0.6866590449191294 0.45154347210940454; -1.0 0.6317342748559621 0.5913358084156637; -0.9961862140768957 -1.0 0.9191187729267928; -0.5195056511014756 -0.6045778698969809 0.8494450901719897; -0.9943712606131067 0.415227820437373 -0.9970475173502479; -0.8748307631728159 0.008624338669399151 -0.72038718795067; 0.39093313309480393 0.9980607418638944 -0.7184590626262327; 0.9993306919642045 0.4615038530714534 0.5753415855928337; 0.5488381453072891 0.5366918552608018 -0.8453950860617165; 0.5364445000857955 -0.8195227020420756 -0.9307738731904124; -0.330932086399751 0.9730450195246441 0.998101318827771]
112,3485,300,-6.201125826454695,[0.44877067761845574 -0.9999999995338962 -0.9999999804875058; 0.6783641144110661 0.20515844334240008 0.9999999946011734; -0.46839995386157907 -0.6883682456492283 -0.714454268950775; -0.9999128212236374 -0.9999999998539713 0.6785070188308089; 0.9999999988666697 0.4011857060521171 -0.7281664434867199; -0.9999970542543589 0.9907183646747119 -0.9104807487829109; -0.9998054973834548 -0.05234321945096448 0.9513847631314858; 0.9880350350311857 -0.9888242557187401 -0.07906251655631645; 0.060537074147642124 0.9999999996336566 0.47117802393070707; 0.03808392016936965 0.9981270151350582 -0.9999998764499903; 0.9721242951209084 0.9878531177580333 0.9997575453982056]
113,10000,300,-7.204109622228517,[-0.9999999988179022 -0.9999999996765966 0.2146013951392845; 0.36299441960525786 0.999999999839504 0.6908686288613483; -0.943936300464523 0.7218495440215952 0.9268387814055465; 0.9999999999994101 0.2036838131360862 0.5702237332493912; -0.4663096714038116 -0.6090272847929068 0.9999999989014768; -0.3866091935704857 -0.12960555437154142 0.03657898931027836; -0.9963161241385741 0.9999999994248149 -0.9999999986612161; 0.9999945519160476 0.9985322375816322 -0.5194987507983743; 0.9525846526461295 -0.9049843470515019 -0.9599252337823556; 0.9588979281569915 -0.9955131158572653 0.9459404637870785; -0.7027984533761494 -0.8806787140549241 -0.9999999949231372]
