nPsoRun,n_iter,S,fgbest,optDes
11,7404,300,-6.8175840861074715,[-0.9987578263513031 0.9512815978372449 -1.0; -0.700653824858893 -0.7750611377431093 -0.3902331295916934; 0.5870716212093351 -0.9999999999999976 0.6795525924882851; -0.37352085154283027 0.8594397366018701 -0.7319116793605037; 0.7231128507321034 -0.9999999999999907 -0.9999998973534339; 0.9999999999999878 0.5728465111962966 0.9294294362183315; -0.9999999999306799 -0.9999999949400497 0.992203797625475; -0.999999999999989 0.9968413327477417 -0.31590807533529797; 0.929381027503567 0.9999999999999942 0.8263511258225208; -0.9155507266209282 0.8641485757461341 0.9999999999999155; 0.9999921251817041 0.5062078166336145 -0.9999999999999998]
12,775,300,-6.691001368102808,[0.5740108406875497 -0.999765167281925 -0.8804168904571895; 0.9978024740932206 -0.08091146632134377 -0.921755764182587; -0.9999581428064332 0.9793794821284446 -0.9844133629304679; -0.9404772864658959 0.8779908927602319 -0.1721209287183613; 0.9947430393939758 -0.9999971445518984 0.999555592709464; -0.8652200285677443 0.9778638380448613 0.9999863905678843; -0.9317525664974101 -0.9938731521599693 -0.9977294528470441; 0.43046490661598896 0.9993420944267911 0.9065635975437331; 0.826244579145062 0.9997431266097744 -0.9726468453411983; 0.285659977626262 0.13591936043970015 -0.9925214230307373; -0.9740572581993078 -0.8552252429216132 0.81870336777732]
13,10000,300,-6.497177438757618,[-0.9999999999460449 -0.5914913788312706 0.9129289527437899; -0.6861627557878877 0.9999999998511614 0.7284038596161048; -0.5242097894048336 0.9360491848189392 -0.988070635094203; 0.953428050905699 0.8510438034477643 -0.015285495991239585; -0.9915798330951427 -0.9883427312203678 -0.9999999899959121; 0.9999999947585446 -0.22559933312912467 0.786399027472244; 0.9945219329030033 0.9907826876559559 -0.9999999961847644; 0.3732548170711019 -0.9576833777676388 0.6617845590698999; 0.9826053330224497 1.0 0.9999999999999581; 0.4288895983969831 -0.8358739402669194 -0.9618136686449167; 0.9999999917559546 -0.9999999999999925 0.6274188049670131]
14,4249,300,-7.8417593178850975,[-0.5674937923686348 -0.9885515190347473 0.9532133347660502; 0.9999999830458471 0.9999926435421523 0.8526359187195665; 0.09780160619421704 0.12277738400865362 0.546583661605716; 0.999995693145965 -0.999973625586793 0.581038589007313; -1.0 0.5761037134708393 -0.7165266786430794; -0.9999958921224544 0.9700188844349945 0.999999624521382; -0.9500712862927656 -0.9999999811020664 -0.9408325436715081; -0.3339662946386585 0.9999962222344662 -1.0; -0.3953573103239072 0.9991321217801385 -0.38604958805256995; 0.9999968350763117 -0.8793102513880384 -0.9983155338412744; 0.9999989892647374 0.9732189959009317 -0.5928119492761538]
15,5169,300,-8.081842085947534,[-0.47199433876218466 0.9999937096326819 0.999999990597108; 0.9876786598063669 -0.9934188822755974 -0.9301376463478955; -0.952916770314213 -0.8338552747499416 0.9998957350472868; 0.9999978528568325 -0.9999982754210284 0.9999986040345713; 0.9399326194999266 0.08084543255221198 -0.9999999972047239; 0.980592184996644 0.9972414122483332 0.7670505799213906; 0.7729724918214914 0.99999999853617 -0.5986616062374234; -0.07048422918374903 0.12016277686587283 -0.4316859656173927; -0.9999562836185362 -0.9999996999449429 -0.9999997808441105; -0.9999998400730719 0.17269171181584067 0.03579971639966497; -0.9990307453011473 0.7383483636112084 -0.9999986223740541]
16,696,300,-7.1904953342305875,[-0.9831188574077832 0.9989258483595839 0.9966147885902024; -0.7697969424641046 -0.3833233400659617 -0.9999541847861501; -0.7348401032411993 -0.9879325621883432 0.9939555786184655; 0.9999623628946701 -0.8897231252231913 0.992498636470716; 0.9789028594620814 0.9990468161393495 0.9953278236318519; 0.027674811015342592 -0.8243422369818093 0.27257890573510907; 0.9907215603341216 0.9999721570764448 -0.902671089877845; -0.835400999496992 -0.47199030196101704 0.1019189012170698; -0.9985117967155153 -0.99998400108742 -0.11021476959044449; -0.7433050818418154 0.9525856906978517 -0.9943905870051583; 0.9999754291772236 -0.979059041054267 -0.6924804934888635]
17,10000,300,-5.119437552978137,[-0.9938014655987919 0.9999999993711012 -0.028326285831537238; -0.9262543908012908 -0.12395066813229567 -0.87652871004199; 0.8522210704121264 0.13643153414288062 -0.9999997906424553; -0.8686539400829051 -0.9999999999471832 -0.6849049402480786; -0.4805047842949755 -0.9997650516679837 0.9999999999722442; 0.23492479779788503 -0.41659178030028005 0.29449663477157867; 0.9120807188133555 0.6855983968752194 0.05986645573361791; -0.8625073415122618 0.7796906573274764 0.9999999999389767; -0.9999999995014699 -0.3150083734828448 0.9608180100616085; 0.9999999998838706 -0.5243346656745658 -0.17087952555903443; 0.9999980706933291 0.07288821302382134 0.9999999999959098]
18,3028,300,-7.764230759677988,[-0.5034777876433684 -0.37137962242938316 0.9914467287912356; -0.9988865855653395 -0.9999999893004087 0.3390960353267784; -0.9995923142480484 0.9999999907085951 -0.9417324739097616; 0.9691408652775854 0.99999070205968 0.9991264026093826; -0.21950045529434506 -0.9999992185470112 -0.9893647014693486; 0.9999480173175659 -0.9983292958056972 -0.9999934865002472; -0.9999999186253269 -0.2358619550480076 -0.999982668495466; 0.9998709832176892 0.991118767382437 -0.2294667325191741; -0.9999999989337999 0.999999944633994 0.9987426955999449; -0.9999999408479227 -0.9999994521468966 0.999999999718301; 0.9999999169422984 -0.9612569605803951 0.720714786956461]
19,3357,300,-7.520992120297619,[0.9999999077723758 0.5638300175650036 -0.9491791196058585; 0.3161003605239111 -0.999056241330989 -0.9999999554699055; -0.8916798012420988 -0.40428269890766905 0.9999923800416654; -0.9825438929867722 -0.9549740030609466 -0.9726601405263336; 0.9493198657452216 -0.9864067297427354 0.9725656779909087; -0.9999940226150014 0.7848999027500987 -0.9535716547168668; 0.9374669136639288 0.9999966059695041 -0.7110783192228826; 0.4052982607203845 0.4297690839968709 -0.3718261687331564; -0.9462994883711091 0.9999998069950798 0.8989005782975845; 0.9637901978944533 0.5677589274278403 0.9954511911523998; 0.9999997497551824 -0.9670111664273785 -0.18702780299844635]
20,7919,300,-6.568051497235201,[0.9999999993543899 0.9999999963480664 -0.9999975334160551; -0.9999987696148606 0.9987509422496814 0.9999999957895871; -0.26300563602902544 -0.9999999958666609 0.9999999984288378; -0.038118359291697664 -0.9999993190593045 -0.9999951765104147; -0.9999999999991077 -0.47760690610051154 -0.9999997075207522; -0.8523215245941478 -0.16687001763614723 0.6301908652881718; 0.7130882149896766 0.9188471358671477 -0.11036459849020216; -0.9999999992579887 0.9999999999997686 -0.1350627151972008; -0.09362798134329256 0.48129042749143147 -0.9999999630696002; 0.9999999998255131 -0.6721025546054802 -0.4506862266034569; 0.785393707786494 -0.08121100758529864 0.9999998294124902]
21,3325,300,-8.02860240774441,[-0.22296627165414842 0.9593583636146288 -0.999999999831249; 0.999999399949022 0.9997327555389164 0.9999387813342903; 0.9991209301486162 -0.9997437028049887 0.9053146037053791; -0.6808136877235659 0.32990448363294844 0.9999917690910112; -0.9278806884227412 -0.9999994639325676 0.9822330031056974; -0.9999991966384651 0.5509261625558222 -0.43909925396211674; 0.9999336230129188 -0.9999988180663987 -0.9998124053504873; 0.2163815229463153 -0.22971000020504945 0.1701722892950855; 0.9342071364116831 0.6949738225906877 -0.9869388305806752; -0.46699938645819256 0.9999323634736902 0.2105264963884641; -0.861031361069643 -0.9835915341944033 -0.8370475813418382]
22,6485,300,-6.557197382624785,[-0.9724167723137308 0.9979747338985054 0.9383691184024162; 0.6226005022238035 -0.27387678046341823 -0.9999999981743194; -0.9999999975477359 0.25409617302983345 -0.9999999999968477; 0.9999999979614573 0.7175228360719312 -0.7049962582643998; 0.9997849712086424 -0.9999999998978925 -0.333329985153636; -0.9997854330708109 -0.999999999999999 0.2366199420481992; 0.999999977665394 0.014292294758187772 0.7758809054194191; -0.9733709703343237 -0.9673713125307856 0.9999999896854225; -0.5459473751743738 0.19128023675072334 0.4428586890928948; 0.1734539542489492 0.9999999999966813 -0.9439205850725745; 0.31516945199800833 0.9999999832337557 0.9999999854813413]
23,1982,300,-7.364520274707449,[-0.7905273810588763 -0.9514124493349123 -0.9090488942693258; 0.8289001109693162 0.9398818132979704 0.6094119718644748; 0.36652517620392516 -0.9738797460141504 0.986872374788623; 0.9891870424715037 0.9443956507087573 -0.9999686248884339; -0.0707689130422049 0.007462923844595433 0.31772628273883824; 0.9324963888661206 -0.9881967429141231 -0.9607146971662116; -0.9862506925132692 0.9996414791581768 -0.9914933953633408; -0.7805218844996464 0.9999995130537442 0.009295128073339206; -0.8880494532814932 -0.8333100085419864 0.9777291460912775; -0.8056921842093275 0.6302509321571859 0.9996933858830147; 0.9999866566630684 -0.23055100015361374 0.3367497202038176]
24,266,300,-7.292778809334827,[0.989767512921528 -0.9920809322420185 0.01575061154028575; -0.9999394645796161 0.9689132030376905 0.8069761287561681; 0.5479743930334136 -0.5802397377015001 0.4942039300817446; 0.10612348806774767 -0.9861570250815469 0.9975029760464637; -0.9982862634511372 -0.9771001647957982 0.9690118103900723; -0.81900576481575 -0.9352756363990496 -0.970646167706048; 0.822899468685066 0.994081189024099 0.9463970312448482; 0.7068630056261198 0.9788560300851444 -0.9382680395388739; 0.9112081752131019 -0.9914267571999866 -0.9660603984710353; -0.9525780891729997 0.9805422763141455 -0.9984523263012215; 0.9999392830131008 -0.08533677708910908 0.9976284534258436]
25,5750,300,-7.44796833221112,[-0.9999999490138202 0.836900770503149 0.9999999894134828; -0.9999999933160836 -0.9999999983148866 -0.9762544426476586; -0.720411498054929 0.9999999999994517 -0.997878062776964; 0.999999987021259 -0.9328008486428566 0.9652357548953121; 0.9999999742485982 0.937541847610674 -1.0; 0.578461811490469 0.9999999996283099 0.779074538046092; -0.5248371781780524 0.8244315902067215 -0.17352864680680302; -0.9985402470122903 0.13927621597335046 -0.8749738420707409; -0.8629157829029185 -0.8479049132564436 0.891798101141618; -0.0899438785209911 -0.26155269939587344 -0.9999997611213597; 0.9999998879310081 -0.8151249011719309 -0.9588270743585464]
26,3157,300,-7.15716552520693,[0.9999979895703136 0.780953549503181 0.999973187003742; 0.9949040445939765 -0.9999971459315967 0.9998189968799381; 0.9900920163472069 0.5446016715075062 -0.9999998942454263; -0.147085301819462 -0.6773658262829564 0.9999978987191591; 0.9999999376248676 -0.999981042017046 -0.9999999429018784; 0.8802721195021691 -0.18717486719534257 -0.1956379208254692; -0.9574857801041243 0.29426022725133966 0.7961503020335918; -0.999996662635155 -0.9999990916287833 0.5147383995049029; -0.5570882652602357 -0.9998689356108884 -0.919504766252788; 0.46442054942929945 0.999998250520901 0.057111605947131217; -0.656507293581173 0.9815140257885915 -0.9999998121851026]
27,4737,300,-7.135789765030233,[-0.4848391870051543 -0.058483379546794945 0.022430289973074884; 0.8799045924277082 0.9999997922374818 -0.9999998984769727; 0.9985297390695567 0.9825029314112713 0.7725250252233106; 0.9999997562109528 -0.5743255905342963 -0.8346703447861514; 0.999041705254421 -0.8284766839282525 0.9999999718870756; -1.0 -0.9842826428519638 -0.9968977494590966; 0.45022101861839625 -0.9999999271573549 -0.3814700514319368; -0.07843915515523682 -0.7641577224895788 -0.9997627487882107; -0.443666746598264 -0.9924083620273684 0.9953617691522502; -0.9999975934357261 0.9985844891270951 -0.4218542521879499; -0.6605305999102975 0.9989358993825798 0.9999991554053279]
28,2121,300,-6.739697653665066,[0.8585644485126565 -0.9553814407316995 -0.9999928237972296; -0.9957467372717891 -0.11144379870219429 -0.7153768654094018; 0.5801735507413058 0.25786572567479255 0.10081824208188941; -0.21039970458229573 0.9999978968465562 -0.999999980304848; -0.9993906145996163 -0.9999999998763626 0.4512149200600246; -0.9999992230475225 0.6636432973362598 0.7590122554099538; -0.2176748906771185 0.9999952744887012 0.9776857977081118; -0.5577879877677708 -0.22731264985287045 0.976328401039953; 0.9997859715658544 -0.9999921892263651 0.08639518963043247; 0.9772629428732514 0.862302418513392 -0.9921660603497126; 0.9999997728955153 0.09346621126828017 1.0]
29,436,300,-6.269086703245878,[0.9371433036692293 -0.03801975727283307 -0.32772897015047864; 0.9280858228452824 -0.04275254401864884 0.9974955494638855; 0.9656198383357101 -0.9984945328933293 0.8197388040283511; -0.021515954982155538 -0.9150587127677932 -0.9999999941414713; -0.4099883109146437 0.9926257326791496 -0.999997277051598; -0.9916798352084883 0.9495686842602254 1.0; -0.9869484247701625 -0.19759409806513134 0.9976413735863328; -0.2274588775501712 0.8007331090427812 0.31009639075269063; -0.7408788805424837 -0.999999295532945 -0.032727018679289836; 0.9996610971513274 0.9983310602222273 0.0388922285144671; -0.9974423507823317 0.397720686763908 -0.693305904037222]
30,10000,300,-7.8439224897441395,[0.9999999985269069 0.029894101157692053 -0.1536685679282983; 0.3902074000360405 0.8108684961680143 -0.9999999347177765; 0.7825867055294727 -0.6002133456288851 0.9999999991199099; -0.969517074634765 -0.7698783295637616 0.9999999969978811; -0.985060326094197 0.9981491206503743 -0.9999999905965964; -0.9999971047730621 -0.9093247822737055 -0.999894559670897; 0.7244119476090067 -0.998604050558965 -0.9346110752487846; -0.9999999959257989 0.9999999999192362 0.93488350494364; 0.9640341754491634 0.7999333657980913 0.8450205366903609; -0.3483866820327945 -0.9999999998007546 0.39693215640744967; -0.16844746527432414 -0.3999565706301595 0.08762247916299613]
31,4252,300,-7.133421959217995,[0.39850837294560837 -0.988650757384632 0.9999994076441843; 0.9973813714254687 0.9990013100657833 -0.3028537080941365; -0.6773123506127912 -0.9999999900290903 -0.8699674188210665; -0.999999958563568 -0.25249591312946806 -0.9999999862015987; -0.9999999999396992 -0.2893462566748514 0.6979387745788507; -0.8205710702528763 0.999999999286531 -0.6592137124879979; -0.9774728681517257 0.9997867063184822 0.9956614890284486; 0.4692993872958727 -0.6200657193046413 -0.47500540515900563; 0.9999999997863549 -0.9098817211777581 0.5712091288235578; 0.9515908127385625 0.26829330310809335 -0.9999999510564165; 0.31978702188840363 0.8784333079737031 0.9999999934737759]
32,4040,300,-7.060538664842552,[0.999999955360138 0.10701080372224046 0.9999975555052343; 0.4742599073140951 0.9999950776987502 -0.9999999755402016; 0.9999987040210369 -0.9999999986943326 -1.0; -0.07415932777799451 -0.492472115257277 0.9811784774672409; -0.9843376773856183 0.07457295695240868 -0.9818877209317837; 0.8363451331956752 0.07936834285432157 -0.7254767654308594; -0.9999999988946559 -0.9999997088082269 0.9999972348732028; -0.9982395129872987 -0.9999997959672167 -0.33525086723407044; -0.9999999684623577 0.5615333539475041 0.26163088979406435; 0.9999994827613023 -0.9999995042183004 0.01777794982559616; 0.1766807737649135 0.9999990039390831 0.9777068176726389]
33,4575,300,-5.9253133243204585,[-0.6662056439178315 0.7139949532765131 -0.9955554411140878; 0.9955120269187338 0.84901105707215 -0.3433720766709238; 0.8532306779317181 0.999960536511552 0.9999999999965996; -0.4365912248589771 0.9923776691485713 0.9660505962444215; -0.9953441858393003 -0.7068362543043697 0.6177696107302895; -0.9999999998751862 0.9999999999935184 -0.9999999132513725; 0.3694491542320424 -0.998820284514794 0.9915996679415189; 0.9992389265391863 0.3422410756659718 -0.9502411742741165; 0.8902990135741405 -0.9999999999996576 -0.6043532981405668; 0.9769366706831307 0.9999999999824181 -0.9999999998541135; -0.9395110854095344 -0.9999999999074701 -0.9990710417754185]
34,3006,300,-7.6611459347334545,[0.9979010041396085 -0.9704502639366896 0.8577679150880011; 0.9999999999990085 0.7845403087441061 0.6679643167774685; -0.9999999999921905 0.11358581310435638 -0.9776477554172204; -0.9839341224032221 -0.9957488378208935 -0.9948690100683824; -0.46367608908876823 -0.14644242208487696 0.10754999331092364; -0.8877113657477699 0.690574332097283 0.9998247898745227; -0.6404023221651013 0.9999999990905344 -0.28431858197765303; 0.10065786279845787 -0.637535458157256 0.999999999328798; 0.9999999991282982 -0.9956624056221466 -0.9999947423342043; 0.8856977102217534 0.9987686637737916 -0.950204312608678; -0.9999999999853932 -0.9999999995311266 0.8566040662602109]
35,10000,300,-6.806000519370299,[-0.9477876490730704 0.9189600630174366 -0.9679300913646324; 0.06206118961525334 0.9999999981515506 1.0; -0.7825801170243503 -0.9999999998957817 0.20293713560226462; -0.9999999999998932 0.6250719308812918 0.7506458022860132; 0.9999999999998075 1.0 -0.6151667064838476; 0.9023259286175291 -0.9999999999999276 -0.3514603186161466; 0.4649307129648004 -0.7394084990324211 0.9999999999999882; -0.1681292984007263 0.49160171576881484 -0.4118645358983585; 0.9999999999999972 -0.2776682804001417 -0.9999999999999559; 0.8831354476135519 -0.3171884707272238 0.2889428789483598; -0.9999999999998005 -0.6744380476251312 -0.9999999999995817]
36,284,300,-6.644186521999516,[-0.21038644339355253 1.0 -0.7885609555399636; -0.9997189425289696 0.5725154683065153 0.49012258073537723; 0.4902084808314332 0.058798949577229226 -0.9935620198410192; 0.6272085472542154 -0.9086622677735553 1.0; -0.9939593341885212 -0.01693303086382251 -0.983959254801476; -0.7020143078675086 -0.9983252060960515 -0.9999737991270433; 0.292770133935031 -0.2799593589040494 -0.022518178894017016; 0.9992154579764967 -0.8655800226005078 -0.6172650450871311; -0.9949948688815112 -0.9896845283326354 0.9999615382209971; 0.8243423767401638 0.9997269652362832 -0.3664995057473426; 0.6434129268812818 0.9916441737949269 0.9994545438398796]
37,10000,300,-6.939891451912281,[-0.7842607356764109 0.999997433067013 -0.5046034200641273; -0.03217439242625482 0.05923317111058413 -0.610584531521296; 0.9903402546703591 -0.9964283353163896 -0.9999975125048197; 0.9709401794714854 -0.9598251461186835 0.31378600154005004; 0.9999996953927819 0.999999998915057 -0.6336763055197604; -0.9999999926385121 -0.10632380312305038 0.009914410750843141; -0.5224910171096645 -0.9999997829218294 -0.4501545695748499; -0.9880369899613463 0.16793158766156455 -0.9999999999999916; -0.603117353730759 -0.9999999999988813 0.9999999989970806; -0.5909786364884175 0.5131008005014893 0.9999996188316531; 0.9999999971214594 0.8218276594278031 0.8804819650683807]
38,7807,300,-8.001071670093028,[0.8671450919104222 -0.6540406514447388 -0.999999999957019; -0.9999724703572338 -0.491741373557431 0.9999999981998936; 0.0639892719852498 0.4612198429072869 0.3388375282976647; 0.9999999908853432 0.8554072655565147 0.45905155818946275; 0.9297423018867969 0.9831647393899613 -0.8686777332766527; -0.7121457621470774 -0.947852644277597 -0.8373937805914163; 0.36972688275661764 0.9853075359297103 0.9999999715940768; 0.029977394770993867 -0.999999996110827 0.1636306720232357; -0.9999999999805782 0.9919767382834059 0.9885050657512272; 0.9354192920861815 -0.6970033710101969 0.9870170469493391; -0.994328593875333 0.9605706061984488 -0.9999999972399293]
39,1087,300,-5.273370003281843,[-0.9996138768921344 -0.2873991731203237 0.9949849596080288; -0.7305239549374115 -0.19500867273758443 -0.36528741068575016; 0.999968954733006 0.8934111762796774 0.970692386539758; -0.984054756325359 0.14541374913990854 -0.9929653438978971; 0.9851570859345071 -0.6403972452054656 -0.9979424472954429; -0.9451859626772445 -0.9999999997862148 -0.27631254473373185; 0.9967073882605872 -0.9998718244448724 0.5481761341374924; -0.8794675597484565 0.9786521375643371 -0.6383014057240243; -0.032755585563363554 -0.9572957984814624 0.9999579417281609; -0.46439524858065384 0.540260794742213 0.9999790957620037; 0.9998096818554167 0.5742524571394614 -0.9980776152259685]
40,5890,300,-7.935149959914424,[0.10338992268653766 0.022026828134311345 0.2774378339160727; -0.9999999979606311 0.99999999818505 -0.9999232401713227; -0.9399205533025045 0.8852707984488963 0.9639822944597972; 0.300345906560759 -0.9969859107300738 -0.1234969302303; -0.9773452829830702 -0.999999999967527 0.9999999998717092; 0.7473696941798671 0.8826151112285615 -0.806393255703516; 0.999999999890648 -0.8903948178251624 -0.4784064791500006; 0.31315559142366534 -0.9890162898312846 -0.999999999936255; -0.9971877252773715 -0.9094908883424018 -0.9980056594726191; 0.9515484316134543 0.9999999964418251 0.8778945318196857; 0.9995553988495459 -0.7256201987360885 0.9997033211721845]
41,6266,300,-6.869511915867549,[-0.2470352056751213 -0.8591914038757318 0.9999999984851305; -0.9999999999196915 -0.9999999991357879 0.2033381359300598; -0.8835868435160615 0.40459242578931537 0.9990725475716449; 0.9999999999204174 0.482502361990745 0.5058973477534058; -0.591325700231814 -0.9997562916710088 -0.9999999885958293; -0.7480533551024238 0.34477676990502026 -0.13744432249533906; 0.9999999999979186 -0.7395084854133658 -0.9999999999571898; 0.999952430117258 -0.9994575706147188 0.8420164542050869; 0.9837788822904212 0.9999999997485526 -0.589217290850407; -0.9999999997033538 0.6859915251879888 -0.999999999999926; -0.4505755140771523 0.999999995200428 0.6222821385538514]
42,2457,300,-6.997749739006344,[0.9004854451502579 -0.9991587761278061 0.9999993806400228; 0.3529234222032607 0.9998254294412586 -0.9477413105708191; 0.9999900331514344 0.83478528904885 0.48747664061171087; 0.5580156023780456 -0.97144302142733 -0.9999281474750057; -0.9999999110037923 0.9809664050293999 -0.9999747469703748; 0.16678727543263752 -0.941465714209831 0.3617548947234379; -0.5662548166570829 0.999892368508722 0.9282662232900453; -0.999974011681139 -0.9999999894051136 0.22916638882384902; 0.9953669966743575 -0.5620100575812988 -0.5119926365689188; -0.9217456500577209 -0.38579928929524016 -0.9044313320896301; -0.9991111651437315 -0.5127285908811882 0.9959960305668009]
