nPsoRun,n_iter,S,fgbest,optDes
114,402,300,1.6941762906559554,[-0.9892528435672513 0.8623033692596345 -0.8699943239642072; 0.012085405336283845 -0.9659524756757775 0.517434529533413; -0.9948894309411533 0.21501181729245306 0.7943195601939745; -0.9906265425306939 -0.8172704741466155 -0.5352746915067144; 0.7309557227502553 0.7958357711759507 -0.9996187668245887; 0.7242367206719196 0.5475417100883643 0.4728176745425518; 0.5191797628437402 -0.3162069151060088 0.9999998130366224; -0.3615617235999861 0.14926119458278364 -0.06935009384602615; 0.9992372251294201 -1.0 0.08395220555415753; 0.3499814383053752 -0.6389364936320552 -0.8761820710901933; -0.53740877551461 0.9998537046906096 0.992076163499214]
115,1452,300,1.5058718830634454,[0.9995111141293211 -0.9999764850182499 0.9999999709200762; -0.9999757192111836 0.5513942634156087 0.5790268078444127; 0.09661973460561786 -0.5050566424480203 -0.035803387076670516; -0.6450346865266409 0.9999332206522966 -0.653294345423994; -0.9999967126265197 -0.9880714809537747 0.00036045574091222424; -0.010731360861583161 0.012797908201018457 0.9999753773814443; 0.9374299532184658 0.8929392295266277 -0.9998842471219246; 0.9999687167751333 0.24545595847462065 0.4801679696769444; 0.4863113657355764 0.999986986856698 0.870971225060203; 0.6771099833191881 -0.8294872069406671 -0.9995264446938871; -0.910264966376449 -0.21848320853114836 -0.9999804846304831]
116,4883,300,1.595649296119413,[-0.2831385123573131 0.14346903826583693 0.9999999573197502; -0.07634879529479194 0.6665401113148397 -1.0; 0.9999999994657804 -0.2768345116098438 0.962219596988396; 0.9979859259889287 -0.9999622813488759 -0.8006465461144503; -0.9999999981359543 -0.9993826690498038 0.6673342398004686; -0.9743589894711226 0.9999999776805878 -0.41635790521884414; 0.2936942629565903 0.9999997364598311 0.5746546906249458; 0.2032734132510574 -0.910378528705626 0.4040224126749348; -0.919367298822987 -0.9290105977272043 -0.9999999997405056; -0.6042866921003325 -0.1089950572407819 -0.08884665447031943; 0.9099083881345573 0.4710313596405769 -0.4326372363836916]
117,5723,300,1.8802725409813983,[-0.99243701139168 -0.3227096383365854 -1.0; 0.4423361513097023 -0.9620444836118577 -0.6220881833775193; 0.8182470778108767 0.7221869056219088 -0.9999999538767744; -0.10459127318093984 -0.6388200301294856 1.0; -0.1737215552098538 0.1542157439884332 -0.4417128501932364; -0.999993624740725 -0.8115129533586867 -0.25246101784074637; -0.9999999877537956 0.3230854616472353 0.6694913999476476; -0.3806018677667534 0.9162280302238337 0.975133273649365; -0.08429043148725189 0.9999999054335476 -0.45170712670814506; 0.999999998576209 -0.8097460036486773 0.7455855906470126; 0.9724487315063175 0.6015602967221537 0.29996762872755833]
118,3377,300,1.5635020259057764,[-0.19143478717825999 0.9999515050150847 -0.9800988902449163; -0.9373757983018234 -0.5639629321803011 0.9999410073613982; 0.9999870626571263 -0.9999836859543393 -0.767751338380333; -0.9045117772400311 0.9476192857426329 0.4828929597652688; -0.753401630327651 -0.9998756238104274 -0.03049580735452673; -0.9999971395902235 -0.1934972739257595 -0.7121959522344311; 0.7260642524791225 0.9999980096832735 0.8902273934002018; -0.15337140378056327 -0.257840855612276 -0.9999962602762452; 0.634698677665061 -0.509426485476877 1.0; 0.9467483661155763 0.5450714018132483 -0.41916293658568493; 0.1939678398944726 -0.26616510502784757 0.057831807572679486]
119,1522,300,1.6172388991974223,[-0.9508860123245141 -0.6858644194393764 -0.7071991248356363; -0.9999675653119263 -0.9999601425457809 0.9967298727116565; -0.43181839889936785 0.1820591861870093 0.3547482221880267; 0.999911567197593 -0.8218613778111681 -0.013875152065873031; 0.762431221953612 -0.23508638992169503 -0.9321547807292234; 0.42447998846611273 0.9347533212370733 0.04124828162931792; 0.9990424955257796 0.7937077913809599 0.9976665275107469; 0.3344610445121528 -0.8218577815577528 0.8978797611568375; -0.9997059511622057 0.9991284520204746 0.7760001292071083; -0.29044612776909784 0.9992504929459399 -0.9999936642336252; 0.2216257403288946 -0.9996913418163693 -0.9995784507602798]
120,1718,300,1.5089320188546598,[-0.9947365748677938 -0.447485376240976 0.9627205310864525; -0.9716131644234498 0.9991836434986126 -0.620611463029917; 0.3936474929062709 -0.1719545304896688 -0.9999961380809566; 0.265938461209152 -0.9999999492294609 -0.17179016130142755; -0.999999858748601 -0.9999730305598236 -0.9997720189651877; 0.8824993371466523 0.7093669359446323 0.7299739669578363; 0.9999999873650747 -0.6320155844201574 -0.4522175286124303; 0.8115749572634852 0.9999998689176919 -0.9974299555086641; -0.39847457449284057 0.012559440527449506 -0.11884608244660254; -0.4936200031374334 0.999996277973507 0.9999991628113758; 0.580881598897915 -0.9181159623250585 0.9999999783594219]
121,8762,300,1.756175728299446,[0.9876094355283783 0.9999988986028603 -0.9114636167494969; -0.7329932253423046 0.574325222139612 -0.9999999969162034; 0.9985044450691227 -0.49824686188195594 -0.5631316233082341; 0.4349006935593686 0.812170021063786 0.29001547493001945; 0.9999944537835219 -0.41628219888015094 0.9999999989834829; 0.3506589861036977 -0.999999999988789 0.83948478323479; -0.9999999988510744 0.9999999958810243 0.26303082096215824; -0.4426364169328717 -0.2521817300336103 0.2865047266621309; -0.999999999999927 -0.9999959725430675 -0.4355847134634808; -0.9122945500108371 0.5199290980464301 0.999999999355839; -0.23586047351615805 -0.9999999843662107 -0.9526252878334227]
122,2116,300,1.6003892458901994,[0.18834227719397958 0.999999325722301 0.3744161129130542; -0.9999929286988258 -0.9997666959974796 -0.9999992597749033; 0.9997416858274382 0.9789494982688784 -1.0; 0.08354412865693636 0.3940098398778273 0.9999999765737864; -1.0 0.4803482848680275 0.7516921540829794; 0.4893559636158887 -0.9999609753688676 -0.8910066606158515; -0.09473976584851705 -0.1688479439419275 -0.42689072082838875; -0.7874371866747792 -0.9226652433308832 0.3001339105829661; 0.9485863926961084 -0.9726806830992532 0.9999712213329627; -0.7959555957415997 0.8790827314261682 -0.8801288237001342; 0.9822661346640813 0.5596290907204858 -0.02235358915058238]
123,1258,300,1.6412047259342308,[-0.9995711371263115 -0.27343734467824365 -0.9993440683379916; 0.6477276419712612 -0.9333811064663701 -0.9999999752995539; -0.6969569742408613 0.9990016416519332 0.019413500835340616; -0.35686746871707437 -0.7907719762168455 -0.16679481831528184; 0.9999934268487177 0.7761014274220867 -0.40077388562419314; 0.2194012837338213 0.111235658251026 0.612887010401132; 0.9985677205725152 -0.7456220566122013 0.41100922331167095; 0.04666553250724949 0.593550146691136 -0.9914315767357023; 0.6475121513670302 1.0 0.8429846933269084; -0.9987132954106601 0.38843363397037733 0.8916874884775292; -0.02520325466422132 -1.0 0.999817133362304]
124,2680,300,1.6142927078971951,[0.6324340004709226 0.9999906370814415 -0.26304856031958035; -0.4746931149121577 -0.9999944989801254 -0.8633356020227249; 0.9895523191783268 -0.5905341515774102 -0.999995269104053; -0.9999998937910859 0.9999999947253781 0.5599147515766147; 0.9999969371412116 0.14043182172048346 0.9999999798043963; -0.9999998123142704 -0.7881871508525792 0.9994747162560634; 0.006208614137184494 0.7190794562256421 -0.99999999995132; -0.09510176075198004 0.4527839872554252 0.9990861566535127; 0.29668072356562625 -0.9999989216540645 0.917830964298023; -0.923317791759722 -0.1467092999682581 -0.4922568219739803; 0.46283475105112365 -0.21909614505386066 0.014547348124010257]
125,4257,300,1.7292922562809063,[0.4902418777054529 -0.9999999941391972 0.5912457958612671; 0.9999998768055385 -0.054127556739777434 -0.8055113448416109; 0.6835375109082517 -0.9999999995490595 -0.9016664896506446; -0.9799926797109941 -0.9454965805194324 0.9999999976937443; -0.7398218445943755 -0.6148742099642441 -0.31681340915986106; 0.0660759685020544 0.13353942771296815 0.5962743505673684; -0.9612228586367363 0.9973505652733514 0.7550300106391863; 0.14686762687329732 0.8480414479982447 -0.9999999697166906; -0.9999999997755581 0.7441927901824718 -0.9976933329046305; 0.998215515673381 0.928676398415641 0.9999999969414396; 0.9757853742052286 0.9548897618157055 0.12950591975437423]
126,1179,300,1.6963512929627758,[-0.9346745659601572 0.49558995191113925 0.7858348192922191; -0.999999887207475 -0.6452492222435546 -0.31235351713141396; -0.3380480343527934 0.3800595501071408 -0.9937725931030869; 0.07160954595960478 0.42411829125032624 0.23241912383373228; 0.7166400785156586 -0.9997691566346607 -0.9999851490214522; 0.9990709853871759 0.8112807413745847 -0.9950762584532538; 0.4778598451064392 -0.29801746312764454 0.9999916176764094; 0.9999649041912396 -0.47695881659507666 -0.11738836996668403; -0.9951127781182355 0.9999797305565858 -0.4941484410962637; -0.314443486699694 -0.9999998877338777 0.253155518664712; 0.9355312028687547 0.9995753598834861 0.5226420973716794]
127,1718,300,1.7010930568068259,[0.09232878150083089 0.04699696782004838 -0.1955504264600655; 0.9999956028482578 0.8284662281837499 0.02469098109130092; 0.999937887748176 0.9904105222935767 0.9999389284766179; -0.9956249644657732 0.6776457384540966 0.9849564023344382; -0.9945331027208592 0.9996663471213433 -0.8134243037445325; 0.41242854479979796 0.9923772622881594 -0.9999965706288925; 0.8925692339923426 -0.7507843747153002 0.9955158961788453; -0.2451734498472098 -0.9981497939499581 -0.37286706888874976; -0.9999645151105662 -0.06309097164315246 -0.9010050951420682; 0.9683590615821257 -0.714093109373289 -0.9999582408943225; -0.9704306621973214 -0.9999991065837992 0.9719435285872833]
128,7874,300,1.6425467785614136,[0.9999993624616678 -0.8294454868886192 -0.9951524751748333; -0.9999178025866514 0.721409817463273 -0.9511307274323005; 0.9999994459279373 -0.8374185435028062 0.9996731486085895; -0.77979764591234 -0.9978644512027007 0.9083336736347853; -0.5346067270649648 0.18713754699662832 0.9999998708429423; 0.6479988296175779 0.9999999999479685 0.9355784224632969; -0.15474424579741627 -0.9871006757140154 -0.9999976259991115; -0.055240033790718936 -0.05952048576548931 -0.1744202264817147; -0.2874963894142952 0.9999999999644118 0.013080837641879103; -0.9999999599492597 -0.5794066268776935 -0.1486504686823102; 0.9119654743071598 0.6400087390297239 -0.9998599702851115]
129,6070,300,1.683819724339288,[0.832223406072227 -0.6813088340870088 0.508819462971193; 0.35845419449738847 0.7500718052252925 -0.7830714502338667; -0.9999999999999504 0.9999999893969199 -0.9503116620465469; 0.07281947829388956 0.9999999972491977 0.5191366518514597; -0.3804267009830955 0.2517686961296736 -0.0631349204715851; -0.9999999539198581 -0.04007964230628584 0.847766349781721; 0.9999999999713759 0.839985881424537 0.15871318449914085; -0.7747049533446102 -0.5064729008539831 -0.7038898652481994; 0.8974169121306451 -0.8752523423337214 -0.9996138977613424; -0.6269128018106398 -0.9999996042874504 0.5833336349110557; 0.29252296762069735 0.20845355112286468 0.9999999999975793]
130,2726,300,1.534000847099104,[-0.9919957778301446 0.7152375550856219 -0.9999999574285076; 0.9882699662611151 0.9999942997885045 1.0; -0.9856929149017774 0.9797358991647506 0.6168851887524738; 0.6333066602878648 -0.9999999646859857 0.1763232646916751; 0.0012496399164277537 0.4217631689315033 0.22453074041090065; 0.6373807425449884 0.9998090032072835 -0.7602409634202554; 0.9749354319387278 -0.28507874589064597 -0.9999999866090862; 0.9999999945806892 -0.17297746479810658 0.1097324822911913; 0.19389517199257741 -0.5434765684920166 0.9991156347498542; -0.9999963679809782 -0.7379791235394425 0.7541535323723668; -0.6219876551957831 -0.71276062503701 -0.7116483850800654]
131,1924,300,1.6358264491049244,[0.5500276861672849 0.8060602987908626 0.40025102682371083; 0.9982303258370366 -0.37765020439256863 -0.5097518854064765; -0.5455605531280362 -0.8269151255839202 0.8712174895599872; -0.08119200725011369 0.2630803719454543 -0.2804511402348406; -0.9998640312735396 -0.7588993240494664 -0.4023622397106954; -0.9518564426837146 0.8826715864623518 -0.31551754161872203; -0.2620403542542716 -0.5352827266877298 -0.9981729236886856; -0.8264155427930047 0.6752670336685522 0.9999968381579574; 0.9999546108469277 -0.44999206744916176 0.9999938097090684; 0.9005901786292516 0.9979918995693676 -1.0; 0.49240233390563903 -0.9998970675825634 -0.48449725507470676]
132,4917,300,1.960638497423874,[0.08975306580436589 -0.41000463886452115 0.8040630953399673; -0.9999999999627183 0.832169988490876 0.9999996282940297; 0.8074200470872596 -0.058600857541796336 -0.3497992199740213; 0.9999999992333878 0.5265680471217133 0.7795747098119975; -0.9999999968885303 -0.5636300841933948 0.5694723620210719; -0.06643471638158373 0.9999999906609454 0.6318419694767892; -0.7039511755268203 0.41755788514847286 -0.30802387260232394; 0.9234847517690175 0.9718827749312738 -0.8099045027275736; 0.11866691607257351 -0.9999999538078859 -0.49345193050813574; 0.9836382837139729 -0.9999999962659372 0.9999992763381855; -0.383692678745762 0.030836589562826998 -0.9999999999999994]
133,3190,300,1.529228828723777,[0.66754891277429 -0.9551434381722694 -0.9999997885529304; 0.5908913713949769 -0.9601252286835754 0.3160630306759079; -0.9999944491794549 -0.7325107141096187 -0.555717949212123; -0.11216390536540966 -0.07875820612054467 -0.3648199121819895; -0.9999993676047986 0.9719650469092881 -0.27474444855522734; -0.4126695637269336 0.6638976804519661 0.8915671828211561; 0.9999999399944551 0.20717512543549813 -0.19494852401634538; 0.6594868059266711 0.9999994294612453 0.20984231587735086; 0.9789600252177646 -0.19702444483873396 0.9999997550941734; -0.12123764333967095 0.951317814060037 -0.9999985402458376; -0.9691183019084822 -0.9803726989867053 0.999999746648133]
134,1814,300,1.678386700174125,[-0.9999562968511282 0.9999829189360474 -0.5851550150258525; -0.025575047523888696 0.9999403976267324 0.456605564134023; -0.4247479160803864 -0.03160540847072838 0.9999449545071155; -0.3724515633550283 -0.9999996625174248 0.6935953308649865; 0.5687045161066213 -0.3678233804611323 0.21814277539670318; -0.994700695884769 -0.17889047363716903 -0.15370051686433214; 0.998469276184639 0.960439197868055 -0.53364793724588; 0.0031623090056888854 0.4539311851812764 -0.9074469628594992; 0.9999970352510572 -0.03956611788707591 0.9999981092071171; -0.42703652609132065 -1.0 -0.9949600749049723; 0.9993920290497643 -0.8391023794692083 -0.9999836099960918]
135,2716,300,1.624123821783409,[-0.9999999999964886 -0.7646191219964286 -0.18217218804967145; -0.9999979561122827 0.9245044957256922 0.5143238967318051; 0.9999981409938606 -0.12693418706573886 0.7658910598201909; -0.3417601451496608 0.013215358555010112 0.7703584358724229; 0.533328917238494 -0.9999985450310733 0.19853211949661895; 0.1579048801989723 0.6394043209807909 -0.350239466046185; -0.28670444933288053 -0.8212785773027341 -0.9993258268804114; -0.9456936689279078 0.96261955668856 -1.0; 0.4450757961592411 0.9999984354993131 0.9892259642517466; 0.9999626712719905 0.24469128876474153 -0.999978326996439; -0.8566561064264541 -0.9999930486100612 0.9854679073000419]
136,1346,300,1.5686269175784628,[0.9380933251835717 0.3745513575344009 0.10329256970824595; -0.2851701377488571 -0.8802092816961066 -0.30575553575787856; -0.4214041716482668 0.9995829613667657 -0.3919671036158516; 0.9996749476758474 -0.9953488561594395 -0.7708149296398599; 0.005776465981241925 0.071212297651279 0.8513205031950577; -0.9958980323550187 -0.9996706379871939 0.9748249014301488; 0.9942687994573256 -0.8112441521195528 0.970231545087541; -0.9882009414829174 -0.6423217615986369 -0.9989579495308953; 0.6588028847182958 0.9999999999021363 0.9745146178742788; -0.9999960712143874 0.1875180767895242 0.363506282550989; 0.6608884188246954 0.5230057722999334 -0.9999952068592151]
137,5038,300,1.468184158647538,[0.9999962807691475 -1.0 0.684316116365753; -0.9210824031038463 0.9999994879135371 0.9999362026582715; 0.9999999999087426 0.4445115263311977 0.5940001379805394; -0.057265599023606645 -0.0067405072471069735 0.9999998974717774; -0.9999998262118077 0.2075776415792031 0.05879114264659613; 0.9999999987947186 0.4762863797733552 -0.9999999932557017; 0.0982893109236904 0.9999998031965415 0.04624312037579708; -0.9340622553127893 -0.9999999867283825 -0.9999999315658639; -0.7948944782987882 0.8441613002389394 -0.9999984074699039; 0.28507927134996824 -0.38250034359568924 -0.4663248935677934; -0.7818188761649237 -0.9889377171277834 0.70595501924819]
138,1615,300,1.6768661717318831,[0.7762466289578596 0.8587466323624248 -0.9999654233988269; -0.4785489051802805 -0.9999666027170241 0.6193596979043479; -0.08965658794351992 0.986586636116659 0.43018718703053505; 0.3153518200159702 0.021449640450341978 -0.38079536515294976; 0.22771424584981628 -0.29542526514877554 0.9999989571008642; 0.7460600826220074 -0.9999995193068392 -0.5412557176778804; -0.9862827875052678 -0.3349241428449352 -0.420102287205203; -0.34314601415986945 -0.999973538767773 -0.9999536250467496; -0.9999207851177468 0.9999854471327463 -0.9216281683410434; -0.9999993251018836 0.7337881722485906 0.9999411913465167; 0.9999848509796607 0.4846574418322389 0.35361899868032337]
139,4650,300,1.4781756673160253,[-0.9976043404826602 0.9486713010596223 0.9993708259252564; -0.6754567161723181 0.93848917132834 -0.8940604691484437; 0.09922300514395531 0.9999999996483796 0.32420982133484316; -0.744614344095949 -0.9997959416183855 0.3562009838856471; 0.9999999761126044 0.8360554887427392 -0.9999999999997201; -0.999999978756535 0.18986003231286347 -0.031804617400569654; 0.9999999948615409 -0.9999999999884461 0.19412218803090925; 0.4269462465909656 -0.30222060469823664 -0.5073175907467341; -0.09519053582507121 -0.21604076929800314 0.9999999983595073; -0.892790856889639 -0.9999999930529545 -0.9999999985006457; 0.9998633803182941 0.5702433583855822 0.7944080839878356]
140,3782,300,1.5291730002713209,[-0.06852533518655685 0.1727985819141027 -0.3569599253328728; 1.0 0.2078993969380097 -0.9999999285747387; -0.09183075380902055 -0.9999997075603217 -0.9350853489720822; -0.9999999835898922 -0.9983857142020408 -0.3836150080277992; -0.9999996655386582 0.4388531425487128 -0.9195956147305537; 0.9872318761789939 -0.41412345494002206 0.2880934104236524; -0.6998513112827367 -0.1674714447429313 0.9999999823946821; -0.9999995913554336 0.9999941501440676 0.5407216352088808; 0.6952538745790386 0.9999999935137882 0.06210551712375633; 0.6600109496725463 -0.9999998800856306 0.999999935607085; 0.9419632296586182 0.6708213505537927 0.9999999974168965]
141,5634,300,1.4953053379567747,[0.3337761340940077 0.5751772227034325 0.3057852804723849; -0.999999999998831 -0.9999999997977063 -0.8644239852172856; -0.3435023557068341 -0.5348809413407991 0.9999999999914893; 0.9999999999987838 -0.02199544797583226 0.9999999998651651; -0.7879838451273378 0.9999999999999871 0.9999999998455072; -0.16191065423438467 -0.034542006596125795 -0.9999999997364322; 0.29037822363189625 -0.9999999984478753 0.004473342794823328; 0.9999999999534255 -0.4187300752276217 -0.8614400944275152; 0.8356563423356719 0.9999999999999727 -0.9737926951705668; -0.9999999999999997 0.935916375974173 -0.7156927308453688; -0.9999937869728874 -0.24030508140296727 0.054347106467460285]
142,5075,300,1.588387279070117,[-0.3556351913864804 -0.9999998706430661 -0.9999994728807702; 0.999998571329743 -0.10353115213804454 0.8959593399509819; -0.9794748835563866 -0.5932753195767655 0.6426866780384423; 0.24559891875867762 0.0633284489692355 -0.9716475759086958; 0.30639457017095595 0.9752081525921851 0.90167129197199; 0.8035346412503083 -0.904111136200732 0.18092490733161304; -0.9999999738771089 0.9999681255546027 0.9999850216295566; 0.1142568063992419 -0.9999990624532203 0.9999866386971532; -0.9999989083638503 0.9999956097373917 -0.9999975848432723; 0.9999994689760813 0.9560961660535853 -0.8062711859351956; -0.49440395605059456 0.47476962892012 -0.19721048269431757]
143,4993,300,1.5009273873471256,[0.999995959111699 -0.9567290866492019 0.9999999963907978; -0.7535592653073268 0.6199709416531068 -0.9915011147752406; 0.6013720770904177 0.9999999827339209 -0.771862938863813; 0.9219020032755516 -0.6087922915475289 -0.9999999995497237; -0.9999999970948479 0.9999999998934824 0.2505861861114992; 0.9999999946034988 0.11643500338948705 -0.16571129486089273; 0.5189420138570708 -0.9999999999870232 -0.21888723410518934; -0.999999999672003 -0.7474229889555172 0.9901816691059447; -0.9999999782455293 -0.9999999942460677 -0.8431987801255701; -0.0800944460704642 0.9983164344213609 0.9999746292163217; -0.10275649660011381 -0.06384774208015383 0.47345447027675225]
144,841,300,1.5151348265454303,[-0.999992085141855 0.9999912206017363 -0.9060517273089072; -0.9999991277658979 -0.9625097752511867 0.8611461512388645; 0.2363019317269461 -0.9066330155038389 0.9962349464093394; -0.5138600101740051 0.3774744588784598 0.3268988456923332; 0.2983092419867746 0.013789443132772732 -0.990869195562677; -0.05617115407522875 0.9998548307305037 0.9997691971985654; -0.1007900750780899 -0.9997989271249683 -0.17260249483314294; 0.9999914993421604 -0.09184120889352454 0.3418757353377752; 0.9977440360876606 -0.9767248123245658 -0.9996051037663284; -0.9600471378456895 -0.5107918428026144 -0.9999425132589879; 0.7054980050719384 0.9999970321549316 -0.35450034964000326]
145,6590,300,1.5822378819290501,[0.999999999268473 0.9434975450395752 0.009203370755490117; 0.9506104519980049 -0.3495230567203789 0.9998872847863033; -0.4184313352180618 0.8466743092859667 0.9999999946816676; 0.9999999958268014 -0.999999998417026 -0.29547593176335535; 0.750949428657734 -0.14993020816576963 -0.9999999961720196; -0.5471819390190769 -0.9999999913926907 -0.4928287477420992; -0.09430448462242884 0.999999999934705 -0.1354884844994935; -0.6067689523283024 -0.9999999298090042 1.0; -0.9999999980103643 0.004679851440194359 0.5703680068401978; 0.0037896878255912255 -0.061923107336319984 -0.26372343233802253; -0.9999999990761013 0.1769750135149576 -1.0]
146,1779,300,1.6164974188866728,[0.872018849397835 -0.9699417877162312 -0.984652494797133; -0.9585346909716081 -0.7651674622741383 -0.8603176541613053; 0.9998758112702308 0.9352673789578441 -0.9999999995604917; 0.8333940402563168 0.999999517419254 0.2120228293375087; 0.9674369550941172 -0.9999888274223804 0.8616038487202637; 0.7804510149534086 -0.007374449551900824 0.9999988888889177; -0.6864897951340347 0.9999822828401072 0.9959167735536222; -0.9999931705185903 0.24534207296332594 0.20075537150341768; -0.2942128052719314 0.9168577212007196 -0.967390128636767; -0.5112540819705764 -0.9808954901657289 0.8752713948752536; -0.00868509242773263 -0.02722423545302616 0.13317738064318216]
147,971,300,1.5687344647071082,[-0.9990126403208391 -0.4172900521870228 -0.7523442254867546; -0.8979804347980983 0.9997879482928835 -0.9995144561962624; -0.1296966295402742 -0.9996630812448981 -0.05115466241351994; 0.9999982261840031 -0.8591000190233301 -0.11354751961320744; 0.7748166530204751 -0.8301649989453425 0.9999885443498393; -0.24249102769545183 0.010454396291579134 0.48908826684977524; 0.9907592467984099 0.9979284591251515 0.662227044391828; 0.7816257485730773 0.5168800665484241 -0.6490748034901865; 0.04086920676042654 -0.9596665944118143 -0.9998695544895122; -0.6865152749976743 0.9998165328651465 0.9402532422313377; -0.9994325211738002 -0.9697719125826617 0.999833884491924]
148,3369,300,1.526508452673985,[0.9999997543885085 0.5388177220561639 -0.7528940502874824; -0.8348984381341581 -0.7673342236152075 0.9999994330190515; 0.5821241399276472 0.9383213285537616 0.5568818542095383; 0.8745540920360153 -0.9999981118682905 -0.18122267699043584; -0.31194776869853175 0.9999999683774495 -0.8904063917583478; -0.9998002592019474 0.9675676046004188 0.9999999661994635; -0.8688596639351577 -0.9999906985013182 -0.9994211284199109; -0.3077018960746933 -0.3297835447529696 0.0170417583664563; 0.9999950730044312 -0.5968751685927838 0.9999986252315469; 0.0903167980671412 0.08404230582432448 -0.9999997803322344; -0.9999966965331254 0.44269688190159573 -0.7314477639132353]
149,358,300,1.7991686124588029,[0.7284147578303115 -0.17744887413461924 0.9990731315345192; 0.999117623627769 0.6356513520514516 0.39199733319626756; -0.021711327665265658 0.5797912313785571 0.0766562862872803; -0.937264337605786 -0.9986170731361224 -0.9991739071896018; 0.06425585674853422 0.9017625076597825 -0.9835696549804349; -0.9969244641170744 0.9995002163066666 -0.4176871688196264; 0.37532027447907074 -1.0 0.10394928804421849; 0.9921122457547712 -0.33367532343004086 -0.8026572986621374; -0.8644914073695235 0.42387589409418364 0.9995937995439587; -0.9990706604611383 -0.20139771732403738 -0.6837102558876842; -0.9025539456958152 -0.8945634092759968 0.6918112451760853]
150,3006,300,1.685003384685936,[0.5116421858602601 0.38448096681086585 -0.8990730286244337; -0.42935215130130006 0.39962279205651785 0.9995768995662325; -0.9999878189194555 0.9999989338919228 -0.9999838259704087; -0.45070891067910146 -0.06885918945689234 -0.36864126457173974; 0.999989390877772 0.998113099543613 0.24988367187459787; -0.3083417042575218 -0.9999996502827604 0.5740679373875957; -0.503270406825771 0.9427123827988525 0.2024943741909795; 0.8085498071906445 -0.5972625546777028 0.7740303155389641; -1.0 -0.4441598532533937 0.49521299573158556; 0.9998626623548216 -0.8458774622615192 -0.8269831571622199; -0.48587813774990607 -0.9769119585252228 -0.9997193610597637]
151,1708,300,1.5699981423332203,[0.9845397986668751 0.27971231697008864 1.0; 0.1067237614938746 0.9999998329554878 -1.0; 0.9999162602308759 0.9053202573130564 0.12979530031266495; -0.9999407665500193 0.13488776447969658 -0.6619152896302168; -0.743586814348411 -0.9999989609666099 -0.9845329295998352; -0.09876406525708573 0.5159936107678121 0.10178411481690937; 0.9999998133069626 -0.9999963405848168 -0.5031638190576603; -0.48595916747229545 0.9998820730968767 0.9999993365282739; 0.4243678914539019 -0.36996834678025176 -0.9895195468149359; 0.07245459503095433 -0.8502806841660769 0.7516370749184035; -1.0 -0.1929271186938312 0.9699191744894307]
152,8611,300,1.6316744247980324,[-0.9999998429774376 0.5873237636409226 0.8386194950665119; 0.7030251134558446 -0.9999998952019274 -0.1802837856162241; -0.9999998997329728 -0.41511682548455214 -0.26179392107309524; -0.5403029218471126 -0.8579321400501722 -0.9999958739672578; -0.5124953563606127 0.9293955630097603 -0.8340634341120093; 0.7273476819477571 0.7697605945516317 0.9904739310518283; 0.01992322151454928 -0.07430145704489415 -0.08424869833631571; 0.998618172715118 0.9999999999785094 -0.8403749710881075; 0.9999999929994929 -0.03567775263040411 -0.9999999970675102; 0.9999983866700332 -0.999992696740203 0.999999973906531; -0.2800498933826748 -0.8204886329180757 0.9999960806691237]
153,919,300,1.6989112294124142,[0.9956972422271266 0.9895844175433701 -0.9989322132080806; 0.9998611358801224 -0.3657824175972568 0.9999009551254097; -0.1591353758361392 0.28230099686395904 0.9996584241487818; 0.8480811617660887 0.9999187764490969 0.3888387384695598; 0.7902903274703925 -0.02889956528151554 -0.41803253163188675; -0.1383577258612798 -0.9999748914409432 0.9194733498231025; -0.9996558665234745 0.8800845093943708 0.7185851581656922; -0.3841444452095335 0.7313448069255464 -0.1496753201520899; -0.9989781356300832 -0.7653151560340988 0.07836591242011394; -0.5478637198048478 -0.08770904752609375 -0.9967763952796476; 0.668967847232851 -0.9974995285007083 -0.8085973881029203]
154,1075,300,1.5435742106519652,[-0.9999597845554026 -0.15200019874912613 -0.17292343986925268; -0.05734091513459552 -0.9687100502360318 -0.7576221057168268; 0.12737671355084065 -0.20834972700807716 0.2597962630916088; -0.5439736795838249 0.5686122712681421 0.9973959545359107; -0.8762433111784125 1.0 0.0010305418868876166; 0.9998053079988005 -0.5289652948052228 -0.9745519152697507; 0.9996010410727006 0.9973939740338564 0.9039768283257367; 0.9997770824220011 -0.573357102691506 0.9269884302975603; 0.4463566309257425 0.782142175102793 -0.6489141121452363; -0.7385131984106641 -0.012834450125708875 -0.9999910492246904; -0.5604491268128374 -0.9998052830270763 0.9700022283950875]
155,2560,300,1.5228929644249662,[0.7284075502106195 0.23749224797194995 -0.3556813922301215; -0.5859747460931275 -0.674120505484878 -0.9999239933549737; -0.9999926597799801 0.2847974727001207 -0.18725676781174533; 0.12882023939024226 -0.07956589143406213 0.9804546414270507; 0.8878754386184354 -0.9999990524005548 0.9995410835359961; -0.1945487600572301 0.9986603497366752 0.40609303853872153; -0.9999842974561 -0.7906160149350975 1.0; 0.26293123742630164 0.9999996376605617 -0.99999999575096; 0.9999999449595659 -0.9933649454907608 -0.9375042972791354; 0.9999940308129834 0.998416603711764 0.7793247209953738; -0.26966129047207027 -0.9841611158527035 0.11027313908034903]
