nPsoRun,n_iter,S,fgbest,optDes
128,9392,300,-32.42482750769173,[0.999999999997911 -0.26153628884110197; 1.0 0.9999999999999497; -0.9999991490594073 -0.9999999999999991; -0.6513636038034214 0.9999476482575428; 0.9999999999999988 -0.9999999999999992; -0.06939289901517576 0.05950999544610299; -0.9999999999999969 0.9999999999999887; -0.9999999999979765 -0.5860086236571307; 0.3762596283885435 -0.9984464327735266; 0.6722422843595943 0.8981328061229799]
129,4609,300,-32.26888480178887,[-0.22172971606024205 0.9992894078358543; 0.11998699901122113 -0.15628456025281992; -0.9999999999606582 0.999999999999263; 0.641639159520503 -0.9999983164150087; -0.9999999993725037 -0.9999999999773086; 0.9999999998317531 0.9999999933238491; -0.6074970344711244 -0.9765274590249257; 0.9849530630396983 0.5708445873871145; -0.999948268083155 0.37661031284424074; 0.9999999969424012 -0.9999999956977036]
130,10000,300,-37.26008906650826,[-0.9999999999998814 0.9998582169895839; 0.9999999999999128 -0.7136250178425406; -0.99999999999886 -0.7725559097672137; -0.7115863129405847 0.9999999999999949; -0.77395693451943 -0.9999999999904178; -0.6319975661037684 0.16039183010906216; 1.0 0.7640603568015996; 0.7318316022874459 0.9999999999999799; 0.10480002116837331 -0.46327195243584135; 0.7671271926199046 -0.9913424405098787]
131,5947,300,-33.42119791568154,[0.6301281645673916 -0.9999999999999886; -0.7722066896205892 -0.9998802190220937; -0.7191819882802603 0.9370959961576689; -0.13961887905444542 -0.013779000296113801; -0.9999999999999976 0.9952131808640914; 0.6658766846029516 0.9999999999999644; 0.9999999999999999 -0.9983937863400991; 0.8011797791181268 -0.06709304226453201; -0.9999999999999545 -0.6596220925695621; 0.9999999999999999 0.9307062906506615]
132,4808,300,-32.75906140075675,[0.9999999999999998 -0.9999973367855629; -1.0 -0.9999999999999997; -0.9999999999999999 0.9999999999999998; -0.9997782278616637 0.5873355717504524; -0.9170263112752784 -0.7083839786916636; -0.10975509564344765 -0.08515033702358302; 0.9999999999999996 0.9999812838204639; 0.5857814482403175 -0.9928617600126493; 0.3092946281925076 0.9999999999999992; 0.9999325799973191 0.32356316015719694]
133,767,300,-32.138227433358374,[-0.5179649313997172 -0.9999578863825143; 0.7440433672756833 -0.8863851848992125; -0.9999994112718067 -0.9902670424192258; 0.9999999999923955 -1.0; 0.21941352312653964 -0.04947745369395538; 0.9999977844300398 0.9999988354837216; -0.4621415028292956 0.9998909978884495; 0.9994074863144436 0.6013187829072822; -0.9999797031345077 0.9685106470278273; -0.9990419248152841 0.05768122426412943]
134,4146,300,-32.168063594546666,[-0.5142894408089602 -0.9999961953089702; 0.9576551977325499 0.6452076542878107; -0.4639971159574087 0.9999999974415347; -0.9999999999844843 0.9987659322723315; 0.20899624407584713 0.0308840824333947; 0.9999999985351875 -0.9999999999953569; -0.9967269741276484 0.08261690114416846; -0.9999999999904442 -0.9925522434675894; 0.9998075509922527 -0.6150428723557773; 0.999999999979676 0.9999999999999983]
135,5777,300,-32.5801919993386,[0.26929756710736985 -0.9999999999998075; -0.9999999999999948 0.9999999999999982; -0.14169906547160072 0.1178678136066057; 0.9999999999999978 0.9999999999984125; -0.9999999999999962 -0.9999999999999994; 0.9999999999999991 -1.0; -0.9524027364610905 -0.6240014727528836; 0.9932798974821727 -0.3589706524600019; 0.5852587909270771 0.9999991541833058; -0.9770662491884714 0.6715077285332074]
136,3548,300,-32.34338891569983,[0.5534841551383755 0.9999847756021596; -0.1951545347890458 0.05260325872725847; 0.9999715628037719 -0.22939048827983793; 0.37615389451603276 -0.9997952831692491; -0.9999999996891326 0.9999999999922902; 0.9999999999914786 -0.9999999948129289; -0.9999999994677109 -0.999999997979058; -0.9953466603745823 0.6392874941140638; 1.0 0.999999982754131; -0.9640654178645008 -0.6275584735112312]
137,5327,300,-32.51215713002526,[-0.6924725795829987 0.9536431388436151; 0.9999999999999998 -0.999994434062857; 0.9999999999999986 0.9999910894868485; -1.0 -0.9999999999999989; -0.9999999999999989 0.9999999999999999; 0.37715249369747883 -0.9999999999999961; -0.20658930046925095 0.08071281987456938; 0.9941841266441299 -0.2358754157445954; -0.999085147200645 -0.5933063118332998; 0.5670830433302964 0.9999999999999784]
138,3046,300,-32.526220733667195,[-0.19292008856342985 0.07335228822552474; 0.9910083912128609 -0.2709409646537058; -0.9990257443283291 -0.597510034828743; 0.999999999995133 0.9950527574168179; 0.9999999999968686 -0.9999990823700899; -0.9427339090534573 0.684201005590054; -0.9999999994922266 0.9999999999592327; 0.5681660038110173 0.9998587948260749; 0.3564307053609319 -0.9999999996652138; -0.9999999999754323 -0.9999999999986428]
139,1783,300,-32.274228068753686,[-0.9971589663518233 0.9999999999577264; 0.020169820628035448 -0.1571897598310202; 0.9999894110498154 0.999999999999988; 0.15279373973289723 0.9999911411536224; 0.9999998011741844 0.4328304961579559; -1.0 -1.0; 0.9999999999456737 -0.9999999764674318; -0.9999927128742013 0.5342271064450739; -0.6452189768815265 -0.965603708906187; 0.6119804001085898 -0.9899423269914788]
140,748,300,-32.56194175842807,[-0.9350233905879786 -0.6890307565930534; -0.9999999999999817 0.5999997896357304; 0.9999998714203411 0.2791664262281722; -0.9999959492011067 0.9999963943479812; 0.34396932042350475 0.9999203527711438; -0.9999994641402563 -0.9999999999861363; 0.9999991960179119 0.9982499565827093; -0.20718325604017843 -0.02522079238511362; 0.561748749795634 -0.9999993671987824; 0.9999998760851329 -0.9999927172652365]
141,1223,300,-32.369525999103736,[0.965487277160557 0.999999985352086; 0.9999999982908802 -0.999999967559123; -0.9999998686907741 0.5466975381395821; -0.8357255500002949 -0.7797047048885689; -0.03604471909633912 -0.17924285431534728; 0.9999999913666203 0.4089374563951707; 0.1799855164103053 0.9999941428629758; -0.983885803802068 0.9999999929497174; -0.9999997296861118 -0.9999999475558534; 0.6089837892919752 -0.9854160478523453]
142,2428,300,-32.27462064702421,[0.9691792753641385 0.10218794238314911; -0.9995190939709461 0.5988198935380067; 0.5587125657684511 -0.9995458640374568; 0.9999999999876314 0.9999678856251826; -0.6749219674305754 -0.9997879897435152; 1.0 -0.9997357903791995; -0.9999999885650014 -0.9999999957565188; 0.4738049285284858 0.9999999973257634; -0.9999999445124942 0.9999999998897967; -0.15611228717435902 -0.0789382777771849]
143,6874,300,-32.42324207170855,[0.9999999999877092 -1.0; 0.9981801686084455 -0.6359798370048757; 0.8013486663611965 0.7844701305996058; -0.999999999999969 -1.0; -1.0 0.877974851357163; 0.9999999999999973 0.9999999999996649; -0.8906634394044867 -0.19857561990002903; -0.6036411998883537 0.9999999999999731; -0.5329088964319193 -0.9999986195022773; 0.0885515946889533 -0.13493500203133996]
144,4611,300,-32.02908445755039,[0.2825833072236347 0.030092879884698574; -0.4807036994714314 -0.9999999985000567; -0.5122595488181385 0.9999999754014368; -0.9896297333325769 -0.02430065853619064; 0.9999999805863883 0.9999999999997997; 1.0 -0.9999999998618362; -0.9999999981195467 -0.9999234553753092; 0.6828562891433879 0.9949001526328742; 0.9998042110177775 -0.6064490441686781; -0.999999999999109 1.0]
145,4884,300,-32.08586988559831,[-0.9898436236516508 0.5480175211123874; 0.9999999999999967 -0.9999999999999986; 0.6062673792272781 -0.9999999931360998; 0.9960909026627562 0.44823012436869053; -0.9999999999999989 -1.0; 0.14005195101202025 0.980089996299743; 0.9999999999999989 0.9999999999999637; -0.630116402906747 -0.9973363578879688; -0.027153120251330265 -0.24591209606792133; -0.9999999999999999 0.9999999999999997]
146,2626,300,-31.96104148698846,[0.9999999999999992 0.48265940891007897; -0.9999999999999957 -0.7059976391624666; -0.668328142991925 -1.0; 0.2743729967714869 0.939353999846151; 0.9999999999999993 -0.9999999999999997; 0.7705886969671534 -0.8081059133186521; 0.9871456480952183 0.9999999999999989; -0.037149887322223706 -0.15180258315682912; -0.9999998717686912 0.9999999999999989; -0.8607119257566058 0.7002550328455116]
147,388,300,-32.65141187265975,[-0.7124500114870251 -0.907187589459991; 0.5973700178494202 -0.9979828422573662; -0.059589745323453194 -0.1694455673354414; 0.9999797034206404 0.33527599176637446; -0.9885336158342116 0.9999930624200272; 0.9991756355550748 0.9999998351196575; -0.9998219317621458 -0.9999893185089558; 0.2900970477734755 0.9998803454302431; 0.9997306093736855 -0.9988700111801518; -0.9988217833476412 0.5699248974836381]
148,1483,300,-32.07875607259964,[0.9999999987821006 -0.3529513388430205; 0.9999995477920991 0.9998656302691371; 0.9867561880504878 -0.9999997194384119; -0.9868445642587538 -0.9999967521396468; -0.9999990609062889 0.9999749895452114; -0.03933400334746666 -0.048729889494282565; -0.6421451177368913 0.9989090948548092; 0.3592687958639992 -0.9637576194858299; -0.9996790259231174 -0.6022283810683403; 0.7187690672155139 0.8520778221006674]
149,4169,300,-31.952793790389197,[-1.0 -0.9999999999999998; -0.9999999999999958 0.5062768705942798; 0.7436713075763146 -0.826184449269291; -0.999999999999594 0.9999999999999999; -0.13085086541738056 0.9940970041536447; 0.8759775268572974 0.9999999999999998; 0.9999999999999997 -0.9999999999999991; -0.012769369140404802 0.23030925157295057; 0.9999999999999997 0.572203875163571; -0.7683433072821435 -0.8199553797764034]
150,3447,300,-32.532960055138965,[-0.9960274392778736 -0.32071363638679606; -0.9999999999999968 -0.9966842454377017; 0.967971879970736 0.6686576815512482; 0.05585557563173941 0.07768269488268426; -0.32203848579426975 -0.9999999999998977; 0.9999999999968735 0.9999999999999521; -0.999999999999943 0.9993823380664865; 0.9999999999999841 -0.9999999999996777; -0.5918836613840086 0.987197421590716; 0.9595422934335451 -0.6178622867713386]
151,4166,300,-37.354542722940025,[0.7729755195365112 0.9999999999999998; -0.1523274063037491 0.4760308295285587; 0.9999999999999997 -0.996117062034391; -0.7730843075271822 0.999920958714594; -0.7336492185647879 -0.9999999999999999; 1.0 0.773258762201218; 0.6304764386748064 -0.12252403257625431; 0.7157918185323856 -1.0; -0.9999999999999996 -0.7668805049572097; -0.9999999999999997 0.7117987709389582]
152,1254,300,-32.58331903846332,[-0.9999831978502582 -0.9999998984711196; -0.9999999996614928 0.9999999999901301; -0.2315568835524458 -0.9999996914416297; 0.9999980071394422 -0.9999999998990531; 0.04792314607801992 -0.10349149753434618; 0.9999999783985932 0.9999999392717975; 0.9999354359656931 -0.5901397486056273; 0.8878329786773276 0.7195495770367799; -0.9999999998071875 -0.4215386598036558; -0.5827586537779438 0.9999946692720375]
153,10000,300,-34.71365191676999,[-0.9999999999999999 -0.6650191481595853; -0.9088037628690365 0.7619943875128107; 0.7893029720853728 -0.9999999999999358; 0.9354665820892458 1.0; -0.9999999999999851 -1.0; 1.0 0.7329012930724244; -0.6934297097098595 0.9999999999999961; 0.9999999999999876 -0.7276880089380443; 0.27022930095687614 0.10014506247102577; -0.09604775425166888 -0.703166681877307]
154,1772,300,-32.38446628212597,[-0.999999998768539 -0.9999999999112225; 0.5673905767193417 -0.999870878775744; -0.9999999986873248 1.0; 0.9999999943826007 0.9999999986601964; 0.9960976902602913 0.27246913173434223; -0.9570754953124376 0.627619335431174; -0.99915247509882 -0.6436808106385096; 0.34847949077000584 0.9986102078867737; -0.16531807426788048 -0.08984547802562039; 0.9999999956031965 -0.9997852651753668]
155,2701,300,-32.839769300063175,[-0.036508674811313244 0.06459090904278358; 0.5902551275148773 0.9990536654354454; 0.9999999999999798 -0.9999999999999999; 0.9999999999999959 0.9981626349632984; 0.3316789616500927 -0.9999998812775597; 0.9999847255705637 -0.3165134129825254; -0.9999999999999929 0.9999999999999999; -0.7312354867101236 0.8800242819545763; -0.9999807067281146 -0.583172161720955; -0.9972894944065159 -1.0]
156,2810,300,-38.49739310852313,[-0.999971700011835 0.7570525586701565; -0.9999999999999997 -0.7354077362407053; -0.7473735055421917 0.9829216721514866; 0.5566410489792878 0.1016292895650974; 0.7338209416160563 0.9999999999999998; 0.9999999999999317 0.7743646257863862; -0.7698692967390133 -0.9999999999999996; 0.9999999999999996 -0.7838574013380352; 0.7818795355045174 -0.9999999999999997; -0.07624918918501163 -0.5530108879539941]
157,2507,300,-32.51212603425442,[0.22953275048709423 -0.9999999999989206; -0.9931425177891346 -0.9999999999995821; 0.9842962968699529 -0.9999999999056941; 0.999999999843117 -0.3810855403580116; -0.9999999999996605 0.9999999999688092; -0.9991951729033423 -0.5556531996604019; -0.03709841382621169 0.18060356786250376; 0.5991895626844875 0.9997849429110544; 0.9999999999997022 0.9999999997468908; -0.7202977288189557 0.8928393119736168]
158,1437,300,-32.61654176286134,[0.22152808954430625 0.024146198189157447; 0.9474880379803982 0.6873781590065411; -1.0 0.9999999999274992; -0.5723965923823631 0.998023440157705; 0.9793880708744155 -0.6158690538223802; 0.9999999597167575 1.0; 1.0 -1.0; -1.0 -0.9999989311639693; -0.2848017208093953 -1.0; -0.9999987346876044 -0.3408257923613264]
159,2003,300,-32.2705386090183,[-0.9818896933731134 0.6116520590528313; -0.9999999999996589 -0.9999999976590862; 0.5538833199994623 -0.9985314067816065; 0.9999999997346526 -0.9962821522618833; -0.9999999989924111 0.9999999999914788; -0.6790040205524488 -0.9977039402143602; 0.9999999999690313 0.999953463698462; 0.9856437021523912 0.15389315363973072; -0.2479090795684185 -0.07955824467054143; 0.42967348735187494 0.9999999895508409]
160,2541,300,-35.11852529608242,[-0.7026953022805784 0.9999999999999989; 0.72878918431998 -0.9999999999999998; -0.7116508502100062 -1.0; 0.9999999999999999 0.7212605913153183; -0.7310798272335722 -0.012267939324773224; -0.9999999999999996 -0.9968355844417202; 0.7197868272038722 0.9999999999999999; 0.10698523135646973 -0.1234075300913982; -0.9999999999999997 0.9898542262816326; 0.9999999999999993 -0.6997945441992479]
161,3740,300,-32.676772054407806,[0.93176222587072 -0.698196867628296; -0.9906464229208354 0.32122669100208273; 0.9946363535249674 0.5909157245578581; -1.0 0.9999999999999998; 0.9999999999999963 -0.9999999999999964; -0.5840279743950281 -0.9999320649923319; -0.31676699301011935 0.9999999999998958; -0.9999999999999816 -0.9982840544342292; 0.12462976924452523 -0.11722140859045158; 0.9999999999999911 0.9999999999999989]
162,1349,300,-32.13644318777034,[-0.9999979896662321 -0.9999999010379336; -0.9999999444016512 -0.5044804025411581; 0.6112487741996032 0.9977148983486749; -0.037592112366369786 0.2551340005323867; 0.999997878295887 0.9999992349993165; -0.6330809797578834 0.9809026560855133; 0.026434310764553465 -0.9914922484499304; 0.9987581572940204 -0.9999993803322195; -1.0 0.9999999278085545; 0.999998888823861 -0.48129784730423814]
163,3262,300,-32.13861261103324,[-0.9412340027800453 -1.0; 0.001777306999733594 -0.018407140104339807; 0.9999999999999968 0.9999999999999998; -0.9999999999999996 1.0; 0.9999992931091859 -0.9999999999999994; 0.9999999999999993 -0.5436168374845738; -0.13325613826035282 -0.9994827668129466; -0.6842854861360657 0.8923564159799466; -0.9999999999998883 -0.4594815194309065; 0.6648769448870814 0.935454476749168]
164,3940,300,-32.69468240038967,[0.03838764987340681 0.12590129850174053; -0.9872024484030563 -0.5874589415484919; 0.36563870533704884 -0.9999999985844833; -0.7184367611630667 0.8979472507907046; 0.9999999999655339 0.9916218111662866; 0.9948509316414684 -0.28717553542925284; 0.9999999999898367 -0.9999999999998189; -0.9954786682451527 -0.9999999999970061; 0.5988890418089421 0.9999747020788362; -0.9999999999984522 0.9999999997055126]
165,2762,300,-38.46080490537817,[-0.9803622729833256 -0.7452822067066055; 0.9999999999999998 -0.7698793974759025; 0.5516005565623481 -0.09432395503605029; -0.9999999999999999 0.7329223493817435; 0.7345533085718045 -1.0; 0.782776989897251 0.9999999999999999; -0.11666534071131401 0.5551076890941413; 1.0 0.7807252443664865; -0.7545645315140841 -0.99705786179552; -0.7748346866150324 0.999999999999999]
166,1216,300,-32.17428298636747,[-0.4538465802729298 -0.9999998734262538; 0.9999968791992179 0.9999998667038573; 0.9999990208542587 -0.9999992730195021; -0.5590072633358899 0.9999995123711128; 0.11489993810755421 0.013089543115362728; -0.9694545990660373 -0.17312040866531647; -0.9999831199430345 0.9225742932633262; -0.9999999633281087 -0.9990669030001424; 0.8291375644605717 -0.771643993774929; 0.9810195464218829 0.6312323239034409]
167,2808,300,-31.40972880491744,[0.9387517110776413 0.6453428203858441; 0.9999999913843743 -0.7752934135022767; 0.6930942700231323 -0.9999999403120391; -0.9999999776247231 0.9999999990786006; -0.9999998890800739 -0.9999993167229284; 0.9999859866115546 0.9999998208277586; -0.9363784873511034 -0.013992500102965542; -0.5552142192635581 0.9999931566381062; 0.1807178495110985 0.014003543143266708; -0.5322409157167416 -0.9917674329774971]
168,7099,300,-32.12425430430696,[0.9999999999806635 0.9999999812040882; 0.9999988800638757 -0.9999999998620882; -0.20235964258578215 -0.936914379468223; 0.05978967102671718 0.20915945800700572; -0.599169936507018 0.9999999994396523; -0.999999721136826 -0.4561501268614935; -0.9999999999998673 0.8216767657927367; 0.8359271802373561 0.7702682828885126; 0.9869296264403421 -0.6119552482284076; -0.9916363921611624 -0.9999999846105008]
169,4137,300,-32.24485305800797,[0.9999999999999429 0.9999999999998339; 0.410077009532163 0.9997242903244223; 0.546501103733927 -0.999056937444942; -0.15549167124483534 -0.0695479475772144; -0.9999999999976965 -0.9999999999974225; 0.9999999999999997 -0.9594027529564539; -0.9909281640888393 -0.6331711412986392; 0.9999737508123814 0.1790903646722384; -0.9999999999999957 0.9999999999999925; -0.900467046366887 0.6886501199037163]
170,2116,300,-38.46416020676138,[-1.0 0.7583398360559551; -0.7549632618378839 0.9999999999999999; 0.7519025405434185 -0.9999999999999999; 0.9999999999999998 -0.7452095407757602; 0.3801577332762814 -0.4072860646436157; -0.3323980270419641 0.2724543825639884; -0.7641550932959044 -1.0; -0.9999999999999939 -0.7627275090199219; 1.0 0.7712780931548348; 0.761980464097696 0.9999999999999997]
171,1696,300,-32.62580001066702,[0.12815092583476115 -0.12305830012303626; 0.9999998652504983 -1.0; -0.999999999293901 0.999298112280596; -1.0 -0.9999957118021651; 1.0 0.999999999276571; -0.36549582386502993 1.0; 0.6840964190943254 -0.9601713652336612; 0.9985143596251316 0.5869448882541461; -0.992634907508619 0.2621203774144246; -0.6034391073847203 -0.9745273538284615]
172,2324,300,-32.385614243785334,[-0.9567418552526387 0.17238229642389016; -0.5767075787463328 -0.9973803257690417; 0.21654183801185867 -0.08615546209192138; 0.995615700924783 0.6042423266445908; -0.9999999999996679 0.9952347079425534; -0.45142668792140095 0.9999999998826938; 0.9999999942161025 0.9999999999714339; 0.9999999999920092 -0.9999999999683453; 0.6782634141960512 -0.9999922312854035; -1.0 -0.9998213078543181]
173,1185,300,-32.27161874276738,[-0.4211455341835237 0.9999697505216897; 0.9999977668182438 1.0; 0.9999727554619615 0.6044531970084825; -0.5352022175369286 -0.9999782220000114; -0.9999999754116643 -1.0; -0.9999642138996179 1.0; 0.9690490818101744 -0.6518633848065507; -0.9986549557351759 0.15424858487639112; 0.9999991171245223 -0.9999767215238371; 0.24119502471708848 -0.04018943113571842]
174,5319,300,-32.37803615457755,[-0.651849826777564 0.9983160199877184; 0.9999999999999991 -0.9999999999999913; -0.9999999999999564 -0.9999999999999999; 0.390692265243908 -0.999999999784663; 0.9999999999999999 0.9999999999999997; -0.9999999999999997 1.0; -0.9859937401870243 -0.6067289153169069; -0.0631218371126705 -0.07408895571749828; 0.6799955162496751 0.8833619994447836; 0.9970883551283258 -0.27590951919801737]
175,3610,300,-32.226062724181766,[-0.9999999999999112 -0.9999999999999997; 0.9999999999999313 0.9997496749087861; -0.9998858799913232 -0.6304833791751107; 0.9740578725838581 0.19775348338881688; 0.4217742825300952 0.9999999999997734; 0.9999999999999998 -0.953694229676027; -0.898094911982621 0.691504784402528; 0.5634820431428595 -0.999999999958099; -0.9999999999999297 0.999999999999998; -0.16824696858303476 -0.07875679273861914]
176,2771,300,-32.83556888813625,[0.344138098197453 0.9999999999999946; -0.9992996001225326 0.9999999999999998; -0.9999999999999989 -1.0; -0.011714368165244966 -0.05821200740497671; -0.7501259678857024 -0.8555819149414667; -0.9983402641414347 0.5865022469086164; 1.0 -0.9881101940618617; 0.9999999999999997 0.9999999999999989; 0.9999965132845505 0.3083915389595898; 0.5891855693026196 -0.9999999999998278]
177,2196,300,-32.311157143325566,[0.9999999926967711 -0.9999999924900599; -0.06058191719812635 -0.19564238523767458; 0.9999999937815749 0.42878531574097073; -0.9418616874309517 -0.7030168572678531; -0.9999999998632864 -0.999999999509673; 0.6019722759065208 -0.9956390493235475; -0.981528073168307 0.9999999999999037; 0.9908939294298005 0.9999999999807131; 0.1676446768719415 0.9834849682570359; -0.9920971232546448 0.5636692965457424]
178,5090,300,-32.55964407905466,[0.9643599581006604 -0.6793255450451364; -0.9996911374359353 0.3225523113334154; 1.0 0.9999999999999998; 0.9999999999999992 -0.9999999999999989; -1.0 0.9999932670431054; 0.17162001293034312 -0.020830469684413152; -0.9999999999999997 -0.99999207188401; -0.6042323047523296 -0.9563874220254015; 0.9999473115856088 0.595268908995865; -0.30960407627798253 0.9999999999999992]
179,1702,300,-32.10467798548389,[0.4606055607248861 0.9999171698149545; -0.9999986902670295 0.9999999802514425; -0.6570133924435025 -0.9999555734354163; -0.10002585881216947 0.10935867552101758; -0.9990003497264769 0.6057922615579133; -0.9999999978492335 -0.9999999325618224; 0.9999999738362203 0.9999999803583239; 0.9999998798812426 -0.9999999469701207; 0.9813606529117687 0.20217641940729983; 0.7167920188929319 -0.840933003671185]
180,2998,300,-32.087371554821814,[-0.9999999999990752 0.6804903386167518; -0.9999999999999948 -0.5238356313215402; 1.0 -0.4494809997017628; -0.9983298745782027 -0.9999999999999996; -0.9999999999999992 0.9999999999999941; 0.9999999387360712 -1.0; 1.0 0.9999999999999982; -0.06457225053608412 0.2725688610709846; 0.6143769594752776 0.9808192609086912; 0.07869236893226175 -0.99999958407922]
181,10000,300,-37.44437009598981,[-0.9999999999999855 0.7252491802653499; 0.7742045827059805 -0.9999999999189663; 0.9999997078614303 0.7622465271983686; 0.9999999433233973 -0.7782145899910409; -0.9453277471856347 -0.999999972821219; 0.7152280835225097 1.0; -0.9999999999327537 -0.7165598327788738; -0.13021757798844233 -0.6142363675585364; 0.5512719180514672 0.07920924495538637; -0.7540828988654811 0.9999998941890669]
182,3891,300,-32.196776773847475,[0.9691894779742636 0.6380963371167684; -0.9999546782008566 -0.057022708983848855; -0.9999999999999822 0.9995364535850612; 0.999999999083873 -0.6094818349756682; -0.5063627683327905 0.9999999999951196; 0.9999999999997926 -0.9999999999979988; 0.2094158654823527 -0.013596385752259106; -0.4705993895216843 -0.9999999999995205; -0.9999999999999618 -0.9994901512433857; 0.9999999999979696 0.9999999999993946]
183,5638,300,-32.29572676408163,[-0.9994654070243756 0.9999999999999973; 0.6065253954799951 -0.9999572033075418; -0.012575639958470695 -0.25574762679041113; -0.9999999999997135 0.5349419653437355; 0.1671996327268536 0.9999999786668726; 0.9999999999963618 -0.9999999999885866; -0.9999999999999654 -0.9999999999544402; -0.6546584799871186 -0.9655401959279705; 0.99999999999411 0.4151289176199216; 0.9996997355986321 0.9999999999991688]
184,3168,300,-32.697307259297936,[-0.9999999999999999 -1.0; -1.0 0.9999999999999969; -0.10190012575115144 0.025149740085571352; 0.9999999999999998 -0.9998586547364631; -0.9999999928258354 -0.5934044023099956; 0.9995652432984323 -0.30385815893146717; 0.9999999999999912 0.9999678946135566; 0.5739398819985074 0.9998852298840115; -0.9134774392172577 0.7027064875811354; 0.33699699488024304 -1.0]
185,1206,300,-32.38589371522791,[-0.9999999279517994 0.38300882659614044; -0.5890107554489692 -0.9999999994894705; 1.0 -0.9999997513369384; 0.0763606187997751 -0.06968600298481205; -0.30935687162730574 0.952162419336288; 0.9999992677095466 1.0; 0.9999998951087031 0.6024111527182724; -1.0 1.0; 0.9875380416122816 -0.6619734030754052; -0.9999898651463631 -0.9990273752620003]
186,673,300,-31.698916835096053,[0.4766699836198693 -0.9997522821715458; -0.3787805315178324 -0.04851920354906004; 0.9987583727628704 -0.04679372838439773; 0.4903547869943388 0.999687411286305; -0.6973037744777514 -0.9999426849089422; -0.9998780397582439 0.9999891236327965; 0.9999936720571173 -0.9995764950653018; -0.9999742543386141 -0.9999971998331219; -0.9548077234484225 0.6449453423389311; 0.9999961641002793 0.9816025771659087]
187,2000,300,-38.42916049388989,[-0.9999999999999997 0.7613639366627311; -0.33068844182875967 -0.2949028231334183; -0.7535066543747476 -1.0; -0.7622825667879761 0.9999999999999997; 0.3638966558867972 0.37978446120465814; 0.7515797416625024 0.9999999999999999; 1.0 0.7477820879573889; -0.9999999999999994 -0.7555911672167412; 0.9999999999999993 -0.766539577466567; 0.7608116983956309 -0.9999999999999992]
188,1272,300,-32.536462824366694,[0.999999963771093 0.9999997970427843; 0.9999996721570276 -0.599928156958577; -0.25672543938430487 -0.9891500209363578; 0.9484132786714047 0.6882816491148518; -1.0 1.0; -0.9999998548609903 -1.0; -0.5793189749399177 0.9959330377822528; 0.19866485458959343 -0.005765858830730912; -0.9970121325616559 -0.38375534623042207; 0.9999998388333369 -1.0]
189,1402,300,-31.047848682296657,[-0.5683625101397904 0.9999999921123557; -0.2861145743205206 -0.020802842008121696; 0.8553948392511311 0.688899726159378; -0.9999999994944797 0.9981763782139439; -0.5247594358464046 -0.9999999549211981; 0.9999999919830589 0.9999999807968127; -0.999999997439265 -0.9999998975493737; 0.6868468676058984 -0.9999997635010188; -0.9999992672085461 -0.103122057027207; 0.999999997762549 -0.9370437498653393]
190,2046,300,-32.103767149286476,[-0.629545500774911 0.9999915458277685; 0.15068919431578254 -0.9792391289657558; 0.9999999999998607 0.999999999998973; -0.9972647110316093 -0.9999999999974188; -0.9886232890731482 -0.5510102056342497; 0.61424128269038 0.9902082381746284; 0.9987756303178889 -0.44180266625571496; -1.0 0.99999999999182; -0.019649219474235233 0.2517757138039755; 0.9993725530194958 -1.0]
191,1906,300,-32.160266816549054,[-0.9920333637462211 0.6766443254621956; 0.1755943853617833 -0.9999999977619731; -0.9999999565040925 -0.9999999986871578; -0.05292765819719101 0.27979271889860513; -0.9999999999999999 -0.5453931585404383; 0.9840743746712666 -0.4207720279729208; 0.9999999969989571 0.9999999797017515; 0.6057172717884971 0.99737721870089; -0.9999999201292398 0.9999999838481896; 0.9999999929076658 -0.9999999965146164]
192,4641,300,-32.0954123491353,[-1.0 0.5878175100701778; -0.9999999987398412 -1.0; 0.9987485594033869 0.9999999999646185; -0.9986620501155111 0.9999999987298605; 0.5932862989221717 -0.9792049916253378; 0.10177411558733515 0.9999893007691142; -0.056852254208640644 0.25408244493257004; -0.8803229419014431 -0.7258267641093374; 0.9999999987223096 -0.9999999816036059; 0.9999999540314161 0.5086480868627675]
193,2145,300,-32.43378997734439,[0.9999999907529588 0.9999978573463488; 0.2075803324202424 -0.9999982329667931; -0.9999988108562834 0.9999999935457338; 0.9972112249357664 -0.40388461254444147; -0.9999994111186703 -0.9999999998317409; 0.9999999999975512 -1.0; -0.9753156501891296 0.6738027965074557; -0.07740576698561315 0.09108800433105987; 0.5922993155051258 0.9945840754279233; -0.9748591392958383 -0.5907499489550601]
194,2713,300,-32.24989114115043,[0.9999999999999969 -0.9986780350078378; -1.0 -0.9999999999999843; -0.19652869085619853 -0.06219870176766047; -0.9952922701888877 -0.6330460478661472; 0.9999999999999578 0.9999999996321666; -0.9999999999999991 0.9999999999999455; -0.9738964653950472 0.6200157686348025; 0.41727752094874127 0.9999999979364875; 0.9942806559279294 0.1681717285986255; 0.5451273927904557 -0.9990590040169142]
195,4299,300,-32.59021742509318,[-0.6271948059330538 0.9553818282102533; 0.9999999999999989 0.9999999999999993; -0.9999999999999963 -0.9999999999999979; 0.08347152839338773 0.18129477126653196; 0.6754149178499371 0.9693746843599693; 0.9999999443499633 -0.9999999999999982; -0.3547477624360775 -0.9999974320102654; -0.9999999999999989 -0.2645478831864174; -1.0 0.9999999999999992; 0.9997240115790725 -0.5779992785130582]
