nPsoRun,n_iter,S,fgbest,optDes
253,10000,300,-38.35707040811723,[-0.9999999999999479 0.7485288799131375; -0.7615103425989368 0.9999999999999994; -0.1321959520538877 0.22441128518122358; 0.9999999999999996 0.7634648357045883; -0.9999999999999712 -0.7645033120129947; 0.7654174510985047 1.0; 0.741096381287346 -0.9999999999998149; -0.7630804337422453 -1.0; 1.0 -0.7533025228356091; 0.4853329792160266 -0.3073892046211652]
254,6871,300,-32.60199165566706,[-0.677999431124352 -0.9562677236436469; -0.9999999996246632 0.5906766119254427; -0.0378031056437005 -0.03370012201645999; -0.9999999999999997 -1.0; 1.0 0.9999999999999999; 0.3886214763001071 0.9999999996016078; -0.9951953432313272 1.0; 0.9999999999999992 -0.9999999999999967; 0.9800513308335369 0.2816194173145308; 0.6226746658518479 -0.9618686702345054]
255,4553,300,-32.4583695670397,[0.9999999999999931 -0.9999999999999672; 0.999999999999977 0.9999999999999649; 0.5906356090408506 0.999017560565225; -0.9643447281360064 0.6862834739792867; -0.9999999999999636 1.0; -0.9999924735199844 -0.5673148067409447; -0.9999999999964195 -1.0; -0.10609106833978461 0.1584244884463196; 0.19880094339468082 -0.9919631380013277; 0.9999999999999999 -0.4041864829779665]
256,2229,300,-32.56811851938078,[0.9999998080935469 -0.3670422586991097; -0.9999999999999073 0.9999999999994821; 0.999999999999931 0.9999999999875787; -0.9338676016627461 -0.6301013857247505; 0.9999999999992925 -0.999999999999922; 0.2637329516852258 -0.99882658136602; -1.0 -0.9999999999998155; -0.9825647997442374 0.6671520114056413; -0.032930468904432304 0.1493250525364608; 0.5956471530522541 0.9961919642853986]
257,7179,300,-32.61377929773679,[-0.9999596954646518 0.3347267332180026; 0.9999999999999121 -1.0; -0.28274122876732416 0.9999999999999997; -0.9999999999998535 -0.9984003843198732; 0.9544031661506714 -0.6858873204389927; 0.9751922892651632 0.6111838179400633; -1.0 0.9999980322955774; 0.2047563438012065 -0.10124312175242473; 0.9999999999999997 0.9999999999999994; -0.575157055460822 -0.999999760791048]
258,3828,300,-32.38647239679841,[0.9999999999999928 -1.0; -0.661725800830309 -0.9999999999989209; 0.32332880960514593 1.0; -0.0005261411085989075 -0.17013971204690706; 0.9999999946154455 0.9999999999950725; -0.999999988417755 0.9999999999688461; 0.9986885893534264 0.3115325490706445; 0.6050385540303911 -0.9885014452726862; -0.9288074037238668 0.6245628660472772; -1.0 -0.9999999999994844]
259,3478,300,-30.911115019261242,[-0.9912685195165005 -0.14666382230778324; 0.9795435380528112 -0.5898595535270624; -0.9999999999999994 -0.9997528883525197; -0.9999999999999997 0.9999614487523927; 0.9992068174204977 0.9999999999999944; 0.24361780195512148 0.10279694030260231; 0.9997418555794899 0.9999999999999996; -0.37366148407577104 -0.9999999999999997; 0.9999999999999998 -0.9999999999999981; -0.5242761004572521 0.9993057457223219]
260,3444,300,-31.03201004446606,[-0.28054533882679367 -0.9999999569819706; -0.02793457713716081 0.4024522526825146; 0.9650689543579324 -0.9999999999999999; 0.6363661250284979 0.999921089154542; 0.9999999999999999 0.9999999999999997; -0.9126416003020806 -0.4494294521733885; -0.9999997476117393 0.6940671300500324; 0.986070224101591 -0.5573230016725543; -0.9999999999999988 1.0; -0.9999999999999751 -0.9999999999999999]
261,4494,300,-35.56999912225528,[-0.9999999999999915 0.7182162393245118; 0.7504566044150126 -0.9999999999999932; -0.9774175015146078 0.9999999999999997; 0.9999999999999868 0.7215817280705767; -0.03830426654384556 -0.14367256404006695; -0.9999999999999998 -0.7393238008768491; -0.7346248128256443 -0.9999999999999988; 0.9999999916248631 -0.7358526540651195; -0.010765631815717167 0.6799446637818837; 0.8876902226285646 0.9999999999999877]
262,5741,300,-32.28881267710073,[1.0 -0.9999996866532758; 1.0 0.9999999999999998; -0.9782645828552096 0.6214333062365106; 0.9999999999999994 0.22391785277102355; -0.9999999999999996 -0.9999999999999994; 0.3774024331082533 0.9999999999999994; -0.26064823556375455 -0.030492142096472916; -0.9999999999999959 1.0; 0.5545717041560646 -0.9907858684458635; -0.9949535288545569 -0.6424031413790414]
263,3652,300,-38.527352037502034,[0.7346407127213113 0.9999999999999999; -0.7525167848786533 0.9888452502412771; -0.7711301674915513 -1.0; -0.9999996444584284 0.7599850250553887; 0.5546541080884972 0.10438584807847762; -0.11092607174152778 -0.5477535328270241; -0.9999999999999999 -0.7349165439431364; 0.7808484737045692 -0.9999999999999998; 1.0 0.7771721030947396; 1.0 -0.7831068112917484]
264,4327,300,-32.64205638356002,[0.9442373896062567 -0.6948658774018894; -0.9999999999999997 -0.9999999999999984; -0.9997302142663356 0.3277775491586004; 0.9999999999999994 -1.0; 0.11696073930768162 -0.1600552853084817; 0.9954437209757168 0.5832648617208751; -0.2935582231241761 0.9992785481327492; 0.9999999999999992 0.9999999999999999; -0.5928813249428603 -0.988173977149734; -1.0 0.9999999999999948]
265,346,300,-31.47602049593978,[1.0 -0.9999793650175945; 0.2561673849945418 0.09323811819711476; -0.704502223854674 0.9044230052535536; -0.9988031940803541 -0.9999960663350035; 0.37503720071090485 -0.9999929258619831; -0.8333294979888479 -0.7195154217702501; 1.0 -0.3212245560054035; 0.9974344903821227 0.9306510448355556; 0.6039307855503521 0.999993350785541; -0.9999999750977383 0.9994390557600075]
266,2435,300,-32.31455263677691,[-0.9999999999999849 1.0; 0.43138738987810304 0.9999999999999996; 1.0 0.9894168852187951; -0.6764040556971571 -0.9994535378941036; 0.9749622776946408 0.17610224703768065; 0.9999999999999997 -0.9997865355815018; -0.9694503809425833 0.612188883869648; -0.9999999999999934 -0.9999999999999996; -0.1386676474213588 -0.1198153063902148; 0.5729208367815233 -0.999554597009738]
267,3278,300,-32.47490818180508,[-0.5932058808100039 -1.0; -0.2543071456537442 0.9687392155077765; 0.9999999989884522 -0.9999999999539989; -0.999999999991976 0.999999561944627; -0.9999990213643698 -0.9999999987550257; 0.09545266951019765 -0.17183927228743465; 1.0 0.9999999204884795; -0.9999995227559968 0.3933679966436751; 0.9754215531380482 -0.683581328033161; 1.0 0.5842128489535862]
268,1142,300,-32.32300959337583,[0.9999999999992231 0.995185111572281; 0.9999909510788223 -0.9999999942452628; -0.9999999727880134 0.999999940018066; -0.9999999710212678 -0.6102484032504925; 0.6195944588658077 0.999999999999993; 0.10498100293376995 -0.8832168696810101; -0.9999999967043504 0.6876075847428585; -0.06173112879704906 0.09325428941501038; 0.9999999492492887 -0.5487466293121561; -0.9543130109560708 -0.9999999993440349]
269,989,300,-32.45461227609816,[-0.9999999956355315 0.9999989704433804; 0.99857453428212 -0.6635453990304008; 0.9999916604633814 -0.9999874250722992; -0.9999990924168433 -0.9999999999766469; -0.5966235382553425 -0.9994588236581491; -0.21072647852786824 0.9961733417496487; 0.05750126308631046 -0.13954065400479185; 0.9036796989624276 0.657189628896296; 1.0 0.9999990715400621; -0.9946982273021704 0.41421978310326646]
270,5491,300,-32.43962099174825,[0.6684125688714285 0.9984784982305859; -0.590186095625118 0.9825989996530794; 0.9650583889877937 -0.6089835684163784; 0.13320881759124867 0.14020674907992578; 0.9999999999944994 -0.9999999998600558; -0.9999999997585187 -0.9999999953244225; -0.9984075460777212 -0.2429944996723147; 0.999999999797701 0.9999999999887946; -0.36694923376172467 -0.999998692892862; -0.9999999999996393 0.9999999999958216]
271,3856,300,-31.009697126752794,[0.6462958149268392 0.9999999963198991; -0.27700637154646274 -0.9901585150633189; 0.9999999954097529 0.9999999978824683; -0.9999999984104806 1.0; -0.9999999894277259 -0.35770044310723803; 0.9999999935010314 -0.9999999996457273; -0.9999931455363933 -0.9999999885878608; -0.9999999899358697 0.7090890961549657; -0.08211673694740644 0.4954536227220299; 0.943129730368588 -0.5842696223274157]
272,7044,300,-32.652166117026255,[0.9980296691873979 0.9999999999999797; 0.3258300937877822 0.9999942444316196; -0.8633928703363583 -0.7357217365513607; 0.9999999999916814 0.3382590558819441; -0.9999999999991509 0.999999999999917; 0.5833820826571658 -0.9999999999970963; -0.0030153090323877074 0.003420278510319876; -0.9373690570644069 0.647717924024021; -1.0 -0.9999999999999923; 1.0 -0.9492525373879214]
273,6162,300,-32.6373828402274,[0.999747595987784 0.34936906007026153; 0.9999999945314944 0.9999999944168466; -0.10186023627469741 -0.12605227838867614; -0.9999999999999948 -0.9999999999786456; 0.5936285632379242 -0.9886521798467072; 0.27552605576857675 0.9998540803418798; 0.9999999999999619 -0.999884875596952; -0.9657458972875473 0.6087590988787571; -0.9663452565100463 -0.6790646313749649; -0.9999999998959445 0.9999999999932848]
274,288,300,-32.12785012501874,[-0.9999990780903757 -0.999859132691156; -0.9959055698172296 0.999992906726282; -0.9999921965832604 0.5119161559365726; 0.9999992404147063 -1.0; 0.6513093690767509 -0.9374367540571817; -0.6037368893890636 -0.9983847029404602; 0.02909443427795587 1.0; 0.018697761560858797 -0.0298227707230368; 0.9999999993043294 0.4973413490504763; 0.9999579995228803 0.9997696051946294]
275,1163,300,-32.662735523558375,[0.9997202440252978 -0.999999967366518; 0.6955246663559189 0.9339782227170171; 0.06449675519366725 0.17384506477868183; 0.9994047160062999 -0.5739743075054163; -0.9999999999462563 -0.9999999999997654; -0.9999999994713302 0.9999999999760243; 1.0 0.9999991982245114; -0.9964153389492564 -0.3100888974028376; -0.5967784183319662 0.9967730118347874; -0.32068072257174285 -0.9999999450483259]
276,6758,300,-32.363801609116784,[-0.9999999211691276 0.5610675280113353; -0.006938127260531936 -0.20756367568002165; 0.9999999999999999 -0.9999999999999843; 0.2938178119005427 0.9999998100640444; 0.6484328223028335 -0.9447508374153715; -0.9995118263445589 0.9999999999999956; -0.9999999999999986 -0.9999999999999969; 0.9999999999989898 0.9999999999999999; -0.642009920669995 -0.9993534245988078; 0.9999423570608631 0.3311027950390589]
277,8032,300,-32.24026046545793,[-0.672536277266026 0.9262056810699054; 0.9999999999275189 0.9999999994202834; 0.979684492230277 -0.9999999999965138; 0.6329321512407927 0.9999744429714827; 0.021478736380349316 0.2558978590391603; -1.0 -0.3863134757081428; 0.9999999999996461 -0.5452152940738376; -0.2145896173755348 -0.9989089848325193; -0.9999999999999983 0.9999999999999993; -0.9990428313306801 -0.9999999999947784]
278,5900,300,-32.21602746619369,[-0.4434771681927522 -0.9999999999999751; 0.9999999999904547 -0.9999999999999997; 0.260217077152163 0.02474517192559545; -0.5205734107987599 0.9999999998136426; 0.9730722915945317 0.6441895481780354; 0.999999999998166 1.0; 0.9826444184175884 -0.6227040402862655; -0.999999999999873 0.9904267526781938; -0.9999240338326217 -0.10640694995948172; -0.9999999999807753 -0.9987435130919409]
279,4899,300,-38.36169484677714,[-0.9999999999999994 -0.7592915323352067; 1.0 -0.7433049643327592; 0.7453064269155539 -0.9999999999999994; -0.7599278660242752 -0.9999999999999999; 0.7568319828578164 0.9999999999999999; 0.39300156183707946 -0.418465494098043; 0.9999999999999992 0.7612749230557483; -0.22863738270444656 0.21283459141271813; -0.9999999999999999 0.7558222514460603; -0.753874557993584 0.9999999999999999]
280,1730,300,-32.20755650512325,[-0.04322430834692498 -0.13825160377326956; 0.6338253012680727 -0.9999999875038765; -0.9704464937232293 0.6261649117795604; -0.7980466559810871 -0.8006355046530864; 0.9999999996792932 -0.9093732190931234; 0.8911738077183939 0.21920040897372556; -0.9155853965041327 0.9999999669941055; -0.9999999973158146 -0.9999999909803678; 0.9999999998958695 0.9999999992389637; 0.4971406487931093 0.9999975363475169]
281,2262,300,-30.958428854262518,[0.022462353392564 0.39718069878830764; 0.9999992479283879 -1.0; 0.7129156839235488 -0.8339992959839141; -0.9999999776018159 0.5136382769864731; -0.9960018916310761 -0.6970310347202452; 0.999999858518742 0.5983306298488332; -0.1974460410102613 1.0; -0.9999999999924428 1.0; 0.9999882425353585 1.0; -0.9999992470805431 -0.9999999612937815]
282,1039,300,-31.947423982717332,[0.6896235722718518 -1.0; 1.0 -0.9999901399185116; -0.520744196435621 -0.9887286363864848; 0.999965695920979 1.0; -0.9829885241934276 0.004478385322606924; -0.9999999718617535 0.9987399150665266; -0.4925973177165517 0.9999696529854398; 0.999999170244286 0.6110670747654475; -0.9999997962949917 -1.0; 0.37595038263982444 -0.05581882469617342]
283,9223,300,-32.38901447601682,[-0.22055294696687555 -0.9999374483161045; 0.6636909858066938 0.960605006299007; -0.6024634435866991 0.9998481418606684; -0.9979790516689423 -0.3854916461340528; 0.03231720730161568 0.22383231891581679; 0.9999989831011453 -0.5494761504474034; -0.9999999999938676 -0.9999999999843119; 0.999999935812452 -0.9999999999999708; 0.9999999999994562 0.9999999999999979; -1.0 1.0]
284,3808,300,-32.724489933270746,[-0.999999976422346 0.36984878240999935; 0.06584622034857282 0.003452730570655684; 0.9999999998702999 -0.9999999836459791; -0.5836088999680981 -0.9990620985121353; -0.9999999969620694 -0.9999999577597032; -0.9998136900304427 0.9999999995654564; 0.9999991452339875 0.9999999982929701; -0.278103229208469 0.9996729538356232; 0.9999497645878664 0.5880717306483708; 0.9018018139633608 -0.7135302568828328]
285,4908,300,-32.43324073342954,[-0.9999999999999978 -0.568028158763947; -0.7701276156574562 0.8295706343142527; 0.14304724255085385 -0.957098993841177; 0.6136839129089665 0.9952244765879914; -1.0 0.9999999999999983; 0.9999999999999997 -0.4730486005697358; -0.9243244504173175 -0.9999999999999996; 0.9999999999999091 -0.9999999999999999; 0.9999999999999997 1.0; -0.05575347936651943 0.12183069060959281]
286,10000,300,-33.38294229503305,[-0.6556481977839008 0.9999999999999911; -0.9978984043326189 0.7609810957113899; -0.08088937415445224 -0.8092026647346373; -0.999999999457005 -0.9999999999998253; 0.01334574491254905 0.1681819372375445; 0.9999999511537707 0.999999995845638; 0.9999999999999937 -0.6645659630859115; 0.9623090362280762 0.7089423312998496; -0.9999999999999583 -0.6198290954674046; 0.9502649202760405 -1.0]
287,3265,300,-32.25618788385127,[-0.9969880208408751 0.5645235909816759; 1.0 -0.999999999994185; -0.9782825118824555 0.9999999999997319; 0.21076521831862366 0.9999998357904388; -0.6310703237299123 -0.9993197279983165; -0.9999999997339734 -0.9999999999941166; 0.9999983114074846 0.39558886838294355; 0.9999999989760037 1.0; -0.10469035813773836 -0.06369201436037833; 0.6601359994832957 -0.9162531649126195]
288,3972,300,-32.07452108335186,[-0.5876866332556023 -0.9999999995544614; -0.9999999999691243 -0.8854763182032361; -0.14352852075523143 0.9999999493114222; 0.9986492491454693 0.5590213366779002; 0.9998525616688744 0.9999999995708613; -0.9999999224534031 0.42429654469644024; -0.999997022302459 0.9999999999217072; 0.9999999999913378 -0.9999999999999308; 0.06330865118860211 -0.14671590040062585; 0.802720343240323 -0.794561894993363]
289,926,300,-32.54083214042833,[0.5787447086338801 -0.9986507274728228; -0.6911422721463408 -0.9510858089040202; 0.9999988040238824 -0.9999984927691834; -0.9999996191167095 0.9999999748180495; 0.9954681950171017 0.22951765245528985; -0.999979444461826 -0.99999971760828; 0.38248017802337536 0.9999999778408266; -0.11520045910972342 -0.1440555004650212; -0.9999709269097651 0.5836745922577684; 0.9999870370636132 0.9999874854749192]
290,4445,300,-32.17410291762371,[0.6214913410489 0.9999999684521654; -0.9999999988560008 0.9999982249565087; -0.9999998356543559 -0.9999998872765832; 0.9999992107284869 0.9999999987067245; -0.0722211136219522 -0.9999999110989314; 0.9999988453342666 -0.9999985725276732; -0.6257946324597016 0.975426885272254; -1.0 -0.45674010860414554; 1.0 -0.513544271051189; 0.044135969752288104 0.245077214235519]
291,10000,300,-31.067474138885693,[-0.5624030086858239 0.9999990832308708; 0.9999999999961245 -0.9999999840022473; 0.5465409742149069 0.002668610484453213; 0.9999999999943134 0.9999999993328783; -0.5296804858363979 -0.9999999999985196; -0.9174748416828031 -0.07218549629880087; 0.6980193967580955 0.9999999999130456; 0.7023605105021089 -0.9999999999958914; -0.9999999780094561 0.9997260614736215; -0.999999996374802 -0.9999999999996628]
292,1604,300,-31.906912958572377,[0.00035014472597726223 -0.06700728136381726; -0.9999999993432735 0.9999998997762023; -0.7066061209700404 -0.8687187176454012; -0.9999999902543113 0.42923258267087167; -0.2017096712371887 0.9989367852309177; -0.999999999953675 -0.9999999920780275; 0.9999999999999601 0.9999999933178604; 0.9999999878153404 -0.923344725073416; 0.9999999892326739 0.5479501344960594; 0.6157528922442659 -0.9999999902173178]
293,1862,300,-32.566182886122924,[0.999999671021277 0.9995253121194705; 0.5850451563156408 0.9999999975342068; -0.020662273395895846 0.08902467689735108; -0.9998628449628612 -0.9999940603187695; 0.3742333843078176 -0.999994002897862; -0.6887298359816358 0.9454437490969191; 0.999999990450814 -1.0; 0.9988439718561908 -0.26078945810660165; -0.9999999557419845 0.9999999817700369; -0.9799243697619815 -0.595826977630475]
294,1577,300,-32.16986924914715,[-0.9999999567692329 0.9703006755964914; 0.9999716790825021 -0.9999999739536908; -0.3885031689164113 -0.9962594514816726; 0.8602789330847355 -0.7160380927832081; -0.02490602325866154 0.041227580991156386; -0.9980175843229737 -0.2675201205369279; 0.9999974887910108 0.9999985057927423; 0.9999998666144634 0.6265975366156725; -0.574731283602935 0.9999302022560151; -0.9999362824064427 -0.999943540739084]
295,4996,300,-32.1207134139175,[0.9989106744607369 -0.6727495437185905; -0.9964700159062274 0.9999999997100483; -0.6034912742204095 -0.9999999930225185; 0.9999999660187316 0.5386192962219996; -0.9999999991723668 -0.9999994859896341; -0.9999999982944155 0.4911552493664545; -0.06129560589666739 0.9726223098065039; 0.9999991535687099 -0.9999999999100209; 0.9999995730890368 0.9999987800539408; -0.004284982393562399 -0.15309395993156374]
296,3490,300,-32.15704172484359,[0.9999999974442828 0.44536156374027097; 0.6110098132087826 -0.9912630459455825; 0.9999857487637693 -0.9998149562800533; 0.9999999999994643 0.9999995793095972; 0.11662980541224853 0.9894484771296533; -0.9999999999999989 -0.9999999999989534; -0.9730172775589697 0.5623033571806564; -0.9934904053518671 0.999999998178577; -0.9999999971468827 -0.6814642075078627; -0.06338733324762218 -0.31864817980266197]
297,1509,300,-32.42603844958967,[-0.9999999883421247 -0.9999999980572091; 0.9999999789559286 -0.9999998965135164; -0.28025732780468504 0.9741224643519181; 0.9999644102098845 0.5925366030380707; -0.6215762589798218 -0.9524757112435497; -0.999999999000407 0.38015007544314733; -1.0 0.9999999997524358; 0.9792663456620486 -0.6766366238473582; 0.9848968579444582 0.9999999987156074; 0.09192798184230985 -0.05346900443990994]
298,2856,300,-32.529071035377264,[0.42583100321532447 -0.9999999999999984; -0.9940662931541111 -0.5975907374638276; -0.09974381611714533 0.11967134421066351; 0.5993320798651893 0.9999202352233542; -1.0 0.9999999999999988; 1.0 -0.9999994547507655; -0.6737109934544765 0.991304104505815; 0.9514102319586641 -0.24306475959905616; -0.9998054329950339 -1.0; 0.9999999999999991 0.9999999876405536]
299,3782,300,-32.370507960948785,[0.9999705401066817 -0.6092790545470468; 0.6991386972052818 0.9440519682715841; -0.9999908357613461 -0.9999994673793924; 0.9551003268824708 -0.9999355016130826; -0.9999999999994313 0.964423121671675; -0.9004027673249695 -0.23869740230487205; -0.4842132045058482 -0.9999734804004529; 0.07629734648224538 0.08170476725046451; 0.9999999999997853 0.9999999822337462; -0.6239189338249053 1.0]
300,8863,300,-32.273938385462,[0.9790371802943112 0.11671910063808748; 0.460898184977825 0.9999999999999946; -0.9379304557115095 -0.6675300759224104; -0.15768797766625725 -0.04765427105957047; -0.9999999999999987 -0.9999999999999999; 0.999999999999997 -0.9384488026947999; -0.9401740800413884 0.6580416533496545; -0.999999999999999 0.9999999999999991; 0.5432505011985114 -0.9999999999999992; 0.9999999999999986 0.9999999999979343]
301,6424,300,-32.67274133590377,[0.9294821376519388 0.6983262118028527; -0.5708388278603004 0.999740040803463; 0.9949668658481877 -0.6008692765740248; -0.3070436075148752 -0.9999999999914811; 0.19731874796110843 0.0380034163644973; -0.9999999999998107 -0.9999999999892041; -0.9999999999996897 1.0; -1.0 -0.3207134514968237; 0.999999999999981 -0.9999999999991706; 0.9999999999999966 0.9999999999999609]
302,1237,300,-32.80121372495262,[-0.9668887587019906 0.9999999921309606; -0.030877626988549484 -0.059101594206312225; 1.0 0.9999999803209387; -0.9999999539274422 -0.9999999172820172; -0.7847132871417236 -0.8171488524698329; 0.30500323967997006 0.9998240439021499; 0.9999960380765238 0.34293515958334786; 0.6019158418674424 -0.9900222154133972; -0.998727786684894 0.5810526432216828; 0.999999994106934 -0.9999999046940896]
303,2561,300,-32.15981511914338,[0.547463253262827 0.9999995303283185; -0.9999994926752818 -0.9999994012288176; -0.999997853509799 0.9999953526402183; -0.29064531064476073 0.04053076040211118; 0.9472326312709459 -0.0505111848241737; -0.9997583604341881 -0.6111970292789664; 0.9999999746207429 0.9999815405014704; 0.999999999493149 -0.984704781162188; -0.688830045820844 0.9999998762548895; 0.5068210293391443 -0.9999974676857069]
304,5089,300,-32.44564257527266,[0.573628201123836 0.999999999956196; -0.13443367563275824 0.08925326339985441; 0.31257357166001287 -0.9999999999998962; -0.9382022570765745 -0.6405163008018333; -0.9993628702123247 0.6475660397783773; 0.9999999999995611 0.999978659531311; 0.9999732938529758 -0.31156387134657265; 0.9999999999999994 -0.9999999999992923; -0.9999999999999548 0.9999999999999998; -1.0 -0.9999999999999976]
305,3262,300,-32.419756692746624,[-0.9999999999752985 0.9999999999413285; -0.6206794324887845 0.9474599321686425; -0.282486711030377 -0.9991082299742515; 0.9895049599998751 0.6703566762259237; 0.9981449388934873 -0.5807609643118851; 0.9999999999574045 0.9999999996851977; -0.9999999998681407 -0.9999999999894144; -0.9999999998283037 -0.33907627442903754; 0.9999999964597001 -0.9999999995461484; 0.1150233189115917 0.10746574789445591]
306,523,300,-32.76355275806957,[0.9991683605345107 -0.9999872368381831; 0.9910109928266164 -0.5951554647046572; 1.0 0.9999432146472462; -0.9999999947211649 -0.33707476686734433; 0.9173397566588101 0.7077157829714109; -1.0 1.0; -0.580922777674663 0.999817005277788; -0.9999156443696257 -0.9999882716687416; -0.29582705112335894 -0.9999766489260586; 0.11851755549584682 0.07220540132688946]
307,1278,300,-32.39190861103071,[0.9999999983112783 0.4230350242965091; -0.9999999997907891 -0.6720486521508936; 0.17304133246888215 0.9890361603661497; -0.0887659865918176 -0.23299580974876463; 0.9999999990020786 -0.9999999721815551; -0.999999999999376 -0.9999999957288009; -0.9498296079013907 0.603363826594201; 0.5980030074838512 -0.9996960078675662; -0.9999982316847867 0.9999999996618647; 0.9994388675143594 1.0]
308,8857,300,-31.86066978893756,[-0.9999999999999926 -0.5830661601483849; 0.6119219967350835 0.9892612711500248; -0.6419518283728829 0.9770265282372392; -0.9952195922192123 -0.9999999999999991; 0.9999999999999997 -0.5223616326030102; 0.9707581239975 -1.0; 1.0 0.9999999999999993; -0.9999999999999797 0.9999999999999997; -0.07470829113494269 0.17111612573910615; 0.1038579119811007 -0.9036548523086849]
309,3074,300,-31.954155757763782,[0.49089382166650763 -0.9999999147032833; 0.9999999999964193 -0.9999995001983727; 0.5030772558789676 0.9988140923012693; -0.9999999843398469 -0.9999999994041692; 0.9905229022393572 0.009195444391439399; -0.6799669197107748 0.999763060835071; -0.2534759573855691 0.027666624543998222; -0.9979348708962077 -0.607829226164707; 0.9999999999734792 1.0; -0.999999996704982 0.9999999999964687]
310,1540,300,-32.59593936310282,[0.9999999939112568 0.9959533766424296; 0.9999997468824474 -0.9999999473397196; 0.5841446615609269 0.99998342626521; -0.9645131000781193 0.6763701712680316; -0.9999999995931389 0.9999999877404149; -0.11095407441776989 0.05380461157697666; -0.931217876659005 -0.6464470005254638; 0.24410628075199978 -0.9989725440088763; -0.9999679833831806 -0.9999999099278818; 1.0 -0.38501329661095596]
311,1424,300,-32.20164849416775,[-0.9999918370626323 -0.5245929342587795; 0.11854502160017283 -0.9994533179655689; 0.639349811929177 0.9611563349626205; -0.9999999999227095 0.9999999997909624; -0.6241567112603367 0.9999985746248187; 0.9999990357977834 -0.9999999999953921; 0.999999998226115 1.0; -0.9926492511074047 -0.9999999997604092; -0.027849659221585218 0.2510500617302359; 0.9999789342761377 -0.438008923601316]
312,4988,300,-32.51887994710179,[-0.9999999999999992 -0.9999999999999977; -0.13767942534597 0.1565645249694159; -0.934452944745194 -0.6323948935947883; 0.999999999999999 0.9999999999999898; 0.5913049903875919 0.9955862418716747; 1.0 -1.0; -0.9917515464525538 0.6699749077401007; -0.9999999999999993 0.9999999999999998; 0.21733927264280756 -0.9977037388642458; 0.9998362998241743 -0.3906575177847186]
313,1607,300,-32.46462612816023,[-0.9995821415829806 0.5895915403797651; -0.9999999998135172 -0.9999999988595093; -0.9999999993714985 0.9999999999994542; -0.6573243953018572 -0.9999984438504401; 1.0 -0.9999999995003321; 0.632920520636055 -0.929933217499449; 0.9999999988837373 0.9999999992368035; 0.35629651800859274 0.9999987217603415; -0.17840361812191957 -0.07239478724945123; 0.9992700492689509 0.26409648754149295]
314,10000,300,-32.46514513301658,[-0.892191137633123 0.6840733227330148; -0.8173716927401158 -0.7859534287317638; 0.3275188524266098 0.9999161538859683; 0.9999999972328704 1.0; -0.01063945357609992 -0.1571997989708402; 0.5869763089153898 -0.999999999999243; 0.9999999999999923 -0.8945051039150336; 0.9999999999999217 0.3102327139582531; -0.9999999999995863 -0.9999999999999994; -0.9999999897796369 0.99999999999988]
315,2902,300,-35.475327693012794,[0.7161455409518102 -0.9999999999999997; 0.7155862080544376 0.9999999999999998; 0.7070781487355183 0.018182932169609263; 0.9999999999999999 0.9486597835210608; -0.9999999999999997 -0.7410159501905397; 0.9999999999999998 -0.999186853973545; -0.7365381166003583 0.9999999999999868; -0.9999999999999999 0.7440208051450196; -0.7363154253817705 -1.0; -0.11217753681098182 -0.0012633988655365003]
316,249,300,-32.00045563891274,[0.6290627478831323 0.9899466322238626; -0.9998919545659801 0.9998178172896758; 0.9984694270987665 0.9989124280578832; -0.9505288008289579 -0.9999998622410806; 0.9999634371249506 -0.527660094242976; -0.9999229355758797 -0.5307518398571309; -0.017927823034217024 0.2884093453529676; -0.6659750349825445 0.9385099761406054; 0.001722260979026103 -0.9386041021905814; 0.9999930745958008 -0.9996027193213527]
317,3584,300,-32.4934923922411,[0.9983066375090535 -0.9999999999999996; -0.999999999994911 -1.0; 0.14249203593371026 0.02215967466763823; -0.35352429493225324 -0.9999999342524747; 0.656916703687072 0.9917462734807654; 0.9999618769703309 -0.5909291197327347; -0.9999999999999999 0.9999999999999983; 0.9999999999999997 0.9999999999999997; -0.6454023542914018 0.9183227698911811; -0.9999999999999993 -0.28044066255098543]
318,4388,300,-37.344261912833126,[0.7717654248250833 1.0; -0.9999999999999996 0.7105839809100237; 0.7184921077445046 -0.9999999999999999; -0.9965727697036643 -0.7679290431167982; -0.18575819552489464 0.47081077525159154; 1.0 -0.9967092757863926; 0.9999999999999997 0.7739040738942404; 0.6309890706452062 -0.094181011855735; -0.7758816166205443 0.9999999999999991; -0.7358320872930078 -1.0]
319,1389,300,-32.43116711845062,[0.9999999987403603 -0.9999999999344622; -0.9999585607692122 0.9999999999975047; 0.9990644323761404 0.5798449569348891; -0.9999999973971594 0.4292557419662557; 0.9996517696047736 -0.6725080391115889; -0.6040778009873958 -0.9863808607950337; 0.9999839779116865 0.9999999999935207; -0.9999999999999701 -0.9999999973855331; 0.09187232080077239 -0.14718603844594744; -0.2011879845100707 0.967884203827479]
320,1130,300,-32.58829043409409,[0.9999999994965907 -0.5683288896773435; -0.26617197463446723 -0.9998155520891128; -0.5910196521355091 0.9999900888104799; -0.9999999998491255 -0.35521127005723513; -0.9999999988025264 1.0; 0.6962522396203084 0.92444708351604; 0.9999999999961314 0.9999999769316745; -0.9961096760216693 -0.9999999998494464; 0.9999995499440697 -0.9999999999204472; 0.08110230084753843 0.13115593637304657]
