nPsoRun,n_iter,S,fgbest,optDes
122,2030,300,0.5151789662810323,[0.9999999991940196 -0.21619010243557682; -0.9999999975768571 0.9999999999029936; 0.003494835039407421 0.0002615204281198538; 0.004257509918463675 -0.001392810309082962; 0.999999999567312 0.9999999852574518; 0.9999999993165739 -0.9999999999897364; -0.2152984007017334 -0.9999999982443191; -0.9999999999275905 0.21563271669729472; 0.21652351914001805 0.9999999999723075; -0.9999999904055529 -0.9999999984059673]
123,740,300,0.5124560471608256,[-0.008905418271500602 -0.999999968640704; -0.9999971593623629 0.007756274553376763; 0.9999981342943877 -0.010665715790575132; 0.9999996065845486 1.0; 0.99998658229871 -0.9999998334092052; 0.016657930654359252 0.004039603272855734; -0.014058621743550218 -0.018575400268074516; -1.0 -0.999999970628422; -0.9999767728339679 0.9999996871433554; 0.009375578491733904 0.9999994060873848]
124,539,300,0.5137891261849483,[-0.9999906156851532 -0.16458735405655556; -0.9999795304977602 1.0; -0.9998569323968688 -0.9999914058328672; 0.9999885337226849 -0.9996969714582744; -0.016564565827032758 0.006845474466257873; 0.16402603796758744 -1.0; 0.0032220151689072852 0.00513082043236384; 0.9999060331557669 0.9999874540522999; 0.9999398208698157 0.1662406640688563; -0.16686011462817493 0.9999975553519125]
125,988,300,0.5137198278823313,[-0.01352269289370006 0.012736367570775356; 1.0 0.999997554891356; -0.9999994670288396 0.999999818868444; -0.9999993735992654 -0.9999999640791345; -0.16478936351903717 0.9999999520097129; 0.9999976980414476 0.16396806470440822; -0.99999995580974 -0.16191192125384687; 0.16113600562374986 -0.9999999726763033; 0.9999999705361439 -0.9999983860308697; -0.003458503081664366 0.0026443041759368698]
126,1668,300,0.5125364477362033,[-0.9999999999927532 -0.9999999999839202; 0.9999999999992417 -0.9999999999994396; -0.01624976797100973 0.006916316242870285; 0.9999999999991396 1.0; -0.9999999999999856 0.9999999999980617; 0.0497178841906872 0.9999999999963649; -0.0032429396147457116 0.0012693515014377504; 1.0 -0.05064103789236177; -0.9999999999952683 0.052550436704257325; -0.05345013201843901 -1.0]
127,1081,300,0.5124379338765441,[-0.9999999992312796 0.0011283095628221464; 0.9999999989888123 0.9999999999871467; 0.0079140964018315 0.005874077959533139; -0.9999999999894069 0.9999999992131894; 0.9999999999653584 -0.9999999992707141; -0.009502890680101609 0.011098408946490295; 0.00040453323647922845 -1.0; -0.9999999985992624 -0.9999999986840128; -0.0007247314718803214 0.999999999900899; 0.9999999992505033 0.002267760708613259]
128,1639,300,0.5165697105171958,[-0.9999999998465793 0.9999999999838591; 0.9999999995832741 0.9999999997573015; 0.9999999985644649 -0.9999999999297808; -0.9999999998263212 0.24772435013190255; -0.24812058542239357 -1.0; 0.9999999998983731 -0.24763580209078934; -0.9999999999685891 -0.9999999960565565; 0.004826927440456204 0.0007768358580177591; 0.2472462618302189 1.0; -0.010063209128482551 -0.001904967503847971]
129,1632,300,0.5149470434999208,[0.002803156175490505 -0.00659695590163428; -0.9999999084695136 -0.9999999347335494; 0.9999999997834808 1.0; 0.9999999726491579 -1.0; -0.2093128375989455 -1.0; -1.0 0.209420366599883; 1.0 -0.2093437782804788; -0.002129620026680769 0.00719570969956606; 0.2094491894874817 1.0; -0.9999996958275121 1.0]
130,1656,300,0.5135566371518037,[1.0 0.9999999998240162; -0.15491695157604274 -0.9999999999996234; -0.010032214625341608 0.0029967262027084714; -0.9999999998198849 0.9999999999167725; 0.9999999999990099 -0.1558649852102629; 0.9999999999381406 -1.0; -0.9999999998414979 -0.999999999885008; 0.016599147096749766 -0.00663493274157828; 0.15595755136032577 0.9999999999787325; -0.9999999999877359 0.15495177836125257]
131,2263,300,0.5124743258797932,[-0.9999999999809684 0.9999999999920239; -0.9999999999311001 -0.0362506779882228; 0.01210945220972655 -0.008698555281334883; 0.9999999848127397 0.03545346982972546; 0.03565328321893165 -0.9999999998361475; 0.9999999999897387 -0.9999999999891264; -0.03598778918207804 0.9999999998835735; 0.9999999999183493 0.9999999996949278; -0.9999999991092333 -0.9999999931985054; -0.013994986436293603 0.004790450327518875]
132,1336,300,0.512914188966022,[-0.015289601147906269 0.0076517274082221745; -0.00451879891774056 0.013397277405318852; -0.10800153625930824 -0.9999979034563099; 0.9999988242032621 0.9999994025730012; 1.0 -0.9999999931325826; -0.9999981321151186 0.10877288706063441; -0.9999999274901171 0.9999999933022425; 0.10485909351615556 0.999999650182265; -0.9999972086079111 -0.9999994877830762; 0.9999994405996697 -0.10417211861044014]
133,1588,300,0.5125503732051645,[-0.9999999999946184 -0.9999999999981325; -0.9999999999930692 -0.050226324751092545; -0.017535529490089942 0.005148648222899576; 0.05170589454105921 -0.9999999999780275; -0.9999999993244191 1.0; 0.013358760836058033 0.015473311203871468; -0.052845322153244306 0.9999999999817849; 0.9999999999992931 1.0; 0.999999999999155 0.054237888716418665; 1.0 -0.9999999999050072]
134,1653,300,0.5125098571857731,[-0.024897186741445403 0.9999999753222338; -0.9999999983664458 0.9999999515316764; 0.9999999900009044 -0.9999996389619865; -0.999999996558581 -0.02831714106930751; 0.019023240719101782 -0.03042977095307093; -0.9999999949050371 -0.9999999652207799; 0.9999999934430424 0.9999999995266015; 0.9999999942411869 0.025896739529562507; 0.002206977131577975 0.017399675289810023; 0.029225725000851653 -0.9999999943092039]
135,825,300,0.5143578947696865,[0.18887762605670172 -0.9999999994002423; 0.0028668754265145126 0.014435525324482654; -0.9999981242959213 0.9999999999137009; -0.010581480095257653 -0.021778504069934597; -0.9999813409855338 -0.19018735011692367; -0.18990871751750502 0.9999997358195407; 1.0 0.18856866523843543; 0.9999991947453131 0.9999999733951681; -0.9999999110055858 -0.9999999522976882; 1.0 -0.999995965806534]
136,2363,300,0.5133579015130542,[-0.1436540588203946 1.0; 0.0062699972017431355 -0.005363080864347342; -0.999999998751435 0.9999999609194281; -0.027699321554337793 -0.006257907984024087; 0.9999999999997607 0.1404545268255002; 0.9999999072617809 -0.9999998744625213; -1.0 -0.14337346278304564; 0.9999998307622203 0.9999998485657947; -0.9999999999561014 -0.999999996646594; 0.14015492891874887 -0.9999998949410209]
137,1284,300,0.5129311974379662,[-1.0 -0.11182317975521831; -0.9999999535939798 -0.9999999998872632; 0.9999999998382396 0.9999999990063573; -0.012719470276394536 0.006240059239180722; 0.9999999996319978 0.11210658327631992; -0.999999998788665 1.0; 0.1108814327461509 -0.9999999995646971; 0.0018588079824386954 -0.0029974643614021643; 0.9999999989523927 -0.9999999733435662; -0.11303546365520487 0.9999999964266386]
138,685,300,0.5124534134952269,[0.9999972593882315 0.008634352906721994; -0.9999886332862955 -0.012693112117807825; 0.9999913944375821 -1.0; -0.011130186423120607 0.9999999382274937; -0.9999862067228463 -0.9999998357827489; 0.010173630974005362 -0.9999990209058598; 0.0011225425064780685 -0.00905330085718545; 0.9999878832004521 0.9999976669050076; -0.9999955597755311 0.9999515774926228; -0.006205440957339691 -0.011003127554048168]
139,830,300,0.5132713481169273,[-0.13661533056344638 -0.9999999974893659; 0.008997685037458831 0.005662334528876478; 0.008092953897834423 -0.010017461141593076; 0.9999999474844448 -0.13883148501648712; -0.9999998562274198 0.13741481661437738; -0.9999999748674429 -1.0; 0.9999999999985822 -1.0; -0.9999999999788945 0.9999999571645911; 0.9999999999305251 1.0; 0.13960609501867782 0.9999990706675911]
140,1816,300,0.5129428187941404,[0.10504171056507358 -0.9999999968826645; -0.9999999910997794 0.9999999999825293; -0.9999999981150823 -0.9999999499709297; 1.0 -0.999999998248403; 0.0025569078765078994 0.02147863798232687; -1.0 -0.10241302840413033; 0.9999999996566147 1.0; -0.1071070504388079 0.9999999867622766; -0.007455862376171104 0.017448621500453742; 0.9999999941051315 0.10968655603321363]
141,354,300,0.5126004055764993,[0.9999995022979892 -0.9999997347983887; -0.046137970374045614 0.021678265072713705; 0.024653081232769176 -0.024625863307488952; -0.9999722089246826 0.007317276896714444; 0.9999994063723239 -0.007956269598975671; -0.9995311280870667 0.9999926231988605; -0.009980763792145016 -0.9999774019575971; 0.0058950514597822315 0.999953368149667; 0.9999999992789315 0.9999320736689574; -1.0 -0.9998500202004674]
142,2072,300,0.5137903846457167,[-0.9999999999913343 0.9999999999935768; -1.0 -0.16702811218800678; 0.9999999999888853 0.999999999995638; 0.1655379811081592 -0.9999999999998528; -0.015405392008246028 -0.00569062701081731; 0.9999999999958001 0.16678211642525304; 0.00023824505156910542 0.007823481944585467; 0.9999999999986219 -0.9999999999867243; -0.16832020900095537 0.9999999999985143; -0.999999999997153 -1.0]
143,1242,300,0.5124469446872286,[0.007039261628224743 0.002620119830993154; -0.9999999996216996 0.9999999995257308; 0.011013906556900053 -0.010149542804827683; -0.9999999998836895 0.012907218740426185; 0.0154741012056418 0.9999999986751485; 0.9999999999388653 0.9999999998455271; -0.9999999998580671 -0.9999999999998332; 0.9999999999835663 -0.014485307781940342; 0.9999999999980099 -0.999999999941144; -0.011894462262097722 -0.9999999999757241]
144,1094,300,0.5125900491256161,[0.9999998504313635 1.0; 0.9999999996493427 -1.0; 0.05912397000333648 -0.9999999999949861; -0.9999999704357703 0.9999997547175452; -0.010282144088794807 -0.025364085539310945; -0.9999999994898952 -0.9999999995488955; -0.056354408639163654 0.9999999807812268; 0.022699605502247137 0.006365770285082858; 0.9999999907434661 0.05584585976200279; -0.9999999999714504 -0.059384000841548594]
145,2094,300,0.5125057498547785,[-0.9999999999298137 -0.9999999999930859; 0.01274937734931151 -0.006674198900252213; 0.9999999999942393 0.018931652134054303; -0.9999999999928276 -0.0130955183091684; -0.9999999999739481 0.9999999998681616; 0.0007076248218207073 0.03556786927285445; -0.01463795813307609 0.9999999998979083; 0.9999999996848536 -0.9999999998953849; 0.017196234606906932 -0.9999999999991795; 0.9999999999683284 0.999999999862118]
146,928,300,0.5124641735874174,[0.028813540958789637 0.9999999948462405; -1.0 0.02895521586334466; -0.9999999967136615 0.9999999805685164; 0.004851566071371606 0.007334831964952718; -0.9999999844163018 -0.9999999843328378; 0.9999999996264464 -0.03033029638240277; 0.9999999997993717 0.9999999974156689; -0.030414391921390303 -0.9999999996539181; -0.01257650430504606 -0.014578148556804707; 0.9999999933637729 -0.9999999853648895]
147,1359,300,0.5132044211649601,[-0.9999999961546264 -0.9999999999648224; 0.9999999983553277 0.9999999999930791; -0.9999999999888172 -0.13395362903701896; 0.9999999991648634 -0.9999999916036977; -0.13294287949137554 0.999999998369259; 0.13511592478548268 -0.9999999982839948; 1.0 0.13413490964892402; 0.010285168603388833 -0.009302139428512962; -0.99999999994308 0.9999999987331734; 0.0012325000166006526 0.008088967137480725]
148,502,300,0.5139220934511016,[-1.0 -0.9998341597042637; -0.17046491614835674 -0.9999833859947281; -1.0 0.17079854587186064; 1.0 1.0; -0.014075420306830472 -0.020204992062687853; 0.17155319767980728 1.0; 1.0 -1.0; 0.02046218274317672 0.018112125760897234; 1.0 -0.17149561770318034; -1.0 1.0]
149,1456,300,0.5126272553127545,[0.07436758328911282 -0.9999999999997224; 0.9999999956852845 -0.9999999924164377; -0.9999999974076574 -0.07252251546120814; 0.9999999999998986 0.9999999998122652; 0.9999999999987018 0.07248228374651632; -0.070642191255344 0.9999999847995752; -0.9999998596107768 -0.9999999994544507; 0.007261622175577572 0.0019478960928777606; 0.01156229724808324 -0.004144808215836822; -0.9999999382127704 0.9999999992403056]
150,644,300,0.5125295661661138,[0.9999835707376804 -0.9999982771965767; -0.999998965746708 0.04405229243555414; 0.999999732065383 -0.04573213508565858; 0.008219185653802613 -0.019103077797291076; 0.01150002347469408 0.012024386523550756; 0.9999767155554976 0.9999782927561016; 0.046770773638972196 1.0; -0.042954548537183786 -0.9999998952742634; -1.0 -0.9999982010257776; -0.9999964752454933 0.9999629706613544]
151,1380,300,0.5126655164724726,[-0.07881767339558939 1.0; 0.999999999954506 0.9999999997692772; -0.002272972998264255 0.00484978785474587; -1.0 -0.08048001003149807; -0.9999999985722122 0.9999999999497502; 1.0 -0.9999999999322724; 0.006904366548468868 -0.016328562098732912; 0.07997615757627032 -0.9999999953572397; 1.0 0.07835099214836849; -0.999999999750032 -0.9999999957776383]
152,1063,300,0.5124507601611588,[0.010813057021048183 -0.008553196155679463; -0.003372293967816896 0.009994644839247847; 0.9999999836314083 0.9999999857825772; -0.0249850800268559 -0.9999999958031278; -0.9999999987982674 -0.999999999679068; -1.0 0.025823595604159363; 0.02648029130047356 1.0; 0.9999999999999918 -0.025591475533796242; 0.9999999990193819 -0.9999999660912556; -0.9999999675770597 0.9999999750368912]
153,917,300,0.5142006963320049,[0.9999999970102464 -0.9999999971120427; -0.006318018182164309 0.008160036074681989; 0.9999999845544717 0.1855620028842756; -0.9999999912606723 -0.18331897265418765; -0.18439309767074485 0.9999999946933029; -1.0 0.9999999961068561; 0.009837586065619757 0.003890104847142442; 0.18447372144815805 -0.9999999999989462; 0.999999974634828 0.9999999822314738; -0.9999999985800795 -0.999999989144003]
154,1349,300,0.5124720006414915,[0.999999999994614 0.0364338584590747; 0.004649662206361311 -0.009066276610980521; 0.002510082373076422 0.001900201505144037; -0.9999999998371373 -0.03778144243725044; -0.036360568658888336 0.9999999997465137; 0.03786203079715901 -1.0; -1.0 -0.999999999713112; 0.9999999998901224 -0.9999999992548527; 0.999999999999179 0.9999999999088445; -0.9999999999544988 0.9999999997290612]
155,1108,300,0.5131672174123587,[0.0014716689690372632 -0.018421091532810432; -0.9999999993613213 -0.13209723614903854; -0.9999999998761008 0.9999999989941452; 0.9999999694526871 0.9999999971733174; 0.1309188797904023 -0.9999999992695571; -0.004753114026742659 0.007960035788263936; -0.13116652337053641 1.0; 0.9999999986393427 0.13004238857347283; 0.9999999999992765 -0.9999999781047986; -0.9999999999096703 -0.9999999971823176]
156,1684,300,0.5148476495823695,[0.007934337745707266 0.005803857719186351; -0.010780472103383397 0.0009305211427374675; -0.9999999985906087 1.0; -0.9999999502657593 -0.9999999961621072; 0.9999999999921538 -0.9999999999999003; 0.20594235195619806 -0.9999999985140423; -0.20673435214002728 0.9999999999998755; 0.9999999999983238 0.2068197592412738; -0.9999999993085347 -0.20582452674219548; 0.9999999996458251 0.9999999999870215]
157,848,300,0.5125504647589461,[0.0036671900286965164 0.004526011672750471; 0.9999990259179625 -0.9999988771874164; -0.05874577700963786 -0.9999999183533947; -0.0012733134436023307 0.00840076029372795; 0.9999999862285265 0.999999848176448; -0.9999999564696856 -0.999999866832769; -0.9999999040175641 1.0; 0.9999997931200961 -0.05783263872860696; -0.99999986528987 0.06033940377215702; 0.059437788484480295 0.9999999834233056]
158,1990,300,0.5143790488457318,[1.0 0.99999995631801; 0.19128482104954198 0.99999999778177; -0.19009680402979517 -1.0; -0.9999999991552584 -0.999999815147325; -0.9999999995235219 0.9999999990232136; 0.9999999993218903 -0.19199185085010018; 0.9999999641130741 -0.9999999777126726; -7.752973454584706e-5 0.002748530159102038; 0.010234641486529299 -0.015182164025670202; -0.9999999938079431 0.18940079475889152]
159,550,300,0.5130373829792627,[0.1139445974906809 0.9999996389981148; 0.9999145061810982 1.0; -1.0 -1.0; -0.028880964851267073 0.012189714224096381; -0.9999997639447796 0.9999669050551883; 0.999999931555693 -0.11158611987709428; 0.02071102624533352 0.01540661018442854; -0.9999934400399051 0.1170560434911659; -0.1146613819829332 -0.9999999793299448; 0.9999994338544299 -0.9999295990392186]
160,849,300,0.5130680518310512,[0.1226788706094726 0.9999994098825404; -0.9999853493503204 0.12193169131477928; 0.9999951980219177 0.9999986992323757; 0.9999992194846096 -0.12345559528232872; 0.9999948096240485 -1.0; -0.008997276084452324 -0.019359983296549654; -0.9999999810039902 -0.9999998662280095; -0.9999906996164553 0.9999999425518367; 0.011011057642540553 0.011541191658632793; -0.12257641936200103 -1.0]
161,2110,300,0.5129325732316712,[0.9999999999969167 0.11144830495307345; -0.11195904503549817 0.9999999999962892; 0.9999999999807174 -0.9999999999959968; 0.11248223615285219 -0.9999999999960058; -0.9999999999972495 -0.11296467011327084; -0.9999999999953938 1.0; -0.009309261766224687 -0.006592593004199418; 0.9999999999948426 0.9999999999996663; -0.9999999999985396 -0.999999999998833; 0.010745574193045053 -0.0016508920916081453]
162,1633,300,0.5125703904073867,[0.06508349210970871 0.9999999999999215; 0.0072071068010095074 0.004353431726325844; 1.0 -0.06483097596945385; -0.06453643434645343 -0.9999999999996516; -0.004433807012700226 -0.004216469712908783; 0.9999999999997077 -0.9999999999901099; 0.9999999999996081 0.9999999999982986; -0.9999999999985133 0.9999999999996468; -0.9999999999997472 0.06480627544367527; -0.999999999999942 -0.9999999999998226]
163,1634,300,0.5133914085421176,[-0.0052174865236997055 0.008269280264116536; 0.9999999985489691 -0.9999999999244316; -0.1472061773506168 0.99999999924746; -0.00016825014757450318 -0.004047060681100106; 0.9999999978184823 0.14692372557222333; -0.99999999756069 -0.14635690799704154; -1.0 0.999999993966297; -0.9999999994532816 -0.9999999984466343; 0.9999999291650697 0.9999999903401519; 0.1460654268299694 -0.9999999997231019]
164,1463,300,0.514318197629354,[0.9999997568710489 0.99999987638078; -0.18933755112428102 -0.9999999985249043; 0.189093328885535 0.9999999854323461; -0.9999999924229194 0.18953258386951738; 0.9999996626706219 -0.9999999429026641; 4.76644293857366e-5 0.002858700492846219; -0.002277041776423436 0.0002458200059407781; 0.9999999453184345 -0.18889903132221564; -0.9999999981528607 0.9999999979851242; -0.9999999988990501 -0.9999999728731754]
165,1805,300,0.5124420873628667,[0.9999999999999641 0.017782075147061795; 0.9999999993898392 0.9999998565074937; 0.012536641518842335 0.010622940689159602; -0.009281595456352392 -0.00010705778261860401; -0.9999999984631949 0.9999999987083619; 0.9999999981597173 -0.9999999999876801; 0.0170403660225188 -0.9999999901983607; -0.016443814311100865 0.9999999956390709; -0.9999999992927635 -0.9999999843265216; -0.9999999933786446 -0.015664207271311986]
166,895,300,0.5128791096544245,[-0.9999999923610754 0.10575878513681101; 0.10449588794256905 0.9999999790228994; -0.9999999995997398 0.9999999741005962; 0.9999999999184732 -0.1011788172409869; 0.9999999832774498 0.999999980251504; -0.9999999995100409 -0.9999999701280434; 0.01411348223263462 0.01724814990946908; -0.007126698151813672 0.007791576998284942; -0.10245242586958413 -0.9999999484412272; 0.9999999999833974 -0.9999997025382824]
167,842,300,0.5129898330272368,[-0.11606433192636378 1.0; 0.004903471810018534 0.00798128371555263; -1.0 -0.9999999911780548; 0.999999997675695 0.9999999503167861; 0.9999999996563891 0.11614212930003677; 0.11770455513128603 -0.9999999601335977; -0.9999999996584497 1.0; -0.9999999999935753 -0.11761363415144721; 1.0 -0.9999995119680973; 0.002292525482993316 -0.01699666266154768]
168,179,300,0.513479700980491,[0.11930435611491634 -0.9997605999748863; -0.0015436695899778106 -0.015884417901206198; 0.9998435021433273 0.11853223119833775; 0.9996100627525888 0.999413699220034; -0.11707574640710451 0.9999998518041856; 1.0 -0.9999971160438956; -0.9999943437130977 -0.118049985751068; -0.9999517787237068 0.9967033721868868; -0.992946305546445 -0.9989969350661922; 0.0048833750380155895 0.018601209710989657]
169,709,300,0.512553447359674,[0.029625609375529126 0.01953335374771834; 0.040115000384171005 -0.9999954598690047; 0.9999969335884797 0.9999992806954703; 0.9999983834232739 0.03701851571705557; -0.013406914533283725 -0.032333633393174965; -1.0 0.999999559945709; 0.9999982430419344 -0.9999925301698898; -0.999997621225886 -0.03938980121674379; -1.0 -0.9999985328740287; -0.036746891464642696 0.9999996850912676]
170,312,300,0.5145827973642829,[0.9999585130413696 -0.9998852666645978; -0.1967354258259253 -0.999999342757161; 0.9999985541851406 0.9998039971911059; -0.9999034710838063 0.9999986828948272; 0.19658940870134584 0.9999520038988746; -0.999952446438572 0.19702201266561406; -0.008122321236744834 0.0049872446184389555; -1.0 -0.9994718899928263; 0.006096474778125318 -0.001750614535153003; 0.999932544773653 -0.1962526128706543]
171,1500,300,0.5130904011002547,[1.0 0.9999999999992917; 0.9999999999999905 0.1265236258829338; -0.999999999999994 -0.9999999999999681; -0.12644658515722426 0.9999999999999952; -0.00566353713580901 -0.0030825112089047204; 0.9999999999999756 -0.9999999999998215; -0.9999999999955254 1.0; 0.12620219379013303 -1.0; -0.9999999999997551 -0.1261079986141814; 0.004783440812800624 0.005468433853209485]
172,997,300,0.5124699805349457,[0.9999999775918023 0.02336128973908511; 0.9999999838976796 1.0; -0.9999998583734293 -1.0; -0.999999925527462 1.0; -0.01726754844747547 0.007567834946708328; 0.0004167996801717426 0.010293106307363475; 0.9999999999966862 -0.9999997378149788; -0.0234116846499541 0.9999999738821843; 0.019932669214777907 -0.9999999998826732; -1.0 -0.01990090374813505]
173,1332,300,0.5125075027710563,[0.045910259830666496 -0.999999999987561; 0.999999999977994 -1.0; -0.04802329102321891 0.9999999999996985; -0.9999999999991807 -0.9999999999513305; -0.0009494956155295854 -0.007183417090498886; -0.010402218379228794 -0.0028226829611373684; -0.9999999997851471 -0.04805281974985163; 0.9999999999951407 0.9999999999922006; 0.9999999999866285 0.045915100306260656; -0.9999999999999885 0.9999999999950974]
174,837,300,0.512440689874883,[0.9999945078810509 0.017225702103776913; -1.0 -0.014742153168910147; -0.00483155492903607 0.009041542670670682; -0.01688257147344922 0.9999999737169618; -0.9999992146708482 0.9999983934433; 0.9999993611553556 -0.9999998786846968; 0.01511059741731994 -0.9999996219907558; 0.9999994518093752 0.999999931644746; -0.9999987428443506 -0.9999927600494515; -0.0037693493798190082 0.00357655000403327]
175,785,300,0.5136334958213935,[0.16019562859728648 0.9999999684029588; -0.002692201506726952 0.0022862375724625977; -0.9999997621363561 -0.9999987493919011; -0.9999981115413168 0.9999999047025472; 0.9999995821657486 1.0; 0.9999970312192785 -0.9999992498382417; 0.01534192988786036 -0.010332289154968905; -0.1582482522507492 -0.9999999999851851; -0.9999999998583099 0.15823784751393194; 0.9999999055146884 -0.16018546948744503]
176,733,300,0.5155963368689566,[-0.010049274079148674 0.0004379934786642003; -1.0 0.999989086778382; 0.9988483779188569 -0.9999998906864976; -0.2224961911993361 -0.9999928314351066; -0.0030993158142817025 0.0007962212682614104; -0.999997906656325 0.22184964095549012; 0.21935158268706956 0.9999968051600779; -0.9999620396355817 -0.9991066630428408; 1.0 0.9969129664808278; 1.0 -0.22050112122587923]
177,1182,300,0.5132881067476148,[0.9999991237817676 0.9999986731269254; -0.9999999833888586 0.14028281875904955; -0.14031800809546185 -0.9999997335789623; 0.007390871960817728 -0.0034851414335972004; 0.9999996341449595 -0.14008183553778175; -0.9999998832213702 0.9999998080045658; -0.008877400684423328 0.004285025978680522; 0.9999997935456943 -0.9999999589707542; 0.1400749024600419 0.999999972217515; -0.9999997725972634 -0.999998277316644]
178,1834,300,0.5146195153037464,[0.9999999972535851 -0.19872688880936076; -0.20058992227552633 -0.9999996914397201; 0.999998922142284 -1.0; -0.013325051843027555 0.00037157604437508985; 0.19688423298732718 0.9999999892477954; -0.0070043223377593816 -0.005970497373201358; -0.9999998293154372 0.9999999285235236; -0.9999999549156798 0.1987092276905404; -0.999999992925916 -0.9999985043065647; 0.9999999093766477 1.0]
179,879,300,0.51328434572494,[0.009417783796334615 0.007737583527957109; -0.13946326367826656 0.9999999919163767; 0.9999999962656828 0.9999999847901407; 0.9999999988234175 -0.9999999380319271; -0.999999997449014 -0.13867420023156746; -0.9999999893150474 0.9999999089277768; -0.9999999162902851 -0.9999999962663373; 0.9999999951969747 0.14064025693565468; 0.13986053424659378 -0.9999999948915695; -0.005303322736107152 0.0021462259455124126]
180,1175,300,0.5124470176306439,[0.9999995537801935 0.9999993542407372; 0.0018565695508049528 -0.010863002951806812; 0.9999999234462414 0.02236143923828217; -0.9999999110536305 -0.02462790276422692; -0.02386162689411512 0.9999999720947427; 0.023100824075985744 -0.9999998950291389; -0.9999989585915539 0.9999999915847555; -0.0060457087597642145 -0.00034843336748379816; -0.9999997506094389 -0.9999991800638192; 0.9999937300010151 -0.9999998147598065]
181,953,300,0.5128931562179037,[-0.00639031602128382 0.015555714175997543; 0.10456487471022326 -0.9999999731173124; -0.10665223609714716 0.9999999268521227; -0.9999911858535043 -0.9999999860853023; 0.9999997648443197 -0.9999999824055458; -0.9999999979565901 -0.10334529625224632; 0.9999993513728339 0.9999999982222258; -0.999997915589033 1.0; -0.0008529191156040763 0.009133025347188437; 0.9999983895832026 0.1078422547590132]
182,1234,300,0.5137012265950675,[0.0058930165367497385 0.0019383316707217244; 0.9999999401982047 0.999999873085604; -0.9999998763038667 -0.9999996552309036; 0.9999997711288398 0.163602770322173; 0.16411981819402505 -0.9999999503460696; -0.9999999475753463 -0.1619150631568856; -0.16138051193013908 0.9999999600532512; 0.9999999224920184 -0.9999993583591743; 0.010727487569537992 0.0037369850060891877; -0.9999999917304208 0.9999986918918475]
183,1282,300,0.512561603128355,[0.06254789343779635 0.9999998473768189; -0.9999999955334141 -0.9999999691663354; 0.9999999697972921 0.9999999592482602; 0.004948102264920413 -0.0035138924922655276; 0.9999998569569669 -0.9999999723462378; -1.0 0.061907995735837655; -0.06030822198901009 -0.9999999762864276; 0.005902524823535428 0.009428643571344673; 0.9999999332778744 -0.06093675029921812; -0.9999999895658673 0.9999960231080847]
184,853,300,0.5129387466913297,[0.9999996594203464 0.9999998929228059; -0.9999999997625342 -0.11245968426378988; 0.9999999984110783 0.11345439958519808; -0.9999999978684615 1.0; -0.9999999831582757 -0.9999998387030831; 0.00430308407452696 -0.0012525322551803105; 0.11229025907128858 -0.9999999906556166; -0.010288586119733285 0.00748194372921691; -0.11361285859291792 0.9999999888417466; 0.9999999945572369 -0.9999999991235738]
185,1596,300,0.5158557712101622,[0.9999999608803604 0.9999999937785687; -0.9999999805032244 -0.9999999983131194; 0.9999999955218866 -0.9999999996568159; 0.9999999964327938 0.23248620931299846; -0.9999999997638893 0.9999999946237117; 0.23249534031425734 -0.9999999998886181; 0.0070099561750241145 -0.004809297221021091; -0.9999999999952389 -0.23274437517259086; -0.008751726472200357 0.0037364962833047136; -0.23272164002118317 0.9999999991829999]
186,430,300,0.515417375327982,[0.9999487615649486 -0.22135074701036583; 1.0 0.9999808199772945; 0.008043543645971854 -0.005396601241748681; -1.0 0.22023694761512413; 1.0 -0.9997939670227879; 0.22114361173271246 1.0; -0.003075393616354776 0.0002491706324993595; -0.22032460764499492 -1.0; -0.9999831963325938 -1.0; -0.9982839908090625 0.9999992917743765]
187,829,300,0.5126982636801228,[-0.019674604666011158 -0.023655670241542075; -0.08092406412185565 -0.9999977803560542; 0.9999999610220895 -0.07962492824686576; 0.0020751602424279674 0.01745560889447565; 1.0 1.0; -0.9999950304868152 1.0; -0.9999999543737564 0.07882845245141074; 0.99999742748039 -0.9999993524949551; -0.9999866694156608 -0.9999992748582095; 0.07736620664463399 0.9999995675014517]
188,362,300,0.5125322184076715,[-0.016939150493186884 0.021448156413523087; -0.0033453831336184552 0.00234421491022007; -0.024874111574810887 -1.0; -0.9996464512251912 -1.0; 0.02100713567030129 1.0; 1.0 0.9999878688921071; 0.9999933865794003 -0.020554270714743864; -0.9999963648001816 0.0254484524471667; -1.0 1.0; 0.9998973585964037 -1.0]
189,1459,300,0.5124984778890421,[0.9999999999549254 -0.9999994563983242; -0.048063174121810326 -0.9999999051930089; -0.9999999999990915 0.9999999880369754; 0.9999999999837634 -0.047468783608614805; -0.00021612299073938204 0.002447781992465565; 0.04687436389917655 0.999999963336418; 0.9999999845512987 0.9999997089980128; -0.0057564157536578835 -0.002840235973780853; -0.9999999994491763 0.04747327924842364; -0.9999999184017929 -0.9999998797049724]
