nPsoRun,n_iter,S,fgbest,optDes
232,364,300,0.9452063506755531,[1.0; -1.0; 0.6198471446677791; -0.6204033642174717; -0.002389918958573284]
233,557,300,0.9452118379070125,[0.6206129386662657; 0.004176450660473472; -0.9999999682143813; -0.6196409318032289; 0.999999985382686]
234,564,300,0.9453821483779926,[-0.9999997385695655; -0.6179160343882641; 0.019444084637786827; 0.6224428315213257; 1.0]
235,364,300,0.945212358219122,[0.6196248922613619; -0.004315790419407762; -0.6206293280730112; 1.0; -1.0]
236,363,300,0.9452824005171859,[0.6216207343673634; -0.6186740414555029; 0.012672695643391938; 1.0; -0.9999999946029838]
237,343,300,0.9452073221427029,[0.6198005319222855; -0.6204505773394575; -1.0; 1.0; -0.0027930642344438984]
238,402,300,0.9452646773636614,[-1.0; 0.9999970350000957; 0.6213259636541626; -0.6189584698665473; 0.010206335106297653]
239,225,300,0.945205091282898,[-1.0; -0.6199246289963315; 0.6203250690780399; 0.0017205729660609743; 1.0]
240,474,300,0.9452286677739306,[-1.0; -0.6192794410241974; 0.6209848545037151; 0.007327753771733044; 1.0]
241,322,300,0.9452051869468923,[-0.6199177070181436; -1.0; 1.0; 0.0017803195908480147; 0.6203320510949449]
242,150,300,0.9452359581428601,[0.6210342237214788; -0.6192316238215935; 0.0077572173843170064; 1.0; -1.0]
243,123,300,0.945258608134596,[1.0; 0.6204338162536077; -0.6198096006096021; -1.0; 0.0028136149595464344]
244,424,300,0.9452058114356647,[-0.002133735285368622; -0.620373386219463; 1.0; -0.999999999999801; 0.6198767897930153]
245,448,300,0.9452050908181024,[-0.6203265309035251; 0.6199231999214928; -1.0; 1.0; -0.0017329993435347747]
246,402,300,0.94540507287339,[1.0; 0.014966318142269706; -0.6183724426301525; -0.9998569448011659; 0.6218924093685589]
247,106,300,0.9452496299265091,[0.6191328791045128; 1.0; -1.0; -0.00858607798160838; -0.6211430181776535]
248,249,300,0.9452372751242533,[-1.0; 1.0; -0.6204633406616443; 0.6197900362573707; -0.0029860408962600537]
249,550,300,0.945204160911587,[0.0010018546891428907; 0.9999999999964316; -1.0; -0.6200079944135264; 0.6202411619522487]
250,329,300,0.9452199216413285,[-0.6194507167739444; 0.6208081177156116; 1.0; 0.0058317533954413536; -0.9999999206395629]
251,439,300,0.9452181393425023,[0.9999983108798212; 0.6195567035816953; -0.6206999950946158; -1.0; -0.004907127702396636]
252,723,300,0.9453358791269947,[-0.016855193736060797; -0.6221265510699344; 1.0; -1.0; 0.6182039627933235]
253,239,300,0.9452045629591641,[0.6200572374166728; -0.0005752057366737877; 0.999998782778587; -1.0; -0.620191391022091]
254,301,300,0.9452629391275541,[0.6188938600575999; -0.9999999771303443; -0.01070193047520342; 0.9999976894925302; -0.6213900589172644]
255,181,300,0.9452060213007966,[0.0014266961052513986; -0.6199579736646403; 1.0; 0.6202900009312862; -1.0]
256,658,300,0.9454334966365517,[0.6176132862162721; -0.9999999489167171; -0.022189920967377437; 1.0; -0.62277689305895]
257,315,300,0.945223901336081,[-1.0; -0.6208976751963958; 1.0; -0.006591225889364824; 0.6193636730315486]
258,83,300,0.9453781759546667,[-0.6194265077834248; 0.620680218692377; 1.0; 0.005453121384860503; -1.0]
259,388,300,0.9452159482114934,[0.005062799034391047; 0.9999994277691482; -0.6195389620006847; 0.6207171219461978; -0.9999999928512294]
260,696,300,0.9452595352448263,[-0.9999975155738163; 0.6213989554184068; -0.6188828849604568; 0.010808849570290257; 1.0]
261,37,300,0.9551530288324543,[0.6094605757843318; -1.0; 1.0; -0.10049426743494005; -0.6367674921233285]
262,590,300,0.9452133485247987,[-0.004556223156476616; 1.0; 0.6195972198284692; -1.0; -0.6206576123224237]
263,328,300,0.9453126720485672,[-0.015258340005112796; -1.0; -0.6219333822306476; 0.6183821029954572; 0.9999989487682281]
264,99,300,0.9461606441797842,[-0.9999961988912242; 0.039996845139460446; -0.6157222323535543; 0.6251094944134928; 1.0]
265,229,300,0.9452997960707976,[0.6217375667387235; -1.0; -0.6185635442733685; 1.0; 0.0136112991556806]
266,393,300,0.9452075651745978,[-0.6204601136655021; -1.0; 1.0; -0.0028744087557762837; 0.6197911449818849]
267,271,300,0.9452632751706704,[1.0; 0.6188267236189491; -0.011309814348613952; -0.6214589443690569; -1.0]
268,624,300,0.9452111793037546,[0.6205935959404656; -1.0; 1.0; -0.6196598961549992; 0.004011854739697935]
269,145,300,0.9452142428265925,[-0.6205174584438109; 0.9999993157379555; -1.0; -0.003385760796867796; 0.6197293887809805]
270,417,300,0.9452221713255761,[0.6193966706285188; -0.62086361180301; 0.9999999999981308; -0.006303078090416835; -0.9999999999999957]
271,546,300,0.9452233235307148,[-0.6193755044850517; 1.0; -0.9999999075701202; 0.6208854318084407; 0.0064876874926416755]
272,502,300,0.9452038604961814,[1.0; 0.6200548832751116; -0.6201940875046466; -0.0005981209552352898; -1.0]
273,96,300,0.9465705062646351,[0.6241163926641943; 0.9995872277524911; -0.6162370248306466; 0.03262462660049068; -0.9999901907175279]
274,461,300,0.9452188479737528,[-0.999999998874368; -0.6207802515822611; 0.6194776469713293; -0.005597335250129273; 0.9999994722832419]
275,253,300,0.945380031057869,[-0.9999995318182424; 0.9999999348650099; -0.0037317053247327746; -0.6204754540541635; 0.6196014662930035]
276,395,300,0.9452036976111502,[-1.0; 0.6201344094118956; 8.571410811066258e-5; 0.9999999999975058; -0.6201144606456868]
277,94,300,0.9480813488787632,[0.02375068086928063; -0.6162581845370978; -1.0; 1.0; 0.6226425478037197]
278,154,300,0.9452991447271992,[1.0; 0.6217854748219299; 0.01404244364703451; -1.0; -0.6185168699144976]
279,361,300,0.9452119775325365,[-1.0; 0.6206180985157361; 0.004220300403335825; 1.0; -0.6196358864110668]
280,485,300,0.9452171215851839,[0.9999999999985238; -1.0; -0.6207538505388429; -0.005373236693837869; 0.6195033124337473]
281,875,300,0.9452597406014203,[0.010976722025302149; -0.6188644358430847; 0.6214190518884194; -1.0; 0.9999999972955415]
282,147,300,0.9453455420126478,[1.0; 0.6217166174059551; 0.013697430527762946; -0.6185280360701478; -1.0]
283,282,300,0.9452272447223474,[0.007102212628532321; 0.6209581546131877; 1.0; -0.6193051975910482; -0.999999896263862]
284,417,300,0.9452038157304744,[-0.0005100759135053774; -1.0; -0.6201838276028562; 0.6200651145624327; 1.0]
285,108,300,0.9452843973391675,[-1.0; 0.6195121579949746; -0.6206941624399593; -0.005008945647898715; 0.9999944989231211]
286,455,300,0.9452091712400739,[-0.6197267754015648; 0.6205254761878216; 1.0; 0.003431797718922573; -1.0]
287,650,300,0.9452456571006733,[0.009498332758816395; -0.9999999999999973; 1.0; -0.6190321133307798; 0.6212426767923543]
288,124,300,0.9453521035887805,[1.0; 0.0021864064160030602; 0.6204127315824524; -1.0; -0.6199238788917408]
289,504,300,0.9452114823385726,[-0.6205994618682278; -0.004062247770119401; -0.9999999983008386; 0.6196540302356486; 1.0]
290,296,300,0.9454259213262994,[-0.9999999718014456; -0.6226680507817619; 0.9999999999966868; -0.021227054176557094; 0.6177158509751889]
291,505,300,0.9453603071833205,[-0.018319637017753007; 0.9999999999025684; -1.0; 0.6180408256522204; -0.622304485304103]
292,585,300,0.9452141403582812,[-0.004735083071889396; 0.61957664351356; -1.0; -0.6206786772975181; 1.0]
293,163,300,0.945208619485482,[-0.619860602350641; 1.0; 0.0022622707440313424; 0.6203873765949036; -1.0]
294,447,300,0.9452050807651607,[-0.6203257863398574; -0.0017266288416941064; 0.6199239380826286; -0.9999999996647153; 1.0]
295,505,300,0.9452391402883156,[-0.6191265084529073; 0.9999993175227999; 0.62114383425303; 0.008669139359414076; -0.9999999999956665]
296,43,300,0.9458512959132412,[-1.0; 0.6187578504947348; -0.011678499865114638; 1.0; -0.6218756345553295]
297,199,300,0.945221173820497,[-0.005786942108114407; -0.6208016218466836; 1.0; -1.0; 0.6194547984791955]
298,233,300,0.9452243718449963,[1.0; 0.6205203290267982; 0.003446717053061028; -0.6197228976334774; -1.0]
299,774,300,0.945230495337969,[0.007590938214346091; -0.6192493793437923; 0.6210160437847991; 1.0; -0.9999999978029515]
300,231,300,0.9453045089458951,[-0.9999439806624413; 1.0; 0.6187569377020969; -0.011931380047758526; -0.6215187612646712]
301,56,300,0.9460462997346656,[0.015018625250029144; -1.0; -0.6189298754574507; 0.6218183008483665; 1.0]
302,510,300,0.9452065249512601,[-0.6198391233703077; 0.6204114759487699; 0.002459258775827914; 0.9999999714388301; -1.0]
303,321,300,0.9452390689535846,[-0.6211498186823856; 0.6191208881345343; 1.0; -0.008717947258826077; -0.9999999790951388]
304,381,300,0.9452834342504942,[1.0; -0.9999992927676062; 0.6194165158183894; -0.6208795432454106; -0.006280993597669471]
305,413,300,0.9452038392576827,[-0.0005583793291553654; -0.6201894563056034; 0.6200595013499509; -1.0; 1.0]
306,644,300,0.9452209723739619,[-0.6208390484773237; 0.6194204933121018; -1.0; -0.006095172241011893; 1.0]
307,622,300,0.9452039915427182,[-0.6202175861312113; -1.0; -0.0007997069946283177; 0.9999999999999715; 0.6200314656005189]
308,265,300,0.945216095429908,[-0.00022520592518958293; -0.620150693381131; -1.0; 0.9999793605880235; 0.6200932169595289]
309,205,300,0.945205332232891,[-1.0; -0.6199200103485204; 0.9999999554391344; 0.6203297116181097; 0.0017608548133133527]
310,526,300,0.945203832703855,[0.620060954971873; -0.6201879986323108; 0.9999999999898793; -0.0005458704336823857; -1.0]
311,570,300,0.9452037081170908,[-0.6201446231693565; -1.0; -0.00017345707662469806; 0.6201042534747152; 1.0]
312,481,300,0.9452708723070039,[0.6187576261523078; 0.9999998449609508; -0.011917494211088293; -0.6215317798912763; -0.999999999126401]
313,495,300,0.9452041960227778,[0.0010388539679818652; 0.6202454783231607; 0.9999999999880894; -0.6200036997284336; -1.0]
314,235,300,0.9452045721423259,[1.0; -1.0; -0.6201743504527982; 0.6200738800810363; -0.00043122376456846]
315,196,300,0.9453430867820252,[0.6215010087987822; -1.0; 0.9999872251873904; 0.011956155019696; -0.6187339253692193]
316,643,300,0.9453038398691104,[-0.9999999999999433; 1.0; -0.6218626138586295; -0.014671768179412402; 0.6184481116196117]
317,423,300,0.9452130705593433,[-0.6206439975655151; -0.9999997215943673; 1.0; -0.004440965124964971; 0.6196104918049566]
318,58,300,0.9516632991441605,[0.08082693945489244; -1.0; 0.6290135190589793; -0.6114681003099064; 0.9954882807956864]
319,376,300,0.945220240985577,[0.6196096808863965; -0.6206367213826859; -0.004412654314519127; -1.0; 1.0]
320,239,300,0.9452047790138198,[-1.0; -0.6199907845113136; 0.0011482938950056042; 0.620258183713554; 1.0]
321,284,300,0.9452347897784474,[-0.6207472650763025; 0.6195143683281128; 1.0; -0.9999899753121456; -0.00526026003484694]
322,276,300,0.9452040709328215,[-1.0; -0.0008991009182012418; 1.0; 0.6200199237438754; -0.6202291770146003]
323,1241,300,0.9453552944570156,[-0.6222715557668234; 0.9999999998284426; 0.6180709476897479; -0.9999999999999969; -0.018049982246836436]
324,901,300,0.9452685245238057,[1.0; -0.6187708901981495; 0.6215180211830044; -0.9999999947388449; 0.01180390279427186]
325,506,300,0.9452102825537292,[-0.0037236225409039278; 0.6196930652077253; 1.0; -1.0; -0.6205597721088453]
326,419,300,0.945214917592768,[0.6206636081305629; -1.0; 0.004611465534983507; 1.0; -0.6195911314861405]
327,474,300,0.9452115894352744,[0.004100610393101769; -0.6196496438826657; 0.9999999859162454; 0.6206040297172968; -1.0]
328,398,300,0.9452198304034691,[0.00563590900919378; 0.9999997837331106; 0.620785309787821; -0.9999998921104978; -0.61947329732514]
329,330,300,0.9452446696832634,[0.6201962021155272; 0.0007650940799629765; -0.6200350559404769; 0.9999297217858976; -1.0]
330,441,300,0.9452044559485259,[0.6202736088366548; -0.6199757297970478; 0.001279901775523195; 1.0; -1.0]
331,172,300,0.9453520690016148,[0.6182579054993018; -0.01630333682684279; -0.6220509006438139; 0.9999999054198189; -0.9999831621223566]
332,257,300,0.9452066445791332,[0.0014880173732111015; -1.0; 0.9999969726212005; -0.6199514630626718; 0.620297111040729]
333,166,300,0.9452079147482412,[-0.6200960581179348; -1.0; 1.0; 0.6201491203200241; 0.0002256198181180074]
334,755,300,0.9452300868327239,[0.007533011815998752; 1.0; -0.9999999995661589; 0.6210091773980123; -0.6192559944635012]
335,161,300,0.9452150197022332,[-0.9999876444178211; -0.6198741457360364; 0.6203732007039607; 0.0021378033517764853; 0.9999984653980909]
336,327,300,0.9453067617560033,[0.01488391355132263; 0.6218881969909799; -0.6184243299486791; -1.0; 1.0]
337,828,300,0.945208011482666,[0.6197805832870312; -0.9999999994036592; -0.0029648586058973747; 0.9999996288286025; -0.6204707002947623]
338,570,300,0.9452971521010373,[0.9999999969359125; -0.9999999860082217; 0.6218020917034034; -0.6185044932006687; 0.01416947428536085]
339,554,300,0.9453547524689091,[1.0; 0.6222154759277027; -0.9999986975149281; -0.6181257173341868; 0.017568282349348062]
340,50,300,0.9498274638737941,[-0.9986847678420067; -0.025472439929379934; 1.0; 0.6189427000076607; -0.6217601400107552]
341,542,300,0.9452039174799164,[-1.0; 1.0; -0.620043857285291; 0.6202051486974693; 0.0006930233088676432]
342,207,300,0.9452041212608359,[0.6201794558289557; 0.00047401234515968566; -0.6200691550219863; 1.0; -1.0]
343,620,300,0.9452046204329683,[-1.0; 0.0014113254236355268; -0.6199604871177788; 1.0; 0.6202889531297584]
344,143,300,0.9452693397514201,[1.0; -1.0; 0.6203900981164903; -0.6198287962046083; 0.0025116668665002726]
345,357,300,0.9452049987993348,[-0.0016733798737539652; 0.6199301079421725; 1.0; -1.0; -0.6203195659381823]
346,549,300,0.945216362366119,[0.005219129261644164; -1.0; 0.6207356831684198; 1.0; -0.6195210107964796]
347,371,300,0.9452073770441984,[0.002323916818567269; 0.9999985870277659; -0.9999994533703453; 0.6203952617205427; -0.6198546187972662]
348,354,300,0.9452125612139008,[-0.6206259906479727; 0.9999994897714062; -0.00428758355822555; -0.9999999989746368; 0.6196280051308435]
349,735,300,0.9452934478090184,[0.9999997914546344; -0.621722221894854; -0.01352174094861775; 0.6185771219324809; -0.9999920596741868]
350,424,300,0.9452313151859493,[-0.6192396535397863; 0.999999649302244; 0.007676142984221799; 0.6210260631247282; -1.0]
351,490,300,0.945205961322553,[0.6203820709502361; -0.6198681976587723; -1.0; 0.9999999999999541; 0.002207969252739423]
352,527,300,0.9452137864034514,[-1.0; 1.0; 0.6195854653620616; -0.0046583978966202744; -0.620669637289794]
353,285,300,0.9452259660618887,[-0.6208638543797657; 0.9999938912273388; -0.006306381663160823; -1.0; 0.6193950299986271]
354,511,300,0.9452059700743642,[0.6198677049215258; -1.0; -0.6203825690945187; -0.0022122268005075295; 1.0]
355,180,300,0.9452068809077243,[-0.9999998711839791; 1.0; -0.0024077811684036807; -0.6204052270191116; 0.6198448565938746]
356,585,300,0.945227607166664,[0.620951061498968; -1.0; 1.0; -0.6193125557909877; 0.007036232398000407]
357,53,300,0.9484437590302721,[-0.628188174080758; 1.0; -0.05188216944762238; -1.0; 0.613968784044304]
358,543,300,0.945210406809669,[-0.003799205803252184; -0.6205686120307973; -1.0; 0.619684402845901; 1.0]
359,415,300,0.9453197606347015,[-1.0; -0.6219981656671726; 1.0; 0.618322391833652; -0.015794533757231888]
360,529,300,0.9452100153750915,[1.0; -1.0; 0.0036867740411907325; 0.6205554077781982; -0.6196973652859463]
361,627,300,0.9452037401337462,[0.6201610454502158; 1.0; -1.0; -0.620087850972583; 0.0003144957890234699]
362,170,300,0.9452101144202506,[-0.6203042187247052; -0.0015663824632757045; 1.0; 0.6199397709278514; -1.0]
363,255,300,0.9452293358198995,[-0.6192805505005167; 0.007317132704910011; 0.6209832750254702; 0.9999996509122385; -0.9999999460224623]
364,231,300,0.9453379379313218,[-1.0; 0.016656209824038495; -0.6182258428079377; 0.9999925264445908; 0.6221013042436357]
365,440,300,0.9452389184588481,[1.0; -1.0; -0.6191226811318445; 0.008702096080605038; 0.621147941206818]
366,416,300,0.9453555078592508,[0.9999969447871917; -0.6180889985776453; -0.9999997521434515; 0.017881164084880934; 0.6222496750318856]
367,473,300,0.9453401351284446,[0.6221497563975757; -0.9999999999997988; 0.017045611203750862; 1.0; -0.6181833513538241]
368,157,300,0.9452097597833925,[1.0; 0.6201707016255756; -0.999999134599233; -0.6200754480858761; 0.0003989677470957029]
369,249,300,0.9453597295467522,[0.9999858595661064; 0.6182392558258603; -0.01648792910616282; -0.6220925227816728; -0.999992831864428]
370,508,300,0.9452065023714008,[0.0011234835720158446; 0.9999975884577028; -0.6199936033584321; -0.9999999999082723; 0.6202552768817072]
371,308,300,0.9453181236084442,[-0.9999933834170079; -0.012717665397620403; -0.6216074386882315; 0.6186519533702224; 1.0]
372,197,300,0.9452057563355324,[-1.0; -0.001858805260417673; 1.0; 0.6199090017334488; -0.6203411279382187]
373,723,300,0.94539066140935,[0.6178604628561056; -0.019947192013590215; -0.9999997593039762; -0.622501916320824; 0.9999998014708555]
374,202,300,0.94522894398316,[-0.9999998557761454; 0.6192767410452595; -0.6209875856945282; -0.007351249649709197; 1.0]
375,118,300,0.9452091714167884,[-0.6204115031233778; -1.0; 0.6198401174911633; -0.0024441717044392103; 1.0]
376,439,300,0.9452057735977966,[1.0; 0.6203711460284221; 0.0021145847349343314; -1.0; -0.6198790066096466]
377,571,300,0.9452249676526727,[-1.0; 0.6193439914594271; 1.0; -0.6209180183780046; -0.006763206488337703]
378,1241,300,0.9453447547708744,[0.9999996986839533; -0.6181436549258923; 0.6221920477985844; 0.017396189417921454; -0.9999999958383046]
379,411,300,0.9452160822571964,[-1.0; -0.6195276758692552; 0.005161108998696875; 0.9999999999999802; 0.6207288450572525]
380,593,300,0.9452063021726482,[0.6198496652385861; -1.0; -0.002368131555152111; -0.6204008139374794; 1.0]
381,494,300,0.9453946842483194,[0.6178328281706176; -0.6225339693796671; -1.0; 1.0; -0.0202032290563841]
382,352,300,0.9452170687186563,[-1.0; 0.005355315260087135; -0.6195053562327286; 0.9999999857702132; 0.620751725964846]
383,330,300,0.9452174948971435,[0.005441986870992031; 0.6207619611443479; -0.6194954102545152; 0.9999999999043846; -0.9999999640928817]
384,295,300,0.9452839920174841,[-0.99999986600779; -0.6216585031151727; 0.9999979459186069; 0.6186374932541792; -0.0129788201894989]
385,216,300,0.945238547107421,[0.6206265713387817; -1.0; 1.0; -0.6196431152797871; 0.004163355657296404]
386,428,300,0.9452172357198113,[-1.0; 0.6195006964182077; -0.0053960203871551825; -0.6207565370472921; 1.0]
387,72,300,0.945506442122012,[-1.0; -0.018906243946041002; 1.0; 0.6179876584208455; -0.6224446268685635]
388,483,300,0.9452161838785539,[0.6207311141348403; 0.9999999931603024; -0.6195254574794855; -1.0; 0.0051803988795824565]
389,339,300,0.9453163682895811,[-1.0; 0.6183485071982289; 0.9999999963425212; -0.6219699284238012; -0.01556095910892463]
390,106,300,0.9452819074028838,[-0.9999930916973179; -0.6214408708436632; 1.0; -0.011159763635340757; 0.6188516552879946]
391,443,300,0.9452040525735222,[-0.6202266522211057; -1.0; 0.620022436882122; 0.9999999994522787; -0.0008774545757937243]
392,456,300,0.9452133590305053,[-0.6195969350494583; 1.0; -0.9999999999796929; 0.6206579035790343; 0.004558698232446764]
393,420,300,0.9452037465374523,[0.9999999998719453; -1.0; 0.6201634806738988; 0.0003354061137416949; -0.620085419626117]
394,663,300,0.945276240924858,[1.0; 0.6215828692400001; -0.9999999969780239; 0.012341960870045203; -0.618709517441736]
395,610,300,0.9452041018138343,[1.0; -0.0009362977147587474; -0.6202335149725158; 0.6200156048861811; -1.0]
396,833,300,0.9452347584327718,[0.9999998383098055; -0.6210726839712474; -1.0; -0.008071178656231828; 0.6191941816630866]
397,613,300,0.9452053488037174,[-1.0; 0.6199054429251353; -0.6203444472886552; 0.9999999999999765; -0.0018862779980048942]
398,237,300,0.9454690451512185,[0.6174382297015952; -1.0; 0.999999964041655; -0.6229744347130223; -0.023792606856487482]
399,456,300,0.9452127628294331,[-0.6196327848084567; 1.0; 0.620620948938907; 0.004244671214964093; -0.99999879464803]
400,297,300,0.9452056614729206,[0.6198875158542523; -0.002040953325279604; -0.6203625232684471; -1.0; 1.0]
401,193,300,0.9452397101446752,[-1.0; 0.9999590599133423; -0.6202818252445186; -0.00131684996057945; 0.6199573665267702]
402,166,300,0.9453863873661947,[0.9999058530092306; 0.016284851471326287; -0.6182670142387383; -1.0; 0.6220323205032063]
403,182,300,0.9452057789003796,[-0.0013071979252312225; -1.0; 1.0; -0.6202761831126524; 0.6199718810815339]
404,620,300,0.9452037964119222,[-1.0; 0.00046898646578320114; -0.6200698905957668; 0.6201790405944685; 1.0]
405,256,300,0.945206327929983,[-0.9999968778799972; 0.0012994664052076652; 1.0; 0.6202758319096439; -0.6199727242472819]
406,918,300,0.945280680695638,[-0.012861618816291498; -0.9999999999370258; -0.6216448233297415; 0.6186515524969267; 1.0]
407,505,300,0.9452775272898244,[-1.0; 0.621443610706802; -0.6188257124941586; 0.011248652237014769; 0.9999994462587944]
408,628,300,0.9453460450424098,[-0.01749094582631228; -0.6222036577580117; 1.0; 0.6181331329481019; -0.999999999887543]
409,106,300,0.9454074372757829,[-0.6196271879003971; 0.6207333067722997; -0.9999852128234433; 0.004569608115714399; 0.9999996386087169]
410,636,300,0.9453273731381099,[0.6182654524875993; 1.0; -1.0; -0.6220598084059668; -0.016304125809675055]
411,648,300,0.9452645346879741,[1.0; -0.999999972030161; -0.6188125674847698; 0.6214738659961939; 0.011435109843517897]
412,497,300,0.9452076599591572,[0.0029199501660376955; 0.6204654465615755; 0.9999999987782522; -1.0; -0.6197858706651388]
413,326,300,0.9453247851065347,[0.6219984066261544; -0.9999999416490012; -0.6183234407548284; 1.0; 0.01580837002373622]
414,247,300,0.9452053768959459,[0.0018295001789134524; 0.6203378736319215; 1.0; -1.0; -0.6199119802236538]
415,555,300,0.945220238334145,[1.0; -0.6208229643012623; -1.0; -0.005959075943757234; 0.6194360976001033]
416,211,300,0.9452210722220078,[0.005578775122012221; -1.0; 0.6207767575143066; 0.9999967301585542; -0.6194792475256361]
417,471,300,0.9452663534570946,[-0.9999999999998077; 1.0; 0.6188120579132931; -0.011447936030438257; -0.6214754695150336]
418,267,300,0.9452135108568571,[1.0; -0.6196356359001938; 0.004215418587322566; 0.6206166917860386; -0.9999999809003626]
419,532,300,0.9452066450817963,[0.6204184767612921; 0.0025190061261415784; -1.0; -0.6198322142530434; 1.0]
420,1138,300,0.9453001806624806,[0.9999999981797921; -1.0; 0.6184810806591587; -0.6218272574151924; -0.014379184384680865]
421,329,300,0.9452060368264769,[1.0; -1.0; 0.0022426491195058403; 0.620386131691741; -0.6198641834627757]
422,88,300,0.9452426805301397,[1.0; 0.620493560145661; -1.0; 0.003250708595638362; -0.6197646402572318]
423,294,300,0.9452108672189359,[-0.0035729316597563074; -1.0; 0.6197103270973157; -0.6205429394758799; 1.0]
424,850,300,0.9453291431249964,[0.6220446173933559; -0.6182779162520334; -0.9999998844104696; 1.0; 0.01619083019723472]
425,272,300,0.945256948575411,[0.01021295193637828; 0.9999984438509177; 0.6213260582654295; -0.6189509936351014; -0.9999992776972653]
426,652,300,0.9452112541258323,[1.0; 0.00403185544755238; -0.6196575918462928; 0.6205959464712847; -1.0]
427,60,300,0.9461108178576938,[-1.0; 0.6207076110241982; 0.006991867358360243; 1.0; -0.6199289329707588]
428,361,300,0.9452120237928344,[0.004228064060113882; 0.620619004815307; 1.0; -0.6196349842699155; -1.0]
429,195,300,0.9452310864681166,[0.007074150593523578; 0.6209531348431417; 0.999997655135953; -0.6193086066212917; -0.9999999377086416]
430,315,300,0.945283088690244,[-0.6187849965488147; 1.0; -0.9999821428458568; 0.6214996130637582; 0.01166727777080408]
431,749,300,0.9452359703612716,[0.6191986550989549; 1.0; -0.008028407563877933; -0.6210687366076157; -1.0]
432,550,300,0.9452496634155912,[-0.618982409393829; 0.009936315396298573; -1.0; 0.6212948541391725; 1.0]
433,326,300,0.9452763550668882,[-0.9999996060292553; 0.9999999993672798; 0.012072288247588813; 0.6215513640301222; -0.6187420212912721]
434,433,300,0.9452229763281691,[0.6208796552784549; 0.9999999999510727; 0.006438814522411901; -0.6193811239161034; -0.9999999991987379]
435,194,300,0.9452661425957688,[0.6212179409944034; -0.999999995827611; 0.009131100516684114; -0.6190688895343359; 1.0]
436,505,300,0.9452038856083637,[1.0; -1.0; -0.0006416695989222879; 0.6200498233636202; -0.6201991629245776]
437,316,300,0.9452105428840438,[-0.0033444472837270327; -0.9999977357472931; -0.6205145214171874; 1.0; 0.6197366440410227]
438,367,300,0.945237444622971,[0.6211260266715227; -0.6191436893244177; -1.0; 0.999999998262903; 0.008517646255825835]
439,555,300,0.9452607701898648,[-1.0; 0.6214258673873568; 1.0; 0.011034602154509918; -0.6188582456714364]
440,534,300,0.9452037145305426,[-1.0; 0.00020947147071554448; -0.6201000645340192; 0.6201488160721289; 1.0]
441,226,300,0.9453443919198583,[-1.0; 0.01548407818180244; 0.621954499487847; 1.0; -0.6183804417571613]
442,198,300,0.9452376810901909,[-0.6195970581118313; 0.999999999528718; 0.004677846172739317; -0.9999999995340324; 0.6206721596319028]
443,490,300,0.9452333724787114,[-1.0; -0.6210631532939179; -0.007988144735571941; 1.0; 0.61920404846335]
444,289,300,0.9452044826193315,[-0.620020129284106; 0.00089804901563018; 0.9999996106410226; -1.0; 0.6202288971664954]
445,659,300,0.945229681854387,[-1.0; -0.6192626160357938; 1.0; 0.007475034527305787; 0.621002305921694]
446,612,300,0.9453990481656052,[0.6178202920662321; -0.020299053323127515; -0.6225454827617211; 0.999999829011911; -0.9999994068695083]
447,501,300,0.9452783470013062,[-0.6186733744061722; 0.6216216073193405; 1.0; -1.0; 0.012668119340433133]
448,192,300,0.9452055909136066,[0.6201627853726146; 0.0003219710000589854; -1.0; 1.0; -0.620087204879478]
449,617,300,0.9452272058035003,[-0.9999999999951681; 1.0; -0.007110053345153917; -0.6209590703782397; 0.6193043220424899]
450,560,300,0.9453128404007229,[-0.9999999973633864; 0.6219401417035091; -0.6183761106601038; 0.015314381219782335; 0.9999999478844466]
451,543,300,0.9452075395564485,[-0.0028755413320668164; -0.6204602421475853; -1.0; 0.6197910014442359; 1.0]
452,352,300,0.9452551012808305,[0.9999954433488311; 0.010220769865002281; 0.6213275618480842; -0.6189499418926828; -1.0]
453,514,300,0.9452069969227227,[0.6198153766139374; 0.9999999996411368; -1.0; -0.6204355315219963; -0.0026646333655798876]
454,704,300,0.9452233725157005,[-1.0; -0.6208874470830809; 0.9999999999995683; -0.00650472138444058; 0.6193735773748738]
455,489,300,0.945204790021425,[-0.0015350835003794894; 0.6199461380381475; -0.6203034069755993; -1.0; 1.0]
456,461,300,0.9452038378973916,[1.0; -0.6201891808838228; -1.0; -0.0005560162304108306; 0.6200597759350074]
457,125,300,0.9452170537800635,[0.004588111057436319; -1.0; 1.0; -0.6195924744610231; 0.6206633657456254]
458,657,300,0.9452923183342782,[1.0; 0.6187359292330286; -0.012032558657361591; -0.9999922514554085; -0.621534874227745]
459,412,300,0.9452473550684508,[1.0; -1.0; 0.621232433021401; -0.619043319756921; 0.009394102729635643]
460,139,300,0.9452247109662725,[0.620831924769788; 1.0; -1.0; -0.6194234464612256; 0.006050978489781939]
461,240,300,0.9453189623767441,[-0.01568027169231435; 1.0; 0.6183349186434255; -0.6219839280217329; -0.9999995194057295]
462,199,300,0.9452943232562592,[-0.6217690340214658; 1.0; -0.013892098144784256; 0.6185357929305882; -1.0]
463,764,300,0.9452820221514743,[-0.012975895138450225; -0.6216585551851078; 0.9999999993750318; -0.9999999999271503; 0.6186386961906786]
464,393,300,0.9452040926585499,[-0.0009257212484668828; 0.6200168328172878; 1.0; -1.0; -0.6202322813831133]
