nPsoRun,n_iter,S,fgbest,optDes
93,1805,300,1.590316894694682,[0.7046218327436851 -0.5199591414043799; -0.8442742738848114 -0.4066914764041335; -0.9999999999978596 0.9935124544322862; 0.9999999999999224 0.6854540487436284; -0.08400185613712861 -0.9999999999997893; 0.03827759344923061 0.9984039975129971; -0.07438892741017286 0.0859437107372336]
94,329,300,1.627879618432436,[-0.4196470530093757 0.8057693285452884; 0.9842179233763407 -0.999818811719468; 0.9355720938867711 -0.233904117546274; -0.999952477301403 0.2150361667513564; 0.004392270772044075 -0.3315268304103987; 0.9659417421515654 0.9998681792952097; -0.749960683599172 -0.8853616708832194]
95,509,300,1.5948870209449977,[0.7858438513100076 -0.4064427542410796; -0.7604371480578118 -0.5662826817467863; -0.13620610882309417 0.9812042885145794; 0.9999807365651529 0.9277016091377016; 0.11746584786185214 -1.0; -0.9999988909653836 0.7797040028461599; -0.11146833210223626 0.03220670533220982]
96,1829,300,1.602761782833816,[-0.8294358048657549 0.4551608608027302; 0.7649891825899097 0.5857097985101871; 0.062196914150829875 0.00022245174069509277; 0.10469638527079216 -0.8980323726134409; -0.9999998842222964 -0.9573687821703024; 0.9999999829132017 -0.6678794687134183; -0.16264673753176634 0.9999999998289064]
97,738,300,1.604356731530122,[-0.1519997376649422 -0.06861716106147606; -0.9999999995023433 -0.9790978954585027; -0.030180806561743684 -0.9998613626218844; -0.04334842599007945 0.9999648501840479; 0.6554840122226376 0.49046963647767744; 0.9999435780237886 -0.767653436443807; -0.9247728470011279 0.47113852262624223]
98,1088,300,1.6002392124697202,[-0.11333173894808062 -0.001023578428213798; -0.12382532381154557 0.9132056007691602; -0.8016672196618055 -0.5965738393116706; -0.9999999999995217 0.7301907781775511; 0.9999999999561384 0.9225445812553429; 0.7872847590798264 -0.44308432384448065; 0.13283474083068128 -0.9999999999869014]
99,484,300,1.6154530301764232,[-0.4812500240311566 0.9999713137244168; 0.3528625502563065 -0.8849783839138119; -0.8894319798047193 0.15327406729168533; 0.014577957921844551 -0.03737549949045677; -0.9982166029767582 -0.99997196014825; 0.6194100578668781 0.6868187952091285; 0.999930948281423 -0.28421957663105385]
100,1460,300,1.5943550755970968,[-1.0 -0.08793469350237604; 0.9823265861065643 -0.9999999999337814; -0.4469029426806182 -0.7855319061191168; 0.9922844687169736 0.05040014087712831; 0.7328754598780861 0.9999999999983852; 0.025881630208606732 -0.005429616660616554; -0.5293341793819246 0.7484967967231422]
101,1448,300,1.618960180169881,[0.9957379539581843 -0.9999999993149036; -0.6913176075824761 0.7630777172599572; -0.999999954861001 -0.2551481002230451; -0.37537275193226777 -0.8330376963720444; 0.777898783907953 1.0; -0.01793041094851434 0.24656337946770743; 0.9165653857460877 0.2705775241151915]
102,1495,300,1.632020227564996,[0.4297850804800752 0.7984146331460663; 0.9999993618461424 0.22795306290156322; 0.033491976079844825 -0.338822252084425; -0.8883535655163021 -0.2665091766597705; -0.9516695806927086 0.9999996057376573; 0.8007034524494433 -0.8926421034348034; -0.9494974081847876 -0.9999885431857664]
103,1819,300,1.625816576170436,[0.9999083172051655 -0.20763009168323096; 0.023526479407146163 -0.3152839732913845; -1.0 0.1953459843722695; 0.9810681355364242 1.0; 0.9999900844819725 -1.0; -0.4312061609145921 0.7410126750050275; -0.6673234118095452 -0.9136257095895917]
104,1556,300,1.634046492869506,[-0.8748144714594327 0.7882809796521606; -0.3535852201414972 0.025050082962679417; 0.8058216445882377 0.41666511026547; 0.9999978818814066 -0.9858482915029742; -0.2907239065746093 -0.9125094045863463; 0.2577238618371449 1.0; -0.9999993533192902 -0.9560677573067741]
105,1257,300,1.626867731003846,[-0.3275669247405317 0.015916558579927697; -0.24278937767166406 0.9889514809213614; 0.23016729941006386 -0.9999999996879937; 0.8048529676041819 -0.40609563642833363; -0.9999999999807521 0.9999999895622442; 0.9999999989297316 0.9946475282732745; -0.8464079136269023 -0.6983581271339084]
106,2167,300,1.603326874806065,[0.049304873676329616 -0.008399366944930622; 0.5406270192891268 0.9999999999999998; 0.9999999999996287 -0.9999999999901465; -0.9999999999862063 -0.2678504931689674; -0.3473494623520126 -0.8931686156215103; -0.5649702793847445 0.6692188014150902; 0.9453203944957371 0.14728919801461882]
107,975,300,1.6017423205311614,[0.45752091765545577 0.7162502496083165; -0.9891648997539171 -0.9999999854201933; -0.05488290776525927 -0.23263231443850227; 0.5401775146675711 -0.8786897758160456; -0.813552660759405 0.9999999878709683; 0.9999999653004014 0.057078722288355734; -0.9990059119748804 -0.12278983104516597]
108,681,300,1.6269083524215042,[-0.9510433657132091 -1.0; -0.9967714912447829 0.9999999999332546; 0.9999814145813753 0.24634629647595238; 0.7318206699057596 -0.8257168497798074; 0.42297710799396565 0.8101396159457457; -0.9469047416944822 -0.25015751097936917; 0.03539958788106051 -0.3056151220355007]
109,837,300,1.615714137832963,[-0.42945804141081606 -0.7948657544311142; -0.9999414101597082 -0.16432380085449305; -0.7054136631117767 0.8418915321300524; 0.9166378081322576 0.22888651696621112; 0.9514068668841965 0.999999771207873; -0.01988598436578138 0.29453694089536925; 0.8798546828205139 -0.9999972651841039]
110,1770,300,1.5931794740776586,[-0.0014744992364780988 0.9999999999996748; 0.010758327815665006 -0.9947628480156964; -0.7599969381257684 0.4544961725733274; 0.7801618099449273 0.49545087421987916; -0.012839339196700774 -0.0471482057839654; 0.9999999999993383 -0.799462908753291; -1.0 -0.8770968598646555]
111,3252,300,1.6215875979926595,[-0.20595489834945854 -0.8811334988127825; -0.9999985246041607 -0.9957898893635224; 0.7987629044148792 0.4713599524890297; -0.3314080766552937 0.0004367956540389051; -0.9102151569255 0.7098632730383578; 0.9999936549529964 -0.8182410567941535; 0.153770890112561 0.9999962567187516]
112,1962,300,1.5925391107719156,[0.016915759981475053 0.9999999999999707; -0.10780865383807109 -0.0348684678878931; -0.049394063595813595 -0.9791614120175075; 0.9999999999999928 -0.7935892794016665; 0.7416572140881046 0.4799433547148599; -0.9999999999999891 -0.8984407794167911; -0.8156778937728713 0.49673212506905]
113,2114,300,1.5940933647556506,[-0.7317590272758495 0.5576361500986047; 0.13004127282018574 1.0; -0.09669837214129305 -0.9787079415864683; -0.9999999999997536 -0.7326790689294421; -0.038391554050889655 -0.01215704083393159; 0.8058792937969388 0.43368697174041315; 0.9999999999998425 -0.9869125704301273]
114,283,300,1.605726424754135,[0.7513313696499765 0.6251701762462337; 0.21852878889092475 -0.9732242244523471; 0.9999999707896469 -0.7504431517369432; -0.9996455644271036 -0.9989219998839809; 0.1730514089080241 -0.024145700121033863; -0.7996661032321611 0.36090666406611976; -0.19556271671131342 1.0]
115,764,300,1.597022205997647,[-0.09784249248677988 0.999999889399406; 0.08677683838769391 -0.9963996304311052; 0.7244282620133513 0.5319565085450952; -1.0 -0.9149534705438109; -0.8074410772621953 0.4439830835478806; 0.05787921431247171 -0.015477907092813856; 0.9999999146730736 -0.8123777994971944]
116,911,300,1.5980050093685862,[0.8427493911382764 -0.9999998985486018; 0.8717530102176785 0.9999975495623205; -0.4130327132174661 -0.7730822724678774; -0.9999999480259002 -0.07541443767982398; -0.5521031761691509 0.7803093053544619; 0.9900527954221157 0.14049392089312854; 0.044675577135377564 0.1565107869170808]
117,229,300,1.6191122103729747,[-0.9999996539425283 0.19964681796007522; 0.7632098920494986 -0.9986247749329191; 0.8787104995340679 -0.1758556177475995; -0.4462125489358593 0.8628608968454631; -0.6337085051565687 -0.7591681656457583; -0.02831845747026342 -0.18100685418750354; 0.9001569635848703 0.9993605775860928]
118,528,300,1.6290674162731005,[-0.22167310494239864 0.9999983502911868; -1.0 -0.9178707331610756; 0.22518157170524786 -0.8472968590375016; 0.26204240267466955 0.04248718353796654; 0.999924633150013 -0.8073458178869447; -0.8440029201696307 0.43487640884493667; 0.8256782448803249 0.7323950549156095]
119,2080,300,1.5985986918114037,[-0.09882633935559029 0.985757381182481; -0.8707768747712067 -0.5063615890735274; 0.9999999999999226 0.7939372275984894; -0.18702868389414204 0.07143914354688588; 0.7151497558132724 -0.4563002222170712; -0.9999999999998958 0.9145383649288414; 0.038047758864423804 -0.999999999997417]
120,657,300,1.5958565043919735,[1.0 -0.9999999358212098; -0.6729944424946389 0.5267248086967967; -0.11163801827850782 -0.9971884164411561; -0.0035111532016271546 -0.07929507466136905; -0.9999999590554567 -0.65617188062934; 0.19098369198820195 0.9999998385066544; 0.873328427625542 0.38039163462301845]
121,1776,300,1.6246244179162437,[0.9916266455945011 -0.27328605684103285; -0.6797494415392331 -0.7943602036244052; 0.020606553841785096 -0.2875803797308839; 0.9086590588915137 -0.9999995795640984; -0.9999999811379172 0.21493722963914644; -0.35983916321894527 0.7966186392005873; 0.9991592250983573 0.9999999980447202]
122,725,300,1.6040020351154887,[-0.5640754624184547 0.7964819275240062; 0.9999851869898961 0.15538939064356883; 0.034465071980754734 0.21209896016469995; -0.42691137538040963 -0.7731524865525685; -1.0 -0.10249497401737746; 0.9397863942007383 0.9999999972905826; 0.8513349495527144 -0.9999999980162517]
123,1251,300,1.5957834088063119,[0.47024870420184317 -0.7711332546652596; -0.8316790225824419 0.9999999999992443; -0.80863169544226 -0.9999999999966425; -0.9267683552170433 0.08376614026051254; -0.018070117726577146 0.1240769297574156; 0.544765016756979 0.820005425482496; 0.9999999996681453 -0.058110467972526995]
124,749,300,1.613714505634459,[-0.4383285373555895 -0.7809700425737872; -0.9999891550574368 -0.15252382403716508; 0.9918968821464232 0.1692958627785192; -0.6138576129637656 0.7824266928973577; 0.9298737817683833 0.9999768049272737; -0.018705894070312694 0.2097795948687163; 0.9302121886003896 -0.9999995985121725]
125,538,300,1.6083220664540696,[-0.13538977172141367 0.03167954607721574; -0.9998338453415183 -0.6674741128182449; -0.7244630878299894 0.6576743892924727; 0.9998500724209821 -0.9988884969451589; 0.8494321294554342 0.3840697500030186; 0.2507417078223119 1.0; -0.21285053431282472 -0.9024010610869498]
126,1974,300,1.6212784939053335,[0.7352652434809178 0.3874868796100242; 0.9999999943097949 -0.8896138789573594; 0.12317032287451166 0.999999839638999; -0.2537000044645354 -0.9834301209437945; -0.8951735215722078 0.6748047953615504; -0.9999999962482605 -0.9993356215826853; -0.3211814946412039 -0.053599210868770446]
127,423,300,1.611559699996058,[-0.999995788095964 0.09230185531403244; -0.45500703579353324 0.7282533174429832; 0.8982411453569369 -0.999999959524669; 0.9142758611158022 -0.1564767997256853; -0.642393873913435 -0.913518545289131; 0.0031312462144036032 -0.23488497821833612; 0.8470604984808282 1.0]
128,2297,300,1.6340096569952134,[-0.953495089798779 -0.7859969939332944; -0.9999999808337537 0.9548989638996288; 1.0 0.9312023984419057; -0.3366591180656327 -0.026328197440384688; 0.21432011105649096 -1.0; -0.2383784829538567 0.8833093212967004; 0.7689325168156468 -0.4568786990565551]
129,645,300,1.6149347071148266,[0.24782942625941404 -0.04028570024420704; 0.21149886592396733 0.9057527405545173; -0.9996349853117885 0.9290762844175063; -0.8118628794744613 -0.4370021344673955; 0.9999893053858054 0.8511228816594603; -0.20912901559175806 -0.999963910484411; 0.8117915893370058 -0.6830206476342394]
130,2171,300,1.6037006787916748,[0.9999999999995298 0.24882547365411462; -0.5916705520409216 -0.9999999999992407; -0.9999999999914697 0.9999999999998045; -0.013114972068697304 -0.015099534836988527; 0.6014240094479523 -0.6537987682460962; -0.9350918847995041 -0.17510223158393184; 0.3461073704751686 0.896675983766888]
131,1949,300,1.6138733954141908,[-0.9368096217809263 -0.23646379690399988; 0.012285079383620695 -0.2538607258686962; 0.9999999999309358 0.2249949229448766; 0.6786475768405758 -0.8369585434495349; -0.8137873944540504 -0.9999999999999998; 0.4068976242601094 0.7728823117965032; -0.9971386633296161 0.9999999999992116]
132,3454,300,1.603097069109166,[0.4566335598698728 -0.7553124951969747; 0.5650707522657341 0.848092750099245; 0.9999999999994467 -0.0008977800452014619; -0.7215647169498329 -0.999999999991853; -0.982253352661485 0.9999999999911855; -0.04254222354021077 0.20107266427120604; -0.9443673236225592 0.11589487815867414]
133,1959,300,1.5948080592409053,[-0.36909174294140074 -0.8208540877775499; 0.9471850319402556 -0.9999999999978606; -0.559107357052657 0.7141583223606497; -0.9999999999989653 -0.11119546813586957; 0.9901004103756759 0.12965891395142246; 0.7228548178881317 0.9999999999999896; 0.06866616368639308 0.045674047275243046]
134,837,300,1.6111810710543897,[0.9999999977507537 0.16085643432022195; 0.3810555048169695 0.7625220216310082; -0.8634770069191972 -0.9999996778479046; -0.996061328365132 -0.2074605128318031; -0.01831946845798707 -0.21787870026081743; 0.6441494998044669 -0.8057247550914035; -0.9885189980296194 0.9999999990706501]
135,2250,300,1.598379922443562,[0.9883756477624863 -0.07751710954874082; -0.5127682094045285 -0.6635242741844961; -0.9999999986829283 0.176561502718787; 0.11342016000172114 0.043147284295851296; 0.6342006985703978 -0.9999999791195416; -0.38445169556706954 0.9053684290601431; 1.0 0.9999999986483743]
136,1036,300,1.599905508280094,[-0.0430383915106624 0.9117906702409979; -1.0 0.6306176995585998; -0.7111390339340232 -0.5521504973262333; 0.12143140175975875 -0.9999941720210498; 0.8904275560718399 -0.4521002446181538; 0.9999982402996476 0.9851990835874267; 0.06898791610716327 0.04481301064048811]
137,1464,300,1.6296282283571377,[-0.8394098576469294 -0.3853473024971036; -0.3438458573371128 -0.9999999986905425; 0.9999999981712168 0.6893914092512046; 0.27403443424002505 0.865841908790214; 0.7824010596664821 -0.7375932466002356; 0.22548034957516985 -0.08844173377085197; -0.9999999981008593 0.9997372852604341]
138,986,300,1.5984507606249216,[-0.9999999952339329 0.9552431916082826; 0.7214336516102271 -0.4354258075069607; 1.0 0.7973765108681675; 0.012295176843699613 -1.0; -0.8435407392716522 -0.5453149467415157; -0.11602482526938877 0.9980134454260808; -0.17717606106303427 0.051454013314730644]
139,1681,300,1.601047363964326,[-0.7764935342348227 0.36636889672364814; -0.9999999999834522 -0.9993436930589037; 0.1857053089507349 -0.9990503956654934; 0.7487771470685181 0.6026620882140694; 0.1259540869416573 -0.03455960541928081; 0.9999999999731066 -0.757855479703122; -0.14723201861722418 0.9999999999746443]
140,1193,300,1.6229462732448259,[-0.9999998661012832 -0.9821044791652638; 0.31646233920687616 -0.022534705479458073; 0.8948842903626016 0.6828276016154081; 0.9999998519932772 -0.9922746770311242; -0.19219875386632637 1.0; -0.7457933112343451 0.4116994802032221; 0.23127084054842012 -0.9985071927120523]
141,794,300,1.6086353228986092,[-1.0 0.8916324543525418; 0.12914975083966054 0.9997136606528718; 0.20927479686750097 0.03776718809084689; 0.8806954392503499 -0.5512458363529003; 0.9999999991437201 0.9031325035397259; -0.09389823915084286 -0.9999948860674271; -0.7033545188463122 -0.44841568781638935]
142,739,300,1.6136709029322815,[0.9999999841935477 0.14174317528654004; -0.9264749353051206 -0.20579327734969252; 0.6394436961936373 -0.8420101455753765; -0.014809558264475877 -0.30799209619037365; -0.991306857699274 -0.9999999793809026; 0.4505671958709802 0.8084916934618421; -0.8051515714477507 0.9999999318055203]
143,1204,300,1.5957761587994923,[0.8423004998959756 -0.38292203372318023; 0.9999999999590302 0.9990199592646584; 0.20849882894089958 -0.9999999999954684; -0.9999999999991481 0.6734782355104736; -0.7158960655403438 -0.5699327790712221; -0.09974729980878992 0.05262791179858145; -0.16707405983485824 0.9637903818030135]
144,1973,300,1.597933044279627,[-0.17617943093586125 0.028402694278974905; -0.9999999999999957 0.88840203785118; 0.7287421174758199 -0.45974371880688064; -0.10903317997662132 0.9738591301794916; 1.0 0.8417534413788809; 0.07114291985756178 -0.9999999999722924; -0.8489912724643254 -0.5417559883503432]
145,1109,300,1.593548059667885,[-0.4729641305777326 -0.714463431621848; 0.10024229035070263 0.11246851780738641; -0.446399613586539 0.8498175747732537; -1.0 0.04690817392247787; 0.9452453825269361 0.9999999999999999; 0.9986074322947807 0.024994225171020165; 0.716877617934313 -0.9999999999969892]
146,1350,300,1.6126455008047893,[-0.027088648468373864 -0.27638367502332317; 0.4176701092954815 0.72186791187962; 0.6383981691727871 -0.8896421384594075; 0.9999999998566407 0.13125864979270183; -0.9157410802881173 0.9999999999999893; -0.9867726755552112 -0.20574686300042885; -0.9528622321616949 -0.9999999999999554]
147,1594,300,1.6061360915388414,[-0.4580372154926725 -0.6984670240995792; 0.9779795908469777 0.14364948941566438; 0.9847644927602899 0.9999999549785117; 0.05279664286439108 0.2572935477381341; -0.9999999817268126 -0.061680142652976305; 0.8156672894090444 -0.9999999168643269; -0.5679048410326267 0.9244724462108761]
148,554,300,1.595966439248782,[0.6553241217293855 -0.5305069925832652; -0.04534387693026587 0.09363264274939122; -0.9017226720177484 -0.37783587659031714; -0.15330796237633357 -0.9999978710848052; 0.08703435465371503 0.9922978855441202; -0.9999997451915315 0.999947310194045; 0.9999510468185884 0.6640440087675391]
149,2495,300,1.6170851081250857,[0.9202136710457325 1.0; -1.0 0.17342984449093843; -0.41582327554516907 0.7717717384245982; 0.9404562949850123 -0.23314451200774242; 0.0018679444688164504 -0.3041315283345225; 0.9461121049859857 -0.9997979013800492; -0.7007054086026061 -0.8725250338585316]
150,366,300,1.5978452363835967,[-0.12302016445957688 0.9999032831490877; 0.9998101469611498 0.9999681410117498; -0.007057858027057297 0.04269387447801475; -0.6657492269621406 -0.5637876514839317; 0.13596512752254344 -0.9999941241422053; 0.8615657947018799 -0.38205637103207346; -0.9999950033904055 0.7287133622230123]
151,649,300,1.6351129100372326,[-1.0 -1.0; 0.7801703274003798 0.7415206853952598; -0.8244305760760998 0.34179814208201253; -0.4607963651227036 0.9999811614022921; 0.30677352201606756 -0.866040281483746; 0.999996508342566 -0.54853203453515; 0.17231374784366515 0.14368719280570957]
152,788,300,1.5948720122272348,[-0.03555915236820868 -0.9999994213132398; -0.9999995168605645 0.8454095423559416; 0.07806576615668316 0.9984267789297356; -0.7302365899545202 -0.44610262645874876; 0.9999997295395789 0.8643762483545245; 0.11407988950857534 0.04674379616661649; 0.8191529743124464 -0.5140000774094134]
153,764,300,1.6055305342480695,[-0.06155240383961573 -0.025261877490039393; 0.9999991331699978 0.14417001988309777; -0.6323969858426217 -0.9999869358002804; 0.39939505120916446 0.8514580814444996; -0.914187347608275 0.9995796407069566; 0.5573366943093695 -0.7386114985467412; -0.9158059471863177 -0.10242454439283989]
154,819,300,1.6224835737480625,[0.24688209161645192 0.9054514077137743; -0.22153747470791313 -0.9999991905479547; -0.9999999657195747 0.9286969877902972; 0.3206855753724027 -0.03454631588732341; 0.9999955341561726 0.9479982889984317; 0.8611563735236849 -0.7400219108737358; -0.804139836196301 -0.44194399680964974]
155,870,300,1.611357528203169,[0.6084079525200821 -0.8173046319502948; 0.40807512783233557 0.7739107943893216; -0.9000048935543734 0.9999999997923699; -0.032277673236629105 -0.27423189640095375; -0.9999999997749204 -0.2155680320329882; -0.954932092350852 -0.9999957163472513; 1.0 0.15652552347048845]
156,841,300,1.5984668161887996,[0.9999999131399288 0.04783808403382729; -0.807724682424579 0.9999996764308238; 0.550837655624101 -0.8524929274504445; -0.032930795463827565 -0.20883070968409445; -0.990401712790108 -0.12312567139383017; -0.9753723447243587 -1.0; 0.45747565221484376 0.7241325903037553]
157,274,300,1.6103513356782329,[0.9348178758577759 -0.14582897426668068; -0.5861600034080727 -0.6393516529957655; 0.019252582394169677 -0.00780668011146164; -0.38192890973505195 0.9292239421119316; 0.6450541046155132 -0.9989657086324335; -0.9999500910080414 0.21516048002719854; 0.9974582087483487 0.9983659741718538]
158,816,300,1.6129320834369074,[1.0 0.8568630502032875; -0.9998394809559444 0.96774274676195; 0.20864766830068332 0.9387927422307928; 0.24318932798538476 -0.01634919093049851; -0.8020083946675266 -0.41475194757813827; -0.20403843168210012 -0.9999753766132644; 0.8124593425103269 -0.6754244839663088]
159,1513,300,1.6118781771852961,[0.9583950829753096 0.1649811809104405; 0.9998953001072213 -0.9999774465221644; -0.9999987811085529 -0.1676334283567477; -0.01522623606581567 0.1761693083266852; 0.7896374641335777 0.9999999941105577; -0.6328965290443652 0.8354780480870336; -0.4299036628339176 -0.7421751572417065]
160,626,300,1.5914988048397045,[-0.9614110013007103 -1.0; 0.9999999496570082 -0.12071043459448873; -0.9802916617870409 0.06252781895102091; -0.05205054909331268 -0.014205062944170772; -0.7150617196954085 0.9999999918877578; 0.43300123045269057 -0.8546272057655266; 0.5207930841275518 0.6987456243751847]
161,889,300,1.6336164291102202,[1.0 0.9197879531583812; 0.7519592823662457 -0.4510253851666071; -1.0 0.976682640281932; 0.1950283114669105 -0.9999956951721863; -0.2380643542116948 0.8979854695170887; -0.3433105823730118 -0.009565948109748893; -0.9719121906928356 -0.7736043241765089]
162,1225,300,1.6240790974870036,[0.9999999979029995 -0.9999999995590437; -0.22719870871805745 -0.84918650368631; 0.966633521789932 0.31982749047499615; 0.023533276168468453 0.08481974308761829; -0.999999999989525 -0.3773268737923183; -0.626389882191854 0.6492487697183953; 0.4927571008234063 0.9999999999800274]
163,1421,300,1.6110432190851787,[0.7549758882771486 -0.40346120174336436; 0.14691814964496125 -0.9999991505169735; -0.9999947530970991 0.9250159604879882; 0.999998876932242 0.9387678289300975; -0.8408759917277673 -0.6522623372361112; -0.20643587037425723 0.9821240111947568; -0.25460876168333724 0.013790137849082137]
164,1934,300,1.6080948691935313,[-0.7857378279404645 -0.5052184423642224; -0.999999999959182 0.7460847992235591; 0.06168050679366664 0.931722455303966; 0.7878923183689062 -0.5505865876011061; 0.9999999916079453 0.9538824253594678; -0.00491432140632092 -0.9999999991867659; 0.11985692549117985 -0.01857544048913916]
165,953,300,1.64233054330476,[-1.0 -0.9705781035392377; -0.1535231534923029 0.9999995485894129; -0.6920645456611314 0.42421287766227783; 0.3198394505405941 -0.028694022623749895; 0.9999999856402386 -0.9999894636205117; 0.9999898639258962 0.7256243762032042; 0.2177675595279446 -0.9745631003158168]
166,1571,300,1.5919188686041954,[-0.9862060835919175 0.02711122161225008; 0.4951462669827493 -0.7229493078107139; -0.7231534538803124 -0.9999999999998632; -0.065465211691206 0.12542872239628644; -0.9652460987957887 0.9999999997118375; 0.9999999999992362 0.027756665956042096; 0.4604808534641749 0.8407303660802558]
167,1885,300,1.618080884795052,[0.8739548332810126 -0.13662053308367508; 0.7679028503478581 0.9999999999039618; -0.01524787913309269 -0.2607369910045685; -0.5092934729475235 0.7827788665411459; 0.9556205729929758 -0.9999999999999932; -0.6320028541771834 -0.8903707419861071; -0.9999999999998529 0.10658843117502435]
168,255,300,1.602148212694002,[-0.4531056602263106 0.6967317426447511; -0.999923578875854 -0.0017903311429345722; 0.9943261535040002 -0.9999936940922614; 0.07565350893121206 -0.21327103779372575; 0.9960583196949891 -0.10442111124281994; -0.5236819531171728 -0.8989509709638882; 0.7666990710150018 0.9997749867622855]
169,1630,300,1.6065188240908315,[0.07378906834960362 1.0; -0.2337659849560741 -0.031803999085927806; -0.882824214297743 0.6030007057232117; 0.7189079411051837 0.4345253712029812; 0.9999995858017433 -0.8618436494076964; -0.15216351104539286 -0.9822505348361213; -0.99999999999963 -0.9589042441636286]
170,1622,300,1.615149387164636,[0.7024276027107945 0.6391862940087275; 0.22277110315822585 -0.8840258127486457; 1.0 -0.5850459229816976; -0.3232088752118716 0.999999990105201; -0.8910653524765045 0.36800758752959617; 0.12278585667259129 0.021969554886056838; -1.0 -0.999657327613309]
171,2234,300,1.5951371320254848,[-0.02838959909908861 -0.9999999986681244; -0.7377899940987533 -0.44873188284719484; 0.8114002624953219 -0.5264385383419399; 0.08854584281598452 0.9974244531820202; 0.9999999999854 0.9087180185778433; -0.999999999938825 0.8227509263576256; 0.1320637616838701 0.035978497687779346]
172,1500,300,1.6025068989213382,[-0.9094693703456266 0.1450441271158392; 0.4153147675486034 -0.8719921046772453; -0.6806921364269484 0.9999999995746591; -0.9719966198807025 -0.9999991119223114; 0.6115053997643367 0.7037795070073152; 0.9999999999995571 -0.18160612184654618; 0.007249439119579674 0.06385745089008772]
173,370,300,1.6043814688290556,[-0.9999448545593101 -0.1543298864321259; -0.7923662469641987 0.9999880787043606; 0.4493572335118643 0.7636314346296296; -0.04401350095258928 -0.24226186330050578; 0.9999970318489407 0.08427540664101128; -0.9999985332838686 -0.9999913507785677; 0.5435541926165491 -0.8149725011226829]
174,3310,300,1.610509453426966,[-0.910351690251613 -0.037849123871318245; 0.9999999993240359 -0.040279417180118016; -0.9996000550566461 -0.9999999999746695; 0.5319309755412389 0.686550518384267; 0.5140006309256151 -0.9570104695510017; -0.042365403272541284 -0.18593099496552634; -0.6837846232544837 0.9999999999866718]
175,830,300,1.603990176247109,[-0.7704876375494057 0.5899521931584892; 0.22162371579556306 0.9999643768794905; 0.9999975784274702 -0.9971963920520673; -0.13767848444080094 -0.04072488947308916; -1.0 -0.6524589551879125; -0.17785581330118186 -0.935117605990792; 0.8115770245763839 0.39340321648858534]
176,962,300,1.6203344395142367,[0.9243257845284513 -0.9999999997314601; -0.9999999350699728 0.17067695070921227; 0.9929911085848587 -0.18310745105562035; 0.9999999934198418 0.9999999996272951; -0.6684904302099632 -0.8705444713893281; 0.02242781716942678 -0.25703997716847543; -0.40483430217594096 0.7554585788369739]
177,890,300,1.6261691412020476,[0.9999999535319795 -0.22189178344083815; 0.017678183562554815 0.34061228256538095; 0.42661135394838773 -0.7861217552888055; 0.762545345030224 0.8866336396624738; -0.9330933596254524 0.25942708413230464; -0.993374833288567 0.9999570030183625; -0.9624999549005241 -0.9999999997494793]
178,1997,300,1.5918408325718774,[-0.081516992776279 0.008589609662893745; -0.9817728818674915 0.08548515825454087; 0.9999999999998739 -0.09911232823449175; 0.5320504940448827 0.7272559243154895; -0.9391193593560606 -0.9999999999955959; -0.6983179465308362 1.0; 0.3928981902355534 -0.8225132245546379]
179,1148,300,1.6021013335830592,[-0.19065223269959578 0.0005150156703794634; 0.1248630916392326 -0.9999999999996064; -0.9999999981987929 0.8784649252050288; 0.7600340809688204 -0.44312995258896226; -0.1469069537732582 0.9723256119336495; -0.8137376624803473 -0.5892826300708401; 0.999999958502842 0.900555124685597]
180,413,300,1.6071078749098022,[0.6803541758827828 -0.48712025613299714; -0.00546456679596552 0.07697313540630353; 0.9995427977760601 0.6912497578207901; -0.8740410517727086 -0.4213517510747498; -0.17413906795322395 -0.9999088661800671; 0.06890069990627269 0.9987314100768759; -1.0 0.9498149151938058]
181,1651,300,1.6142316339523937,[-0.9850667212683664 0.21257539135937417; 0.9999999006174869 -0.22380365243615047; -0.8603613424309233 0.9999999764583903; -0.0018284379815214932 0.24050050993573108; 0.6326641482441685 0.7925832798271047; 0.40728470387635046 -0.7966059153692655; -0.9999999999016098 -0.9999919552914244]
182,1943,300,1.6341352665602014,[-0.9999999960249787 0.23331625238148684; 0.9200892090367391 -0.2600859943142563; -0.44789696181059147 0.7591125870674784; 0.9971292882831978 -0.9999999722132166; -0.7825633548138775 -0.9515730626738115; -0.018309219416292932 -0.3571136280899793; 0.9657728866774931 0.9999999682990239]
183,1828,300,1.5953392783324412,[-0.7085883685800977 -0.9999999999996446; 0.9999999999999966 0.04613179316569205; -0.9920272349087228 0.024430551320701686; 0.4898287082472671 -0.6929414002802355; -0.10053300622283397 0.14280163148235234; 0.4401225639866941 0.884951139051045; -0.9700428813339337 0.9999999999999999]
184,758,300,1.6089955705008174,[0.8876820012609956 -0.9999740261926967; -0.9999482637697733 -0.012324142490220081; 0.7416368391260801 0.9992907199788226; -0.4790406897486936 -0.753533731924464; -0.5601788757113949 0.8298898206504894; -0.005012297880530894 -0.0026920157083266737; 0.9126700202162568 0.02832285780568059]
185,619,300,1.6286550399800852,[-0.9999899303213362 -0.2043677810206765; -0.7148692477075391 0.8648798605748185; 0.033668157029767255 0.3329611971307333; -0.37689561485000617 -0.7747072076987581; 0.9999999999996351 1.0; 0.9998356122553609 -0.9999356592722911; 0.9999949820981983 0.26632759071670115]
