nPsoRun,n_iter,S,fgbest,optDes
91,4186,300,-10.171189560946615,[0.9999999999985224 -0.34891625429163764; -0.538959779080808 -0.2470494129534193; 0.9999129574023572 0.9979095867680399; -0.999999999999734 -0.9999999999964928; -0.9999999999754724 0.9893776186654895; 0.1279185833135956 -0.9999998064166903; -0.2939789393948229 0.9999999999980497]
92,4132,300,-10.142463933305624,[0.9999999964410312 0.9776163945897062; -0.9999999999978655 -0.9999999999995696; -0.5531804657180207 -0.24719484889185672; 0.1299901788625291 -0.9999999982016525; 0.9999999999995988 -0.33745346436139306; -0.30103838439638475 0.9999999999999913; -0.9999999999947341 0.9963158877493821]
93,665,300,-10.203762737692525,[-0.9998075902515174 -0.10629584791021758; 0.9994098789114096 0.9999995332164155; 0.9998475215941047 -1.0; 1.0 0.28375724091172044; -0.24285986437877924 0.5252688896620993; -1.0 0.9999992565969855; -0.35684076668165626 -1.0]
94,1171,300,-9.747228834294136,[0.9999823852636719 0.9955536069896018; -0.9502284593786667 0.9604666856593659; -0.21341230130534947 -0.9952228680212531; 1.0 -0.9999985790408616; -0.9999744765071982 -0.2080363432142141; 0.4230854959825796 0.9999821083010574; 0.7309776138854275 -0.17041389357666303]
95,2943,300,-10.206769227546113,[0.28324345802157885 0.9999999999999983; 0.9999999999999998 0.9999999992916828; -0.9999999999624584 0.999995422876474; 0.9999999999999976 -0.9999999999999895; -0.1035546934309508 -0.9999999748469867; -0.9999999999999983 -0.35676755345795247; 0.5242487049788751 -0.2410141812676179]
96,5474,300,-10.08097084687683,[0.5891724896441984 -0.2486495629089927; -0.9999999267814725 -0.32285010300252726; 0.999996695348821 -0.9999997854911611; 0.31379716225807164 0.9999999997976132; -0.9762305846298647 0.9705469929747688; 0.9999998856643856 0.9999999988111352; -0.1406836938722289 -0.9997966478460294]
97,4438,300,-10.198076299523448,[0.2783837241144048 1.0; 0.999999999999999 0.999942532660441; -0.9999999999999996 -0.3695026149936203; 0.9999999999999992 -0.9999999999999996; 0.5196460384488948 -0.2659032159522058; -0.9999999999999881 0.9999999999999807; -0.12261708591340627 -0.9999999999998234]
98,1434,300,-10.19734512959046,[0.9999999999997247 0.9982685895483138; -0.11743070886192968 -0.9999997085550353; 0.5242290323240086 -0.2556751236055876; 0.2821863021247076 0.9999998305931169; -0.9999979896422471 -0.3625270604122013; -0.9997092147301552 0.9998625038981578; 0.999999991829912 -0.9999973386426186]
99,3589,300,-10.204939609812556,[0.9999999999971402 0.9998527486478067; -0.999999999999046 -0.35975194913887015; 1.0 -0.9999999999997542; -0.10839556748503683 -0.9999998779213599; -0.999999995687382 0.9999999983303252; 0.5233220074206537 -0.2471855281572303; 0.2821842433243031 0.9999999999999519]
100,5518,300,-9.545551295286247,[-0.9999999999999991 0.07901163683222963; -0.9788892458438568 -0.9999999999999999; 0.6808470418071513 0.9999999993735935; 0.5747985115958613 -0.9321877925109658; -0.8436394176456569 0.9999999999999999; 1.0 -0.08839387571315264; 0.3466722031464962 0.23797007354574537]
101,2555,300,-9.532783729505885,[-0.9999999999999998 -0.08063184975461093; 0.7255550200941975 -0.9999999999999998; -0.9853162942882048 -0.9999999999999997; -0.8497534943339837 0.9999999999999997; 0.3672741131823437 -0.277416708932998; 0.5583152568286202 0.9336005114357153; 1.0 0.006193354505993293]
102,992,300,-10.148996462149924,[-0.981539937643764 -0.9999995109402029; -0.3106616511037253 -0.49139418381762867; -0.41175647771902035 0.999997253024829; -0.9999999674392386 0.13994406688057232; 0.9997193020437553 -0.2518721613727105; 0.9999998470301461 -0.9999977163541923; 0.9999981285203341 0.9999937502922592]
103,2920,300,-10.117980864523414,[-0.5584320132626398 -0.2345512510023601; -0.9999994733714458 -0.9999999975945132; -0.9999998867585241 0.9841873626237969; 0.14120910837874234 -1.0; 0.9975529743131394 0.9993722034669056; -0.30862395740388027 0.9999999993880231; 0.999999992801463 -0.33293354373039646]
104,2769,300,-10.204415805114571,[-0.36014155964812555 0.9999999999771334; 0.999999999947796 -0.9999999998247482; -0.9984988989479429 -0.9999999999994288; -0.24460204958501833 -0.521730409778844; -0.9999999992460366 0.10461745456923185; 0.9999999999203262 1.0; 0.9999999445526853 -0.28100258232130476]
105,6175,300,-9.719003936069004,[-0.999999999991605 0.4361522197078487; 0.20048114050560756 0.7853091630624836; -0.9960868472584414 0.9999999999999991; 0.20015924076681532 -0.9999999999997516; 0.9999999999954727 0.9999999999997128; -0.954696382815636 -0.8827902080815384; 0.9999307515615369 -0.2421895256749538]
106,2516,300,-9.942330850345972,[-0.9999999999999996 -0.8280770591351103; -0.12477326964860094 0.99999979061104; 1.0 0.9999999999999817; 0.0975041241639408 -0.9999999999999992; 0.9989120517507543 -0.5866612076194629; -0.9999999999999986 0.9999999999999983; -0.38051957177643775 -0.3761577806437369]
107,2384,300,-10.095493248970914,[0.17456593036259496 -0.9999999998472087; -0.9991892065202608 0.5082993293031598; -0.9999999999999998 -0.999999999999999; 0.9999999999999998 -0.9999999999999934; -0.09117633708644261 1.0; 0.40834623729418346 0.34451012883763865; 0.9999999999999925 0.8982733354752112]
108,319,300,-10.147133776603859,[1.0 -0.9999787709713682; 0.999975347850087 0.999886869447121; 0.5493018602130636 0.2529127784531404; -0.9936901166384947 -0.9954232580243103; 0.2938244831487971 -0.9999078404528537; -1.0 0.3487422619401173; -0.1304940257065766 0.9932233496668703]
109,735,300,-10.200209648226581,[-0.5254096934528718 -0.24809452404660515; 0.9999877185894418 0.99930445177731; -0.9999903842734403 0.9986496141900183; -0.9999999540278628 -1.0; 0.11150269850054967 -0.9999984413818744; -0.2835863610176574 0.9999998823489614; 0.9999984894561982 -0.3586327708323742]
110,4897,300,-10.166363712579871,[0.9919549016759663 -0.9976543006186037; -0.24881900529291945 0.5425924919760826; -0.9965255204641192 -0.12232994526881; -0.3487085218362188 -0.9999999999899989; 0.9997833811749594 0.9999999985123617; -1.0 0.9999999999999428; 0.9999999991789271 0.29205816925739025]
111,1796,300,-10.204654064150464,[0.2477257741912713 -0.5224864217365603; 0.999999999999999 0.10807986606043117; 0.9995433179618547 -0.9999999999999971; -0.9999999999702566 -0.281477221792883; 0.360619646759744 0.9999999999969374; -0.9999999999999923 0.9999999999999991; -0.9999999999999942 -0.9999999999999991]
112,2115,300,-10.152118123150263,[0.22175544889107743 -1.0; 0.9999999999999997 0.9461081957807561; 0.4545915548305557 0.2986107527550687; -0.9999999999999992 -0.9999999999999993; -1.0 0.43865415123741414; -0.09321947517711836 0.9999999999999991; 0.9999999999999999 -0.9999999999999992]
113,2686,300,-10.132199282856073,[-0.9999999975542531 -1.0; 0.3189035903955673 -0.43862436320398196; 0.9332747433825077 -1.0; 0.4615713586138169 1.0; 1.0 0.09612808148277213; -0.9993430098498951 -0.20667480616875336; -1.0 1.0]
114,2558,300,-10.13139153578493,[-0.13702374181167823 0.9999999999999953; -0.9999999999999999 0.43198405558337516; -0.9999999999998934 -1.0; 0.9999999999999997 -1.0; 0.475777689751857 0.3232341298124633; 1.0 0.9664311641693764; 0.23666994934175933 -0.9999999999998306]
115,634,300,-10.141260483798026,[-0.4950542036671428 -0.312559890662554; -0.2581434017218722 0.9974341808841216; 0.9999547996689586 -0.4060875028186925; -0.9999426413540845 -0.993593186294418; 0.9999999704777606 0.9999997193051723; -0.9999999578035683 1.0; 0.14666810067761069 -0.9999995668150614]
116,4341,300,-10.193064756624306,[0.12987926901154717 0.9999999999290086; -0.9999999999998149 -0.9998213255492897; -0.5179374783967459 0.2748445136138301; 0.9999999999973391 0.37418204640992386; -0.2766544241584916 -0.9999999999985719; 1.0 -0.9999999999953274; -0.9999999999987387 0.9999999999991303]
117,262,300,-10.135571312987986,[-0.3428226627887919 0.9999460574252274; -0.2459201692179271 -0.5511325561188867; -0.9999955608231961 -0.9999992440107115; -0.9981267240932509 0.1354295702131742; 0.999998922742988 -0.2996434438222152; 0.996970643066134 0.9949957673834822; 0.9900255584569096 -0.9999772165427856]
118,4486,300,-10.204909301753498,[-0.24296966350913687 -0.5246639709732484; -0.35723151072148873 0.9999999996196298; -0.999999925470027 0.10602384518768716; 0.9993639659850952 -0.9999999920267407; 1.0 0.9999999851326574; 0.9999999999999379 -0.28345096221073257; -0.9999999886161616 -0.9999999788269829]
119,1690,300,-10.203445609315922,[0.9999999999999993 -0.9999999999999999; -0.36095343766380467 1.0; -0.997328878092519 -1.0; 0.9999999999999992 -0.2799529772076268; -0.24376634714303888 -0.5203957189893726; -0.9999999999999998 0.10273925657027345; 0.9999999999999946 0.9999999999999959]
120,520,300,-10.172608192128022,[0.9967923878268965 0.9999999939318255; -0.35674920248374087 -0.9999743521369668; -0.2561009673814499 0.5364481491398675; 0.9999985441047582 0.2879680434160572; 0.9999574429322547 -0.9968891903372695; -0.9968512357838476 -0.12598002032027267; -0.9999417948254679 0.9999999994998925]
121,4094,300,-10.199093624690418,[0.9999999999998407 0.9999999998886433; -0.9999999999999903 0.9999934349800659; 0.9999999999999977 -0.36853037335374905; -0.27872786750607415 0.9999999999999999; -0.5199729600860118 -0.26398402907961105; -1.0 -0.9999999999999981; 0.1210368487877014 -0.9999999999999255]
122,1533,300,-10.085386747461724,[0.8958562722075075 0.9999999901182114; -0.9974597439198699 0.9999999983679402; -0.9999999988226449 0.18084257589386635; 0.999999995346342 -0.08708563111025765; -0.9889478776721413 -0.99999999898254; 0.4930596674680098 -0.9999999976286422; 0.33379447269699153 0.4178991179056133]
123,2184,300,-10.16284346821319,[0.09464836925118932 -0.9999999999999996; -0.4693395608705695 -0.28492799381510325; 0.9999999999999999 -0.4200332400091736; -1.0 0.9999999999999942; -0.9999999999999981 -0.9586660287963854; -0.2352480293376085 0.9999999999999999; 0.9999999999999961 0.9999999999999996]
124,6505,300,-10.102427048519406,[-1.0 -0.1774721132680212; -0.9999999999996548 0.9999999999999983; 0.9009641609020433 -1.0; -0.9999405524277727 -1.0; 0.9999999999999999 0.0914098859807605; 0.3416781433905775 -0.4117639291443069; 0.5038069008501963 0.9999999999998367]
125,1187,300,-10.15729317220081,[0.5456006250451139 -0.24971395733082488; -1.0 0.9866215749769123; 0.29472882492188823 1.0; -0.9999992362120725 -0.34541432188075144; -0.12574515639116343 -0.9968219631484613; 0.9999998975829039 -0.9999991434188062; 0.9999999700269832 0.999354902507054]
126,6221,300,-10.200265395786193,[-0.9999999999999998 -0.36683327565077; 0.9999999999999991 -1.0; -1.0 0.9999999958473473; 0.9999999999999734 0.9999065541829659; -0.11875608198795395 -0.9999999999999325; 0.2794301101695431 0.9999999999999997; 0.520681462276236 -0.26087416301058053]
127,1845,300,-10.195948138175915,[-0.9980832519900009 0.999999999770542; -1.0 0.28116959924868445; 0.36516002493968935 -0.9999999996563786; 0.9999999916904907 -0.12144934812457993; -0.9999049259354319 -0.999999994046033; 0.26054506027367286 0.5228875894830124; 0.999999999900038 0.9999999999999838]
128,3505,300,-10.19366115023829,[0.9999999999928368 -0.35397071892438614; 0.999993899341833 0.9991152425669426; 0.1137799914233844 -0.9999999999997882; -1.0 -0.9999999999943001; -0.2873755185213327 0.9999999999997432; -0.9999999999999875 0.995519208493681; -0.53005899638969 -0.2442299715573694]
129,2423,300,-9.911303430231992,[0.9999999660304665 0.25964770149629335; -0.6465825617190721 0.15614478786568847; 0.14220282545978144 0.9999999077727019; -0.9999999997159 -0.9999999515477936; -0.9999999999604725 0.9999999997424658; 0.9705150456386583 -0.9953911924701296; -0.3652708271865295 -0.9999999999630116]
130,2034,300,-10.156884160414293,[-0.9999999999999999 0.9999999999999999; 0.4302726263304201 -0.9999999999999994; 0.29236587238518036 0.4611152562470237; 0.9999999999999998 -0.09373153005099832; -0.9999999999999992 -1.0; -0.9999999999999998 0.22777930336948923; 0.9517581668768803 1.0]
131,2466,300,-10.201244229138348,[0.999999999999356 0.3643585300037543; -0.2805698235281516 -0.9999999999999754; 0.11596701214821972 0.9999999999974926; 0.9999999999980816 -0.9999999996489776; -0.9999999999987806 0.9999999999999937; -1.0 -0.9995856967778459; -0.5218717539086815 0.25659806014688086]
132,2937,300,-10.095250540501578,[-0.9999999999999974 0.999999999999961; -0.5803948739170409 0.25153181430957283; 1.0 0.33604896462103484; 0.1502715126714768 0.9999999999998914; 0.9670557955136755 -0.9999301722188835; -0.309135046196776 -0.9999999999999918; -0.9999999999999879 -0.9854566706773857]
133,1724,300,-10.191119475955993,[-0.9999999999999879 0.9999999999999986; 0.2738852320224168 0.9999999999999996; 0.5147534051192066 -0.27431876038380826; -0.9999999999999998 -0.3768152077683515; 0.9999999999999999 0.9999999999999997; -0.12625483054693984 -0.9999999999999997; 0.9999999999999936 -0.9971806468649749]
134,1994,300,-10.185689411450639,[0.9997650654029493 -0.9910585356799672; 0.11130873712759932 0.9999999851946649; -0.9999999999115989 -0.9999913584357897; -0.5346506914018551 0.2427968665218975; 0.999999999997941 0.3497664764071862; -0.2891405998441146 -0.9999999999978475; -0.9999999999698491 0.9999999999801457]
135,876,300,-10.172982046872642,[-0.9985333679281261 0.999927400608657; 0.5384241445665067 -0.24442721187538446; -0.9999999924127841 -0.3492002273875159; 0.9999998177477211 -0.9999992362525537; 0.293188584017272 1.0; 0.9999999576110625 0.9906622549346058; -0.12444235997766377 -0.9999911372153852]
136,2463,300,-10.144089716653179,[0.15576372414389594 -0.9999999999999556; 0.999999999995259 -0.4123263359765617; -0.999999999999957 -0.9869406068478678; -0.495222094250177 -0.32122283433683796; -0.9999999999993967 0.9999999999997773; -0.2550081650233529 0.9999998972672788; 0.9999999999999997 0.9999999999998785]
137,1907,300,-9.957798141299273,[-0.999999999587088 -0.9999999999985281; 0.999999999999995 0.08680060080188974; -0.9999997477598013 0.9999999999990368; 0.3776428157506542 -0.3579695593693392; -0.9999999999999979 -0.1394791888712258; 0.5612086088033433 0.9795570499060293; 0.8642978600984996 -0.9999999999999831]
138,3422,300,-10.2054965619982,[0.2462777998754472 -0.5233239887607044; 0.9999999999568744 -0.9999999998802845; -0.9999993064753377 0.9999996286101297; -0.9999940484590043 -0.99999999999996; -0.9999999999844489 -0.28223424908371497; 0.9999981096217004 0.10749201844219101; 0.3594041957204682 0.9999999999563095]
139,1818,300,-10.200201658198152,[1.0 -0.11319161650065218; 0.365888380374759 -0.9999999999956374; 0.9988481517184893 0.9999999999943476; -0.9998499229207956 0.2788508622556079; -0.9999999999813751 -0.9999999999987574; 0.2560334285070125 0.5195884659119326; -1.0 1.0]
140,1272,300,-9.972245004096226,[0.9968095657684357 -0.15528320360935044; 0.9999972632468974 0.9999998204814426; -0.9954221592843913 -0.9392437118831448; 0.2950597176905937 -0.9999999125934422; -0.9999943498883453 0.3403389459237594; -0.9998901995441873 0.9999987224686626; 0.21708224815945384 0.6404519635999739]
141,5332,300,-10.139444951039142,[1.0 0.29781270495603546; -1.0 0.9999999999999999; -0.2438613636132489 0.562417015093822; 0.9999987700507589 -0.9734436822984881; 0.9964588916924361 1.0; -0.3434286184130195 -0.9999999999999998; -0.9999999999998251 -0.12393146072417956]
142,3542,300,-10.182080461672829,[-0.3506093059912202 -0.9999999952388887; -0.999999980871256 -0.11730302234175072; -1.0 1.0; 0.9950841710519192 1.0; -0.24385662854799983 0.5355772584587151; 0.9970396112085774 -0.9985578115966651; 0.999999998694384 0.2903816294233477]
143,309,300,-10.114458367060015,[0.9999999999881646 -0.0916611605493185; 0.33459905992723155 0.418741011900424; -0.9999707768010125 -0.9999872749069525; 0.4901460409272269 -0.9996796372365333; -0.9995349953313177 0.999992831756979; -1.0 0.18623973636662564; 0.9104224137693766 0.9999131743511794]
144,2631,300,-10.197748975288123,[0.12319493548635592 1.0; -0.5193709011417085 0.2667943833554903; 0.9999999999999958 0.370047375519021; -0.2781239611654306 -0.9999999999999998; -1.0 0.9999705589291908; 0.999999999999996 -0.9999999999999971; -0.9999999999999997 -0.9999999999999992]
145,2073,300,-10.10134542418006,[-0.999987100938188 -0.13478639787567162; -0.33313610536042293 -0.9999996829488581; 0.9999999955496761 0.3073117976642762; 0.9955527122886748 0.9999998276479406; -0.9999960765343209 0.9999999993862712; 0.995098906622763 -0.9651891261650808; -0.24306578934787998 0.5813671605493147]
146,4511,300,-10.14001231874794,[0.9999999999999998 -0.9999999999999993; -0.4376014576040201 0.3155738589244766; 0.9999999999999892 0.4612742627775482; -0.20570154343571997 -0.9999999999999902; -0.9999999999999999 -0.9999999999999966; 0.09209867386047976 0.9999999999999998; -0.9999999999999996 0.9306101153699068]
147,5514,300,-10.131730274133943,[-0.09175277320496089 0.9999999999999979; 0.9999999999999996 0.9202882625518708; 0.19536855508125997 -0.9999999999999823; 0.42712603478546673 0.32671788772532456; -0.9999946536593273 0.4761736612671726; -0.9999999999999502 -0.999999999999362; 0.9999999999999164 -0.9999996143236324]
148,2844,300,-10.183406436859496,[0.9999999999999981 0.388031701900537; 0.0985231024128346 0.9999999999999993; -0.25913358203744674 -1.0; -0.4963016555991762 0.2623209335127224; 0.9999999999999981 -0.9999999999999979; -0.9999999999999997 -0.9999999999999987; -0.9999999999999997 0.9799101457426473]
149,2844,300,-10.19153929037612,[0.9999999999999997 0.9999999999999993; -0.2781025632291482 -0.517060037838487; -0.9999999999999633 0.13221366699399972; 1.0 -0.275826417261626; -0.37607811716241824 0.999999999999998; 0.9999999974859335 -0.9999999999999998; -0.9999999999999983 -0.999999999999999]
150,2833,300,-10.146213510874151,[0.2473526695738398 0.5478819681053876; 0.9999999999997875 0.9999999999996415; -0.9999999999999815 0.30110816995607215; -0.9973073879301483 -0.9999999981563944; 0.9999999999992207 -0.14075650683061433; -0.9836387528322202 0.9999999999999154; 0.3428962206235903 -0.9999999999999315]
151,4548,300,-10.131554927726288,[0.5543301897157584 -0.2537864222008365; 0.9999999996304102 0.9813977784914073; 0.30470784167529014 0.999999999998042; -0.9999999999999974 -0.3402472561306254; -0.9993075347870362 0.9909613833998471; -0.15026621473563298 -0.9999999999073492; 0.9999999965044077 -0.9999999999109163]
152,2057,300,-10.158682935513612,[0.47818218970114196 0.2939678576021031; -0.9999999999999987 -0.9999999999999999; 0.9999999999999993 -0.9999999999999979; 0.9999999999999993 0.9665077903712126; 0.24137174159870384 -0.9999999999999992; -0.11075119581933425 0.9999999999999967; -0.9999999999999977 0.4167879713296777]
153,1741,300,-10.189276706403048,[0.999999999999677 0.9999998133564715; 0.2816571260596445 0.5162965242451453; -0.9999982272666039 0.999999976935178; -1.0 0.27508476243111984; 0.9999999998183874 -0.13508819553888435; 0.37801319605512007 -0.9999999615003785; -0.9999999999981672 -0.9999997736656718]
154,867,300,-10.113209935900127,[-0.9999829129261033 -0.9845099209118021; -0.9999930742457783 0.3269628806150843; 0.999836189390138 0.9999999808839761; 0.30809090953674195 -0.999998233012101; 0.9999649636771432 -0.9986384788470614; 0.5611744809610398 0.22774040011934868; -0.12610188478550347 0.9986462909602088]
155,2211,300,-10.167306035085211,[-1.0 0.9953735346096702; 0.14943757089432097 1.0; -0.506623084519474 0.30448282111509567; -0.9999999999999991 -0.9999999999999997; 0.9999999999999988 0.3951032642733249; -0.26598421330918837 -0.9999999999997046; 0.9999999999999976 -0.999999999999999]
156,2308,300,-10.158467352368508,[1.0 0.9543001227339761; -0.09476406418960465 0.9999999999999994; -0.9999999999999997 -0.9999999999999998; 0.4641239059303165 0.2904421844411507; 0.23041018514827355 -0.9999999999999997; 0.9999999999999986 -0.9999999999999979; -0.9999999999999976 0.4268972787346572]
157,932,300,-10.195799487399574,[0.11153220634177982 0.9999972557586876; -0.999999997495113 0.9999999961850479; 0.9999999993430652 -0.9976014595108367; -0.2859488279455716 -0.9999999997782707; -0.528708682969684 0.24509973959301204; 0.9999999999883836 0.35509935972104434; -1.0 -0.9979825932610997]
158,8498,300,-10.203155059223038,[1.0 -0.9999999999999991; -0.9999999999999952 0.9999999596642076; -0.1132366660708459 -1.0; 0.5219374349251659 -0.2538555032781494; -1.0 -0.36325864063220015; 1.0 0.9999846901299676; 0.28075773334846776 1.0]
159,1835,300,-9.94261250602245,[-0.9993268458560459 -0.19458126827411237; 0.9914085178462032 -0.9652952780331282; -0.9999915691764628 0.9999622944506207; -0.2277424266875953 0.6335965322180138; 1.0 0.35277941764042325; -0.2909268914434092 -1.0; 0.9730659785460243 0.9995857334285847]
160,803,300,-10.055126831964671,[-0.9995801018543106 1.0; -0.9999993780535446 0.32007400139069236; 0.31498283748787553 -0.9999999996150623; -0.9999985445511862 -0.9602226725372494; 0.9995287485113752 -0.1303369296977703; 0.21658683095045367 0.5994166211757097; 0.9999982135803218 0.9999998950193683]
161,1206,300,-10.15136519565166,[-0.22295484818464525 -0.9999999989488444; -1.0 0.9475007310711904; -0.9999999999544712 -0.9999999999832578; 0.9999999978380002 0.43770658318046624; 0.9999999999918894 -0.9999999999952125; -0.456285698362405 0.2994510744898896; 0.09546996916450035 0.9999999999997248]
162,2372,300,-10.050004854092423,[-0.8855823133892765 0.9999999999999778; 0.9999999999858539 -0.9999999999999891; 0.9999999999999977 0.16205468889832256; -1.0 -0.0898508628207009; -0.5271498481473147 -0.9937045118119029; -0.35538414279597413 0.391955050362968; 0.9999999999999687 0.9999999999999961]
163,5052,300,-10.163535332164654,[-0.30691826748221995 0.5043575908519561; 0.9999999999999983 1.0; 0.9999999999999998 -1.0; -0.999999999999999 -0.14972584857599458; 0.9999887877741388 0.2638515153391035; -0.9936017386841226 0.9999999999999993; -0.3981434764464211 -0.9999999999999977]
164,2839,300,-10.181804271488422,[0.9999999999999999 -0.09914195974179167; -0.9999999999999986 -0.9999999999999948; -0.9999999999999998 0.9999999999999997; 0.3902166589591043 -0.9999999999999999; 0.26454611625498303 0.49475897425066884; -1.0 0.25769913540735556; 0.9788168806528306 1.0]
165,9395,300,-10.202214068405178,[-0.11527194790828116 -1.0; 0.9999999999999999 0.9999999999996894; 0.28021125268305225 0.9999999999999999; 0.5214110570279344 -0.2565470303051151; -0.9999999999949724 0.9999999998790716; -1.0 -0.3646578850517023; 0.999999999999997 -0.9999999999999981]
166,2013,300,-10.14014412086535,[0.9999999999999981 -0.9999999999999939; -0.9999999999999994 -0.9999999999999983; -1.0 0.9308068525048505; -0.20589999220345448 -0.9999999999999989; 0.9999999999999999 0.46099648312480446; -0.43781060280757506 0.3153733739337138; 0.09212313774820248 0.9999999999999991]
167,2018,300,-10.195797404101251,[0.9999999999999999 -0.12484167599759495; -0.9999999999999939 -0.9999999999999951; 0.26960867946571804 0.5181881227085942; -0.9999999999999956 0.27701718122442925; -0.9999999999999997 0.9999999999999994; 0.9994246028445294 0.9999999999999981; 0.3720849049802204 -0.9999999999999677]
168,2953,300,-9.942988630343883,[-0.9999999999999984 -0.9999999999999992; 0.375628699423135 -0.3820904595875851; -0.999999999999989 0.9999999999999999; 0.8270860790947815 -0.9999999999999998; 0.5869965447370884 0.9999998985256396; 0.9999999999999989 0.09797145494209127; -0.9999999999999907 -0.12464787097984939]
169,147,300,-10.170817484718464,[-0.9998307407588586 -1.0; -0.11248535631489484 0.9985035988030488; 0.2842090572590576 -0.9992359089944377; 0.9999925924384081 0.9992913038529263; 0.5266158490626267 0.24500040679746407; -0.9995782274583638 0.3582929241860101; 0.9999457233319489 -0.9965557980983795]
170,3438,300,-10.13258582532924,[0.42842817006735545 0.3261262778987357; -0.9999999999999978 -0.9999999999836946; -0.09239864663602734 0.9999999999990975; 0.19658136279401622 -0.9999999999911221; 0.9999999999981973 -0.9999999999992131; 0.9999999999991938 0.9215909123166179; -0.9999999999999802 0.47457011424597595]
171,2933,300,-10.201875399262367,[-0.2500745895113137 0.5194960234025615; 0.9999999999999999 0.2788891098657626; 0.9999999999999817 -0.9999999999998813; -0.9999999999999999 -0.10762620435829374; -0.3639804143067706 -1.0; 0.9999999999999997 0.9999999999999998; -0.9974503483675252 1.0]
172,3792,300,-10.204887403467358,[-0.10741503294897839 -0.9999999999999997; 0.9999999999999993 0.9999999999999989; 0.5226322358709339 -0.24685350815187246; 0.9999999999999997 -0.9995354303798923; -0.9999999999999992 -0.360187409830277; -0.9999999999999971 0.999999999999978; 0.2816377550530136 0.9999999999999997]
173,1621,300,-10.161417511981272,[1.0 0.41355189418576604; -0.9999999999999997 0.9684490162673541; -0.2435997423043315 -0.9999999999999996; 0.9999999999999986 -0.9999999999999994; -0.4805325537453271 0.2912228659520461; -0.9999999999999983 -0.999999999999994; 0.11040669608180037 1.0]
174,1171,300,-10.203586427761646,[-0.5249073304901329 -0.24443710749838876; 0.9999999986753335 -0.3576152078866173; -0.999999999012744 -0.9999999917612826; -0.28352968601202716 0.9999999991744741; -0.9999999946530638 0.9990617728955048; 0.9999988324396224 0.999874353956957; 0.10769096300724314 -0.9999999998642727]
175,3157,300,-10.198142755589695,[0.24728508796064635 -0.5267857045007565; -0.9991968979612483 -0.9999999999998375; 0.3572423441931456 0.9999999999934175; -0.9976513545064246 0.9999999990650165; 0.9999999884095763 0.111177395429797; -0.9999999999999337 -0.2843543628163284; 0.9999999999989007 -0.9999999999989357]
176,5369,300,-10.166669546076538,[-0.39364987191361034 -0.9999999999998931; -0.9999999999999992 -0.1582965812473332; 1.0 -0.9999999999999682; 0.9999999999999368 1.0; 0.9999999978669634 0.2690876068805466; -0.9999999999613951 0.9999999999999933; -0.30940353640742235 0.5098396077897128]
177,2084,300,-10.172523719085497,[0.9999995172152938 -0.26612651820181893; -0.2969565041741541 -0.5066903154941284; -0.39235007088313234 0.9999999996696994; 0.9999999998736153 0.9999999999881339; -0.9999999999971605 0.14144753861367973; -0.9938184089868072 -0.9999999999988805; 0.9999999999882173 -0.9999999996275813]
178,4308,300,-10.173788665646505,[1.0 0.2503731435648608; 0.9999999999999944 -0.9999999999999983; -0.2745382182836312 0.48681854838451066; 1.0 1.0; -0.9729039471597872 0.9999999999999999; -0.4009913271346332 -1.0; -0.9999999999999996 -0.10101238313444172]
179,1968,300,-10.159017665721661,[0.9999999999999986 0.9999999999999968; -0.28995360213305643 -0.46612590480433136; 0.9999999999999999 -0.23205590299140397; -0.4250312741530517 0.9999999999999999; -0.9559791021443823 -0.9999999999999999; 0.9999999999999929 -0.9999999999999994; -0.9999999999999943 0.0961299126600839]
180,3461,300,-10.105006814350478,[0.999999999999927 -0.9999999999992739; 0.999999999998768 0.9999999999996542; -0.3463041694332733 0.4322900312541577; -0.48321232153358845 -0.9999999999999997; -0.9999999999999883 -0.113925397376137; -0.9226320676192622 0.9999999999998761; 0.9999999999999755 0.19558167295672438]
181,3003,300,-10.113293376240772,[0.3397635137826493 0.9999999997894633; -0.9697412256914391 -0.9999999999979369; -0.9999999999579895 -0.3097288583955412; 0.25733206343352993 -0.5584218446796296; 0.9999999999999756 0.16750500476083288; 0.9999999999561928 -0.9999999968057321; -0.9999861434489771 0.9979649756787327]
182,3500,300,-9.520514855792305,[0.14830227700375614 0.8034061667827705; -0.9703916067534317 -0.9455804132500966; 0.1504447639598212 -0.9999999999996356; -0.9999999999999819 0.5082597030992867; -0.960754586533238 0.9999999999998277; 0.9999999999995801 0.9999999999926239; 0.9999986425805824 -0.310322094378072]
183,9190,300,-10.10098989483398,[-0.9999999999997679 -0.18876075589427396; -0.9999999997611249 0.9999999999990881; 0.33541332373526256 -0.41163331737936965; -0.9999947900159357 -0.9999999999959973; 0.4857388753191414 0.9926427849461941; 1.0 0.08915451990170328; 0.9179490454552165 -0.9999999999983268]
184,603,300,-10.110169431027673,[0.9999991135982853 -0.9060154627846284; 0.1829578168988475 0.9999980877642796; -0.0914830049727941 -0.9999980050186484; -0.9999999934570677 -0.49498042247651086; 0.4162637186385697 -0.33656689359636804; -0.999998939738609 0.9999902584335915; 0.9999987670314121 0.9987365600564909]
