nPsoRun,n_iter,S,fgbest,optDes
185,1943,300,-10.166807434026778,[0.9999999999999994 -0.9999999999999999; -0.9967960724384998 0.9999999999999998; 0.999999999999999 0.9999999999999991; -0.3948309227344486 -0.9999999999999991; 1.0 0.26687851405988605; -0.9999999999999987 -0.1524478544282935; -0.3063249413127551 0.5075689971513001]
186,5132,300,-10.20445336331111,[-0.999999999999992 -0.10785179372083208; -0.3586449937105463 -0.9999999999998693; 0.9999798494433145 -0.9999999999748806; 0.9999999999999986 0.2828459611573915; -0.2456347099859296 0.5240752179815764; 0.9994736111763208 0.9999999999999991; -0.9999999999999971 0.9999999999999977]
187,3167,300,-10.196210627376175,[-0.9999999999367584 -0.27772664299359207; -0.999999992592611 0.9999999973863782; 0.9999999999530399 -0.9999999993978976; -0.9998856467320755 -0.999999998146276; 0.3712982483855049 0.9999999996541662; 0.9999999999783077 0.12543350673724368; 0.26937152544037124 -0.5190064193116016]
188,2619,300,-10.12820686388173,[0.9999998864780201 -0.41147298934087917; -0.2618401344496737 0.9999138725082238; -0.9999825144342248 0.9999937116633363; -0.5017889495877795 -0.33759217855339535; -0.9999997325416307 -0.9991032149251187; 0.9999999194735355 0.9999709062114924; 0.18298322639813105 -0.9999229779135034]
189,5151,300,-10.20042981289115,[-1.0 0.28248376239043427; -0.9999627376954157 0.9999999999857208; 0.999107453231504 -0.11194875962738567; 0.9999999999992379 0.9999999999994373; -0.9999999982664537 -1.0; 0.25003645085969806 0.5245975387433753; 0.3602897184474925 -0.999999999949558]
190,5514,300,-10.185154830828749,[-0.9997934555128835 -0.9999999999999996; 0.9999999999999927 0.13973595364493044; -0.9999999999999998 -0.27413256701239247; 0.9999999999999997 -0.9999999999999998; 0.2869673978461842 -0.5153315622721587; 0.3807848609310317 0.9999999999999997; -0.9999999999999997 0.9999999999999992]
191,1983,300,-10.15274887838668,[-1.0 0.9468461470703162; 1.0 -0.9999999999999989; 0.09326088901536901 0.9999999999999963; -0.9999999999999997 -0.9999999999999992; 0.9999999999999997 0.4375521889254855; -0.22253962659218676 -0.9999999999999998; -0.4554322225210742 0.2977722313857236]
192,3749,300,-10.123869384045722,[-0.9999999999999999 0.09188247549186304; 0.9999999999044076 0.9999999999999999; 0.9959860196489503 -1.0; -0.9144527897475397 -0.9999999999999923; -0.47909050616441284 0.9999999999995427; 0.9999999999999988 -0.19286213458158935; -0.32737417243120837 -0.4246604920520844]
193,2581,300,-10.136321747107624,[0.9999999999999994 -0.09190688430230042; -0.9999999999999981 0.9999999999999999; -0.9999999999999994 0.20071584669864384; 0.46841068654299545 -0.9999999999999991; 0.3210123756749576 0.4324735605744876; -0.9999999999999994 -0.9999999999999996; 0.925675245297583 0.9999999999999998]
194,2796,300,-10.073942466758123,[0.8871372621910121 0.9999999999997976; -0.9999999999999544 -1.0; -0.9999999861671441 0.16674158177096657; 0.5203371921360498 -0.9999547315250217; 0.9999999999999626 -0.09175676675237522; -0.9999999999999645 0.9999999999999927; 0.34871235362161035 0.4038926244584645]
195,5161,300,-10.164333934171543,[0.9999999999780806 -0.9999999999999637; -0.9999994590248085 0.404194855345577; -0.9999999999999989 -0.9999999997212194; 0.4929712519094466 0.29497344890036264; -0.12582553153464285 0.9999999999999022; 0.9999999965953319 0.9802317550899989; 0.25393006286220615 -0.999985270467382]
196,3877,300,-10.125636754492547,[-0.9999999999999947 -0.9999999999994126; 0.9999999999999512 -0.9999999999998838; 1.0 0.9851972134092325; -0.1672191391291683 0.9999999999999999; 0.2505108723925459 -0.9999774340061773; 0.4906682328908332 0.33563182194157515; -0.9999999999999968 0.4222447384812393]
197,3104,300,-9.950144507131773,[-0.374233638225256 0.382756602411565; -0.999999999999998 -0.09744736739303131; 0.9999999999999978 -0.9999999999999999; 0.9999856769558682 0.1267577138537085; -0.5835708432130685 -0.9999847254663689; -0.830277990180787 0.999999999999999; 0.9999999999999976 0.9999999999999994]
198,2999,300,-10.043901320290516,[0.5361641601605307 0.9999709133656914; 0.8731001918977138 -0.9999999999999883; 0.9999999999999879 0.09254451860846331; -0.9999999999983764 -0.9999999999999958; -0.9999999999997502 1.0; 0.3549672312268624 -0.3973156457439945; -0.9999999999998659 -0.15653376133107555]
199,2300,300,-10.094040771338678,[0.3446238936585584 -0.40862223544606424; -0.9996249087757845 -0.17423152559464863; 0.8980419761182438 -1.0; 0.9999999999999997 0.09135670081047231; -0.9999999999999991 -0.9999999999999989; 0.5090792013881287 0.9999994036312029; -1.0 0.9999999999999996]
200,9152,300,-10.101165064338119,[0.9001252115013689 0.9999999999999934; -0.9999999999999306 -0.9999999999999993; 0.34238692069917376 0.4111135326073711; -0.9999999999999994 0.1766694502643508; -1.0 0.9999999999999997; 0.9999999999999998 -0.09141348998836092; 0.5050780089277978 -0.999999999999999]
201,1541,300,-10.203834891940007,[0.9978754878627276 -0.9999999999999992; 0.244416540233542 -0.5209781212046275; -0.9999999999999998 -0.2803950264968701; 0.9999999999999998 0.10381156764372307; 0.36070274889193393 1.0; -0.9999999999999744 -0.9999999999999902; -1.0 0.9999999999999972]
202,1546,300,-10.183578385831623,[0.26447970731160275 0.9999999999999999; -1.0 0.9999999999999998; 0.5037218346547913 -0.27275624964362405; 0.9999999999999998 -0.9871604443554999; -1.0 -0.3859244677175892; -0.11454999365706596 -0.9999999999999998; 0.999999999999999 0.9999999999999999]
203,2153,300,-10.18252571935875,[-1.0 -0.3493263241928671; 0.5356999314052789 -0.24410373797840565; 0.28973779877545625 0.9999999999998642; 0.9999999999989237 -0.9999999998102853; -0.11317252234514404 -0.9999905242788107; -0.999999995078425 0.9896804692140777; 0.9999999999999546 0.9999921407070093]
204,5607,300,-9.355473637115534,[-0.9999999999999993 0.9999999999999994; -0.11475862208939991 -0.9999999999999998; -0.9994527765203451 -0.5046642653460003; 0.9214106861525546 -0.5883838209746444; 0.9999999999999998 0.6669226672028624; 0.05392811737204566 0.9995277775147116; 0.03384698642926689 -0.20527888363959115]
205,2244,300,-10.183355510666537,[0.9999999999999993 -0.9797371150131683; 0.4961011789930186 -0.26217478835287833; 0.9999999999999996 0.9999999999999966; -0.9999999999999989 0.9999999999999956; 0.2589851393320886 0.9999999999999997; -0.09822281637980708 -0.9999999999999998; -0.9999999999999997 -0.38813722942635]
206,869,300,-10.12865980566409,[0.9999999249603152 -0.47012347142914535; 0.9999983574722882 0.9999943842743113; -0.9999998147136396 0.9999965424194819; -0.9999999983248427 -0.926860254508076; -0.20121749557156207 0.9999998268462188; -0.43464863146468463 -0.32708073450154096; 0.0991327566372963 -0.9999999980642855]
207,2964,300,-10.19494755165496,[0.9999999999853679 0.9999999998081635; 0.9999999999988328 -0.3629830245172337; -0.5244847076458331 -0.25774483476539717; 0.12082968433764668 -0.9999999999987296; -0.9999999999999528 0.9970755428155931; -0.9999999999999998 -1.0; -0.282578572177314 1.0]
208,2271,300,-10.183398625132593,[0.4962177060956513 -0.2622215248368115; 0.9999999999999999 1.0; 0.9999999999999994 -0.9798348606190723; -0.9999999999999994 -0.3880603134696277; -0.9999999999999997 0.9999999999999991; -0.09836390013661804 -0.9999999999999988; 0.25907469701240526 0.9999999999999952]
209,2137,300,-9.912549283518072,[0.9999994982160357 0.9999999999999684; -0.2563834526725764 -1.0; -0.9999999999997997 0.9999999999998201; 1.0 0.36820431645841245; -0.1777211904017905 0.6478956146661501; 0.9638578951851625 -0.9840476369780408; -0.9999987350858079 -0.15569181530352508]
210,261,300,-9.980154176303975,[0.9814039511203567 -0.9980263239952708; -0.6119026559658679 0.21754164403586232; -0.343313634723006 -0.9999093449348347; 1.0 0.29792528454780204; 0.17535181704112246 0.9992320216336658; -1.0 1.0; -0.9995325429949735 -0.976349865738036]
211,2261,300,-9.600938706007575,[1.0 -0.7429632322938531; 0.10312280836528138 1.0; 0.9999999991646578 0.9999297808495026; 0.34568456539525605 -0.34044975600066274; -0.9999999996628685 0.8439039203101036; -0.9623675992867207 -0.5300340207753202; -0.010098672124670693 -0.9999999978454409]
212,3496,300,-9.910788093242905,[0.08119880514221307 -0.999999999999998; -0.9999999999999999 -0.8690804385763864; -0.9999999999999997 0.9999999999999992; -0.33344801625620574 -0.3886454528239699; 1.0 0.9999999999999941; -0.1352307617302251 0.9999997236865024; 0.9648815269375851 -0.5666795737478337]
213,2374,300,-10.16256069831456,[0.9999999998842797 -0.999999999138724; -1.0 -0.2964006078958574; 0.3472335768817375 0.9999999998829697; -0.9871667173031098 -0.9999999858550613; 0.2499759807219393 -0.5425350054502961; 0.9999999999601955 0.13414351085615844; -0.9957245530335566 0.9999657556485462]
214,2566,300,-10.011965030439104,[-0.8716396101243703 -0.9999999999999997; -0.9999999999999999 0.09117182826480627; -0.3629381526592731 -0.3850663956370401; 0.9999999999999529 0.9999999999999537; -0.5460458645050469 0.9957508476346346; 0.9999999999999891 -0.9999999999999981; 0.9983820942602525 -0.15065406931243436]
215,1904,300,-10.073025996756238,[-0.4457146116904093 -0.9999999999963541; -0.36913396585680386 0.48020802944456853; -0.9813169993990352 0.9999999995284596; 0.9999999998053558 -0.9999999993675172; -0.9999999275842333 -0.196219003366578; 0.9999999997953273 0.999999999951786; 0.9999999999940614 0.24024738513338986]
216,2500,300,-10.120745910723556,[-0.9999999999911997 0.48338496310103035; -1.0 -0.9999999917878685; 0.19023440010115303 -0.9999999999994419; -0.0917222736816546 1.0; 0.42241240908580846 0.3299665879824067; 0.9999999999984734 0.9126154646060154; 0.9999999999998935 -0.9971763226024273]
217,922,300,-10.115430138603573,[-1.0 -1.0; 0.1315954831518303 -0.9989508551905577; 0.9999971924450403 -0.3344085418970527; 0.975933168375305 0.9844438757642436; -0.9999995030382176 0.9999999402075317; -0.3043479786314436 0.999999660132529; -0.5739493906821672 -0.24713107032160853]
218,782,300,-9.925384622581403,[0.9999227047652587 0.9999973681637284; -1.0 -0.9999971401867791; -0.4380738163762584 -0.46547125658758143; -0.9999993087056477 0.28487337067080043; -0.47861351008281533 0.9985246121150315; 0.9999999412198068 -0.9999999942451658; 0.9999999949967268 -0.23627034435748268]
219,787,300,-10.19943453755284,[-0.9999977494573067 -0.36619721379416875; -0.9999994928612262 0.9996695061854755; 0.9999955705664113 0.9998060277604469; 0.27983763656820276 0.9999996348016545; 0.9999972702679368 -0.9999925829996937; 0.5212583670173322 -0.26032840269455265; -0.11871452841145269 -0.9999999509126687]
220,3142,300,-10.199435041777782,[1.0 0.2788719703371112; -0.3681485031914829 -0.9999999999999858; -0.2632517229838653 0.5201136631031728; -0.9999999999160499 0.9999999986669155; 0.9999987137464152 -0.9999999998362126; -0.9999999896351758 -0.12045884002702063; 0.9999985843190563 0.9999999994646153]
221,1981,300,-10.172939391376445,[0.4033823820065639 -0.9999999999999895; -1.0 -0.9999999999999973; 0.9701064459509321 0.9999999999999991; -0.9999999999999952 0.9999999999999988; 0.9999999999999961 -0.09736362696895359; 0.27370970758568164 0.4834929791320653; -0.9999999999999821 0.24778446702966933]
222,3125,300,-10.12829902472129,[0.9999935452219821 -0.9999999999998719; -0.3283798175244319 -0.4253118489602136; -0.9180927034658294 -0.9999999999997189; 0.9999999999999943 -0.19331789705514904; -0.47928992232914686 0.9999999999945424; -0.9999999999999363 0.09165346735031715; 0.9999664992562002 0.9999999999998966]
223,926,300,-10.167916650770815,[-0.2927824553345705 0.9999999633735523; -0.9999996419535871 0.9953235094116608; 0.9893174115758965 0.9976287492232365; 0.999999488216087 -0.34862177807646677; 0.1205315086461769 -1.0; -0.5452775360065821 -0.24546624108847884; -1.0 -1.0]
224,2749,300,-10.061175831387471,[0.35265682340554205 -0.3961477741350725; -1.0 0.9999999999991208; -0.9999999477754216 -0.16496340920856273; -0.9999999997282314 -1.0; 0.9999999999999997 0.09023404589046662; 0.5227726628711998 0.995294425162736; 0.8883443646281779 -0.9999999999774978]
225,1980,300,-10.179620462684982,[0.3913005566853163 0.9999999999999748; -0.9999999999999374 -0.25949093949020896; 0.27355363276405337 -0.49783251715665505; 1.0 0.10995302694666309; -0.9999999999999968 0.9999999999999944; 0.9821569219709051 -1.0; -0.9999999999999999 -1.0]
226,2629,300,-9.964499108449456,[0.9999999888165098 0.9871317170877459; -0.6046042549306219 -0.2486213793173531; 0.9999999999064855 -0.3019555848777659; -0.999999999989782 0.9485847017598709; -0.3505818732358614 0.9999999999944985; -1.0 -0.9999999999370153; 0.22218514598319244 -0.9999999999989057]
227,514,300,-10.200955159937713,[-0.9999868712298404 -0.3569694296342391; 0.2835953029558722 0.9999343938837894; 0.5260794554960943 -0.24303987156351206; 1.0 -0.9999887802556469; 1.0 0.9998194870641097; -0.998808849799834 1.0; -0.10504532752103372 -1.0]
228,3665,300,-10.13578127129905,[0.32179759447262096 -0.4317755052450612; -0.9999999999999968 0.9999999999999996; -1.0 -0.20002483669665913; -0.9999999999999989 -0.9999999999999999; 0.9249891848136677 -0.9999999999999997; 0.46941320406209114 0.9999999999999997; 0.9999999999999958 0.09191348641880849]
229,3487,300,-10.092307367762308,[0.09148903154506671 -0.9999999999999971; 0.9999850338049062 -0.5106918654511461; -0.17302870227858522 0.9999999999999987; 1.0 0.9999999999999997; -0.9999999999999997 0.9999999999999992; -0.4083360474085635 -0.3449217523960361; -0.9999999999999998 -0.8955907632788243]
230,1965,300,-10.033116566308735,[-0.15292396356734445 0.9999994052750232; 0.09292421559880412 -0.9999999999999978; -0.3951598506597582 -0.3572235510241528; 0.9999733065006391 -0.5418106879533977; -0.9999999999999961 -0.8680614778447835; 1.0 0.9999999999999809; -1.0 0.9999999999999998]
231,2053,300,-10.163477744226075,[-0.1037066174305722 -0.9999999999999997; 0.47760599077293114 -0.28681505495988635; 0.9999999999999993 -0.9656796346654994; 0.9999999999999999 0.9999999999999987; -0.9999999999999993 -0.41407066611183063; 0.2416460274119309 1.0; -0.9999999999999729 0.9999999999999974]
232,1764,300,-10.170265457123227,[-0.9952910700828548 0.999999999999999; -0.3932648812107007 -0.9999999999999867; 0.9999999999999934 -0.9999999999999998; -1.0 -0.1464448339572793; 0.9999999999999979 0.9999999999999983; 0.9999999999999903 0.2666238664460236; -0.3010828909417193 0.5072852586822872]
233,2603,300,-9.586251866881996,[-0.9999999999999926 -0.5043195731153499; 0.9999999999999989 -0.9999999999999659; 0.9999570800133575 0.30604207650836934; 0.19043630964330094 -0.8611354396644497; -0.999658601453621 -0.999999999999998; -0.9280549830160056 0.869146343826779; 0.14311395775808847 0.9999999999999926]
234,1501,300,-10.178643024173935,[0.9999999999999999 0.9999999999999982; -0.39344293343928843 -1.0; 0.9999999999999983 0.2567992106415394; -0.9999999999999994 -0.10514707090251348; 0.9999999999999917 -0.9999999999999984; -0.27165540924711534 0.49439527140825107; -0.9790597801308693 0.9999999999999997]
235,476,300,-10.136107997902787,[0.4680031958647818 -0.9999975192264079; 0.3209050773457323 0.4329277249946521; -0.9999910861898341 0.9999983263707123; 0.9260409518367448 0.9999999896770257; 0.9999994791377448 -0.0922077878520079; -0.9999958647754777 -0.9999929190690142; -0.9999999210111638 0.20106846963992495]
236,1881,300,-10.14719577562353,[0.9999999999999994 -0.9999999999999998; 1.0 0.2641274202953042; -0.9999999999999982 -0.1719666758184232; 0.9999999999999999 0.9999999999999979; -0.3263885538970087 0.5043532194390762; -0.40482596240253665 -0.9999999999999999; -0.9987033432144821 0.9999999999999997]
237,3029,300,-10.147327150077906,[0.9999999999999996 -0.9999999999999957; 0.4494701905591787 0.3048733741315422; -0.9999999999999905 0.44600291854064344; 0.9999999999999993 0.941486346957071; 0.2167697186209242 -0.9999999999999992; -0.9999999999999971 -0.9999999999999983; -0.09392113642098222 0.9999999999999989]
238,2093,300,-10.191924289775715,[1.0 0.9999999999982253; 0.24412879383927927 0.5308924785246142; 0.35330201255143406 -0.9999999999533465; -0.9957427035287773 0.9999999999861028; -0.9999999999962713 0.28783753473840357; 0.999999999965958 -0.11406799472959632; -0.9982433200249075 -0.9999971438319141]
239,3344,300,-10.20225413215556,[0.9999999999998757 -0.10928250446637794; 0.2455377173055661 0.5252498495310778; -0.9985637991601545 0.9999999999997627; -0.9999136038584632 -0.9999999999902855; 0.3578032224371505 -0.9999999999998916; -0.9999999999999996 0.2837444606720805; 0.9999999999999986 0.9999999999999687]
240,1617,300,-10.19424982066505,[0.9999999999632364 -0.37350037198781666; -0.9999999999312161 0.9999687741697733; 0.9999999772764725 0.9999999995959484; 0.12847450503562546 -0.9999999997520004; -0.5180906847910337 -0.2733712198804711; -0.9999999998694539 -1.0; -0.27683345690274574 0.9999999981272909]
241,3295,300,-9.954011628083226,[-0.60911668193549 -0.24120063040268622; 0.9999999999999772 -0.2999674290986272; 0.9942617428851416 0.9998378157027618; 0.22523950839543525 -0.9999999999999974; -0.3539738646075 1.0; -0.9999999999999984 0.9446145907880454; -0.9999999999999855 -1.0]
242,6228,300,-10.099411975502186,[0.5067629495034224 -0.9999999575368408; 0.3433119803960394 0.41024289076731785; 0.8989384628565273 0.9999999999999979; 0.9999999999998224 -0.09142615142698077; -0.9999999999967252 0.9999999999999939; -0.9999999999999875 -0.999999999999996; -0.9999999999999957 0.17559494823080135]
243,2906,300,-10.174536357789284,[0.27093167367333615 0.999999999995201; 1.0 -0.9999632973516034; -0.999999999999978 -0.38878523964454703; -0.9999999999999992 0.9999999999999984; 0.5118780446727818 -0.30088385377723176; 0.9999999999999992 0.9999999999999947; -0.15098015607329002 -0.9999999999999992]
244,1831,300,-10.139174634192301,[0.9993614296283692 1.0; -0.24328961090275125 0.5628142371321702; 0.9999999920551511 0.29847265666819006; -0.9999999989874484 0.99999622896631; 0.9932074000827297 -0.9767788201955037; -0.9999975627225637 -0.12209299997419687; -0.34092585502044653 -0.9999983643835911]
245,2802,300,-10.006800566986005,[0.9999999999993043 -0.17061525346702097; 0.29918348397173167 -0.9999999999999998; 0.9999999999999997 0.9999999999999999; 0.24028088077657267 0.6073609892679089; -1.0 0.3374325775772541; -0.9879537647767261 0.9999999999999997; -0.9558351572355483 -0.9918399711532535]
246,2285,300,-10.160329921154709,[-0.4658874760958974 -0.2880129129640956; -0.9999999999999994 -0.9557935005186048; 0.9999999999999926 -0.42429888179716185; 0.9999999999999943 0.9999999999999978; -0.9999999999999989 0.9999999999999983; 0.09424471893570795 -0.999999999999997; -0.23212596695476606 0.9999999999999931]
247,1053,300,-10.048460526928903,[-1.0 0.999977393157273; 0.17553282345200732 0.9980664824238461; 0.3904106360356557 -0.3501326733975007; -0.9872108411044943 -0.5067172711869404; -0.08685283211553232 -0.999992264951808; 0.999986219662065 -0.910065642499684; 0.99999867284541 0.9995483214995576]
248,2284,300,-10.19176692413274,[0.9999999999999998 -0.9999999999999957; 0.27401892643938264 -0.9999999999095844; -0.9999999999999963 -0.9999999999999998; 0.9999999999999971 0.9970262263616207; -0.12496244914527532 0.9999999999999988; 0.514856343749192 0.27290414064481355; -0.9999999999999968 0.3762160783899745]
249,2834,300,-10.150458890074058,[-0.300850754412566 0.45220391537535465; 0.9999999999999276 0.21954555501866266; -0.9440046738315915 1.0; -0.4417199279657074 -1.0; -0.9999999999999992 -0.09297424380582245; 0.9999999999999984 0.9999999999999994; 0.9999999999999976 -1.0]
250,2457,300,-10.178335444954675,[0.9999999999999997 0.10214491346524658; -0.9999999881004813 -0.2553423515992; 0.39446938202835946 1.0; 0.27021421206280183 -0.4924592611227448; -0.9999999999999998 -0.9999999999999999; -0.9999999999999997 0.9999999999999998; 0.9773279807660409 -0.9999999999999988]
251,1822,300,-10.149498506087756,[-0.9999999999984713 0.9999999999873845; 0.09901091052560546 -0.9999999999921886; -0.4580604486855227 -0.30166271591570754; 0.9999999999863084 0.9999999999981821; -1.0 -0.9489485372825089; 0.9999999999969834 -0.43736250163608875; -0.2240339423638914 0.9999999989432904]
252,2757,300,-9.948656871443553,[-1.0 -0.8296453942243908; -0.12632160125336583 1.0; 0.9999200748883449 -0.5842624394364493; 1.0 0.9999999930664902; 0.09753004346899663 -0.9999999999999931; -0.3825356966584191 -0.37454753074302716; -0.9999999999999988 0.9999999999999997]
253,906,300,-9.706850641740948,[-0.10057538956331619 -0.9996932849848376; 1.0 -0.74386811456876; 0.9999948807960587 0.921505758351482; -0.9807963300119702 -0.5870410784169698; -0.99997004278489 0.9995525795075584; 0.10309457713191314 0.9999808015503984; 0.3391583979380419 -0.35216865256266194]
254,779,300,-10.193450738912157,[0.27272445238769516 -0.9999994603202976; 0.9999999786577304 -0.9999998596838591; -0.11439525728781832 0.9999999431126851; 0.9999998194176944 0.9938828508486507; -0.9999991769715246 -0.9999997576501849; -0.9999993135859907 0.37456904348201475; 0.5129147247292233 0.2637213321058893]
255,2369,300,-10.17848978018702,[-0.13341649381374787 0.9999999999999997; 1.0 -1.0; 0.507575503900658 0.2883460924852437; -0.9999999999999911 -0.9999999999999996; -1.0 0.3883914144747665; 0.2671270870426616 -0.9999999999999993; 0.9999999999999977 0.9930258842738537]
256,2519,300,-9.991674304677755,[-0.5384010179351575 -0.98032307527394; -0.36982940076963405 0.3648611632423005; 1.0 0.9999999999969579; 0.9999999999997802 -0.9999999999798559; -0.9999999999995053 -0.08478902702394034; 0.9980011494776343 0.15502498228653278; -0.8904084015533278 0.9999999999886732]
257,1971,300,-10.05645484333105,[-0.9999977459933177 -0.9530125907970051; 0.22261974982446428 0.6022241720996641; 0.9999999999970031 0.9999999999986326; -0.9999999999986385 0.3184809714978545; -0.9997016367636081 0.9999999999906386; 0.3177602558150261 -0.9999999999839652; 0.9999155952464422 -0.13140911529742663]
258,2509,300,-10.110914641640235,[0.4762389963557791 -0.34072945199660915; 0.23604548522422647 0.999999999989501; -0.9999999999999909 -0.43910289945654324; 0.9999999999999878 0.9999999999999998; -0.15645642587663083 -0.999999999999997; -0.9999999999999978 0.9999999999999767; 1.0 -0.9692458973908906]
259,1641,300,-10.17709516695019,[0.9999999654850902 0.9999999997333616; 0.9999999999466873 -0.37235841938504405; -0.5227478549789386 -0.27912039273109407; 0.14196618979951414 -0.9999999933685533; -0.999999999873405 -0.999999998097924; -0.9999999999999974 0.9942670395547522; -0.2804706721702449 0.99999999997175]
260,315,300,-10.108526483145868,[0.9949587025328142 1.0; 0.4027617726847937 -0.9980918689163866; -0.9999327403964084 0.9999992513621079; 0.2817176200747898 0.4746987754943078; -0.9905313193661508 0.25174334780123203; 0.999993225346991 -0.09879412535031233; -1.0 -1.0]
261,2367,300,-10.117725007999198,[-0.9999999999999735 0.9962393833150204; 0.9999999999999996 0.9999999990718522; -0.18888259155815038 0.9999999999999993; -0.4211737571532005 -0.33077101272226045; -0.9999999999964532 -0.9104413992677196; 0.9999999999999145 -0.4852447548139356; 0.09173918565604088 -0.9999999999999994]
262,2111,300,-10.064522683275523,[0.2316675523261682 -0.5916132564410462; 0.9999999998417182 0.14744448759435025; -0.9998193798051391 0.9687210481222558; 0.32131989795147503 0.9999999999989844; -0.9881049074085857 -0.9999999996117748; 0.9999999997092566 -0.9999999993804617; -0.9999999990227536 -0.31922712264695513]
263,1686,300,-10.199843643349602,[0.9999999999999998 0.3665747595659299; -1.0 0.9961502862976004; -0.5174849425497213 0.2525532613283203; 0.10813252016592852 0.9999999999999768; 0.9999999999999764 -0.9999999999999966; -0.27709967961479415 -0.9999999999999997; -0.9999999999999978 -0.9999999999999977]
264,745,300,-10.163090584197837,[0.5090773377274584 0.3127763975649527; -0.16118269279891584 0.9999992618256954; 0.9999998903650792 0.9999979878424874; -1.0 0.39557223743879577; 0.26836314499540453 -0.9999976306750646; -0.9999981212132102 -0.9999786503276881; 0.9999999562235742 -1.0]
265,4706,300,-10.122005212152061,[-0.9999999763714595 -1.0; 0.9999999999999987 -0.09186117850428119; 0.9131798379559904 0.9999999999999994; -0.9957219447962049 0.9999999999999984; 0.4805730047476685 -0.9999999999999968; 0.32811833233044513 0.42374984943269023; -0.9999999999999983 0.19185269579331415]
266,3754,300,-10.201914935668338,[0.9999999999999969 0.9999999999999999; -0.36382093424610057 -0.9999999999999992; -0.24944648058083826 0.5194165125935176; 0.9999999999999989 -0.999999999999996; -0.9999999999999998 -0.10698882032588743; 1.0 0.27885439927491024; -0.9972993981713821 0.9999999999999997]
267,1996,300,-10.177860286928833,[0.9999999999999986 0.9999999999999993; 1.0 -0.9999999999999997; -0.9999999999999998 0.14131909751786703; -0.2933401590689246 -0.5103399502334282; -0.3876311334301081 0.9999999999999242; -0.9966860619828267 -0.9999999999999998; 0.9999999999999988 -0.269525212130957]
268,2452,300,-10.055909336337232,[0.39748309296021095 -0.35309647916469344; 0.16174996257410315 0.9999999999999999; -0.9999999999999994 0.9999999999999999; 0.9999999999999943 -0.8820227615936552; -0.9977565642723973 -0.5278944143739732; 1.0 0.9999999999999999; -0.09131323507311916 -1.0]
269,1736,300,-10.199777800452685,[0.9999999999999998 0.9999999999999997; -0.9999999999999936 -0.9984146319667782; -0.5191153963752044 -0.2587729910786979; 0.11531209006234956 -0.9999999999999971; -1.0 0.9999999999999999; 0.9999999999999987 -0.36742616196583816; -0.2781828295489847 0.9999999999999999]
270,769,300,-10.150504741834668,[0.25861767372871064 -0.9999926513182769; -0.9999999979137739 0.40699959793787016; 0.499004530447645 0.3166309244440538; 0.999995639647748 -1.0; 0.99999239377874 0.9899614403243685; -0.15467380803735517 1.0; -0.9999952938210819 -0.9999851454825284]
271,483,300,-9.638546973693641,[-0.999837955905111 0.05475050081975615; -0.7357457900425262 -0.9999915198543498; -0.6064636387965782 0.966573799600343; 0.9975169965738948 -0.9999700369169332; 0.9138006611185062 0.9999981878386679; 0.9998376704572661 -0.07814047771893919; -0.3878585285188672 -0.3420767703123431]
272,1844,300,-10.187657217658488,[1.0 -0.3814237456146872; -0.5064325793197592 -0.26713605701562737; -0.9999999999999998 -0.9888043301093408; -0.26709269108556016 0.9999999999999999; 0.11175989095069422 -0.9999999999999997; 0.9999999999999956 0.9999999999999974; -0.9999999999999997 0.9999999999999958]
273,3375,300,-10.097378357036561,[0.4096148283570428 -0.3438818032756473; -0.9999999999999998 0.9999999999794176; 0.9999999999999998 1.0; 0.9999999999999997 -0.8979001215972713; 0.17476594531360592 0.9999999999999999; -0.9999999996157887 -0.5080401751312631; -0.09144355973219834 -0.9999999999999993]
274,814,300,-10.033808874456945,[1.0 0.9999997688363665; -0.42457903120383195 -0.9763809311309672; -0.9999999999249453 -0.15698347159675588; -1.0 1.0; 0.9999961708330066 0.24943292475855958; 0.9999997904289362 -0.9999996713101954; -0.3410426937920054 0.4623979194776062]
275,3402,300,-10.070790727198524,[-0.9999999999999997 0.09183635430318549; -0.3493524393330525 -0.40320897101962516; 0.999999999999999 0.9999999999999996; 0.9999999867855998 -0.1656406573686067; -0.8856059791449462 -0.9999999999999983; -0.5220372177948907 0.999998817027794; 0.9999999999999895 -0.999999999999999]
276,2765,300,-10.204753762013624,[-0.9996369178338599 -0.9999999991017319; -0.9999999965534258 0.2835223829383865; 0.24266626760013196 0.5248360534099377; 0.3569704420361378 -0.9999999984474787; 0.9999999751782709 -0.10564719293758089; -0.9996185654110845 0.9999999995978996; 0.9999999858871088 0.9999999999982458]
277,3239,300,-9.93772971251416,[0.35118878740805204 0.3817081072971586; 0.9999999995680441 0.8602012385554517; -0.9762383133837247 0.5668407029589146; -0.08561744707388609 0.9999999998176784; -0.9999999999309923 -0.9989916890467373; 0.13539220980834593 -0.9999999988297285; 0.9999999681066297 -0.999999911055604]
278,285,300,-10.138027639145983,[0.45051267527409894 -0.3026200819213017; -0.9994986675105724 -0.44307409457964436; -0.09339239678446393 -0.9999642346488583; 0.9997273308849457 0.9998170995864072; 0.21849577669555265 0.9996881767615987; -0.9998040021493955 0.9997181903656895; 0.9999952084129845 -0.943897580440734]
