nPsoRun,n_iter,S,fgbest,optDes
133,5523,300,-50.17966873108985,[0.9999999999999999 -0.9242626737483955; -0.7233178756526334 -0.9999999999999998; -0.7233178756526327 -0.9999999999999999; 0.09530943623812256 0.32099102298899795; 0.0770686201271289 0.42557902751213983; -0.913262167892629 0.9999998917425555; -1.0 -0.3267751471047054; -0.9228770159210894 0.9999354009757202; 0.9568288517240761 -1.0; 0.9999999999999994 0.9983005024792956; -0.9999999999999988 -0.026201788080842656; 0.9999999999999971 0.9999990580556295]
134,3563,300,-46.14588732114294,[-0.9999999999996235 0.9867748707361981; 0.9999999999999413 -0.31454258525085277; -0.7695995614051697 -0.9999999999999367; -0.9999999999979319 -0.0653316502903807; 1.0 -0.9993196327998127; 0.9999999999998329 0.8667435101673691; -0.9237447577043069 1.0; 0.029946541256842114 0.7401906611012811; -0.05137882818143292 0.1586160814762942; -0.9999999999998573 -0.855528198844147; 0.9944885969208205 0.9999999999999913; 0.6693672257706307 -0.9999999999998651]
135,1221,300,-47.546216899090716,[0.025526415956809788 -0.6213636197214776; -0.8473443053208288 -0.9999999932048763; 0.7450028585044981 0.9999999028879738; -0.8078469466596081 0.9999998917913114; 0.9999996697073146 0.9448405513133333; 0.9437352411951638 -0.9999998767694102; 0.9999998264602608 -0.890366122918678; -1.0 0.8800887741142771; -0.9999999964579196 -0.022580225484720034; 0.075595646046742 -0.11905684691692937; 0.9999999340240884 0.24143845954383816; -0.9999997683273996 -0.8839849125382114]
136,9765,300,-49.84678791523103,[-0.9496863059954217 1.0; -0.9841128445738726 -0.9999999999999727; -0.02783307407465546 -0.4772805038063433; 0.99999999999999 0.1802039551957431; 0.7627516488012765 0.999999999999998; -0.01954360345325592 -0.4762083043975428; -0.9999999999999927 -0.9414163120445046; 0.9923003114558565 -0.9999999999999958; -0.999999999999961 0.9172783332879868; 0.762751648801274 0.9999999999999997; 0.9999999999999996 0.20756720588579594; 0.9311317007799844 -1.0]
137,3734,300,-46.60226459365367,[-0.9999999999999891 0.9999999999999996; 0.9999999999999999 -0.884461798257767; 0.999833153516982 0.9999999999999986; 0.33007299258780337 0.9999999999999999; -0.816987127510868 -0.9999999999999925; -0.9999999999999977 0.9733154789118567; -0.9999999999999994 -0.15525490281238719; 0.8813468112807095 -0.9999999999999997; -0.9999999999999997 -0.9999993164560432; -0.035545947793151116 0.6835598847066429; 0.9999999999999999 0.7657614552506131; -0.6528520828723424 0.009118761786875821]
138,10000,300,-47.47935492208545,[0.9999999999999999 -0.41430552530589265; -0.910479346630121 0.9999999999999999; 0.9999999967284455 0.9999999999999958; 1.0 0.29923722073065634; 0.7224558677722346 -0.9999999999999999; -0.10679823675975841 0.40168999831163416; -0.994763404322182 -0.9999999999994363; 0.769032158663522 1.0; -0.027405965853501937 -0.5900498236629745; 0.9999999906146934 -0.9999999999999999; -1.0 0.8816360668341929; -0.9999999999999976 -0.8750322790007031]
139,4610,300,-46.97005163509094,[-0.17221059274109307 -0.999999997994666; -0.9999999728960355 0.7289694208651041; 0.9999998483721957 -0.9999984425642956; 0.9999999999900328 0.9971672584603946; -0.8550011657895569 -1.0; -0.9999999999936803 -0.7371969118263031; 0.9128898880838373 -0.9999996615552952; -0.18876099059819304 0.9999999997631058; 0.36036287112080173 -0.013456819018590119; 0.896920817944393 0.9999999804094485; 0.7015265830977157 0.0004368577066773833; -0.8665811142465267 0.9999998472999173]
140,3607,300,-45.04643791502621,[0.9999915588363918 0.9981800074179811; 0.9869650529487851 -0.894933592162581; 0.010067355214043117 -0.749396061120005; 0.022060020059934255 -0.14694363267603433; 0.9999624114151232 -1.0; -0.9999306835869196 0.1810622055598113; -0.9995907791783097 -0.8548420096496063; 1.0 0.18629265761034558; -0.7380171600674301 0.9999999902380994; -0.99999946392865 0.9999998847371835; -0.8832470394200329 -0.9995037370879059; 0.7286426503331028 0.999999941128671]
141,10000,300,-47.77730558712397,[-0.7613295390222747 -1.0; -1.0 0.36126445565483756; -0.7592611826501959 0.9999999999999989; 0.07493304577747141 0.5586316308118286; -0.9984555481712372 -0.9999999999993934; -0.9999999999994055 -0.36015286858877704; 0.050988921955865636 -0.5405984631960895; -0.9998458476042189 0.9999999999999921; 0.9999999999999964 -0.8796020847902757; 1.0 0.8766552619003021; 0.9945954760535557 -1.0; 0.9938334069442164 0.9999999999999998]
142,7157,300,-44.31053791057159,[0.011871802657308212 0.8081394935391131; -0.9999999999999972 -0.008447780987001023; -0.05272960345704675 0.35485859265324526; 0.9999999999999996 -0.22712509154193566; -0.9999999999999791 0.9999999835619849; -0.917933932220921 -0.8737078279636195; 0.9999999999999992 0.8384746736352714; 0.6738618080920826 -0.9999999999999999; -0.9999999956871257 -0.9999999999999976; 0.9999465130775574 0.9999999999999998; 0.9999999999999767 -0.9880316635580779; -0.9556556528231178 0.9999999999999737]
143,3473,300,-46.6482676345303,[0.9999999999999999 -0.9946782727558134; 0.7808996678891535 1.0; -0.7686765926494896 0.9999999999999984; 0.9999999999999996 0.8641047345963608; 0.9999999999999992 0.030255391870220635; -0.9999999999999991 0.9316416453351545; -0.9999999999999997 0.10203956515444768; -0.9989626697386487 -0.9999999999999961; -0.9999992419713037 -0.9999999999999926; 0.0479619307579041 -0.06639317795041857; -0.030471242765581216 -0.7247422864512042; 0.8462279065547674 -1.0]
144,4833,300,-48.18957076110572,[0.11836036154883137 0.9999999999999998; 0.9999999999999997 -0.8515287232163857; 0.8823887956961108 -0.999999999999999; -0.2272947803046185 -0.06797506780325664; -0.030012530576329646 -1.0; 1.0 0.8130666678523043; -0.9999999999999977 -0.8330873596671025; 0.8839951965389348 0.9999999999999981; -1.0 0.851063818422842; 0.4489748953673749 -0.08562029395480202; -0.8943874695320821 0.9999999999999989; -0.9053290738698855 -0.9999999999999999]
145,3879,300,-46.58524853686445,[0.716149149073087 -0.009162941439824792; 1.0 -0.9999999999999998; 0.8322776426940485 0.9999999999999997; -0.9999999999999999 -0.8359096714328121; 1.0 -1.0; 0.9999999999999989 0.07863638087120225; 0.9995135239785048 0.9999999999999998; -0.8834529945279566 1.0; -0.9999999999999984 -0.9997777594974583; 0.0037575921321357066 -0.7155527736231206; -0.051771229721662426 -0.9999999999999984; -0.9999999999999999 0.8831754529219787]
146,10000,300,-47.74977665876781,[-0.9999999999946907 0.9189986252793266; 0.6184000343449436 0.004266410245513536; 0.9061055076780352 0.9999999999998419; -0.9999999999980429 -0.8023095024551554; -0.05386437239346934 -0.9926346726248605; 0.9999999999995802 -0.9801959534189445; 0.9999999999994023 -0.9999999999971186; -0.0032493471927465467 -0.9999999999919045; -0.9999999999992855 -0.9126979877894282; -0.8899977773773554 0.9999999999998115; 0.6184000333985392 0.004266398679712447; 0.9999999999863759 0.9999999999958827]
147,5025,300,-46.745153299380725,[-0.9999999999999987 -0.945992917858658; -0.7438320384146948 0.9999999999999999; 0.9999999999999997 -0.966135010149533; -0.026849941792495745 -0.3260432001004644; -0.9766101793861299 -0.9999999999999756; -0.9999999999999993 0.13665508130813503; 0.752270999008979 1.0; 0.9999999999999918 0.1148876275283973; 0.0063129897537214106 -0.7195682097776265; 0.9977620639392901 -0.9999999999999444; 0.9999999999930194 0.8587775694794391; -0.9999999999969406 0.8718691012409328]
148,5411,300,-53.03272075815122,[-0.9899878990443967 0.9991062302621838; -1.0 0.9621778174974004; -0.9999999999999993 -0.9900247286720434; -0.29625814676555934 -0.09999703836760994; 0.962159531225713 -0.9999999999999994; -0.11589951114651373 -0.30642792198934016; 0.9999999999999069 -0.9859469820707104; 0.47663011245114917 0.9999999999999997; 1.0 0.4784444195046353; 0.4766301124511482 0.9999999999999999; 1.0 0.47844441950463523; -0.992393485008822 -1.0]
149,5425,300,-47.03428009068192,[1.0 0.3569874305838011; -0.9999999999999999 0.8694859111626813; 0.05835649985305624 -0.031108753421913053; 0.05341662619795189 -0.6594648711551587; 0.6901858994659739 0.999999999999999; -0.7878905528585126 0.9999999999999999; -0.8447780948813712 -1.0; 0.9861134248985058 -0.9999999999999996; -0.9999999999999992 -0.8812017146784415; -0.9999999999999999 0.03691043753156514; 0.9999999999999999 -0.8798983615013954; 0.9999999999999999 0.9863906150609977]
150,3012,300,-45.7928548039282,[-0.7837798187794406 0.9999999900152596; -0.19154325090979815 -0.2003103253993309; 0.9999999982631708 0.4609316893637104; 1.0 0.9999660042596589; 0.549412588915374 0.9999999508987703; -0.9999999344035068 0.8532196095623432; 0.995373127211424 -0.9999998277965856; -0.9999998649900678 0.019958984254314627; 0.9999999056778531 -0.8543127834343943; -0.999991285911512 -0.9999995415833403; -0.9998111325716217 -0.9999998840857671; 0.040225049546427985 -0.7713866825785705]
151,7995,300,-48.011007585194875,[-1.0 0.3342772966201788; -0.7462079488822396 1.0; -0.9999999999999992 0.9860691457266172; 0.4013714810378084 -0.06647865952338532; -0.5565563368253428 -0.9999999999999991; 1.0 -0.8845496005712771; -0.7482235347432462 -0.9820908392310747; 0.9391308034246707 1.0; 0.9999999999999906 0.9977176896377966; 0.07374802276488354 0.5153809955122545; 0.9201998413519191 -0.9999999999999997; -1.0 -0.5263722770869363]
152,2365,300,-46.138117405589064,[-0.030296306526051246 -0.9999999971019115; 0.9999999996778425 0.7367972101288264; 0.9999997825192918 -0.784417636157831; 0.9999999940222961 0.9999902982837796; -0.044133209537749546 0.3244830453167675; -0.999999306077662 -0.8187004282842296; -0.9998837811726926 -0.9999998248427018; -0.9999987731008791 0.8833435795241524; 0.8698928424294263 -0.9999990150486877; -0.7236260133171729 0.0057433133825688515; -0.9943562235319828 0.9999999893888061; 0.24217073027555872 0.9999999433564972]
153,5904,300,-46.18794744929531,[-0.9999999999999993 0.8093545603032609; 0.999779177892673 -0.9999435759127133; 0.5711361414650001 0.11381905822887568; 0.7747279592207214 -1.0; -0.9234327012638645 0.9999999999997401; -0.11718102725061631 0.9999999999999987; -0.08604846774915643 0.5007597876527525; 0.9999999999999989 0.8891351773358994; 0.9999999999999999 -0.22181236872383997; 0.8910337054885737 0.9999999999999999; -0.8833953083424418 -1.0; -0.9999999999999999 -0.8798362572904208]
154,9828,300,-47.718728044720976,[-0.7754653929303851 -0.9999999999999378; 0.8630676621594818 1.0; 1.0 -0.9465982352110573; -1.0 0.8757663295616968; 0.12060065670667952 -0.0010773829240612862; 1.0 -0.045353265303581025; 0.8104934154017429 -0.9999999999999781; -0.04996545371298975 0.5989705665436894; -1.0 -0.14334604246933988; -0.8626614953036781 1.0; -0.9999999999999118 -0.9319918873705908; 0.9999999999999218 0.8865043505281115]
155,4695,300,-47.52267777707665,[-0.9999999999999997 0.8135320979864537; -0.8783317292903384 0.9999999965716591; 0.9969586251610442 0.9999999999999991; -0.023259078992779483 0.1577079872259463; -0.9999999999999997 -0.784992741737415; 0.870280421299891 -0.9999999999999999; 0.9999999999999997 0.8726951599086599; 1.0 -0.8509597510920719; -0.07194579329455511 -0.9999999999999993; 0.628609194897318 -0.019690683757932682; -0.039589266731730036 1.0; -0.9476818518680453 -0.9999981644490966]
156,914,300,-43.9227761007592,[-0.9999982123653016 0.999999858648912; -0.9999925119425344 1.0; 0.9999995391286308 -1.0; -1.0 -0.9999984295028962; -0.9999987211689703 -0.06155792314887291; 0.9832606948765956 0.9999902441204986; 0.9990332217581825 0.999954342270347; 0.014830377232809855 0.8529244407503387; -0.7600450824598411 -0.9999967123097764; 0.9999999778140383 -0.4666070163898087; -0.33657058369663606 0.10696188977091799; 0.5122730818415562 -0.999999760008032]
157,655,300,-46.65083158308414,[0.11215441912989069 0.12630825303252888; -0.9999997428883887 -0.7299495813896671; 0.9999834759355662 0.9999723094594151; 0.9998536900243106 -0.9999859981710711; 0.9981442127873367 -0.995953195293471; 0.7240384028615907 -0.020942124949905695; 0.9993420523757851 0.8851619799422837; -0.9999176611236631 0.7600526790698608; -0.19480293652716882 -0.9999997867792577; -0.9035598163799053 -1.0; -0.8654554406796442 0.9999914254341332; -0.11700252202089735 0.9987034283012609]
158,5769,300,-47.30048387660221,[-0.8672190905385351 1.0; -0.6380617756616193 0.018264363250913622; -0.05649485603616375 -0.2245949965661532; 0.999999999999802 0.7865936311308458; -1.0 -0.8750123311502436; -1.0 0.8446542530962119; 0.9999999999975849 -0.7949276908492758; 0.035677876175035046 1.0; 0.10780702490774056 -0.9999999997080365; 0.954068837418718 0.9999999999981538; -0.9993678979700608 -0.9999999999986068; 0.9007881316214058 -0.999999999803889]
159,5549,300,-46.62420781617489,[0.8639048807362815 0.9999999999828885; 0.9999999999998396 -0.638382679341922; -0.7056669847623456 -0.012943905402982575; -0.8684937519330551 -0.9999999999996999; 0.9999999999999977 0.7938635768024641; 0.3708921598062625 -1.0; -0.0717307046689505 0.16263764911841855; 0.054900154353051234 0.9999999999984102; 0.9610303621958644 -0.9999999959736358; -0.9999999999318475 0.9999999999999835; -0.9999999999996129 -0.9152320034685781; -1.0 0.9596539070293828]
160,2569,300,-45.43410256093654,[0.9999866821050599 1.0; -0.8052454367635343 0.9999999915024071; 0.9839321572868759 0.9999998695527836; -0.9999999998984721 0.8456944691555883; 0.060898074367011716 -0.4813018039206503; 0.03163540551984342 0.6732127509018003; 0.9933260234581462 -0.8706364882742241; -0.999999999996043 -0.8613347665967991; 0.9999999997038256 0.014886729945748849; -0.7703416531932553 -0.999999999998628; 0.9999999986328688 -0.9999999668190058; -0.9999999849611518 -0.07622233002979835]
161,2687,300,-45.715621217796816,[0.9999999999999998 -0.8659600458365215; 0.028709973636914764 -0.7342734622536335; -0.999998556786257 0.06597689196148682; 0.072582240643718 -0.0733690605895659; -0.9999999999999916 -0.8768872981750968; 0.9999999999999999 0.5641136607969603; -0.9999999999999998 0.8444736610940092; 1.0 0.9999552362489731; -0.7631977987337486 0.9999999999999998; -0.9999966819336605 -0.9999999999999997; 0.4833252383126636 0.9999999999999997; 0.9982846538775035 -0.9999999999999999]
162,6302,300,-44.468760372317455,[0.9991633457174169 -0.9999999999999949; 0.9999999999999905 1.0; 0.25743520239432927 -0.15570089543372426; 0.9999924641207668 -1.0; 0.94868336226612 -0.007322216845438726; -0.022198803010733934 0.8114222623712086; -0.9431800206339759 -0.9999999999999979; -0.25179121497985857 -0.9999997456713994; -0.8426523498469544 0.999999999999985; -0.9999999999999988 -0.6820522533442509; -1.0 0.7990736605044356; 0.9999999999999852 0.8635629791881155]
163,4853,300,-46.066351864375996,[-0.999999999999997 -0.9991049386444703; -0.12489074471949733 0.13712075958668743; 1.0 -0.6180033359832391; -0.9997242050442804 0.9999999937365431; 0.9999999999999999 0.7652255556162803; -0.7438171472985189 0.0019883485273764056; 0.851262009705927 1.0; -0.9733189746566151 -0.9999999604850235; 0.9166521126597221 -0.999999999997213; 0.08409309684802098 1.0; -0.9999999999999956 0.9822915923262159; 0.384361965621131 -1.0]
164,10000,300,-47.75009218175926,[0.999999999999998 -0.38458518151519866; 0.999999999999725 0.1877145589243162; -0.9700891113973209 -0.9999999999870507; -0.9999999999999598 0.8852300578032348; -1.0 -0.877813278831874; 0.9996366450256111 1.0; -0.11162174453440375 0.42746126208329605; 0.7389715754963 -1.0; -0.9179734648926386 0.9999999998559391; 0.9550363879870237 -0.9999999999331562; -0.052836865262892926 -0.5369431451253109; 0.8069419519430159 1.0]
165,1582,300,-44.90383471618652,[0.8667231573227194 0.999999999357431; -0.9999999961194523 -0.06049445643540939; 0.0849152011527694 0.9999999998173339; -0.8537302147745389 -0.99999999980469; -0.9999999971975633 -0.9997090211544475; 0.9999999980766339 -0.8029549748474873; -0.5903087714453114 0.03365546169643643; 0.9999974017433871 -0.9999999993673518; 0.9999999971712394 0.7440632199940488; -0.9571701047120762 0.9999998545260806; -0.9999999446515532 0.9999306543507873; 0.06187665201608093 -0.7727459425117796]
166,5115,300,-46.80067793844108,[1.0 -0.9999921823981407; -0.9999999999999993 -0.9898848057662535; 0.8174010391519534 -0.9999999999999999; 0.9999999999999998 0.9065492646110201; -0.8538460062252495 0.9999999999999998; 0.9999999999999999 0.008685430346007142; 0.8502476732752098 1.0; 0.2500386807215902 -0.00048813759584662647; -0.7319517613951467 -0.9999999999999999; -0.1035059765592894 0.63470261307607; -0.9999999999999999 0.8531415742845515; -0.9999999999999999 -0.22166547638587764]
167,10000,300,-52.98918516341637,[0.09939033058043077 0.3031343046133577; 0.9899239021293545 -0.9991745400015599; -0.4785338041401509 -0.9999999999999949; 0.9999999999875017 0.9859186002700208; -0.959828872486717 1.0; -0.4785338052337636 -0.9999999999978976; -0.999999999863521 -0.480410892244597; -0.9999999997833966 -0.4804108519092191; 0.9860273964817419 0.9999999999996959; -0.9976579151986497 0.9863295346180995; 0.2862296279311884 0.05177879847070043; 0.9999999999996876 -0.9601497244715123]
168,5195,300,-50.40909179093974,[0.9340169684216623 0.9999999999999986; 0.9999999999999997 0.959000106832313; 0.9999783207013513 -0.8100434569338376; 0.9995511609371303 -0.8109199762642838; -0.9999999999999993 0.9595578699886674; -0.9999999999999999 -0.8037327367257517; -0.934957654321331 0.9999999999999992; -0.9999999999999999 -0.8037327367257516; 0.2677144283745347 0.16887334368605778; 0.23745792820645284 -0.9999999999999986; -0.22830974335066243 0.13933153002984136; -0.2455438977393466 -1.0]
169,3363,300,-46.62767316425979,[-0.9999999999990727 0.9996864955066007; -0.9999999999998146 -0.2039199937871233; 0.17091620557997364 0.11201119494129441; -0.9999742514834267 -0.8987134593653477; -0.7262317748118106 -0.9999999999999365; 0.999999999999993 -0.16474986207876657; -0.02674173687849315 0.7186703385673187; -0.999999999999877 0.9929627511975262; 1.0 0.9881985180917036; 0.9999200211924136 -0.8749418534480976; 0.8772028664335085 0.99999999999987; 0.7458657762443067 -0.9999999999999032]
170,5567,300,-47.57572191852999,[-0.9999999999999998 0.8833704467243018; 1.0 0.06773141745879785; -0.13993507340499622 0.23968077827124493; 1.0 -0.8800205421146556; -0.9999999999999998 -0.9403116315274211; 1.0 0.9415390862548837; -0.8476586581718828 0.9999999999999998; 0.15742703782008752 -0.27702075417060096; 0.8429680339915646 -1.0; -0.8069351503916142 -1.0; 0.8154988884441111 0.9999999999999999; -1.0 -0.10574165982279157]
171,6223,300,-47.53322496372243,[0.9999582167512878 0.9999999999999999; 0.781760879859722 0.9999999999999996; -0.9764373930494216 -0.9999999955318207; -0.05212002077726537 -0.5856215687676537; 0.9999847604515991 -1.0; -0.9999999999999997 0.8829582735273016; 0.9999999999999994 -0.40013729816797255; 0.729725415605435 -1.0; 0.9999999999999992 0.26832625784233; -0.08869924875017814 0.39689903590272824; -0.9999999999999997 -0.8733780546034461; -0.9124995367169629 0.9999999999999981]
172,10000,300,-46.74963289259354,[-0.7223574449384111 0.9999999999999988; 0.999999999994148 0.8588539995644611; 1.0 0.16403575098303472; -0.0002869609800159318 -0.7377501823119083; 0.9942764604088089 -0.9999999999998687; -0.9999999999839542 -0.999951784548775; -0.0046323038310842595 -0.24668384347705075; 0.9989789614364574 -0.9999999999968926; -0.9999999999916604 -0.995320314278711; 0.7343312361239279 0.9999999999999994; -0.9999999999999983 0.8724964936019434; -0.9999999999999988 0.19747470933135486]
173,10000,300,-47.56806207982351,[-0.0014172511558120644 -0.6411734782211133; -0.9999999806600243 -0.9999999990828988; -0.0011442564732043504 -0.6411965311030395; -0.8128577710346748 1.0; -0.9415613809573873 0.999999997840013; 0.9999999999434794 -0.900971548262218; -0.9999999974940768 -0.9999999999732839; 0.9999999997038831 -0.9930930724835845; 1.0 0.888396121166996; 0.9149699237556203 1.0; -0.9981485200859421 -0.01357857319514512; -0.998188303846112 -0.01402226135498875]
174,6154,300,-52.697588207831245,[-0.9688996263511791 -0.9931903428858367; -0.4983857597204955 0.9999999998697437; 0.3194232262244458 -0.0954638970866368; -0.9999999859669059 0.4605655795703257; -0.4983857691977584 0.9999999999997237; 0.09689383032909255 -0.2726757995254479; 0.9999999734615759 -0.9976574573584658; -0.9544486628785906 -0.9999999987632863; 0.9970391005242865 0.9945478819870124; 0.9846339251526066 -0.9999987392294708; 0.980995137821917 0.9999999999826534; -0.9999999999403505 0.46056559145696707]
175,5182,300,-46.86345194248632,[-0.999999999999993 -0.9920666786641031; -1.0 0.11975077186278087; -0.05652803226657874 -0.10642319504214065; -0.9999999999999999 0.8590168783073673; 0.681560562311725 0.9999999999999997; 0.9167398363564792 -0.9999999999999988; 0.9999839451970056 0.935047438512922; 0.011235016014354707 -0.6927817350015156; -0.9785650147580259 -0.9999999999999681; 0.9999999999999997 0.30260640813712963; 0.9999999999999997 -0.8793617283254784; -0.7719138181015933 1.0]
176,1789,300,-44.46342130027449,[0.999999947263496 -0.9999999486083475; -0.012387363467214975 0.8285611718876287; 0.9999439368479665 0.999999952405369; -0.9999980795739184 -0.9849342289952334; -0.7054834452579675 -0.9999998356627512; -0.999844985062178 0.9999999998513089; -0.9966564029337553 0.9999761641172991; 0.9999999993021965 -0.20541583688607795; -0.13856435786622337 0.16200334327209395; -0.9999985465042974 -0.212031294100581; 0.6846225645900015 -0.9999997190717644; 0.963928571738066 0.9100589086266098]
177,4711,300,-52.93601086618608,[1.0 0.4737744899104295; 0.960204873220982 -0.9998949374510697; -0.9999921096217238 -1.0; -0.9986936290272881 0.9828045239912903; -0.9992628172835312 -1.0; 0.4785171022734931 1.0; -1.0 0.9999999999999997; 0.9999999999999999 0.4737744899104287; -0.31562616973506635 -0.1102911778396888; -0.10645650914414323 -0.2869727952570974; 0.4785171022734925 1.0; 0.9999999999999999 -1.0]
178,10000,300,-48.284836543945744,[0.8907432089631676 0.9999999999999989; -0.9999999999999991 0.827339118827864; -0.8850727270392105 0.9984751062732337; -0.999999999999985 -0.8476370519819263; -0.06885996615284237 0.9999999999999102; 0.31816379359368324 -0.0018059967363834547; -0.3920675670178318 0.015532068181699792; 0.99999999999911 -0.8292718507753308; 0.9999999999999021 0.8496959665142326; 0.8862240490153724 -0.9999999999993051; -0.8881567400050104 -0.9999753214018159; 0.04351025946916597 -0.9999999999999758]
179,6928,300,-47.30046517421918,[1.0 0.9885373962150164; -0.7496499464347456 -0.9999999999999994; -0.9999999999999992 -0.1768104946147783; 0.7880786136184179 -0.9999999999999998; -0.9999999995058358 -0.9333576453674839; -0.0021282039938445452 0.038467271289660473; -0.8753026782465556 0.9999999999999989; 0.9999999999983938 -0.8679875422894464; 0.0102421583916237 0.6575313735175569; -0.9999999999999986 0.8823505991218626; 0.9999999999999999 -0.09016320986259228; 0.9341747937387209 0.9999999999999997]
180,10000,300,-47.080830790480114,[-0.740952841807956 0.9999999999999997; -0.021722739448351375 -0.6676856565556617; -0.9732551353284635 -0.9999999999999962; -0.09328845168847225 -0.12496940882336835; 0.7826835925676614 0.9999999999999702; -0.9999999999999764 0.9820865399323757; 0.9999999999996344 0.868033422594236; 0.8484695018386177 -0.9999999999999982; -0.9999999999999837 0.23000042442837718; 0.9999999999999896 -0.9151725926271477; 0.9999999999999997 0.04377928390625758; -0.9999999999999732 -0.8849630779770151]
181,921,300,-45.16517450665326,[-0.14251243110784215 -0.26495054106441235; 0.999999952206759 0.5880171813883237; 0.46604285892505337 0.9999999762380926; 0.2132149270184462 -0.09977672574733813; -0.9999996173051142 0.27698422891188834; -0.9999999078604485 -1.0; -0.6802341099878483 0.9999993376744972; 0.9925271120436642 -0.9999930642014689; 0.9999999109155296 -0.9665753815491512; 0.9929047415919575 0.9999361227741639; -0.9999996570804782 0.8028440518553998; -0.8454179637029609 -0.9999994140448865]
182,5148,300,-45.51271556344621,[1.0 -0.9057655937766689; 0.8416752870410955 -1.0; 0.9999999999999997 0.9972212054121187; 0.647258662035386 1.0; 0.589021670936398 -0.18321920100443834; -0.12356909982815326 0.028597464997594003; 1.0 0.46952483169133263; -0.8750445471706377 -1.0; -0.9280287680916667 0.9999999999999999; -0.9999999999999997 -0.8865310917420379; -0.04320846757876156 0.9999999999999967; -0.9999999999999999 0.7950449074650878]
183,10000,300,-46.216432466367024,[-0.9999999999999482 0.3694325318553475; 0.0019594790135237516 -0.7449950150307844; 0.9999999999997015 -0.9999999442658805; 0.9999999999939732 0.10853068503790063; 0.75484852507135 1.0; -0.9999999703231457 -0.9982641037888332; 0.04471284519225868 -0.1067025228211237; 0.9999999999999969 0.8489557710963923; -0.6338248063822476 0.999999999893983; 0.999999943974921 -0.9999999711035091; -0.999999999989747 -0.9999999999999487; -0.9999999712293721 0.9035574348392662]
184,4577,300,-53.05743594127972,[0.4760070178438294 -0.9999999999999083; -0.29963660904229483 0.11041079369620325; -0.9999899073896974 0.9997494811028688; -0.988454394066732 -0.9993133599112483; 0.9985235224285387 0.987768355442475; 0.9630946499310553 1.0; 0.4760070178299093 -1.0; -0.9999963519989162 0.9998080526001122; -0.9999999999999987 -0.9632671614088543; -0.13013055540854354 0.3080032498642867; 1.0 -0.4765399224047176; 0.9999999999999896 -0.47653992232669684]
185,6935,300,-47.19470384517623,[-0.1296734677508418 0.9999999999999999; -0.9999999999999997 -0.7288251404679974; -0.9307550284613615 -0.9999999816159189; 0.05810854833758902 -0.05305546310326817; 0.6702953130606479 -0.015572543130551723; 0.9986091189339069 0.9999999999999887; 0.999999999999995 0.9669736792469; -0.8617810458409216 0.9999999999999988; 0.8847589798912919 -0.9999999999999999; -0.9999999999999999 0.772558398809588; 0.9999999999999977 -0.878335331662675; -0.22568109379236248 -0.9999999999999997]
186,7887,300,-47.28444372991125,[0.9999999999999962 0.9557224531480797; -1.0 -0.7047919116230478; 0.004607708228619631 0.5332219636911346; -0.9690126712790609 1.0; 0.9999993757589654 0.9999999999999994; 1.0 -0.503392128307234; -0.9999999999999998 0.9321850929192879; -0.9975093354851802 -0.9999999999999992; -0.37410945156110453 -0.9999999999999979; 0.9999999999999999 -0.7661235164756851; 0.563360234790494 -1.0; -0.516577481924585 0.054555878657087435]
187,5139,300,-47.16578359902016,[-0.7095932570364667 0.9999999999999998; 0.9999999999999999 0.8669956510749673; -0.032183683109084066 -0.6646348786712886; 0.9999999999997634 0.06843130522689739; -1.0 -0.8862390441808283; -1.0 0.9676985879874203; -0.04392617456071196 -0.1300366699874416; -0.9999999999999999 0.30477412199700393; 0.9999999999999998 -0.8855025014273066; 0.857360043529988 -0.9999999999999991; 0.7769279043185957 0.9999999999999989; -0.9986694927580949 -0.9999999999999994]
188,10000,300,-47.022190094192695,[-0.9999999999997853 -0.9097207212504879; -0.7808864116881442 -0.9999999999983376; 0.7544121879868468 -0.9999999999999264; -0.15885390699770566 0.19623753629119037; 1.0 0.8755961661168022; -0.013883325725209898 0.6794578484219148; 0.858771885870795 0.999999999999998; 0.9999999999999969 -0.10244485868666728; -0.9999999999999895 -0.11381437402727002; 0.9999999999996639 -0.9204560930825085; -0.9999999999878463 0.9999999999810261; -0.9824069699356196 0.9999999999957251]
189,4039,300,-47.045339379763895,[-0.9999999999999992 0.18626799904776858; -0.9993843307338948 -0.9999999999999858; 0.9217993889187976 -0.9999999999999998; 0.9999924857629566 0.9102666418411999; -0.9999999999999991 0.8577463822992235; 1.0 0.22561141349165473; 0.7163386926896855 1.0; -0.006418591079397773 -0.1716674069725921; -0.7467303917811473 0.9999999999999999; -0.999532170945401 -0.9999999999999994; -0.0011365410406786452 -0.6903218927799657; 0.9999999999999991 -0.8884562125630102]
190,3683,300,-46.408057460815904,[1.0 -0.6376951295624965; 0.9999999999998946 0.9999999999999988; 0.43322060156452685 0.050831976813087855; 0.9922085576021235 -1.0; -0.6927448133338119 -0.9999999999999999; 0.4679188649600999 -0.9999999999999997; -0.08218565175343032 0.6300182849920004; -1.0 -0.261147874305727; 0.9756546157801613 0.9999999999999993; -0.9167031342673273 1.0; -0.9999999999999992 0.8828217774705468; -0.9999999999999998 -0.8141383781312012]
